,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,Level1,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,ZIP,ZIP5,nteeFinal
24550,30 LAFAYETTE AVE,BROOKLYN,285773,448432,112956108,684096,36047.0,30 LAFAYETTE AVE BROOKLYN NY 11217-1430,,KINGS MAJESTIC CORPORATION,A61,20250.0,502716,NY,30 LAFAYETTE AVE,11217-1430,11217.0,A61
24554,40-48 MAIN STREET 302,FLUSHING,33147,191664,112958388,390520,36081.0,40-48 MAIN STREET FLUSHING NY 11354-5546,,FLUSHING CHINESE BUSINESS ASSOCIATION INC,A23,233516.0,425302,NY,40-48 MAIN STREET,11354-5546,11354.0,A23
24577,25 JAY ST STE 100,BROOKLYN,0,134919,112967342,206185,36047.0,25 JAY ST BROOKLYN NY 11201-1139,,WHITE WAVE RISING-YOUNG SOON KIM DANCE COMPANY INC,A62,47799.0,225151,NY,25 JAY ST,11201-1139,11201.0,A62
24586,44 DOUGLAS ST,BROOKLYN,0,65550,112972292,74672,36047.0,44 DOUGLAS ST BROOKLYN NY 11231-4714,,IMMIGRANTS THEATRE PROJECT INC,A65,4839.0,70389,NY,44 DOUGLAS ST,11231-4714,11231.0,A65
24671,120 55 QUEENS BLVD,KEW GARDENS,33058,28965,112997255,74712,36081.0,120 55 QUEENS BLVD KEW GARDENS NY 11424-0000,,LATIN AMERICAN CULTURAL CENTER OF QUEENS INC,A23,0.0,30596,NY,120 55 QUEENS BLVD,11424-0000,11424.0,A23
24743,2135 CATON AVE STE 1,BROOKLYN,141880,412336,113027538,538931,36047.0,2135 CATON AVE BROOKLYN NY 11226-2507,,IFETAYO CULTURAL ARTS FACILITY INC,A20,106301.0,518637,NY,2135 CATON AVE,11226-2507,11226.0,A20
24809,11 BORMAN AVE,STATEN ISLAND,123894,11500,113051230,580608,36085.0,11 BORMAN AVE STATEN ISLAND NY 10314-4961,,ENRICHMENT THROUGH THE ARTS INC,A25,491643.0,536958,NY,11 BORMAN AVE,10314-4961,10314.0,A25
24849,BROADWAY AT VERNON BLVD,LONG ISLAND CITY,216084,591181,113066597,606739,36081.0,BROADWAY AT VERNON BLVD LONG ISLAND CITY NY 11106-0000,,SOCRATES SCULPTURE PARK INC,A40,0.0,594526,NY,BROADWAY AT VERNON BLVD,11106-0000,11106.0,A40
24927,80-31 88 ROAD,WOODHAVEN,12100,33000,113093248,123692,36081.0,80-31 88 ROAD WOODHAVEN NY 11421-2423,,QI SHU FANGS PEKING OPERA ASSOCIATION INC,A6A,95999.0,128999,NY,80-31 88 ROAD,11421-2423,11421.0,A6A
24960,224 WAVERLY PLACE,NEW YORK,67278,228466,113105457,309624,36061.0,224 WAVERLY PLACE NEW YORK NY 10014-2405,,RATTLESTICK PRODUCTIONS INC,A65,74371.0,302891,NY,224 WAVERLY PLACE,10014-2405,10014.0,A65
24972,227 ROEBLING ST,BROOKLYN,452270,1188221,113110884,1213514,36047.0,227 ROEBLING ST BROOKLYN NY 11211-5403,,MUSICA AGAINST DRUGS INC,A68,0.0,1188221,NY,227 ROEBLING ST,11211-5403,11211.0,A68
25018,628 5TH AVE,BROOKLYN,0,209932,113123626,134167,36047.0,628 5TH AVE BROOKLYN NY 11215-5438,,GENERAL PULASKI MEMORIAL PARADE COMMITTEE INC,A23,6270.0,216828,NY,628 5TH AVE,11215-5438,11215.0,A23
25034,179 PACIFIC ST,BROOKLYN,436015,703760,113129249,946462,36047.0,179 PACIFIC ST BROOKLYN NY 11201-6213,,BROOKLYN YOUTH CHORUS INC,A6B,222920.0,930793,NY,179 PACIFIC ST,11201-6213,11201.0,A6B
25088,PO BOX 237166 ANSONIA STATION,NEW YORK,0,21184,113150876,33641,36061.0,,,ZEUSS THIGH LTD,A65,10852.0,33161,NY,,10023-0031,10023.0,A65
25134,550 OCEAN PARKWAY,BROOKLYN,0,0,113168517,42148,36047.0,550 OCEAN PARKWAY BROOKLYN NY 11218-5808,,INTERNATIONAL CHILDRENS CENTER FOR PERFORMING ARTS INC-ICCPA,A25,41400.0,41400,NY,550 OCEAN PARKWAY,11218-5808,11218.0,A25
25156,217 DEAN ST,BROOKLYN,58500,137358,113179208,252133,36047.0,217 DEAN ST BROOKLYN NY 11217-2202,,JAZZREACH PERFORMING ART & EDUCATION ASSOCIATION,A68,104840.0,250344,NY,217 DEAN ST,11217-2202,11217.0,A68
25194,123 LINDEN BLVD,BROOKLYN,0,82275,113190985,90713,36047.0,123 LINDEN BLVD BROOKLYN NY 11226-3302,,FAMILY RENAISSANCE INC,A26,0.0,82275,NY,123 LINDEN BLVD,11226-3302,11226.0,A26
25204,45 E 33RD ST,NEW YORK,71722,33151,113193909,331540,36061.0,45 E 33RD ST NEW YORK NY 10016-5336,,LIVING TRADITIONS INC,A24,219268.0,253681,NY,45 E 33RD ST,10016-5336,10016.0,A24
25210,3300 CONEY ISLAND AVE,BROOKLYN,22425,23250,113195590,295364,36047.0,3300 CONEY ISLAND AVE BROOKLYN NY 11235-6606,,BRIGHTON BALLET THEATER CO INC,A63,195614.0,276608,NY,3300 CONEY ISLAND AVE,11235-6606,11235.0,A63
25213,220 EAST 4TH STREET,NEW YORK,41420,93486,113197673,116659,36061.0,220 EAST 4TH STREET NEW YORK NY 10009-7425,,VOICE & VISION INC,A65,29246.0,125506,NY,220 EAST 4TH STREET,10009-7425,10009.0,A65
25228,138 SOUTH OXFORD STREET,BROOKLYN,182937,200071,113203321,303881,36047.0,138 SOUTH OXFORD STREET BROOKLYN NY 11217-1695,,STAGES OF LEARNING INC,A65,69854.0,271431,NY,138 SOUTH OXFORD STREET,11217-1695,11217.0,A65
25252,919 THIRD AVE,NEW YORK,0,0,113210647,16663,36061.0,919 THIRD AVE NEW YORK NY 10022-3902,,WHITE IRONSTONE CHINA ASSOCIATION INC,A40,14175.0,22117,NY,919 THIRD AVE,10022-3902,10022.0,A40
25267,260 BEACH 116TH ST,ROCKAWAY PARK,215571,262639,113217121,352874,36081.0,260 BEACH 116TH ST ROCKAWAY PARK NY 11694-2105,,ROCKAWAY ARTISTS ALLIANCE,A26,98635.0,370024,NY,260 BEACH 116TH ST,11694-2105,11694.0,A26
25281,23-50 27 STREET,ASTORIA,77713,342957,113220961,347709,36081.0,23-50 27 STREET ASTORIA NY 11105-3110,,AKTINA PRODUCTIONS INC,A23,0.0,343001,NY,23-50 27 STREET,11105-3110,11105.0,A23
25297,2900 BEDFORD AVE,BROOKLYN,44903,301039,113228052,276134,36047.0,2900 BEDFORD AVE BROOKLYN NY 11210-2850,,PUPPETRY IN PRACTICE INC,A25,3623.0,313204,NY,2900 BEDFORD AVE,11210-2850,11210.0,A25
25359,459 COLUMBUS AVE PMB 325,NEW YORK,559216,1739119,113247651,2130753,36061.0,459 COLUMBUS AVE PMB NEW YORK NY 10024-5129,,PERLMAN MUSIC PROGRAM INC,A6E,314765.0,2018208,NY,459 COLUMBUS AVE PMB,10024-5129,10024.0,A6E
25364,67 32 136TH ST,KEW GARDEN HILLS,0,500,113249055,37548,36081.0,67 32 136TH ST KEW GARDEN HILLS NY 11367-1624,,BANGLADESH INSTITUTE OF PERFORMING ARTS INC,A23,30500.0,37212,NY,67 32 136TH ST,11367-1624,11367.0,A23
25379,193-35 MCLAUGHLIN AVE,HDLUS,81822,41000,113255108,511660,36081.0,193-35 MCLAUGHLIN AVE HDLUS NY 11423-1147,,ON STAGE LTD,A65,452165.0,493938,NY,193-35 MCLAUGHLIN AVE,11423-1147,11423.0,A65
25392,363 ELTON ST,BROOKLYN,12900,175070,113259424,146629,36047.0,363 ELTON ST BROOKLYN NY 11208-2127,,CARIBBEAN AMERICAN STEEL PAN EDUCATION CENTER,A25,0.0,175070,NY,363 ELTON ST,11208-2127,11208.0,A25
25402,193 19 NASHVILLE BLVD,SPRINGFIELD GARDENS,0,44464,113264549,41772,36081.0,193 19 NASHVILLE BLVD SPRINGFIELD GARDENS NY 11413-1148,,KERRI EDGE CULTURAL ARTS COLLECTIVE INC,A62,0.0,44464,NY,193 19 NASHVILLE BLVD,11413-1148,11413.0,A62
25456,PO BOX 1626,NEW YORK,0,25000,113279675,37679,36061.0,,,COLLAPSABLE GIRAFFE INC,A65,17383.0,42383,NY,,10013-0879,10013.0,A65
25477,32 GARDEN PL,BROOKLYN,0,684,113284810,9149,36047.0,32 GARDEN PL BROOKLYN NY 11201-4502,,QUILTERS GUILD OF BROOKLYN INC,A40,5964.0,16267,NY,32 GARDEN PL,11201-4502,11201.0,A40
25539,PO BOX 944,NEW YORK,0,34350,113305196,106918,36061.0,,,HYPOTHETICAL THEATRE COMPANY INC,A65,64469.0,99507,NY,,10009-0944,10009.0,A65
25553,2130 BROADWAY,NEW YORK,0,30600,113307415,1420,36061.0,2130 BROADWAY NEW YORK NY 10023-1722,,TARUMI VIOLIN CHILDRENS FOUNDATION FOR THE ARTS,A68,0.0,30600,NY,2130 BROADWAY,10023-1722,10023.0,A68
25567,383 KINGSTON AVE STE 248,BROOKLYN,0,184237,113310069,244281,36047.0,383 KINGSTON AVE BROOKLYN NY 11213-4333,,BAIS CHANA WOMEN INTERNATIONAL INC,A20,110478.0,294715,NY,383 KINGSTON AVE,11213-4333,11213.0,A20
25585,138 15 FRANKLIN AVE STE 616,FLUSHING,0,980,113315470,74839,36081.0,138 15 FRANKLIN AVE FLUSHING NY 11355-3341,,MIMI CHOW ART CENTER INC,A60,72289.0,73269,NY,138 15 FRANKLIN AVE,11355-3341,11355.0,A60
25587,576 MONTGOMERY ST,BROOKLYN,0,36759,113315763,42343,36047.0,576 MONTGOMERY ST BROOKLYN NY 11225-3023,,KEREN RABAG-LUBAVITCH,A23,0.0,36759,NY,576 MONTGOMERY ST,11225-3023,11225.0,A23
25605,PO BOX 240572,BROOKLYN,0,5845,113320603,28487,36047.0,,,TEATRO EXPERIMENTAL BLUE AMIGOS,A60,20485.0,26330,NY,,11224-0572,11224.0,A60
25606,7211 10TH AVE,BROOKLYN,0,6290,113320663,7335,36047.0,7211 10TH AVE BROOKLYN NY 11228-1907,,FEDERATION OF ASSOCIATED LACONIAN SOCIETIES LTD,A23,4755.0,-36984,NY,7211 10TH AVE,11228-1907,11228.0,A23
25608,135 BROADWAY,BROOKLYN,0,38020,113321836,69777,36047.0,135 BROADWAY BROOKLYN NY 11211-6129,,WILLIAMSBURG ART AND HISTORICAL CENTER INC,A60,18175.0,70087,NY,135 BROADWAY,11211-6129,11211.0,A60
25615,35-30 UNION ST 1FL,FLUSHING,33000,1085070,113323060,1016451,36081.0,35-30 UNION ST FLUSHING NY 11354-3421,,KOREAN-AMERICAN SENIOR MUTUAL ASSOCIATION INC,A23,0.0,1095973,NY,35-30 UNION ST,11354-3421,11354.0,A23
25660,80 HANSON PL 605,BROOKLYN,344895,146950,113334921,663988,36047.0,80 HANSON PL BROOKLYN NY 11217-1506,,EVIDENCE INC,A62,467873.0,655999,NY,80 HANSON PL,11217-1506,11217.0,A62
25682,PO BOX 397,EAST ELMHURST,59500,153246,113342461,158557,36081.0,,,ETHOS PERCUSSION GROUP INC,A68,2280.0,155546,NY,,11369-0397,11369.0,A68
25703,853 MANHATTAN AVE,BROOKLYN,0,10000,113348710,19034,36047.0,853 MANHATTAN AVE BROOKLYN NY 11222-2535,,WOVEN SPACES INC,A40,878.0,13978,NY,853 MANHATTAN AVE,11222-2535,11222.0,A40
25706,530 W 25TH ST APT 406,NEW YORK,0,3639,113349655,58262,36061.0,530 W 25TH ST NEW YORK NY 10001-5546,,NEW CENTURY ARTISTS INC,A40,52525.0,56164,NY,530 W 25TH ST,10001-5546,10001.0,A40
25709,540 W 27 ST 4F1,NEW YORK,0,150807,113350104,122153,36061.0,540 W 27 ST NEW YORK NY 10001-5506,,FOUNDATION FOR THE CHAPEL OF SACRED MIRRORS LTD,A51,0.0,224274,NY,540 W 27 ST,10001-5506,10001.0,A51
25715,55 MERCER ST,NEW YORK,0,31848,113350738,33816,36061.0,55 MERCER ST NEW YORK NY 10013-5919,,FAUX REAL THEATRE COMPANY INC,A65,0.0,32199,NY,55 MERCER ST,10013-5919,10013.0,A65
25786,PO BOX 175,ROCKAWAY PARK,0,0,113371680,212403,36081.0,,,EMERALD SOCIETY PIPES AND DRUMS INC,A68,144919.0,184341,NY,,11694-0175,11694.0,A68
25791,1395 LEXINGTON AVE,NEW YORK,266684,566607,113372980,906557,36061.0,1395 LEXINGTON AVE NEW YORK NY 10128-1612,,YOUNG PEOPLES CHORUS OF NEW YORK CITY INC,A6B,336442.0,997470,NY,1395 LEXINGTON AVE,10128-1612,10128.0,A6B
25806,221 227 CANAL ST STE 517,NEW YORK,0,22982,113377137,56038,36061.0,221 227 CANAL ST NEW YORK NY 10013-0000,,YOUTH ORCHESTRA CHINESE YOUTH CORPS OF NEW YORK INC,A69,72455.0,95484,NY,221 227 CANAL ST,10013-0000,10013.0,A69
25820,PO BOX 520069,FLUSHING,945749,1747262,113381629,2720166,36081.0,,,QUEENS THEATRE IN THE PARK INC,A60,956034.0,2791242,NY,,11352-0069,11352.0,A60
25830,328 FLATBUSH AVE PMB130,BROOKLYN,0,99438,113384562,91437,36047.0,328 FLATBUSH AVE BROOKLYN NY 11238-4302,,18 MAY COMMITTEE INC,A23,1300.0,100738,NY,328 FLATBUSH AVE,11238-4302,11238.0,A23
25841,263 EASTERN PKWY,BROOKLYN,0,28097,113389475,47220,36047.0,263 EASTERN PKWY BROOKLYN NY 11238-6371,,COLLISION THEORY THEATER INC,A65,18506.0,46603,NY,263 EASTERN PKWY,11238-6371,11238.0,A65
25851,305 W BROADWAY STE 106,NEW YORK,0,25995,113391435,43470,36061.0,305 W BROADWAY NEW YORK NY 10013-5306,,MOVIN SPIRITS DANCE THEATER INC,A62,15200.0,41195,NY,305 W BROADWAY,10013-5306,10013.0,A62
25861,11312 LIBERTY AVE,JAMAICA,15600,0,113394008,87253,36081.0,11312 LIBERTY AVE JAMAICA NY 11419-1808,,CONNELLY CENTER FOR PERFORMING ARTS AND DANCE SPORT INC,A25,83475.0,83475,NY,11312 LIBERTY AVE,11419-1808,11419.0,A25
25883,543 THIRD STREET,BROOKLYN,41142,102824,113400678,143953,36047.0,543 THIRD STREET BROOKLYN NY 11215-3001,,WCV INC,A62,47529.0,150449,NY,543 THIRD STREET,11215-3001,11215.0,A62
25895,31 PROSPECT PARK W,BROOKLYN,0,41250,113403068,47891,36047.0,31 PROSPECT PARK W BROOKLYN NY 11215-2307,,BROOKLYN COMMUNITY EVENTS INC,A27,0.0,41318,NY,31 PROSPECT PARK W,11215-2307,11215.0,A27
25900,46-04 31ST AVE,LONG ISLAND CITY,120069,453731,113403498,954800,36081.0,46-04 31ST AVE LONG ISLAND CITY NY 11103-1842,,CONCERTS OF PRAYER GREATER NEW YORK,A68,0.0,979734,NY,46-04 31ST AVE,11103-1842,11103.0,A68
25925,PO BOX 780526 PH,MASPETH,0,29782,113410211,20537,36081.0,,,BELLA ITALIA MIA INC,A23,8517.0,43700,NY,,11378-0526,11378.0,A23
25983,1371 LINDEN BLVD,BROOKLYN,0,77820,113427470,126920,36047.0,1371 LINDEN BLVD BROOKLYN NY 11212-4754,,NIA THEATRICAL PRODUCTION COMPANY INCORPORATED,A65,53737.0,132454,NY,1371 LINDEN BLVD,11212-4754,11212.0,A65
26061,118-09 SUTTER AVE,RICHMOND HILL,130922,393712,113451990,397892,36081.0,118-09 SUTTER AVE RICHMOND HILL NY 11420-2407,,UNITED HINDU CULTURAL COUNCIL OF U S A NORTH AMERICA,A26,9831.0,403805,NY,118-09 SUTTER AVE,11420-2407,11420.0,A26
26063,30 WASHINGTON STREET,BROOKLYN,79891,130578,113452541,197576,36047.0,30 WASHINGTON STREET BROOKLYN NY 11201-8201,,D U M B O ARTS CENTER,A20,41267.0,201139,NY,30 WASHINGTON STREET,11201-8201,11201.0,A20
26097,111 41 112TH ST,S OZONE PARK,0,70868,113462406,71167,36081.0,111 41 112TH ST S OZONE PARK NY 11420-1025,,EAST INDIAN MUSIC ACADEMY INC,A6E,0.0,70906,NY,111 41 112TH ST,11420-1025,11420.0,A6E
26158,PO BOX 1917,NEW YORK,0,19907,113479226,83717,36061.0,,,BINDLESTIFF FAMILY VARIETY ARTS INC,A60,70267.0,90174,NY,,10009-8912,10009.0,A60
26168,PO BOX 90370,BROOKLYN,57944,5000,113483211,167040,36047.0,,,ARAB AMERICAN ARTS INSTITUTE INC,A23,167600.0,172918,NY,,11209-0370,11209.0,A23
26174,55 S 11TH ST,BROOKLYN,0,30792,113485125,49917,36047.0,55 S 11TH ST BROOKLYN NY 11211-7011,,CIRCUS AMOK INC,A65,3050.0,35448,NY,55 S 11TH ST,11211-7011,11211.0,A65
26216,61 WESTMINSTER RD,BROOKLYN,0,250,113493456,4291,36047.0,61 WESTMINSTER RD BROOKLYN NY 11218-2849,,HAITIAN AMERICAN SOCIAL CULTURAL ALLIANCE INC,A01,350.0,8485,NY,61 WESTMINSTER RD,11218-2849,11218.0,A01
26242,43 32 22ND ST,LONG IS CITY,0,66902,113502845,67260,36081.0,43 32 22ND ST LONG IS CITY NY 11101-5075,,WOMENS STUDIO CENTER INC,A20,0.0,66925,NY,43 32 22ND ST,11101-5075,11101.0,A20
26254,PO BOX 398,FORT TILDEN,0,64764,113505908,121530,36081.0,,,ROCKAWAY THEATRE COMPANY INC,A65,105773.0,170537,NY,,11695-0398,11695.0,A65
26255,3838 43RD ST,LONG IS CITY,1125,25362,113506262,166794,36081.0,3838 43RD ST LONG IS CITY NY 11101-1594,,FLUX FACTORY INC,A20,137790.0,163218,NY,3838 43RD ST,11101-1594,11101.0,A20
26269,1906 AVENUE R,BROOKLYN,0,4000,113511209,136352,36047.0,1906 AVENUE R BROOKLYN NY 11229-3002,,CUSTODIANS OF RUSSIAN CULTURE INC,A23,126834.0,131806,NY,1906 AVENUE R,11229-3002,11229.0,A23
26276,142 14 26TH AVE STE 3G,FLUSHING,0,31020,113513563,31492,36081.0,142 14 26TH AVE FLUSHING NY 11354-1701,,NEW CENTURY CHINESE OPERA CENTER INC,A6A,0.0,31026,NY,142 14 26TH AVE,11354-1701,11354.0,A6A
26296,PO BOX 25763,BROOKLYN,0,15680,113519109,33736,36047.0,,,DOLL AND TOY MUSEUM OF NEW YORK CITY,A50,10235.0,34020,NY,,11202-5763,11202.0,A50
26323,155 AVENUE OF THE AMERICAS,NEW YORK,52971,114135,113526774,119265,36061.0,155 AVENUE OF THE AMERICAS NEW YORK NY 10013-1507,,MUSEUM OF CONTEMPORARY AFRICAN DIASPORIAN ARTS,A51,2765.0,134606,NY,155 AVENUE OF THE AMERICAS,10013-1507,10013.0,A51
26349,123 7TH AVE,BROKLYN,0,28800,113531794,93663,36047.0,123 7TH AVE BROKLYN NY 11215-1301,,FLYING MACHINE THEATER INC,A65,51653.0,80469,NY,123 7TH AVE,11215-1301,11215.0,A65
26352,48 12 90TH ST 2ND FLR,ELMHURST,84418,0,113532857,99668,36081.0,48 12 90TH ST ELMHURST NY 11373-4016,,CBA CULTURE AND ARTS CENTER INC,A20,107170.0,107170,NY,48 12 90TH ST,11373-4016,11373.0,A20
26365,33 19 210 ST,BAYSIDE,0,21760,113535891,40205,36081.0,33 19 210 ST BAYSIDE NY 11361-0000,,MUSICA REGINAE PRODUCTIONS LTD,A68,11089.0,37097,NY,33 19 210 ST,11361-0000,11361.0,A68
26366,524 BERGEN ST,BROOKLYN,0,42715,113536533,67618,36047.0,524 BERGEN ST BROOKLYN NY 11217-2407,,VOLCANO LOVE INC,A62,25423.0,68138,NY,524 BERGEN ST,11217-2407,11217.0,A62
26369,851 EASTERN PKWY,BROOKLYN,0,17294,113538097,35005,36047.0,851 EASTERN PKWY BROOKLYN NY 11213-3523,,SYNAESTHETIC THEATRE,A65,20680.0,40639,NY,851 EASTERN PKWY,11213-3523,11213.0,A65
26395,745 EASTERN PARKWAY STE 3,BROOKLYN,0,44000,113549790,14493,36047.0,745 EASTERN PARKWAY BROOKLYN NY 11213-3410,,OVO INC,A60,0.0,44000,NY,745 EASTERN PARKWAY,11213-3410,11213.0,A60
26465,304 WINDSOR PL,BROOKLYN,88905,3379,113567233,133951,36047.0,304 WINDSOR PL BROOKLYN NY 11218-1259,,THEATER GARDEN LTD,A65,130255.0,133634,NY,304 WINDSOR PL,11218-1259,11218.0,A65
26471,PO BOX 3216,ASTORIA,0,31465,113569761,27347,36081.0,,,CROATIAN COMMUNITY OF ASTORIA INC,A23,0.0,35498,NY,,11103-0216,11103.0,A23
26493,158 11 HARRY VAN ARSDALE JR AVE,FLUSHING,0,26105,113577251,29459,36081.0,158 11 HARRY VAN ARSDALE JR AVE FLUSHING NY 11365-3067,,SWORD OF LIGHT PIPE BAND INC,A6C,4279.0,30410,NY,158 11 HARRY VAN ARSDALE JR AVE,11365-3067,11365.0,A6C
26509,4823 203RD ST,BAYSIDE,0,0,113579989,34480,36081.0,4823 203RD ST BAYSIDE NY 11364-1036,,QUEENS ART EDUCATION CENTER INC,A25,39827.0,39827,NY,4823 203RD ST,11364-1036,11364.0,A25
26524,23 54 23RD ST,ASTORIA,0,40019,113582492,30644,36081.0,23 54 23RD ST ASTORIA NY 11105-3410,,WRECKIO ENSEMBLE THEATER CO,A65,7156.0,48675,NY,23 54 23RD ST,11105-3410,11105.0,A65
26538,3039 34TH ST APT 2D,ASTORIA,0,26035,113585691,76462,36081.0,3039 34TH ST ASTORIA NY 11103-5131,,AMY MARSHALL DANCE COMPANY INC,A62,40452.0,66487,NY,3039 34TH ST,11103-5131,11103.0,A62
26542,33 09 31ST AVE APT 4B,ASTORIA,12000,140345,113586346,210739,36081.0,33 09 31ST AVE ASTORIA NY 11106-1456,,KEEN THEATER COMPANY INC,A65,60859.0,203964,NY,33 09 31ST AVE,11106-1456,11106.0,A65
26553,70 LENOX RD STE H2,BROOKLYN,0,18036,113589363,27875,36047.0,70 LENOX RD BROOKLYN NY 11226-2349,,THE QUEENS THEATRE COMPANY INC,A65,0.0,27383,NY,70 LENOX RD,11226-2349,11226.0,A65
26554,138 S OXFORD ST STE 2B,BROOKLYN,0,0,113589624,35451,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1695,,TRILOK FUSION ARTS INC,A60,33359.0,33359,NY,138 S OXFORD ST,11217-1695,11217.0,A60
26562,135-23 37 AVE 2FL,FLUSHING,0,30934,113591749,31907,36081.0,135-23 37 AVE FLUSHING NY 11354-4119,,CHINESE AMERICAN PARENT-STUDENT COUNCIL OF NEW YORK CITY INC,A23,0.0,30971,NY,135-23 37 AVE,11354-4119,11354.0,A23
26573,104 GREENPOINT AVE APT 4L,BROOKLYN,6399,35660,113594162,66045,36047.0,104 GREENPOINT AVE BROOKLYN NY 11222-2269,,BLACK MOON THEATRE COMPANY INC,A65,26446.0,62106,NY,104 GREENPOINT AVE,11222-2269,11222.0,A65
26578,118 N 11TH ST 3RD FLR,BROOKLYN,0,20007,113595320,45692,36047.0,118 N 11TH ST BROOKLYN NY 11211-1940,,TRISKELION ARTS-KICK-STANDANCE INC,A62,0.0,58670,NY,118 N 11TH ST,11211-1940,11211.0,A62
26579,217 BUTLER ST,BROOKLYN,0,33582,113595430,32101,36047.0,217 BUTLER ST BROOKLYN NY 11217-3027,,MADA INST INC,A25,0.0,33582,NY,217 BUTLER ST,11217-3027,11217.0,A25
26587,2565 BROADWAY MB295,NEW YORK,0,80000,113599604,63987,36061.0,2565 BROADWAY NEW YORK NY 10025-5657,,BLACK ALLIANCE FOR EDUCATIONAL OPTIONS INC,A23,1155.0,81155,NY,2565 BROADWAY,10025-5657,10025.0,A23
26589,11 STERLING PL,BROOKLYN,2850,89099,113599821,61988,36047.0,11 STERLING PL BROOKLYN NY 11217-3200,,SILVER-BROWN FOUNDATION INC,A6E,0.0,83042,NY,11 STERLING PL,11217-3200,11217.0,A6E
26590,172 TERRACE PL STE 2,BROOKLYN,0,29360,113600098,33791,36047.0,172 TERRACE PL BROOKLYN NY 11218-1213,,ONE YEAR LEASE INC,A65,0.0,29360,NY,172 TERRACE PL,11218-1213,11218.0,A65
26595,74 18 DITMARS BLVD,JACKSON HEIGHTS,0,37227,113601100,12478,36081.0,74 18 DITMARS BLVD JACKSON HEIGHTS NY 11370-0000,,ETERNAL FLAME OF HOPE MINISTRIES INC,A20,0.0,37252,NY,74 18 DITMARS BLVD,11370-0000,11370.0,A20
26597,5937 WOODBINE ST,RIDGEWOOD,0,12222,113601865,54949,36081.0,5937 WOODBINE ST RIDGEWOOD NY 11385-3236,,REBECCA CENTER INC,A68,39404.0,52420,NY,5937 WOODBINE ST,11385-3236,11385.0,A68
26603,140 METROPOLITAN AVENUE,BROOKLYN,0,87855,113603090,146063,36047.0,140 METROPOLITAN AVENUE BROOKLYN NY 11211-3921,,SENS PRODUCTION INC,A60,65429.0,183681,NY,140 METROPOLITAN AVENUE,11211-3921,11211.0,A60
26625,25 JAY ST STE 203,BROOKLYN,0,38847,113614007,63408,36047.0,25 JAY ST BROOKLYN NY 11201-1139,,SPRING THEATREWORKS INC,A65,11614.0,50461,NY,25 JAY ST,11201-1139,11201.0,A65
26653,353 VAN BRUNT STREET,BROOKLYN,0,60718,113621398,64671,36047.0,353 VAN BRUNT STREET BROOKLYN NY 11231-1245,,KENTLER INTERNATIONAL DRAWING SPACE INC,A40,12640.0,72019,NY,353 VAN BRUNT STREET,11231-1245,11231.0,A40
26654,1412 BROADWAY,NEW YORK,15925,87711,113621605,134142,36061.0,1412 BROADWAY NEW YORK NY 10018-9228,,CIVILIANS INC,A60,40063.0,143108,NY,1412 BROADWAY,10018-9228,10018.0,A60
26672,110 64 QUEENS BLVD PMB 175,FOREST HILLS,0,47763,113626638,40438,36081.0,110 64 QUEENS BLVD PMB FOREST HILLS NY 11375-0000,,STREETLIGHT PRODUCTIONS INC,A60,3710.0,51481,NY,110 64 QUEENS BLVD PMB,11375-0000,11375.0,A60
26701,251 N 8TH ST STE 2L,BROOKLYN,0,3928,113634222,76346,36047.0,251 N 8TH ST BROOKLYN NY 11211-9307,,WILLIAMSBURG ART NEXUS INC,A51,92082.0,96010,NY,251 N 8TH ST,11211-9307,11211.0,A60
26733,PO BOX 771,NEW YORK,0,25380,113640336,31696,36061.0,,,RESONANCE ENSEMBLE CORPORATION,A6C,8509.0,33646,NY,,10108-0771,10108.0,A6C
26890,128 RIVINGTON ST,NEW YORK,0,26501,113670908,27007,36061.0,128 RIVINGTON ST NEW YORK NY 10002-2366,,GALLERY ONETWENTYEIGHT INC,A51,0.0,26501,NY,128 RIVINGTON ST,10002-2366,10002.0,A50
26994,LOCAL,NEW YORK,0,96160,113689390,81806,36061.0,LOCAL NEW YORK NY 10016-3415,,INTERNATIONAL SOCIETY FOR IRANIAN CULTURE INC,A23,0.0,96160,NY,LOCAL,10016-3415,10016.0,A23
27184,126 ST FELIX ST,BROOKLYN,355969,152627,116000202,672591,36047.0,126 ST FELIX ST BROOKLYN NY 11217-1423,,BROOKLYN MUSIC SCHOOL,A6E,529960.0,705729,NY,126 ST FELIX ST,11217-1423,11217.0,A6E
27220,PO BOX 100163,BROOKLYN,328949,492321,116025023,1330953,36047.0,,,COLLEGE COMMUNITY SERVICES INC,A60,580642.0,1108829,NY,,11210-0163,11210.0,A60
27245,26 WILLOW PLACE,BROOKLYN,0,14804,116035649,101190,36047.0,26 WILLOW PLACE BROOKLYN NY 11201-4513,,HEIGHTS PLAYERS INC,A65,91724.0,110270,NY,26 WILLOW PLACE,11201-4513,11201.0,A65
27266,72 32 66TH ST,GLENDALE,0,3850,116036981,36720,36081.0,72 32 66TH ST GLENDALE NY 11385-6932,,SWEET ADELINES INTERNATIONAL,A6B,14469.0,39679,NY,72 32 66TH ST,11385-6932,11385.0,A6B
