,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,ZIP,ZIP5,nteeFinal
31153,260 WEST BROADWAY,NEW YORK,0,428344,132869113,917888,36061.0,260 WEST BROADWAY NEW YORK NY 10013-2259,HOUSE FOUNDATION FOR THE ARTS INC,A02,367055.0,823746,NY,260 WEST BROADWAY,10013-2259,10013.0,A02
31154,PO BOX 7,BRONX,44519,156902,132871091,162795,36061.0,,ASSOCIATION OF HISPANIC ARTS INC,A23,0.0,157197,NY,,10029-0000,10029.0,A23
31158,7 E 20TH ST APT 6F,NEW YORK,0,267273,132873045,316876,36061.0,7 E 20TH ST NEW YORK NY 10003-1106,MUSIC FROM JAPAN INC,A68,18204.0,292311,NY,7 E 20TH ST,10003-1106,10003.0,A68
31160,350 W 51ST ST APT 13D,NEW YORK,0,31182,132873402,30978,36061.0,350 W 51ST ST NEW YORK NY 10019-6445,LATIN-AMERICAN THEATRE ENSEMBLE,A65,0.0,31182,NY,350 W 51ST ST,10019-6445,10019.0,A65
31167,144 2ND AVE,NEW YORK,0,78200,132874841,262814,36061.0,144 2ND AVE NEW YORK NY 10003-8305,UKRAINIAN CHORUS DUMKA OF AMERICA INC,A6B,160550.0,241196,NY,144 2ND AVE,10003-8305,10003.0,A6B
31169,47 GREAT JONES STREET,NEW YORK,0,576479,132874863,633880,36061.0,47 GREAT JONES STREET NEW YORK NY 10012-1196,FIJI THEATER COMPANY INC,A65,171324.0,748215,NY,47 GREAT JONES STREET,10012-1196,10012.0,A65
31170,3131 GRAND CONCOURSE APT 12A,BRONX,0,83342,132875099,21384,36005.0,3131 GRAND CONCOURSE BRONX NY 10468-1414,ASSOCIATION FOR PUERTO RICAN HISPANIC CULTURE INC,A23,0.0,83342,NY,3131 GRAND CONCOURSE,10468-1414,10468.0,A23
31184,4 EAST 89TH STREET,NEW YORK,0,27402,132879757,38852,36061.0,4 EAST 89TH STREET NEW YORK NY 10128-0636,ANNABELLA GONZALEZ DANCE THEATER INC,A62,5416.0,40460,NY,4 EAST 89TH STREET,10128-0636,10128.0,A62
31185,80 HANSON PLACE STE 301,BROOKLYN,0,189500,132879766,543585,36047.0,80 HANSON PLACE BROOKLYN NY 11217-1506,FRANKLIN FURNANCE ARCHIVE INC,A50,92192.0,372298,NY,80 HANSON PLACE,11217-1506,11217.0,A50
31193,635 CARROLL ST,BROOKLYN,0,54550,132881858,114270,36047.0,635 CARROLL ST BROOKLYN NY 11215-2001,CIRCUIT PRODUCTIONS INC,A60,66755.0,121453,NY,635 CARROLL ST,11215-2001,11215.0,A60
31194,130 WEST 28TH STREET,NEW YORK,0,19232,132881863,32729,36061.0,130 WEST 28TH STREET NEW YORK NY 10001-6151,DOUBLE ENTENDRE INC,A62,14789.0,34021,NY,130 WEST 28TH STREET,10001-6151,10001.0,A62
31206,86 FRANKLIN ST FL 4,NEW YORK,257290,346903,132885288,692767,36061.0,86 FRANKLIN ST NEW YORK NY 10013-3466,SOHO REPERTORY THEATRE INC,A65,0.0,727115,NY,86 FRANKLIN ST,10013-3466,10013.0,A65
31215,35 WOOSTER ST GROUND FLOOR,NEW YORK,785990,1442183,132887872,1860214,36061.0,35 WOOSTER ST GROUND NEW YORK NY 10013-5300,DRAWING CENTER INC,A40,48167.0,1505921,NY,35 WOOSTER ST GROUND,10013-5300,10013.0,A40
31221,PO BOX 1062,NEW YORK,0,52683,132890709,84590,36061.0,,CHINESE MUSIC ENSEMBLE OF NEW YORK INC,A6C,27700.0,83183,NY,,10002-0913,10002.0,A6C
31225,594 BROADWAY,NEW YORK,2020980,2599992,132890779,3616019,36061.0,594 BROADWAY NEW YORK NY 10012-3233,NATIONAL DANCE INSTITUTE INC,A6E,540076.0,3189009,NY,594 BROADWAY,10012-3233,10012.0,A6E
31232,520 8TH AVE RM 314,NEW YORK,182524,284473,132894709,549795,36061.0,520 8TH AVE NEW YORK NY 10018-8650,PAN ASIAN REPERTORY THEATRE INC,A65,66725.0,363597,NY,520 8TH AVE,10018-8650,10018.0,A65
31239,619 LEXINGTON AVE,NEW YORK,0,0,132898796,75629,36061.0,619 LEXINGTON AVE NEW YORK NY 10022-4613,MIDTOWN ARTS COMMON AT SAINT PETERS CHURCH,A60,70123.0,70123,NY,619 LEXINGTON AVE,10022-4613,10022.0,A60
31242,375 RIVERSIDE DRIVE,NEW YORK,0,27690,132898806,78621,36061.0,375 RIVERSIDE DRIVE NEW YORK NY 10025-2180,POMERIUM MUSICES INCORPORATED,A68,47368.0,75115,NY,375 RIVERSIDE DRIVE,10025-2180,10025.0,A68
31254,484 W 43RD ST 40Q,NEW YORK,0,205000,132903468,352060,36061.0,484 W 43RD ST NEW YORK NY 10036-0000,PROCESS STUDIO THEATER INC,A6E,0.0,529585,NY,484 W 43RD ST,10036-0000,10036.0,A6E
31255,30 EAST 31ST STREET - 5TH FL,NEW YORK,0,344585,132903944,887840,36061.0,30 EAST 31ST STREET - NEW YORK NY 10016-6825,DANCE RING,A63,508462.0,853047,NY,30 EAST 31ST STREET -,10016-6825,10016.0,A63
31257,111 WEST 17TH STREET,NEW YORK,0,0,132904738,387836,36061.0,111 WEST 17TH STREET NEW YORK NY 10011-5468,WESTBETH THEATRE CENTER INC,A65,529795.0,529795,NY,111 WEST 17TH STREET,10011-5468,10011.0,A65
31259,505 EIGTH AVENUE 19TH FLOOR,NEW YORK,8579712,4225263,132906037,22063382,36061.0,505 EIGTH AVENUE NEW YORK NY 10018-0000,BIG APPLE CIRCUS LTD,A60,15413051.0,20483710,NY,505 EIGTH AVENUE,10018-0000,10018.0,A60
31260,57 E 55TH ST,NEW YORK,0,272848,132906649,271196,36061.0,57 E 55TH ST NEW YORK NY 10022-3205,FRIARS NATIONAL ASSOCIATION FOUNDATION INC,A12,0.0,285932,NY,57 E 55TH ST,10022-3205,10022.0,A12
31267,127 GREENE ST,NEW YORK,0,28675,132909805,47119,36061.0,127 GREENE ST NEW YORK NY 10012-3201,CREATION PRODUCTION COMPANY INC,A65,5400.0,34075,NY,127 GREENE ST,10012-3201,10012.0,A65
31268,118 RIVERSIDE DR,NEW YORK,60000,200100,132909809,175792,36061.0,118 RIVERSIDE DR NEW YORK NY 10024-3708,HAVA KOHAV THEATRE DANCE FOUNDATION,A62,7089.0,207687,NY,118 RIVERSIDE DR,10024-3708,10024.0,A62
31283,29 W 15TH ST LBBY 1,NEW YORK,0,78822,132913228,73532,36061.0,29 W 15TH ST LBBY NEW YORK NY 10011-6839,RED WING PERFORMING GROUP INC,A60,0.0,78822,NY,29 W 15TH ST LBBY,10011-6839,10011.0,A60
31298,2144 RICHMOND AVE,STATEN ISLAND,0,0,132918155,50293,36085.0,2144 RICHMOND AVE STATEN ISLAND NY 10314-3916,KOREAN SCHOOL OF STATEN ISLAND,A23,55354.0,55354,NY,2144 RICHMOND AVE,10314-3916,10314.0,A23
31309,PO BOX 141002,STATEN ISLAND,0,24990,132921818,45969,36085.0,,RICHMOND CHORAL SOCIETY,A6B,17768.0,43259,NY,,10314-1002,10314.0,A6B
31312,330 W 42ND ST STE 1701,NEW YORK,764296,971445,132923296,1369463,36061.0,330 W 42ND ST NEW YORK NY 10036-6902,ALLIANCE FOR THE ARTS INC,A01,36832.0,1178438,NY,330 W 42ND ST,10036-6902,10036.0,A01
31326,246 WEST 38TH STREET 8TH FLOOR,NEW YORK,55669,68351,132926488,156036,36061.0,246 WEST 38TH STREET NEW YORK NY 10018-5805,TALKING BAND INC,A65,23487.0,63933,NY,246 WEST 38TH STREET,10018-5805,10018.0,A65
31332,400 E 57TH ST APT 14B,NEW YORK,0,55632,132928476,66791,36061.0,400 E 57TH ST NEW YORK NY 10022-3030,EMMATROUPE THEATRE LABORATORY,A65,0.0,55632,NY,400 E 57TH ST,10022-3030,10022.0,A65
31333,390 BROADWAY,NEW YORK,0,249809,132928554,1060897,36061.0,390 BROADWAY NEW YORK NY 10013-3512,NEW YORK CHINESE CULTURAL CENTER INC,A23,578273.0,833307,NY,390 BROADWAY,10013-3512,10013.0,A23
31335,90 JOHN ST RM 312,NEW YORK,455347,4856454,132928942,1863005,36061.0,90 JOHN ST NEW YORK NY 10038-3243,MEET THE COMPOSER INC,A68,0.0,5070438,NY,90 JOHN ST,10038-3243,10038.0,A68
31343,142 W END AVE APT 6M,NEW YORK,0,44710,132932524,180080,36061.0,142 W END AVE NEW YORK NY 10023-6129,ALLIANCE FOR THE DEVELOPMENT OF THEATRE ARTISTS INC,A65,71500.0,126992,NY,142 W END AVE,10023-6129,10023.0,A65
31348,70A GREENWICH AVE BOX 256,NEW YORK,5800,38400,132933767,43741,36061.0,70A GREENWICH AVE BOX NEW YORK NY 10011-8300,GOLDEN FLEECE THEATRE COMPANY LTD,A65,5515.0,44025,NY,70A GREENWICH AVE BOX,10011-8300,10011.0,A65
31359,322 WEST 48TH STREET,NEW YORK,174779,76775,132935188,334114,36061.0,322 WEST 48TH STREET NEW YORK NY 10036-1308,BREAD & ROSES CULTURAL PROJECT INC,A20,38510.0,123516,NY,322 WEST 48TH STREET,10036-1308,10036.0,A20
31379,2537 BROADWAY,NEW YORK,2499045,2279511,132941455,5442596,36061.0,2537 BROADWAY NEW YORK NY 10025-6947,SYMPHONY SPACE INC,A61,1948187.0,4517399,NY,2537 BROADWAY,10025-6947,10025.0,A61
31391,47 5TH AVE,NEW YORK,0,6046,132944501,39319,36061.0,47 5TH AVE NEW YORK NY 10003-4303,AUDUBON ARTISTS INC,A40,27367.0,33747,NY,47 5TH AVE,10003-4303,10003.0,A40
31403,525 E 14TH ST APT 10A,NEW YORK,0,0,132946768,45081,36061.0,525 E 14TH ST NEW YORK NY 10009-3004,INTERNATIONAL ASSOCIATION OF ART CRITICS AMERICAN SECTION,A03,0.0,33809,NY,525 E 14TH ST,10009-3004,10009.0,A03
31405,70 LINCOLN CENTER PLZ FRNT 4,NEW YORK,30116000,26026000,132947386,58484000,36061.0,70 LINCOLN CENTER PLZ FRNT NEW YORK NY 10023-6548,NEW YORK CITY BALLET INC,A63,27035000.0,53697000,NY,70 LINCOLN CENTER PLZ FRNT,10023-6548,10023.0,A63
31408,115 W 73RD ST APT 7A,NEW YORK,0,10515,132947410,408466,36061.0,115 W 73RD ST NEW YORK NY 10023-2913,MSQ ENTERPRISES INC,A68,410113.0,421579,NY,115 W 73RD ST,10023-2913,10023.0,A68
31467,141 EAST THIRD STREET,NEW YORK,0,9425,132966900,58026,36061.0,141 EAST THIRD STREET NEW YORK NY 10009-7302,NEW YORK BAROQUE DANCE CO INC,A62,48547.0,57983,NY,141 EAST THIRD STREET,10009-7302,10009.0,A62
31470,70 MULBERRY ST 2ND FL,NEW YORK,276489,565743,132968079,516675,36061.0,70 MULBERRY ST NEW YORK NY 10013-4477,H T DANCE COMPANY-CHEN DANCE CENTER,A62,262307.0,842765,NY,70 MULBERRY ST,10013-4477,10013.0,A62
31474,48 HORATIO ST,NEW YORK,0,70070,132969466,74187,36061.0,48 HORATIO ST NEW YORK NY 10014-1614,NEW YORK NEW MUSIC ENSEMBLE,A68,10093.0,80547,NY,48 HORATIO ST,10014-1614,10014.0,A68
31482,161 W 54TH ST APT 1203,NEW YORK,0,25710,132971608,25848,36061.0,161 W 54TH ST NEW YORK NY 10019-5361,NEW AMSTERDAM SYMPHONY ORCHESTRA,A69,7558.0,36555,NY,161 W 54TH ST,10019-5361,10019.0,A69
31486,250 W 50TH ST APT 17R,NEW YORK,59000,53000,132973920,86619,36061.0,250 W 50TH ST NEW YORK NY 10019-6721,THEATRE HALL OF FAME INC,A50,0.0,94535,NY,250 W 50TH ST,10019-6721,10019.0,A50
31491,20 LINCOLN CENTER PLAZA,NEW YORK,2232000,13958000,132974347,25911000,36061.0,20 LINCOLN CENTER PLAZA NEW YORK NY 10023-6913,NEW YORK CITY OPERA INC,A6A,922000.0,5995000,NY,20 LINCOLN CENTER PLAZA,10023-6913,10023.0,A6A
31498,529 W 121ST ST,NEW YORK,0,85885,132975453,144961,36061.0,529 W 121ST ST NEW YORK NY 10027-5904,MUSIC BEFORE 1800 INC,A68,58722.0,151728,NY,529 W 121ST ST,10027-5904,10027.0,A68
31504,1000 RICHMOND TER,STATEN ISLAND,0,161140,132977495,466000,36085.0,1000 RICHMOND TER STATEN ISLAND NY 10301-1114,ART LAB INC,A25,241162.0,411907,NY,1000 RICHMOND TER,10301-1114,10301.0,A25
31506,314 W 54TH ST,NEW YORK,47950,66475,132977840,185446,36061.0,314 W 54TH ST NEW YORK NY 10019-5102,AMERICAN THEATER OF ACTORS INC,A65,119001.0,185476,NY,314 W 54TH ST,10019-5102,10019.0,A65
31507,160 W 71ST ST 18 FL,NEW YORK,0,9000,132977843,262769,36061.0,160 W 71ST ST NEW YORK NY 10023-3901,JAPAN UNITED STATES CONCERT SOCIETY INC,A68,257505.0,266505,NY,160 W 71ST ST,10023-3901,10023.0,A68
31510,149 E 72 ST,NEW YORK,3492,40910,132980636,128886,36061.0,149 E 72 ST NEW YORK NY 10021-4328,THE MANHATTAN BALLET CO INC,A63,64025.0,105044,NY,149 E 72 ST,10021-4328,10021.0,A63
31515,108 E 15TH ST,NEW YORK,854820,939191,132981292,2008545,36061.0,108 E 15TH ST NEW YORK NY 10003-2102,VINEYARD THEATRE AND WORKSHOP CENTER INC,A65,487873.0,1735332,NY,108 E 15TH ST,10003-2102,10003.0,A65
31518,315 E 91ST ST,NEW YORK,0,41289,132983403,82241,36061.0,315 E 91ST ST NEW YORK NY 10128-5301,ISABEL ONEIL FOUNDATION FOR THE ART OF THE PAINTED FINISH INC,A40,0.0,48848,NY,315 E 91ST ST,10128-5301,10128.0,A40
31521,PO BOX 373,NEW YORK,38248,48429,132983615,162272,36061.0,,NEW AMSTERDAM SINGERS INC,A6B,66957.0,117372,NY,,10025-0007,10025.0,A6B
31536,235 BOWERY,NEW YORK,4215734,9334276,132986881,12220591,36061.0,235 BOWERY NEW YORK NY 10002-1218,NEW MUSEUM OF CONTEMPORARY ART,A51,1994632.0,12546536,NY,235 BOWERY,10002-1218,10002.0,A51
31543,260 E 207 ST,BRONX,455420,687271,132988157,798557,36005.0,260 E 207 ST BRONX NY 10467-0000,MIND BUILDERS CREATIVE ARTS CO,A25,275878.0,1031899,NY,260 E 207 ST,10467-0000,10467.0,A25
31556,11 CARMINE ST APT 2C,NEW YORK,41250,14010,132990480,132061,36061.0,11 CARMINE ST NEW YORK NY 10014-6918,R F LECTURE SERIES INC,A20,22525.0,51283,NY,11 CARMINE ST,10014-6918,10014.0,A20
31567,155 W 68TH ST,NEW YORK,0,294856,132994577,255963,36061.0,155 W 68TH ST NEW YORK NY 10023-5808,JUPITER SYMPHONY OF NEW YORK INC,A69,79363.0,317167,NY,155 W 68TH ST,10023-5808,10023.0,A69
31568,80 WARREN ST APT 48,NEW YORK,0,119912,132994930,120074,36061.0,80 WARREN ST NEW YORK NY 10007-1023,HUMAN ARTS ASSOCIATION LTD,A26,0.0,120074,NY,80 WARREN ST,10007-1023,10007.0,A26
31571,PO BOX 1261,NEW YORK,0,66466,132995536,379576,36061.0,,LATIN AMERICAS WORKSHOP INC,A23,254601.0,364762,NY,,10025-1261,10025.0,A23
31574,799 BROADWAY STE 542,NEW YORK,0,16968,132996464,47957,36061.0,799 BROADWAY NEW YORK NY 10003-6815,VILLAGE SINGERS INC,A6B,18693.0,47403,NY,799 BROADWAY,10003-6815,10003.0,A6B
31575,799 BROADWAY,NEW YORK,235833,202689,132996513,392760,36061.0,799 BROADWAY NEW YORK NY 10003-6811,ABRAHAM LINCOLN BRIGADE ARCHIVES,A54,24003.0,181024,NY,799 BROADWAY,10003-6811,10003.0,A54
31580,310 GREENWICH ST APT 13K,NEW YORK,0,12500,132997956,36226,36061.0,310 GREENWICH ST NEW YORK NY 10013-2740,CHANGING TIMES TAP DANCING CO,A62,20034.0,32534,NY,310 GREENWICH ST,10013-2740,10013.0,A62
31583,315 WEST 86TH STREET,NEW YORK,0,83981,132998287,72924,36061.0,315 WEST 86TH STREET NEW YORK NY 10024-3111,OMEGA ENSEMBLE INC,A6C,0.0,84870,NY,315 WEST 86TH STREET,10024-3111,10024.0,A6C
31587,585 E 187TH ST,BRONX,278461,299194,132999528,527934,36005.0,585 E 187TH ST BRONX NY 10458-6701,BRONX DANCE THEATRE INC,A62,278580.0,577774,NY,585 E 187TH ST,10458-6701,10458.0,A62
31596,579 BROADWAY,NEW YORK,0,49497,133002239,151506,36061.0,579 BROADWAY NEW YORK NY 10012-5412,APPLEBY FOUNDATION INC,A62,101454.0,151475,NY,579 BROADWAY,10012-5412,10012.0,A62
31598,410 WEST END AVE,NEW YORK,3135639,3717841,133003112,4684711,36061.0,410 WEST END AVE NEW YORK NY 10024-5746,STUDIO IN A SCHOOL ASSOCIATION,A25,120650.0,4340541,NY,410 WEST END AVE,10024-5746,10024.0,A25
31604,150 S 65TH ST,NEW YORK,24781971,17359064,133004747,66099304,36061.0,150 S 65TH ST NEW YORK NY 10023-0000,VIVIAN BEAUMONT THEATER INC,A65,54223921.0,68535663,NY,150 S 65TH ST,10023-0000,10023.0,A65
31612,150 JORALEMON ST STE 1 11B,BROOKLYN,0,63400,133008059,63015,36047.0,150 JORALEMON ST BROOKLYN NY 11201-4311,UNITY THEATRE COMPANY INC,A65,0.0,63410,NY,150 JORALEMON ST,11201-4311,11201.0,A65
31622,27 WASHINGTON SQ N APT 7C,NEW YORK,0,61679,133010494,34951,36061.0,27 WASHINGTON SQ N NEW YORK NY 10011-9166,SANCTUARY THEATRE WORKSHOP INC,A65,0.0,61679,NY,27 WASHINGTON SQ N,10011-9166,10011.0,A65
31636,163 W 125TH ST STE 909,NEW YORK,0,52150,133014386,73100,36061.0,163 W 125TH ST NEW YORK NY 10027-4436,INTERNATIONAL AGENCY FOR MINORITY ARTIST AFFAIRS,A26,21750.0,73900,NY,163 W 125TH ST,10027-4436,10027.0,A26
31646,15 CATHERINE ST APT 2,NEW YORK,175690,599210,133015932,446285,36061.0,15 CATHERINE ST NEW YORK NY 10038-1036,CHINESE STAFF AND WORKERS ASSOCIATION INC,A23,2348.0,577083,NY,15 CATHERINE ST,10038-1036,10038.0,A23
31647,480 VAN BRUNT STE 203,BROOKLYN,0,111069,133015965,233551,36047.0,480 VAN BRUNT BROOKLYN NY 11231-1014,DANCE THEATRE ETCETERA INC,A62,121916.0,234485,NY,480 VAN BRUNT,11231-1014,11231.0,A62
31660,PO BOX 834,NEW YORK,0,34535,133019799,66627,36061.0,,NEW LIFE DANCE INC,A62,12200.0,47659,NY,,10009-0834,10009.0,A62
31680,305 W 43RD ST,NEW YORK,2955549,2408855,133021180,7494124,36061.0,305 W 43RD ST NEW YORK NY 10036-6406,SECOND STAGE THEATRE,A65,4120374.0,6705119,NY,305 W 43RD ST,10036-6406,10036.0,A65
31687,220 PLYMOUTH ST STE 3A,BROOKLYN,0,0,133022881,81468,36047.0,220 PLYMOUTH ST BROOKLYN NY 11201-1157,55 MERCER STREET ARTISTS INC,A40,0.0,57895,NY,220 PLYMOUTH ST,11201-1157,11201.0,A40
31731,2 BOND STREET,NEW YORK,0,151316,133036753,206003,36061.0,2 BOND STREET NEW YORK NY 10012-2308,BOND STREET THEATRE COALITION LTD,A65,27146.0,179482,NY,2 BOND STREET,10012-2308,10012.0,A65
31732,700 LENOX AVE APT 12G,NEW YORK,0,4180,133036940,52493,36061.0,700 LENOX AVE NEW YORK NY 10039-4512,RUTH WILLIAMS DANCE FOUNDATION INC,A62,53506.0,64162,NY,700 LENOX AVE,10039-4512,10039.0,A62
31737,175 8TH AVENUE,NEW YORK,2756173,4143872,133038262,6807718,36061.0,175 8TH AVENUE NEW YORK NY 10011-1694,JOYCE THEATER FOUNDATION INC,A62,2462841.0,5526955,NY,175 8TH AVENUE,10011-1694,10011.0,A62
31739,49 W 24TH ST FL 4,NEW YORK,238537,250002,133038711,676055,36061.0,49 W 24TH ST NEW YORK NY 10010-3570,SINGERS FORUM FOUNDATION,A6B,410611.0,660663,NY,49 W 24TH ST,10010-3570,10010.0,A6B
31745,141 W 26TH ST APT 3,NEW YORK,0,13048,133039726,124988,36061.0,141 W 26TH ST NEW YORK NY 10001-6800,ISADORA DUNCAN FOUNDATION FOR CONTEMPORARY DANCE INC,A62,70203.0,91731,NY,141 W 26TH ST,10001-6800,10001.0,A62
31749,246 W 38TH STREET - 8TH FLOOR,NEW YORK,34750,501339,133040912,819766,36061.0,246 W 38TH STREET - NEW YORK NY 10018-5805,CAPOEIRA FOUNDATION INC,A62,370731.0,872070,NY,246 W 38TH STREET -,10018-5805,10018.0,A62
31751,PO BOX 49,NEW YORK,0,328625,133041403,454254,36061.0,,MOVEMENT RESEARCH INC,A62,191333.0,524971,NY,,10113-0049,10113.0,A62
31766,644 BROADWAY APT 5E,NEW YORK,0,0,133047051,17047,36061.0,644 BROADWAY NEW YORK NY 10012-2324,LIZ MILWE INC,A60,2625.0,17267,NY,644 BROADWAY,10012-2324,10012.0,A60
31767,BEDFORD PARK BLVD W,BRONX,423585,357725,133047056,1948064,36005.0,BEDFORD PARK BLVD W BRONX NY 10468-0000,LEHMAN COLLEGE CENTER FOR THE PERFORMING ARTS INC,A61,1109844.0,1856993,NY,BEDFORD PARK BLVD W,10468-0000,10468.0,A61
31769,45 MAIN ST STE 849,BROOKLYN,626788,449272,133047206,1011839,36047.0,45 MAIN ST BROOKLYN NY 11201-8200,MARQUIS STUDIOS LTD,A25,753506.0,1204293,NY,45 MAIN ST,11201-8200,11201.0,A25
31771,C/O SALLY ANN PARSONS 519 8TH AVE,NEW YORK,0,15250,133047553,63787,36061.0,C/O SALLY ANN PARSONS 519 8TH AVE NEW YORK NY 10018-0000,STREET DANCE PRODUCTIONS INC,A62,14958.0,30208,NY,C/O SALLY ANN PARSONS 519 8TH AVE,10018-0000,10018.0,A62
31788,15 W 77TH ST,NEW YORK,34986,15057,133051447,366725,36061.0,15 W 77TH ST NEW YORK NY 10024-5153,ORIGAMI USA INC,A24,329508.0,381801,NY,15 W 77TH ST,10024-5153,10024.0,A24
31795,408 W 58TH ST,NEW YORK,323959,544380,133054001,970630,36061.0,408 W 58TH ST NEW YORK NY 10019-1102,VISUAL ARTS RESEARCH AND RESOURCE CENTER RELATING TO THE CARRIBEAN I,A23,286217.0,837637,NY,408 W 58TH ST,10019-1102,10019.0,A23
31800,15 WHITE ST,NEW YORK,0,450,133054277,69088,36061.0,15 WHITE ST NEW YORK NY 10013-2406,SOHOPHOTO FOUNDATION INC,A40,59135.0,99518,NY,15 WHITE ST,10013-2406,10013.0,A40
31806,PO BOX 230949,NEW YORK,0,89649,133055972,79054,36061.0,,RICHARD WAGNER SOCIETY OF NEW YORK INC,A68,2556.0,98116,NY,,10023-0016,10023.0,A68
31816,154 CHRISTOPHER ST,NEW YORK,1491904,2375653,133059081,3265366,36061.0,154 CHRISTOPHER ST NEW YORK NY 10014-2840,THEATRE FOR A NEW AUDIENCE INC,A65,855558.0,3249437,NY,154 CHRISTOPHER ST,10014-2840,10014.0,A65
31835,86 PIER 46TH AND 12TH,NEW YORK,10438049,15564851,133062419,26823365,36061.0,86 PIER 46TH AND NEW YORK NY 10036-0000,INTREPID MUSEUM FOUNDATION INC,A50,12391962.0,31230649,NY,86 PIER 46TH AND,10036-0000,10036.0,A50
31836,405 W 23RD ST APT 4G,NEW YORK,0,13350,133062691,42967,36061.0,405 W 23RD ST NEW YORK NY 10011-1400,SACHIYO ITO AND COMPANY INC,A23,37564.0,51305,NY,405 W 23RD ST,10011-1400,10011.0,A23
31840,2109 BROADWAY STE 4-137,NEW YORK,0,20750,133064113,29380,36061.0,2109 BROADWAY NEW YORK NY 10023-2106,HARMONIA OPERA COMPANY INC,A6A,11970.0,32720,NY,2109 BROADWAY,10023-2106,10023.0,A6A
31843,167 SPRING ST,NEW YORK,0,22148,133064502,31548,36061.0,167 SPRING ST NEW YORK NY 10012-3842,GAMELAN SON OF LION INCORPORATED,A6E,7550.0,31428,NY,167 SPRING ST,10012-3842,10012.0,A6E
31856,252 WEST 85TH ST,NEW YORK,0,82323,133070728,61695,36061.0,252 WEST 85TH ST NEW YORK NY 10024-3244,FOLK TRADITIONS INC,A24,0.0,82323,NY,252 WEST 85TH ST,10024-3244,10024.0,A24
31861,434 6TH AVE FL 3,NEW YORK,11040,1704,133073040,122879,36061.0,434 6TH AVE NEW YORK NY 10011-8411,JOFFREY BALLET CENTER CONCERT GROUP INC,A63,63846.0,68271,NY,434 6TH AVE,10011-8411,10011.0,A63
31881,311 W 43RD ST STE 409,NEW YORK,33868,45505,133077443,787065,36061.0,311 W 43RD ST NEW YORK NY 10036-6026,STARET THE DIRECTORS COMPANY INC,A65,970422.0,1018650,NY,311 W 43RD ST,10036-6026,10036.0,A65
31891,138 S OXFORD ST STE 3B,BROOKLYN,0,420690,133081486,374990,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1694,AMERICAN OPERA PROJECTS INC,A6A,27121.0,447863,NY,138 S OXFORD ST,11217-1694,11217.0,A6A
31897,SUITE 405,NEW YORK,0,264420,133082072,514638,36061.0,SUITE NEW YORK NY 10036-0000,BIG APPLE PERFORMING ARTS INC,A6B,179590.0,536358,NY,SUITE,10036-0000,10036.0,A6B
31918,246 W 38TH STREET,NEW YORK,0,93679,133085289,132159,36061.0,246 W 38TH STREET NEW YORK NY 10018-5805,UNIQUE PROJECT INC,A60,0.0,131754,NY,246 W 38TH STREET,10018-5805,10018.0,A60
31928,228 E 45TH ST FL 2,NEW YORK,0,94465,133087478,109491,36061.0,228 E 45TH ST NEW YORK NY 10017-3303,SAFARI EAST CULTURAL PRESENTATIONS INC,A68,0.0,94482,NY,228 E 45TH ST,10017-3303,10017.0,A68
31929,PO BOX 150562,BROOKLYN,0,13027,133087483,230742,36047.0,,PUPPET WORKS INC,A65,206762.0,220037,NY,,11215-0562,11215.0,A65
31955,PO BOX 1284,NEW YORK,0,30628,133093526,75829,36061.0,,SYLVAN WINDS INC,A68,40173.0,70932,NY,,10025-1284,10025.0,A68
31962,820 W END AVE,NEW YORK,0,41425,133095824,36718,36061.0,820 W END AVE NEW YORK NY 10025-5371,HARMONIE ENSEMBLE INC,A6C,1131.0,42556,NY,820 W END AVE,10025-5371,10025.0,A6C
31963,200 W 70TH ST APT 6C,NEW YORK,0,19200,133096065,60466,36061.0,200 W 70TH ST NEW YORK NY 10023-4324,MAGIC CIRCLE OPERA REPRETORY ENSEMBLE INC,A6A,43190.0,62390,NY,200 W 70TH ST,10023-4324,10023.0,A6A
31966,481 8TH AVENUE SUITE 543,NEW YORK,194156,314561,133096579,565410,36061.0,481 8TH AVENUE NEW YORK NY 10001-1809,E MONTE MOTION INC,A62,271979.0,586540,NY,481 8TH AVENUE,10001-1809,10001.0,A62
31974,647 FULTON ST,BROOKLYN,638394,319883,133098471,1966440,36047.0,647 FULTON ST BROOKLYN NY 11217-1112,URBANGLASS NEW YORK CONTEMPORARY GLASS CENTER INC,A40,1004660.0,1733433,NY,647 FULTON ST,11217-1112,11217.0,A40
31996,526 W 26TH ST RM 915,NEW YORK,0,1105,133102950,52250,36061.0,526 W 26TH ST NEW YORK NY 10001-5540,FIRST STREET GALLERY INC,A50,16289.0,48574,NY,526 W 26TH ST,10001-5540,10001.0,A50
32020,385 FIFTH AVENUE NO 510,NEW YORK,0,3517,133110260,38005,36061.0,385 FIFTH AVENUE NO NEW YORK NY 10016-0000,ART DECO SOCIETY OF NEW YORK INC,A03,5701.0,29438,NY,385 FIFTH AVENUE NO,10016-0000,10016.0,A03
