,Unnamed: 0,Unnamed: 0.1,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,Level1,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,ZIP,ZIP5,nteeFinal,SUBDISCIPLINE,LAT,LONG
292,292,25900,46-04 31ST AVE,LONG ISLAND CITY,120069,453731,113403498,954800,36081.0,46-04 31ST AVE LONG ISLAND CITY NY 11103-1842,,CONCERTS OF PRAYER GREATER NEW YORK,A68,0.0,979734,NY,46-04 31ST AVE,11103-1842,11103.0,A68,Music,,
293,293,25925,PO BOX 780526 PH,MASPETH,0,29782,113410211,20537,36081.0,,,BELLA ITALIA MIA INC,A23,8517.0,43700,NY,,11378-0526,11378.0,A23,Cultural & Ethnic Awareness,,
294,294,25983,1371 LINDEN BLVD,BROOKLYN,0,77820,113427470,126920,36047.0,1371 LINDEN BLVD BROOKLYN NY 11212-4754,,NIA THEATRICAL PRODUCTION COMPANY INCORPORATED,A65,53737.0,132454,NY,1371 LINDEN BLVD,11212-4754,11212.0,A65,Theater,40.6553898,-73.909292
295,295,26061,118-09 SUTTER AVE,RICHMOND HILL,130922,393712,113451990,397892,36081.0,118-09 SUTTER AVE RICHMOND HILL NY 11420-2407,,UNITED HINDU CULTURAL COUNCIL OF U S A NORTH AMERICA,A26,9831.0,403805,NY,118-09 SUTTER AVE,11420-2407,11420.0,A26,Arts & Humanities Councils & Agencies,,
296,296,26063,30 WASHINGTON STREET,BROOKLYN,79891,130578,113452541,197576,36047.0,30 WASHINGTON STREET BROOKLYN NY 11201-8201,,D U M B O ARTS CENTER,A20,41267.0,201139,NY,30 WASHINGTON STREET,11201-8201,11201.0,A20,Arts & Culture,40.7034727,-73.9896857
297,297,26097,111 41 112TH ST,S OZONE PARK,0,70868,113462406,71167,36081.0,111 41 112TH ST S OZONE PARK NY 11420-1025,,EAST INDIAN MUSIC ACADEMY INC,A6E,0.0,70906,NY,111 41 112TH ST,11420-1025,11420.0,A6E,Performing Arts Schools,,
298,298,26158,PO BOX 1917,NEW YORK,0,19907,113479226,83717,36061.0,,,BINDLESTIFF FAMILY VARIETY ARTS INC,A60,70267.0,90174,NY,,10009-8912,10009.0,A60,Performing Arts,,
299,299,26168,PO BOX 90370,BROOKLYN,57944,5000,113483211,167040,36047.0,,,ARAB AMERICAN ARTS INSTITUTE INC,A23,167600.0,172918,NY,,11209-0370,11209.0,A23,Cultural & Ethnic Awareness,,
300,300,26174,55 S 11TH ST,BROOKLYN,0,30792,113485125,49917,36047.0,55 S 11TH ST BROOKLYN NY 11211-7011,,CIRCUS AMOK INC,A65,3050.0,35448,NY,55 S 11TH ST,11211-7011,11211.0,A65,Theater,40.6710597848101,-73.9934760632911
301,301,26216,61 WESTMINSTER RD,BROOKLYN,0,250,113493456,4291,36047.0,61 WESTMINSTER RD BROOKLYN NY 11218-2849,,HAITIAN AMERICAN SOCIAL CULTURAL ALLIANCE INC,A01,350.0,8485,NY,61 WESTMINSTER RD,11218-2849,11218.0,A01,Alliances & Advocacy,40.6478092,-73.9682354337689
302,302,26242,43 32 22ND ST,LONG IS CITY,0,66902,113502845,67260,36081.0,43 32 22ND ST LONG IS CITY NY 11101-5075,,WOMENS STUDIO CENTER INC,A20,0.0,66925,NY,43 32 22ND ST,11101-5075,11101.0,A20,Arts & Culture,,
303,303,26254,PO BOX 398,FORT TILDEN,0,64764,113505908,121530,36081.0,,,ROCKAWAY THEATRE COMPANY INC,A65,105773.0,170537,NY,,11695-0398,11695.0,A65,Theater,,
304,304,26255,3838 43RD ST,LONG IS CITY,1125,25362,113506262,166794,36081.0,3838 43RD ST LONG IS CITY NY 11101-1594,,FLUX FACTORY INC,A20,137790.0,163218,NY,3838 43RD ST,11101-1594,11101.0,A20,Arts & Culture,,
305,305,26269,1906 AVENUE R,BROOKLYN,0,4000,113511209,136352,36047.0,1906 AVENUE R BROOKLYN NY 11229-3002,,CUSTODIANS OF RUSSIAN CULTURE INC,A23,126834.0,131806,NY,1906 AVENUE R,11229-3002,11229.0,A23,Cultural & Ethnic Awareness,40.60600595,-73.9536140400845
306,306,26276,142 14 26TH AVE STE 3G,FLUSHING,0,31020,113513563,31492,36081.0,142 14 26TH AVE FLUSHING NY 11354-1701,,NEW CENTURY CHINESE OPERA CENTER INC,A6A,0.0,31026,NY,142 14 26TH AVE,11354-1701,11354.0,A6A,Opera,,
307,307,26296,PO BOX 25763,BROOKLYN,0,15680,113519109,33736,36047.0,,,DOLL AND TOY MUSEUM OF NEW YORK CITY,A50,10235.0,34020,NY,,11202-5763,11202.0,A50,Museums,,
308,308,26323,155 AVENUE OF THE AMERICAS,NEW YORK,52971,114135,113526774,119265,36061.0,155 AVENUE OF THE AMERICAS NEW YORK NY 10013-1507,,MUSEUM OF CONTEMPORARY AFRICAN DIASPORIAN ARTS,A51,2765.0,134606,NY,155 AVENUE OF THE AMERICAS,10013-1507,10013.0,A51,Art Museums,40.7247271666667,-74.004237
309,309,26349,123 7TH AVE,BROKLYN,0,28800,113531794,93663,36047.0,123 7TH AVE BROKLYN NY 11215-1301,,FLYING MACHINE THEATER INC,A65,51653.0,80469,NY,123 7TH AVE,11215-1301,11215.0,A65,Theater,,
310,310,26352,48 12 90TH ST 2ND FLR,ELMHURST,84418,0,113532857,99668,36081.0,48 12 90TH ST ELMHURST NY 11373-4016,,CBA CULTURE AND ARTS CENTER INC,A20,107170.0,107170,NY,48 12 90TH ST,11373-4016,11373.0,A20,Arts & Culture,40.74087285,-73.87488865
311,311,26365,33 19 210 ST,BAYSIDE,0,21760,113535891,40205,36081.0,33 19 210 ST BAYSIDE NY 11361-0000,,MUSICA REGINAE PRODUCTIONS LTD,A68,11089.0,37097,NY,33 19 210 ST,11361-0000,11361.0,A68,Music,,
312,312,26366,524 BERGEN ST,BROOKLYN,0,42715,113536533,67618,36047.0,524 BERGEN ST BROOKLYN NY 11217-2407,,VOLCANO LOVE INC,A62,25423.0,68138,NY,524 BERGEN ST,11217-2407,11217.0,A62,Dance,40.68022465,-73.9729900926389
313,313,26369,851 EASTERN PKWY,BROOKLYN,0,17294,113538097,35005,36047.0,851 EASTERN PKWY BROOKLYN NY 11213-3523,,SYNAESTHETIC THEATRE,A65,20680.0,40639,NY,851 EASTERN PKWY,11213-3523,11213.0,A65,Theater,40.66973125,-73.9401234932787
314,314,26395,745 EASTERN PARKWAY STE 3,BROOKLYN,0,44000,113549790,14493,36047.0,745 EASTERN PARKWAY BROOKLYN NY 11213-3410,,OVO INC,A60,0.0,44000,NY,745 EASTERN PARKWAY,11213-3410,11213.0,A60,Performing Arts,40.6699018,-73.9435311404003
315,315,26465,304 WINDSOR PL,BROOKLYN,88905,3379,113567233,133951,36047.0,304 WINDSOR PL BROOKLYN NY 11218-1259,,THEATER GARDEN LTD,A65,130255.0,133634,NY,304 WINDSOR PL,11218-1259,11218.0,A65,Theater,40.6565176,-73.9745052411922
316,316,26471,PO BOX 3216,ASTORIA,0,31465,113569761,27347,36081.0,,,CROATIAN COMMUNITY OF ASTORIA INC,A23,0.0,35498,NY,,11103-0216,11103.0,A23,Cultural & Ethnic Awareness,,
317,317,26493,158 11 HARRY VAN ARSDALE JR AVE,FLUSHING,0,26105,113577251,29459,36081.0,158 11 HARRY VAN ARSDALE JR AVE FLUSHING NY 11365-3067,,SWORD OF LIGHT PIPE BAND INC,A6C,4279.0,30410,NY,158 11 HARRY VAN ARSDALE JR AVE,11365-3067,11365.0,A6C,Bands & Ensembles,,
318,318,26509,4823 203RD ST,BAYSIDE,0,0,113579989,34480,36081.0,4823 203RD ST BAYSIDE NY 11364-1036,,QUEENS ART EDUCATION CENTER INC,A25,39827.0,39827,NY,4823 203RD ST,11364-1036,11364.0,A25,Arts Education,40.749487,-73.775593
319,319,26524,23 54 23RD ST,ASTORIA,0,40019,113582492,30644,36081.0,23 54 23RD ST ASTORIA NY 11105-3410,,WRECKIO ENSEMBLE THEATER CO,A65,7156.0,48675,NY,23 54 23RD ST,11105-3410,11105.0,A65,Theater,40.77694805,-73.91959515
320,320,26538,3039 34TH ST APT 2D,ASTORIA,0,26035,113585691,76462,36081.0,3039 34TH ST ASTORIA NY 11103-5131,,AMY MARSHALL DANCE COMPANY INC,A62,40452.0,66487,NY,3039 34TH ST,11103-5131,11103.0,A62,Dance,40.7608441,-73.9229854
321,321,26542,33 09 31ST AVE APT 4B,ASTORIA,12000,140345,113586346,210739,36081.0,33 09 31ST AVE ASTORIA NY 11106-1456,,KEEN THEATER COMPANY INC,A65,60859.0,203964,NY,33 09 31ST AVE,11106-1456,11106.0,A65,Theater,40.7672735,-73.9297425
322,322,26553,70 LENOX RD STE H2,BROOKLYN,0,18036,113589363,27875,36047.0,70 LENOX RD BROOKLYN NY 11226-2349,,THE QUEENS THEATRE COMPANY INC,A65,0.0,27383,NY,70 LENOX RD,11226-2349,11226.0,A65,Theater,40.65333005,-73.9571994381364
323,323,26554,138 S OXFORD ST STE 2B,BROOKLYN,0,0,113589624,35451,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1695,,TRILOK FUSION ARTS INC,A60,33359.0,33359,NY,138 S OXFORD ST,11217-1695,11217.0,A60,Performing Arts,40.687303,-73.973648
324,324,26562,135-23 37 AVE 2FL,FLUSHING,0,30934,113591749,31907,36081.0,135-23 37 AVE FLUSHING NY 11354-4119,,CHINESE AMERICAN PARENT-STUDENT COUNCIL OF NEW YORK CITY INC,A23,0.0,30971,NY,135-23 37 AVE,11354-4119,11354.0,A23,Cultural & Ethnic Awareness,,
325,325,26573,104 GREENPOINT AVE APT 4L,BROOKLYN,6399,35660,113594162,66045,36047.0,104 GREENPOINT AVE BROOKLYN NY 11222-2269,,BLACK MOON THEATRE COMPANY INC,A65,26446.0,62106,NY,104 GREENPOINT AVE,11222-2269,11222.0,A65,Theater,40.7297834,-73.9566961085028
326,326,26578,118 N 11TH ST 3RD FLR,BROOKLYN,0,20007,113595320,45692,36047.0,118 N 11TH ST BROOKLYN NY 11211-1940,,TRISKELION ARTS-KICK-STANDANCE INC,A62,0.0,58670,NY,118 N 11TH ST,11211-1940,11211.0,A62,Dance,40.670523278481,-73.9927735063291
327,327,26579,217 BUTLER ST,BROOKLYN,0,33582,113595430,32101,36047.0,217 BUTLER ST BROOKLYN NY 11217-3027,,MADA INST INC,A25,0.0,33582,NY,217 BUTLER ST,11217-3027,11217.0,A25,Arts Education,40.68227155,-73.9868535311982
328,328,26587,2565 BROADWAY MB295,NEW YORK,0,80000,113599604,63987,36061.0,2565 BROADWAY NEW YORK NY 10025-5657,,BLACK ALLIANCE FOR EDUCATIONAL OPTIONS INC,A23,1155.0,81155,NY,2565 BROADWAY,10025-5657,10025.0,A23,Cultural & Ethnic Awareness,40.7948992,-73.9719361
329,329,26589,11 STERLING PL,BROOKLYN,2850,89099,113599821,61988,36047.0,11 STERLING PL BROOKLYN NY 11217-3200,,SILVER-BROWN FOUNDATION INC,A6E,0.0,83042,NY,11 STERLING PL,11217-3200,11217.0,A6E,Performing Arts Schools,40.679005,-73.9783157
330,330,26590,172 TERRACE PL STE 2,BROOKLYN,0,29360,113600098,33791,36047.0,172 TERRACE PL BROOKLYN NY 11218-1213,,ONE YEAR LEASE INC,A65,0.0,29360,NY,172 TERRACE PL,11218-1213,11218.0,A65,Theater,40.6553881,-73.9757719136634
331,331,26595,74 18 DITMARS BLVD,JACKSON HEIGHTS,0,37227,113601100,12478,36081.0,74 18 DITMARS BLVD JACKSON HEIGHTS NY 11370-0000,,ETERNAL FLAME OF HOPE MINISTRIES INC,A20,0.0,37252,NY,74 18 DITMARS BLVD,11370-0000,11370.0,A20,Arts & Culture,,
332,332,26597,5937 WOODBINE ST,RIDGEWOOD,0,12222,113601865,54949,36081.0,5937 WOODBINE ST RIDGEWOOD NY 11385-3236,,REBECCA CENTER INC,A68,39404.0,52420,NY,5937 WOODBINE ST,11385-3236,11385.0,A68,Music,40.705483,-73.903772
333,333,26603,140 METROPOLITAN AVENUE,BROOKLYN,0,87855,113603090,146063,36047.0,140 METROPOLITAN AVENUE BROOKLYN NY 11211-3921,,SENS PRODUCTION INC,A60,65429.0,183681,NY,140 METROPOLITAN AVENUE,11211-3921,11211.0,A60,Performing Arts,40.7140665,-73.9532134
334,334,26625,25 JAY ST STE 203,BROOKLYN,0,38847,113614007,63408,36047.0,25 JAY ST BROOKLYN NY 11201-1139,,SPRING THEATREWORKS INC,A65,11614.0,50461,NY,25 JAY ST,11201-1139,11201.0,A65,Theater,40.7042353,-73.9863964
335,335,26653,353 VAN BRUNT STREET,BROOKLYN,0,60718,113621398,64671,36047.0,353 VAN BRUNT STREET BROOKLYN NY 11231-1245,,KENTLER INTERNATIONAL DRAWING SPACE INC,A40,12640.0,72019,NY,353 VAN BRUNT STREET,11231-1245,11231.0,A40,Visual Arts,40.6769407,-74.0129917991484
336,336,26654,1412 BROADWAY,NEW YORK,15925,87711,113621605,134142,36061.0,1412 BROADWAY NEW YORK NY 10018-9228,,CIVILIANS INC,A60,40063.0,143108,NY,1412 BROADWAY,10018-9228,10018.0,A60,Performing Arts,40.7537775,-73.9868232
337,337,26672,110 64 QUEENS BLVD PMB 175,FOREST HILLS,0,47763,113626638,40438,36081.0,110 64 QUEENS BLVD PMB FOREST HILLS NY 11375-0000,,STREETLIGHT PRODUCTIONS INC,A60,3710.0,51481,NY,110 64 QUEENS BLVD PMB,11375-0000,11375.0,A60,Performing Arts,,
338,338,26701,251 N 8TH ST STE 2L,BROOKLYN,0,3928,113634222,76346,36047.0,251 N 8TH ST BROOKLYN NY 11211-9307,,WILLIAMSBURG ART NEXUS INC,A51,92082.0,96010,NY,251 N 8TH ST,11211-9307,11211.0,A60,Art Museums,40.71640495,-73.9536017
339,339,26733,PO BOX 771,NEW YORK,0,25380,113640336,31696,36061.0,,,RESONANCE ENSEMBLE CORPORATION,A6C,8509.0,33646,NY,,10108-0771,10108.0,A6C,Bands & Ensembles,,
340,340,26890,128 RIVINGTON ST,NEW YORK,0,26501,113670908,27007,36061.0,128 RIVINGTON ST NEW YORK NY 10002-2366,,GALLERY ONETWENTYEIGHT INC,A51,0.0,26501,NY,128 RIVINGTON ST,10002-2366,10002.0,A50,Art Museums,40.719809,-73.9869102754912
341,341,26994,LOCAL,NEW YORK,0,96160,113689390,81806,36061.0,LOCAL NEW YORK NY 10016-3415,,INTERNATIONAL SOCIETY FOR IRANIAN CULTURE INC,A23,0.0,96160,NY,LOCAL,10016-3415,10016.0,A23,Cultural & Ethnic Awareness,40.7515081,-73.9934608
342,342,27184,126 ST FELIX ST,BROOKLYN,355969,152627,116000202,672591,36047.0,126 ST FELIX ST BROOKLYN NY 11217-1423,,BROOKLYN MUSIC SCHOOL,A6E,529960.0,705729,NY,126 ST FELIX ST,11217-1423,11217.0,A6E,Performing Arts Schools,40.6860686,-73.97737445
343,343,27220,PO BOX 100163,BROOKLYN,328949,492321,116025023,1330953,36047.0,,,COLLEGE COMMUNITY SERVICES INC,A60,580642.0,1108829,NY,,11210-0163,11210.0,A60,Performing Arts,,
344,344,27245,26 WILLOW PLACE,BROOKLYN,0,14804,116035649,101190,36047.0,26 WILLOW PLACE BROOKLYN NY 11201-4513,,HEIGHTS PLAYERS INC,A65,91724.0,110270,NY,26 WILLOW PLACE,11201-4513,11201.0,A65,Theater,40.6929816,-73.9982387
345,345,27266,72 32 66TH ST,GLENDALE,0,3850,116036981,36720,36081.0,72 32 66TH ST GLENDALE NY 11385-6932,,SWEET ADELINES INTERNATIONAL,A6B,14469.0,39679,NY,72 32 66TH ST,11385-6932,11385.0,A6B,Singing & Choral Groups,40.70038345,-73.888011214207
346,346,27427,110 06 QUEENS BLVD,FOREST HILLS,41037,22600,116263503,77375,36081.0,110 06 QUEENS BLVD FOREST HILLS NY 11375-5363,,GINGERBREAD PLAYERS & JACK INC,A65,68500.0,92131,NY,110 06 QUEENS BLVD,11375-5363,11375.0,A65,Theater,,
347,347,27470,30 WEST 25TH ST,NEW YORK,146133,830878,130432981,1541701,36061.0,30 WEST 25TH ST NEW YORK NY 10010-2705,,AMERICAN MUSIC CENTER INC,A68,266587.0,1376757,NY,30 WEST 25TH ST,10010-2705,10010.0,A68,Music,40.743320875,-73.9900593333333
348,348,27474,250 PARK AVE S,NEW YORK,600742,303740,130448930,1968117,36061.0,250 PARK AVE S NEW YORK NY 10003-1402,,ART DIRECTORS CLUB INC,A25,1490591.0,1919610,NY,250 PARK AVE S,10003-1402,10003.0,A25,Arts Education,40.7381995,-73.9880428
349,349,27477,321 E 73RD ST,NEW YORK,0,28500,130508050,51692,36061.0,321 E 73RD ST NEW YORK NY 10021-3705,,BOHEMIAN BENEVOLENT AND LITERARY SOCIETY OF THE CITY OF NEW YORK,A23,43825.0,90211,NY,321 E 73RD ST,10021-3705,10021.0,A23,Cultural & Ethnic Awareness,40.76908985,-73.956443887075
350,350,27502,70 LINCOLN CENTER PLAZA 5TH FL,NEW YORK,3201138,4844172,131275970,9466947,36061.0,70 LINCOLN CENTER PLAZA NEW YORK NY 10023-6548,,SCHOOL OF AMERICAN BALLET INC,A6E,2491831.0,10531054,NY,70 LINCOLN CENTER PLAZA,10023-6548,10023.0,A6E,Performing Arts Schools,,
351,351,27512,PO BOX 892,NEW YORK,95107,183119,131394732,278553,36061.0,,,WORKING THEATRE CO INC,A65,42030.0,235602,NY,,10002-0910,10002.0,A65,Theater,,
352,352,27513,229 W 42ND ST 501,NEW YORK,43946,187750,131404934,155972,36061.0,229 W 42ND ST NEW YORK NY 10036-7205,,NEW PROFESSIONAL THEATRE INC,A65,0.0,167969,NY,229 W 42ND ST,10036-7205,10036.0,A65,Theater,40.7567434,-73.9881858
353,353,27522,LOCAL,NEW YORK,15590,38586,131524778,176377,36061.0,LOCAL NEW YORK NY 10016-8202,,POLISH INSTITUTE OF ARTS & SCIENCES IN AMERICA INC,A23,66621.0,126951,NY,LOCAL,10016-8202,10016.0,A23,Cultural & Ethnic Awareness,40.7515081,-73.9934608
354,354,27529,72 SPRING STREET 6TH FLOOR,NEW YORK,1537949,262866,131566058,6172642,36061.0,72 SPRING STREET NEW YORK NY 10012-4019,,AMERICAN CRAFT COUNCIL,A40,5353852.0,5763589,NY,72 SPRING STREET,10012-4019,10012.0,A40,Visual Arts,40.7224632,-73.9977194
355,355,27541,445 PARK AVE 9TH FL,NEW YORK,234035,804223,131606158,1292655,36061.0,445 PARK AVE NEW YORK NY 10022-2606,,COLLEGIATE CHORALE INC,A6B,301384.0,1381027,NY,445 PARK AVE,10022-2606,10022.0,A6B,Singing & Choral Groups,40.76112555,-73.9706269337671
356,356,27589,144 EAST 39TH STREET,NEW YORK,632474,151278,131623995,1613507,36061.0,144 EAST 39TH STREET NEW YORK NY 10016-0914,,ENGLISH SPEAKING UNION OF THE UNITED STATES,A23,753547.0,1564011,NY,144 EAST 39TH STREET,10016-0914,10016.0,A23,Cultural & Ethnic Awareness,40.7490288,-73.9767949446401
357,357,27595,1 E 70 ST,NEW YORK,3581614,1140638,131624012,8777609,36061.0,1 E 70 ST NEW YORK NY 10021-4907,,FRICK COLLECTION,A51,1386175.0,12651166,NY,1 E 70 ST,10021-4907,10021.0,A51,Art Museums,42.3442379,-76.928284
358,358,27617,1000 FIFTH AVENUE,NEW YORK,103093585,114848130,131624086,336316617,36061.0,1000 FIFTH AVENUE NEW YORK NY 10028-0113,,METROPOLITAN MUSEUM OF ART,A51,52113420.0,325959454,NY,1000 FIFTH AVENUE,10028-0113,10028.0,A51,Art Museums,42.7976632,-73.9527343
359,359,27618,30 LINCOLN CENTER PLAZA,NEW YORK,123014000,93989000,131624087,211268000,36061.0,30 LINCOLN CENTER PLAZA NEW YORK NY 10023-6922,,METROPOLITAN OPERA ASSOCIATION INC,A6A,94002000.0,228428000,NY,30 LINCOLN CENTER PLAZA,10023-6922,10023.0,A6A,Opera,,
360,360,27621,1220 5TH AVE,NEW YORK,3187872,11171035,131624098,7270955,36061.0,1220 5TH AVE NEW YORK NY 10029-5221,,MUSEUM OF THE CITY OF NEW YORK,A54,673664.0,12172936,NY,1220 5TH AVE,10029-5221,10029.0,A54,History Museums,40.792415,-73.9522651
361,361,27622,22 E 60TH ST,NEW YORK,2936649,8999027,131624099,7010642,36061.0,22 E 60TH ST NEW YORK NY 10022-1011,,FRENCH INSTITUTE-ALLIANCE FRANCAISE,A23,4047770.0,12090996,NY,22 E 60TH ST,10022-1011,10022.0,A23,Cultural & Ethnic Awareness,40.76382535,-73.9705606561746
362,362,27623,11 WEST 53RD STREET,NEW YORK,46480000,240568000,131624100,180066000,36061.0,11 WEST 53RD STREET NEW YORK NY 10019-5401,,MUSEUM OF MODERN ART,A51,21468000.0,334819000,NY,11 WEST 53RD STREET,10019-5401,10019.0,A51,Art Museums,40.7616124,-73.9774991821081
363,363,27689,1083 FIFTH AVENUE,NEW YORK,1075172,1710094,131628183,4679086,36061.0,1083 FIFTH AVENUE NEW YORK NY 10128-0114,,NATIONAL ACADEMY OF DESIGN,A25,1727424.0,4378658,NY,1083 FIFTH AVENUE,10128-0114,10128.0,A25,Arts Education,42.7976632,-73.9527343
364,364,27697,PO BOX 1537,NEW YORK,0,4541,131632509,265360,36061.0,,,BIBLIOGRAPHICAL SOCIETY OF AMERICA,A03,92977.0,187640,NY,,10021-0043,10021.0,A03,Professional Societies & Associations,,
365,365,27708,340 EAST 54 STREET,NEW YORK,807588,220312,131635274,1231416,36061.0,340 EAST 54 STREET NEW YORK NY 10022-5017,,NEIGHBORHOOD PLAYHOUSE INC,A6E,1133184.0,1503481,NY,340 EAST 54 STREET,10022-5017,10022.0,A6E,Performing Arts Schools,,
366,366,27709,132 W 60 ST,NEW YORK,2678690,3274591,131635277,5372498,36061.0,132 W 60 ST NEW YORK NY 10023-7402,,PROFESSIONAL CHILDRENS SCHOOL INC,A6E,4290280.0,7919924,NY,132 W 60 ST,10023-7402,10023.0,A6E,Performing Arts Schools,,
367,367,27747,120 CLAREMONT AVE,NEW YORK,13497585,3245711,131656667,26952626,36061.0,120 CLAREMONT AVE NEW YORK NY 10027-4689,,MANHATTAN SCHOOL OF MUSIC,A25,18849692.0,28623718,NY,120 CLAREMONT AVE,10027-4689,10027.0,A25,Arts Education,40.8124973,-73.9617409
368,368,27761,3 E 33RD ST STE 101,NEW YORK,55708,78571,131659632,111930,36061.0,3 E 33RD ST NEW YORK NY 10016-5002,,REHABILITATION THROUGH PHOTOGRAPHY INC,A40,0.0,84075,NY,3 E 33RD ST,10016-5002,10016.0,A40,Visual Arts,40.7476265,-73.9844461
369,369,27773,10 LINCOLN CENTER PLAZA,NEW YORK NY,28156220,23056226,131664054,51164519,36061.0,10 LINCOLN CENTER PLAZA NEW YORK NY NY 10023-6912,,PHILHARMONIC-SYMPHONY SOCIETY OF NEW YORK INC,A69,19745299.0,59165400,NY,10 LINCOLN CENTER PLAZA,10023-6912,10023.0,A69,Symphony Orchestras,,
370,370,27777,11 17 43RD AVE,LONG ISLAND CITY,211075,323869,131669204,739445,36081.0,11 17 43RD AVE LONG ISLAND CITY NY 11101-6814,,SCULPTURE CENTER INC,A40,63476.0,731987,NY,11 17 43RD AVE,11101-6814,11101.0,A40,Visual Arts,,
371,371,27785,25 E 21ST ST,NEW YORK,31031,24392,131672947,79858,36061.0,25 E 21ST ST NEW YORK NY 10010-6207,,RELIEF COMMITTEE OF THE GENERAL JEWISH WORKERS UNION OF POLAND INC,A23,2597.0,27262,NY,25 E 21ST ST,10010-6207,10010.0,A23,Cultural & Ethnic Awareness,40.7397212,-73.9887578851792
372,372,27790,333 EAST 47TH STREET,NEW YORK,4021837,4010885,131675082,11954992,36061.0,333 EAST 47TH STREET NEW YORK NY 10017-2301,,JAPAN SOCIETY INC,A23,1790435.0,8415932,NY,333 EAST 47TH STREET,10017-2301,10017.0,A23,Cultural & Ethnic Awareness,40.75255685,-73.968246061345
373,373,27796,25 E 21ST ST,NEW YORK,43784,81584,131677406,132532,36061.0,25 E 21ST ST NEW YORK NY 10010-6207,,CONGRESS FOR JEWISH CULTURE INC,A23,14192.0,98637,NY,25 E 21ST ST,10010-6207,10010.0,A23,Cultural & Ethnic Awareness,40.7397212,-73.9887578851792
374,374,27959,25 E 21ST ST,NEW YORK,0,12500,131770269,38780,36061.0,25 E 21ST ST NEW YORK NY 10010-6207,,CENTRAL YIDDISH CULTURE ORG,A23,18748.0,31248,NY,25 E 21ST ST,10010-6207,10010.0,A23,Cultural & Ethnic Awareness,40.7397212,-73.9887578851792
375,375,27964,244 EAST 52ND STREET,NEW YORK,811049,164671,131775772,1203000,36061.0,244 EAST 52ND STREET NEW YORK NY 10022-6201,,TURTLE BAY MUSIC SCHOOL INC,A6E,836238.0,1103321,NY,244 EAST 52ND STREET,10022-6201,10022.0,A6E,Performing Arts Schools,40.7561629,-73.96830325
376,376,27979,945 MADISON AVENUE,NEW YORK,9747423,22586790,131789318,27957883,36061.0,945 MADISON AVENUE NEW YORK NY 10021-2701,,WHITNEY MUSEUM OF AMERICAN ART,A51,3425580.0,32677483,NY,945 MADISON AVENUE,10021-2701,10021.0,A51,Art Museums,40.773479,-73.9640108
377,377,27998,70 LINCOLN CTR PLAZA,NEW YORK,4526162,3214083,131813808,1849941,36061.0,70 LINCOLN CTR PLAZA NEW YORK NY 10023-6548,,CITY CENTER OF MUSIC & DRAMA INC,A61,702685.0,3955142,NY,70 LINCOLN CTR PLAZA,10023-6548,10023.0,A61,Performing Arts Centers,,
378,378,28008,2 E 79TH ST,NEW YORK,18000,88807,131832391,566916,36061.0,2 E 79TH ST NEW YORK NY 10021-0106,,UKRAINIAN INSTITUTE OF AMERICA INC,A23,383943.0,510911,NY,2 E 79TH ST,10021-0106,10021.0,A23,Cultural & Ethnic Awareness,40.7767036,-73.9635178272059
379,379,28012,344 EAST 59TH ST 2ND FL,NEW YORK,427946,207156,131834089,990524,36061.0,344 EAST 59TH ST NEW YORK NY 10022-1513,,MARTHA GRAHAM SCHOOL OF CONTEMPORARY DANCE INC,A62,509401.0,729601,NY,344 EAST 59TH ST,10022-1513,10022.0,A62,Dance,40.7596413,-73.9626198787263
380,380,28024,24 E 95TH ST,NEW YORK,1808789,351640,131843420,3029672,36061.0,24 E 95TH ST NEW YORK NY 10128-0702,,DILLER-QUAILE SCHOOL OF MUSIC INC,A6E,2771044.0,3400380,NY,24 E 95TH ST,10128-0702,10128.0,A6E,Performing Arts Schools,40.7865577,-73.9551931079596
381,381,28025,215 WEST 57TH STREET,NEW YORK,1191417,408870,131844837,4626291,36061.0,215 WEST 57TH STREET NEW YORK NY 10019-2104,,ART STUDENTS LEAGUE OF NEW YORK,A25,2665628.0,4082600,NY,215 WEST 57TH STREET,10019-2104,10019.0,A25,Arts Education,40.76623545,-73.9805961184252
382,382,28027,425 LAFAYETTE STREET,NEW YORK,6234651,10532990,131844852,13587724,36061.0,425 LAFAYETTE STREET NEW YORK NY 10003-7021,,NEW YORK SHAKESPEARE FESTIVAL,A65,4438632.0,15918171,NY,425 LAFAYETTE STREET,10003-7021,10003.0,A65,Theater,40.72892905,-73.991804660937
383,383,28033,70 LINCOLN CENTER PLAZA,NEW YORK,33009815,50684284,131847137,98726151,36061.0,70 LINCOLN CENTER PLAZA NEW YORK NY 10023-6548,,LINCOLN CENTER FOR THE PERFORMING ARTS INC,A61,11820663.0,104771164,NY,70 LINCOLN CENTER PLAZA,10023-6548,10023.0,A61,Performing Arts Centers,,
384,384,28040,307 7TH AVE RM 1401,NEW YORK,86210,136399,131853763,211713,36061.0,307 7TH AVE NEW YORK NY 10001-6046,,ELDER CRAFTSMEN INC,A40,8299.0,149598,NY,307 7TH AVE,10001-6046,10001.0,A40,Visual Arts,40.7502241,-73.9911843
