,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTEE,NTMAJ12,NTMAJ5,msa,PMSA,FIPS,RandNum,NTEESRC,nteeConf,Auspice,MailName,MailStreet,MailCity,CBSA,DIVCODE,MSA_NECH,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
25017,133714232,200112,2001,58777,0,0,0,0,0,0,9277,30976,30976,89753,75289,-22480,0,0,51116,61573,88060,84053,0,0,0,0,0,0,0,0,0,0,0,0,0,14013,4736,2950,,89753,3,9,0,0,0,0,0,0,0,0,0,0,4736,9277,89753,14464,0,0,56,0,0,0,0,0,-36944,175163,0,48204,0,0,0,223367,175163,0,0,0,149.0,N,3.0,1.0,200233.0,29490202124282.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2001.0,10009-8915,10009.0,133714232200112.0,1337142322001.0,12,149.0,119.0,0.0,PO BOX 2093,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,A GATHERING OF THE TRIBES INC,1.0,199305.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A23,IN,,AR,A,PC,O,AR,A,,,A23Z,AR,AR,5602.0,5600.0,36061.0,0.902652,1,N,Z,A Gathering of the Tribes Inc.,PO Box 20693,New York,35620.0,35644.0,5602.0,A20,NY,10009.0,NEW YORK,A20,,10414.0,3a,2001.0,17323.0,3a,2001.0,-22480.0,3a,2001.0,57295.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,31041.0,3a,2001.0,46014.0,3a,2001.0,PC,O,AR,A,IN,,2593.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,1685.0,3a,2001.0,A20,A
25019,133714644,199912,1999,50,5728,0,0,593,0,5999,2774,19516,13517,25294,6184,30847,0,0,23509,30873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5777,0,4373,0,,13518,3,7,0,0,0,0,0,593,0,0,0,0,10150,8773,13518,7334,0,0,0,0,0,0,0,0,23509,67783,21460,0,1811,0,0,88054,88054,0,0,0,995.0,N,3.0,1.0,200111.0,29409260042080.0,1.0,1999,3.0,N,1.0,N,1.0,0.0,1999.0,10012-1019,10012.0,133714644199912.0,1337146441999.0,12,995.0,119.0,0.0,70 WASHINGTON SQ S FL 10,3.0,0.0,NEW YORK,2.0,% DONALD KLEINSCHMIDT,1.0,13.0,15.0,10.0,0.0,NEW YORK LABOR HISTORY ASSOCIATION INCORPORATED,1.0,199307.0,,NY,CORE00PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A80,AR,AR,5602.0,5600.0,36061.0,0.408258,1,N,Z,New York Labor History Association Inc.,351 W. 24th St. Ste. 21f,New York,35620.0,35644.0,5602.0,A99,NY,10012.0,NEW YORK,A80,,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3c,1998.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,A80,A
25022,133715710,200112,2001,67682,0,0,0,0,0,0,0,88028,88028,155710,64779,-37923,0,0,7147,5677,34727,43600,-37923,0,0,0,0,0,0,0,0,0,0,0,101274,0,-13246,0,,54436,3,2,0,0,0,0,0,0,0,0,0,0,88028,0,54436,-10343,0,32369,0,0,0,0,0,27580,-27580,0,0,0,0,0,0,0,0,0,0,0,30.0,N,1.0,1.0,200235.0,29490229001072.0,1.0,2001,4.0,Y,1.0,N,1.0,0.0,2001.0,10022-2511,10022.0,133715710200112.0,1337157102001.0,12,30.0,149.0,0.0,575 MADISON AVE 1006,3.0,0.0,NEW YORK,2.0,,1.0,13.0,11.0,10.0,0.0,DANIEL FERRO VOCAL PROGRAM INC,1.0,199407.0,,NY,RTF01PC,1.0,1.0,2.0,1.0,A,A6B,IN,,AR,A,PC,O,AR,A,,,A6BZ,AR,AR,5602.0,5600.0,36061.0,0.0504659,1,N,Z,Daniel Ferro Vocal Program Inc.,575 Madison Ave. 1006,New York,35620.0,35644.0,5602.0,A6B,NY,10022.0,NEW YORK,A6B,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,67682.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,5677.0,3a,2001.0,A6B,A
25026,133716314,200106,2000,115516,0,0,0,20743,0,0,0,955165,955165,1070681,965504,298308,212150,0,451004,576660,257873,278352,0,0,0,0,0,0,0,0,0,0,0,0,0,934422,0,0,,1070681,3,2,0,12890,7853,0,0,0,0,0,0,0,0,0,1070681,105177,0,417618,58727,0,0,0,0,0,193131,0,0,0,0,0,0,0,0,0,0,0,30.0,N,5.0,1.0,200213.0,29490075008142.0,1.0,2001,6.0,Y,1.0,N,1.0,0.0,2000.0,10019-6708,10019.0,133716314200106.0,1337163142001.0,6,30.0,0.0,0.0,1633 BROADWAY,3.0,0.0,NEW YORK,1.0,,1.0,11.0,11.0,10.0,0.0,CIRCLE IN THE SQUARE THEATRE SCHOOL INC,1.0,199310.0,,NY,RTF01PC,3.0,4.0,4.0,3.0,A,A02,IN,,AR,A,PC,O,AR,A,6,,A65B,AR,AR,5602.0,5600.0,36061.0,0.227144,1,N,Z,Circle in the Square Theatre School Inc.,1633 Broadway,New York,35620.0,35644.0,5602.0,A6E,NY,10019.0,NEW YORK,A6E,,0.0,3a,2001.0,0.0,3a,2001.0,298308.0,3a,2001.0,14201.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,115516.0,3a,2001.0,20000.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,9801.0,3a,2001.0,100010.0,3a,2001.0,401342.0,3a,2001.0,A6E,A
25038,133717854,200206,2001,27825,0,0,0,0,0,0,0,11384,11384,39209,36478,3314,0,0,583,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11384,0,0,,39209,3,7,0,0,0,0,0,0,0,0,0,0,0,0,39209,2731,0,0,0,0,0,0,0,0,583,144959,0,9759,0,0,0,154718,144959,0,0,0,994.0,N,1.0,1.0,200252.0,29409341043082.0,1.0,2002,3.0,Y,1.0,N,1.0,0.0,2001.0,10025-1910,10025.0,133717854200206.0,1337178542002.0,6,994.0,90.0,0.0,500 W 111TH ST STE 3E,3.0,200106.0,NEW YORK,1.0,% JASON ECKARDT,1.0,13.0,15.0,10.0,0.0,ENSEMBLE 21 MUSIC FOR THE 21ST CENTURY,1.0,199708.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A65,IN,,AR,A,PC,O,AR,A,,,A67Z,AR,AR,5602.0,5600.0,36061.0,0.10213,1,N,Z,Ensemble 21 Music for the 21st Century,500 W. 111th St. Apt 3e,New York,35620.0,35644.0,5602.0,A68,NY,10025.0,NEW YORK,A68,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,A68,A
25039,133718505,200106,2000,294396,0,0,0,0,1239,0,0,34881,34881,329277,338472,8532,22500,0,22178,13374,4451,4842,0,0,0,0,0,0,0,0,0,0,0,0,0,34881,0,0,,329277,3,7,0,0,0,0,0,0,0,0,0,0,0,0,329277,-9195,0,0,1866,0,0,0,0,0,17727,184808,0,30315,0,0,0,215123,184808,0,0,0,0.0,N,2.0,1.0,200227.0,29490152299122.0,1.0,2001,4.0,Y,1.0,N,1.0,0.0,2000.0,10011-5437,10011.0,133718505200106.0,1337185052001.0,6,0.0,0.0,0.0,154 W 18TH ST STE 3B,3.0,0.0,NEW YORK,2.0,% MAHEN BONETTI,1.0,75.0,15.0,10.0,0.0,AFRICAN FILM FESTIVAL,1.0,200007.0,,NY,RTF01PC,1.0,2.0,2.0,2.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A31,AR,AR,5602.0,5600.0,36061.0,0.289937,1,N,Z,African Film Festival,154 W. 18th St. Ste. 3b,New York,35620.0,35644.0,5602.0,A31,NY,10011.0,NEW YORK,A31,,14205.0,3a,2001.0,0.0,3a,2001.0,1405.0,3a,2001.0,2514.0,3a,2001.0,,,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,280191.0,3a,2001.0,2910.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,4827.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,A31,A
25059,133723545,200112,2001,42965,0,0,0,0,0,82,3822,7598,7516,50563,47412,-23539,0,0,-26608,1001,0,-24540,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,0,0,,50481,3,7,0,0,0,0,0,0,0,0,0,0,0,3904,50481,3069,0,0,0,0,0,0,0,0,-26608,79527,0,3798,0,0,0,93700,89902,0,0,0,90.0,N,1.0,1.0,200226.0,29409145001062.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2001.0,10036-8102,10036.0,133723545200112.0,1337235452001.0,12,90.0,0.0,0.0,36 W 44TH ST STE 207,3.0,0.0,NYC,1.0,% LEIGH A WITCHEL,1.0,13.0,15.0,20.0,0.0,DANCE AS EVER INC,1.0,199404.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A62,IN,,AR,A,PC,O,AR,A,,,A62Z,AR,AR,5602.0,5600.0,36061.0,0.594824,1,N,Z,Dance As Ever Inc.,36 W. 44th St. Ste. 207,NYC,35620.0,35644.0,5602.0,A62,NY,10036.0,NYC,A62,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,,,,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,A62,A
25061,133723672,200112,2001,38405,3450,0,0,0,0,0,0,27600,27600,69455,65461,15109,0,0,16361,20287,5246,5178,0,0,0,0,0,0,0,0,0,0,0,0,0,27600,0,0,,69455,3,9,0,0,0,0,0,0,0,0,0,0,0,0,69455,3994,0,0,0,0,0,0,0,0,11115,117394,0,0,0,0,0,117394,117394,0,0,0,88.0,N,2.0,1.0,200235.0,29409222133052.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2001.0,10019-6802,10019.0,133723672200112.0,1337236722001.0,12,88.0,0.0,0.0,142 W 49TH ST,3.0,0.0,NEW YORK,1.0,% JERRY WARTSKI,1.0,11.0,15.0,10.0,0.0,KOREAN TRADITIONAL PERFORMING ARTS ASSOCIATION INC,1.0,199311.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A20,IN,,AR,A,PC,O,AR,A,,,A24Z,AR,AR,5602.0,5600.0,36061.0,0.20982199999999998,1,N,Z,Korean Traditional Performing Arts Association Inc.,142 W. 49th St.,New York,35620.0,35644.0,5602.0,A24,NY,10019.0,NEW YORK,A24,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,A24,A
25076,133727987,200112,2001,156161,0,0,0,2240,0,0,0,6320,6320,162481,135464,56953,0,0,49936,76953,20000,20000,55953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4080,,162481,3,7,0,2240,0,0,0,0,0,0,0,0,0,0,162481,27017,0,15000,1207,0,0,0,0,28936,29936,113839,0,0,5446,0,0,119285,119285,0,0,0,122.0,N,3.0,1.0,200218.0,29490096120212.0,1.0,2001,4.0,Y,1.0,N,1.0,0.0,2001.0,10010-5406,10010.0,133727987200112.0,1337279872001.0,12,122.0,120.0,0.0,61 GRAMERCY PK,3.0,0.0,NEW YORK,1.0,,1.0,11.0,15.0,20.0,0.0,DESIGNS FOR LEARNING INC,1.0,199308.0,,NY,RTF01PC,1.0,2.0,2.0,2.0,A,A40,IN,,AR,A,PC,O,AR,A,,,A44Z,AR,AR,5602.0,5600.0,36061.0,0.19079400000000002,1,N,Z,Designs for Learning Inc.,61 Gramercy Pk,New York,35620.0,35644.0,5602.0,A40,NY,10010.0,NEW YORK,A40,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,156161.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,76953.0,3a,2001.0,A40,A
25088,133730731,200012,2000,106006,0,0,0,4874,16039,0,0,440985,440985,546991,536782,145217,0,0,251989,234968,108444,89751,0,0,0,0,0,0,0,0,0,0,0,0,8537,426050,1524,0,,538454,3,9,0,4874,0,0,0,0,0,0,0,0,10061,0,538454,1672,0,199278,26292,0,0,0,0,0,143545,178063,119377,1025051,2751,0,0,1342846,317795,0,0,0,90.0,N,4.0,1.0,200150.0,29490328075151.0,1.0,2000,5.0,Y,1.0,N,1.0,0.0,2000.0,10011-3335,10011.0,133730731200012.0,1337307312000.0,12,90.0,0.0,0.0,312 W 20TH ST,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,SARATOGA INTERNATIONAL THEATER INSTITUTE INC,1.0,199309.0,,NY,CORE00PC,2.0,3.0,3.0,3.0,A,A65,IN,,AR,A,PC,O,AR,A,,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.874393,1,N,Z,Saratoga International Theater Institute Inc.,49 Bleecker St.,New York,35620.0,35644.0,5602.0,A65,NY,10011.0,NEW YORK,A65,,38261.0,3b,2001.0,0.0,3b,2001.0,107113.0,3b,2001.0,0.0,3b,2001.0,38019.0,3b,2001.0,0.0,3b,2001.0,4889.0,3b,2001.0,0.0,3b,2001.0,67745.0,3b,2001.0,0.0,3b,2001.0,PC,O,AR,A,IN,,0.0,3b,2001.0,2768.0,3b,2001.0,0.0,3b,2001.0,185336.0,3b,2001.0,A65,A
25090,133731866,200106,2000,68370,0,0,0,0,0,0,0,0,0,68370,84224,604,0,0,16458,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,68370,3,7,0,0,0,0,0,0,0,0,0,0,0,0,68370,-15854,0,0,0,0,0,0,0,0,16458,175595,0,17223,0,0,0,192818,175595,0,0,0,90.0,N,1.0,1.0,200225.0,29409145041052.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2000.0,10011-1343,10011.0,133731866200106.0,1337318662001.0,6,90.0,0.0,0.0,440 W 24TH ST 2E,3.0,0.0,NEW YORK,1.0,,1.0,11.0,15.0,10.0,0.0,COMPANY APPELS INC,1.0,199402.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A99Z,AR,AR,5602.0,5600.0,36061.0,0.77613,1,N,Z,Company Appels Inc.,420 W. 24th St. Apt 9e,New York,35620.0,35644.0,5602.0,A99,NY,10011.0,NEW YORK,T30,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,A99,A
25095,133733064,199912,1999,0,53291,0,0,7175,0,0,0,7175,7175,60466,52655,209422,0,0,201611,209422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60466,3,9,0,0,0,0,0,7175,0,0,0,0,0,0,60466,7811,0,0,0,0,0,0,0,0,201611,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1999,,,,,,,,10002-6909,10002.0,,,12,998.0,0.0,0.0,37 HENRY ST,3.0,200206.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,BURMA CHINESE ASSOCIATION OF NEW YORK INC,1.0,199901.0,,NY,CORE00PC,2.0,1.0,1.0,1.0,A,A20,IN,,AR,A,PC,O,AR,A,,,,AR,AR,5602.0,5600.0,36061.0,0.397658,1,N,Z,Burma Chinese Association of New York Inc.,123 Bowery 4. B,New York,35620.0,35644.0,5602.0,P84,NY,10002.0,NEW YORK,P84,,,,,,,,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3a,1999.0,,,,0.0,3b,2000.0,PC,O,AR,A,IN,,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,209422.0,3b,2000.0,P84,P
25103,133735185,200108,2000,100,0,7340,9704,50780,0,0,0,1236590,1226886,1236690,1331707,2417939,46827,0,2809014,2807623,274231,389684,0,0,0,0,0,0,0,0,0,0,0,0,0,1172286,0,6184,,1226986,3,9,0,50780,0,0,0,0,-2364,0,0,0,0,0,1226986,-104721,-12123,0,0,0,0,0,0,0,2534783,3756,0,4782394,185714,0,0,4989990,207596,0,0,0,995.0,N,6.0,1.0,200235.0,29490222269212.0,1.0,2001,6.0,Y,1.0,N,1.0,0.0,2000.0,10014-2126,10014.0,133735185200108.0,1337351852001.0,8,995.0,149.0,0.0,120 BANK STREET,3.0,199708.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,HERBERT BERGHOF STUDIO INC,1.0,199312.0,,NY,RTF01PC,4.0,4.0,4.0,4.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A99Z,AR,AR,5602.0,5600.0,36061.0,0.427021,1,N,Z,Herbert Berghof Studio Inc.,120 Bank Street,New York,35620.0,35644.0,5602.0,A6E,NY,10014.0,NEW YORK,A6E,,0.0,3a,2001.0,0.0,3a,2001.0,2413939.0,3a,2001.0,1290211.0,3a,2001.0,4000.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,80000.0,3a,2001.0,100.0,3a,2001.0,1316907.0,3a,2001.0,PC,O,AR,A,IN,,364403.0,3a,2001.0,83401.0,3a,2001.0,0.0,3a,2001.0,10000.0,3a,2001.0,A6E,A
25105,133735337,200008,1999,9304,0,0,0,444,3660,0,0,301012,301012,310316,248853,364801,0,0,308338,393741,5000,28940,0,0,0,0,0,0,0,0,0,0,0,0,0,36208,0,0,,310316,3,7,0,444,0,264360,264360,0,0,0,0,0,0,0,310316,61463,0,34897,9292,0,0,0,0,0,303338,6642,0,960658,1269,0,0,971501,10843,0,0,0,119.0,N,4.0,1.0,200138.0,29490244123291.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,1999.0,10002-3305,10002.0,133735337200008.0,1337353372000.0,8,119.0,0.0,0.0,107 SUFFOLK STREET,3.0,0.0,NEW YORK,2.0,% ED VEGA,1.0,52.0,16.0,10.0,0.0,CLEMENTE SOTO VELEZ CULTURAL & EDUCATION CENTER,1.0,199808.0,,NY,CORE00PC,2.0,2.0,2.0,2.0,A,A60,IN,,AR,A,PC,O,AR,A,,,A60Z,AR,AR,5602.0,5600.0,36061.0,0.0414645,1,N,Z,Clemente Soto Velez Cultural and Education Center,107 Suffolk St. 310,New York,35620.0,35644.0,5602.0,A60,NY,10002.0,NEW YORK,A60,,0.0,3a,2000.0,0.0,3a,2000.0,364801.0,3a,2000.0,151216.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,46813.0,3a,2000.0,0.0,3a,2000.0,9304.0,3a,2000.0,149318.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,21784.0,3a,2000.0,A60,A
25107,133735969,200106,2000,80648,0,9330,10020,123,50000,0,0,2498197,2488177,2578845,2503382,330530,359286,0,1237234,1153253,973645,822723,0,0,0,0,0,0,0,0,0,0,0,0,0,2246102,6830,9500,,2568825,3,9,0,123,0,226312,226312,0,-690,0,0,0,6830,0,2568825,65443,1498,685024,119856,0,0,175785,148338,0,263589,443515,0,6081166,529522,0,0,7091743,1010577,0,0,0,90.0,N,6.0,1.0,200216.0,29490075347182.0,1.0,2001,6.0,Y,1.0,N,1.0,0.0,2000.0,10011-4607,10011.0,133735969200106.0,1337359692001.0,6,90.0,0.0,0.0,18 W 18TH ST STE 6TH FL,3.0,0.0,NEW YORK,1.0,% FRANK VENTURA,1.0,13.0,16.0,10.0,0.0,COLLABORATIVE-ARTS PROJECT 21 INC C/O FRANK VENTURA,1.0,199401.0,,NY,RTF01PC,4.0,4.0,4.0,4.0,A,A20,IN,,AR,A,PC,O,AR,A,,,A20Z,AR,AR,5602.0,5600.0,36061.0,0.944635,1,N,Z,Collaborative-Arts Project 21 Inc. c/o Frank Ventura,18 W. 18th St. Ste. 6th Fl,New York,35620.0,35644.0,5602.0,P84,NY,10011.0,NEW YORK,P84,,0.0,3a,2001.0,0.0,3a,2001.0,328430.0,3a,2001.0,835938.0,3a,2001.0,0.0,3a,2001.0,2000.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,80648.0,3a,2001.0,893825.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,169508.0,3a,2001.0,0.0,3a,2001.0,122906.0,3a,2001.0,P84,P
25110,133736312,200012,2000,60000,0,0,0,0,0,0,0,0,0,60000,59995,997,0,0,992,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60000,3,9,0,0,0,0,0,0,0,0,0,0,0,0,60000,5,0,0,0,0,0,0,0,0,992,0,0,70036,0,0,0,70036,0,0,0,0,88.0,N,1.0,1.0,200124.0,29409097110051.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,2000.0,10028-0512,10028.0,133736312200012.0,1337363122000.0,12,88.0,0.0,0.0,12 E 86TH ST STE 723,3.0,0.0,NEW YORK,2.0,% MARJORIE BALLENTINE,1.0,11.0,16.0,20.0,0.0,BRAVE NEW THEATRE COMPANY INC,1.0,199312.0,,NY,CORE00PC,1.0,1.0,1.0,1.0,A,A65,IN,,AR,A,PC,O,AR,A,,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.22911700000000002,1,N,Z,Brave New Theatre Company Inc.,12 E. 86th St. Ste. 723,New York,35620.0,35644.0,5602.0,A25,NY,10028.0,NEW YORK,A25,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,997.0,3a,2000.0,A25,A
25116,133737867,200112,2001,172951,0,0,0,0,21438,0,0,185067,185067,358018,414444,-181876,4950,0,-960,-3567,120686,178309,0,0,0,0,0,0,0,0,0,0,0,0,0,185067,0,0,,358018,3,7,0,0,0,0,0,0,0,0,0,0,0,0,358018,-56426,-3804,38304,0,0,0,0,18000,0,-121646,405709,0,1274344,78,0,0,1680131,405787,0,0,0,994.0,N,0.0,1.0,200237.0,29490236191242.0,1.0,2001,4.0,Y,1.0,N,1.0,0.0,2001.0,10011-1605,10011.0,133737867200112.0,1337378672001.0,12,994.0,91.0,0.0,201 8TH AVE 1,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,DOWNTOWN ARTS PROJECTS INC,1.0,199507.0,,NY,RTF01PC,0.0,2.0,2.0,2.0,A,A51,IN,,AR,A,PC,O,AR,A,,,A51Z,AR,AR,5602.0,5600.0,36061.0,0.749598,1,N,Z,Downtown Arts Projects Inc.,114 Fulton St. Rm 4e,New York,35620.0,35644.0,5602.0,A20,NY,10011.0,NEW YORK,A20,,0.0,3a,2001.0,0.0,3a,2001.0,-181876.0,3a,2001.0,-1350.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,172951.0,3a,2001.0,-329.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,-2205.0,3a,2001.0,A20,A
