,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,DLN,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,censusTract,block,epostcard,SOURCE,KeyID,VERIFY
35477,133021168,COMITE DEL DESFILE DE LA HISPANIDAD INC,,174-176 5TH AVE STE 604,NEW YORK,NY,10010-0000,10010.0,,,4,0.0,198005.0,1.0,2.0,64.0,90.0,92.0,3.0,3000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,4.0,11000,0,0,,,,,,,,,,,,,0,,0,,0,0.0,82445.0,,,0.0,,,82445,29183,53262,0,0,0,0,64262,64262,93445,,,,,57336,6926,0.0,10808.0,35758,,,,,,0.0,0,,,10808.0,35758,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,2,core2012co,201202.0,2012.0,93.0,19921.0,0.0,0.0,0.0,0.0,0.0,70863.0,0.0,0.0,0.0,90784.0,80552.0,10232.0,,,,,92,133021168_201312_990EO,IN,,133021168201312,1330211682013,29492256147084.0,A84,A,36061.0,5602.0,5600.0,A84,A,O,O,AR,A,A,1,AR,AR,AR,0.11565,C,712120.0,,,,,0,rtf13_990EZ_VER,97437,0
35790,135313975,PERUVIAN-AMERICAN ASSOCIATION INC,,641 LEXINGTON AVE STE 1430,NEW YORK,NY,10022-4503,10022.0,,,6,0.0,194107.0,1.0,12.0,200.0,911.0,279.0,3.0,1000.0,2.0,1.0,2.0,0.0,201312,2013,2013,2013,6.0,0,16112,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,16112,16112,16112,,,,,14518,1594,0.0,3344.0,4938,,,,,,0.0,0,,,3344.0,4938,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,10000.0,11218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21218.0,18060.0,3158.0,,,,,92,135313975_201312_990EO,IN,,135313975201312,1353139752013,29492263022044.0,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.34676999999999997,C,710000.0,,,,,0,rtf13_990EZ_VER,99120,0
36711,510192888,NEW YORK OBSTETRICAL SOCIETY INC,,1300 MORRIS PARK AVE STE B502,BRONX,NY,10461-1900,10461.0,,,6,0.0,198407.0,1.0,4.0,205.0,199.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201404,2014,2013,2013,3.0,0,89199,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,89199,89199,89199,,,,,116040,-26841,0.0,0.0,6053,,,,,,0.0,0,,,0.0,6053,N,0,0,,,9,0,0,0,0,0,376036,0,0,0,0,376036,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,92,510192888_201404_990EZ,IN,,510192888201404,5101928882014,29492277007204.0,A69,A,36005.0,5602.0,5600.0,A69,A,O,O,AR,A,A,1,AR,AR,AR,0.9445,A,711130.0,,,,,0,rtf13_990EZ_VER,103347,0
36728,320275994,SOCIAL MEDIA ADVERTISING CONSORTIUM INC,,105 E 34TH ST NO 174,NEW YORK,NY,10016-4601,10016.0,CHRISTINE BAPTISTE,S41,6,0.0,200904.0,1.0,12.0,0.0,0.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,0,36000,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,88110,124110,124110,124110,,,,,132033,-7923,0.0,21908.0,13985,,,,,,0.0,0,,,21908.0,13985,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,0.0,65454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80500.0,145954.0,142035.0,3919.0,,,,,92,320275994_201312_990EO,IN,,320275994201312,3202759942013,29492277009184.0,A30,A,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.49158999999999997,B,510000.0,,,,,0,rtf13_990EZ_VER,103383,0
36846,113344197,LINKS INC,GREATER QUEENS CHAPTER,PO BOX 110295,CAMBRIA HTS,NY,11411-0295,11411.0,PATRICIA THOMAS,,4,0.0,196112.0,5.0,4.0,119.0,40.0,279.0,9.0,1300.0,2.0,1.0,2.0,1520.0,201404,2014,2013,2013,4.0,25175,17040,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,42215,42215,42215,,,,,10870,31344,0.0,16687.0,31344,,,,,,0.0,91587,,,16687.0,-60242,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201304.0,2013.0,93.0,16707.0,9160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25867.0,9180.0,16687.0,,,,,92,No Exact Image Match (APR15),IN,,113344197201404,1133441972014,29492277086114.0,A99,A,36081.0,5602.0,5600.0,A99,A,O,O,AR,A,A,1,AR,AR,AR,0.9074700000000001,C,710000.0,,,,,0,rtf13_990EZ_VER,104561,0
38137,112803536,BORGETTO CULTURAL ASSOC M S S ADDOLORATA DEL ROMITELLO INC,,4602 30TH AVE,ASTORIA,NY,11103-1264,11103.0,,,4,0.0,198707.0,1.0,7.0,119.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201307,2013,2012,2012,4.0,15660,1470,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,36346,-36346,0,0,0,0,-19216,-19216,17130,,,,,9345,-28561,0.0,149745.0,121184,,,,,,0.0,0,,,149745.0,121184,Y,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201207.0,2012.0,92.0,16182.0,1470.0,0.0,0.0,0.0,0.0,0.0,-778.0,0.0,0.0,16874.0,12390.0,4484.0,,,,,92,112803536_201307_990EO,IN,,112803536201307,1128035362013,29492298023044.0,A23,A,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.88361,B,710000.0,,,,,0,rtf13_990EZ_VER,109991,0
38795,130971750,LIEDERKRANZ OF THE CITY OF NEW YORK,,6 E 87TH ST,NEW YORK,NY,10128-0505,10128.0,,A6AZ,7,0.0,193907.0,1.0,6.0,319.0,0.0,0.0,3.0,1000.0,2.0,1.0,2.0,0.0,201306,2013,2012,2012,7.0,0,3200,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,3200,3200,3200,,,,,4216,-1016,0.0,25360.0,24344,,,,,,0.0,0,,,25360.0,24344,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201206.0,2012.0,92.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,3311.0,189.0,,,,,92,130971750_201306_990EZ,IN,,130971750201306,1309717502013,29492306183043.0,A6A,A,36061.0,5602.0,5600.0,A6A,A,O,O,AR,A,A,1,AR,AR,AR,0.014740000000000001,A,711130.0,,,,,0,rtf13_990EZ_VER,112666,0
39236,136092225,TEXTILE CONVERTERS LIQUIDATION BENEFIT FUND,,400 LAFAYETTE ST FL 4,NEW YORK,NY,10003-6900,10003.0,LOCAL 2179 UAW,,17,0.0,196312.0,2.0,6.0,267.0,0.0,0.0,3.0,1000.0,2.0,1.0,2.0,0.0,201406,2014,2013,2013,17.0,0,0,3279,,,,,,,,,,,,,94000,,95842,,-1842,-1842.0,0.0,,,0.0,,,0,0,0,0,0,0,0,1437,1437,95437,,,,,7257,-5820,0.0,295758.0,289938,,,,,,5581.0,5581,,,290177.0,284357,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201306.0,2013.0,92.0,0.0,0.0,0.0,3213.0,0.0,0.0,0.0,0.0,0.0,0.0,3213.0,8342.0,-5129.0,,,,,92,136092225_201406_990EO,IN,,136092225201406,1360922252014,29492319060024.0,A40,A,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.30380999999999997,A,710000.0,,,,,0,rtf13_990EZ_VER,115109,0
39542,116012997,ROCKETTE ALUMNAE ASSOCIATION INC RADIO CITY MUSIC HALL,,343 E 51ST ST APT 4E,NEW YORK,NY,10022-6758,10022.0,JOYCE ROLEN,,4,0.0,195902.0,1.0,6.0,263.0,602.0,319.0,3.0,2000.0,1.0,1.0,2.0,0.0,201406,2014,2013,2013,4.0,0,10592,19,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,10611,10611,10611,,,,,8006,2605,0.0,53537.0,56142,,,,,,0.0,0,,,53537.0,56142,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,rtf2014_990EZ,201306.0,2013.0,92.0,0.0,12545.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,12565.0,9794.0,2771.0,,,,,92,No Exact Image Match (APR15),IN,,116012997201406,1160129972014,29492319121184.0,A34,A,36061.0,5602.0,5600.0,A34,A,O,O,AR,A,A,1,AR,AR,AR,0.22127,A,513110.0,,,,,0,rtf13_990EZ_VER,115873,0
39651,222924636,LINKS INC,METRO MANHATTAN LINKS INC,PO BOX 231450,NEW YORK,NY,10023-0025,10023.0,INEZ RICHARDSON,,4,0.0,196112.0,1.0,4.0,119.0,40.0,279.0,9.0,3000.0,2.0,1.0,1.0,1520.0,201404,2014,2013,2013,4.0,0,130802,0,,,,,,,,,,,,,0,,0,,0,0.0,1644.0,,,0.0,,,1644,0,1644,0,0,0,3372,135818,135818,135818,,,,,120680,15138,0.0,22209.0,35665,,,,,,1682.0,0,,,20527.0,35665,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,rtf2014_990EZ,201304.0,2013.0,92.0,0.0,89043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155.0,90198.0,89183.0,1015.0,,,,,92,222924636_201404_990EO,IN,,222924636201404,2229246362014,29492319164114.0,A99,A,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,1,AR,AR,AR,0.27805,C,710000.0,,,,,0,rtf13_990EZ_VER,116288,0
41967,133568008,PRIVATE ART DEALERS ASSOCIATION INC,,PO BOX 872,NEW YORK,NY,10021-0002,10021.0,KANTROWITZ & GOLDHAMER PC,,6,0.0,199108.0,1.0,12.0,119.0,229.0,0.0,3.0,1000.0,2.0,1.0,2.0,0.0,201312,2013,2013,2013,6.0,0,37550,93,,,,,,,,,,,,,0,,0,,0,0.0,52500.0,,,0.0,,,52500,42029,10471,0,0,0,2050,50164,50164,92193,,,,,35597,14567,0.0,59441.0,74008,,,,,,0.0,0,,,59441.0,74008,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,rtf12co_excl,201212.0,2012.0,93.0,0.0,33800.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,33916.0,31800.0,2116.0,,,,,92,133568008_201312_990EO,IN,,133568008201312,1335680082013,29492354016224.0,A03,A,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,1,AR,AR,AR,0.9026,A,813920.0,,,,,0,rtf13_990EZ_VER,127152,0
43107,132990527,MUSIC PUBLISHERS ASSOCIATION OF THE UNITED STATES INC,,243 5TH AVE RM 236,NEW YORK,NY,10016-8703,10016.0,BRYNDON BAY,,6,0.0,197910.0,1.0,5.0,205.0,0.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201305,2013,2012,2012,6.0,10500,155922,553,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,707,167682,167682,167682,,,,,181628,-13946,0.0,250711.0,236765,,,,,,0.0,0,,,250711.0,236765,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201205.0,2012.0,92.0,10740.0,184160.0,0.0,717.0,0.0,0.0,0.0,0.0,0.0,0.0,195617.0,207906.0,-12289.0,,,,,92,132990527_201305_990EO,IN,,132990527201305,1329905272013,93492015001054.0,A68,A,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,1,AR,AR,AR,0.31453000000000003,A,711130.0,,,,,0,rtf13_990EZ_VER,137551,0
43396,271199435,KOREAN-AMERICAN PHARMACISTS ASSOCIATION OF NY INC,,2926 UNION ST,FLUSHING,NY,11354-2201,11354.0,MYEONG HA JO,S41,6,0.0,201202.0,1.0,10.0,0.0,0.0,0.0,3.0,2000.0,2.0,1.0,2.0,0.0,201310,2013,2012,2012,6.0,0,17880,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,22499,40379,40379,40379,,,,,44084,-3705,0.0,164760.0,161055,,,,,,0.0,0,,,164760.0,161055,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201210.0,2012.0,92.0,0.0,17550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109152.0,126702.0,52225.0,74477.0,,,,,92,271199435_201310_990EO,IN,,271199435201310,2711994352013,93492028007174.0,A23,A,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.97719,A,710000.0,,,,,0,rtf13_990EZ_VER,139115,0
44029,136356709,MOSAIC AND TERRAZZO VACATION FUND,,4534 COURT SQ,LONG IS CITY,NY,11101-4301,11101.0,,,9,0.0,197112.0,2.0,6.0,269.0,0.0,0.0,3.0,1000.0,2.0,1.0,2.0,0.0,201306,2013,2012,2012,9.0,0,5103,137,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,3503,8743,8743,8743,,,,,10712,-1969,0.0,51926.0,47457,,,,,,22563.0,20063,,,29363.0,27394,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201206.0,2012.0,92.0,0.0,4787.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,2437.0,7260.0,10733.0,-3473.0,,,,,92,136356709_201306_990EO,IN,,136356709201306,1363567092013,93492043006064.0,A40,A,36081.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.8395100000000001,A,710000.0,,,,,0,rtf13_990EZ_VER,142119,0
44417,112224061,EXHIBITION EMPLOYEES LOCAL 829 HIRING HALL FUND,,386 PARK AVENUE SOUTH,NEW YORK,NY,10016-8804,10016.0,,,5,0.0,197111.0,2.0,6.0,566.0,0.0,0.0,3.0,3000.0,2.0,1.0,1.0,0.0,201306,2013,2012,2012,5.0,0,183880,5287,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,189167,189167,189167,,,,,202454,-13287,5750.0,214444.0,165881,,,,,,1837201.0,1796175,,,-1622757.0,-1630294,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201206.0,2012.0,92.0,0.0,164554.0,0.0,3885.0,0.0,0.0,0.0,0.0,0.0,0.0,168439.0,434812.0,-266373.0,,,,,92,112224061_201306_990EO,IN,,112224061201306,1122240612013,93492049000194.0,A1140,A,36061.0,5602.0,5600.0,A114,A,O,S,ZA,A,A,1,AR,AR,AR,0.9928799999999999,B,813219.0,,,,,0,rtf13_990EZ_VER,144025,0
45735,112099939,JAMAICA ESTATES ASSOCIATION INC,,PO BOX 660086,FLUSHING,NY,11366-0086,11366.0,TREASURER,,4,0.0,199610.0,1.0,10.0,401.0,0.0,0.0,3.0,1000.0,2.0,1.0,2.0,0.0,201310,2013,2012,2012,4.0,0,11970,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,2600,14570,14570,14570,,,,,16188,-1618,2393.0,37766.0,36293,,,,,,2248.0,0,,,35518.0,36293,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201210.0,2012.0,92.0,0.0,11700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5298.0,16998.0,20908.0,-3910.0,,,,,92,112099939_201310_990EO,IN,,112099939201310,1120999392013,93492076005154.0,A23,A,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.9333899999999999,A,710000.0,,,,,0,rtf13_990EZ_VER,148823,0
46630,136170369,EXHIBITION EMPLOYEES-829 VACATION FUND,,386 PARK AVENUE SOUTH 5TH FL,NEW YORK,NY,10016-8804,10016.0,,,9,0.0,196506.0,2.0,6.0,269.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201306,2013,2012,2012,9.0,0,636,13,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,649,649,649,,,,,29161,-28512,0.0,52670.0,29969,,,,,,15449.0,21260,,,37221.0,8709,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201206.0,2012.0,92.0,0.0,109996.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,110004.0,247354.0,-137350.0,,,,,92,136170369_201306_990EO,IN,,136170369201306,1361703692013,93492097004044.0,A1140,A,36061.0,5602.0,5600.0,A114,A,O,S,ZA,A,A,1,AR,AR,AR,0.061079999999999995,B,813219.0,,,,,0,rtf13_990EZ_VER,152214,0
46881,112022650,AUTO BODY CRAFTSMENS GUILD INC,,2366 CONEY ISLAND AVENUE,BROOKLYN,NY,11223-5002,11223.0,,,6,0.0,196506.0,1.0,12.0,920.0,0.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,0,150936,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,150936,150936,150936,,,,,154037,-3101,0.0,63001.0,59530,,,,,,423.0,53,,,62578.0,59477,Y,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,0.0,142505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142505.0,142887.0,-382.0,,,,,92,112022650_201312_990EO,IN,,112022650201312,1120226502013,93492101008234.0,A40,A,36047.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.92861,A,710000.0,,,,,0,rtf13_990EZ_VER,153261,0
48437,133670200,KOREAN APPAREL MANUFACTURES ASSOC OF GREATER NEW YORK INC,,254 W 35TH ST FL 17,NEW YORK,NY,10001-2504,10001.0,,,6,0.0,199211.0,0.0,12.0,0.0,0.0,0.0,0.0,1000.0,0.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,121478,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,121478,121478,121478,,,,,125320,-3842,0.0,10248.0,6406,,,,,,450.0,450,,,9798.0,5956,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,100739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100739.0,105997.0,-5258.0,,,,,92,133670200_201312_990EO,IN,,133670200201312,1336702002013,93492126010334.0,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.16879,A,710000.0,,,,,0,rtf13_990EZ_VER,159237,0
49191,135493557,CEMETERY DEPT OF THE WORKMENS CIRCLE INC,8144N BRANCH,247 W 37TH ST FRNT 5,NEW YORK,NY,10018-5129,10018.0,JONATHAN GOLD,,8,0.0,194504.0,5.0,12.0,900.0,30.0,211.0,9.0,1000.0,1.0,1.0,1.0,804.0,201312,2013,2013,2013,8.0,29732,115951,2,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,145685,145685,145685,,,,,121046,24639,0.0,509633.0,488641,0.0,,0.0,,,219475.0,173844,0.0,,290158.0,314797,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,18328.0,81020.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1826.0,101176.0,123017.0,-21841.0,0.0,53880.0,4122.0,0.0,92,135493557_201312_990EO,IN,,135493557201312,1354935572013,93492129012154.0,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.77991,A,710000.0,,,,,0,rtf13_990EZ_VER,162168,0
50117,132932563,METROPOLITAN SOCIETY OF KARDAMYLIANS INC C O MARC LIVANOS,,7919 3RD AVE,BROOKLYN,NY,11209-3601,11209.0,,,4,0.0,197805.0,1.0,12.0,119.0,123.0,0.0,3.0,1000.0,2.0,1.0,2.0,0.0,201312,2013,2013,2013,4.0,4545,41851,194,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,46590,46590,46590,,,,,55990,-9400,210.0,76773.0,67583,,,,,,3120.0,3119,,,73653.0,64464,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,8326.0,25910.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,34452.0,56546.0,-22094.0,,,,,92,132932563_201312_990EO,IN,,132932563201312,1329325632013,93492133017254.0,A99,A,36047.0,5602.0,5600.0,A99,A,O,O,AR,A,A,1,AR,AR,AR,0.42956000000000005,C,710000.0,,,,,0,rtf13_990EZ_VER,165880,0
51671,113383944,KOREAN MEDICAL PRACITIONER ASSOC OF GREATER NEW YORK INC,,44-01 FRANCIS LEWIS BLVD,BAYSIDE,NY,11361-3028,11361.0,KEVIN LEE MD,,6,0.0,199710.0,1.0,12.0,205.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,99034,0,137,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,99171,99171,99171,,,,,125606,-26435,0.0,99755.0,73320,,,,,,0.0,0,,,99755.0,73320,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,93400.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,93595.0,89884.0,3711.0,,,,,92,113383944_201312_990EO,IN,,113383944201312,1133839442013,93492135013384.0,A23,A,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.41868999999999995,A,710000.0,,,,,0,rtf13_990EZ_VER,172266,0
52809,222608583,AMERICAN PODIATRIC MEDICAL WRITERS ASSOCIATION,,PO BOX 750129,FOREST HILLS,NY,11375-0129,11375.0,,,6,0.0,198605.0,5.0,12.0,205.0,120.0,0.0,1.0,2000.0,2.0,1.0,2.0,0.0,201312,2013,2013,2013,6.0,0,2350,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,2350,2350,2350,,,,,2368,-18,0.0,6584.0,6566,,,,,,0.0,0,,,6584.0,6566,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,0.0,2350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0,2350.0,0.0,,,,,92,222608583_201312_990EO,IN,,222608583201312,2226085832013,93492143000124.0,A70,A,36081.0,5602.0,5600.0,A70,A,O,O,AR,A,A,1,AR,AR,AR,0.36357,A,710000.0,,,,,0,rtf13_990EZ_VER,177214,0
53295,130876693,UNITED ITALIAN AMERICAN LABOR COUNCIL INC,,275 7TH AVENUE ROOM 18TH FL,NEW YORK,NY,10001-6708,10001.0,,,4,0.0,195005.0,1.0,12.0,264.0,0.0,0.0,3.0,3000.0,2.0,1.0,2.0,0.0,201312,2013,2013,2013,4.0,0,1140,0,,,,,,,,,,,,,0,,0,,0,0.0,36650.0,,,0.0,,,36650,23879,12771,0,0,0,0,13911,13911,37790,,,,,19785,-5874,0.0,73612.0,67738,,,,,,0.0,0,,,73612.0,67738,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,8720.0,0.0,0.0,9095.0,17430.0,-8335.0,,,,,92,130876693_201312_990EO,IN,,130876693201312,1308766932013,93492156001184.0,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.56055,A,710000.0,,,,,0,rtf13_990EZ_VER,179084,0
53355,136976195,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,MUTUAL BENEFIT TRUST,1501 BROADWAY,NEW YORK,NY,10036-5601,10036.0,SAMUEL FOLIO,,5,0.0,194009.0,5.0,12.0,263.0,264.0,279.0,9.0,3000.0,2.0,1.0,2.0,122.0,201312,2013,2013,2013,5.0,0,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,30491,30491,30491,30491,,,,,0,30491,0.0,275040.0,305531,,,,,,0.0,0,,,275040.0,305531,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,92,136976195_201312_990EO,IN,,136976195201312,1369761952013,93492157002224.0,A68,A,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,1,AR,AR,AR,0.35205,A,711130.0,,,,,0,rtf13_990EZ_VER,179321,0
