,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,epostcard,SOURCE,KeyID,VERIFY,DirSupEstimate,GovGtEstimate,GovGtCode,GovGtYr,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr
168010,112786225,ATLANTIC AVENUE ASSOCIATION LOCAL DEVELOPMENT,,494 ATLANTIC AVENUE,BROOKLYN,NY,11217-2979,11217.0,,,3,15.0,198610.0,1.0,12.0,60.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,278510,0,27,0.0,0.0,111960.0,0.0,111960.0,72506.0,0.0,72506.0,39454.0,0.0,39454.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,317991,317991,390497.0,31000.0,0.0,2640.0,0.0,298530,19461,0.0,421424.0,422419,0.0,0.0,385867.0,376168.0,0.0,428003.0,409537,0.0,0.0,-6579.0,12882,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,370779.0,758051.0,0.0,0.0,955.0,1129785.0,1,rtf2012_990,201012.0,2010.0,93.0,216911.0,0.0,,56.0,37633.0,0.0,0.0,0.0,0.0,0.0,254600.0,254856.0,-256.0,27758.0,0.0,2478.0,0.0,93,112786225_201112_990,IN,,112786225201112,1127862252011,A50,A,36047.0,5602.0,5600.0,A50,A,PC,O,AR,A,A,1,AR,AR,AR,0.54694,B,712110.0,-73.981525,40.685513,0,NCCS_Form990_2012_Extract_Final,267282,,1438.0,277072,c4,2003,c4,2003.0,0.0,c4,2003
168011,450573269,MAGNUM CULTURAL FOUNDATION,,PO BOX 300,NEW YORK,NY,10276-0300,10276.0,ASHER & ASSOCIATES PC,A40,3,15.0,200711.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,715992,0,3374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1750.0,721116,721116,721116.0,0.0,23987.0,2374.0,0.0,646187,74929,0.0,652015.0,760806,0.0,0.0,0.0,0.0,0.0,9529.0,43391,0.0,0.0,642486.0,717415,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,1604392.0,0.0,0.0,0.0,0.0,1604392.0,1,core2010pc,201012.0,2010.0,93.0,592107.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,1604.0,593758.0,280810.0,312948.0,0.0,0.0,0.0,0.0,93,450573269_201112_990,IN,,450573269201112,4505732692011,A1220,A,36061.0,5602.0,5600.0,A122,A,PC,S,ZB,A,A,1,AR,AR,AR,0.3277,B,813219.0,-73.993481953,40.745050935,0,NCCS_Form990_2012_Extract_Final,267283,,633292.0,80395,ag,0,ag,0.0,2305.0,ag,0
168109,273373172,AMERICAN FRIENDS OF THE ARTS IN IRELAND,,299 BROADWAY,NEW YORK,NY,10007-1901,10007.0,CORMAC OMALLEY,A20,3,15.0,201010.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201206,2012,2011,2011,3.0,20525,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,10950.0,10900.0,50.0,0.0,0.0,0.0,10950,10900,50,0,0,0,0.0,20575,20575,31475.0,0.0,0.0,0.0,0.0,7060,13515,,,10654,,0.0,,0.0,0.0,,0,,0.0,,10654,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,41475.0,10950.0,0.0,0.0,0.0,52425.0,0,,,,,,,,,,,,,,,,,,,,,,93,273373172_201206_990,IN,,273373172201206,2733731722012,A20,A,36061.0,5602.0,5600.0,A20,A,PC,O,AR,A,A,1,AR,AR,AR,0.9747600000000001,B,710000.0,-73.958894,40.77494675,0,NCCS_Form990_2012_Extract_Final,267381,,19422.0,661,ar,0,ar,0.0,442.0,ar,0
168256,205993160,ARTIST OF LIFE,,320 E 53RD STREET SUITE 100,NEW YORK,NY,10022-5298,10022.0,WILLIAM P MCCULLOUGH,A25,3,15.0,200709.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201112,2011,2011,2011,3.0,12676,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,12676,12676,12676.0,10000.0,0.0,765.0,0.0,13003,-327,0.0,683.0,356,0.0,0.0,0.0,0.0,0.0,0.0,0,683.0,356.0,683.0,356,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,109776.0,0.0,0.0,0.0,0.0,109776.0,1,rtf2012_990,201012.0,2010.0,93.0,16200.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16200.0,22000.0,-5800.0,17500.0,0.0,1339.0,0.0,93,205993160_201112_990,IN,,205993160201112,2059931602011,A25,A,36061.0,5602.0,5600.0,A25,A,PC,O,AR,A,A,1,AR,AR,AR,0.9394,B,611610.0,-73.966804247,40.756769255,0,NCCS_Form990_2012_Extract_Final,267528,,11995.0,408,ar,0,ar,0.0,273.0,ar,0
168428,133737760,JEWISH BOOK COUNCIL,,685 3RD AVE FL 4,NEW YORK,NY,10017-0000,10017.0,MARKS PANETH & SHRON LLP,A76Z,3,15.0,199404.0,1.0,12.0,92.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,552056,324616,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10846.0,887518,887518,887518.0,25000.0,158751.0,14584.0,0.0,1001492,-113974,0.0,274883.0,160909,0.0,0.0,0.0,0.0,0.0,0.0,0,274883.0,160909.0,274883.0,160909,N,0,0,0.0,0.0,9,3935844.0,0.0,0.0,32760.0,0.0,3935844.0,0.0,0.0,0.0,32760.0,4400626.0,1,core2010pc,201012.0,2010.0,93.0,698579.0,265505.0,0.0,0.0,0.0,948.0,0.0,0.0,0.0,8320.0,977403.0,894632.0,82771.0,6000.0,173237.0,6014.0,0.0,93,133737760_201112_990,IN,,133737760201112,1337377602011,A70,A,36061.0,5602.0,5600.0,A70,A,PC,O,AR,A,A,1,AR,AR,AR,0.00039,A,710000.0,-73.9755468,40.7497598,0,NCCS_Form990_2012_Extract_Final,267702,,552056.0,0,c4,2005,c4,2005.0,0.0,c4,2005
168473,510235173,MAHARASHTRA MANDAL NEW YORK INC,,109-17 72ND ROAD,FOREST HILLS,NY,11375-7825,11375.0,,,3,16.0,197908.0,1.0,12.0,90.0,319.0,29.0,3.0,1.0,1.0,1.0,20.0,0.0,201112,2011,2011,2011,3.0,9623,10967,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,20692,20692,20692.0,0.0,0.0,0.0,0.0,24327,-3635,-1.0,134349.0,130713,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,134349.0,130713,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,93828.0,0.0,0.0,0.0,0.0,93828.0,1,core2010pc,201012.0,2010.0,93.0,11901.0,15558.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,28151.0,19818.0,8333.0,0.0,0.0,0.0,0.0,93,510235173_201112_990,IN,,510235173201112,5102351732011,A60,A,36081.0,5602.0,5600.0,A60,A,PC,O,AR,A,A,1,AR,AR,AR,0.41731,C,711100.0,-73.84192,40.716931,0,NCCS_Form990_2012_Extract_Final,267748,,7135.0,2488,ar,0,ar,0.0,0.0,ar,0
168716,133421353,AMERICAN PATRONS OF THE TATE GALLERY FOUNDATION INC,,520 WEST 27TH STREET,NEW YORK,NY,10001-5533,10001.0,RICHARD HAMILTON,A115,3,15.0,198712.0,1.0,12.0,91.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,2201118,0,3355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2204473,2204473,2204473.0,0.0,0.0,0.0,0.0,3020365,-815892,0.0,1913119.0,1097227,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1913119.0,1097227,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,16041744.0,18900.0,0.0,0.0,137278.0,16197922.0,1,core2010pc,201012.0,2010.0,93.0,3001947.0,0.0,0.0,5859.0,0.0,0.0,0.0,0.0,0.0,-441.0,3007365.0,3213559.0,-206194.0,0.0,0.0,0.0,0.0,93,133421353_201112_990,IN,,133421353201112,1334213532011,A1151,A,36061.0,5602.0,5600.0,A115,A,PC,S,ZA,A,A,1,AR,AR,AR,0.48057,A,813219.0,-74.00354300000001,40.750695,0,NCCS_Form990_2012_Extract_Final,267993,,2201118.0,0,c4,2005,c4,2005.0,0.0,c4,2005
169925,271185837,CENY CENTRO EDUCATIVO INC,,276 13TH ST APT 3C,BROOKLYN,NY,11215-7346,11215.0,CONCEPCION CARRASCO,A23,3,16.0,201012.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,7658,182137,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,45157.0,15707.0,29450.0,0.0,0.0,0.0,45157,15707,29450,0,0,0,0.0,219354,219354,235061.0,0.0,87673.0,8670.0,0.0,188680,30674,0.0,62940.0,93264,0.0,0.0,0.0,0.0,0.0,2250.0,1900,60690.0,91364.0,60690.0,91364,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,17705.0,0.0,0.0,0.0,0.0,416745.0,1,rtf2012_990,201106.0,2011.0,93.0,2400.0,155043.0,,41.0,0.0,0.0,0.0,25832.0,0.0,0.0,183316.0,145713.0,37603.0,0.0,61764.0,8392.0,0.0,93,271185837_201206_990,IN,,271185837201206,2711858372012,A23,A,36047.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.5897,B,710000.0,-73.98759539,40.66637812,0,NCCS_Form990_2012_Extract_Final,269216,,7246.0,247,ar,0,ar,0.0,165.0,ar,0
169958,820584665,PLAY FOR YOUR CAUSE,,160 WEST 95TH STREET 7A NO 7A,NEW YORK,NY,10025-0000,10025.0,ROBERT I HERZOG,T31,3,15.0,200310.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,284854,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,284854,284854,284854.0,0.0,0.0,0.0,0.0,245313,39541,1.0,4439.0,101863,0.0,0.0,0.0,0.0,0.0,2558.0,60440,0.0,0.0,1881.0,41423,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,1003760.0,0.0,0.0,0.0,240.0,1004000.0,1,rtf2012_990,201012.0,2010.0,93.0,286054.0,0.0,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,286076.0,280774.0,5302.0,0.0,0.0,0.0,0.0,93,820584665_201112_990,IN,,820584665201112,8205846652011,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.17467,A,711110.0,-73.969781759,40.792932943000004,0,NCCS_Form990_2012_Extract_Final,269250,,284854.0,0,c4,2005,c4,2005.0,0.0,c4,2005
170567,208688513,THREE GENERATIONS INC,,1123 BROADWAY STE 710,NEW YORK,NY,10010-2071,10010.0,,A31,3,15.0,200711.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,216564,10000,796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,227360,227360,227360.0,0.0,0.0,0.0,17651.0,155404,71956,0.0,37601.0,112045,0.0,0.0,0.0,0.0,2488.0,0.0,2488,0.0,0.0,37601.0,109557,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,329172.0,12370.0,0.0,0.0,0.0,342338.0,1,core2010pc,201012.0,2010.0,92.0,98094.0,1257.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,99380.0,89550.0,9830.0,0.0,0.0,0.0,0.0,93,208688513_201112_990,IN,,208688513201112,2086885132011,A31,A,36061.0,5602.0,5600.0,A31,A,PC,O,AR,A,A,1,AR,AR,AR,0.22771999999999998,B,512110.0,-73.98929100000001,40.743516,0,NCCS_Form990_2012_Extract_Final,269866,,189316.0,26776,ag,0,ag,0.0,472.0,ag,0
170650,133948717,THE JAZZ GALLERY,,PO BOX 20198,NEW YORK,NY,10001-0006,10001.0,,A200,3,16.0,199707.0,1.0,12.0,995.0,60.0,91.0,3.0,2.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,254265,132149,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5475.0,391889,391889,391889.0,0.0,111400.0,8879.0,0.0,413510,-21621,0.0,35290.0,114380,0.0,0.0,0.0,0.0,63960.0,110067.0,210778,0.0,0.0,-74777.0,-96398,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,1100527.0,1267914.0,0.0,0.0,0.0,2368441.0,1,rtf2012_990,201012.0,2010.0,93.0,232171.0,150435.0,,2.0,0.0,0.0,0.0,0.0,0.0,25289.0,407897.0,462029.0,-54132.0,0.0,63635.0,6698.0,0.0,93,133948717_201112_990,IN,,133948717201112,1339487172011,A20,A,36061.0,5602.0,5600.0,A20,A,PC,O,AR,A,A,1,AR,AR,AR,0.07958,B,710000.0,-74.007437413,40.726171652,0,NCCS_Form990_2012_Extract_Final,269952,,37343.0,216922,c4,2006,c4,2006.0,0.0,c4,2006
170716,770620589,WORLD CULTURE OPEN INC,,435 HUDSON STREET,NEW YORK,NY,10014-3941,10014.0,CHUNG OK LEE,A20,3,15.0,200404.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201112,2011,2011,2011,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,9081,-9081,-118109.0,155448.0,28258,0.0,0.0,0.0,0.0,0.0,0.0,0,155448.0,28258.0,155448.0,28258,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,764496.0,0.0,0.0,0.0,0.0,764496.0,1,core2010pc,201012.0,2010.0,93.0,115640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115640.0,111928.0,3712.0,0.0,4868.0,1186.0,0.0,93,770620589_201112_990,IN,,770620589201112,7706205892011,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.61706,B,710000.0,-73.9877868,40.743493257,0,NCCS_Form990_2012_Extract_Final,270018,M,0.0,0,a,2011,a,2011.0,0.0,a,2011
170892,134086275,SCRIPTS UP INC,,355 S END AVE APT 5N,NEW YORK,NY,10280-1007,10280.0,,A65,3,15.0,200004.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201112,2011,2011,2011,3.0,15540,2476,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,18095,18095,18095.0,0.0,0.0,0.0,0.0,17935,160,,,54096,,0.0,,0.0,0.0,,0,,0.0,,54096,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,85307.0,10707.0,0.0,0.0,2185.0,98199.0,0,,,,,,,,,,,,,,,,,,,,,,93,134086275_201112_990,IN,,134086275201112,1340862752011,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.97356,A,711110.0,-74.016131,40.710914,0,NCCS_Form990_2012_Extract_Final,270196,,15540.0,0,c4,2005,c4,2005.0,0.0,c4,2005
171041,132730837,T SCHREIBER STUDIO INC,,151 WEST 26TH ST,NEW YORK,NY,10001-6810,10001.0,,A6E0,3,16.0,197310.0,1.0,12.0,91.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,51100,1200260,3416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18449.0,0,18993.0,0.0,-544.0,0,-544.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,23000.0,1277232,1277232,1296225.0,252084.0,136372.0,31641.0,0.0,1224640,52592,-3435.0,301727.0,402133,0.0,0.0,0.0,0.0,0.0,13643.0,64892,0.0,0.0,288084.0,337241,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,342720.0,4945466.0,0.0,0.0,62095.0,5350281.0,1,core2010pc,201012.0,2010.0,93.0,25960.0,1116183.0,0.0,3342.0,0.0,0.0,0.0,0.0,0.0,24619.0,1170104.0,1128285.0,41819.0,236419.0,112015.0,47017.0,0.0,93,132730837_201112_990,IN,,132730837201112,1327308372011,A6E,A,36061.0,5602.0,5600.0,A6E,A,PC,O,AR,A,A,1,AR,AR,AR,0.70248,A,611610.0,-73.992996857,40.745701127,0,NCCS_Form990_2012_Extract_Final,270349,,51100.0,0,c4,2005,c4,2005.0,0.0,c4,2005
171344,133946089,NOCHE FLAMENCA INC,,168 W 86TH ST APT 9A,NEW YORK,NY,10024-4024,10024.0,BERNSTEIN & DRUCKER PC,A620,3,15.0,199709.0,1.0,12.0,994.0,90.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,102746,445851,-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,548578,548578,548578.0,48000.0,39985.0,10358.0,0.0,634347,-85769,0.0,92273.0,4998,0.0,0.0,0.0,0.0,157977.0,173752.0,172246,0.0,0.0,-81479.0,-167248,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,768618.0,2605905.0,0.0,0.0,59.0,3374582.0,1,core2010pc,201012.0,2010.0,93.0,314098.0,583966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5288.0,903352.0,869065.0,34287.0,48000.0,51882.0,7013.0,13304.0,93,133946089_201112_990,IN,,133946089201112,1339460892011,A62,A,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.70194,A,711120.0,-73.97479200000001,40.787564,0,NCCS_Form990_2012_Extract_Final,270665,,85825.0,16921,c4,2006,c4,2006.0,0.0,c4,2006
171390,133673839,PRESENT THEATRE COMPANY INC,,520 8TH AVE RM 311,NEW YORK,NY,10018-8647,10018.0,ELENA K HOLY,A60Z,3,16.0,199211.0,1.0,12.0,88.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,149063,824053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28305.0,1001421,1001421,1001421.0,63161.0,40000.0,12040.0,0.0,966183,35238,0.0,84647.0,108331,0.0,0.0,0.0,0.0,0.0,20727.0,9173,0.0,0.0,63920.0,99158,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,723614.0,4030484.0,0.0,0.0,821.0,4783224.0,1,core2010pc,201012.0,2010.0,93.0,162728.0,897236.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1060015.0,1031866.0,28149.0,68910.0,40000.0,17781.0,0.0,93,133673839_201112_990,IN,,133673839201112,1336738392011,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.55125,A,711110.0,-73.992568156,40.753705768,0,NCCS_Form990_2012_Extract_Final,270712,,57314.0,91749,c4,2006,c4,2006.0,0.0,c4,2006
171452,261079891,PAN AFRICAN LITERARY FORUM,,66 W 12TH STREET 5TH FLOOR,NEW YORK,NY,10011-8603,10011.0,WRITING DEPARTMENT,A23,3,15.0,200806.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201112,2011,2011,2011,3.0,23000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,23000,23000,23000.0,0.0,0.0,0.0,0.0,18000,5000,,,213,,0.0,,0.0,0.0,,10663,,0.0,,-10450,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,60585.0,0.0,0.0,0.0,0.0,60585.0,0,,,,,,,,,,,,,,,,,,,,,,93,261079891_201112_990,IN,,261079891201112,2610798912011,A70,A,36061.0,5602.0,5600.0,A70,A,PC,O,AR,A,A,1,AR,AR,AR,0.7417199999999999,A,710000.0,-73.996621633,40.736182723,0,NCCS_Form990_2012_Extract_Final,270776,,20106.0,2844,ag,0,ag,0.0,50.0,ag,0
171496,131624065,JOURNAL OF PHILOSOPHY INC,,709 PHILOSOPHY HALL COLUMBIA UNIV,NEW YORK,NY,10027-0000,10027.0,,A77Z,3,16.0,194210.0,1.0,9.0,120.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201209,2012,2011,2011,3.0,0,0,15694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,297437,42275,255162,8048.0,278904,278904,321179.0,0.0,171292.0,56768.0,0.0,253993,24911,116661.0,920782.0,1066864,0.0,0.0,0.0,0.0,0.0,4990.0,9500,0.0,0.0,915792.0,1057364,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,989768.0,0.0,0.0,131132.0,1122300.0,1,core2010pc,201109.0,2011.0,93.0,0.0,0.0,0.0,15139.0,0.0,12355.0,0.0,0.0,187423.0,13949.0,228866.0,238612.0,-9746.0,0.0,0.0,50258.0,0.0,93,131624065_201209_990,IN,,131624065201209,1316240652012,A1933,A,36061.0,5602.0,5600.0,A193,A,PC,O,AR,A,A,1,AR,AR,AR,0.36956999999999995,A,813219.0,-73.9538,40.8113,0,NCCS_Form990_2012_Extract_Final,270821,,0.0,0,a,2012,a,2012.0,0.0,a,2012
171550,202755665,KEHILA KEDOSHA JANINA PRESERVATION AND CULTURAL FUND INC,,280 BROOME ST,NEW YORK,NY,10002-3702,10002.0,CHAIM KOFINAS,X11,3,15.0,200605.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201203,2012,2011,2011,3.0,193346,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,193355,193355,193355.0,0.0,0.0,0.0,0.0,18794,174561,,,190837,,0.0,,0.0,0.0,,0,,190837.0,,190837,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,211789.0,0.0,0.0,0.0,0.0,211806.0,0,,,,,,,,,,,,,,,,,,,,,,93,202755665_201203_990,IN,,202755665201203,2027556652012,A1282,A,36061.0,5602.0,5600.0,A128,A,PC,S,ZB,A,A,1,AR,AR,AR,0.2395,B,813219.0,,,0,NCCS_Form990_2012_Extract_Final,270877,,176227.0,17119,ar,0,ar,0.0,0.0,ar,0
