,FILER,CODE990,EIN,styear,ASSETCD,INCOMECD,ACTIVCD1,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,POPCD,REASON,P6UNRELB,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,P1TOTREV,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
14097,990.0,1,131830960,1993,0,6,205,0,82171,0,0,4012,0,0,0,1362016,1362016,1444187,1152315,0,0,0,268293,0,220689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258004,0,100000,6,1,0,Y,INTL RADIO & TELEVISION SOC,NEW YORK,NY,10170-0002,10170.0,36061,A32,A,,5602.0,5600.0,,,O,O,0.41765,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199312,1444187,1444187,199312,1993,NY,,NEW YORK,A32,A,12,205.0,120.0,0.0,420 LEXINGTON AVE,3.0,,2000.0,,,,0.0,,,,5406.0,,PC,O,AR,A,IN,,A32,A,513120.0
14112,990.0,1,131841248,1993,6,6,265,0,0,1649296,1697571,115144,0,0,0,4185607,2488036,4185607,1760276,2973025,0,0,2832604,3597279,587339,624254,0,0,0,0,0,0,0,0,0,0,0,0,0,2517324,0,-96157,9,1,0,N,INTL PHOTOGRAPHERS 644 WELFARE FND,NEW YORK,NY,10011-5126,10011.0,36061,A40,A,10011.0,5602.0,5600.0,36061.0,,O,O,0.00575,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199408,2488036,2488036,199408,1994,NY,10011.0,NEW YORK,A40,A,8,265.0,0.0,0.0,505 EIGHTH AVE,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,5.0,5811.0,,PC,O,AR,A,IN,,A40,A,710000.0
14147,990.0,1,131866133,1994,3,4,263,0,0,0,0,367,0,0,0,176432,176432,176432,170389,74276,0,0,68233,74276,0,0,74276,0,0,0,0,0,0,0,0,0,0,0,0,176065,0,0,5,1,0,N,INTL ALLIANCE THEATRICAL STAGE EMP & MVG PIC MACH OP US&CAN,NEW YORK,NY,10018-6505,10018.0,36061,A65,A,,5602.0,5600.0,,,O,O,0.3321,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199412,176432,176432,199412,1994,NY,,NEW YORK,A65,A,12,263.0,0.0,0.0,505 EIGHTH AVE 16TH FLR,9.0,,3000.0,,,,0.0,,,,6205.0,PIC MACH OP-US&CAN,PC,O,AR,A,IN,,A65,A,711110.0
14172,990.0,1,131892640,1994,3,3,200,0,37162,0,0,364,0,0,0,364,364,37526,21427,25880,0,0,18781,25880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,9,N,CULTURED PEARL ASSOC AMERICA,NEW YORK,NY,10036-2819,10036.0,36061,A01,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.26681,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,37526,37526,199412,1994,NY,10036.0,NEW YORK,S01,C,12,200.0,919.0,0.0,71 W 47TH ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,5912.0,,PC,O,AR,A,IN,,S01,S,813319.0
14242,990.0,1,131951979,1993,6,6,205,0,223241,0,0,158855,0,0,0,3844879,3844879,4068120,3059343,3667179,416500,0,3011244,4050202,352842,383023,0,0,0,0,0,0,0,0,0,0,0,0,0,3672369,0,13655,6,1,0,Y,NAT ACAD TELEVISION ARTS & SCIENCES,NEW YORK,NY,10019-2211,10019.0,36061,A03,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.61121,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199408,4068120,4068120,199408,1994,NY,10019.0,NEW YORK,A0332,A,8,205.0,0.0,0.0,111 W 57TH ST,6.0,0.0,2000.0,,2.0,13.0,0.0,10.0,3005.0,5.0,7610.0,,PC,O,AR,A,IN,,A0332,A,813920.0
14296,990.0,1,131996451,1993,4,4,920,0,283417,0,0,11184,0,0,0,11184,11184,294601,313579,215323,125000,0,268301,248407,34000,33084,18978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,MEDIA RATING CNCL,NEW YORK,NY,10019-3211,10019.0,36061,A01,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.38206,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,294601,294601,199312,1993,NY,10019.0,NEW YORK,A30,B,12,920.0,905.0,0.0,200 W 57TH ST STE 204,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6512.0,,PC,O,AR,A,IN,,A30,A,510000.0
14353,990.0,1,132562532,1994,3,4,205,0,168352,0,0,2458,0,0,0,204387,204387,372739,340178,67987,0,0,38958,71263,3532,3276,0,0,0,0,0,0,0,0,0,0,0,0,0,201929,0,0,6,1,0,N,AMER SOC JOURNALISTS & AUTHORS,NEW YORK,NY,10036-5503,10036.0,36061,A01,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.99408,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199506,372739,372739,199506,1995,NY,10036.0,NEW YORK,A70,A,6,205.0,120.0,279.0,1501 BROADWAY,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6801.0,,PC,O,AR,A,IN,,A70,A,710000.0
14370,990.0,1,132576830,1993,8,8,267,0,0,12889923,12881750,1546263,0,0,0,14436186,1554436,14436186,502551,21820986,0,0,22276144,22071164,226474,250178,21820986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,N,GRAPHIC ARTS INTL UNION LOC 119B NY PRNTRS LEAG SPCL DSPLCMT BNFT FND,NEW YORK,NY,10003-3305,10003.0,36061,A99,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.20603000000000002,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199406,1554436,1554436,199406,1994,NY,10003.0,NEW YORK,A40,C,6,267.0,0.0,0.0,27 UNION SQ RM 204,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,6803.0,PCL DSPLCMT BNFT FND,PC,O,AR,A,IN,,A1240,A,813219.0
14440,990.0,1,132631223,1992,2,3,205,0,312,0,0,592,0,0,0,27251,27251,27563,21949,14090,0,0,17737,14133,448,42,0,0,0,0,0,0,0,0,0,0,0,0,8812,0,17847,0,6,1,0,N,ARCHITECTS CNCL NEW YORK CITY,NEW YORK,NY,10001-6708,10001.0,36061,A03,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.30046999999999996,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,18751,18751,199212,1992,NY,10001.0,NEW YORK,A03,B,12,205.0,0.0,0.0,275 SEVENTH AVE,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7402.0,,PC,O,AR,A,IN,,A03,A,813920.0
14477,990.0,1,132666239,1993,4,4,200,0,270724,0,0,1211,0,0,0,170013,170013,440737,281177,252739,99250,0,200416,312941,7073,60202,0,0,0,0,0,0,0,0,0,0,0,0,100164,0,68638,0,6,1,0,N,NEW YORK MARKET RADIO BROADCASTERS ASSOC,NEW YORK,NY,10017-5404,10017.0,36061,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.9333299999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,340573,340573,199312,1993,NY,10017.0,NEW YORK,A34,A,12,200.0,120.0,0.0,51 E 42ND ST 416,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7101.0,,PC,O,AR,A,IN,,A34,A,513110.0
14546,990.0,1,132760431,1994,4,4,200,0,358710,0,0,783,0,0,0,68416,68416,427126,336408,106397,77458,0,15679,106397,0,0,106397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67633,6,1,0,N,MEDIA COALITION,NEW YORK,NY,10038-2594,10038.0,36061,A01,A,10038.0,5602.0,5600.0,36061.0,,O,O,0.9502299999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,427126,427126,199412,1994,NY,10038.0,NEW YORK,A30,B,12,200.0,0.0,0.0,1221 AVE OF AMERICAS 24TH FLOOR,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7407.0,,PC,O,AR,A,IN,,A30,A,510000.0
14572,990.0,1,132806164,1993,1,4,200,0,197419,0,0,0,0,0,7025,7025,7025,204444,206656,-86303,24599,0,10818,6419,94909,92722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,9,Y,ASSOC INDEPENDENT VIDEO & FILMMAKERS,NEW YORK,NY,10013-1015,10013.0,36061,A03,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.8803200000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199406,204444,204444,199406,1994,NY,10013.0,NEW YORK,A0331,A,6,200.0,123.0,119.0,625 BROADWA,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7505.0,C,PC,O,AR,A,IN,,A0331,A,813920.0
14585,,1,132828049,1993,0,0,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,N,RADIO TELEVISION & RECORDING ARTS PENSION PLAN BUILDING,NEW YORK,NY,10036-7207,10036.0,36061,A99,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.04275,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,0,0,199312,1993,NY,10036.0,NEW YORK,A32,A,12,912.0,0.0,0.0,230 W 41ST ST,3.0,0.0,1000.0,,2.0,13.0,0.0,20.0,0.0,1.0,7601.0,UILDING CORP,PC,O,AR,A,IN,,A32,A,513120.0
14600,990.0,1,132842726,1993,2,4,91,51211,21507,0,0,0,0,0,0,177876,177876,250594,233173,2265,0,0,9987,12972,25143,10707,0,0,0,0,0,0,0,0,0,0,0,0,0,176316,0,1560,5,1,9,N,CTR BOOK ARTS 1974,NEW YORK,NY,10012-2617,10012.0,36061,A40,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.58407,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199312,250594,250594,199312,1993,NY,10012.0,NEW YORK,A70,A,12,91.0,126.0,995.0,626 BROADWAY,3.0,0.0,1000.0,,1.0,13.0,16.0,10.0,0.0,1.0,7511.0,,PC,O,AR,A,IN,,A70,A,710000.0
14610,990.0,1,132856736,1994,8,8,263,67160,16983242,15817916,12601684,4215447,0,0,0,21575450,8973766,38625852,27197311,10353186,1020133,0,13580643,14760005,3054314,4406818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542087,5,1,0,N,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NEW YORK,NY,10019-5254,10019.0,36061,A40,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.15317,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,26024168,26024168,199412,1994,NY,10019.0,NEW YORK,A40,A,12,263.0,261.0,279.0,15 UNION SQUARE,6.0,0.0,3000.0,,2.0,13.0,0.0,10.0,3084.0,2.0,7802.0,ACTWU,PC,O,AR,A,IN,,A40,A,710000.0
14611,990.0,1,132857251,1994,3,3,200,35702,0,0,0,953,0,0,0,953,953,36655,52620,44380,0,0,60345,44380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,DECORATIVE FABRICS ASSOC,NEW YORK,NY,10013-1522,10013.0,36061,A01,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.61007,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,36655,36655,199412,1994,NY,10013.0,NEW YORK,A40,A,12,200.0,0.0,0.0,31 11 THOMSON AVE,3.0,0.0,2000.0,% LEE JOFA INC,2.0,11.0,0.0,10.0,0.0,1.0,7708.0,,PC,O,AR,A,IN,,A40,A,710000.0
14612,990.0,1,132857274,1994,3,4,200,0,157562,0,0,4274,0,0,0,203015,203015,360577,416663,76494,0,0,132580,76494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198741,0,0,6,1,0,N,BOOK INDUSTRY STUDY GROUP,NEW YORK,NY,10010-7003,10010.0,36061,A05,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.59085,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199506,360577,360577,199506,1995,NY,10010.0,NEW YORK,A0533,A,6,200.0,209.0,0.0,160 FIFTH AVE 640,3.0,0.0,2000.0,% PASKUS GORDON & HYMAN,2.0,13.0,0.0,10.0,0.0,1.0,7609.0,,PC,O,AR,A,IN,,A0533,A,541720.0
14613,990.0,1,132857308,1993,4,4,123,0,111031,0,0,3132,0,0,0,63587,63587,174618,125354,119717,0,0,129004,153450,58551,33733,0,0,0,0,0,0,0,0,0,0,0,0,0,60455,0,0,4,1,0,N,WOMENS FORUM,NEW YORK,NY,10017-6224,10017.0,36061,A70,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.12404000000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199410,174618,174618,199410,1994,NY,10017.0,NEW YORK,R24,C,10,123.0,559.0,0.0,9 E 41ST ST,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7602.0,,PC,O,AR,A,IN,,R24,R,813311.0
14616,,1,132861474,1994,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,N,LOCAL 15 ASSOC FILM CRAFTSMEN WELFARE FND,NEW YORK,NY,10019-3202,10019.0,36061,A31,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.78738,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10019.0,NEW YORK,A31,A,12,264.0,265.0,279.0,250 W 57TH ST,3.0,0.0,1000.0,% KING ADMINISTRATORS,2.0,13.0,0.0,20.0,0.0,2.0,7702.0,,PC,O,AR,A,IN,,A31,A,512110.0
14631,990.0,1,132873008,1993,6,6,267,0,0,1123018,1117471,204412,0,0,0,1327430,209959,1327430,40711,2894853,0,0,2875233,2903127,13055,8274,2894853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,N,PRINTERS LEAGUE GRAPHIC ARTS INTNTL UNION LOC 43B SPEC DISPL BNFT FND,NEW YORK,NY,10003-3388,10003.0,36061,A99,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.32043,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199401,209959,209959,199401,1994,NY,10003.0,NEW YORK,A0333,A,1,267.0,0.0,0.0,27 UNION SQ RM 407,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,7608.0,SPEC DISPL BNFT FUND,PC,O,AR,A,IN,,A0333,A,813920.0
14716,990.0,1,132918640,1994,3,3,205,0,62732,0,0,182,0,0,0,182,182,62914,56713,30968,0,0,24767,30968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,WOMENS MEDIA GROUP,NEW YORK,NY,10017-6102,10017.0,36061,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.22778,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,62914,62914,199412,1994,NY,10017.0,NEW YORK,A30,B,12,205.0,0.0,0.0,501 5TH AVE 901,3.0,0.0,2000.0,% SHUBERT SILVER & ROSEN,2.0,13.0,0.0,10.0,0.0,1.0,9308.0,,PC,O,AR,A,IN,,A30,A,510000.0
14737,990.0,1,132931071,1994,1,3,91,0,50212,0,0,0,0,0,44871,44871,44871,95083,92929,8182,0,0,6028,8182,0,0,8182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,N,SOC ANIMAL ARTISTS,NEW YORK,NY,10003-4303,10003.0,36061,A20,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.32085,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,95083,95083,199412,1994,NY,10003.0,NEW YORK,A0340,A,12,91.0,126.0,0.0,47 FIFTH AVE,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8306.0,,PC,O,AR,A,IN,,A0340,A,813920.0
14739,990.0,1,132932563,1994,3,3,119,100,695,0,0,13650,0,0,0,31977,31977,32772,18453,68721,0,0,71764,68721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17362,0,675,290,4,1,0,N,METRO SOC KARDAMYLIANS,BROOKLYN,NY,11209-3601,11209.0,36047,A99,A,11209.0,5602.0,5600.0,36047.0,,O,O,0.44478999999999996,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36047.0,199412,15410,15410,199412,1994,NY,11209.0,BROOKLYN,A99,C,12,119.0,123.0,0.0,7919 THIRD AVE,3.0,0.0,1000.0,,2.0,11.0,0.0,10.0,0.0,1.0,7805.0,LIVANOS,PC,O,AR,A,IN,,A99,A,710000.0
14818,990.0,1,132971627,1993,3,5,91,0,0,0,0,92,0,0,0,749682,749682,749682,766747,57432,98750,0,74497,57432,0,0,57432,0,0,0,0,0,0,0,0,0,0,0,0,749590,0,0,4,1,0,N,AMER ARTS & CRAFTS ALLIANCE,NEW YORK,NY,10168-1999,10168.0,36061,A20,A,10168.0,5602.0,5600.0,36061.0,,O,O,0.51235,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199312,749682,749682,199312,1993,NY,10168.0,NEW YORK,A0140,A,12,91.0,0.0,0.0,PO BOX 241,3.0,0.0,3000.0,% ALAN FELL,2.0,13.0,0.0,10.0,0.0,1.0,7907.0,,PC,O,AR,A,IN,,A0140,A,813319.0
14877,,1,132994218,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,SOC SONS JOSEPH IN LIQUIDATION,NEW YORK,NY,10038,10038.0,36061,A80,A,10038.0,5602.0,5600.0,36061.0,,U,O,0.2594,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199212,0,0,199212,1992,NY,10038.0,NEW YORK,A80,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A80,A,712120.0
14940,990.0,1,133021168,1994,1,3,64,21980,0,0,0,0,0,0,0,36699,36699,58679,32852,8940,0,0,10641,8940,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,26127,0,10572,0,4,1,0,Y,COMITE DEL DESFILE DE LA HISPANIDAD,NEW YORK,NY,10010-0000,10010.0,36061,A84,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.7511,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199502,32552,32552,199502,1995,NY,10010.0,NEW YORK,A84,C,2,64.0,90.0,92.0,174 176 5TH AVE SUITE 401,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8005.0,,PC,O,AR,A,IN,,A84,A,712120.0
14980,990.0,1,133036753,1994,1,3,0,16343,0,0,0,128,5424,0,0,76214,76214,92557,107481,1394,0,800,21299,5664,4981,4270,0,0,0,0,0,0,0,0,0,0,0,0,0,76086,0,0,4,1,7,N,BOND STREET THEATRE COALITION,NEW YORK,NY,10012-2308,10012.0,36061,A65,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.1897,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199412,92557,92557,199412,1994,NY,10012.0,NEW YORK,A65,A,12,0.0,0.0,0.0,2 BOND ST,3.0,0.0,3000.0,,0.0,13.0,0.0,10.0,0.0,5.0,0.0,,PC,O,AR,A,IN,,A65,A,711110.0
15002,,1,133047540,1994,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,DANCE FOUNTAIN INC,NEW YORK,NY,10036-6327,10036.0,36061,A62,A,10036.0,5602.0,5600.0,36061.0,,U,O,0.60187,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10036.0,NEW YORK,A62,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A62,A,711120.0
15047,990.0,1,133058453,1994,5,4,0,0,0,0,0,964,0,0,0,237039,237039,237039,0,495751,0,0,969147,943256,443216,447505,0,0,0,0,0,0,0,0,0,0,0,267219,0,0,0,0,3,1,9,N,MORRIS HEIGHTS RESTORATION H D F,NEW YORK,NY,10020-0000,10020.0,36061,A80,A,10020.0,5602.0,5600.0,36061.0,,PC,O,0.98165,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,-30180,-30180,199412,1994,NY,10020.0,NEW YORK,L21,A,12,0.0,0.0,0.0,1270 AVENUE OF THE AMERICAS,3.0,0.0,1.0,JOSHUA S VOGEL,1.0,1.0,16.0,10.0,0.0,1.0,200309.0,,PC,O,AR,A,IN,,L21,L,624229.0
15048,990.0,1,133058765,1994,6,7,200,0,2987001,0,0,45347,0,0,0,2017957,2017957,5004958,4771200,1107125,908111,0,1419911,1687493,546544,580368,0,0,0,0,0,0,0,0,0,0,0,0,0,1871381,0,101229,6,1,0,N,CABLE TELEVISION ADVERTISING BUREAU,NEW YORK,NY,10022-0000,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.51274,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,5004958,5004958,199412,1994,NY,10022.0,NEW YORK,A0332,A,12,200.0,0.0,0.0,757 THIRD AVE 5TH FLR,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8202.0,,PC,O,AR,A,IN,,A0332,A,813920.0
15116,990.0,1,133087478,1993,0,3,90,62392,0,0,0,0,0,0,0,0,0,62392,62845,-140,0,0,313,-140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,N,SAFARI EAST CULTURAL PRESENTATIONS,NEW YORK,NY,10016-7923,10016.0,36061,A68,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.49556000000000006,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199408,62392,62392,199408,1994,NY,10016.0,NEW YORK,A68,A,8,90.0,0.0,0.0,141 W 28TH ST 302,3.0,0.0,1000.0,,1.0,13.0,15.0,10.0,0.0,1.0,8110.0,,PC,O,AR,A,IN,,A68,A,711130.0
15136,,1,133094056,1994,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,PACIFIC INTELLECTUAL PROPERTY ASSOC,NEW YORK,NY,10163-3477,10163.0,36061,A70,A,10163.0,5602.0,5600.0,36061.0,,O,O,0.40010999999999997,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199503,0,0,199503,1995,NY,10163.0,NEW YORK,S03,C,3,123.0,0.0,0.0,PO BOX 3477 GRAND CENTRAL STA,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,5.0,8201.0,,PC,O,AR,A,IN,,S03,S,813920.0
15148,,1,133098455,1992,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,CNCL WRITERS ORGANIZATIONS,NEW YORK,NY,10023-5638,10023.0,36061,A01,A,10023.0,5602.0,5600.0,36061.0,,O,O,0.17909,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199303,0,0,199303,1993,NY,10023.0,NEW YORK,A70,A,3,92.0,120.0,0.0,160 W END AVE SUITE 12 H,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,8307.0,,PC,O,AR,A,IN,,A70,A,710000.0
15156,990.0,1,133100472,1994,2,3,0,145,25865,0,0,262,0,0,0,9208,9208,35218,33246,18879,0,0,16908,18879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8946,0,0,0,1,0,N,NATIONAL ASSOCIATION OF PERFORMING ARTS MANAGERS & AGENTS,NEW YORK,NY,10024-5129,10024.0,36061,A01,A,10024.0,5602.0,5600.0,36061.0,,U,O,0.64933,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,35218,35218,199412,1994,NY,10024.0,NEW YORK,A03,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A03,A,813920.0
15174,990.0,1,133109557,1993,4,5,123,351475,0,110731,102326,14001,125492,0,0,154254,51928,505729,417304,310467,43488,86245,447576,358065,105861,47598,0,0,0,0,0,0,0,0,0,0,0,0,0,28684,0,838,4,1,0,N,DEMOCRATIC SOCIALISTS AMERICA,NEW YORK,NY,10014-4606,10014.0,36061,A70,A,10014.0,5602.0,5600.0,36061.0,,O,O,0.94699,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,403403,403403,199312,1993,NY,10014.0,NEW YORK,A70,C,12,123.0,521.0,0.0,180 VARICK ST,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8807.0,,PC,O,AR,A,IN,,V24,V,541720.0
15178,990.0,1,133112767,1994,3,3,119,0,50861,0,0,3741,0,0,0,5379,5379,56240,47656,62117,0,0,61965,63703,8431,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637,4,1,9,N,INTL CNCL TRADITIONAL MUSIC,NEW YORK,NY,10027-0000,10027.0,36061,A68,A,10027.0,5602.0,5600.0,36061.0,,O,O,0.44781000000000004,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,56240,56240,199412,1994,NY,10027.0,NEW YORK,A68,A,12,119.0,93.0,0.0,DEPT OF MUSIC COLUMBIA UNIVERSITY,3.0,0.0,1000.0,% DEPT OF MUSIC COLUMBIA UNIVERSITY,2.0,13.0,0.0,10.0,0.0,5.0,8602.0,,PC,O,AR,A,IN,,A68,A,711130.0
