,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTEE,NTMAJ12,NTMAJ5,msa,PMSA,FIPS,RandNum,MSA_NECH,NTEESRC,nteeConf,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
21811,133138626,199912,1999,10000,0,30055,18989,3327,0,0,0,44040,25051,54040,41417,48405,0,0,54778,48405,0,0,48405,0,0,0,0,0,0,0,0,0,0,0,0,10658,0,0,,35051,3,9,0,0,3327,0,0,0,11066,0,0,0,0,0,35051,-6366,-7,0,0,0,0,0,0,54778,54778,0,0,85068,23286,0,0,108354,23286,0,0,0,0.0,N,3.0,1.0,200104.0,29490006320271.0,1.0,1999,3.0,Y,1.0,N,1.0,0.0,1999.0,10471-0104,10471.0,133138626199912.0,1331386261999.0,12,0.0,0.0,0.0,PO BOX 104,0.0,0.0,BRONX,1.0,,0.0,13.0,16.0,10.0,0.0,THE HISTORY OF NEW YORK CITY PROJEC T INC,5.0,0.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A80,IN,,AR,A,PC,O,AR,A,,T90Z,A82Z,AR,AR,5602.0,5600.0,36005.0,0.39135,5602.0,1,N,A80,NY,10471.0,BRONX,A80,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,1000.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,10000.0,3a,1999.0,1502.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,38604.0,3a,1999.0,0.0,3a,1999.0,A80,A
21813,133139105,200007,1999,153080,0,0,0,62,9875,0,0,85679,85679,238759,253301,-32530,0,0,23955,7015,42186,39545,0,0,0,0,0,0,0,0,0,0,0,0,0,85617,0,0,,238759,3,9,0,62,0,0,0,0,0,0,0,0,0,0,238759,-14542,243,159786,0,0,0,0,0,0,-18231,428731,0,141934,0,0,0,570665,428731,0,0,0,119.0,N,1.0,1.0,200106.0,29490020135071.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,1999.0,10012-3239,10012.0,133139105200007.0,1331391052000.0,7,119.0,88.0,0.0,153 MERCER DST 2ND FLR,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,DANSE MIRAGE INC,1.0,198306.0,,NY,RTF00PC,1.0,2.0,2.0,2.0,A,A62,IN,,AR,A,PC,O,AR,A,,,A62Z,AR,AR,5602.0,5600.0,36061.0,0.5528770000000001,5602.0,1,N,A62,NY,10012.0,NEW YORK,A62,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,6,2003.0,0.0,3a,2000.0,0.0,3a,2000.0,-901.0,3a,2000.0,902.0,3a,2000.0,0.0,3a,2000.0,153080.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,6013.0,3a,2000.0,A62,A
21822,133143311,200006,1999,26354,0,0,0,0,0,0,0,12415,12415,38769,42317,-117,3783,0,3431,6635,0,6752,0,0,0,0,0,0,0,0,0,0,0,0,0,12415,0,0,,38769,3,9,0,0,0,0,0,0,0,0,0,0,0,0,38769,-3548,0,16187,1821,0,0,0,0,0,3431,80468,0,116074,0,0,0,196542,80468,0,0,0,90.0,N,1.0,1.0,200116.0,29490083033101.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,11363-1301,11363.0,133143311200006.0,1331433112000.0,6,90.0,119.0,123.0,15 CIRCLE RD,3.0,0.0,DOUGLASTON,2.0,,1.0,11.0,16.0,20.0,0.0,QUINTET OF THE AMERICAS INC,1.0,198406.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A60,IN,,AR,A,PC,O,AR,A,,,A60Z,AR,AR,5602.0,5600.0,36081.0,0.6470520000000001,5602.0,1,N,A60,NY,11363.0,DOUGLASTON,A60,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,PC,O,AR,A,IN,,0.0,6,2003.0,3915.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A60,A
21827,133146184,200008,1999,31945,0,0,0,1056,0,0,0,5996,5996,37941,46912,-8687,0,0,54153,62489,53869,71176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37941,3,9,0,1056,0,4940,4940,0,0,0,0,0,0,0,37941,-8971,0,0,0,0,0,0,0,0,284,259520,0,28327,950,0,0,302192,273865,0,0,0,90.0,N,3.0,1.0,200112.0,29490048086041.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,11211-0000,11211.0,133146184200008.0,1331461842000.0,8,90.0,91.0,122.0,100 A NORTH 1ST ST,3.0,0.0,BROOKLYN,1.0,,1.0,11.0,15.0,10.0,0.0,CINEMA EVENTS GROUP INC,1.0,198307.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A31,IN,,AR,A,PC,O,AR,A,,,A31Z,AR,AR,5602.0,5600.0,36047.0,0.29989699999999997,5602.0,1,N,A31,NY,11211.0,BROOKLYN,A31,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,4,2006.0,0.0,3a,2000.0,0.0,4,2006.0,0.0,4,2006.0,0.0,3a,2000.0,0.0,3a,2000.0,31945.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,200.0,3a,2000.0,0.0,3a,2000.0,45565.0,3a,2000.0,A31,A
21833,133148295,200012,2000,3777663,0,0,0,102260,490763,0,0,531386,531386,4309049,2807754,3234692,211000,0,3014062,4176467,982891,941775,0,0,0,0,0,0,0,0,0,0,0,111248,204995,200040,-76417,8098,,3992806,3,7,0,102260,0,92410,-18838,0,0,0,0,0,128578,0,3992806,1185052,18469,1042588,161254,0,0,850569,827490,0,2031171,8398871,0,580849,267430,0,0,9471858,8891009,0,0,0,199.0,N,6.0,1.0,200141.0,29490189333271.0,1.0,2000,6.0,Y,1.0,Y,1.0,0.0,2000.0,10013-1354,10013.0,133148295200012.0,1331482952000.0,12,199.0,0.0,0.0,500 GREENWICH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,ALL STARS PROJECT INC,1.0,198306.0,,NY,RTF00PC,4.0,4.0,4.0,4.0,A,A20,IN,,AR,A,PC,O,AR,A,,B24I,A20Z,AR,AR,5602.0,5600.0,36061.0,0.41990500000000003,5602.0,1,N,A20,NY,10013.0,NEW YORK,A20,,0.0,3a,2000.0,0.0,3a,2000.0,2467870.0,3a,2000.0,751412.0,3a,2000.0,766822.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,3777663.0,3a,2000.0,744115.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,542509.0,3a,2000.0,1083917.0,3a,2000.0,207003.0,3a,2000.0,A20,A
21849,133154253,200012,2000,24607,0,0,0,1612,0,0,0,1612,1612,26219,55551,31702,0,0,61034,31702,0,0,31702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26219,3,9,0,1612,0,0,0,0,0,0,0,0,0,0,26219,-29332,0,0,0,0,0,0,0,61034,61034,161101,0,0,0,0,0,161101,161101,0,0,0,91.0,N,3.0,1.0,200127.0,29490153035181.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,2000.0,10014-2010,10014.0,133154253200012.0,1331542532000.0,12,91.0,0.0,0.0,463 W ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,WESTBETH ARTISTS-RESIDENTS COUNCIL INC,1.0,199408.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A51,IN,,AR,A,PC,O,AR,A,,,A51Z,AR,AR,5602.0,5600.0,36061.0,0.802121,5602.0,1,N,A20,NY,10014.0,NEW YORK,A51,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,200.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,24607.0,3a,2000.0,11606.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,31402.0,3a,2000.0,A26,A
21862,133157292,200006,1999,49215,0,0,0,23,0,0,0,23,23,49238,48683,1071,0,0,516,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49238,3,7,0,0,0,0,0,23,0,0,0,0,0,0,49238,555,0,0,0,0,0,0,0,0,516,17000,0,0,0,0,0,17000,17000,0,0,0,,,,,,,,2000,,,,,,,,11230-3972,11230.0,,,6,559.0,994.0,90.0,1439 OCEAN AVE-2F,3.0,198506.0,BROOKLYN,1.0,AMY SHAPIRO,1.0,11.0,15.0,10.0,0.0,CIRCLE ARTS INCS INC,1.0,198306.0,,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A26,IN,,AR,A,PC,O,AR,A,,,,AR,AR,5602.0,5600.0,36047.0,0.381878,5602.0,1,C,A26,NY,11230.0,BROOKLYN,A20,,0.0,3c,1999.0,0.0,3c,1999.0,,,,,,,,,,,,,,,,0.0,3c,1999.0,0.0,3c,1999.0,,,,PC,O,AR,A,IN,,,,,,,,,,,,,,A20,A
21881,133163185,200006,1999,28342,0,0,0,344,0,0,0,39507,39507,67849,57300,14457,0,0,6726,14457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2818,36398,-53,0,,65031,3,7,0,0,0,0,0,344,0,0,0,0,2765,0,65031,7731,0,0,0,0,0,0,0,0,6726,93801,0,102727,1347,0,0,197875,95148,0,0,0,90.0,N,2.0,1.0,200105.0,29409006150021.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,10025-3586,10025.0,133163185200006.0,1331631852000.0,6,90.0,93.0,0.0,949 W END AVE 11C,3.0,0.0,NEW YORK,1.0,PETER FRANK,1.0,13.0,15.0,10.0,0.0,ALARIA CHAMBER ENSEMBLE INC,1.0,198308.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A6C,IN,,AR,A,PC,O,AR,A,,,A6CZ,AR,AR,5602.0,5600.0,36061.0,0.16909200000000002,5602.0,1,N,A6C,NY,10025.0,NEW YORK,A6C,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,A6C,A
21882,133163211,200006,1999,37500,0,0,0,0,0,0,0,93340,93340,130840,128114,5416,42000,0,5190,8416,2500,3000,5416,0,0,0,0,0,0,0,0,0,0,0,0,93340,0,0,,130840,3,7,0,0,0,0,0,0,0,0,0,0,0,0,130840,2726,0,0,0,0,0,0,0,2690,2690,150328,0,387370,0,0,0,537698,150328,0,0,0,89.0,N,1.0,1.0,200104.0,29490007083121.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,1999.0,10025-1747,10025.0,133163211200006.0,1331632112000.0,6,89.0,90.0,0.0,1047 AMSTERDAM AVE,3.0,198406.0,NEW YORK,1.0,CATHEDRAL OF ST JOHN DIVINE,1.0,13.0,16.0,10.0,0.0,I GIULLARI DI PIAZZA INC,1.0,198307.0,,NY,RTF00PC,1.0,2.0,2.0,2.0,A,A60,IN,,AR,A,PC,O,AR,A,,,A60Z,AR,AR,5602.0,5600.0,36061.0,0.9938610000000001,5602.0,1,N,A24,NY,10025.0,NEW YORK,A24,,22500.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,15000.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,8416.0,3a,2000.0,A24,A
21885,133163895,200102,2000,99848,0,20,0,2672,0,0,0,62635,62635,162483,199231,27747,0,0,99075,32628,34580,4881,0,0,0,0,0,0,0,0,0,0,0,0,0,59887,0,56,,162483,3,9,0,0,0,0,0,2672,20,0,0,0,0,0,162483,-36748,0,2917,617,0,0,0,0,0,64495,256878,0,39800,12054,0,0,308732,268932,0,0,0,90.0,N,3.0,1.0,200152.0,29490342060041.0,1.0,2001,4.0,Y,1.0,N,1.0,0.0,2000.0,10107-1099,10107.0,133163895200102.0,1331638952001.0,2,90.0,0.0,0.0,250 W 57TH ST STE 1023,3.0,0.0,NEW YORK,1.0,% GOLDSTEIN ( ZUCKER,1.0,13.0,15.0,20.0,0.0,NEW YORK INTERNATIONAL BALLET COMPETITION INC,1.0,198308.0,,NY,RTF00PC,1.0,2.0,2.0,2.0,A,A63,IN,,AR,A,PC,O,AR,A,,,A63Z,AR,AR,5602.0,5600.0,36061.0,0.25672,5602.0,1,N,A63,NY,10107.0,NEW YORK,A63,,0.0,3a,2001.0,0.0,3a,2001.0,27747.0,3a,2001.0,1101.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,99848.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,1301.0,3a,2001.0,16014.0,3a,2001.0,14012.0,3a,2001.0,A63,A
21890,133165759,200006,1999,231320,0,0,0,0,36731,0,0,757033,757033,988353,961316,-446,125085,36731,52253,111243,55308,111689,0,0,0,0,0,0,0,0,0,0,0,0,24428,720706,6274,5625,,963925,3,9,0,0,0,0,0,0,0,0,0,0,30702,0,963925,2609,0,117387,33609,0,0,22892,21067,0,-3055,1180984,0,2804296,269,0,0,4138697,1334401,0,0,0,90.0,N,4.0,1.0,200111.0,29490055014271.0,1.0,2000,5.0,Y,1.0,N,1.0,0.0,1999.0,10003-6919,10003.0,133165759200006.0,1331657592000.0,6,90.0,0.0,0.0,440 LAFAYETTE ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,MUSICAL THEATRE WORKS INC,1.0,198307.0,,NY,RTF00PC,2.0,3.0,3.0,3.0,A,A65,IN,,AR,A,PC,O,AR,A,,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.68186,5602.0,1,N,A65,NY,10003.0,NEW YORK,A65,,15001.0,3a,2000.0,0.0,3a,2000.0,-446.0,3a,2000.0,26210.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,216319.0,3a,2000.0,33134.0,3a,2000.0,PC,O,AR,A,IN,,900.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,52520.0,3a,2000.0,A65,A
21891,133165785,200004,1999,845,14215,0,0,882,0,0,0,70881,70881,85941,32952,39016,0,0,44337,40516,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,56810,0,-2151,15340,,29131,3,9,0,882,0,0,0,0,0,0,0,0,54659,0,29131,-3821,0,0,0,0,0,0,0,0,42837,410,50960,0,3898,0,0,94927,94927,0,0,0,93.0,N,3.0,1.0,200104.0,29490323034080.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,10001-3900,10001.0,133165785200004.0,1331657852000.0,4,93.0,0.0,0.0,7 PENN PLZ 830,3.0,0.0,NEW YORK,2.0,% BERNSTEIN PINCHUK & KAMINSKY LLP,1.0,13.0,16.0,10.0,0.0,AMERICAN SCANDINAVIAN SOCIETY OF NEW YORK INC,1.0,198402.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A23,IN,,AR,A,PC,O,AR,A,,,A23Z,AR,AR,5602.0,5600.0,36061.0,0.33420700000000003,5602.0,1,N,A23,NY,10001.0,NEW YORK,A23,,0.0,3a,2000.0,0.0,3a,2000.0,39016.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,845.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,A23,A
21901,133168350,200006,1999,374558,0,0,0,3152,40060,0,0,94189,94189,468747,430969,213782,93250,0,211757,228161,16278,14379,0,0,0,0,0,0,0,0,0,0,0,0,19475,35157,36405,0,,449272,3,7,0,3152,0,0,0,0,0,0,0,0,55880,0,449272,18303,0,242302,0,0,0,0,0,0,195479,1280278,0,128639,11773,0,0,1420690,1292051,0,0,0,90.0,N,4.0,1.0,200132.0,29490189214131.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,1999.0,10025-6160,10025.0,133168350200006.0,1331683502000.0,6,90.0,995.0,0.0,258 RIVERSIDE DR 7C,3.0,198506.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,RIVERSIDE SYMPHONY INC,1.0,198308.0,,NY,RTF00PC,2.0,2.0,2.0,2.0,A,A69,IN,,AR,A,PC,O,AR,A,,,A69Z,AR,AR,5602.0,5600.0,36061.0,0.606496,5602.0,1,N,A69,NY,10025.0,NEW YORK,A69,,53808.0,3a,2000.0,0.0,3a,2000.0,73528.0,3a,2000.0,4201.0,3a,2000.0,140254.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,320750.0,3a,2000.0,6102.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,A69,A
21903,133168746,200012,2000,217292,0,0,0,1407,0,0,0,54206,54206,271498,112838,163510,0,0,77139,167037,72289,3527,0,0,0,0,0,0,0,0,0,0,0,0,0,3737,0,49062,,271498,3,7,0,1407,0,0,0,0,0,0,0,0,0,0,271498,158660,0,46114,6729,0,0,0,0,0,4850,149025,0,17083,2639,0,0,168747,151664,0,0,0,122.0,N,4.0,1.0,200130.0,29490188013011.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,2000.0,10036-6807,10036.0,133168746200012.0,1331687462000.0,12,122.0,994.0,119.0,450 W 41ST ST SIXTH FLR,3.0,198312.0,NEW YORK,1.0,,1.0,13.0,15.0,20.0,0.0,ASSOCIATION FOR CULTURAL EQUITY INC,1.0,198308.0,,NY,RTF00PC,2.0,2.0,2.0,2.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A99Z,AR,AR,5602.0,5600.0,36061.0,0.751709,5602.0,1,N,A24,NY,10036.0,NEW YORK,A24,,32714.0,3a,2000.0,0.0,3a,2000.0,163510.0,3a,2000.0,43010.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,184578.0,3a,2000.0,57129.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,116426.0,3a,2000.0,A24,A
21911,133170953,199912,1999,17390,7261,0,0,2266,0,0,0,54174,54174,78825,53190,42864,0,0,45177,42864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25525,0,26383,0,,53300,3,9,0,0,0,0,0,2266,0,0,0,0,51908,0,53300,110,-2423,0,0,0,0,0,0,0,45177,59847,0,0,12526,0,0,191110,191110,0,0,0,927.0,N,3.0,1.0,200104.0,29409006044351.0,1.0,1999,3.0,Y,1.0,N,1.0,0.0,1999.0,10016-0914,10016.0,133170953199912.0,1331709531999.0,12,927.0,602.0,93.0,136 E 39TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,INTERNATIONAL COMMITTEE FOR THE DANCE LIBRARY OF ISRAEL INC,1.0,198308.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A12,IN,,AR,A,PC,S,ZB,A,6,,A62J,AR,AR,5602.0,5600.0,36061.0,0.660682,5602.0,1,N,A12,NY,10016.0,NEW YORK,A62,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,PC,S,ZB,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,42864.0,3a,1999.0,A62,A
21920,133171852,199912,1999,31500,0,0,0,146,0,0,0,146,146,31646,26570,37845,0,0,34269,37845,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31646,3,7,0,146,0,0,0,0,0,0,0,0,0,0,31646,5076,0,0,0,0,0,0,0,0,32769,633790,0,0,1121,0,0,634911,634911,0,0,0,602.0,N,3.0,1.0,200103.0,29490365207150.0,1.0,1999,3.0,Y,1.0,N,1.0,0.0,1999.0,10017-5612,10017.0,133171852199912.0,1331718521999.0,12,602.0,0.0,0.0,150 E 42ND ST 34TH FL,3.0,0.0,NEW YORK,1.0,% BARBARA ROATCH,1.0,13.0,15.0,10.0,0.0,AMERICAN FRIENDS OF THE AUSTRALIAN NATIONAL GALLERY FOUNDATION INC,1.0,199010.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A11,IN,,AR,A,PC,S,ZA,A,5,,A56I,AR,AR,5602.0,5600.0,36061.0,0.505039,5602.0,1,N,Q11,NY,10017.0,NEW YORK,Q11,21,0.0,3a,1999.0,25000.0,3a,1999.0,37845.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,6500.0,3a,1999.0,0.0,3a,1999.0,PC,S,ZA,A,IN,,0.0,3a,1999.0,19523.0,3a,1999.0,0.0,3a,1999.0,18322.0,3a,1999.0,Q1121,Q
21948,133177148,200006,1999,26448,0,0,0,0,1009,0,0,88529,88529,114977,101359,4402,1205,470,10497,4402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19710,59255,9544,0,,95267,3,0,0,0,0,0,0,0,0,0,0,0,29254,0,95267,-6092,0,49087,13671,0,0,0,0,0,10497,0,0,0,0,0,0,0,0,0,0,0,998.0,N,1.0,1.0,200104.0,29490007076051.0,71.0,2000,4.0,Y,1.0,N,1.0,0.0,1999.0,10044-0203,10044.0,133177148200006.0,1331771482000.0,6,,,,PO BOX 146,3.0,,ROOSEVELT ISLAND,,,,,0.0,,0.0,ROOSEVELT ISLAND THEATRE CORP,,,,NY,RTF00PC,1.0,1.0,2.0,2.0,A,A65,IN,,AR,A,PC,O,AR,A,,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.79675,5602.0,1,N,A65,NY,10044.0,ROOSEVELT ISLAND,A65,,10018.0,3a,2000.0,0.0,3a,2000.0,4402.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,16430.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,3902.0,3a,2000.0,A65,A
21966,133180628,200012,2000,94300,0,679025,202986,32004,8333,0,0,711029,508043,805329,617693,1077225,0,0,1092575,1077225,0,0,1077225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,602343,3,10,0,182,31822,0,0,0,476039,0,0,0,0,0,602343,-15350,0,47629,4567,0,0,0,0,1092575,1092575,0,0,0,0,0,0,0,0,0,0,0,90.0,N,6.0,1.0,200139.0,29490251113011.0,1.0,2000,5.0,Y,1.0,N,1.0,0.0,2000.0,10023-6913,10023.0,133180628200012.0,1331806282000.0,12,90.0,0.0,0.0,20 LINCOLN CTR - NYS THEATRE,3.0,0.0,NEW YORK,1.0,% MS BARBARA HORGAN,1.0,13.0,4.0,1.0,0.0,THE GEORGE BALANCHINE FOUNDATION INC,1.0,198404.0,,NY,RTF00PC,4.0,3.0,3.0,3.0,A,A99,IN,,AR,A,PF,O,AR,A,,,,AR,AR,5602.0,5600.0,36061.0,0.295462,5602.0,1,B,A99,NY,10023.0,NEW YORK,T20,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,37401.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,94300.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,18400.0,3a,2000.0,946622.0,3a,2000.0,73502.0,3a,2000.0,A99,A
