,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,OLDNTEE,NTEE2,TOTREV,RASCD,RINCCD,RREVCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
14358,131997644,325950,0,0,0,210,9358,0,0,115943,115943,441893,411860,-144974,0,0,91145,97049,266152,242023,0,0,0,0,0,0,0,0,0,0,0,0,0,61269,0,0,,A65Z,,441893,1,2,2,2,AMERICAN PLACE THEATRE INC,,111 W 46TH ST,NEW YORK,NY,10036-8502,0.0,3.0,3.0,2300.0,196407.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,59.0,0.0,0.0,B9710,,0,1,1,4,1,36061,A65Z,A65,,PC,O,AR,A,IN,,1993,A,A65Z,0.727665,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1994,A65,199406,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
14359,131997754,511183,0,0,0,843,49554,0,0,621841,621841,1133024,1040760,174165,110000,0,573762,534414,465250,360249,0,0,0,0,0,0,0,0,0,0,0,0,17062,601229,0,2707,,A65P,,1115962,3,4,4,4,YOUNG AUDIENCES-NEW YORK INC,,1 E 53RD ST 8TH FLR,NEW YORK,NY,10022-4200,0.0,3.0,3.0,1200.0,197005.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1,1,1,6,1,36061,A65P,A65,6.0,PC,O,AR,A,IN,,1993,A,A65P,0.9576040000000001,10022.0,10022.0,5602.0,5600.0,36061.0,,AR,1994,A25,199406,NY,10022.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A25,A
14364,131999454,81570,0,0,0,6755,834,0,0,16189,16189,97759,102989,3053109,27567,0,3861978,3072684,2026,19575,0,0,0,0,0,0,0,0,0,0,0,0,2733,0,6701,0,S,A65Z,,95026,4,1,1,2,H B PLAYWRIGHTS FOUNDATION INC,,120 BANK ST,NEW YORK,NY,10014-2126,0.0,3.0,3.0,1000.0,196403.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,119.0,59.0,279.0,B9710,,1,1,0,1,0,36061,A65Z,A65,,PC,O,AR,A,IN,,1993,A,A65Z,0.538284,10014.0,10014.0,5602.0,5600.0,36061.0,,AR,1994,A65,199408,NY,10014.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
14369,132501829,5700,0,0,0,11065,0,0,0,4882993,4882993,4888693,4838502,761216,259674,0,1457506,1431933,746481,670717,0,0,0,0,0,0,0,0,0,0,0,0,0,3807607,0,1064321,,B99Z,,4888693,4,4,4,4,AMDA INC,,2109 BROADWAY,NEW YORK,NY,10023-2106,0.0,3.0,3.0,2100.0,196405.0,1.0,11.0,1.0,13.0,0.0,10.0,6,AMDA,46.0,30.0,119.0,B9710,,1,1,1,6,1,36061,B99Z,B99,,PC,O,ED,B,IN,,1993,B,B99Z,0.270913,10023.0,10023.0,5602.0,5600.0,36061.0,,ED,1994,B99,199406,NY,10023.0,NEW YORK,,,B,ED,ED,PC,O,ED,B,IN,,A6E,A
14370,132502177,1952324,0,0,0,24423,319992,0,0,1651867,1651867,3604191,3599080,1003834,20614,0,1284504,1179952,285781,176118,0,0,0,0,0,0,0,0,0,0,0,0,0,1537216,0,78534,,A62Z,,3604191,4,4,4,4,CUNNINGHAM DANCE FOUNDATION INC,,55 BETHUNE ST,NEW YORK,NY,10014-1703,0.0,3.0,3.0,1200.0,196608.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,40.0,B9710,,1,1,1,6,1,36061,A62Z,A62,,PC,O,AR,A,IN,,1993,A,A62Z,0.481674,10014.0,10014.0,5602.0,5600.0,36061.0,,AR,1994,A62,199406,NY,10014.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
14376,132506499,20225,33279,0,0,0,0,0,0,38878,38878,92382,78281,14572,0,0,471,14572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26996,11861,20,,A20Z,,92382,1,1,1,1,ART INFORMATION CENTER INC,,280 BROADWAY RM 412,NEW YORK,NY,10007-1896,0.0,3.0,3.0,1200.0,196502.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,59.0,602.0,0.0,B9710,,1,1,1,6,1,36061,A20Z,A20,,PC,O,AR,A,IN,,1994,A,A20Z,0.29581799999999997,10007.0,10007.0,5602.0,5600.0,36061.0,,AR,1994,A20,199412,NY,10007.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A20,A
14377,132506620,0,502966,69011,65451,61822,0,0,0,1007195,941744,1510161,1237936,1103576,137255,0,1353662,1352633,257795,249057,0,0,0,0,0,1825,1825,0,1825,0,0,0,199065,620211,57086,0,,A33C,,1245645,4,4,4,4,ASSOCIATION OF AMERICAN UNIVERSITY PRESSES INC,,584 BROADWAY,NEW YORK,NY,10012-3229,0.0,3.0,3.0,2000.0,196506.0,1.0,16.0,1.0,13.0,0.0,10.0,3,,59.0,602.0,0.0,B9710,,1,1,1,6,1,36061,A33C,A33,3.0,PC,O,AR,A,IN,,1993,A,A33C,0.47164300000000003,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1994,A03,199403,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A0333,A
14380,132509176,0,74551,0,0,220,0,0,0,5400,5400,79951,83357,31226,0,0,35045,32067,413,841,0,0,0,0,0,0,0,0,0,0,0,0,0,5180,0,0,,A99Z,,79951,1,1,1,1,PHOENIX GALLERY INC,,568 BROADWAY,NEW YORK,NY,10012-3225,0.0,3.0,3.0,1.0,199612.0,1.0,16.0,1.0,1.0,0.0,10.0,12,,90.0,91.0,0.0,ALM97,1992.0,1,1,1,6,1,36061,A99Z,A99,,PC,O,AR,A,IN,,1992,A,A99Z,0.282049,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1992,A40,199212,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
14387,132513378,191626,0,56324,55805,42258,0,0,0,98582,42777,290208,197144,831468,0,0,794483,833468,274,2000,831468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,T70Z,,234403,3,2,2,2,ACTORS EQUITY FOUNDATION INC,,165 W 46TH ST,NEW YORK,NY,10036-2501,0.0,3.0,3.0,2000.0,197503.0,1.0,15.0,1.0,13.0,0.0,10.0,3,,561.0,902.0,602.0,B9710,,1,1,1,6,1,36061,T70Z,T70,,PC,S,ZE,T,IN,,1993,T,T70Z,0.5042270000000001,10036.0,10036.0,5602.0,5600.0,36061.0,,PU,1994,T70,199403,NY,10036.0,NEW YORK,,,T,PU,OT,PC,S,ZE,,IN,,A1265,A
14401,132535870,1964,0,0,0,587,0,0,0,346454,346454,348418,324396,91146,23720,0,96485,97716,29361,6570,0,0,0,0,0,0,0,0,0,0,0,0,0,325550,0,20317,,A65Z,,348418,1,2,2,2,NATIONAL SHAKESPEARE COMPANY INC,,353 WEST 48TH ST 3RD FLOO,NEW YORK,NY,10036-0000,0.0,3.0,3.0,2000.0,196507.0,1.0,16.0,1.0,13.0,0.0,10.0,5,,119.0,59.0,0.0,B9710,,1,1,1,6,1,36061,A65Z,A65,,PC,O,AR,A,IN,,1993,A,A65Z,0.590471,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1994,A65,199405,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
14404,132540526,1376788,85622,0,0,2572,128087,0,0,250592,250592,1713002,1756620,98970,139122,0,698347,587590,436468,488620,0,0,0,0,0,0,12500,5000,7500,0,0,0,119291,145637,-46241,29333,,A26Z,,1593711,3,4,4,4,AMERICAN COUNCIL FOR THE ARTS INC,,1 E 53RD ST 7TH FLR,NEW YORK,NY,10022-4294,0.0,3.0,3.0,1200.0,196305.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,59.0,602.0,0.0,B9710,,1,1,1,6,1,36061,A26Z,A26,,PC,O,AR,A,IN,,1993,A,A26Z,0.293481,10022.0,10022.0,5602.0,5600.0,36061.0,,AR,1994,A26,199406,NY,10022.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A26,A
14410,132548780,199478,0,1950027,1883291,103964,228003,0,42156,3277623,1394332,3477101,1466563,3013585,0,0,3221646,3173594,242556,160009,0,0,0,0,0,0,0,0,0,0,0,0,92752,610286,405621,28140,,A99Z,,1501058,4,4,4,4,SPANISH INSTITUTE INC,,684 PARK AVE,NEW YORK,NY,10021-5043,0.0,3.0,3.0,1000.0,195508.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,40.0,279.0,B9710,,1,1,1,4,1,36061,A99Z,A99,,PC,O,AR,A,IN,,1994,A,A99Z,0.9378290000000001,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1995,A23,199506,NY,10021.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
14414,132552286,0,1320,0,0,1894,0,0,0,81094,81094,82414,93020,47542,0,0,79636,70028,21488,22486,47542,0,0,0,0,0,0,0,0,0,0,0,0,79200,0,0,,A40Z,,82414,1,1,1,1,WASHINGTON SQUARE OUTDOOR ART EXHIBIT INC,,115 E 9TH ST 7C,NEW YORK,NY,10003-5421,0.0,3.0,3.0,1000.0,196608.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,65.0,207.0,59.0,B9710,,1,1,1,6,1,36061,A40Z,A40,,PC,O,AR,A,IN,,1994,A,A40Z,0.405729,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1994,A40,199412,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
14416,132552500,1371253,0,0,0,2333,216382,0,0,442618,442618,1813871,1898600,1643000,154000,0,2400264,2306632,667035,663632,0,0,0,0,0,0,0,0,0,0,0,0,6253,400764,0,17468,,A25Z,A20Z,1807618,4,4,4,4,HARLEM SCHOOL OF THE ARTS INC,,645 ST NICHOLAS AVE,NEW YORK,NY,10030-1001,0.0,3.0,3.0,1200.0,196507.0,1.0,11.0,1.0,13.0,0.0,10.0,6,,59.0,602.0,0.0,B9710,,1,1,1,6,1,36061,A25Z,A25,,PC,O,AR,A,IN,,1993,A,A25Z,0.518555,10030.0,10030.0,5602.0,5600.0,36061.0,,AR,1994,A25,199406,NY,10030.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A25,A
14425,132562192,599252,0,0,0,1629,38629,0,0,444408,444408,1043660,702678,735968,151187,0,687493,922833,192817,186865,735968,0,0,0,0,0,0,0,0,0,0,94485,5205,325573,26120,0,,A6EZ,A68P,943970,3,4,3,3,BLOOMINGDALE HOUSE OF MUSIC INC,,323 W 108TH ST,NEW YORK,NY,10025-2743,0.0,3.0,3.0,1000.0,196606.0,1.0,11.0,1.0,13.0,0.0,10.0,6,,59.0,0.0,0.0,B9710,,1,1,1,4,1,36061,A6EZ,A6E,,PC,O,AR,A,IN,,1993,A,A6EZ,0.14313900000000002,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1994,A6E,199406,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A
14438,132570500,86755,0,0,0,-1148,5156,0,0,140086,140086,226841,151022,139914,39000,0,126131,156592,6158,16678,0,0,0,0,0,0,0,0,0,0,0,0,55877,0,83933,1424,,A6BZ,,170964,2,2,2,2,STAGE DIRECTORS & CHOREOGRAPHERS WORKSHOP FOUNDATION INC,,1501 BROADWAY 31ST FLOOR,NEW YORK,NY,10036-5653,0.0,3.0,3.0,2000.0,196511.0,1.0,15.0,1.0,13.0,0.0,10.0,6,ON INC,59.0,0.0,0.0,B9710,,1,1,1,6,1,36061,A6BZ,A6B,,PC,O,AR,A,IN,,1994,A,A6BZ,0.456696,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1995,A6B,199506,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A1960,A
14440,132571063,1050398,0,0,0,366,173187,0,0,779054,779054,1829452,1812678,-853104,162048,0,265921,303303,1089049,1156407,0,0,0,0,0,0,0,0,0,0,0,0,46750,691611,0,40327,,A62Z,,1782702,2,4,4,4,MARTHA GRAHAM SCHOOL OF CONTEMPORARY DANCE INC,,316 E 63RD ST,NEW YORK,NY,10021-7702,0.0,3.0,3.0,1000.0,195901.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,30.0,90.0,0.0,B9710,,0,0,1,6,0,36061,A62Z,A62,,PC,O,AR,A,IN,,1993,A,A62Z,0.48176899999999995,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1993,A62,199312,NY,10021.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
14441,132571900,2966462,0,131484,130441,37323,148040,0,0,380848,250407,3347310,1915189,4448372,89873,38180,1294488,4501797,128213,53425,0,0,0,0,0,0,0,0,0,0,0,0,80544,4667,121306,5524,S,A82J,,3136325,4,4,4,4,WORLD MONUMENTS FUND INC,,949 PARK AVE,NEW YORK,NY,10028-0307,0.0,3.0,3.0,2000.0,196505.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,59.0,0.0,0.0,B9710,,1,1,0,1,0,36061,A80Z,A80,,PC,O,AR,A,IN,,1993,A,A80Z,0.0977296,10028.0,10028.0,5602.0,5600.0,36061.0,,AR,1994,A80,199406,NY,10028.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
14453,132575101,34980,8300,0,0,0,0,0,0,0,0,43280,52885,9051,0,0,18656,9051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A74Z,,43280,1,1,1,1,AMERICAN PORTUGUESE SOCIETY INC,% BANCO TOTTA & ACOPES,555 MADISON AVENUE 7TH FL,NEW YORK,NY,10022-3390,0.0,3.0,3.0,2000.0,196701.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,161.0,180.0,59.0,B9710,,1,1,1,6,1,36061,A74Z,A74,,PC,O,AR,A,IN,,1994,A,A74Z,0.530436,10022.0,10022.0,5602.0,5600.0,36061.0,,AR,1994,A74,199412,NY,10022.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
14457,132578697,3202570,0,0,0,2091,363086,0,0,6281584,6281584,9484154,9309894,-1667911,0,0,711187,659269,2349363,2327180,0,0,0,0,0,0,0,0,0,0,0,0,203995,5614983,397606,62909,,A63I,,9280159,3,5,5,5,FOUNDATION JOFFREY BALLET,% SQUADRON ALTER & WEINRIB ESQ,130 W 56 ST,NEW YORK,NY,10019-3818,0.0,3.0,3.0,2000.0,196409.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,59.0,0.0,0.0,B9710,,0,0,1,6,0,36061,A63I,A63,6.0,PC,O,AR,A,IN,,1993,A,A63I,0.39968400000000004,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1994,A63,199406,NY,10019.0,NEW YORK,,,A,AR,AR,PC,S,ZA,,IN,,A1163,A
14458,132578968,11815,810,0,0,22,0,0,0,57464,57464,70089,73731,-155761,0,0,24573,20960,178501,176721,-155761,0,0,810,72550,0,0,0,0,0,0,0,0,57442,0,0,,A31Z,,70089,1,1,1,1,NEW AMERICAN CINEMA GROUP INC,THE CLOCKTOWER,175 LEXINGTON AVE,NEW YORK,NY,10016-7328,0.0,3.0,3.0,1000.0,199402.0,1.0,16.0,1.0,13.0,199712.0,10.0,12,FILM MAKERS COOPERATIVE DIVISION,995.0,119.0,61.0,B9710,,0,0,0,1,0,36061,A31Z,A31,,PC,O,AR,A,IN,,1993,A,A31Z,0.34216399999999997,10016.0,10016.0,5602.0,5600.0,36061.0,,AR,1993,A31,199312,NY,10016.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
14463,132583793,351106,0,15326,0,90645,0,0,0,5754131,5754131,6105237,5854670,1845776,312500,0,2387558,2608356,732661,762580,0,0,0,0,0,0,0,0,0,0,0,0,59688,5605065,-16593,0,,A65Z,,6045549,4,5,5,5,THEATREWORKS USA CORPORATION,,890 BROADWAY,NEW YORK,NY,10003-1211,0.0,3.0,3.0,1200.0,196708.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1,1,1,6,1,36061,A65Z,A65,,PC,O,AR,A,IN,,1993,A,A65Z,0.796359,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1994,A65,199406,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
14464,132584273,2869896,0,0,0,13272,314860,1448,38302,7203802,7202354,10073698,9116044,313364,309362,0,2259978,2583148,2016427,2269784,0,0,0,0,0,0,0,0,0,0,0,0,886393,6192162,0,72225,,A62Z,,9185857,4,6,5,5,DANCE THEATRE FOUNDATION,,211 W 61ST ST 3RD FLR,NEW YORK,NY,10023-7832,0.0,3.0,3.0,1200.0,196803.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,40.0,B9710,,1,1,1,6,1,36061,A62Z,A62,,PC,O,AR,A,IN,,1994,A,A62Z,0.876397,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1995,A62,199506,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
14475,132588377,77969,0,0,0,0,0,0,0,0,0,77969,72503,17041,0,0,11575,22381,0,5340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A6EZ,A62P,77969,1,1,1,1,LAROCQUE BEY SCHOOL OF DANCE THEATRE INC,,180 W 135TH ST,NEW YORK,NY,10030-2902,0.0,3.0,3.0,1200.0,197004.0,1.0,11.0,1.0,13.0,0.0,10.0,12,,46.0,30.0,59.0,B9710,,1,1,1,6,1,36061,A6EZ,A6E,,PC,O,AR,A,IN,,1994,A,A6EZ,0.7964439999999999,10030.0,10030.0,5602.0,5600.0,36061.0,,AR,1994,A6E,199412,NY,10030.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A
14476,132590315,94913,0,0,0,0,0,0,0,57621,57621,152534,103735,-14978,0,0,1975,31142,65752,46120,-14978,0,0,0,0,0,0,0,0,0,0,0,0,0,57621,0,,N52Z,A68Z,152534,1,2,2,2,BAR HARBOR FESTIVAL CORPORATION,,741 W END AVE SUITE 4 B,NEW YORK,NY,10025-6222,0.0,3.0,3.0,1230.0,196712.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,119.0,59.0,0.0,B9710,,0,1,1,6,1,36061,N52Z,N52,,PC,O,HS,N,IN,,1993,N,N52Z,0.247522,10025.0,10025.0,5602.0,5600.0,36061.0,,HU,1993,A68,199312,NY,10025.0,NEW YORK,,,N,HU,HU,PC,O,HS,N,IN,,A68,A
14478,132590805,1909196,51290,0,0,0,154272,0,0,689742,689742,2650228,2495576,3073075,0,0,5165813,5301219,1674042,2228144,0,0,0,0,0,0,0,0,0,0,0,529012,44336,175179,156348,0,,A51Z,,2076880,5,4,4,4,STUDIO MUSEUM IN HARLEM INC,,144 W 125TH ST,NEW YORK,NY,10027-4423,0.0,3.0,3.0,2000.0,196711.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,59.0,60.0,0.0,B9710,,1,1,1,4,1,36061,A51Z,A51,,PC,O,AR,A,IN,,1993,A,A51Z,0.498816,10027.0,10027.0,5602.0,5600.0,36061.0,,AR,1994,A53,199406,NY,10027.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A53,A
14488,132596350,21692,0,0,0,8407,883,0,0,27654,27654,49346,24570,142046,0,0,148729,174904,31459,32858,0,0,0,0,0,0,0,0,0,0,0,0,0,17835,0,1412,,A33Z,V26Z,49346,2,1,1,1,COLUMBIA JOURNAL OF LAW & SOCIAL PROBLEMS INC,,435 W 116TH ST,NEW YORK,NY,10027-7201,0.0,3.0,3.0,2000.0,196712.0,1.0,17.0,1.0,13.0,0.0,10.0,6,,59.0,120.0,0.0,B9710,,1,1,1,6,1,36061,A33Z,A33,,PC,O,AR,A,IN,,1993,A,A33Z,0.9505469999999999,10027.0,10027.0,5602.0,5600.0,36061.0,,AR,1994,A33,199406,NY,10027.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
14489,132596500,3020915,196734,0,0,8660,290688,0,0,1084716,1084716,4302365,4142255,7784955,102691,0,14798587,14929541,7073148,7144586,0,0,0,0,0,0,0,0,0,0,0,20318,80276,481664,0,20792,S,A55Z,A82Z,4201771,6,4,4,4,SOUTH STREET SEAPORT MUSEUM,,207 FRONT ST,NEW YORK,NY,10038-2121,0.0,3.0,3.0,2000.0,198903.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,60.0,0.0,0.0,B9702,1997.0,1,1,1,4,1,36061,A50Z,A50,,PC,O,AR,A,IN,,1993,A,A50Z,0.28931999999999997,10038.0,10038.0,5602.0,5600.0,36061.0,,AR,1993,A50,199312,NY,10038.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A50,A
14490,132596741,473700,0,0,0,32628,0,0,0,47703,47703,521403,517669,893158,105000,0,1002775,982215,120351,89057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15075,,A20A,,521403,3,3,3,3,BUSINESS COMMITTEE FOR THE ARTS INC,% FINANCIAL DEPT,1775 BROADWAY,NEW YORK,NY,10019-1903,0.0,3.0,3.0,1200.0,196803.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,119.0,59.0,120.0,B9710,,1,1,1,3,1,36061,A20A,A20,2.0,PC,O,AR,A,IN,,1994,A,A20A,0.594956,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1994,A90,199412,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A90,A
14491,132597744,386620,0,0,0,690,0,0,0,182125,182125,568745,580411,-36657,0,0,199222,132898,224213,169555,0,0,0,0,0,0,0,0,0,0,0,0,0,107704,0,0,,A65Z,,568745,2,3,3,3,PUERTO RICAN TRAVELING THEATER COMPANY INC,,141 W 94TH ST,NEW YORK,NY,10025-7016,0.0,3.0,3.0,1200.0,196903.0,1.0,15.0,1.0,13.0,0.0,10.0,9,,119.0,59.0,0.0,B9710,,0,1,1,4,1,36061,A65Z,A65,,PC,O,AR,A,IN,,1993,A,A65Z,0.106822,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1994,A65,199409,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
14493,132598476,55730,0,160535,164465,189,7148,0,0,567031,402566,622761,464135,-71545,56500,0,75592,61787,156298,133332,-70101,0,0,0,0,0,0,0,0,0,0,0,0,397436,0,8871,,A6BC,,458296,1,3,2,2,NATIONAL CHORAL COUNCIL INC,M J LEVERSON,1650 BROADWAY RM 301,NEW YORK,NY,10019-6833,0.0,3.0,3.0,2000.0,196712.0,1.0,16.0,1.0,13.0,0.0,10.0,9,,119.0,59.0,0.0,B9710,,0,0,0,1,0,36061,A6BC,A6B,6.0,PC,O,AR,A,IN,,1993,A,A6BC,0.425749,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1994,A6B,199409,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A03,A
14498,132601303,1058080,16112,0,0,1462,0,0,0,23095,23095,1097287,1069272,-27296,103608,0,160442,135951,215753,163247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A26Z,,1097287,2,4,4,4,BRONX COUNCIL ON THE ARTS INC,,1738 HONE AVE,BRONX,NY,10461-1403,0.0,3.0,3.0,2000.0,196803.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,0,1,1,4,1,36005,A26Z,A26,,PC,O,AR,A,IN,,1993,A,A26Z,0.9968809999999999,10461.0,10461.0,5602.0,5600.0,36005.0,,AR,1994,A26,199406,NY,10461.0,BRONX,,,A,AR,AR,PC,O,AR,A,IN,,A26,A
14511,132608326,617254,0,0,0,1665,31510,0,0,24178,24178,641432,587735,183764,139700,0,133289,184394,3222,630,0,0,0,0,0,0,1201,0,0,0,0,0,0,12878,0,9635,,A30G,,641432,2,3,3,3,MORALITY IN MEDIA INC,,475 RIVERSIDE DR,NEW YORK,NY,10115-0099,0.0,3.0,3.0,2000.0,196312.0,1.0,15.0,5.0,13.0,0.0,10.0,12,,328.0,0.0,0.0,B9710,,1,1,1,6,1,36061,A30G,A30,3.0,PC,O,AR,A,IN,,1994,A,A30G,0.8735299999999999,10115.0,10115.0,5602.0,5600.0,36061.0,,AR,1994,A30,199412,NY,10115.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A1930,A
14523,132614483,761243,0,0,0,0,0,0,0,68750,68750,829993,854589,235426,40040,0,1657525,1588277,1440790,1352851,0,0,0,0,0,0,0,0,0,0,0,17705,0,0,0,20900,,A99Z,,812288,4,3,3,3,JAZZMOBILE INC,,154 W 127TH ST,NEW YORK,NY,10027-3722,0.0,3.0,3.0,1200.0,196803.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1,1,0,0,0,36061,A99Z,A99,,PC,O,AR,A,IN,,1993,A,A99Z,0.476495,10027.0,10027.0,5602.0,5600.0,36061.0,,AR,1994,A68,199406,NY,10027.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
14526,132615433,46888,0,0,0,370,0,0,0,57199,57199,104087,62797,23064,20982,0,101583,110786,62161,87722,23064,0,0,0,0,0,0,0,0,0,0,57648,0,11786,0,5339,,A6EZ,A68P,46439,2,2,1,1,MANNA HOUSE WORKSHOPS INC,,338 E 106TH ST,NEW YORK,NY,10029-4833,0.0,3.0,3.0,1200.0,196804.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1,1,1,4,1,36061,A6EZ,A6E,,PC,O,AR,A,IN,,1993,A,A6EZ,0.808136,10029.0,10029.0,5602.0,5600.0,36061.0,,AR,1994,A6E,199406,NY,10029.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A
