,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,OLDNTEE,NTEE2,TOTREV,RASCD,RINCCD,RREVCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
13751,132928942,1937708,0,0,0,0,0,0,0,313418,313418,2251126,2263175,633842,446499,0,5421981,4675338,4776090,4041496,0,0,0,0,0,0,0,0,0,0,0,0,0,310769,0,2649,,A6DZ,,2251126,4.0,4.0,4.0,4.0,MEET THE COMPOSER INC,,2112 BROADWAY,NEW YORK,NY,10023-2142,0.0,3.0,3.0,1000.0,197807.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,602.0,603.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A6DZ,A6D,,PC,O,AR,A,IN,,1992,A,A6DZ,0.105261,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1993,A68,199306,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
13754,132930528,30000,0,0,0,5299,0,0,0,5299,5299,35299,52551,198681,0,0,217033,199881,1100,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Z99Z,,35299,2.0,1.0,1.0,1.0,EAST ASIAN HISTORY OF SCIENCE INC EAHS,PAUL WEISS,1285 AVE OF THE AMERICAS,NEW YORK,NY,10019-6028,0.0,3.0,3.0,2100.0,197803.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,124.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,Z99Z,Z99,,PC,O,UN,Z,IN,,1993,Z,Z99Z,0.501644,10019.0,10019.0,5602.0,5600.0,36061.0,,UN,1993,Z99,199312,NY,10019.0,NEW YORK,,,Z,UN,OT,PC,O,UN,Z,IN,,A80,A
13755,132931112,50348,0,0,0,1549,15829,0,0,126097,126097,176445,159883,51690,0,0,69241,73575,18315,21885,0,0,0,0,0,0,0,0,0,0,0,0,15798,106250,527,1973,,A76Z,,160647,1.0,2.0,2.0,2.0,WRITERS ROOM INC,,10 ASTOR PL STE 6TH FL,NEW YORK,NY,10003-6935,0.0,3.0,3.0,1000.0,199110.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,92.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A76Z,A76,,PC,O,AR,A,IN,,1992,A,A76Z,0.5370060000000001,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1993,A76,199306,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
13759,132933217,3646011,8057,0,0,8681,15019,0,0,268812,268812,3922880,3328074,882842,0,0,362039,969912,74003,87070,0,0,0,0,0,0,0,0,0,0,0,0,0,211089,49042,0,,A30L,A31B,3922880,3.0,4.0,4.0,4.0,MEDIA NETWORK A M I C,,39 W 14TH ST STE 403,NEW YORK,NY,10011-7489,0.0,3.0,3.0,1000.0,197402.0,1.0,16.0,5.0,13.0,0.0,10.0,12,,0.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A30L,A30,3.0,PC,O,AR,A,IN,,1993,A,A30L,0.666895,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1993,A30,199312,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A1930,A
13761,132933486,184730,0,0,0,1655,0,0,0,39090,39090,223820,202472,71020,23750,0,73864,74934,24192,3914,0,0,0,0,0,0,0,0,0,0,0,0,0,37435,0,0,,A30Z,,223820,1.0,2.0,2.0,2.0,ASIAN CINE-VISION INC,,32 E BROADWAY,NEW YORK,NY,10002-6820,0.0,3.0,3.0,2000.0,198704.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,121.0,122.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A30Z,A30,,PC,O,AR,A,IN,,1993,A,A30Z,0.06576069999999999,10002.0,10002.0,5602.0,5600.0,36061.0,,AR,1993,A31,199312,NY,10002.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
13764,132933765,4000,3000,0,0,0,0,0,0,46653,46653,53653,65727,-24307,0,0,6567,993,18800,25300,0,0,0,0,0,0,0,0,0,0,0,0,0,46653,0,0,,A76Z,,53653,1.0,1.0,1.0,1.0,INDIA FESTIVAL COMMITTEE INC,,PO BOX 6975 GRAND CENTRAL,NEW YORK,NY,10163-6975,0.0,3.0,3.0,2000.0,197806.0,1.0,15.0,1.0,13.0,0.0,10.0,7,,92.0,119.0,0.0,B9710,,0.0,0,1,6.0,0,36061.0,A76Z,A76,,PC,O,AR,A,IN,,1991,A,A76Z,0.770195,10163.0,10163.0,5602.0,5600.0,36061.0,,AR,1992,A76,199207,NY,10163.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
13771,132934575,816060,203437,278387,270077,97435,117701,0,0,540521,270444,1560018,1251427,1029485,78468,0,1749127,1963960,758156,934475,0,0,0,0,0,0,0,0,0,0,0,0,0,157943,0,6756,,S50Z,,1289941,4.0,4.0,4.0,4.0,CHAMBER MUSIC AMERICA INC,,305 SEVENTH AVE 5TH FLR,NEW YORK,NY,10001-0000,0.0,3.0,3.0,2000.0,197806.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,603.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,S50Z,S50,,PC,O,PB,S,IN,,1992,S,S50Z,0.115277,10001.0,10001.0,5602.0,5600.0,36061.0,,PU,1993,A03,199306,NY,10001.0,NEW YORK,,,S,PU,OT,PC,O,PB,S,IN,,A0368,A
13774,132934876,14611,0,0,0,613,0,0,0,15183,15183,29794,1672,46306,0,0,36088,52806,6500,6500,46306,0,0,0,0,0,0,0,0,0,0,0,11404,0,3166,0,,A31Z,,18390,1.0,1.0,1.0,1.0,WRITERS GUILD OF AMERICA EAST FOUNDATION INC,,555 W 57TH ST,NEW YORK,NY,10019-2925,0.0,3.0,3.0,2000.0,197806.0,1.0,15.0,1.0,13.0,0.0,10.0,1,,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A31Z,A31,,PC,O,AR,A,IN,,1993,A,A31Z,0.704558,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1994,A31,199401,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
13776,132935188,215880,0,0,0,6940,0,0,0,40946,11794,256826,150420,298664,0,0,227710,344442,6300,45778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,,A20Z,,227674,2.0,2.0,2.0,2.0,BREAD & ROSES CULTURAL PROJECT INC,,330 W 42ND ST,NEW YORK,NY,10036-6902,0.0,3.0,3.0,1230.0,197808.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,88.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,A20Z,A20,,PC,O,AR,A,IN,,1993,A,A20Z,0.345544,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1993,A20,199312,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A20,A
13780,132935914,25604,0,0,0,0,0,2249,9365,12822,10573,38426,32650,12162,1266,0,21643,24517,13008,12355,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,0,0,,A30Z,,36177,1.0,1.0,1.0,1.0,LEONARDA PRODUCTIONS INC,,PO BOX 1736,NEW YORK,NY,10025-1559,0.0,3.0,3.0,1200.0,197806.0,1.0,15.0,1.0,13.0,198205.0,10.0,5,,994.0,89.0,90.0,B9710,,1.0,1,1,6.0,1,36061.0,A30Z,A30,,PC,O,AR,A,IN,,1993,A,A30Z,0.151842,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1994,A30,199405,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A30,A
13784,132936291,264449,3175,0,0,4102,36309,0,0,107372,107372,374996,371345,171019,60667,0,224197,340834,27698,169815,0,0,0,0,0,0,2000,0,0,0,0,0,29131,73876,0,263,,A00B,I00N,345865,2.0,2.0,2.0,2.0,VOLUNTEER LAWYERS FOR THE ARTS INC,,1 E 53RD ST 6TH FL,NEW YORK,NY,10022-4294,0.0,3.0,3.0,1200.0,197805.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,462.0,123.0,120.0,B9710,,1.0,1,1,6.0,1,36061.0,A00B,A00,0.0,PC,O,AR,A,IN,,1992,A,A00B,0.09268610000000001,10022.0,10022.0,5602.0,5600.0,36061.0,,AR,1993,A90,199308,NY,10022.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A90,A
13791,132938496,86342,0,0,0,121,6019,0,555,8336,8336,94678,106461,52843,31000,0,74501,75350,9875,22527,0,0,0,0,0,0,0,0,0,0,0,0,0,7660,0,0,,A60Z,,94678,1.0,1.0,1.0,2.0,ARTS RESOURCES IN COLLABORATION INC,,150 FIFTH AVE STE 324,NEW YORK,NY,10011-4311,0.0,3.0,3.0,2000.0,198105.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A60Z,A60,,PC,O,AR,A,IN,,1993,A,A60Z,0.263757,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1993,A61,199312,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A0261,A
13797,132940554,97707,0,0,0,879,405,0,0,2129,2129,99836,134612,5416,0,0,107124,5416,66932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,,A32Z,,99836,1.0,1.0,1.0,2.0,ON TELEVISION LTD,,388 BROADWAY,NEW YORK,NY,10013-3542,0.0,3.0,3.0,1000.0,197806.0,1.0,15.0,1.0,13.0,0.0,10.0,7,,121.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A32Z,A32,,PC,O,AR,A,IN,,1991,A,A32Z,0.8323969999999999,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1992,A32,199207,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A32,A
13799,132941455,690901,72265,0,0,9234,134108,0,0,772926,772926,1536092,1552474,405974,107150,0,606749,753131,184393,347157,0,0,0,0,0,0,0,0,0,0,0,0,0,668353,0,95339,,A61Z,,1536092,3.0,4.0,4.0,4.0,SYMPHONY SPACE INC,,2537 BROADWAY,NEW YORK,NY,10025-6947,0.0,3.0,3.0,1200.0,197808.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A61Z,A61,,PC,O,AR,A,IN,,1992,A,A61Z,0.447317,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1993,A61,199306,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A61,A
13804,132943022,213072,0,0,0,2843,23852,0,0,37928,37928,251000,256232,11540,0,0,359601,310174,342829,298634,0,0,0,0,0,0,0,0,0,0,0,0,0,35060,0,25,,A99Z,,251000,2.0,2.0,2.0,2.0,PICK UP PERFORMANCE COMPANY INC,,131 VARICK ST STE 901,NEW YORK,NY,10013-1410,0.0,3.0,3.0,2000.0,197807.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A99Z,A99,,PC,O,AR,A,IN,,1993,A,A99Z,0.494749,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1994,A99,199406,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A99,A
13807,132943335,8000,0,0,0,0,0,0,0,261848,261848,269848,88729,-181355,0,0,16964,183918,379439,365273,0,0,0,0,0,0,0,0,0,0,0,0,0,261848,0,0,,A31Z,,269848,2.0,2.0,2.0,1.0,CABIN CREEK CENTER FOR WORK AND ENVIRONMENTAL STUDIES INC,,155 SIXTH AVE 10TH FLR,NEW YORK,NY,10013-1507,0.0,3.0,3.0,1200.0,197908.0,1.0,15.0,1.0,13.0,198106.0,10.0,6,IES INC,994.0,119.0,122.0,B9710,,0.0,1,1,6.0,1,36061.0,A31Z,A31,,PC,O,AR,A,IN,,1992,A,A31Z,0.37904099999999996,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1993,A31,199306,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
13812,132944501,0,14109,1000,948,3301,0,0,8269,12570,11622,26679,34145,101985,0,0,110399,101985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A40Z,D30Z,25731,2.0,1.0,1.0,1.0,AUDUBON ARTISTS INC,% MARION ROLLER,30 W 60TH ST,NEW YORK,NY,10023-7902,0.0,3.0,3.0,1200.0,195103.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,91.0,119.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A40Z,A40,,PC,O,AR,A,IN,,1993,A,A40Z,0.388746,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1994,A40,199406,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
13822,132946768,45502,0,0,0,0,0,0,0,45343,45343,90845,66769,30082,0,0,6006,30082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45343,0,0,,A40C,,90845,1.0,1.0,1.0,1.0,INTERNATIONAL ASSOCIATION OF ART CRITICS AMERICAN,MOSTAFIZ CPA,10 EAST 40TH STREET,NEW YORK,NY,10016-0202,0.0,3.0,3.0,1.0,198211.0,1.0,15.0,1.0,1.0,0.0,10.0,4,,123.0,0.0,0.0,ALM97,1992.0,1.0,1,1,6.0,1,36061.0,A40C,A40,4.0,PC,O,AR,A,IN,,1991,A,A40C,0.117717,10016.0,10016.0,5602.0,5600.0,36061.0,,AR,1992,A40,199204,NY,10016.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A03,A
13825,132947386,12722000,0,2612000,2291000,2085000,1807000,308000,230000,26194000,23595000,38916000,34219000,31733000,0,171000,34373000,39720000,7069000,7987000,0,0,0,0,0,0,0,0,0,0,0,0,847000,20287000,-189000,14000,S,A63Z,,35470000,6.0,6.0,6.0,6.0,NEW YORK CITY BALLET INC,,70 LINCOLN CTR PLZ ROSE B,NEW YORK,NY,10023-6548,0.0,3.0,3.0,1000.0,197808.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1.0,1,0,1.0,0,36061.0,A63Z,A63,,PC,O,AR,A,IN,,1992,A,A63Z,0.329937,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1993,A63,199306,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A63,A
13829,132947412,75388,0,0,0,10,0,0,0,86801,86801,162189,231838,-114037,104300,0,63534,52970,107922,167007,0,0,0,0,0,0,0,0,0,0,0,0,0,86791,0,0,,A51Z,,162189,1.0,2.0,2.0,2.0,PRINTED MATTER INC,,77 WOOSTER ST,NEW YORK,NY,10012-4304,0.0,3.0,3.0,2100.0,197906.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,91.0,92.0,93.0,B9710,,0.0,1,1,6.0,1,36061.0,A51Z,A51,,PC,O,AR,A,IN,,1992,A,A51Z,0.984915,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1993,A33,199306,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
13843,132951389,1923435,0,0,0,0,0,0,0,108844,108844,2032279,1989271,1668237,0,0,4666614,2432952,2094617,764715,0,0,0,0,0,0,0,0,0,0,0,0,0,95081,0,13763,,A31Z,,2032279,4.0,4.0,4.0,4.0,NEW YORK CENTER FOR VISUAL HISTORY,,625 BROADWAY,NEW YORK,NY,10012-2611,0.0,3.0,3.0,1200.0,197905.0,1.0,15.0,5.0,13.0,0.0,10.0,6,,122.0,0.0,0.0,B9710,,1.0,1,0,1.0,0,36061.0,A31Z,A31,,PC,O,AR,A,IN,,1992,A,A31Z,0.317851,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1993,A31,199306,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
13854,132953240,1531297,0,0,0,568,166110,0,0,350564,350564,1881861,1836878,83655,0,0,906790,1070728,804405,987073,0,0,0,0,0,0,0,0,0,0,0,0,25875,324121,0,0,,A25Z,,1855986,4.0,4.0,4.0,4.0,ARTS CONNECTION,,120 W 46TH ST,NEW YORK,NY,10036-8501,0.0,3.0,3.0,1200.0,198006.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,429.0,0.0,0.0,B9710,,1.0,1,0,1.0,0,36061.0,A25Z,A25,,PC,O,AR,A,IN,,1992,A,A25Z,0.881819,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1993,A25,199308,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A99,A
13860,132954144,12585,8552,0,0,368,0,0,0,6000,6000,27137,25909,25859,0,0,26008,25859,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5632,0,0,,A62Z,,27137,1.0,1.0,1.0,1.0,DANCE CRITICS ASSOCIATION INC,,PO BOX 1882,NEW YORK,NY,10011-0000,0.0,3.0,3.0,1000.0,197903.0,1.0,15.0,1.0,13.0,0.0,20.0,12,,92.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A62Z,A62,,PC,O,AR,A,IN,,1993,A,A62Z,0.23614200000000002,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1993,A62,199312,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
13871,132956529,77410,0,0,0,208,3808,0,0,124051,124051,201461,207588,-143054,18391,0,73243,79048,210170,222102,0,0,0,0,0,0,0,0,0,0,0,0,0,123807,0,36,,A6CZ,,201461,1.0,2.0,2.0,2.0,CONCERT ROYAL INC,JAMES RICHMAN,280 RIVERSIDE DR APT 5H,NEW YORK,NY,10025-9019,0.0,3.0,3.0,1000.0,197811.0,1.0,15.0,1.0,13.0,198306.0,10.0,9,,994.0,90.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,A6CZ,A6C,,PC,O,AR,A,IN,,1992,A,A6CZ,0.9185469999999999,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1993,A6C,199309,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6C,A
13878,132958227,0,49400,0,0,2031,5443,0,0,529796,529796,579196,585136,56866,0,0,203716,222046,140910,165180,0,0,0,0,0,0,0,0,0,0,0,0,0,524551,0,3214,,A65J,,579196,2.0,3.0,3.0,3.0,UNIVERSITY RESIDENT THEATRE ASSOCIATION INC,,1560 BROADWAY SUITE 1307,NEW YORK,NY,10036-0000,0.0,3.0,3.0,2000.0,199411.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,200.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A65J,A65,6.0,PC,O,AR,A,IN,,1992,A,A65J,0.8183590000000001,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1993,A03,199306,NY,10036.0,NEW YORK,,,A,AR,AR,PC,S,ZB,,IN,,A0365,A
13883,132961164,5769,0,0,0,0,0,0,0,35871,35871,41640,38572,14484,0,0,11416,14484,0,0,14484,0,0,0,0,0,0,0,0,0,0,0,0,35871,0,0,,Z99Z,,41640,1.0,1.0,1.0,1.0,MOZARTEAN PLAYERS INC,,5621 SYLVAN AVE,BRONX,NY,10471-2612,0.0,3.0,3.0,2000.0,197812.0,1.0,16.0,1.0,13.0,0.0,20.0,6,,995.0,90.0,0.0,B9710,,1.0,1,1,6.0,1,36005.0,Z99Z,Z99,,PC,O,UN,Z,IN,,1992,Z,Z99Z,0.797724,10471.0,10471.0,5602.0,5600.0,36005.0,,UN,1993,Z99,199306,NY,10471.0,BRONX,,,Z,UN,OT,PC,O,UN,Z,IN,,A65,A
13885,132961275,35550,4101,0,0,0,0,0,0,70562,70562,110213,110985,419,0,0,25034,14734,10653,14315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70562,0,,A23Z,,110213,1.0,2.0,2.0,2.0,FEDERATION OF INDIAN ASSOCIATIONS,,32 75 STEINWAY ST,ASTORIA,NY,11103-4005,0.0,3.0,3.0,1000.0,197901.0,1.0,16.0,1.0,11.0,0.0,10.0,2,,29.0,0.0,0.0,B9710,,1.0,1,0,1.0,0,36081.0,A23Z,A23,,PC,O,AR,A,IN,,1993,A,A23Z,0.42508599999999996,11103.0,11103.0,5602.0,5600.0,36081.0,,AR,1994,Q99,199402,NY,11103.0,ASTORIA,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
13886,132964644,350579,0,0,0,3119,11754,0,0,10599,10599,361178,230040,192325,0,0,142320,316077,81133,123752,0,0,0,0,0,0,0,0,0,0,0,0,0,7480,0,0,,Z99Z,,361178,2.0,2.0,2.0,2.0,CENTER FOR STRATEGIC COMMUNICATIONS INC,,72 SPRING STREET STE 208,NEW YORK,NY,10012-0000,0.0,3.0,3.0,1000.0,197904.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,125.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,Z99Z,Z99,,PC,O,UN,Z,IN,,1992,Z,Z99Z,0.234475,10012.0,10012.0,5602.0,5600.0,36061.0,,UN,1992,Z99,199212,NY,10012.0,NEW YORK,,,Z,UN,OT,PC,O,UN,Z,IN,,A30,A
13887,132964947,13965,71607,0,0,0,0,0,6060,170765,170765,256337,268135,-7735,0,0,51784,49332,47721,57067,0,0,0,0,0,0,0,0,0,0,0,0,0,164680,0,25,,A66Z,,256337,1.0,2.0,2.0,2.0,INTERNATIONAL WOMENS WRITING GUILD,,BOX 810 GRACIE STATION,NEW YORK,NY,10028-0082,0.0,3.0,3.0,1000.0,199405.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,92.0,0.0,0.0,B9710,,0.0,0,1,6.0,0,36061.0,A76Z,A76,,PC,O,AR,A,IN,,1992,A,A76Z,0.897115,10028.0,10028.0,5602.0,5600.0,36061.0,,AR,1993,A76,199306,NY,10028.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
13894,132966017,395614,0,0,0,584,4000,0,0,609,609,396223,390104,6995,173167,0,76404,68367,75952,61372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,L99Z,,396223,1.0,2.0,2.0,2.0,INWOOD PRESERVATION CORPORATION,,47 SICKLES ST,NEW YORK,NY,10040-1604,0.0,3.0,3.0,1200.0,197908.0,1.0,15.0,1.0,13.0,0.0,10.0,11,,398.0,400.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,L99Z,L99,,PC,O,HS,L,IN,,1992,L,L99Z,0.46406099999999995,10040.0,10040.0,5602.0,5600.0,36061.0,,HU,1993,L99,199311,NY,10040.0,NEW YORK,,,L,HU,HU,PC,O,HS,L,IN,,A80,A
13896,132966900,24540,0,0,0,67,0,0,0,44741,44741,69281,73554,-54319,0,0,37014,35943,86938,90262,0,0,0,0,0,0,0,0,0,0,0,0,0,44274,0,400,,A62Z,,69281,1.0,1.0,1.0,1.0,NEW YORK BAROQUE DANCE CO INC,RACHEL LIST,280 RIVERSIDE DR STE 5H,NEW YORK,NY,10025-9019,0.0,3.0,3.0,0.0,197902.0,1.0,16.0,1.0,13.0,198306.0,10.0,9,,995.0,90.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,A62Z,A62,,PC,O,AR,A,IN,,1992,A,A62Z,0.818453,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1993,A62,199309,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
13900,132968079,190056,0,0,0,441,7085,0,0,234462,234462,424518,396042,15013,23854,0,24467,34240,37930,19227,15013,0,0,0,0,0,0,0,0,0,0,0,0,234021,0,0,,A62Z,,424518,1.0,2.0,2.0,2.0,H T DANCE COMPANY INC,,70 MULBERRY STREET 2ND FL,NEW YORK,NY,10013-4477,0.0,3.0,3.0,1200.0,197902.0,1.0,16.0,1.0,13.0,198306.0,10.0,6,,995.0,90.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A62Z,A62,,PC,O,AR,A,IN,,1993,A,A62Z,0.7409789999999999,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1994,A62,199406,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
13903,132969206,26300,0,0,0,0,0,0,0,47369,47369,73669,69999,69386,0,0,65916,69586,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,29494,8125,9750,,A51Z,,73669,1.0,1.0,1.0,1.0,WASHINGTON HEIGHTS ART SHOW INC,LINDA GARCIA,125 CABRINI BLVD,NEW YORK,NY,10033-3439,0.0,3.0,3.0,2000.0,198308.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,91.0,59.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A51Z,A51,,PC,O,AR,A,IN,,1991,A,A51Z,0.999476,10033.0,10033.0,5602.0,5600.0,36061.0,,AR,1992,A51,199206,NY,10033.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A27,A
13908,132970537,0,0,0,0,0,0,0,0,108090,108090,108090,107411,3476,11325,0,18149,26297,15352,22821,3476,0,0,0,0,0,0,0,0,0,0,0,0,108090,0,0,,A6CZ,A62P,108090,1.0,2.0,2.0,2.0,EIGHTONAL COALITION INC,,220 W 19TH ST 6R,NEW YORK,NY,10011-4035,0.0,3.0,3.0,0.0,197903.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A6CZ,A6C,,PC,O,AR,A,IN,,1993,A,A6CZ,0.33165500000000003,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1994,A6C,199406,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6C,A
