,EIN,FisYr,STYEAR,TAXPER,NTEE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TX4940,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ZIP5,P6TEXCTX,verify,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,randnum,nteeConf,FIPS,MSA_NECH,PMSA,stateOld1,zip5Old1,cityOld1,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
7468,133626986,1999,1998,199906,,3,998,0,0,0,0,0,0,0,0,0,338,-338,0,0,0,46298,0,0,0,0,1580,46298,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,338,0,0,0,0,4623,0,0,46298,0,44718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRIENDS OF LOUISIANA MUSEUM OF MODERN ART IN DENMARK INC,% ROSE & BOXER,620 FIFTH AVE STE 314,NEW YORK,NY,10020-2402,0.0,3.0,1.0,199201.0,1.0,4.0,998.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,10020.0,0,,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.766835,A,36061.0,5602.0,5600.0,NY,10020.0,NEW YORK,PF,S,ZA,A,IN,,A1151,A
7542,133646023,1998,1998,199812,A77P,3,200,373895,0,0,0,0,0,0,351114,373895,388254,-14359,388254,0,0,39966,0,0,0,0,0,39966,822,822,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,37140,0,37140,0,0,2486,0,0,39966,0,39966,0,0,0,0,0,0,0,0,0,16700,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRIENDS OF OHEL MOSHE INSTITUTE INC,% CHAVA GINSBURG,394 E 5TH ST,BROOKLYN,NY,11218-4005,0.0,3.0,1.0,199411.0,1.0,4.0,200.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,11218.0,0,,A19,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.311852,A,36047.0,5602.0,5600.0,NY,11218.0,BROOKLYN,PF,S,AR,A,IN,,A19,A
7594,133674360,1997,1997,199712,,3,90,0,0,229483,2019655,0,0,44207,0,2260515,963965,1296550,773109,3007002,240860,11494941,0,6975258,0,6975258,0,11494941,0,485998,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,11377,3046788,240860,963965,39786,773109,39786,0,0,0,0,11494941,0,11494941,60140,0,0,51482,0,31275,0,0,22617,9867984,425858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIVITELLA RANIERI FOUNDATION,% GERALD E RUPP TTEE,10 E 40TH ST,NEW YORK,NY,10016-0200,0.0,3.0,1.0,199302.0,1.0,4.0,90.0,62.0,93.0,2.0,13.0,0.0,1.0,12,,10016.0,60140,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8236870000000001,C,36061.0,5602.0,5600.0,NY,10016.0,NEW YORK,PF,S,AR,A,IN,,A20,A
7621,133685295,1998,1998,199812,A40Z,3,91,17063,0,0,0,0,0,0,0,17063,15908,1155,15908,0,0,1203,0,0,0,0,0,1203,0,44,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,15908,0,15908,0,0,1203,0,0,1203,0,1203,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CENTER FOR ART AND EARTH INC,% BARBARA R PETERSEN,PO BOX 4402,NEW YORK,NY,10163-4402,0.0,3.0,1.0,199506.0,1.0,4.0,91.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,10163.0,0,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.474788,A,36061.0,5602.0,5600.0,NY,10163.0,NEW YORK,PF,S,AR,A,IN,,A20,A
7622,133685701,1997,1997,199712,A60Z,3,90,0,0,0,0,361970,0,161000,0,361970,311920,50050,0,0,361970,141629,0,0,0,0,1821,141629,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,361970,311920,0,0,0,0,4191,0,0,141629,0,139808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LIVING ARTS INC,% PETER KLEIN,250 W 57TH ST,NEW YORK,NY,10019-3741,0.0,3.0,1.0,199305.0,1.0,4.0,90.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,10019.0,0,,A26,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.199646,B,36061.0,5602.0,5600.0,NY,10019.0,NEW YORK,PF,S,AR,A,IN,,A26,A
7645,133693565,1998,1997,199806,,3,994,730000,1152,0,0,-735024,500,0,0,-3372,58118,-61490,2369,1004,0,275704,0,0,0,0,0,275704,0,11392,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1152,-168457,58118,148,2369,148,19143,182046,0,0,275704,0,275704,20,0,0,0,0,0,0,0,0,231301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CROWING ROOSTER ARTS INC,,180 W BROADWAY RM 302,NEW YORK,NY,10013-2906,0.0,3.0,1.0,199306.0,1.0,4.0,994.0,122.0,0.0,1.0,13.0,199706.0,1.0,6,,10013.0,20,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.726801,B,36061.0,5602.0,5600.0,NY,10013.0,NEW YORK,PF,S,AR,A,IN,,A20,A
7675,133702827,1997,1997,199712,,3,994,74390,0,0,0,0,0,0,0,74390,75921,-1531,0,0,0,2473,0,0,0,0,59370,4959,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,58820,0,0,0,0,2473,0,0,4959,0,-56897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MILLENIAL ARTS INCORPORATED,% GMH CONSULTING INC,733 3RD AVE STE 1900,NEW YORK,NY,10017-3204,0.0,3.0,1.0,199407.0,1.0,4.0,994.0,90.0,94.0,1.0,13.0,0.0,1.0,12,,10017.0,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9643200000000001,B,36061.0,5602.0,5600.0,NY,10017.0,NEW YORK,PF,S,AR,A,IN,,A99,A
7707,133719303,1999,1998,199903,A75Z,3,914,22585,0,0,0,0,0,0,0,22585,30944,-8359,30083,0,0,2665,0,0,0,0,27675,2665,0,201,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,30944,0,30083,0,0,986,0,0,2665,0,-25010,0,0,0,0,0,0,0,0,0,4082,0,1,0,0,0,1,30083,28305,28179,24323,110890,0,0,0,0,0,0,0,0,0,0,134,210,210,227,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAWAMURA CULTURAL FOUNDATION INC,% KISO & TANAKA,675 3RD AVE STE 3008,NEW YORK,NY,10017-5704,0.0,3.0,2.0,199504.0,1.0,3.0,914.0,119.0,0.0,1.0,13.0,0.0,1.0,3,,10017.0,0,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.187471,C,36061.0,5602.0,5600.0,NY,10017.0,NEW YORK,PF,O,AR,A,IN,,A1220,A
7780,133745620,1998,1998,199812,A99Z,3,995,0,0,0,0,0,0,0,0,1,0,1,0,0,0,253,0,0,0,0,0,253,12,12,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,253,0,0,253,0,253,0,0,0,0,0,0,0,0,0,253,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRIENDS OF ICA MOSCOW INC,% PETER SCHUUR,57 JANE ST 2,NEW YORK,NY,10014-5131,0.0,3.0,2.0,199505.0,1.0,4.0,995.0,91.0,93.0,1.0,13.0,0.0,1.0,12,,10014.0,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8662,C,36061.0,5602.0,5600.0,NY,10014.0,NEW YORK,PF,S,AR,A,IN,,X11,X
7824,133749071,1998,1998,199812,,3,602,0,0,0,0,0,0,0,1125,0,1190,-1190,1190,0,0,1,0,0,0,0,0,1,0,48,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,65,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VATICAN MUSEUMS FOUNDATION,% KRAMER LEVIN NAFTALIS & FRANKEL,919 THIRD AVE,NEW YORK,NY,10022-3901,0.0,3.0,1.0,199403.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,10022.0,0,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.0841598,B,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,PF,S,AR,A,IN,,A50,A
7870,133772926,1998,1998,199812,A51Z,3,994,0,0,0,0,0,0,0,0,0,48,-48,0,0,0,528,0,0,0,0,0,528,0,27,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,48,0,0,0,0,528,0,0,528,0,528,0,0,0,0,0,0,0,0,0,552,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,V I A ART INC,% FRANK E BUNTS,15 W 24TH ST 7TH FLR,NEW YORK,NY,10010-3214,0.0,3.0,1.0,199505.0,1.0,4.0,994.0,91.0,0.0,1.0,13.0,199712.0,1.0,12,,10010.0,0,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.32066300000000003,C,36061.0,5602.0,5600.0,NY,10010.0,NEW YORK,PF,S,AR,A,IN,,A51,A
7890,133781874,1998,1998,199812,A51Z,3,60,0,664,15267,0,0,0,0,11000,15931,31600,-15669,12694,11559,0,236019,50151,0,158373,208524,0,243107,10864,12754,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,12869,0,20600,1310,1694,1310,0,2970,0,0,243107,0,236019,116,0,0,352,0,0,0,0,236,258965,12638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COBY FOUNDATION LTD,MILBANK TWEED HADLEY & MCCLOY,1 CHASE MANHATTAN PLZ,NEW YORK,NY,10005-1401,0.0,3.0,1.0,199503.0,1.0,4.0,60.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,10005.0,116,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.615734,C,36061.0,5602.0,5600.0,NY,10005.0,NEW YORK,PF,S,AR,A,IN,,A51,A
7922,133794021,1997,1997,199712,A60Z,3,602,50000,397,0,0,0,0,0,107100,50397,107428,-57031,107100,69,397,52255,0,0,0,0,0,52255,0,3978,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,397,397,328,328,0,328,0,52255,0,0,52255,0,52255,1,0,0,0,0,0,0,0,0,80771,3978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOTTLIEB-SCHWARTZ FAMILY FOUNDATION INC,% WEISS & COMPANY,724 COLLFIELD AVE,STATEN ISLAND,NY,10314-4253,0.0,3.0,1.0,199505.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,10314.0,1,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.68476,C,36085.0,5602.0,5600.0,NY,10314.0,STATEN ISLAND,PF,S,AR,A,IN,,A60,A
7923,133794219,1998,1997,199808,A99Z,3,119,6300,0,0,0,0,2655,0,665,8955,11897,-2942,0,76,0,3800,0,0,0,0,0,3800,0,237,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,76,0,11232,0,0,0,0,0,0,0,3800,0,3800,2,0,0,200,0,0,0,0,198,4802,0,1,0,0,0,1,0,0,0,0,0,3800,7201,11055,12561,34617,3800,7201,11055,12561,34617,158,340,398,168,1064,0,0,0,0,0,0,0,0,0,0,76,246,315,126,763,SHINAGAWA FOUNDATION INC,% MIKIO SHINAGAWA,113 THOMPSON ST,NEW YORK,NY,10012-3714,0.0,3.0,1.0,199611.0,1.0,3.0,119.0,602.0,0.0,1.0,13.0,0.0,1.0,8,,10012.0,2,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.7065819999999999,C,36061.0,5602.0,5600.0,NY,10012.0,NEW YORK,PF,O,AR,A,IN,,A99,A
7930,133795843,1998,1997,199809,A51Z,3,559,39000,0,23640,0,0,27842,0,0,90482,1729,88753,0,51482,51482,257869,0,0,0,0,0,524285,0,21319,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,51482,51482,1729,0,0,0,0,0,0,165414,524285,0,257869,515,0,0,0,0,0,0,0,0,432863,0,21319,20560,12345,209,54433,31850,29425,21280,7968,90523,0,0,0,0,0,0,0,0,0,0,14213,13707,8230,4465,40615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEANE & SUSAN PENN ART FOUNDATION INC,% WOLLIN,350 FIFTH AVE STE 2822,NEW YORK,NY,10118-2899,0.0,3.0,1.0,199507.0,1.0,3.0,559.0,0.0,0.0,1.0,13.0,0.0,1.0,9,,10118.0,515,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.932551,C,36061.0,5602.0,5600.0,NY,10118.0,NEW YORK,PF,O,AR,A,IN,,A12,A
7937,133797072,1998,1998,199812,A70Z,3,124,6217,0,108,0,0,-5647,0,0,678,6647,-5969,6248,18,0,22871,0,20954,0,20954,0,11292,0,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,108,0,6647,90,6248,90,0,682,0,0,11292,0,22871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAUFMANN-MARX FOUNDATION FOR TRANSATLANTIC CHRISTIAN-JEWISH DIA,% CARIN DRECHSLER-MARX,77 E 12TH ST STE 20 E,NEW YORK,NY,10035-0000,0.0,3.0,1.0,199503.0,1.0,4.0,124.0,123.0,0.0,1.0,13.0,0.0,1.0,12,,10035.0,0,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.999432,C,36061.0,5602.0,5600.0,NY,10035.0,NEW YORK,PF,S,AR,A,IN,,X20,X
8001,133801734,1998,1997,199806,A99Z,3,119,0,15373,0,0,0,0,0,10000,15373,13980,1393,13980,15373,15373,325754,0,0,0,0,0,325754,0,14393,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,15373,15373,3980,0,3980,0,0,307,0,0,325754,0,325754,307,0,0,0,0,0,0,0,0,292242,14086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HARRY M STEVENS FAMILY FOUNDATION INC,% WILLIAM M HUNT,186 RIVERSIDE DR APT 16D,NEW YORK,NY,10024-1007,0.0,3.0,1.0,199601.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,10024.0,307,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.549183,C,36061.0,5602.0,5600.0,NY,10024.0,NEW YORK,PF,S,AR,A,IN,,A99,A
8018,133809561,1998,1998,199812,A50Z,3,90,55266,195,4301,5934,0,586,0,2400,66282,43208,23074,42625,9847,4466,84211,0,78177,0,78177,0,119951,0,3552,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,10430,5049,40808,583,40225,583,583,0,0,0,119951,0,84211,197,0,0,0,0,0,0,0,0,72119,3355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARTUR BALSAM FOUNDATION FOR CHAMBER MUSIC,% MOSHE MIRSKY,825 W END AVE 2C,NEW YORK,NY,10025-5349,0.0,3.0,1.0,199505.0,1.0,4.0,90.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,10025.0,197,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.48876000000000003,C,36061.0,5602.0,5600.0,NY,10025.0,NEW YORK,PF,S,AR,A,IN,,A6C,A
8030,133832587,1998,1997,199806,A56I,3,60,226606,599,0,0,0,15321,0,67767,242526,301508,-58982,262679,599,0,94153,0,0,0,0,0,94153,0,3028,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,599,15920,233741,0,194912,0,15920,39990,0,0,94153,0,94153,12,0,0,0,0,0,0,0,0,61484,0,0,1468,549,0,2017,262679,906377,742440,0,1911496,0,0,0,0,0,0,0,0,0,0,2019,979,366,0,3364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTITUTE FOR AEGEAN PREHISTORY STUDY CENTER FOR EAST CRETE,% MILLBURN CORPORATION,1270TH AVE OF THE AMERICAS,NE YORK,NY,10020-1700,0.0,3.0,1.0,199508.0,1.0,3.0,60.0,199.0,119.0,1.0,13.0,0.0,1.0,6,,10020.0,12,,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.764556,C,36061.0,5602.0,5600.0,NY,10020.0,NE YORK,PF,S,ZA,A,IN,,A70,A
8038,133838457,1997,1997,199712,Z99Z,3,91,200000,3895,0,0,0,0,0,20000,203895,22221,181674,20988,3451,3451,184038,0,0,0,0,0,184038,0,9555,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,3895,3895,2221,444,988,444,444,0,0,0,184038,0,184038,69,0,0,0,0,0,0,0,0,194000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIERRE AND MARIA-GAETANA MATISSE CHARITABLE FOUNDATION,,1 E 53RD ST,NEW YORK,NY,10022-4200,0.0,3.0,1.0,199512.0,1.0,3.0,91.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,10022.0,69,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.491242,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,PF,O,AR,A,IN,,A40,A
8046,133842734,1998,1998,199812,A99Z,3,561,991,0,0,0,0,0,0,0,991,991,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LINDA CHESTER FOUNDATION,% LINDA CHESTER,435 E 52ND ST STE 9 B,NEW YORK,NY,10022-6445,0.0,3.0,1.0,199604.0,1.0,4.0,561.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,10022.0,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.347744,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,PF,S,AR,A,IN,,A99,A
8082,133861845,1998,1997,199806,A99Z,3,123,21075,0,0,0,0,0,0,0,21075,405,20670,405,0,0,27413,0,0,0,0,0,27413,0,685,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,405,0,405,0,0,27413,0,0,27413,0,27413,0,0,0,0,0,0,0,0,0,13918,685,685,0,0,0,685,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INTERNATIONAL SECURITY AND PEACE FOUNDATION,% FIDUCIARY TRUST CO INTL,2 WORLD TRADE CTR,NEW YORK,NY,10048-0203,0.0,3.0,1.0,199606.0,1.0,3.0,123.0,124.0,910.0,1.0,13.0,0.0,1.0,6,,10048.0,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.633146,C,36061.0,5602.0,5600.0,NY,10048.0,NEW YORK,PF,O,AR,A,IN,,Q40,Q
8119,133876967,1998,1998,199812,A54Z,3,119,68242,0,0,0,-49715,0,0,6000,18527,6695,11832,0,0,0,960,0,0,0,0,0,960,0,0,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,-49715,695,0,0,0,695,960,0,0,960,0,960,0,0,0,0,0,0,0,0,0,16660,0,1,0,0,0,1,6695,170408,977983,0,1155086,960,147750,477918,0,626628,0,0,0,0,0,0,0,0,0,0,68242,628116,599377,0,1295735,0,11376,46476,0,57852,0,0,0,0,0,ELF AQUITAINE INTERNATIONAL FOUNDATION INC,% EUGENE G MCGUIRE,444 MADISON AVE 20TH FLR,NEW YORK,NY,10022-6903,0.0,3.0,1.0,199606.0,1.0,3.0,119.0,602.0,0.0,1.0,13.0,0.0,1.0,12,,10022.0,0,,A54,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.531319,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,PF,O,AR,A,IN,,A54,A
8129,133885307,1998,1997,199809,A51Z,3,91,473250,8487,0,0,0,2367,71346,0,509701,199813,309888,194375,8487,8487,10171627,0,0,0,0,2005,10171627,0,11118,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,25597,8487,10854,199813,0,194375,0,2367,0,0,0,10171627,0,10169622,85,0,0,0,0,100,0,0,15,225750,0,8487,2877,0,0,11364,194375,158379,0,0,352754,10171627,9859734,0,0,20031361,9939671,9688621,0,0,19628292,7412,9921,0,0,17333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NANCY GRAVES FOUNDATION INC,% HECHT & COMPANY,69 WOOSTER ST 4A,NEW YORK,NY,10012-4351,0.0,3.0,1.0,199704.0,1.0,3.0,91.0,0.0,0.0,1.0,13.0,0.0,1.0,9,,10012.0,85,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9446620000000001,C,36061.0,5602.0,5600.0,NY,10012.0,NEW YORK,PF,O,AR,A,IN,,A51,A
8135,133888511,1999,1998,199903,A20Z,3,119,149848,478,0,0,0,0,4400,0,150326,78829,71497,0,478,0,785170,0,0,0,0,6000,785170,0,3072,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,478,0,78829,0,0,0,0,0,0,0,785170,0,779170,10,0,0,0,0,0,0,0,0,62370,3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INTERNATIONAL FOUNDATION FOR ARTS & CULTURE INC,% TOSHU FUKAMI,100 UNITED NATIONS PLZ APT 40C,NEW YORK,NY,10017-1756,0.0,3.0,2.0,199610.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,3,,10017.0,10,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.742718,C,36061.0,5602.0,5600.0,NY,10017.0,NEW YORK,PF,S,AR,A,IN,,A1220,A
8140,133893379,1998,1997,199803,A20Z,3,91,405000,0,0,0,-1669,0,0,0,403331,354818,48513,352197,0,0,30286,0,0,0,0,0,30286,0,1408,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,0,-1669,354818,0,352197,0,0,14086,0,0,30286,0,30286,0,0,0,0,0,0,0,0,0,28583,0,0,91,0,0,91,352197,424371,0,0,776568,0,0,0,0,0,0,0,0,0,0,939,1143,0,0,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AMERICAN FOUNDATION FOR TEXTILE ART INC,,499 PARK AVENUE,NEW YORK,NY,10022-1240,0.0,3.0,1.0,199703.0,1.0,3.0,91.0,119.0,120.0,1.0,13.0,0.0,1.0,3,,10022.0,0,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.816705,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,PF,O,AR,A,IN,,A40,A
