,fincheckv,VerifyBy,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,NTEE,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTMAJ12,NTMAJ5,RandNum,CNAB,ASSTSALE,CGR2NET,CTOTREVM,CTOTREVB,CNAO,CNAM,CRERATIO,IERATIO,VINCEXP,VBS,VOK,FIPS,MSA,PMSA,V1SECURN,verfail,V1OTHN,V1SPEVN,V1INVNTN,V1TOTREV,V1NETINC,V1NASEOY,VBS_BOY,VBS_EOY,VASSTLIA,VGRENTEXP,VGCOMPENS,VGOTHSAL,VGPAYTAX,VGFUNDFEES,VGSOLICIT,VGBOND_BOY,VGMRTG_BOY,VGBOND_EOY,VGMRTG_EOY,TOTREV_F,GRREC_F,GRINC_F,SALES_F,FUNDB_F,TOTREV_O,GRREC_O,GRINC_O,SALES_O,FUNDB_O,CRINC_F,MSA_NECH,NTEESRC,nteeConf,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
26365,,,133589303,200212,2002,38681,0,0,0,117,0,0,0,30812,30812,69493,59904,22562,0,0,14024,23679,1051,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,30695,0,0,,69493,3,7,0,0,0,0,0,117,0,0,0,0,0,0,69493,9589,0,0,0,0,0,0,0,0,12973,208994,0,99480,440,0,0,308914,209434,0,0,0,119,N,2,1,200327,29409158236023,1,2002,3,Y,1,N,1,0,2002,10027-5016,10027.0,133589303200212,1335893032002,12,119.0,0.0,0.0,510 W 123RD ST APT 55,3.0,0.0,NEW YORK,2.0,NETA PULVERMACHER,1.0,13.0,15.0,10.0,0.0,HOUSE OF DANCE INC,1.0,199101.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A62,IN,,AR,A,A62Z,PC,O,AR,A,,,AR,AR,0.433687,9589,0,0,69493,69493,9589,9589,1,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,69493,69493,30812,30812,22562,,5602.0,1,N,A62,NY,10027.0,NEW YORK,A62,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,A62,A
26372,,,133590722,200112,2001,2445,0,59502,53894,19773,0,0,0,79447,25553,81892,62820,466862,26000,0,501684,466862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,,27998,3,7,0,1956,17817,0,0,0,5608,0,0,0,0,0,27998,-34822,0,0,2046,0,0,0,0,0,501684,631139,0,758409,113528,0,0,1503076,744667,0,0,0,119,N,4,1,200303,29490356002092,1,2001,3,Y,1,N,1,0,2001,10023-7253,10023.0,133590722200112,1335907222001,12,119.0,149.0,59.0,25 CENTRAL PARK W,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,BERNSTEIN EDUCATION THROUGH THE ARTS FUND INC,1.0,199105.0,,NY,RTF02PC,2.0,1.0,1.0,1.0,A,A12,IN,,AR,A,A68J,PC,S,ZB,A,6.0,,AR,AR,0.699076,-34822,5608,53894,27998,27998,-34822,-34822,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,2,0,2,0,0,0,0,0,0,N,N,N,N,N,27998,81892,25553,79447,466862,,5602.0,1,N,A12,NY,10023.0,NEW YORK,A12,61,0.0,3a,2001.0,204.0,3a,2001.0,466862.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,2139.0,3a,2001.0,0.0,3a,2001.0,PC,S,ZB,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,392252.0,3a,2001.0,28904.0,3a,2001.0,A1261,A
26373,,,133590723,200112,2001,66232,0,0,0,0,0,0,0,0,0,66232,58229,22300,0,0,14297,22300,0,0,21848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,66232,3,9,0,0,0,0,0,0,0,0,0,0,0,0,66232,8003,0,45000,4123,0,0,0,0,13845,14297,62250,0,0,0,0,0,62250,62250,0,0,0,90,N,2,1,200303,29490363060052,1,2001,3,Y,1,N,1,0,2001,10023-7212,10023.0,133590723200112,1335907232001,12,90.0,994.0,0.0,25 CENTRAL PARK W STE 1Y,3.0,199412.0,NEW YORK,2.0,,1.0,13.0,15.0,20.0,0.0,PACIFIC MUSIC FESTIVAL FOUNDATION INC,1.0,199104.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A60,IN,,AR,A,A60Z,PC,O,AR,A,,,AR,AR,0.0529399,8003,0,0,66232,66232,8003,8003,1,1,1,1,1,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,N,N,N,N,N,66232,66232,0,0,22300,,5602.0,1,N,A11,NY,10023.0,NEW YORK,A11,68,8004.0,3a,2001.0,16508.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,41720.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,22300.0,3a,2001.0,A1168,A
26374,,,133590825,200206,2001,736018,46010,0,0,9297,52393,0,0,55604,55604,837632,580677,693263,58173,0,563645,762062,55246,68799,0,0,0,0,0,0,0,0,0,0,0,0,90681,0,-49707,5333,,746951,3,7,0,9297,0,0,0,0,0,0,0,0,40974,0,746951,166274,18590,109687,18709,0,0,0,0,0,508399,838727,117965,0,72749,0,925026,2228802,2228802,0,0,0,119,N,5,1,200303,29490348111262,1,2002,5,Y,1,N,1,0,2001,10021-0000,10021.0,133590825200206,1335908252002,6,119.0,62.0,0.0,CENTRAL PARK,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,HISTORIC HOUSE TRUST OF NEW YORK CITY INC,1.0,199104.0,,NY,RTF02PC,3.0,3.0,3.0,3.0,A,A12,IN,,AR,A,A82J,PC,S,ZB,A,8.0,,AR,AR,0.167472,184864,0,90681,746951,765541,166274,166274,1,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,2,2,2,0,2,0,0,0,0,N,N,N,N,N,746951,837632,55604,55604,693263,,5602.0,1,N,A12,NY,10021.0,NEW YORK,A82,,17087.0,1e,2004.0,0.0,1e,2004.0,347432.0,3a,2002.0,15365.0,1e,2004.0,245822.0,3a,2002.0,100009.0,3a,2002.0,0.0,1e,2004.0,0.0,1e,2004.0,718931.0,1e,2004.0,20067.0,1e,2004.0,PC,S,ZB,A,IN,,0.0,1e,2004.0,26996.0,1e,2004.0,74024.0,1e,2004.0,402355.0,1e,2004.0,A82,A
26378,,,133592291,200212,2002,981473,0,0,0,8411,0,0,0,8411,8411,989884,1174419,499190,0,0,711769,555523,28044,56333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,989884,3,7,0,8411,0,0,0,0,0,0,0,0,0,0,989884,-184535,0,0,0,0,0,0,0,0,683725,1649770,0,0,32370,0,0,1682140,1682140,0,0,0,90,N,5,1,200340,29490263088113,1,2002,5,Y,1,N,1,0,2002,10022-9237,10022.0,133592291200212,1335922912002,12,90.0,994.0,88.0,545 MADISON AVE FL 10,3.0,0.0,NEW YORK,1.0,MARY CRONSON,1.0,13.0,15.0,10.0,0.0,WORKS AND PROCESS INC,1.0,199101.0,,NY,RTF02PC,3.0,3.0,3.0,4.0,A,A60,IN,,AR,A,A60Z,PC,O,AR,A,,,AR,AR,0.408199,-184535,0,0,989884,989884,-184535,-184535,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,989884,989884,8411,8411,499190,,5602.0,1,N,A60,NY,10022.0,NEW YORK,A60,,0.0,3a,2002.0,0.0,3a,2002.0,496890.0,3a,2002.0,10700.0,3a,2002.0,2300.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,981473.0,3a,2002.0,16602.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,7800.0,3a,2002.0,0.0,3a,2002.0,88604.0,3a,2002.0,A60,A
26391,,,133593882,200206,2001,197514,0,0,0,0,18064,0,0,20463,20463,217977,185196,19532,54338,0,54501,85017,67750,65485,19532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20463,,217977,3,7,0,0,0,0,0,0,0,0,0,0,0,0,217977,32781,0,0,0,0,0,0,0,-13249,-13249,597769,0,0,92,0,0,702666,702666,0,0,0,88,N,3,1,200334,29490214013103,1,2002,4,Y,1,N,1,0,2001,10001-6114,10001.0,133593882200206,1335938822002,6,88.0,119.0,0.0,145 W 28TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,ACTORS THEATRE WORKSHOP INC,1.0,199101.0,,NY,RTF02PC,1.0,2.0,2.0,2.0,A,A65,IN,,AR,A,A65Z,PC,O,AR,A,,,AR,AR,0.681107,32781,0,0,217977,217977,32781,32781,1,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,2,0,0,0,2,0,0,0,0,N,N,N,N,N,217977,217977,20463,20463,19532,,5602.0,1,N,A25,NY,10001.0,NEW YORK,A25,,24002.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,39308.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,173512.0,3a,2002.0,34001.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,10002.0,3a,2002.0,0.0,3a,2002.0,25505.0,3a,2002.0,A25,A
26403,,,133597458,200207,2001,14860,2315,0,0,430,2299,0,0,27322,27322,44497,25926,30707,0,0,26158,30782,69,75,0,0,0,0,0,0,0,0,0,0,0,0,13953,2509,10430,0,,30544,3,9,0,430,0,0,0,0,0,0,0,0,24383,0,30544,4618,0,14364,1442,0,0,0,0,0,26089,57979,21098,24321,1295,0,0,104693,80372,0,0,0,123,N,3,1,200340,29490263090223,1,2002,3,Y,1,N,1,0,2001,10012-1428,10012.0,133597458200207,1335974582002,7,123.0,149.0,0.0,532 LA GUARDIA PL 321,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,CRYSTAL QUILT INC,1.0,199203.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A20,IN,,AR,A,,PC,O,AR,A,,,AR,AR,0.75842,4618,0,13953,30544,30544,4618,4618,1,1,1,1,1,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,2,2,0,2,0,0,0,0,N,N,N,N,N,30544,44497,27322,27322,30707,,5602.0,1,C,A20,NY,10012.0,NEW YORK,A40,,0.0,3a,2002.0,0.0,3a,2002.0,30707.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,14860.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,9325.0,3a,2002.0,A40,A
26415,,,133599589,200109,2000,0,0,0,0,0,0,0,0,121700,121700,121700,94210,831,2379,0,48684,42972,75343,42141,831,0,0,0,0,0,0,0,0,0,0,0,0,121700,0,0,,121700,3,7,0,0,0,0,0,0,0,0,0,0,0,0,121700,27490,0,21176,2025,0,0,0,0,-26659,-26659,977189,0,211321,1639,0,0,1190149,978828,0,0,0,120,N,3,1,200213,29490075012052,1,2001,4,Y,1,N,1,0,2000,10010-2021,10010.0,133599589200109,1335995892001,9,120.0,0.0,0.0,41 W 25TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,20.0,0.0,ANYONE CORPORATION,1.0,199106.0,,NY,CORE01PC,1.0,2.0,2.0,1.0,A,A33,IN,,AR,A,A33Z,PC,O,AR,A,,,AR,AR,0.597328,27490,0,0,121700,121700,27490,27490,1,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,2,2,2,0,0,0,0,0,0,N,N,N,N,N,121700,121700,121700,121700,831,,5602.0,1,N,A33,NY,10010.0,NEW YORK,A40,,0.0,3c,2000.0,0.0,3c,2000.0,0.0,3a,2001.0,2003.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3c,2000.0,1302.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,902.0,3a,2001.0,A40,A
26437,,,133602467,200112,2001,51914,20,0,0,0,2285,0,0,500,500,52434,27920,-1093363,0,0,29956,20230,1147833,1113593,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,,52434,3,9,0,0,0,0,0,0,0,0,0,0,0,0,52434,24514,0,0,0,0,0,0,0,0,-1117877,33445,0,0,0,0,0,36045,36045,0,0,0,0,N,2,1,200239,29490250134182,1,2001,3,Y,1,N,1,0,2001,10003-8543,10003.0,133602467200112,1336024672001,12,0.0,0.0,0.0,210 E 5TH ST,3.0,0.0,NEW YORK,2.0,E KERLIN,1.0,13.0,15.0,20.0,0.0,NEW YORK KUNSTHALLE INC,1.0,199410.0,,NY,CORE01PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,,PC,O,AR,A,,,AR,AR,0.153693,24514,0,0,52434,52434,24514,24514,1,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,N,N,N,N,N,52434,52434,500,500,-1093363,,5602.0,1,C,A99,NY,10003.0,NEW YORK,A19,51,0.0,3a,2001.0,0.0,3a,2001.0,-1093363.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,51914.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,16925.0,3a,2001.0,0.0,3a,2001.0,3205.0,3a,2001.0,A1951,A
26438,,,133602581,200208,2001,245,46446,0,0,71,0,0,0,9691,9691,56382,54281,24758,0,0,22657,24758,0,0,24758,0,0,0,0,0,0,0,0,0,0,0,0,9620,0,0,,56382,3,9,0,71,0,0,0,0,0,0,0,0,0,0,56382,2101,0,0,0,0,0,0,0,22657,22657,17500,157975,38389,357,0,0,214221,175832,0,0,0,91,N,2,1,200308,29490032005213,1,2002,3,Y,1,N,1,0,2001,10001-5516,10001.0,133602581200208,1336025812002,8,91.0,90.0,92.0,530 W 25TH ST 4TH FLR,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,BOWERY ARTISTS INC,1.0,199310.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A51,IN,,AR,A,A51Z,PC,O,AR,A,,,AR,AR,0.67594,2101,0,0,56382,56382,2101,2101,1,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,56382,56382,9691,9691,24758,,5602.0,1,N,A51,NY,10001.0,NEW YORK,A51,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,245.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,24758.0,3a,2002.0,A51,A
26439,,,133602582,200208,2001,0,40780,0,0,0,0,0,0,7300,7300,48080,46632,14903,0,0,13455,14903,0,0,14903,0,0,0,0,0,0,0,0,0,0,0,0,7300,0,0,,48080,3,9,0,0,0,0,0,0,0,0,0,0,0,0,48080,1448,0,0,0,0,0,0,0,13455,13455,17500,128490,2500,0,0,0,148490,145990,0,0,0,91,N,2,1,200305,29490004231003,1,2002,3,Y,1,N,1,0,2001,10001-5516,10001.0,133602582200208,1336025822002,8,91.0,0.0,0.0,530 W 25TH ST 4TH FLR,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,PRINCE STREET ARTISTS INC,1.0,199109.0,PRINCE STREET GALLERY,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A51,IN,,AR,A,A51Z,PC,O,AR,A,,,AR,AR,0.918623,1448,0,0,48080,48080,1448,1448,1,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,48080,48080,7300,7300,14903,,5602.0,1,N,A40,NY,10001.0,NEW YORK,A40,,0.0,3c,2001.0,0.0,3c,2001.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3c,2001.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,14903.0,3a,2002.0,A40,A
26447,,,133604161,200212,2002,36500,2000,0,0,0,0,0,0,0,0,38500,38500,2420,0,0,2420,2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38500,3,7,0,0,0,0,0,0,0,0,0,0,0,0,38500,0,0,0,0,0,0,0,0,0,2420,87950,5750,0,0,0,0,93700,93700,0,0,0,123,N,1,1,200338,29409186060033,1,2002,3,Y,1,N,1,0,2002,10017-3423,10017.0,133604161200212,1336041612002,12,123.0,0.0,0.0,301 E 45TH ST STE 20B,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,COMMUNICATIONS COORDINATION COMMITTEE FOR THE UNITED NATIONS,1.0,199106.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A33,IN,,AR,A,A33Z,PC,O,AR,A,,,AR,AR,0.8671040000000001,0,0,0,38500,38500,0,0,0,1,1,1,1,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,38500,38500,0,0,2420,,5602.0,1,N,A33,NY,10017.0,NEW YORK,A30,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,A30,A
26450,,,133604474,200302,2002,30400,0,0,0,39,5032,0,0,97006,97006,127406,120029,-43936,0,0,3560,2207,54478,46143,0,0,0,0,0,0,0,0,0,0,0,0,115,94693,2159,0,,127291,3,7,0,39,0,0,0,0,0,0,0,0,2274,0,127291,7262,-280,0,0,0,0,0,0,0,-50918,108378,0,0,125,0,0,108503,108503,0,0,0,88,N,1,1,200352,29490340191113,1,2003,4,Y,1,N,1,0,2002,11238-4302,11238.0,133604474200302,1336044742003,2,88.0,0.0,0.0,328 FLATBUSH AVE PMB 270,3.0,0.0,BROOKLYN,1.0,,1.0,11.0,15.0,10.0,0.0,NEW YORK REVELS INC,1.0,199108.0,,NY,RTF02PC,1.0,2.0,2.0,2.0,A,A19,IN,,AR,A,A65P,PC,O,AR,A,6.0,,AR,AR,0.6448470000000001,6982,0,115,127291,127011,7262,7262,0,1,1,0,0,36047.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,N,N,N,N,N,127291,127406,97006,97006,-43936,,5602.0,1,N,A24,NY,11238.0,BROOKLYN,A24,,0.0,3a,2003.0,0.0,3a,2003.0,-43936.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,30400.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,2207.0,3a,2003.0,A24,A
26463,,,133607832,200206,2001,378926,0,0,0,941,30120,0,0,941,941,379867,302370,100676,0,0,33000,115273,9821,14597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,379867,3,7,0,0,941,0,0,0,0,0,0,0,0,0,379867,77497,0,43144,6224,0,0,0,0,0,23179,479275,31737,244111,871,0,0,755994,511883,0,0,0,90,N,4,1,200313,29490060269013,1,2002,4,Y,1,N,1,0,2001,10025-2775,10025.0,133607832200206,1336078322002,6,90.0,119.0,0.0,329 W 108TH ST 4A,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,MA-YI FILIPINO THEATRE ENSEMBLE INC,1.0,199204.0,,NY,RTF02PC,2.0,2.0,2.0,2.0,A,A6C,IN,,AR,A,A6CZ,PC,O,AR,A,,,AR,AR,0.0528508,77497,0,0,379867,379867,77497,77497,1,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,2,2,0,2,0,0,0,0,N,N,N,N,N,379867,379867,941,941,100676,,5602.0,1,N,A6C,NY,10025.0,NEW YORK,A6C,,70005.0,3a,2002.0,0.0,3a,2002.0,100676.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,1401.0,3a,2002.0,0.0,3a,2002.0,308921.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,7004.0,3a,2002.0,A6C,A
26475,,,133611138,200208,2001,15130,0,0,0,0,3188,0,0,32466,32466,47596,52079,-287,0,0,4196,8713,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,32466,0,0,,47596,3,7,0,0,0,0,0,0,0,0,0,0,0,0,47596,-4483,0,0,0,0,0,0,0,0,4196,55187,0,67754,0,0,0,122941,55187,0,0,0,91,N,1,1,200315,29490081116003,1,2002,3,Y,1,N,1,0,2001,10030-3201,10030.0,133611138200208,1336111382002,8,91.0,0.0,0.0,207 W 133RD ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,HARLEM ARTIST DEVELOPMENT LEAGUE ESPECIALLY FOR YOU,1.0,199102.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A26,IN,,AR,A,A26Z,PC,O,AR,A,,,AR,AR,0.237734,-4483,0,0,47596,47596,-4483,-4483,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,N,N,N,N,N,47596,47596,32466,32466,-287,,5602.0,1,N,A26,NY,10030.0,NEW YORK,A26,,9018.0,3a,2002.0,0.0,3a,2002.0,-287.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,6112.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,8713.0,3a,2002.0,A26,A
26481,,,133613115,200208,2001,410278,0,0,0,110,39812,0,0,190656,190656,600934,709166,5847,0,0,150779,145568,31700,139721,0,0,0,0,0,0,0,0,0,0,0,0,5000,182009,-2857,6394,,595934,3,7,0,110,0,0,0,0,0,0,0,0,2143,0,595934,-113232,0,193848,18177,0,0,0,88409,0,119079,1904704,0,952896,26342,0,0,2883942,1931046,0,0,0,90,N,4,1,200333,29490200160023,1,2002,5,Y,1,N,1,0,2001,10036-6809,10036.0,133613115200208,1336131152002,8,90.0,0.0,0.0,410 W 42ND ST,3.0,0.0,NEW YORK,3.0,SCOTT ELLIOTT,1.0,13.0,15.0,10.0,0.0,NEW GROUP INC,1.0,199107.0,,NY,RTF02PC,2.0,3.0,3.0,3.0,A,A60,IN,,AR,A,A60Z,PC,O,AR,A,,,AR,AR,0.799891,-113232,0,5000,595934,595934,-113232,-113232,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,2,2,0,2,0,0,0,2,N,N,N,N,N,595934,600934,190656,190656,5847,,5602.0,1,N,A65,NY,10036.0,NEW YORK,A65,,31606.0,3a,2002.0,0.0,3a,2002.0,102726.0,3a,2002.0,2101.0,3a,2002.0,2545.0,3b,2003.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,378672.0,3a,2002.0,3702.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,6803.0,3a,2002.0,0.0,3a,2002.0,25112.0,3a,2002.0,A65,A
