,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P6INVTAX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,randnum,nteeConf,LEVEL1,LEVEL2,LEVEL3,LEVEL4,stateOld1,zip5Old1,cityOld1,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
7899,133556699,200012,2000,200203.0,29491328141101,,N,Y,0.0,1.0,2000,3.0,1.0,2.0,3,60,24638,13,0,0,0,0,0,0,0,24651,25992,-1341,0,13,0,13,78,0,0,0,0,0,78,37,37,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,13,13,25992,0,0,0,0,0,0,0,78,0,78,0,0,0,0,0,0,0,0,0,0,748,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10012.0,CHAIM GROSS MUSEUM,% ADFEL LEVY ZLOTNICK & CO,526 LA GUARDIA PL,NEW YORK,NY,10012-1401,0.0,3.0,1.0,199008.0,1.0,4.0,60.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A50,A,A,IN,,1,AR,AR,AR,0.142757,N,PF,O,AR,A,NY,10012.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A50,A
7935,133572120,200109,2001,200215.0,29491075042142,,N,Y,0.0,1.0,2000,2.0,2.0,3.0,3,122,38268,129,0,0,0,0,0,0,0,38397,118973,-80576,118973,129,1,129,11008,0,0,0,0,46468,11008,0,2728,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,129,129,118973,0,118973,0,0,11008,0,0,11008,0,-35460,1,0,0,0,0,0,0,0,1,0,55395,0,129,0,0,0,129,118973,32357,27497,59944,238771,1,3791,34150,15054,52995,0,3791,34150,15054,52995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10023.0,FUND FOR NEW PERFORMANCE VIDEO INC,,175 W 73RD STE 12D,NEW YORK,NY,10023-2934,0.0,3.0,1.0,199401.0,1.0,3.0,122.0,0.0,0.0,1.0,13.0,0.0,1.0,9,,36061.0,5602.0,5600.0,A11,A,A,IN,,1,AR,AR,AR,0.5906239999999999,N,PF,S,ZA,A,NY,10023.0,NEW YORK,core2001pf_ver1,PF,S,ZA,A,IN,,A1131,A
7942,133573803,200112,2001,200242.0,29491271066222,,N,Y,0.0,1.0,2001,3.0,4.0,5.0,3,119,899687,14315,0,0,0,0,0,0,544189,914002,696385,217617,696385,14315,286,0,491826,0,0,0,0,1205,491826,0,30662,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,14315,0,152196,0,152196,0,0,0,0,0,491826,0,490621,286,0,0,0,0,0,0,0,286,0,622575,30376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,FILM FOUNDATION INC,% STARR & COMPANY,350 PARK AVENUE 9TH FLOOR,NEW YORK,NY,10022-6022,0.0,3.0,1.0,199008.0,1.0,4.0,119.0,0.0,0.0,1.0,52.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A31,A,A,IN,,1,AR,AR,AR,0.312137,N,PF,O,AR,A,NY,10022.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A31,A
7978,133591085,200112,2001,200231.0,29491201068112,A42Z,N,Y,0.0,1.0,2001,3.0,5.0,2.0,3,91,0,0,9800,0,0,7000,300,0,0,17100,15465,1635,0,0,0,1635,561232,0,0,0,0,31000,561232,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,10100,17100,15465,15465,0,15465,15465,326232,235000,0,561232,0,530232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016.0,LISETTE MODEL FOUNDATION INC,% BLUM GERSEN AND WOOD ESQ,270 MADISON AVE,NEW YORK,NY,10016-0601,0.0,3.0,1.0,199604.0,1.0,4.0,91.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A40,A,A,IN,,1,AR,AR,AR,0.876662,N,PF,O,AR,A,NY,10016.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A40,A
8056,133626986,200206,2002,200235.0,29491222014072,,N,Y,0.0,20.0,2001,3.0,1.0,0.0,3,998,0,0,0,0,0,0,0,0,41675,0,43830,-43830,41675,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10020.0,FRIENDS OF LOUISIANA MUSEUM OF MODERN ART IN DENMARK INC,% ROSE & BOXER,620 FIFTH AVE STE 314,NEW YORK,NY,10020-2402,0.0,3.0,1.0,199201.0,1.0,4.0,998.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,36061.0,5602.0,5600.0,A11,A,A,IN,,1,AR,AR,AR,0.779586,N,PF,S,ZA,A,NY,10020.0,NEW YORK,core2001pf_ver1,PF,S,ZA,A,IN,,A1151,A
8125,133646023,200112,2001,200231.0,29491173335162,A77P,N,Y,0.0,1.0,2001,3.0,1.0,5.0,3,200,661756,0,0,0,0,0,0,0,610989,661756,680200,-18444,680200,0,0,0,9535,0,0,0,0,0,9535,739,739,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,69211,0,69211,0,0,9535,0,0,9535,0,9535,0,0,0,0,0,0,0,0,0,0,15000,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11218.0,FRIENDS OF OHEL MOSHE INSTITUTE INC,% CHAVA GINSBURG,394 E 5TH ST,BROOKLYN,NY,11218-4005,0.0,3.0,1.0,199411.0,1.0,4.0,200.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,36047.0,5602.0,5600.0,A19,A,A,IN,,1,AR,AR,AR,0.759406,N,PF,O,AR,A,NY,11218.0,BROOKLYN,core2001pf_ver1,PF,S,AR,A,IN,,A19,A
8174,133674360,200012,2000,200203.0,29491005036112,A20,N,Y,0.0,1.0,2000,3.0,8.0,7.0,3,90,3001021,761,414218,447385,0,0,-3090712,103406,0,772673,1217180,-444507,931139,3751151,75023,321914,18371591,0,12750743,0,12750743,1306,18371591,0,956085,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,0,0,3844486,414979,1217180,93335,931139,93335,93065,0,0,0,18371591,0,18370285,75023,0,0,75730,0,5000,0,0,-5707,5707,19412902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016.0,CIVITELLA RANIERI FOUNDATION,% GERALD E RUPP TTEE,10 E 40TH ST STE 3807,NEW YORK,NY,10016-0301,0.0,3.0,1.0,199302.0,1.0,4.0,90.0,62.0,93.0,2.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A20,A,A,IN,,1,AR,AR,AR,0.865469,C,PF,O,AR,A,NY,10016.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A20,A
8220,133693565,200106,2001,200203.0,29491356057171,,N,Y,0.0,1.0,2000,3.0,5.0,6.0,3,994,600222,2590,994,644641,0,-493797,0,0,0,754650,136055,618595,84279,645170,6452,0,504222,0,0,0,0,78315,468355,0,24741,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,499074,648225,-490213,136055,3055,84279,3055,32303,217716,0,219725,468355,0,425907,6452,0,0,8000,0,0,0,184,-1364,1364,502364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10013.0,CROWING ROOSTER ARTS INC,,180 W BROADWAY RM 302,NEW YORK,NY,10013-2906,0.0,3.0,1.0,199306.0,1.0,4.0,994.0,122.0,0.0,1.0,13.0,199706.0,1.0,6,,36061.0,5602.0,5600.0,A20,A,A,IN,,1,AR,AR,AR,0.428937,N,PF,O,AR,A,NY,10013.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A20,A
8247,133702827,200112,2001,200239.0,29491250116162,,N,Y,0.0,1.0,2001,3.0,1.0,4.0,3,994,115900,0,0,0,0,0,0,0,0,115900,131231,-15331,131231,0,0,0,1,0,0,0,0,87266,1,0,653,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,131231,0,131231,0,0,0,0,0,0,0,-87266,0,0,0,0,0,0,0,0,0,0,13249,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,MILLENIAL ARTS INCORPORATED,% GMH CONSULTING INC,733 THIRD AVE RM 1900,NEW YORK,NY,10017-3204,0.0,3.0,1.0,199407.0,1.0,4.0,994.0,90.0,94.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.319668,N,PF,O,AR,A,NY,10017.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A99,A
8276,133719303,200103,2001,200203.0,29491342009141,A75Z,N,Y,0.0,1.0,2000,2.0,1.0,0.0,3,914,0,0,0,0,0,0,0,0,0,0,2129,-2129,0,0,0,0,581,0,0,0,0,29823,581,0,14,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,2129,0,0,0,0,581,0,0,581,0,-29242,0,0,0,0,0,0,0,0,0,0,279,0,1,0,0,0,1,0,0,30083,28305,58388,1,0,0,0,1,0,0,0,0,0,9,37,134,210,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,KAWAMURA CULTURAL FOUNDATION INC,% KISO & TANAKA,675 3RD AVE STE 3008,NEW YORK,NY,10017-5704,0.0,3.0,2.0,199504.0,1.0,3.0,914.0,119.0,0.0,1.0,13.0,0.0,1.0,3,,36061.0,5602.0,5600.0,A70,A,A,IN,,1,AR,AR,AR,0.9548110000000001,N,PF,O,AR,A,NY,10017.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A1220,A
8364,133747492,200106,2001,200224.0,29491124006032,A20J,N,Y,0.0,1.0,2000,3.0,1.0,1.0,3,994,0,17,0,0,0,0,0,0,0,17,39,-22,0,17,0,17,2439,0,0,0,0,69835,2439,0,121,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,17,17,39,0,0,0,0,2439,0,0,2439,0,-67396,0,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,INTERNATIONAL CENTER OF DESIGN ART TO GOD TO THE WORLD AND TO MAN INC,% WOLF POPPER LLP,845 3RD AVE,NEW YORK,NY,10022-6601,0.0,3.0,1.0,199505.0,1.0,4.0,994.0,119.0,63.0,1.0,13.0,0.0,1.0,6,,36061.0,5602.0,5600.0,A12,A,A,IN,,1,AR,AR,AR,0.48985,N,PF,S,ZB,A,NY,10022.0,NEW YORK,core2001pf_ver1,PF,S,ZB,A,IN,,A20,A
8366,133747781,200111,2001,200248.0,29491313045112,,N,Y,0.0,1.0,2000,2.0,6.0,6.0,3,994,1190208,5834,38434,125000,0,0,2397,0,0,1361873,398257,963616,386850,165159,1652,72118,2117274,0,1884599,0,1884599,0,2057668,0,112176,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,169268,72118,398257,4109,386850,4109,0,28212,0,0,2057668,0,2117274,1652,0,0,5248,0,0,0,0,-3596,3596,2277687,0,72118,77386,39310,17145,205959,386850,149767,35469,15246,587332,1,0,0,0,1,0,0,0,0,0,74788,42517,26271,18595,162171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10012.0,INSTITUTE FOR COOPERATION OF ART AND RESEARCH INC,% ARKADI PLOTNITSKY,77 BLEECKER ST APT 1414,NEW YORK,NY,10012-1552,0.0,3.0,1.0,199405.0,1.0,4.0,994.0,199.0,0.0,1.0,13.0,0.0,1.0,11,,36061.0,5602.0,5600.0,A25,A,A,IN,,1,AR,AR,AR,0.0661542,N,PF,O,AR,A,NY,10012.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A25,A
8441,133772926,200012,2000,200206.0,29491328037111,A51Z,N,Y,0.0,1.0,2000,3.0,0.0,1.0,3,994,0,32,0,0,0,0,0,0,0,32,0,32,0,32,64,32,0,0,0,0,0,0,1,81,82,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,64,0,1674,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10010.0,V I A ART INC,% FRANK E BUNTS,15 W 24TH ST 7TH FLR,NEW YORK,NY,10010-3214,0.0,3.0,1.0,199505.0,1.0,4.0,994.0,91.0,0.0,1.0,13.0,199712.0,1.0,12,,36061.0,5602.0,5600.0,A51,A,A,IN,,1,AR,AR,AR,0.160563,N,PF,O,AR,A,NY,10010.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A51,A
8463,133781874,200112,2001,200240.0,29491257030132,A51Z,N,Y,0.0,1.0,2001,3.0,4.0,4.0,3,60,100000,370,10408,457,0,0,0,0,40000,111235,78447,32788,71147,3935,39,0,200771,0,0,142750,142750,0,211648,0,8983,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,11235,0,38447,7300,31147,7300,0,51659,0,0,211648,0,200771,39,0,0,135,0,115,0,0,-211,211,182387,8944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005.0,COBY FOUNDATION LTD,MILBANK TWEED HADLEY & MCCLOY,1 CHASE MANHATTAN PLZ,NEW YORK,NY,10005-1401,0.0,3.0,1.0,199503.0,1.0,4.0,60.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A51,A,A,IN,,1,AR,AR,AR,0.355509,N,PF,O,AR,A,NY,10005.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A51,A
8497,133794021,200112,2001,200246.0,29491201012092,A60Z,N,Y,0.0,1.0,2001,3.0,1.0,1.0,3,602,6000,24,0,0,0,0,0,0,9500,6024,9500,-3476,9500,24,0,24,553,0,0,0,0,0,553,0,113,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,24,24,0,0,0,0,0,0,0,0,553,0,553,0,0,0,0,0,0,0,0,0,0,2291,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10314.0,GOTTLIEB-SCHWARTZ FAMILY FOUNDATION INC,% WEISS & COMPANY,724 COLLFIELD AVE,STATEN ISLAND,NY,10314-4253,0.0,3.0,1.0,199505.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36085.0,5602.0,5600.0,A60,A,A,IN,,1,AR,AR,AR,0.521835,N,PF,O,AR,A,NY,10314.0,STATEN ISLAND,core2001pf_ver1,PF,S,AR,A,IN,,A60,A
8502,133795322,200107,2001,200217.0,29491082031222,A40Z,N,Y,0.0,1.0,2000,3.0,1.0,1.0,3,994,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10003.0,INTERNATIONAL SOCIETY FOR CONSCIOUSNESS AND THE ARTS,% NINA REZNICK,28 E 10TH ST APT 12L,NEW YORK,NY,10003-6214,0.0,3.0,1.0,199509.0,1.0,4.0,994.0,123.0,0.0,1.0,11.0,0.0,1.0,7,,36061.0,5602.0,5600.0,A40,A,A,IN,,1,AR,AR,AR,0.43236800000000003,N,PF,O,AR,A,NY,10003.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A03,A
8510,133797072,200112,2001,200227.0,29491152048112,A70Z,N,Y,0.0,1.0,2001,3.0,2.0,1.0,3,124,0,20,0,0,0,0,0,0,0,20,1355,-1335,1177,20,0,20,21403,0,20954,0,20954,0,457,0,86,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,20,20,1355,0,1177,0,0,0,0,0,457,0,21403,0,0,0,0,0,0,0,0,0,0,1745,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10035.0,KAUFMANN-MARX FOUNDATION FOR TRANSATLANTIC CHRISTIAN-JEWISH DIA,% CARIN DRECHSLER-MARX,77 E 12TH ST STE 20 E,NEW YORK,NY,10035-0000,0.0,3.0,1.0,199503.0,1.0,4.0,124.0,123.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A70,A,A,IN,,1,AR,AR,AR,0.400165,N,PF,O,AR,A,NY,10035.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,X20,X
8529,133798585,200112,2001,200243.0,29491278011072,A99Z,N,Y,0.0,1.0,2001,3.0,5.0,4.0,3,602,2121,0,15746,68069,0,0,0,0,55200,85936,55975,29961,55200,81306,813,14971,770325,5881,690766,61447,758094,0,770325,0,37743,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,82081,15746,775,775,0,775,775,10107,0,0,770325,0,770325,813,0,0,1520,0,0,0,20,-687,687,766358,36930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,POMEGRANATE FOUNDATION TR,% KATHLEEN PERATIS,110 E 59TH ST,NEW YORK,NY,10022-1304,0.0,3.0,1.0,199505.0,1.0,4.0,602.0,0.0,0.0,2.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.357098,N,PF,O,AR,A,NY,10022.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,T22,T
8556,133800381,200111,2001,200240.0,29491257047152,B99I,N,Y,0.0,1.0,2000,3.0,3.0,5.0,3,994,685000,0,0,0,0,0,0,0,669237,685000,669287,15713,669287,0,0,0,37385,0,0,0,0,0,37385,0,1948,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,50,0,50,0,0,37385,0,0,37385,0,37385,0,0,0,0,0,0,0,0,0,0,39560,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11385.0,GODINGER LEFKOWTITZ MEMORIAL FOUNDATION INC,,63 15 TRAFFIC AVE,RIDGEWOOD,NY,11385-2629,0.0,3.0,1.0,199505.0,1.0,15.0,994.0,602.0,0.0,1.0,11.0,199911.0,10.0,11,,36081.0,5602.0,5600.0,A80,A,A,IN,,1,AR,AR,AR,0.234224,N,PC,O,AR,A,NY,11385.0,RIDGEWOOD,core2001pf_ver1,PF,O,AR,A,IN,,B99,B
8574,133801734,200106,2001,200216.0,29491075031032,A99Z,N,Y,0.0,1.0,2000,3.0,4.0,2.0,3,119,0,11503,0,0,0,0,0,0,0,11503,2237,9266,0,11503,230,11503,355655,0,0,0,0,2,374960,15811,16041,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,11503,11503,2237,0,0,0,0,3405,0,99255,374960,0,355653,230,0,0,0,0,230,0,0,0,0,325709,15811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10024.0,HARRY M STEVENS FAMILY FOUNDATION INC,% WILLIAM M HUNT,186 RIVERSIDE DR APT 16D,NEW YORK,NY,10024-1007,0.0,3.0,1.0,199601.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.0640417,N,PF,O,AR,A,NY,10024.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A99,A
8576,133802490,200112,2001,200229.0,29491166242042,A76Z,N,Y,0.0,1.0,2001,2.0,4.0,5.0,3,93,517493,811,0,0,0,0,6042,0,171726,524346,464043,60303,171726,811,16,0,285545,0,0,0,0,6005,75099,0,2333,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,811,6853,292317,0,0,0,14666,25402,0,0,75099,0,279540,16,0,0,0,0,0,0,0,16,0,47375,0,1,0,1034,0,1034,171726,246002,363797,140003,921528,1,230996,317667,292515,841178,0,0,129825,15000,144825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,FOUNDATION FOR HELLENIC CULTURE INC,% GREGORY A SIORIS,7 W 57TH ST,NEW YORK,NY,10019-3402,0.0,3.0,1.0,199504.0,1.0,3.0,93.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A70,A,A,IN,,1,AR,AR,AR,0.236461,N,PF,O,AR,A,NY,10019.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A12,A
8608,133832587,200106,2001,200214.0,29491068043152,A56I,N,Y,0.0,1.0,2000,2.0,4.0,4.0,3,60,422074,315,606,0,0,0,13642,10000,0,436637,348296,88341,326358,921,18,5170,214205,0,0,0,0,0,214205,0,4750,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,921,14563,348296,0,326358,0,9393,4066,0,0,214205,0,214205,18,0,0,0,0,25,0,0,-7,7,96439,0,4750,4204,0,0,8954,326358,333083,264688,262679,1186808,1,0,0,0,1,0,0,0,0,0,3167,2803,3484,2019,11473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10020.0,INSTITUTE FOR AEGEAN PREHISTORY STUDY CENTER FOR EAST CRETE,% MILLBURN CORPORATION,1270 6TH AVE,NEW YORK,NY,10020-1700,0.0,3.0,1.0,199508.0,1.0,3.0,60.0,199.0,119.0,1.0,13.0,0.0,1.0,6,,36061.0,5602.0,5600.0,A11,A,A,IN,,1,AR,AR,AR,0.6172449999999999,N,PF,S,ZA,A,NY,10020.0,NEW YORK,core2001pf_ver1,PF,S,ZA,A,IN,,A70,A
8611,133834448,200108,2001,200211.0,29491047024052,A60Z,N,Y,0.0,1.0,2000,3.0,1.0,0.0,3,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,32,1,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10023.0,CHOREOTECTONICS INC,% RUKA KITO,155 W 70TH ST PH 2G,NEW YORK,NY,10023-4419,0.0,3.0,1.0,199605.0,1.0,16.0,995.0,90.0,0.0,1.0,11.0,199908.0,20.0,8,,36061.0,5602.0,5600.0,A60,A,A,IN,,1,AR,AR,AR,0.113429,N,PC,O,AR,A,NY,10023.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A60,A
