,EIN,NteeIrs,EOY,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,DocCd,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,Verifyby,fincheckv
10429,113383944,,7.0,200712,2007,32919.0,0,0,0,108,15579.0,0,0,108,108,33027.0,35087.0,31459,0,0,33519,31459,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,33027.0,33027,0,0,0,0,0,0,0,-2060.0,0,0,0,0,0,0,0,33519.0,0,0,0,0,108.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,205,N,3.0,1,200824.0,29490089027128,90,1.0,2007,3.0,Y,1.0,N,1.0,0.0,2007.0,10001-3211,10001.0,113383944200712.0,1133839442007.0,12,205.0,0.0,0.0,1270 BROADWAY RM 305,3.0,0.0,NEW YORK,1.0,JUNG H LEE CPA,2.0,13.0,0.0,10.0,0.0,KOREAN MEDICAL PRACITIONER ASSOC OF GREATER NEW YORK INC,1.0,199710.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.36295,A,O,O,AR,A,IN,,A23,A,,,
10482,113477797,N500,7.0,200712,2007,1650.0,5060,0,0,0,0.0,0,0,113302,113302,120012.0,59138.0,171242,0,0,857683,833138,661896,661896,11242.0,0,0,0,0,0,0,84159,3270,1650,51982,0,M,32583.0,32583,-27759,0,0,0,0,55252,0,-26555.0,2010,0,0,0,0,661896,661896,195787.0,0,0,0,0,0.0,0,56400,0.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,37797.0,0,N,5.0,1,200845.0,29490181053268,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2007.0,11105-2402,11105.0,113477797200712.0,1134777972007.0,12,0.0,0.0,0.0,2227 33RD ST,3.0,0.0,ASTORIA,3.0,,2.0,11.0,0.0,0.0,0.0,SYLLOGOS KRETON MINOS INC,1.0,199908.0,,NY,SOI,3.0,1.0,2.0,1.0,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.33302,A,O,O,AR,A,IN,,A23,A,,SOI,SOI
10665,113757378,,6.0,200608,2005,23000.0,0,0,0,0,0.0,0,0,6968,6968,29968.0,28203.0,2639,0,0,874,7228,0,4589,0.0,0,0,0,0,0,0,0,0,3656,0,3312,,29968.0,29968,0,0,0,0,0,0,0,1765.0,0,0,0,0,0,0,0,874.0,0,0,0,0,0.0,0,0,0.0,0,0,0,2184,0,0,0,0,0,2184,2184,0,7,0,0.0,0,N,1.0,1,200809.0,29409356037327,9,41.0,2006,3.0,Y,1.0,N,1.0,0.0,2005.0,11211,11211.0,113757378200608.0,1137573782006.0,8,,,,,,,,,,,,,,,HUMAN FUTURE DANCE CORPS INC,,,,NY,rtf07co,1.0,1.0,1.0,1.0,36047.0,5602.0,5600.0,A62,A,U,O,AR,A,A,IN,,1,AR,AR,AR,0.68895,A,U,O,AR,A,IN,,A62,A,,,
10756,116024777,,7.0,200712,2007,0.0,1505,0,0,131,0.0,0,0,27661,27661,29166.0,5744.0,28518,0,0,28171,28518,0,0,0.0,0,0,0,0,0,0,0,23075,0,4455,0,,6091.0,6091,0,0,0,0,0,27530,0,347.0,0,0,0,0,0,0,0,28171.0,0,0,0,0,0.0,0,0,131.0,0,0,0,0,7854,110360,764,0,0,118978,8618,5,9,0,0.0,263,N,3.0,1,200832.0,29409201055428,9,1.0,2007,3.0,Y,1.0,Y,1.0,0.0,2007.0,11417-0185,11417.0,116024777200712.0,1160247772007.0,12,263.0,264.0,267.0,PO BOX 185,3.0,0.0,JAMAICA,3.0,,2.0,11.0,0.0,10.0,0.0,NEW YORK TURF WRITERS ASSOCIATION INC OZONE PARK,1.0,196311.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36081.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.282,A,O,O,AR,A,IN,,A70,A,,,
10795,116036702,,8.0,200804,2007,0.0,17392,0,0,873,0.0,58221,6192,111747,53526,129139.0,87356.0,210587,0,0,358444,348041,128246,124456,142858.0,0,0,0,0,0,0,0,3173,0,23272,20016,,67745.0,67745,0,0,0,0,0,26445,64413,-19611.0,0,0,0,0,0,0,0,230198.0,0,0,0,0,873.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,162471.0,904,N,4.0,1,200843.0,29490271171118,90,1.0,2008,4.0,Y,1.0,N,1.0,0.0,2007.0,11693-1105,11693.0,116036702200804.0,1160367022008.0,4,904.0,602.0,328.0,1622 CHURCH RD,3.0,0.0,BROAD CHANNEL,1.0,,2.0,11.0,0.0,10.0,0.0,NORTH CHANNEL YACHT CLUB INC,1.0,195712.0,,NY,rtf07co,2.0,1.0,2.0,1.0,36081.0,5602.0,5600.0,A32,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.76543,A,O,O,AR,A,IN,,A32,A,,,
10845,116042353,,7.0,200709,2006,0.0,108775,0,0,326,0.0,0,0,326,326,109101.0,100500.0,33231,1274,0,50474,54270,25844,21039,0.0,0,0,0,0,0,0,0,0,0,0,0,,109101.0,109101,0,0,0,0,0,0,0,8601.0,0,0,108,0,0,0,0,24630.0,0,0,0,0,326.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,263,N,3.0,1,200809.0,29490033221408,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2006.0,11238-6052,11238.0,116042353200709.0,1160423532007.0,9,263.0,59.0,264.0,200 EASTERN PKWY,9.0,0.0,BROOKLYN,3.0,WILSON SOUFFRANT,2.0,11.0,0.0,10.0,1381.0,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,5.0,195708.0,1502 NY LOC NYC BROOKLYN MUSEUM EMP,NY,rtf07co,1.0,2.0,2.0,2.0,36047.0,5602.0,5600.0,A50,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.90915,A,O,O,AR,A,IN,,A50,A,,,
10888,116102176,,7.0,200712,2007,0.0,205364,0,0,0,0.0,0,0,0,0,205364.0,198155.0,68555,69561,0,63763,70972,2417,0,70972.0,0,0,0,0,0,0,0,0,0,0,0,,205364.0,205364,0,0,0,0,0,0,0,7209.0,0,10276,11546,0,0,0,0,61346.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,61346.0,263,N,3.0,1,200821.0,29490110254038,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2007.0,11418-2334,11418.0,116102176200712.0,1161021762007.0,12,263.0,264.0,279.0,10916 JAMAICA AVE,9.0,0.0,RICHMOND HILL,3.0,GAETANO J TESORIERO,2.0,11.0,0.0,10.0,685.0,NATIONAL ASSOCIATION OF LETTER CARRIERS,5.0,194409.0,0562 JAMAICA NEW YORK,NY,rtf07co,1.0,2.0,2.0,2.0,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.65422,A,O,O,AR,A,IN,,A23,A,,,
10969,130417765,A033,7.0,200712,2007,0.0,3487857,0,0,128310,0.0,0,0,3343091,3343091,6830948.0,6578858.0,1214280,1083473,0,3597909,4265650,2635719,3051370,0.0,0,0,0,0,0,0,0,0,2993313,0,221468,M,6830948.0,6830948,0,0,0,0,0,0,0,252090.0,0,2123972,197028,0,0,52309,56984,962190.0,0,0,0,0,128310.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,919,N,6.0,1,200835.0,29490215247148,90,1.0,2007,7.0,Y,1.0,Y,1.0,0.0,2007.0,10016-8013,10016.0,130417765200712.0,1304177652007.0,12,919.0,0.0,0.0,432 PARK AVE S FL 6,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,ADVERTISING RESEARCH FOUNDATION INC,1.0,194303.0,,NY,SOI,4.0,5.0,5.0,5.0,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9738700000000001,A,O,O,AR,A,IN,,A03,A,,SOI,SOI
10980,130431735,,7.0,200703,2006,0.0,498167,0,0,1161,0.0,0,0,125280,125280,623447.0,548058.0,96657,15600,0,690235,765619,668967,668962,0.0,0,0,0,0,0,0,0,0,0,0,124119,,623447.0,623447,0,0,0,0,0,0,0,75389.0,0,191819,21759,0,0,0,0,21268.0,0,0,0,0,1161.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,263,N,5.0,1,200814.0,29490068051468,90,1.0,2007,5.0,Y,1.0,N,1.0,0.0,2006.0,10001-3904,10001.0,130431735200703.0,1304317352007.0,3,263.0,0.0,0.0,363 7TH AVE FL 17,2.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,AMERICAN GUILD OF VARIETY ARTISTS,5.0,195711.0,,NY,rtf07co,3.0,3.0,3.0,3.0,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.85426,C,O,O,AR,A,IN,,A99,A,,,
10989,130452378,,,200704,2006,0.0,682465,0,0,11824,0.0,0,0,11824,11824,694289.0,590213.0,732305,0,0,629033,732305,804,0,732305.0,0,0,0,0,0,0,0,0,0,0,0,M,694289.0,694289,0,0,0,0,0,0,0,104076.0,0,17500,1536,0,0,0,0,628229.0,0,0,0,0,0.0,11824,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,628229.0,263,,,1,200742.0,29490265254277,90,,2007,,,,N,,,,10036-2501,10036.0,130452378200704.0,1304523782007.0,4,263.0,264.0,0.0,165 W 46TH ST,3.0,0.0,NEW YORK,3.0,,2.0,1.0,0.0,10.0,0.0,ASSOCIATED ACTORS AND ARTISTES OF AMERICA,5.0,193809.0,,NY,CORE06co,3.0,3.0,3.0,0.0,36061.0,5602.0,5600.0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.22725,A,O,O,AR,A,IN,,J40,J,,,
10998,130453215,,,200512,2005,0.0,114888,57063,48529,11475,0.0,0,0,123373,74844,238261.0,132071.0,435107,0,0,477804,616310,100358,181203,439107.0,0,0,0,0,0,0,0,0,0,0,54835,,189732.0,189732,0,8534,0,0,0,0,0,57661.0,0,0,0,0,0,0,0,377446.0,0,0,0,0,701.0,9927,0,847.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,377446.0,59,,,1,200716.0,29490343218246,90,,2005,,,,N,,,,10017-5405,10017.0,130453215200512.0,1304532152005.0,12,59.0,205.0,279.0,50 E 42ND ST,9.0,0.0,NEW YORK,2.0,ARNOLD MERRITT,2.0,13.0,0.0,10.0,2493.0,PAINTING & DECORATING CONTRACTORS OF AMERICA,5.0,197401.0,NEW YORK CITY,NY,CORE06co,3.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.024990000000000002,A,O,O,AR,A,IN,,A40,A,,,
11001,130460219,,7.0,200705,2006,0.0,835918,0,0,32428,0.0,0,0,32428,32367,868346.0,884261.0,895396,241475,0,987609,948544,76237,53148,0.0,0,0,0,0,0,0,0,0,0,0,0,,868285.0,868285,0,0,0,61,-61,0,0,-15976.0,0,148487,9102,0,0,0,0,911372.0,0,0,0,0,32428.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,261,N,5.0,1,200810.0,29490034112178,90,1.0,2007,5.0,Y,1.0,N,1.0,0.0,2006.0,10036-3409,10036.0,130460219200705.0,1304602192007.0,5,261.0,0.0,0.0,545 W 45TH STREET FL 2,9.0,0.0,NEW YORK,3.0,HUGO CAPRA,2.0,13.0,0.0,10.0,386.0,INTERNATIONAL ALLIANCE THEATRICAL,5.0,198403.0,306 LOCAL,NY,rtf07co,3.0,3.0,3.0,3.0,36061.0,5602.0,5600.0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.10568,B,O,O,AR,A,IN,,J40,J,,,
11021,130623590,A330,6.0,200612,2006,0.0,0,25270434,23341128,1938450,0.0,0,0,29501600,6160472,29501600.0,8532304.0,78054504,989833,0,75658442,79676047,1289712,1621543,0.0,0,0,0,0,0,0,0,0,2145887,0,91829,M,6160472.0,6160472,55000,1929306,0,0,0,0,0,-2371832.0,6057606,2057960,260234,0,0,0,0,74368730.0,0,0,0,0,204964.0,1733247,55000,239.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0,N,9.0,1,200806.0,29490019341138,90,1.0,2006,8.0,Y,1.0,Y,1.0,0.0,2006.0,10016-5336,10016.0,130623590200612.0,1306235902006.0,12,0.0,0.0,0.0,45 EAST 33RD STREET 3RD FL,3.0,0.0,NEW YORK,1.0,SAMUEL NORICH,2.0,13.0,0.0,10.0,0.0,FORWARD ASSOC INC,1.0,200108.0,RADIO BROADCASTING & PUBLISHING DIV,NY,SOI,,5.0,,5.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.2842,A,O,O,AR,A,IN,,A33,A,,SOI,SOI
11034,130689125,,7.0,200712,2007,0.0,189972,0,0,3143,0.0,0,0,3143,3143,193115.0,208172.0,-118566,71782,0,146427,169500,249936,288066,0.0,0,0,0,0,0,0,0,0,0,0,0,,193115.0,193115,0,0,0,0,0,0,0,-15057.0,0,11034,6599,0,0,0,0,-103509.0,0,0,0,0,3143.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,263,N,4.0,1,200828.0,29490167299118,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2007.0,10016-8804,10016.0,130689125200712.0,1306891252007.0,12,263.0,279.0,0.0,386 PARK AVE S FL 13,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,EXHIBITION EMPLOYEES - 829 GENERAL FUND,5.0,195804.0,,NY,rtf07co,2.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A114,A,O,S,ZA,A,A,IN,,1,AR,AR,AR,0.43988999999999995,B,O,S,ZA,A,IN,,A1140,A,,,
11058,130876693,,7.0,200712,2007,0.0,3050,0,0,0,0.0,0,0,43838,43838,46888.0,9597.0,65630,0,0,70304,66287,5123,657,0.0,0,0,0,0,0,0,0,36842,0,6996,0,,10046.0,10046,0,0,0,0,0,43838,0,449.0,0,0,0,0,0,0,0,65181.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,264,N,3.0,1,200827.0,29490167074008,90,1.0,2007,3.0,Y,1.0,N,1.0,0.0,2007.0,10011-6849,10011.0,130876693200712.0,1308766932007.0,12,264.0,0.0,0.0,31 W 15TH ST,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,UNITED ITALIAN AMERICAN LABOR COUNCIL INC,1.0,195005.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.1585,A,O,O,AR,A,IN,,A23,A,,,
11067,130951470,S410,7.0,200708,2006,0.0,4525029,0,0,188722,0.0,0,0,4338814,4338814,8863843.0,7441886.0,2844093,300254,0,8983985,16752031,7668674,13907938,0.0,0,0,0,0,0,0,0,0,4141327,0,8765,M,8863843.0,8863843,0,0,0,0,0,0,0,1421957.0,106825,2406906,200982,0,0,0,0,1315311.0,4525029,79924,90501,-10577,188722.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,119,N,8.0,1,200838.0,93490254001278,90,1.0,2007,7.0,Y,1.0,N,1.0,0.0,2006.0,10036-1413,10036.0,130951470200708.0,1309514702007.0,8,119.0,205.0,279.0,226 W 47TH ST,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,LEAGUE OF AMERICAN THEATRES AND PRODUCERS INC,1.0,194210.0,,NY,SOI,,5.0,5.0,5.0,36061.0,5602.0,5600.0,A036,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9545100000000001,A,O,O,AR,A,IN,,A0365,A,,SOI,SOI
11070,130971750,A6AZ,7.0,200706,2006,92000.0,2880,0,0,0,0.0,0,0,40952,40952,135832.0,126139.0,35163,0,0,27777,35163,2307,0,0.0,0,0,0,0,0,0,0,0,40702,0,250,,135832.0,135832,0,0,0,0,0,0,0,9693.0,0,77426,7078,0,0,0,0,25470.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1226026,0,0,0,0,1226026,1226026,7,9,0,0.0,319,N,3.0,1,200804.0,29490005258298,90,1.0,2007,4.0,N,1.0,N,1.0,0.0,2006.0,10128-0505,10128.0,130971750200706.0,1309717502007.0,6,319.0,0.0,0.0,6 E 87TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,LIEDERKRANZ OF THE CITY OF NEW YORK,1.0,193907.0,,NY,rtf07co,1.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A6A,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.5060100000000001,A,O,O,AR,A,IN,,A6A,A,,,
11102,131087160,A330,7.0,200712,2007,460000.0,10658900,2037800,1866500,337100,0.0,0,0,7573500,5707000,18692400.0,15793100.0,7629000,2741200,0,9778200,11416900,2842800,3787900,0.0,0,0,0,0,0,0,0,407700,4816800,-142500,116600,M,16418200.0,16418200,0,171300,0,0,0,265200,0,625100.0,68500,0,295600,0,0,0,0,6935400.0,10658900,713900,831400,-117500,337100.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,200,N,8.0,1,200837.0,29490236027038,90,1.0,2007,8.0,Y,1.0,N,1.0,0.0,2007.0,10019-5873,10019.0,131087160200712.0,1310871602007.0,12,200.0,0.0,0.0,810 SEVENTH AVE 24TH FLOOR,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,MAGAZINE PUBLISHERS OF AMERICA INC,1.0,194209.0,,NY,SOI,,,,,36061.0,5602.0,5600.0,A033,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.17934,A,O,O,AR,A,IN,,A0333,A,,SOI,SOI
11112,131101367,W03,7.0,200711,2006,0.0,51488,0,0,471,0.0,0,0,133617,133617,185105.0,168352.0,37649,0,0,20896,37649,0,0,37649.0,0,0,0,0,0,0,0,0,111751,0,21395,,185105.0,185105,0,0,0,0,0,0,0,16753.0,0,42932,3485,0,0,0,0,20896.0,0,0,0,0,401.0,70,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,20896.0,200,N,3.0,1,200814.0,29490075148258,90,1.0,2007,4.0,Y,1.0,Y,1.0,0.0,2006.0,10007-4107,10007.0,131101367200711.0,1311013672007.0,11,200.0,205.0,0.0,299 BROADWAY STE 206,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,NEW YORK SOCIETY OF ARCHITECTS,1.0,194208.0,,NY,rtf07co,1.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.79443,B,O,O,AR,A,IN,,A03,A,,,
11150,131374145,,,200512,2005,0.0,20500,0,0,0,0.0,0,0,12410,12410,32910.0,45633.0,86554,0,0,99277,86554,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12410,,32910.0,32910,0,0,0,0,0,0,0,-12723.0,0,4900,0,0,0,0,0,99277.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,200,,,1,200707.0,29490013267007,90,,2005,,,,N,,,,10018-0000,10018.0,131374145200512.0,1313741452005.0,12,200.0,279.0,0.0,980 AVE OF AMERICAS 3RD FLR,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,TEXTILE DISTRIBUTORS ASSOCIATION INC,1.0,194409.0,,NY,CORE06co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.64928,A,O,O,AR,A,IN,,A40,A,,,
11157,131394480,,7.0,200712,2007,0.0,2064709,0,0,50815,0.0,0,0,7007525,7007525,9072234.0,9831031.0,-246298,714043,0,914843,3564936,402344,3811234,-246298.0,0,0,0,0,0,0,0,0,6956710,0,0,,9072234.0,9072234,0,0,0,0,0,0,0,-758797.0,0,260985,55667,0,0,0,0,512499.0,0,0,0,0,50815.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,512499.0,205,N,6.0,1,200835.0,29490215079338,90,1.0,2007,7.0,Y,1.0,N,1.0,0.0,2007.0,10016-1012,10016.0,131394480200712.0,1313944802007.0,12,205.0,0.0,0.0,271 MADISON AVE STE 1504,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,TRAFFIC AUDIT BUREAU FOR MEDIA MEASUREMENT INC,1.0,195501.0,,NY,rtf07co,4.0,5.0,5.0,5.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.78264,B,O,O,AR,A,IN,,A30,A,,,
11161,131395875,,,200612,2006,0.0,1028656,0,0,89896,0.0,0,0,89896,89896,1118552.0,1001043.0,2185626,268614,0,2091317,2207739,23200,22113,2185626.0,0,0,0,0,0,0,0,0,0,0,0,,1118552.0,1118552,0,0,0,0,0,0,0,117509.0,0,159255,31411,0,0,0,0,2068117.0,0,0,0,0,89896.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2068117.0,263,,,1,200722.0,29490125094157,90,,2006,,,,N,,,,10018-3308,10018.0,131395875200612.0,1313958752006.0,12,263.0,264.0,279.0,1430 BROADWAY 8TH FLOOR,9.0,0.0,NEW YORK,3.0,GENE MCELWAIN,2.0,13.0,0.0,10.0,386.0,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMP & MVG PIC MACH OP-US&CAN,5.0,194104.0,751 IATSE,NY,CORE06co,4.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.5472100000000001,A,O,O,AR,A,IN,,J40,J,,,
11169,131426099,,8.0,200804,2007,0.0,700,0,0,2351,0.0,0,0,141570,141570,142270.0,10434.0,189385,0,0,181585,189385,0,0,189385.0,0,0,0,0,0,0,0,122263,0,16956,0,,20007.0,20007,0,0,0,0,0,139219,0,9573.0,-1773,0,0,0,0,0,0,181585.0,0,0,0,0,1696.0,655,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,181585.0,999,N,4.0,1,200843.0,29490278074098,90,1.0,2008,4.0,Y,1.0,N,1.0,0.0,2007.0,10470-1901,10470.0,131426099200804.0,1314260992008.0,4,999.0,0.0,0.0,7 E 235TH ST,3.0,0.0,BRONX,1.0,MICHAEL J KEANE,2.0,13.0,0.0,10.0,0.0,UNITED IRISH COUNTIES ASSOCIATION OF NEW YORK INC,5.0,195604.0,,NY,rtf07co,2.0,1.0,2.0,1.0,36005.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.7097,A,O,O,AR,A,IN,,A23,A,,,
11171,131426730,,6.0,200612,2006,0.0,3886412,0,0,44520,0.0,0,0,74612,74612,3961024.0,3426289.0,1990411,745758,0,1553974,2083425,98298,93014,1990411.0,0,0,0,0,0,0,0,0,0,0,30092,,3961024.0,3961024,0,0,0,0,0,0,0,534735.0,0,800752,103264,0,0,0,0,1455676.0,0,0,0,0,44520.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1455676.0,263,N,6.0,1,200810.0,29490012209128,90,28.0,2006,6.0,Y,1.0,N,1.0,0.0,2006.0,10018-5504,10018.0,131426730200612.0,1314267302006.0,12,263.0,264.0,279.0,29 WEST 38TH ST 15TH FL,9.0,0.0,NEW YORK,3.0,CECILIA ANN FRIEDERICHS,2.0,13.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,196004.0,829 UNITED SCENIC ARTISTS LOC IATSE,NY,rtf07co,4.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.39391,C,O,O,AR,A,IN,,J40,J,,,
11189,131505524,,6.0,200612,2006,0.0,907311,321716,286079,125979,0.0,0,0,2877147,2591068,3784458.0,2894925.0,7238959,214086,0,9060543,7898643,2156587,659684,0.0,0,0,0,0,0,0,0,406387,0,818400,1204665,,3091992.0,3091992,0,35637,0,0,0,1224787,0,197067.0,137936,736790,93177,0,0,1341666,423597,6903956.0,0,0,0,0,35350.0,90629,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,205,N,7.0,1,200806.0,81490019235118,90,1.0,2006,6.0,Y,1.0,Y,1.0,0.0,2006.0,10012-1401,10012.0,131505524200612.0,1315055242006.0,12,205.0,40.0,279.0,536 LAGUARDIA PL,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,AMERICAN INSTITUTE OF ARCHITECTS,1.0,194208.0,N Y CHAPTER,NY,rtf07co,5.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.52467,B,O,O,AR,A,IN,,A40,A,,,
