,EIN,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ASS_BOY,ASS_EOY,BLOCK,BOND_BOY,BOND_EOY,CENSUSTRACT,CITY,CLASSCD,COMPENS,COMPENSP,CONT,CONTACT,CONTP,DEDUCTCD,DIREXP,EOSTATUS,EPOSTCARD,EXPS,EXPSP,FILENAME,FIPS,FISYR,FISYRP,FNDNCD,FRCD,FUNDBAL,FUNDFEES,FUNDFEESP,FUNDINC,FUNDINCP,GFTGRNTSRCVD170,GOODS,GRPROF,GRPROFP,GRREC,GRRECMEM,GRRECOTH,GRRECPUB,GRSINC170,GRSINCFNDRSNG,GRSINCGAMING,GRSRCPTSADMISSN509,GRSRCPTSRELATED170,GRSRNTSPRSNL,GRSRNTSREAL,INITFEES,INPRIOR,INPRIORSRC,INVENTG,INVINC,INVINCP,LATITUDE,LESSDIRFNDRSNG,LESSDIRGAMING,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LIAB_BOY,LIAB_EOY,LONGITUDE,MAJGRPB,MANUALLY_FIXED,MRTG_BOY,MRTG_EOY,MSA_NECH,NAICS,NAME,NCCSKEY,NCCSKEY2,NETA_BOY,NETGNLS,NETINC,NETINCFNDRSNG,NETINCGAMING,NETINCP,NETRENT,NETRENTP,NTEE1,NTEECC,NTEECONF,NTEEFINAL,NTEEFINAL1,NTEEIRS,NTEESRC,NTMAJ10,NTMAJ12,NTMAJ5,ORGCD,OTHCHGS,OTHINC,OTHINCP,OTHSAL,OTHSALP,OUTNCCS,OUTREAS,PAYTAX,PAYTAXP,PMSA,PROGREV,PROGREVP,Q78A,RANDNUM,REASON,RENTEXP,RENTINC,RETEARN,RETE_BOY,RNTLEXPNSPRSNL,RNTLEXPNSREAL,RNTLINCPRSNL,RNTLINCREAL,ROYALTSINC,RULEDATE,SALEOTHE,SALEOTHG,SALEOTHN,SALEOTHNP,SALESECN,SALESECNP,SALESEXP,SECUR,SEC_NAME,SOIYR,SOURCE,SPEVTG,SRVCSVAL170,SRVCSVAL509,STATE,STYEAR,SUBCD,SUBSECCD,SUBTOTSUPPINC509,TAXPER,TAXPERP,TOTGFTGRNTRCVD509,TOTREV,TOTREV2,TOTREVP,TOTSUPP509,TXEXMPTBNDSPROCEEDS,TXREVNUELEVIED170,TXREVNUELEVIED509,UNSECUREDNOTESEND,VALIDATION_STATE,ZIP,ZIP5
78089,237360764,6,603.0,124.0,149.0,228 PARK AVE S 32991,3.0,276577.0,262012.0,360610052001002.0,0.0,0.0,36061005200.0,NEW YORK,20,0.0,0.0,10161.0,LYNN COX,18740.0,4.0,0.0,1.0,0,379277.0,269743.0,237360764_201506_990O,36061.0,2015,2014.0,16,10.0,224591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348448,0.0,0.0,,0.0,0.0,0,1217278.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,0.0,0.0,40.7375,0.0,0.0,PC,O,AR,A,21157.0,37421.0,-73.9885,A,,0.0,0.0,5602.0,813920.0,MUSEUM COMPUTER NETWORK INC,237360764201506,2373607642015,255420.0,0.0,-30829.0,0.0,0.0,63061.0,0.0,0.0,A,A035,,A0350,A,,NEW,AR,AR,AR,1.0,,2414.0,4526.0,0.0,0.0,IN,,0.0,0.0,5600.0,335873.0,309538.0,Y,0.3556450684053144,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20149.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20149.0,3,3,6250.0,201506,201406.0,105016.0,348448.0,348448.0,332804.0,1344550.0,0.0,0.0,0.0,0.0,0.0,10003-1502,10003
78117,237362572,8,119.0,0.0,0.0,490 RIVERSIDE DRIVE 11TH FLOOR,3.0,1403857.0,1706535.0,360610099001035.0,0.0,0.0,36061009900.0,NEW YORK,20,399530.0,316106.0,2177531.0,,2379633.0,1.0,235325.0,1.0,0,3741037.0,3647629.0,237362572_201408_990O,36061.0,2014,2013.0,15,10.0,1475427.0,0.0,0.0,-91640.0,-113417.0,13326781.0,0.0,0.0,0.0,4322150,0.0,0.0,,99488.0,143685.0,0,0.0,4276524.0,0.0,0.0,0,1,rtf13_990_VER,0.0,409.0,115.0,40.7482,235325.0,0.0,PC,O,AR,A,274218.0,231108.0,-74.0075,A,,0.0,0.0,5602.0,711130.0,ORPHEUS CHAMBER ORCHESTRA INC,237362572201408,2373625722014,1129639.0,0.0,345788.0,-91640.0,0.0,-98264.0,0.0,0.0,A,A69,,A69,A,A690,NEW,AR,AR,AR,1.0,,55863.0,4198.0,1625928.0,1281283.0,IN,,163929.0,136884.0,5600.0,1929524.0,1243661.0,N,0.4859700552098405,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15138.0,197404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20139.0,15eofinextract990.dat.dat,143685.0,0.0,0.0,NY,20139.0,3,3,0.0,201408,201308.0,0.0,4086825.0,4086825.0,3549365.0,0.0,0.0,0.0,0.0,0.0,0.0,10027-5706,10027
78523,237379091,6,119.0,91.0,0.0,4601 21ST ST,3.0,4626633.0,3308286.0,360810007002001.0,0.0,0.0,36081000700.0,LONG IS CITY,10,535171.0,503897.0,6155911.0,JERALD ORDOVER,6216619.0,1.0,71130.0,1.0,0,11113525.0,9314327.0,237379091_201406_990O,36081.0,2014,2013.0,15,10.0,1037077.0,0.0,0.0,0.0,0.0,26145087.0,0.0,0.0,0.0,8315161,0.0,0.0,,325770.0,71130.0,0,0.0,6107188.0,0.0,106880.0,0,1,rtf13_990_VER,0.0,5.0,85.0,40.7474,71130.0,0.0,PC,O,AR,A,631480.0,2271209.0,-73.9476,A,,0.0,1200000.0,5602.0,712110.0,PS1 CONTEMPORARY ART CENTER INC,237379091201406,2373790912014,3995153.0,-996.0,-2958076.0,0.0,0.0,-1583754.0,106880.0,11895.0,A,A51,,A51,A,A510,NEW,AR,AR,AR,1.0,,0.0,825.0,3594937.0,3159093.0,IN,,284244.0,331283.0,5600.0,1893649.0,1501149.0,N,0.9265232681963426,7,0.0,106880.0,0.0,0.0,0.0,0.0,0.0,106880.0,0.0,198107,0.0,0.0,0.0,0.0,-996.0,0.0,88582.0,87586.0,,20139.0,15eofinextract990.dat.dat,71130.0,0.0,0.0,NY,20139.0,3,3,0.0,201406,201306.0,0.0,8155449.0,8155449.0,7730573.0,0.0,0.0,0.0,0.0,0.0,0.0,11101-5324,11101
78538,237379510,6,0.0,0.0,0.0,140 EAST 28TH STREET,3.0,,5553.0,360610072004001.0,,0.0,36061007200.0,NEW YORK,10,0.0,,0.0,ANNE VAUGHAN,,1.0,0.0,1.0,0,0.0,,237379510_201306_990EZ,36061.0,2013,,16,20.0,5553.0,0.0,,0.0,,,0.0,0.0,,0,,,0.0,0.0,0.0,0,,,0.0,0.0,0,0,,0.0,0.0,,40.743265,0.0,0.0,PC,O,AR,A,,0.0,-73.982008,A,,,0.0,5602.0,711110.0,NEW GLOBE THEATRE INC,237379510201306,2373795102013,,0.0,0.0,0.0,0.0,,0.0,,A,A65,,A65,A,,BEST,AR,AR,AR,1.0,4.0,0.0,,0.0,,IN,,0.0,,5600.0,0.0,,N,0.3662171876928286,9,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,197404,0.0,0.0,0.0,,0.0,,0.0,,,20129.0,15eofinextractEZ.dat,0.0,0.0,0.0,NY,20129.0,3,3,0.0,201306,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10016-8148,10016
78547,237379877,6,90.0,123.0,124.0,32 BROADWAY STE 1314,3.0,742270.0,710378.0,360610013002009.0,0.0,0.0,36061001300.0,NEW YORK,20,0.0,0.0,686637.0,,518321.0,1.0,0.0,1.0,0,717684.0,727085.0,237379877_201406_990O,36061.0,2014,2013.0,15,10.0,612546.0,0.0,0.0,0.0,35370.0,0.0,0.0,0.0,0.0,720072,0.0,0.0,,0.0,0.0,0,444189.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,1643.0,3462.0,40.7063,0.0,0.0,PC,O,AR,A,75112.0,97832.0,-74.0129,A,,0.0,0.0,5602.0,710000.0,CENTER FOR TRADITIONAL MUSIC AND DANCE INC,237379877201406,2373798772014,667158.0,0.0,2388.0,0.0,0.0,-39957.0,0.0,0.0,A,A24,,A24,A,A200,NEW,AR,AR,AR,1.0,,3400.0,70628.0,309446.0,286115.0,IN,,0.0,0.0,5600.0,27826.0,58938.0,N,0.9587238142953368,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,197407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20139.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20139.0,3,3,17521.0,201406,201306.0,2802426.0,720072.0,720072.0,687128.0,3503397.0,0.0,0.0,0.0,0.0,0.0,10004-1626,10004
78549,237379930,6,60.0,119.0,0.0,1000 RICHMOND TERRACE,3.0,1941244.0,2164544.0,360850040001020.0,0.0,0.0,36085004000.0,STATEN ISLAND,20,137242.0,123896.0,956724.0,,885313.0,1.0,10280.0,1.0,0,1445057.0,1425098.0,237379930_201406_990O,36085.0,2014,2013.0,15,10.0,1971272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850196,0.0,0.0,,0.0,10280.0,0,2356046.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,27436.0,25971.0,40.6107,10280.0,0.0,PC,O,AR,A,183039.0,193272.0,-74.089,A,,0.0,0.0,5602.0,712110.0,STATEN ISLAND CHILDRENS MUSEUM,237379930201406,2373799302014,1758205.0,103482.0,47986.0,0.0,0.0,-5389.0,0.0,0.0,A,A52,,A52,A,A520,NEW,AR,AR,AR,5.0,,0.0,0.0,615271.0,654808.0,IN,,73339.0,82383.0,5600.0,405401.0,449347.0,N,0.36978758340093976,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197407,346873.0,450355.0,103482.0,59078.0,0.0,59078.0,0.0,0.0,,20139.0,15eofinextract990.dat.dat,10280.0,0.0,0.0,NY,20139.0,3,3,111292.0,201406,201306.0,4627778.0,1493043.0,1493043.0,1419709.0,7119346.0,0.0,0.0,0.0,0.0,0.0,10301-1114,10301
78719,237389149,6,90.0,119.0,149.0,537 BROADWAY,3.0,7753.0,13088.0,360610049001004.0,0.0,0.0,36061004900.0,NEW YORK,20,0.0,0.0,51000.0,CATHERINE WEIS,29000.0,1.0,0.0,1.0,0,45665.0,24859.0,237389149_201506_990O,36061.0,2015,2014.0,15,1.0,13088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51000,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,0.0,0.0,40.723316,0.0,0.0,PC,O,AR,A,0.0,0.0,-73.998711,A,,0.0,0.0,5602.0,711120.0,ROXANNE DANCE FOUNDATION INC,237389149201506,2373891492015,7753.0,0.0,5335.0,0.0,0.0,4141.0,0.0,0.0,A,A62,,A62,A,A62Z,NEW,AR,AR,AR,1.0,,0.0,0.0,0.0,0.0,IN,,0.0,0.0,5600.0,0.0,0.0,N,0.10259048022487738,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20149.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20149.0,3,3,0.0,201506,201406.0,109903.0,51000.0,51000.0,29000.0,109903.0,0.0,0.0,0.0,0.0,0.0,10012-3930,10012
78852,237396609,12,149.0,349.0,0.0,PO BOX 640152,3.0,129081.0,128423.0,360811367005003.0,0.0,0.0,36081136700.0,OAKLAND GDNS,10,0.0,0.0,2160.0,TREASURER,1110.0,1.0,0.0,1.0,0,39510.0,25327.0,237396609_201412_990EZ,36081.0,2014,2013.0,16,10.0,128423.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,38852,,,0.0,0.0,0.0,0,,,0.0,0.0,0,1,rtf13_990EZ_VER,0.0,2.0,2.0,40.7428,0.0,0.0,PC,O,AR,A,0.0,0.0,-73.7588,A,,0.0,0.0,5602.0,710000.0,AMERICAN SMALL CRAFT ASSOCIATION INC,237396609201412,2373966092014,129081.0,0.0,-658.0,0.0,0.0,18445.0,0.0,0.0,A,A40,,A40,A,,NEW,AR,AR,AR,1.0,0.0,3838.0,1845.0,0.0,0.0,IN,,0.0,0.0,5600.0,32852.0,40815.0,N,0.31086584866459666,7,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,197409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20140.0,15eofinextractEZ.dat,0.0,0.0,0.0,NY,20140.0,3,3,0.0,201412,201312.0,0.0,38852.0,38852.0,43772.0,0.0,0.0,0.0,0.0,0.0,0.0,11364-0152,11364
78854,237396613,6,90.0,119.0,0.0,PO BOX 777,3.0,84482.0,97122.0,360610034002001.0,0.0,0.0,36061003400.0,NEW YORK,10,69442.0,59540.0,271331.0,,218471.0,1.0,0.0,1.0,0,563492.0,349558.0,237396613_201406_990O,36061.0,2014,2013.0,16,10.0,18335.0,0.0,0.0,0.0,0.0,1437127.0,0.0,0.0,0.0,759261,0.0,0.0,,21328.0,0.0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,17.0,13.0,40.72775,0.0,0.0,PC,O,AR,A,94997.0,78787.0,-73.980396,A,,33600.0,6696.0,5602.0,711110.0,MABOU MINES DEVELOPMENT FOUNDATION INC,237396613201406,2373966132014,-10515.0,-657.0,23850.0,0.0,0.0,-42627.0,0.0,210.0,A,A65,,A65,A,A650,NEW,AR,AR,AR,1.0,,2149.0,2358.0,52863.0,43625.0,IN,,19020.0,11024.0,5600.0,314354.0,83550.0,N,0.7305373902125177,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,197409,0.0,0.0,0.0,0.0,-657.0,0.0,171919.0,171262.0,,20139.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20139.0,3,3,0.0,201406,201306.0,0.0,587342.0,587342.0,306931.0,0.0,0.0,0.0,0.0,0.0,0.0,10009-0777,10009
78885,237397946,6,60.0,91.0,119.0,535 W 22ND ST 4TH FLOOR,3.0,129810935.0,167726406.0,360610099001035.0,0.0,0.0,36061009900.0,NEW YORK,12,735893.0,798782.0,7242740.0,,6398144.0,1.0,246008.0,1.0,0,10368800.0,22937642.0,237397946_201406_990O,36061.0,2014,2013.0,15,10.0,155149019.0,56235.0,125000.0,0.0,0.0,34187959.0,181573.0,277941.0,298760.0,71479920,0.0,0.0,,22547042.0,246008.0,0,0.0,5884996.0,0.0,2391222.0,0,1,rtf13_990_VER,459514.0,4352350.0,3533014.0,40.747294000000004,246008.0,0.0,PC,O,AR,A,25445555.0,12577387.0,-74.004983,A,,24000000.0,11500000.0,5602.0,710000.0,DIA CENTER FOR THE ARTS INC,237397946201406,2373979462014,104365380.0,41665513.0,46022062.0,0.0,0.0,-9623483.0,1873210.0,1435590.0,A,A20,,A20,A,A200,NEW,AR,AR,AR,1.0,,32540.0,46879.0,3244250.0,3501493.0,IN,,319237.0,385949.0,5600.0,934661.0,595194.0,N,0.4364719604071636,7,518012.0,2391222.0,0.0,0.0,0.0,518012.0,0.0,1873210.0,11907.0,197409,154056.0,41152360.0,40998304.0,1002120.0,667209.0,137185.0,13989409.0,14656618.0,,20139.0,15eofinextract990.dat.dat,246008.0,0.0,0.0,NY,20139.0,3,3,0.0,201406,201306.0,0.0,56390862.0,56390862.0,13314159.0,0.0,0.0,0.0,0.0,0.0,3.0,10011-1119,10011
79029,237404350,12,120.0,449.0,0.0,4TH FLOOR SUITE 4030,3.0,813820.0,685520.0,,0.0,0.0,,NEW YORK,20,207098.0,177489.0,507537.0,MIGUEL GARCIA,438678.0,1.0,0.0,1.0,0,2508747.0,3491997.0,237404350_201412_990O,36061.0,2014,2013.0,15,10.0,-423198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2080347,0.0,0.0,,0.0,0.0,0,9711538.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,0.0,5433.0,40.728412,0.0,0.0,PC,O,AR,A,786825.0,1108718.0,-73.994252,A,,100000.0,99921.0,5602.0,511100.0,NATIONAL URBAN FELLOWS INC,237404350201412,2374043502014,26995.0,-21793.0,-450193.0,0.0,0.0,-881512.0,0.0,0.0,A,A33,,A33,A,,NEW,AR,AR,AR,1.0,,0.0,180.0,114056.0,420315.0,IN,,26274.0,49785.0,5600.0,1572810.0,2085424.0,N,0.8631607741348867,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197410,21793.0,0.0,-21793.0,80770.0,0.0,0.0,0.0,0.0,,20140.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20140.0,3,3,179625.0,201412,201312.0,3831216.0,2058554.0,2058554.0,2610485.0,13830346.0,0.0,0.0,0.0,0.0,0.0,10036-0000,10036
79108,237408447,12,90.0,92.0,119.0,115 W 183RD ST,3.0,1227892.0,1204734.0,360050255002001.0,0.0,0.0,36005025500.0,BRONX,12,0.0,0.0,35731.0,,37294.0,1.0,0.0,1.0,0,101163.0,125994.0,237408447_201412_990O,36005.0,2014,2013.0,15,10.0,1201922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72543,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,26631.0,36648.0,40.8602,0.0,0.0,PC,O,AR,A,0.0,2812.0,-73.9096,A,,0.0,0.0,5602.0,711100.0,DAUGAVAS VANAGI LATVIAN WELFARE ASSOCIATION INC,237408447201412,2374084472014,1227892.0,0.0,-28620.0,0.0,0.0,-46215.0,0.0,0.0,A,A60,,A60,A,A23,NEW,AR,AR,AR,1.0,,1260.0,1375.0,0.0,0.0,IN,,0.0,0.0,5600.0,8921.0,4462.0,N,0.544349225945029,9,0.0,0.0,1201922.0,1227892.0,0.0,0.0,0.0,0.0,0.0,197410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20140.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20140.0,3,3,170641.0,201412,201312.0,193289.0,72543.0,72543.0,79779.0,363930.0,0.0,0.0,0.0,0.0,0.0,10453-1103,10453
79213,237412428,6,60.0,0.0,0.0,1114 AVENUE OF THE AMERICAS,3.0,33954970.0,34335091.0,360610119001005.0,6605000.0,6030000.0,36061011900.0,NEW YORK,20,1227101.0,1205410.0,4535419.0,,3744707.0,1.0,415719.0,1.0,0,16893781.0,18152317.0,237412428_201406_990O,36061.0,2014,2013.0,15,10.0,26436733.0,0.0,0.0,0.0,0.0,23322230.0,547011.0,296855.0,337956.0,20650657,0.0,0.0,,3228905.0,415719.0,0,0.0,50264294.0,0.0,0.0,0,1,rtf13_990_VER,843866.0,464078.0,584461.0,40.7554,415719.0,0.0,PC,O,AR,A,8580312.0,7898358.0,-73.9837,A,,0.0,0.0,5602.0,710000.0,INTERNATIONAL CENTER OF PHOTOGRAPHY,237412428201406,2374124282014,25374658.0,684119.0,-2092627.0,0.0,0.0,-2876833.0,0.0,0.0,A,A40,,A40,A,A510,NEW,AR,AR,AR,1.0,,0.0,881000.0,5045387.0,5315010.0,IN,,547129.0,436262.0,5600.0,8820683.0,9083542.0,N,0.790970904772319,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197411,0.0,0.0,0.0,643818.0,684119.0,0.0,4886773.0,5570892.0,,20139.0,15eofinextract990.dat.dat,415719.0,0.0,0.0,NY,20139.0,3,3,0.0,201406,201306.0,0.0,14801154.0,14801154.0,15275484.0,0.0,0.0,0.0,0.0,0.0,0.0,10036-7703,10036
79496,237425243,6,124.0,0.0,0.0,20 W 20TH ST FL 2,3.0,40840.0,38671.0,360610054001002.0,0.0,0.0,36061005400.0,NEW YORK,32,100189.0,101729.0,37930.0,,34243.0,1.0,0.0,1.0,0,421943.0,424932.0,237425243_201406_990O,36061.0,2014,2013.0,16,10.0,-173205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429304,0.0,0.0,,0.0,0.0,0,1651034.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,0.0,0.0,40.7399,0.0,0.0,PC,O,AR,A,221406.0,211876.0,-73.9914,A,,0.0,0.0,5602.0,710000.0,SOCIETY FOR THE STUDY OF MYTH AND TRADITION INC,237425243201406,2374252432014,-180566.0,0.0,7361.0,0.0,0.0,-43174.0,0.0,0.0,A,A70,,A70,A,,NEW,AR,AR,AR,1.0,,0.0,0.0,0.0,0.0,IN,,9712.0,8974.0,5600.0,391374.0,347515.0,N,0.4434023435779656,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20139.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20139.0,3,3,112.0,201406,201306.0,131352.0,429304.0,429304.0,381758.0,1782498.0,0.0,0.0,0.0,0.0,0.0,10011-9260,10011
79536,237426261,6,90.0,0.0,0.0,75 BROAD ST RM 304,3.0,345960.0,255956.0,360610113001005.0,0.0,0.0,36061011300.0,NEW YORK,20,30000.0,56500.0,183415.0,,205878.0,1.0,0.0,1.0,0,797205.0,838357.0,237426261_201506_990O,36061.0,2015,2014.0,15,10.0,223497.0,0.0,0.0,0.0,0.0,1215463.0,0.0,0.0,0.0,814759,0.0,0.0,,271565.0,0.0,0,0.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,16.0,1052.0,40.754,0.0,0.0,PC,O,AR,A,140017.0,32459.0,-73.9898,A,,0.0,0.0,5602.0,711120.0,DANCE WORKS INC,237426261201506,2374262612015,205943.0,0.0,17554.0,0.0,0.0,-1515.0,0.0,50140.0,A,A62,,A62,A,A62Z,NEW,AR,AR,AR,1.0,,30768.0,28687.0,334017.0,295407.0,IN,,33495.0,30443.0,5600.0,600560.0,551085.0,N,0.14084659956058998,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20149.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20149.0,3,3,0.0,201506,201406.0,0.0,814759.0,814759.0,836842.0,0.0,0.0,0.0,0.0,0.0,0.0,10004-3237,10004
79783,237438514,6,119.0,0.0,0.0,20 JAY ST STE 1001,3.0,730263.0,746853.0,360470021002003.0,0.0,0.0,36047002100.0,BROOKLYN,20,383072.0,315000.0,711828.0,,721904.0,1.0,0.0,1.0,0,1256781.0,1271306.0,237438514_201406_990O,36047.0,2014,2013.0,15,10.0,512217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260043,0.0,0.0,,0.0,0.0,0,2359493.0,0.0,0.0,38189.0,0,1,rtf13_990_VER,0.0,48.0,28.0,40.7041,0.0,0.0,PC,O,AR,A,221308.0,234636.0,-73.9866,A,,0.0,0.0,5602.0,711130.0,ANTHOLOGY OF RECORDED MUSIC INC,237438514201406,2374385142014,508955.0,0.0,3262.0,0.0,0.0,4965.0,38189.0,33601.0,A,A68,,A68,A,A680,NEW,AR,AR,AR,1.0,,0.0,0.0,0.0,187546.0,IN,,40894.0,36828.0,5600.0,468267.0,497248.0,N,0.30137167993730474,9,0.0,38189.0,0.0,0.0,0.0,0.0,0.0,38189.0,41711.0,199311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20139.0,15eofinextract990.dat.dat,0.0,0.0,0.0,NY,20139.0,3,3,251127.0,201406,201306.0,4639774.0,1260043.0,1260043.0,1276271.0,7255000.0,0.0,0.0,0.0,0.0,0.0,11201-8346,11201
79835,237440685,9,90.0,93.0,0.0,1 SHERIDAN SQ APT 7E,3.0,6385.0,5242.0,360610071005005.0,0.0,0.0,36061007100.0,NEW YORK,12,0.0,0.0,400.0,,0.0,1.0,0.0,1.0,0,1833.0,1966.0,237440685_201409_990EZ,36061.0,2014,2013.0,16,20.0,5242.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,690,,,0.0,0.0,0.0,0,,,0.0,0.0,0,1,rtf13_990EZ_VER,0.0,0.0,0.0,40.7328,0.0,0.0,PC,O,AR,A,0.0,0.0,-74.0021,A,,0.0,0.0,5602.0,711120.0,TOKUNAGA DANCE KO INC,237440685201409,2374406852014,6385.0,0.0,-1143.0,0.0,0.0,-916.0,0.0,0.0,A,A62,,A62,A,A23Z,NEW,AR,AR,AR,1.0,0.0,0.0,0.0,0.0,0.0,IN,,0.0,0.0,5600.0,290.0,1050.0,N,0.6950964940722003,9,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,197504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20139.0,15eofinextractEZ.dat,0.0,0.0,0.0,NY,20139.0,3,3,108.0,201409,201309.0,600.0,690.0,690.0,1050.0,5666.0,0.0,0.0,0.0,0.0,0.0,10014-6826,10014
79851,237441237,12,92.0,199.0,0.0,PO BOX 4519,3.0,243013.0,253951.0,360610161001001.0,0.0,0.0,36061016100.0,NEW YORK,28,0.0,0.0,5275.0,,14400.0,1.0,0.0,1.0,0,77061.0,61667.0,237441237_201412_990EZ,36061.0,2014,2013.0,16,10.0,253951.0,0.0,0.0,0.0,0.0,,0.0,1176.0,1895.0,85907,,,0.0,0.0,0.0,0,,,0.0,0.0,0,1,rtf13_990EZ_VER,1176.0,3852.0,2327.0,40.7808,0.0,0.0,PC,O,AR,A,0.0,0.0,-73.9772,A,,0.0,0.0,5602.0,712120.0,AMERICAN PRINTING HISTORY ASSOCIATION INC,237441237201412,2374412372014,243013.0,0.0,8846.0,0.0,0.0,22482.0,0.0,0.0,A,A80,,A80,A,,NEW,AR,AR,AR,1.0,2092.0,0.0,0.0,0.0,0.0,IN,,0.0,0.0,5600.0,75604.0,65527.0,N,0.3404010544434032,9,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,197508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20140.0,15eofinextractEZ.dat,0.0,0.0,0.0,NY,20140.0,3,3,11995.0,201412,201312.0,278806.0,85907.0,85907.0,84149.0,390872.0,0.0,0.0,0.0,0.0,0.0,10163-4519,10163
79903,237443019,6,46.0,0.0,0.0,119 W 57TH ST STE 1401,3.0,1067727.0,1040424.0,360610137002000.0,0.0,0.0,36061013700.0,NEW YORK,20,84615.0,88461.0,237455.0,,963553.0,1.0,14400.0,1.0,0,451948.0,355717.0,237443019_201406_990O,36061.0,2014,2013.0,16,10.0,870606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410608,0.0,0.0,,0.0,14400.0,0,59098.0,0.0,0.0,0.0,0,1,rtf13_990_VER,0.0,15906.0,13957.0,40.7646,14400.0,0.0,PC,O,AR,A,71571.0,169818.0,-73.9776,A,,35163.0,32567.0,5602.0,611610.0,STECHER AND HOROWITZ FOUNDATION,237443019201406,2374430192014,996156.0,6782.0,-167643.0,0.0,0.0,638279.0,0.0,0.0,A,A6E,,A6E,A,A6E0,NEW,AR,AR,AR,1.0,,8001.0,131.0,32249.0,55322.0,IN,,10609.0,10577.0,5600.0,16161.0,7200.0,N,0.6927836004509837,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200009,0.0,0.0,0.0,9155.0,6782.0,0.0,111903.0,118685.0,,20139.0,15eofinextract990.dat.dat,14400.0,0.0,0.0,NY,20139.0,3,3,102464.0,201406,201306.0,1429763.0,284305.0,284305.0,993996.0,1603583.0,0.0,0.0,0.0,0.0,0.0,10019-2400,10019
