,FILER,CODE990,ACTIVCD1,POPCODE,REASON,EIN,styear,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,P6UNRELB,ASCD,INCCD,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
13145,990.0,1,200,1,0,131892640,1992,0,59503,0,0,420,0,0,0,420,420,59923,62438,5731,0,0,13258,5731,5012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1,3,CULTURED PEARL ASSOC AMERICA,NEW YORK,NY,10036-2819,10036.0,36061.0,A01,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.75332,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,59923,199212,1992,NY,10036.0,NEW YORK,S01,C,12,200.0,919.0,0.0,71 W 47TH ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,5912.0,,PC,O,AR,A,IN,,S01,S,813319.0
13216,990.0,1,205,1,0,131951979,1991,0,179266,0,0,111977,0,0,0,2671289,2671289,2850555,2470487,2226195,131667,0,2189706,2568124,343579,341929,0,0,0,0,0,0,0,0,0,0,0,0,0,2543013,0,16299,6,Y,6,6,NAT ACAD TELEVISION ARTS & SCIENCES,NEW YORK,NY,10019-2211,10019.0,36061.0,A03,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.41651000000000005,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199208,2850555,199208,1992,NY,10019.0,NEW YORK,A0332,A,8,205.0,0.0,0.0,111 W 57TH ST,6.0,0.0,2000.0,,2.0,13.0,0.0,10.0,3005.0,5.0,7610.0,,PC,O,AR,A,IN,,A0332,A,813920.0
13267,990.0,1,920,1,0,131996451,1992,0,209000,0,0,14112,0,0,0,14112,14112,223112,244418,234301,115438,0,396898,268301,141291,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,4,4,MEDIA RATING CNCL,NEW YORK,NY,10019-3211,10019.0,36061.0,A01,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.71604,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,223112,199212,1992,NY,10019.0,NEW YORK,A30,B,12,920.0,905.0,0.0,200 W 57TH ST STE 204,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6512.0,,PC,O,AR,A,IN,,A30,A,510000.0
13319,990.0,1,205,1,0,132562532,1992,290605,0,0,0,575,0,0,0,575,575,291180,294372,20862,0,0,27184,23760,3130,2898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,2,4,AMER SOC JOURNALISTS & AUTHORS,NEW YORK,NY,10036-5503,10036.0,36061.0,A01,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.6755,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199306,291180,199306,1993,NY,10036.0,NEW YORK,A70,A,6,205.0,120.0,279.0,1501 BROADWAY,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6801.0,,PC,O,AR,A,IN,,A70,A,710000.0
13336,990.0,1,267,1,0,132576830,1991,0,0,800298,0,1607212,0,0,0,2407510,2407510,2407510,745677,20927681,0,0,19772357,21212845,506509,285164,20927681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,N,8,6,GRAPHIC ARTS INTL UNION LOC 119B NY PRNTRS LEAG SPCL DSPLCMT BNFT FND,NEW YORK,NY,10003-3305,10003.0,36061.0,A99,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.20214000000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199206,2407510,199206,1992,NY,10003.0,NEW YORK,A40,C,6,267.0,0.0,0.0,27 UNION SQ RM 204,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,6803.0,PCL DSPLCMT BNFT FND,PC,O,AR,A,IN,,A1240,A,813219.0
13407,990.0,1,205,1,0,132631223,1992,0,312,0,0,592,0,0,0,27251,27251,27563,21949,14090,0,0,17737,14133,448,42,0,0,0,0,0,0,0,0,0,0,0,0,8812,0,17847,0,6,N,2,3,ARCHITECTS CNCL NEW YORK CITY,NEW YORK,NY,10001-6708,10001.0,36061.0,A03,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.11807999999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,18751,199212,1992,NY,10001.0,NEW YORK,A03,B,12,205.0,0.0,0.0,275 SEVENTH AVE,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7402.0,,PC,O,AR,A,IN,,A03,A,813920.0
13446,990.0,1,200,1,0,132666239,1992,0,332579,0,0,1668,0,0,0,206876,206876,539455,303247,193343,123827,0,115557,200416,33840,7073,0,0,0,0,0,0,0,0,0,0,0,0,124582,0,80626,0,6,N,4,5,NEW YORK MARKET RADIO BROADCASTERS ASSOC,NEW YORK,NY,10017-5404,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.391,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,414873,199212,1992,NY,10017.0,NEW YORK,A34,A,12,200.0,120.0,0.0,51 E 42ND ST 416,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7101.0,,PC,O,AR,A,IN,,A34,A,513110.0
13511,990.0,1,200,1,0,132760431,1992,0,309731,0,0,768,0,0,0,768,768,310499,340998,2384,72448,0,32883,2384,0,0,2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1,4,MEDIA COALITION,NEW YORK,NY,10038-2594,10038.0,36061.0,A01,A,10038.0,5602.0,5600.0,36061.0,,O,O,0.8764799999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,310499,199212,1992,NY,10038.0,NEW YORK,A30,B,12,200.0,0.0,0.0,1221 AVE OF AMERICAS 24TH FLOOR,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7407.0,,PC,O,AR,A,IN,,A30,A,510000.0
13538,990.0,1,200,1,9,132806164,1991,530,201561,0,0,0,0,7751,-1117,7981,230,210072,239695,-67421,13050,0,11616,12280,41663,79701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,6,Y,2,4,ASSOC INDEPENDENT VIDEO & FILMMAKERS,NEW YORK,NY,10013-1015,10013.0,36061.0,A03,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.0455,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199206,202321,199206,1992,NY,10013.0,NEW YORK,A0331,A,6,200.0,123.0,119.0,625 BROADWA,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7505.0,C,PC,O,AR,A,IN,,A0331,A,813920.0
13564,990.0,1,91,1,9,132842726,1991,81538,26224,0,0,0,1274,0,0,205923,205923,313685,301001,-15275,0,0,7032,10072,34991,25347,0,0,0,0,0,0,0,0,0,0,0,0,0,187972,0,17951,5,N,2,4,CTR BOOK ARTS 1974,NEW YORK,NY,10012-2617,10012.0,36061.0,A40,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.9507899999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199112,313685,199112,1991,NY,10012.0,NEW YORK,A70,A,12,91.0,126.0,995.0,626 BROADWAY,3.0,0.0,1000.0,,1.0,13.0,16.0,10.0,0.0,1.0,7511.0,,PC,O,AR,A,IN,,A70,A,710000.0
13575,990.0,1,263,1,0,132856736,1992,8802,18764189,52688600,45418972,4624052,0,0,0,58340553,12921581,77113544,25052848,14838036,973701,0,11122091,18010764,2925779,3172728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027901,5,N,8,9,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NEW YORK,NY,10019-5254,10019.0,36061.0,A40,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.44023999999999996,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,31694572,199212,1992,NY,10019.0,NEW YORK,A40,A,12,263.0,261.0,279.0,15 UNION SQUARE,6.0,0.0,3000.0,,2.0,13.0,0.0,10.0,3084.0,2.0,7802.0,ACTWU,PC,O,AR,A,IN,,A40,A,710000.0
13576,990.0,1,200,1,0,132857251,1992,0,26720,0,0,851,0,0,0,851,851,27571,36751,44434,0,0,53614,44434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,3,3,DECORATIVE FABRICS ASSOC,NEW YORK,NY,10013-1522,10013.0,36061.0,A01,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.66433,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,27571,199212,1992,NY,10013.0,NEW YORK,A40,A,12,200.0,0.0,0.0,31 11 THOMSON AVE,3.0,0.0,2000.0,% LEE JOFA INC,2.0,11.0,0.0,10.0,0.0,1.0,7708.0,,PC,O,AR,A,IN,,A40,A,710000.0
13577,990.0,1,200,1,0,132857274,1992,0,133758,0,0,2947,0,0,0,142504,142504,276262,298964,35335,0,0,58037,35335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139557,0,0,6,N,3,4,BOOK INDUSTRY STUDY GROUP,NEW YORK,NY,10010-7003,10010.0,36061.0,A05,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.0009199999999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199306,276262,199306,1993,NY,10010.0,NEW YORK,A0533,A,6,200.0,209.0,0.0,160 FIFTH AVE 640,3.0,0.0,2000.0,% PASKUS GORDON & HYMAN,2.0,13.0,0.0,10.0,0.0,1.0,7609.0,,PC,O,AR,A,IN,,A0533,A,541720.0
13578,990.0,1,123,1,0,132857308,1991,0,107085,0,0,4367,0,0,0,24755,24755,131840,131955,72724,0,0,119175,119320,46336,46596,0,0,0,0,0,0,0,0,0,0,0,0,0,20388,0,0,4,N,4,4,WOMENS FORUM,NEW YORK,NY,10017-6224,10017.0,36061.0,A70,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.011590000000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199210,131840,199210,1992,NY,10017.0,NEW YORK,R24,C,10,123.0,559.0,0.0,9 E 41ST ST,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7602.0,,PC,O,AR,A,IN,,R24,R,813311.0
13580,990.0,1,264,1,0,132861474,1992,0,0,125000,123554,48762,0,0,0,218725,95171,218725,157151,803188,0,0,1891779,905469,128274,102281,803188,0,0,0,0,0,0,0,0,0,0,0,0,43808,0,1155,9,N,5,4,LOCAL 15 ASSOC FILM CRAFTSMEN WELFARE FND,NEW YORK,NY,10019-3202,10019.0,36061.0,A31,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.24125,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,95171,199212,1992,NY,10019.0,NEW YORK,A31,A,12,264.0,265.0,279.0,250 W 57TH ST,3.0,0.0,1000.0,% KING ADMINISTRATORS,2.0,13.0,0.0,20.0,0.0,2.0,7702.0,,PC,O,AR,A,IN,,A31,A,512110.0
13595,990.0,1,267,1,0,132873008,1991,0,0,1011988,1007075,195175,0,0,0,1207163,200088,1207163,92317,2630938,0,0,2485154,2640753,23827,9815,2630938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,N,6,6,PRINTERS LEAGUE GRAPHIC ARTS INTNTL UNION LOC 43B SPEC DISPL BNFT FND,NEW YORK,NY,10003-3388,10003.0,36061.0,A99,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.7696,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199201,200088,199201,1992,NY,10003.0,NEW YORK,A0333,A,1,267.0,0.0,0.0,27 UNION SQ RM 407,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,7608.0,SPEC DISPL BNFT FUND,PC,O,AR,A,IN,,A0333,A,813920.0
13599,,1,200,0,0,132875809,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,0,0,ASSOC ARTIST RUN GALLERIES WESTBRO,NEW YORK,NY,10012-3277,10012.0,36061.0,A99,A,,5602.0,5600.0,,,O,O,0.69617,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199112,0,199112,1991,NY,,NEW YORK,A40,C,12,200.0,0.0,0.0,164 MERCER STREET,3.0,,2000.0,,,,0.0,,,,7901.0,ADWAY GALLERY,PC,O,AR,A,IN,,A1140,A,813219.0
13619,990.0,1,0,1,0,132883424,1991,41510,0,0,0,61,0,0,0,17700,17700,59210,59373,1576,0,0,1739,77576,0,76000,0,0,0,0,0,0,0,0,0,0,0,0,0,17639,0,0,4,N,3,3,MERRY ENTERPRISES THEATRE,NEW YORK,NY,10036-7406,10036.0,36061.0,A65,A,,5602.0,5600.0,,,O,O,0.47641999999999995,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,,199207,59210,199207,1992,NY,,NEW YORK,A65,A,7,0.0,0.0,0.0,25 W 43RD ST 318,3.0,0.0,1000.0,GLATZER,0.0,13.0,0.0,10.0,0.0,5.0,0.0,,PC,O,AR,A,IN,,A65,A,711110.0
13687,990.0,1,205,1,9,132918640,1992,0,63218,0,0,265,0,0,0,265,265,63483,53424,23665,0,0,13606,23665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,2,3,WOMENS MEDIA GROUP,NEW YORK,NY,10017-6102,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.7407199999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,63483,199212,1992,NY,10017.0,NEW YORK,A30,B,12,205.0,0.0,0.0,501 5TH AVE 901,3.0,0.0,2000.0,% SHUBERT SILVER & ROSEN,2.0,13.0,0.0,10.0,0.0,1.0,9308.0,,PC,O,AR,A,IN,,A30,A,510000.0
13709,990.0,1,91,1,0,132931071,1992,0,45911,0,0,37,0,0,55113,55150,55150,101061,90174,10777,0,0,-110,10777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N,2,4,SOC ANIMAL ARTISTS,NEW YORK,NY,10003-4303,10003.0,36061.0,A20,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.13621,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,101061,199212,1992,NY,10003.0,NEW YORK,A0340,A,12,91.0,126.0,0.0,47 FIFTH AVE,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8306.0,,PC,O,AR,A,IN,,A0340,A,813920.0
13711,990.0,1,119,1,0,132932563,1992,200,1591,0,0,12522,0,0,0,35306,35306,37097,23200,69209,0,0,75941,69209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20629,0,2155,0,4,N,3,3,METRO SOC KARDAMYLIANS,BROOKLYN,NY,11209-3601,11209.0,36047.0,A99,A,11209.0,5602.0,5600.0,36047.0,,O,O,0.19977999999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36047.0,199212,16468,199212,1992,NY,11209.0,BROOKLYN,A99,C,12,119.0,123.0,0.0,7919 THIRD AVE,3.0,0.0,1000.0,,2.0,11.0,0.0,10.0,0.0,1.0,7805.0,LIVANOS,PC,O,AR,A,IN,,A99,A,710000.0
13786,990.0,1,91,1,0,132971627,1991,0,0,0,0,1606,0,0,0,658212,658212,658212,672534,76141,94236,0,97878,76141,7415,0,76141,0,0,0,0,0,0,0,0,0,0,0,0,656606,0,0,4,N,3,5,AMER ARTS & CRAFTS ALLIANCE,NEW YORK,NY,10168-1999,10168.0,36061.0,A20,A,10168.0,5602.0,5600.0,36061.0,,O,O,0.66474,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199112,658212,199112,1991,NY,10168.0,NEW YORK,A0140,A,12,91.0,0.0,0.0,PO BOX 241,3.0,0.0,3000.0,% ALAN FELL,2.0,13.0,0.0,10.0,0.0,1.0,7907.0,,PC,O,AR,A,IN,,A0140,A,813319.0
13829,990.0,1,205,1,0,132990527,1990,0,17760,0,0,681,0,0,0,8129,8129,25889,22162,14640,0,0,21949,14640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11036,0,-3588,0,6,N,2,3,MUSIC PUBLISHERS ASSOC UNITED STATES,NEW YORK,NY,10017-4014,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.76383,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199105,14853,199105,1991,NY,10017.0,NEW YORK,A68,A,5,205.0,0.0,0.0,205 E 42ND ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7910.0,INC,PC,O,AR,A,IN,,A68,A,711130.0
13892,990.0,1,64,1,0,133021168,1992,38050,0,0,0,0,0,0,0,54707,54707,92757,48531,12505,0,0,20609,12505,10647,0,0,0,0,0,0,0,0,0,0,0,0,0,41681,0,13026,0,4,Y,2,3,COMITE DEL DESFILE DE LA HISPANIDAD,NEW YORK,NY,10010-0000,10010.0,36061.0,A84,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.022930000000000002,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199302,51076,199302,1993,NY,10010.0,NEW YORK,A84,C,2,64.0,90.0,92.0,174 176 5TH AVE SUITE 401,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8005.0,,PC,O,AR,A,IN,,A84,A,712120.0
13934,990.0,1,0,1,7,133036753,1992,24165,0,0,0,670,6038,0,0,68385,68385,92550,103911,16318,0,1617,30835,21299,3156,4981,0,0,0,0,0,0,0,0,0,0,0,0,0,67715,0,0,4,N,2,3,BOND STREET THEATRE COALITION,NEW YORK,NY,10012-2308,10012.0,36061.0,A65,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.50542,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199212,92550,199212,1992,NY,10012.0,NEW YORK,A65,A,12,0.0,0.0,0.0,2 BOND ST,3.0,0.0,3000.0,,0.0,13.0,0.0,10.0,0.0,5.0,0.0,,PC,O,AR,A,IN,,A65,A,711110.0
13957,,1,90,0,0,133047540,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,DANCE FOUNTAIN INC,NEW YORK,NY,10036-6327,10036.0,36061.0,A62,A,10036.0,5602.0,5600.0,36061.0,,U,O,0.69705,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,0,199012,1990,NY,10036.0,NEW YORK,A62,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A62,A,711120.0
13995,990.0,1,200,1,0,133058765,1992,0,2587561,0,0,97012,0,0,0,1656738,1656738,4244299,4070005,843574,795777,0,1098376,1359906,364457,516334,0,0,0,0,0,0,0,0,0,0,0,0,0,1478806,0,80920,6,N,6,6,CABLE TELEVISION ADVERTISING BUREAU,NEW YORK,NY,10022-0000,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.28762,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,4244299,199212,1992,NY,10022.0,NEW YORK,A0332,A,12,200.0,0.0,0.0,757 THIRD AVE 5TH FLR,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8202.0,,PC,O,AR,A,IN,,A0332,A,813920.0
14060,990.0,1,90,1,7,133087478,1992,74675,0,0,0,0,0,0,0,0,0,74675,75730,313,0,0,1368,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,1,3,SAFARI EAST CULTURAL PRESENTATIONS,NEW YORK,NY,10016-7923,10016.0,36061.0,A68,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.7625,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199308,74675,199308,1993,NY,10016.0,NEW YORK,A68,A,8,90.0,0.0,0.0,141 W 28TH ST 302,3.0,0.0,1000.0,,1.0,13.0,15.0,10.0,0.0,1.0,8110.0,,PC,O,AR,A,IN,,A68,A,711130.0
14072,990.0,1,91,1,0,133093349,1992,11763,54899,0,0,116,0,0,0,16527,16527,83189,82389,22981,0,0,24468,25360,2287,2379,0,0,0,0,0,0,0,0,0,0,0,0,0,16411,0,0,4,N,3,3,SOHO 20 ARTISTS,NEW YORK,NY,10012-3921,10012.0,36061.0,A40,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.71281,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,83189,199212,1992,NY,10012.0,NEW YORK,A40,B,12,91.0,0.0,0.0,469 BROOME ST,3.0,0.0,3000.0,,1.0,13.0,15.0,10.0,0.0,1.0,8905.0,,PC,O,AR,A,IN,,A99,A,710000.0
14077,,1,123,0,0,133094056,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,0,0,PACIFIC INTELLECTUAL PROPERTY ASSOC,NEW YORK,NY,10163-3477,10163.0,36061.0,A70,A,10163.0,5602.0,5600.0,36061.0,,O,O,0.28481,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199303,0,199303,1993,NY,10163.0,NEW YORK,S03,C,3,123.0,0.0,0.0,PO BOX 3477 GRAND CENTRAL STA,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,5.0,8201.0,,PC,O,AR,A,IN,,S03,S,813920.0
14112,990.0,1,123,1,0,133109557,1992,297822,79705,81627,69284,19774,76589,0,0,123417,51088,500944,496156,341715,35131,0,459011,447576,52635,105861,0,0,0,0,0,0,0,0,0,0,0,0,0,18463,0,1032,4,N,4,5,DEMOCRATIC SOCIALISTS AMERICA,NEW YORK,NY,10014-4606,10014.0,36061.0,A70,A,10014.0,5602.0,5600.0,36061.0,,O,O,0.46683,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,428615,199212,1992,NY,10014.0,NEW YORK,A70,C,12,123.0,521.0,0.0,180 VARICK ST,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8807.0,,PC,O,AR,A,IN,,V24,V,541720.0
14117,990.0,1,119,1,0,133112767,1992,0,41558,0,0,3669,0,0,0,4484,4484,46042,43442,52497,0,0,62564,56955,12665,4457,52497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,4,N,3,3,INTL CNCL TRADITIONAL MUSIC,NEW YORK,NY,10027-0000,10027.0,36061.0,A68,A,10027.0,5602.0,5600.0,36061.0,,O,O,0.55796,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,46042,199212,1992,NY,10027.0,NEW YORK,A68,A,12,119.0,93.0,0.0,DEPT OF MUSIC COLUMBIA UNIVERSITY,3.0,0.0,1000.0,% DEPT OF MUSIC COLUMBIA UNIVERSITY,2.0,13.0,0.0,10.0,0.0,5.0,8602.0,,PC,O,AR,A,IN,,A68,A,711130.0
14142,990.0,1,200,1,0,133119551,1992,0,230000,0,0,6014,0,0,0,6014,6014,236014,406744,153576,117278,0,334135,155576,3672,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,4,4,RADIO NETWORK ASSOC,NEW YORK,NY,10017-5613,10017.0,36061.0,A34,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.59208,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,236014,199212,1992,NY,10017.0,NEW YORK,A34,A,12,200.0,121.0,0.0,100 E 42ND ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8309.0,,PC,O,AR,A,IN,,A34,A,513110.0
14153,990.0,1,120,1,0,133124063,1992,0,1218094,0,0,13748,0,0,0,1149403,1149403,2367497,2167497,400000,211985,0,792709,921109,592709,521109,0,0,0,0,0,0,0,0,0,0,0,0,0,882089,0,253566,6,N,5,6,AMER PAYROLL INST,NEW YORK,NY,10016-5337,10016.0,36061.0,A33,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.52805,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,2367497,199212,1992,NY,10016.0,NEW YORK,S41,A,12,120.0,205.0,209.0,30 E 33RD ST,3.0,0.0,1000.0,,1.0,13.0,0.0,10.0,0.0,1.0,8407.0,STITUTE INC,PC,O,AR,A,IN,,S41,S,813910.0
14176,990.0,1,229,1,0,133131629,1991,0,59013,0,0,1079,0,0,0,160403,160403,219416,264869,11730,57207,0,63658,25754,6475,14024,0,0,0,0,0,0,0,0,0,0,0,0,0,97969,0,61355,6,Y,3,4,ADVERTISING PHOTOGRAPHER AMERICA,NEW YORK,NY,10011-3707,10011.0,36061.0,A01,A,10011.0,5602.0,5600.0,36061.0,,O,O,0.4445,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199205,219416,199205,1992,NY,10011.0,NEW YORK,A40,A,5,229.0,0.0,0.0,27 W 20TH ST RM 601,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8410.0,,PC,O,AR,A,IN,,A40,A,710000.0
14195,990.0,1,200,1,0,133137480,1992,0,206889,0,0,12073,0,0,0,307155,307155,514044,440529,300965,59101,0,358473,552750,131023,251785,0,0,0,0,0,0,0,0,0,0,0,0,0,295082,0,0,6,N,5,5,KNITTED TEXTILE ASSOC,NEW YORK,NY,10016-8804,10016.0,36061.0,A01,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.18288,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,514044,199212,1992,NY,10016.0,NEW YORK,A40,A,12,200.0,229.0,0.0,386 PARK AVE S,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8301.0,,PC,O,AR,A,IN,,A40,A,710000.0
