,FILER,CODE990,EIN,STYEAR,ASSETCD,INCOMECD,ACTIVCD1,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,POPCD,REASON,P6UNRELB,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,P1TOTREV,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
14234,990.0,1,131841248,1995,7,6,265,0,0,253730,257034,262780,0,0,0,3521747,3264713,3521747,3953388,2139207,0,0,4894234,5571203,1616805,3431986,0,0,0,0,0,0,0,0,0,0,0,0,0,3050551,0,-45014,9,1,0,N,INTL PHOTOGRAPHERS 644 WELFARE FND,NEW YORK,NY,10011-5126,10011.0,36061.0,A40,A,10011.0,5602.0,5600.0,36061.0,,O,O,0.5231399999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199608,3264713,3264713,199608,1996,NY,10011.0,NEW YORK,1318412481996,A40,A,8,265.0,0.0,0.0,80 EIGHTH AVE,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,5.0,195811.0,,PC,O,AR,A,IN,,A40,A,710000.0
14288,990.0,1,131892640,1996,1,3,200,0,27000,0,0,263,0,0,0,263,263,27263,34610,3949,0,0,11296,3949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,CULTURED PEARL ASSOC AMERICA,NEW YORK,NY,10036-2819,10036.0,36061.0,A01,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.06265,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,27263,27263,199612,1996,NY,10036.0,NEW YORK,1318926401996,S01,C,12,200.0,919.0,0.0,71 W 47TH ST,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,195912.0,,PC,O,AR,A,IN,,S01,S,813319.0
14357,990.0,1,131951979,1995,7,6,205,0,236051,0,0,255104,0,0,0,4589053,4589053,4825104,4280446,5163767,314542,0,5114102,5828379,469877,664612,0,0,0,0,0,0,0,0,0,0,0,0,0,4316781,0,17168,6,1,0,Y,NAT ACAD TELEVISION ARTS & SCIENCES,NEW YORK,NY,10019-2211,10019.0,36061.0,A03,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.8809600000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199608,4825104,4825104,199608,1996,NY,10019.0,NEW YORK,1319519791996,A0332,A,8,205.0,0.0,0.0,111 W 57TH ST,6.0,0.0,2000.0,,2.0,13.0,0.0,10.0,3005.0,5.0,197610.0,,PC,O,AR,A,IN,,A0332,A,813920.0
14412,990.0,1,131996451,1996,5,4,920,0,422600,0,0,21672,0,0,0,21672,21672,444272,382551,393757,161000,0,369513,567807,33907,174050,393757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,MEDIA RATING CNCL,NEW YORK,NY,10019-3211,10019.0,36061.0,A01,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.8364299999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,444272,444272,199612,1996,NY,10019.0,NEW YORK,1319964511996,A30,B,12,920.0,905.0,0.0,200 W 57TH ST STE 204,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,196512.0,,PC,O,AR,A,IN,,A30,A,510000.0
14427,990.0,1,132509231,1995,4,5,200,24056,678640,0,0,7689,0,0,0,92782,92782,795478,868334,-167045,140200,0,279407,263792,373596,430837,0,0,0,0,0,0,0,0,0,0,0,0,0,70376,0,4633,6,1,0,N,AUTHORS GUILD,NEW YORK,NY,10036-6902,10036.0,36061.0,A01,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.66677,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199609,795478,795478,199609,1996,NY,10036.0,NEW YORK,1325092311996,A0370,A,9,200.0,0.0,0.0,330 W 42ND ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,199603.0,,PC,O,AR,A,IN,,A0370,A,813920.0
14466,990.0,1,132562532,1996,4,4,205,0,174103,0,0,3341,0,0,0,207373,207373,381476,340621,105556,0,0,68500,109266,3933,3710,0,0,0,0,0,0,0,0,0,0,0,0,0,204032,0,0,6,1,0,N,AMER SOC JOURNALISTS & AUTHORS,NEW YORK,NY,10036-5503,10036.0,36061.0,A01,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.9354899999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199706,381476,381476,199706,1997,NY,10036.0,NEW YORK,1325625321997,A70,A,6,205.0,120.0,279.0,1501 BROADWAY,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,196801.0,,PC,O,AR,A,IN,,A70,A,710000.0
14483,990.0,1,132576830,1995,8,8,267,0,0,22930510,22195065,1336959,0,0,0,24267469,2072404,24267469,753694,25788207,0,0,24240994,26008938,203842,220731,25788207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,N,GRAPHIC ARTS INTL UNION LOC 119B NY PRNTRS LEAG SPCL DSPLCMT BNFT FND,NEW YORK,NY,10003-3305,10003.0,36061.0,A99,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.8186,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199606,2072404,2072404,199606,1996,NY,10003.0,NEW YORK,1325768301996,A40,C,6,267.0,0.0,0.0,27 UNION SQ RM 204,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,196803.0,,PC,O,AR,A,IN,,A1240,A,813219.0
14550,990.0,1,132631223,1994,2,4,205,2325,47584,0,0,71,0,1700,153,83123,81423,133032,135189,-2989,0,0,16968,14367,16100,17356,-2989,0,0,0,0,0,0,0,0,0,0,0,0,81199,0,0,6,1,0,N,ARCHITECTS CNCL NEW YORK CITY,NEW YORK,NY,10001-6708,10001.0,36061.0,A03,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.56147,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,131332,131332,199412,1994,NY,10001.0,NEW YORK,1326312231994,A03,B,12,205.0,0.0,0.0,275 SEVENTH AVE,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,197402.0,,PC,O,AR,A,IN,,A03,A,813920.0
14587,990.0,1,132666239,1996,5,4,200,0,310356,0,0,8615,0,0,0,167430,167430,477786,308730,418027,120186,0,437844,513446,96515,95419,0,0,0,0,0,0,0,0,0,0,0,0,92358,0,66457,0,6,1,0,N,NEW YORK MARKET RADIO BROADCASTERS ASSOC,NEW YORK,NY,10017-5404,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.32803000000000004,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,385428,385428,199612,1996,NY,10017.0,NEW YORK,1326662391996,A34,A,12,200.0,120.0,0.0,51 E 42ND ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,197101.0,,PC,O,AR,A,IN,,A34,A,513110.0
14657,990.0,1,132760431,1996,3,4,200,0,313203,0,0,6751,0,0,0,7984,7984,321187,328211,97086,86516,0,104110,98212,0,1126,-7024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,6,1,0,N,MEDIA COALITION,NEW YORK,NY,10038-2594,10038.0,36061.0,A01,A,10038.0,5602.0,5600.0,36061.0,,O,O,0.24285,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,321187,321187,199612,1996,NY,10038.0,NEW YORK,1327604311996,A30,B,12,200.0,0.0,0.0,139 FULTON ST 302,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,197407.0,,PC,O,AR,A,IN,,A30,A,510000.0
14684,990.0,1,132806164,1995,2,4,200,0,197688,0,0,0,0,0,0,7011,7011,204699,205998,-75475,0,0,3795,10892,77971,86367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7011,6,1,0,Y,ASSOC INDEPENDENT VIDEO & FILMMAKERS,NEW YORK,NY,10013-1015,10013.0,36061.0,A03,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.32224,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199606,204699,204699,199606,1996,NY,10013.0,NEW YORK,1328061641996,A0331,A,6,200.0,123.0,119.0,304 HUDSON ST 6TH FLR,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,197505.0,,PC,O,AR,A,IN,,A0331,A,813920.0
14711,990.0,1,132842726,1996,1,4,91,29308,36135,0,0,0,0,0,0,191051,191051,256494,257147,-20911,25385,0,4916,4835,25174,25746,-653,0,0,0,0,0,0,0,0,0,0,0,0,164382,0,26669,5,1,9,N,CTR BOOK ARTS 1974,NEW YORK,NY,10012-2617,10012.0,36061.0,A40,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.82201,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199612,256494,256494,199612,1996,NY,10012.0,NEW YORK,1328427261996,A70,A,12,91.0,126.0,995.0,626 BROADWAY,3.0,0.0,1000.0,,1.0,13.0,16.0,10.0,0.0,1.0,197511.0,,PC,O,AR,A,IN,,A70,A,710000.0
14722,990.0,1,132856736,1995,0,8,263,0,8519990,9983077,9970026,1926643,0,0,0,12711337,2741311,21231327,13412706,0,542199,0,14760005,0,4406818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801617,5,1,0,N,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NEW YORK,NY,10019-5254,10019.0,36061.0,A40,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.51402,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,11261301,11261301,199512,1995,NY,10019.0,NEW YORK,1328567361995,A40,A,12,263.0,261.0,279.0,1710 BROADWAY,6.0,0.0,3000.0,,2.0,13.0,0.0,10.0,3084.0,2.0,197802.0,ACTWU,PC,O,AR,A,IN,,A40,A,710000.0
14723,990.0,1,132857251,1996,3,3,200,29142,0,0,0,1097,0,0,0,1097,1097,30239,23260,60183,0,0,53204,60183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,DECORATIVE FABRICS ASSOC,NEW YORK,NY,10013-1522,10013.0,36061.0,A01,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.8232200000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,30239,30239,199612,1996,NY,10013.0,NEW YORK,1328572511996,A40,A,12,200.0,0.0,0.0,233 SPRING ST,3.0,0.0,2000.0,% LEE JOFA INC,2.0,13.0,0.0,10.0,0.0,1.0,197708.0,,PC,O,AR,A,IN,,A40,A,710000.0
14724,990.0,1,132857274,1996,4,4,200,1050,147718,0,0,7697,0,0,0,156785,156785,305553,291810,169931,0,0,157085,169931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,147765,-897,1323,6,1,0,Y,BOOK INDUSTRY STUDY GROUP,NEW YORK,NY,10010-7003,10010.0,36061.0,A05,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.57403,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199706,304656,304656,199706,1997,NY,10010.0,NEW YORK,1328572741997,A0533,A,6,200.0,209.0,0.0,160 FIFTH AVE 640,3.0,0.0,2000.0,% PASKUS GORDON & HYMAN,2.0,13.0,0.0,10.0,0.0,1.0,197609.0,,PC,O,AR,A,IN,,A0533,A,541720.0
14725,990.0,1,132857308,1995,4,4,123,0,129421,0,0,10586,0,0,0,39003,39003,168424,155411,181541,60000,0,221000,242268,52472,60727,0,0,0,0,0,0,0,0,0,0,0,0,0,28417,0,0,4,1,0,N,WOMENS FORUM,NEW YORK,NY,10017-6224,10017.0,36061.0,A70,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.40049,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199610,168424,168424,199610,1996,NY,10017.0,NEW YORK,1328573081996,R24,C,10,123.0,559.0,0.0,9 E 41ST ST,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,197602.0,,PC,O,AR,A,IN,,R24,R,813311.0
14728,990.0,1,132861474,1995,5,3,264,0,0,0,0,25286,0,0,0,25286,25286,25286,253102,398570,0,0,665219,604570,45843,206000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,N,LOCAL 15 ASSOC FILM CRAFTSMEN WELFARE FND,NEW YORK,NY,10019-3202,10019.0,36061.0,A31,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.16085,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,25286,25286,199512,1995,NY,10019.0,NEW YORK,1328614741995,A31,A,12,264.0,265.0,279.0,250 W 57TH ST,3.0,0.0,1000.0,% KING ADMINISTRATORS,2.0,13.0,0.0,10.0,0.0,2.0,197702.0,,PC,O,AR,A,IN,,A31,A,512110.0
14742,990.0,1,132873008,1995,6,6,267,0,0,3087953,3062201,200388,0,0,0,3288341,226140,3288341,41642,3179197,0,0,2990790,3191751,14859,12554,3179197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,N,PRINTERS LEAGUE GRAPHIC ARTS INTNTL UNION LOC 43B SPEC DISPL BNFT FND,NEW YORK,NY,10003-3388,10003.0,36061.0,A99,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.7037,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199601,226140,226140,199601,1996,NY,10003.0,NEW YORK,1328730081996,A0333,A,1,267.0,0.0,0.0,27 UNION SQ RM 407,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,197608.0,,PC,O,AR,A,IN,,A0333,A,813920.0
14799,990.0,1,132903468,1996,2,3,0,33500,0,0,0,23,22531,0,0,9544,9544,43044,108493,-66209,0,0,99756,12307,100516,78516,0,0,0,0,0,0,0,0,0,0,0,0,0,9521,0,0,3,1,9,N,PROCESS STUDIO THEATER INC,NEW YORK,NY,10036-0000,10036.0,36061.0,A6E,A,,5602.0,5600.0,,,PC,O,0.07618,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,,199612,43044,43044,199612,1996,,,,1329034681996,A6E,A,12,90.0,149.0,0.0,484 W 43RD ST 40Q,3.0,0.0,2.0,,1.0,1.0,16.0,10.0,0.0,1.0,197902.0,,PC,O,AR,A,OUT,S,A6E,A,611610.0
14825,990.0,1,132918640,1996,2,3,205,0,60632,0,0,462,0,0,0,462,462,61094,66829,21532,0,0,27267,21532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,9,N,WOMENS MEDIA GROUP,NEW YORK,NY,10017-6102,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.26084,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,61094,61094,199612,1996,NY,10017.0,NEW YORK,1329186401996,A30,B,12,205.0,0.0,0.0,501 5TH AVE STE 901,3.0,0.0,2000.0,% SHUBERT SILVER & ROSEN,2.0,13.0,0.0,10.0,0.0,1.0,199308.0,,PC,O,AR,A,IN,,A30,A,510000.0
14846,990.0,1,132931071,1996,0,3,91,0,47923,0,0,0,0,0,10505,10505,10505,58428,55826,-7320,0,0,1199,-6320,11121,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,N,SOC ANIMAL ARTISTS,NEW YORK,NY,10003-4303,10003.0,36061.0,A20,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.52332,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,58428,58428,199612,1996,NY,10003.0,NEW YORK,1329310711996,A0340,A,12,91.0,126.0,0.0,47 FIFTH AVE,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,198306.0,,PC,O,AR,A,IN,,A0340,A,813920.0
14848,990.0,1,132932563,1996,4,3,119,50,2645,0,0,15356,0,0,0,41230,41230,43925,18913,102653,0,0,99729,102653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22088,0,3786,0,4,1,0,N,METRO SOC KARDAMYLIANS,BROOKLYN,NY,11209-3601,11209.0,36047.0,A99,A,11209.0,5602.0,5600.0,36047.0,,O,O,0.71623,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36047.0,199612,21837,21837,199612,1996,NY,11209.0,BROOKLYN,1329325631996,A99,C,12,119.0,123.0,0.0,7919 THIRD AVE,3.0,0.0,1000.0,,2.0,11.0,0.0,10.0,0.0,1.0,197805.0,,PC,O,AR,A,IN,,A99,A,710000.0
14912,990.0,1,132971627,1995,3,5,91,0,0,0,0,1220,0,0,0,622435,622435,622435,651339,44211,80000,0,36415,80911,0,36700,7511,0,0,0,0,0,0,0,0,0,0,0,0,621215,0,0,4,1,0,N,AMER ARTS & CRAFTS ALLIANCE,NEW YORK,NY,10168-1999,10168.0,36061.0,A20,A,10168.0,5602.0,5600.0,36061.0,,O,O,0.15866,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199512,622435,622435,199512,1995,NY,10168.0,NEW YORK,1329716271995,A0140,A,12,91.0,0.0,0.0,122 E 42ND ST STE 1905,3.0,0.0,3000.0,% ALAN FELL,2.0,13.0,0.0,10.0,0.0,1.0,197907.0,,PC,O,AR,A,IN,,A0140,A,813319.0
14954,990.0,1,132990527,1996,4,3,205,0,36115,0,0,0,0,0,0,0,0,36115,23297,116177,0,0,103359,116178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,MUSIC PUBLISHERS ASSOC UNITED STATES,NEW YORK,NY,10017-4014,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.8209299999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199705,36115,36115,199705,1997,NY,10017.0,NEW YORK,1329905271997,A68,A,5,205.0,0.0,0.0,711 THIRD AVE,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,197910.0,,PC,O,AR,A,IN,,A68,A,711130.0
15007,990.0,1,133021168,1996,2,3,64,34000,0,0,0,0,0,0,0,46655,46655,80655,39168,14204,0,0,12052,15604,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,39335,0,7320,0,4,1,0,Y,COMITE DEL DESFILE DE LA HISPANIDAD,NEW YORK,NY,10010-0000,10010.0,36061.0,A84,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.14255,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199702,41320,41320,199702,1997,NY,10010.0,NEW YORK,1330211681997,A84,C,2,64.0,90.0,92.0,174 176 5TH AVE STE 401,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,198005.0,,PC,O,AR,A,IN,,A84,A,712120.0
15037,990.0,1,133036753,1994,1,3,0,16343,0,0,0,128,5424,0,0,76214,76214,92557,107481,1394,0,800,21299,5664,4981,4270,0,0,0,0,0,0,0,0,0,0,0,0,0,76086,0,0,4,1,7,N,BOND STREET THEATRE COALITION,NEW YORK,NY,10012-2308,10012.0,36061.0,A65,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.49941,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199412,92557,92557,199412,1994,NY,10012.0,NEW YORK,1330367531994,A65,A,12,0.0,0.0,0.0,2 BOND ST,3.0,0.0,3000.0,,0.0,13.0,0.0,10.0,0.0,5.0,0.0,,PC,O,AR,A,IN,,A65,A,711110.0
15057,,1,133047540,1994,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,DANCE FOUNTAIN INC,NEW YORK,NY,10036-6327,10036.0,36061.0,A62,A,10036.0,5602.0,5600.0,36061.0,,U,O,0.52374,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10036.0,NEW YORK,1330475401994,A62,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A62,A,711120.0
15093,990.0,1,133058453,1994,5,4,0,0,0,0,0,964,0,0,0,237039,237039,237039,0,495751,0,0,969147,943256,443216,447505,0,0,0,0,0,0,0,0,0,0,0,267219,0,0,0,0,3,1,9,N,MORRIS HEIGHTS RESTORATION H D F,NEW YORK,NY,10020-0000,10020.0,36061.0,A80,A,10020.0,5602.0,5600.0,36061.0,,PC,O,0.93668,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,-30180,-30180,199412,1994,NY,10020.0,NEW YORK,1330584531994,L21,A,12,0.0,0.0,0.0,1270 AVENUE OF THE AMERICAS,3.0,0.0,1.0,JOSHUA S VOGEL,1.0,1.0,16.0,10.0,0.0,1.0,200309.0,,PC,O,AR,A,IN,,L21,L,624229.0
15094,990.0,1,133058765,1996,6,7,200,0,3323378,0,0,121791,0,0,0,2431538,2431538,5754916,5690359,1733927,1181375,0,2143685,2691071,474315,957144,0,0,0,0,0,0,0,0,0,0,0,0,0,2266927,0,42820,6,1,0,N,CABLE TELEVISION ADVERTISING BUREAU,NEW YORK,NY,10022-0000,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.016659999999999998,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,5754916,5754916,199612,1996,NY,10022.0,NEW YORK,1330587651996,A0332,A,12,200.0,0.0,0.0,830 THIRD AVE 2ND FLR,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,198202.0,,PC,O,AR,A,IN,,A0332,A,813920.0
15152,990.0,1,133087478,1995,0,3,90,67230,0,0,0,0,0,0,0,0,0,67230,66356,-716,0,0,0,0,1590,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,N,SAFARI EAST CULTURAL PRESENTATIONS,NEW YORK,NY,10016-7923,10016.0,36061.0,A68,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.04902,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199608,67230,67230,199608,1996,NY,10016.0,NEW YORK,1330874781996,A68,A,8,90.0,0.0,0.0,31 E 28TH ST,3.0,0.0,1000.0,,1.0,13.0,15.0,10.0,0.0,1.0,198110.0,,PC,O,AR,A,IN,,A68,A,711130.0
15166,,1,133094056,1996,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,PACIFIC INTELLECTUAL PROPERTY ASSOC,NEW YORK,NY,10163-3477,10163.0,36061.0,A70,A,10163.0,5602.0,5600.0,36061.0,,O,O,0.5926600000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199703,0,0,199703,1997,NY,10163.0,NEW YORK,1330940561997,S03,C,3,123.0,0.0,0.0,PO BOX 3477 GRAND CENTRAL,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,5.0,198201.0,,PC,O,AR,A,IN,,S03,S,813920.0
15183,990.0,1,133100472,1994,2,3,0,145,25865,0,0,262,0,0,0,9208,9208,35218,33246,18879,0,0,16908,18879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8946,0,0,0,1,0,N,NATIONAL ASSOCIATION OF PERFORMING ARTS MANAGERS & AGENTS,NEW YORK,NY,10024-5129,10024.0,36061.0,A01,A,10024.0,5602.0,5600.0,36061.0,,U,O,0.7861600000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,35218,35218,199412,1994,NY,10024.0,NEW YORK,1331004721994,A03,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A03,A,813920.0
15200,990.0,1,133109557,1995,4,5,123,382921,190172,34368,33716,10164,196122,2527,220,74212,37969,647305,682185,209993,37408,0,337228,348275,84448,138282,209993,0,0,0,0,0,0,0,0,0,0,0,0,21180,0,5753,4,1,0,N,DEMOCRATIC SOCIALISTS AMERICA,NEW YORK,NY,10014-4606,10014.0,36061.0,A70,A,10014.0,5602.0,5600.0,36061.0,,O,O,0.38328,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,611062,611062,199512,1995,NY,10014.0,NEW YORK,1331095571995,A70,C,12,123.0,521.0,0.0,180 VARICK ST 12TH FLOOR,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,198807.0,,PC,O,AR,A,IN,,V24,V,541720.0
15203,990.0,1,133112767,1996,3,3,119,0,3901,0,0,0,0,0,0,52743,52743,56644,70875,56750,0,0,70742,56750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46880,0,5862,4,1,9,N,INTL CNCL TRADITIONAL MUSIC,NEW YORK,NY,10027-0000,10027.0,36061.0,A68,A,10027.0,5602.0,5600.0,36061.0,,O,O,0.12825,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,56644,56644,199612,1996,NY,10027.0,NEW YORK,1331127671996,A68,A,12,119.0,93.0,0.0,DEPT OF MUSIC COLUMBIA UN,3.0,0.0,1000.0,% DEPT OF MUSIC COLUMBIA UNIVERSITY,2.0,13.0,0.0,10.0,0.0,5.0,198602.0,,PC,O,AR,A,IN,,A68,A,711130.0
15231,990.0,1,133124063,1996,6,6,120,0,1749758,0,0,282433,0,0,0,1960949,1960949,3710707,3046116,3230833,90411,0,3280097,3933303,713855,702470,0,0,0,0,0,0,0,0,0,0,0,0,0,1226220,0,452296,6,1,0,Y,AMER PAYROLL INST,NEW YORK,NY,10016-5337,10016.0,36061.0,A33,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.7516,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,3710707,3710707,199612,1996,NY,10016.0,NEW YORK,1331240631996,S41,A,12,120.0,205.0,209.0,30 E 33RD ST,3.0,0.0,1000.0,,1.0,13.0,0.0,10.0,0.0,1.0,198407.0,,PC,O,AR,A,IN,,S41,S,813910.0
