,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,NteeOldB,NTEECC,NTEECC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,FIPS,MSA_NECH,PMSA,Ntee2007a,Confidence2007a,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,DocCd
10119,130453215,200412,2004,0,102363,1120982,1008252,40810,0,0,0,1173792,165540,1276155,159763,377446,0,0,373974,477804,104668,100358,377446,0,0,0,0,0,0,0,0,0,0,12000,,267903,267903,0,112730,0,0,0,0,0,108140,0,0,0,0,0,0,0,269306,0,0,0,0,3505,31079,0,6226,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,269306,59.0,1.0,29490365293035.0,2004,N,10017-5436,10017.0,12,59.0,205.0,279.0,50 E 42ND ST RM 506,9.0,0.0,NEW YORK,2.0,ARNOLD MERRITT,2.0,13.0,0.0,10.0,2493.0,PAINTING & DECORATING CONTRACTORS OF AMERICA,5.0,197401.0,NEW YORK CITY,NY,rtf05CO,,A40,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.54169,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,IN,,A40,A,710000.0,90.0
10122,130460219,200505,2004,0,0,0,0,10904,0,0,0,921234,921234,921234,889993,848318,265761,0,865775,915721,48698,67403,0,525,0,0,0,0,0,0,0,910330,0,0,,921234,921234,0,0,0,0,0,0,0,31241,0,137507,41487,0,0,0,0,817077,0,0,0,0,0,0,0,10904,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0,261.0,1.0,29490168290176.0,2005,N,10036-3409,10036.0,5,261.0,0.0,0.0,545 WEST 45TH STREET FLOOR 2,9.0,0.0,NEW YORK,3.0,UNION LOCAL 306,2.0,13.0,0.0,10.0,386.0,INTERNATIONAL ALLIANCE THEATRICAL,5.0,198403.0,306 LOCAL,NY,rtf05CO,,A65,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.40687,36061.0,5602.0,5600.0,A65,B,PC,O,AR,A,IN,,J40,J,813930.0,90.0
10142,130623590,200512,2005,0,0,25705782,25313514,1823835,2210159,0,0,29492222,4178708,29492222,7765640,74368730,256325,0,77482191,75658442,1771934,1289712,0,0,0,0,0,0,0,0,0,1846941,0,60664,,4178708,4178708,55000,392268,0,0,0,0,0,-3586932,2245405,2561389,256040,0,0,4090,0,75710257,0,0,0,0,111468,1712367,55000,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,1.0,29490350183236.0,2005,Y,10016-5336,10016.0,12,0.0,0.0,0.0,45 EAST 33RD STREET 3RD FL,3.0,0.0,NEW YORK,1.0,SAMUEL NORICH,2.0,13.0,0.0,10.0,0.0,FORWARD ASSOC INC,1.0,200108.0,RADIO BROADCASTING & PUBLISHING DIV,NY,rtf05CO,,A33,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.42931,36061.0,5602.0,5600.0,A33,A,PC,O,AR,A,IN,,A33,A,511100.0,90.0
10179,130876693,200512,2005,0,2883,0,0,0,19567,0,0,31400,31400,34283,19567,69340,0,0,84060,75144,153,5804,0,0,0,0,0,0,0,0,29283,0,2117,0,,5000,5000,0,0,0,0,0,31400,0,-14567,0,1500,273,0,0,0,0,83907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0,264.0,1.0,29490175146146.0,2005,N,10011-6849,10011.0,12,264.0,0.0,0.0,31 W 15TH ST,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,UNITED ITALIAN AMERICAN LABOR COUNCIL INC,1.0,195005.0,,NY,rtf05CO,,A23,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.7105600000000001,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,IN,,A23,A,710000.0,90.0
10188,130951470,200508,2004,0,2856495,0,0,6903,0,0,0,3968936,3968936,6825431,6853707,1888551,381150,0,3580278,3796113,1663451,1907562,0,0,0,0,0,0,0,0,0,3969747,0,-7714,,6825431,6825431,0,0,0,0,0,0,0,-28276,0,2061163,0,0,0,0,0,1916827,0,0,0,0,6903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,119.0,1.0,29490231004256.0,2005,N,10036-1413,10036.0,8,119.0,205.0,279.0,226 W 47TH ST,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,LEAGUE OF AMERICAN THEATRES AND PRODUCERS INC,1.0,194210.0,,NY,rtf05CO,,A03,65.0,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.9864700000000001,36061.0,5602.0,5600.0,A0365,A,PC,O,AR,A,IN,,A0365,A,813920.0,90.0
10191,130971750,200606,2005,173500,2630,0,0,0,0,0,0,77231,77231,253361,244382,25470,0,0,24824,27777,8333,2307,0,0,0,0,0,0,0,0,0,74891,0,2340,,253361,253361,0,0,0,0,0,0,0,8979,0,155017,16118,0,0,0,0,16491,0,0,0,0,0,0,0,0,0,0,0,0,1263903,0,39,0,0,1263942,1263942,7.0,9.0,0,319.0,1.0,29490337004086.0,2006,N,10128-0505,10128.0,6,319.0,0.0,0.0,6 E 87TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,LIEDERKRANZ OF THE CITY OF NEW YORK,1.0,193907.0,,NY,rtf05CO,,A6A,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.3965,36061.0,5602.0,5600.0,A6A,A,PC,O,AR,A,IN,,A6A,A,711130.0,90.0
10208,131068185,200512,2005,0,43524,0,0,337,0,0,0,337,337,43861,51499,14598,0,0,22674,14587,438,11,0,0,0,0,0,0,0,0,0,0,0,0,,43861,43861,0,0,0,0,0,0,0,-7638,0,0,0,0,0,0,0,22236,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0,263.0,1.0,29409077099086.0,2005,N,10036-2517,10036.0,12,263.0,264.0,279.0,165 W 46TH ST STE 900,9.0,0.0,NEW YORK,3.0,WILLIAM ANDREWS,2.0,13.0,0.0,10.0,386.0,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE,1.0,194104.0,702 LOCAL,NY,rtf05CO,,A65,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.05055,36061.0,5602.0,5600.0,A65,B,PC,O,AR,A,IN,,J40,J,813930.0,9.0
10223,131087160,200512,2005,3105800,9814000,4799100,4667100,219400,0,0,0,12374500,7707400,25294300,18935400,6388700,2383100,0,10395500,10759600,4737100,4370900,0,0,0,0,0,0,0,0,499100,6645800,-137800,348900,,20128100,20128100,0,132000,0,0,0,361300,0,1192700,-462400,2857100,287600,0,0,0,0,5658400,0,0,0,0,0,219400,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,200.0,1.0,29490273147116.0,2005,N,10019-5873,10019.0,12,200.0,0.0,0.0,810 7TH AVE FL 24,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,MAGAZINE PUBLISHERS OF AMERICA INC,1.0,194209.0,,NY,rtf05CO,,A33,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.7184699999999999,36061.0,5602.0,5600.0,A33,A,PC,O,AR,A,IN,,A0333,A,813920.0,90.0
10233,131101367,200511,2004,0,39618,0,0,1090,0,0,0,103544,103544,143162,144281,57447,0,0,59725,61161,1159,3714,57447,0,0,0,0,0,0,0,0,102454,0,0,,143162,143162,0,0,0,0,0,0,0,-1119,0,48119,4576,0,0,0,0,58566,0,0,0,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,58566,200.0,1.0,29490259051246.0,2005,N,10007-1901,10007.0,11,200.0,205.0,0.0,299 BROADWAY 226,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,NEW YORK SOCIETY OF ARCHITECTS,1.0,194208.0,,NY,rtf05CO,,A03,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.51999,36061.0,5602.0,5600.0,A03,B,PC,O,AR,A,IN,,A03,A,813920.0,90.0
10272,131374145,200412,2004,0,21500,0,0,0,0,0,0,3749,3749,25249,41236,99277,20000,0,115264,99277,0,0,0,0,0,0,0,0,0,0,0,0,1760,1989,,25249,25249,0,0,0,0,0,1760,0,-15987,0,0,0,0,0,0,0,115264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,200.0,1.0,29490323169105.0,2004,N,10018-0000,10018.0,12,200.0,279.0,0.0,980 AVE OF AMERICAS 3RD FLR,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,TEXTILE DISTRIBUTORS ASSOCIATION INC,1.0,194409.0,,NY,rtf05CO,,A40,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.80381,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,IN,,A40,A,710000.0,90.0
10277,131385942,200512,2005,0,141603,0,0,0,0,0,0,0,0,141603,127777,44935,51825,0,34696,47018,3587,2083,0,0,0,0,0,0,0,0,0,0,0,0,,141603,141603,0,0,0,0,0,0,0,13826,0,7625,4434,0,0,0,0,31109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0,263.0,1.0,29490259348036.0,2005,N,10036-7102,10036.0,12,263.0,264.0,279.0,707 8TH AVE,9.0,0.0,NEW YORK,3.0,EPHRAN PASCALL,2.0,13.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,196402.0,1422,NY,rtf05CO,,A40,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.10163,36061.0,5602.0,5600.0,A40,C,PC,O,AR,A,IN,,S99,S,813410.0,90.0
10280,131394480,200512,2005,0,1528072,0,0,0,0,0,0,385393,385393,1913465,1827400,408550,508271,0,468181,958594,145696,550044,408550,0,0,0,0,0,0,0,0,385393,0,0,,1913465,1913465,0,0,0,0,0,0,0,86065,0,112520,37517,0,0,0,0,322485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,322485,205.0,1.0,29490252327126.0,2005,N,10170-2599,10170.0,12,205.0,0.0,0.0,420 LEXINGTON AVE RM 2520,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,TRAFFIC AUDIT BUREAU FOR MEDIA MEASUREMENT INC,1.0,195501.0,,NY,rtf05CO,,A30,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.85425,36061.0,5602.0,5600.0,A30,B,PC,O,AR,A,IN,,A30,A,510000.0,90.0
10284,131395875,200512,2005,0,997276,0,0,52790,0,0,0,52790,52790,1050066,981821,2068117,246636,0,2023416,2091317,23544,23200,2068117,0,0,0,0,0,0,0,0,0,0,0,,1050066,1050066,0,0,0,0,0,0,0,68245,0,151485,29580,0,0,0,0,1999872,0,0,0,0,52790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,1999872,263.0,1.0,29490112035266.0,2005,N,10018-3308,10018.0,12,263.0,264.0,279.0,1430 BROADWAY 8TH FLOOR,9.0,0.0,NEW YORK,3.0,GENE MCELWAIN,2.0,13.0,0.0,10.0,386.0,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMP & MVG PIC MACH OP-US&CAN,5.0,194104.0,751 IATSE,NY,rtf05CO,,A65,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.25267,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,IN,,J40,J,813930.0,90.0
10294,131426730,200412,2004,0,3195328,0,0,8100,0,0,0,32044,32044,3227372,3038522,1182925,448646,0,1221901,1315587,213674,132662,1182925,0,0,0,0,0,0,0,0,0,0,23944,,3227372,3227372,0,0,0,0,0,0,0,188850,-14152,856153,93083,0,0,127514,42518,1008227,0,0,0,0,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,1008227,263.0,1.0,29490351059245.0,2004,N,10018-5504,10018.0,12,263.0,264.0,279.0,29 W 38TH ST FL 15,9.0,0.0,NEW YORK,3.0,CECILIA ANN FRIEDERICHS,2.0,13.0,0.0,10.0,444.0,INTERNATIONAL ALLIANCE OF THEATRICA L STAGE EMPLOYEES LOCAL USA 829,5.0,196004.0,0829,NY,rtf05CO,,A65,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.17421,36061.0,5602.0,5600.0,A65,B,PC,O,AR,A,IN,,J40,J,813930.0,90.0
10312,131505524,200412,2004,0,712740,0,0,60785,0,0,0,2193387,2193387,2906127,2249797,6303284,244602,0,7921222,8678770,2015921,2375486,0,0,0,0,0,0,0,0,378455,0,509725,1244422,,2527672,2527672,0,0,0,0,0,888180,0,277875,120108,414700,54611,0,0,1426240,1691667,5905301,0,0,0,0,7168,26911,0,26706,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,205.0,1.0,29490365283045.0,2004,Y,10012-1401,10012.0,12,205.0,40.0,279.0,536 LAGUARDIA PL,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,AMERICAN INSTITUTE OF ARCHITECTS,1.0,194208.0,N Y CHAPTER,NY,rtf05CO,,A40,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.11498,36061.0,5602.0,5600.0,A40,B,PC,O,AR,A,IN,,A40,A,710000.0,90.0
10321,131520977,200509,2004,0,90343,0,0,0,0,0,0,76162,76162,166505,168685,82274,13000,0,84454,82274,0,0,0,0,0,0,0,0,0,0,0,0,0,76162,,166505,166505,0,0,0,0,0,0,0,-2180,0,0,0,0,0,0,0,84454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,119.0,1.0,29490049103396.0,2005,N,10021-0111,10021.0,9,119.0,0.0,0.0,1040 MADISON AVE,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,ART & ANTIQUE DEALERS LEAGUE OF AMERICA INC,1.0,197601.0,,NY,rtf05CO,,A03,80.0,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.40702,36061.0,5602.0,5600.0,A0380,A,PC,O,AR,A,IN,,A0380,A,813920.0,90.0
10345,131572247,200507,2004,0,366730,0,0,11181,0,168327,839787,1019295,850968,1386025,1174298,777671,0,0,1550225,1532695,815954,755024,0,0,0,0,0,0,0,0,0,0,0,0,,1217698,1217698,0,0,0,0,0,0,1008114,43400,0,429149,57455,0,0,0,0,734271,0,0,0,0,11181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0,119.0,1.0,29490008047086.0,2005,Y,10023-0000,10023.0,7,119.0,319.0,0.0,INC LINCOLN CTR,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,METROPOLITAN OPERA CLUB INC,1.0,194608.0,,NY,rtf05CO,,A11,,A,A,A,AR,AR,AR,IN,,O,S,ZA,A,0.92761,36061.0,5602.0,5600.0,A11,A,PC,S,ZA,A,IN,,A11,A,813219.0,90.0
10355,131589984,200506,2004,130496,0,0,0,860,0,0,0,132389,132389,262885,220155,24342,106608,0,139722,160185,158110,135843,24342,0,0,0,0,0,0,0,0,131529,0,0,,262885,262885,0,0,0,0,0,0,0,42730,0,0,7888,0,0,0,0,-18388,0,0,0,0,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,-18388,161.0,1.0,29490204244026.0,2005,N,10020-1513,10020.0,6,161.0,180.0,919.0,1230 AVE OF THE AMERICAS 7THFL,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,WOOLMARK AMERICAS INC,1.0,195006.0,THE WOOLMARK COMPANY,NY,rtf05CO,,A60,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.78551,36061.0,5602.0,5600.0,A60,C,PC,O,AR,A,IN,,A60,A,711100.0,90.0
10409,131677485,200503,2004,415643000,0,0,0,45978000,0,0,0,7741736000,6955690000,8157379000,7569460000,990900000,7339000,0,4111700000,4133200000,2983900000,3142300000,990900000,0,0,0,0,0,0,0,0,6666162000,0,323133000,,7371333000,7371333000,0,0,706463000,786046000,-79583000,0,0,-198127000,61227000,2023974000,0,0,0,398000000,352500000,1127800000,0,0,0,0,9602000,0,0,36376000,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,1127800000,121.0,1.0,29490112126346.0,2005,Y,10017-2803,10017.0,3,121.0,122.0,149.0,747 THIRD AVENUE,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,BRITISH BROADCASTING CORP,1.0,199202.0,,NY,rtf05CO,,A30,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.85436,36061.0,5602.0,5600.0,A30,A,PC,O,AR,A,IN,,A30,A,510000.0,90.0
10552,131769475,200512,2005,0,2150,0,0,4593,0,0,0,48318,48318,50468,32450,192201,0,0,219137,193301,0,0,0,0,0,0,0,0,0,0,44954,0,-1229,0,,5514,5514,0,0,0,0,0,43725,0,-26936,0,0,0,0,0,0,0,219137,2150,0,0,0,4593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0,319.0,1.0,29490098170166.0,2005,N,10036-1314,10036.0,12,319.0,0.0,0.0,326 W 48TH ST,3.0,0.0,NYC,2.0,,2.0,13.0,0.0,10.0,0.0,THEATRICAL MUTUAL ASSOCIATION NEW YORK LODGE-1,1.0,199606.0,,NY,rtf05CO,,A65,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.04543,36061.0,5602.0,5600.0,A65,B,PC,O,AR,A,IN,,A65,A,711110.0,90.0
10562,131777183,200512,2005,0,5238219,0,0,83242,0,0,0,553058,553058,5791277,5894054,3287651,717058,0,4263931,4152830,843263,865179,0,0,0,0,0,0,0,0,0,416770,0,8946,,5791277,5791277,44100,0,0,0,0,0,0,-102777,-30240,2199838,138265,0,0,0,0,3420668,0,0,0,0,83242,0,44100,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,919.0,1.0,29490280144096.0,2005,N,10022-3108,10022.0,12,919.0,200.0,59.0,3 EAST 54TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,TELEVISION BUREAU OF ADVERTISING INC,1.0,195602.0,,NY,rtf05CO,,A01,32.0,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.99316,36061.0,5602.0,5600.0,A0132,B,PC,O,AR,A,IN,,A0132,A,813319.0,90.0
10565,131783842,200512,2005,0,255725,0,0,4062,0,0,0,679821,679821,935546,493355,701776,116601,0,661467,713335,4163,11559,701776,0,0,0,0,0,0,0,414791,0,260968,0,,520755,520755,0,0,0,0,0,675759,0,27400,17072,6260,10042,0,0,0,0,657304,0,0,0,0,4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,657304,200.0,1.0,29490343077186.0,2005,N,10036-6603,10036.0,12,200.0,0.0,0.0,20 W 44TH ST 4TH FLR,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,ANTIQUARIAN BOOKSELLERS ASSOC OF AMERICA INC SHOP 2 CONCOURSE,1.0,195109.0,,NY,rtf05CO,,A03,33.0,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.43973999999999996,36061.0,5602.0,5600.0,A0333,A,PC,O,AR,A,IN,,A0333,A,813920.0,90.0
10612,131855535,200606,2005,0,671988,0,0,3049,0,168515,104055,275619,107104,947607,1033769,37879,380233,0,640065,413194,347509,375315,0,0,0,0,0,0,0,0,0,0,0,0,,779092,779092,0,0,0,0,0,0,272570,-254677,0,191760,30732,0,0,0,0,292556,0,0,0,0,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,205.0,1.0,29490336106296.0,2006,N,10018-7480,10018.0,6,205.0,0.0,0.0,12 W 37TH ST STE 2ND,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,CHILDRENS BOOK COUNCIL INC,1.0,195009.0,,NY,rtf05CO,,A33,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.01721,36061.0,5602.0,5600.0,A33,C,PC,O,AR,A,IN,,A33,A,511100.0,90.0
10693,131951979,200508,2004,0,34043,650000,648091,116436,0,0,0,6723964,6075873,6758007,5798891,3539441,525000,0,4628495,5128370,1308066,1588929,0,0,0,0,0,0,0,0,0,5931645,0,25883,,6109916,6109916,0,1909,0,0,0,0,0,311025,-92013,1212800,123902,0,0,0,0,3320429,0,0,0,0,116436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,205.0,1.0,29490218031066.0,2005,N,10019-2211,10019.0,8,205.0,0.0,0.0,111 W 57TH ST STE 600,6.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,3005.0,NATIONAL ACADEMY OF TELEVISION ARTS AND SCIENCES,5.0,197610.0,,NY,rtf05CO,,A03,32.0,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.48328999999999994,36061.0,5602.0,5600.0,A0332,A,PC,O,AR,A,IN,,A0332,A,813920.0,90.0
10702,131956457,200512,2005,0,369241,0,0,7135,0,0,0,7135,7135,376376,378742,212998,11400,0,294169,269272,78805,56648,0,0,0,0,0,0,0,0,0,0,0,0,,376376,376376,0,0,0,0,0,0,0,-2366,0,0,1311,0,0,0,0,215364,0,0,0,0,7135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0,263.0,1.0,29490308151056.0,2005,N,10028-0113,10028.0,12,263.0,59.0,264.0,1000 5TH AVE,9.0,0.0,NEW YORK,3.0,WILFRED A LEE,2.0,13.0,0.0,10.0,1381.0,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,5.0,196004.0,1503 NY LOC NYC METRO MUSEUM OF ART,NY,rtf05CO,,A50,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.5000899999999999,36061.0,5602.0,5600.0,A50,A,PC,O,AR,A,IN,,A50,A,712110.0,90.0
10737,131996451,200412,2004,0,886715,130546,143592,37397,0,0,0,167943,24351,1054658,1102591,435824,320000,0,1080817,881699,450974,445875,435824,0,0,0,0,0,0,0,0,0,0,0,,911066,911066,0,-13046,0,0,0,0,0,-191525,-2494,202684,18107,0,0,0,0,629843,0,0,0,0,0,37397,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,629843,920.0,1.0,29490008019396.0,2004,N,10017-6588,10017.0,12,920.0,905.0,0.0,370 LEXINGTON AVE RM 902,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,MEDIA RATING COUNCIL INC,1.0,196512.0,,NY,rtf05CO,,A30,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.33295,36061.0,5602.0,5600.0,A30,B,PC,O,AR,A,IN,,A30,A,510000.0,90.0
10750,132509231,200509,2004,27187,859157,0,0,46755,0,0,0,844195,844195,1730539,1214848,2555789,104888,0,2301302,2653781,237077,97992,0,0,0,0,0,0,0,0,0,795811,0,1629,,1730539,1730539,0,0,0,0,0,0,0,515691,-24127,451568,54219,0,0,0,0,2064225,0,0,0,0,17027,29728,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,200.0,1.0,29490077243226.0,2005,N,10016-5509,10016.0,9,200.0,0.0,0.0,31 E 32ND ST FL 7,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,AUTHORS GUILD INC,1.0,199603.0,,NY,rtf05CO,,A03,70.0,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.36658,36061.0,5602.0,5600.0,A0370,A,PC,O,AR,A,IN,,A0370,A,813920.0,90.0
10758,132534897,200412,2004,0,0,0,0,157,0,0,0,146215,146215,146215,209763,313829,0,0,607240,546912,229863,233083,0,0,0,0,0,0,0,0,0,146058,0,0,,146215,146215,0,0,0,0,0,0,0,-63548,0,0,0,0,0,0,0,377377,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,1.0,29490008015176.0,2004,N,10011-7419,10011.0,12,0.0,0.0,0.0,45 W 14TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,PAINTING INDUSTRY FUND BUILDING CORP,1.0,199904.0,,NY,rtf05CO,,A40,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.02625,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,IN,,A40,A,710000.0,90.0
10778,132562532,200506,2004,0,223041,0,0,3176,0,0,0,254538,254538,477579,471912,217267,57300,0,212482,221178,927,3911,0,0,0,0,0,0,0,0,0,251362,0,0,,477579,477579,0,0,0,0,0,0,0,5667,45,0,0,0,0,0,0,211555,0,0,0,0,3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,205.0,1.0,29490008083236.0,2005,N,10036-5505,10036.0,6,205.0,120.0,279.0,1501 BROADWAY STE 302,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,AMERICAN SOCIETY OF JOURNALISTS & AUTHORS INC,1.0,196801.0,,NY,rtf05CO,,A70,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.6988,36061.0,5602.0,5600.0,A70,A,PC,O,AR,A,IN,,A70,A,710000.0,90.0
10792,132579031,200510,2004,0,155300,0,0,2924,0,0,0,424493,424493,579793,253004,306292,0,0,225773,307090,9958,798,306292,0,0,0,0,0,0,0,236312,0,185257,0,,343481,343481,0,0,0,0,0,421569,0,90477,0,61016,4926,0,0,0,0,215815,0,0,0,0,2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,215815,200.0,1.0,29490217298176.0,2005,N,10001-1809,10001.0,10,200.0,0.0,0.0,481 EIGHTH AVENUE - SUITE 826,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,PERIODICAL & BOOK ASSOCIATION OF AMERICA INC,1.0,196712.0,,NY,rtf05CO,,A33,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.57819,36061.0,5602.0,5600.0,A33,C,PC,O,AR,A,IN,,A33,A,511100.0,90.0
