,EIN,FisYr,TAXPER,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,verify,NteeOldB,NTEECC,NteeCC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,FIPS,MSA_NECH,PMSA,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
8918,133572353,2005,200512,200650.0,29491329196156.0,T20,N,Y,0.0,1.0,2005,3.0,6.0,7.0,3,602.0,5221735,22154,0,0,14088,0,183851,813330,5257977,1979595,3278382,1897507,22154,33217,4541515,0,0,0,0,415508,4541515,0,46006,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,0,6155,22154,36242,1166265,0,1139027,0,3025,61716,0,0,0,4126007,443,0,0,60,0,540,0,0,157,443,934126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-157,0,10012.0,NATIONAL VIDEO RESOURCES INC,,73 SPRING ST STE 606,NEW YORK,NY,10012-5802,0.0,3.0,1.0,199010.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A31,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.738052,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A31,A
8921,133573140,2005,200512,200613.0,29491070091196.0,,N,Y,0.0,1.0,2005,3.0,1.0,1.0,3,561.0,500,2,0,0,0,0,0,400,502,519,-17,400,1,0,514,0,0,0,0,0,514,0,28,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2,0,119,1,0,1,0,24,0,0,0,514,0,0,0,0,0,0,0,0,0,0,565,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016.0,JACK GALEF ARTS FOUNDATION INC,GOLOMB SINDEL AND DIBLE,16 E 34 ST STE 1600,NEW YORK,NY,10016-4328,0.0,3.0,2.0,199205.0,1.0,4.0,561.0,914.0,119.0,1.0,13.0,0.0,1.0,12,,,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.351914,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A12,A
8922,133573737,2004,200412,200609.0,29491035031116.0,A23Z,N,Y,0.0,1.0,2004,3.0,4.0,5.0,3,92.0,548613,1128,0,0,0,0,46800,0,549741,391337,158404,387381,389,0,198536,0,0,0,0,2663,198536,0,8308,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1128,0,391337,739,387381,739,0,0,0,0,0,195873,8,0,0,0,0,0,0,0,0,8,168693,8300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10003.0,FINNISH CULTURAL INSTITUTE IN NEW YORK,CHRISTY & VIENER,799 BROADWAY - ROOM 527,NEW YORK,NY,10003-6815,0.0,3.0,1.0,199011.0,1.0,4.0,92.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A23,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.0683832,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A23,A
8953,133590722,2005,200512,200651.0,29491336207016.0,A20Z,N,Y,0.0,1.0,2005,3.0,5.0,4.0,3,119.0,151530,741,11392,14711,0,0,0,27000,178374,34668,143706,27167,19343,0,550055,0,0,0,0,0,556062,0,23577,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,26844,0,7668,7501,167,7501,0,167169,0,375250,0,550055,387,0,0,257,0,750,0,0,6,387,478723,23190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-620,614,10001.0,THE BERNSTEIN FAMILY FOUNDATION,,121 W 27TH ST STE 1104,NEW YORK,NY,10001-6207,0.0,3.0,1.0,199105.0,1.0,4.0,119.0,149.0,59.0,1.0,13.0,0.0,1.0,12,,,,A12,61.0,A,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.64767,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A1261,A
8954,133591085,2005,200512,200626.0,29491161375076.0,A42Z,N,Y,0.0,1.0,2005,3.0,5.0,3.0,3,91.0,0,3757,10044,0,0,3379,0,5000,17180,21422,-4242,12092,4770,0,502170,0,215774,0,215774,0,516889,0,25467,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,13801,0,16422,9031,7092,9031,0,36396,0,0,0,502170,95,0,0,0,0,0,0,0,0,95,517087,25372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,10016.0,LISETTE MODEL FOUNDATION INC,BLUM GERSEN AND WOOD ESQ,270 MADISON AVE,NEW YORK,NY,10016-0601,0.0,3.0,1.0,199604.0,1.0,4.0,91.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,M,,A40,,C,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.5224770000000001,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A40,A
8955,133591637,2005,200512,200626.0,29491161091236.0,,N,Y,0.0,1.0,2005,3.0,5.0,6.0,3,90.0,351028,4735,1557,-2063,0,35810,0,0,391067,273258,117809,267285,298631,38604,500810,0,0,0,0,0,500810,0,14746,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,302129,42102,273258,3498,267285,3498,3498,18637,0,0,0,500810,2986,0,0,2859,0,0,0,0,0,2986,299402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,10022.0,ROBERT CRAFT MUSIC FOUNDATION INC,KELLEY DRYE & WARREN,505 PARK AVE 20TH FLR,NEW YORK,NY,10022-1106,0.0,3.0,2.0,199012.0,1.0,4.0,90.0,119.0,0.0,1.0,13.0,0.0,1.0,12,,,,A40,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.669378,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A40,A
8961,133593706,2005,200512,200634.0,29491217051056.0,,N,Y,0.0,1.0,2005,3.0,4.0,1.0,3,602.0,1835,0,3462,0,0,0,0,0,5297,2392,2905,0,1070,1070,143980,0,0,0,0,0,143980,0,7019,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3462,3462,2392,2392,0,2392,2392,0,0,0,0,143980,21,0,0,0,0,21,0,0,0,21,142527,6998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10011.0,BARBARA AND HOWARD WISE ENDOWMENT FOR THE ARTS INC,,110 W 13TH ST,NEW YORK,NY,10011-7802,0.0,3.0,2.0,199202.0,1.0,4.0,602.0,561.0,0.0,1.0,13.0,0.0,1.0,12,,,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.518897,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A12,A
9002,133614414,2005,200512,200652.0,29491343038146.0,,N,Y,0.0,1.0,2005,3.0,6.0,4.0,3,92.0,0,0,72757,-34631,0,0,0,17000,63126,57545,5581,19517,56813,56813,2048776,0,260524,0,260524,4000,2048776,0,100632,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25000,0,97358,97358,40545,40545,3817,40545,40545,260027,0,0,0,2044776,568,0,0,0,0,0,0,0,0,568,2043288,100064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,11103.0,ATHANASIADES CULTURAL FOUNDATION INC,,30 96 42ND ST,ASTORIA,NY,11103-3031,0.0,3.0,1.0,199302.0,1.0,4.0,92.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,,,A12,20.0,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.7797970000000001,36081.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A1220,A
9003,133614971,2005,200511,200647.0,29491308005146.0,,N,Y,0.0,1.0,2004,2.0,9.0,8.0,3,123.0,21200000,260223,0,-153937,0,0,52885,322100,21306286,386858,20919428,379186,65130,65130,118800161,0,0,0,0,0,128350161,0,334808,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,0,72251,72251,64758,7121,57086,7121,7121,195752,0,0,0,118800161,1303,0,0,551,0,2500,0,0,1748,1303,6798131,0,65130,252554,0,0,317684,14479186,107992,240368,81995,14909541,128350161,107004918,89908090,76404958,401668127,128154409,95978813,89904409,76404958,390442589,223205,219521,69,543,443338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1748,0,10019.0,SOLOW ART AND ARCHITECTURE FOUNDATION,SHELDON H SOLOW,9 W 57TH ST,NEW YORK,NY,10019-2701,0.0,3.0,2.0,199108.0,1.0,3.0,123.0,124.0,0.0,1.0,13.0,0.0,1.0,11,,,,A40,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.78815,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A40,A
9021,133620909,2005,200506,200623.0,29491140155026.0,,N,Y,0.0,1.0,2004,3.0,8.0,6.0,3,602.0,0,165,503628,383906,0,2070787,39100,1429000,2958486,1948653,1009833,1805987,2889829,0,17197426,2683559,8771978,3808568,15264105,0,17197426,0,833513,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,0,2958486,0,519653,68657,376987,68657,0,0,0,139290,0,17197426,57797,0,0,51000,0,40000,0,686,32517,57797,16924121,775716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32517,0,10022.0,AARON COPLAND FUND FOR MUSIC INC,ELLIS J FREEDMAN,900 THIRD AVE 23RD FLR,NEW YORK,NY,10022-4728,0.0,3.0,2.0,199108.0,1.0,4.0,602.0,119.0,0.0,1.0,13.0,0.0,1.0,6,,,,A68,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.700018,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A68,A
9028,133626986,2006,200606,200651.0,29491217030026.0,,N,Y,0.0,1.0,2005,3.0,1.0,0.0,3,998.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10018.0,FRIENDS OF LOUISIANA MUSEUM OF MODERN ART IN DENMARK INC,ROSE & BOXER,1065 AVE OF THE AME,NEW YORK,NY,10018-0000,0.0,3.0,1.0,199201.0,1.0,4.0,998.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,,,A11,51.0,A,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.68814,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZA,A,IN,,A1151,A
9123,133667916,2005,200512,200650.0,29491336015076.0,,N,Y,0.0,1.0,2005,3.0,6.0,5.0,3,88.0,835449,0,0,0,0,38844,76045,15,874293,756724,117569,677836,0,0,1411523,0,0,0,0,5260,1411523,0,148,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,38844,756709,0,677821,0,38844,28313,0,0,0,1406263,0,0,0,0,0,0,0,0,0,0,3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,AXIS THEATER CO INC,PETER SHARP & CO INC,545 MADISON AVENUE,NEW YORK,NY,10022-4219,0.0,3.0,1.0,199311.0,1.0,4.0,88.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A65,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.369179,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A65,A
9140,133674360,2005,200512,200642.0,29491273082176.0,A20,N,Y,0.0,1.0,2005,3.0,6.0,3.0,3,90.0,0,41216,15502,0,0,0,0,0,56718,38356,18362,51,44764,44764,3382190,0,1307355,0,1307355,0,3382190,127230,128176,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,56718,56718,38356,11954,51,11954,11954,341,0,0,0,3382190,895,0,0,0,0,1000,0,16,0,895,2602551,127281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,10013.0,CIVITELLA RANIERI FOUNDATION,JD MILLER & CO LLP,28 HUBERT ST,NEW YORK,NY,10013-2041,0.0,3.0,1.0,199302.0,1.0,4.0,90.0,62.0,93.0,2.0,13.0,0.0,1.0,12,,,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.188185,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A20,A
9151,133680271,2005,200507,200607.0,29491014013216.0,,N,Y,0.0,1.0,2004,3.0,3.0,3.0,3,60.0,50000,510,0,0,0,8,0,0,50518,63162,-12644,63154,502,0,49611,0,0,0,0,0,49611,0,3507,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,510,0,63162,8,63154,8,0,0,0,0,0,49611,5,0,0,0,0,0,0,0,0,5,71200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10010.0,MUSEUM VIEWS LTD,LILA A SHERMAN,2 PETER COOPER RD APT 9G,NEW YORK,NY,10010-6731,0.0,3.0,1.0,199301.0,1.0,4.0,60.0,0.0,0.0,1.0,13.0,0.0,1.0,7,MUSEUM VIEWS,,,A50,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.179309,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A50,A
9189,133693565,2005,200506,200623.0,29491140260116.0,,N,Y,0.0,1.0,2004,3.0,4.0,6.0,3,994.0,1004710,437,3336,568,-695118,0,90546,0,313933,160966,152967,42954,706425,0,356916,0,0,0,0,94211,355743,0,14465,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,698652,709803,-691345,160966,3378,42954,3378,105027,55718,0,209197,0,262705,7064,0,0,7200,0,0,0,99,37,7064,293712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37,0,10013.0,CROWING ROOSTER ARTS INC,,100 LAFAYETTE STREET 602,NEW YORK,NY,10013-4400,0.0,3.0,1.0,199306.0,1.0,4.0,994.0,122.0,0.0,1.0,13.0,199706.0,1.0,6,,,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.762047,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A20,A
9209,133699100,2005,200512,200626.0,29491162143196.0,,N,Y,0.0,1.0,2005,3.0,3.0,3.0,3,602.0,0,72,1252,8831,0,0,0,2500,10155,2772,7383,2759,10142,0,49216,0,45641,0,45641,0,50773,2266,2367,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,10155,0,272,13,259,13,0,3575,0,0,0,49216,101,0,0,0,0,0,0,0,0,101,48068,2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,10016.0,MR AND MRS RAYMOND J HOROWITZ FOUNDATION FOR THE ARTS INC,RAYMOND J HOROWITZ,600 THIRD AVE,NEW YORK,NY,10016-1901,0.0,3.0,1.0,199305.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.2776,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A12,A
9216,133702827,2005,200512,200628.0,29491168021006.0,,N,Y,0.0,1.0,2005,3.0,1.0,6.0,3,994.0,1297136,0,0,0,0,783,0,0,1304394,294410,1009984,294410,0,0,9009,0,0,0,0,0,9009,0,443,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6475,0,0,0,294410,0,294410,0,0,6688,0,0,0,9009,0,0,0,0,0,0,0,0,0,0,9009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,MILLENIAL ARTS INCORPORATED,GMH CONSULTING INC,130 W 56TH ST 705,NEW YORK,NY,10019-3866,0.0,3.0,1.0,199407.0,1.0,4.0,994.0,90.0,94.0,1.0,13.0,0.0,1.0,12,,,,A61,,C,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.525846,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A99,A
9232,133711111,2005,200512,200627.0,29491168110016.0,,N,Y,0.0,1.0,2005,3.0,1.0,1.0,3,994.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005.0,COBH HERITAGE FOUNDATION,CHARLES D MOONEY,88 PINE ST,NEW YORK,NY,10005-1801,0.0,3.0,1.0,199306.0,1.0,4.0,994.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A82,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.18426099999999998,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,T99,T
9244,133719303,2006,200603,200638.0,29491252000236.0,A75Z,N,Y,0.0,1.0,2005,2.0,1.0,0.0,3,914.0,0,0,0,0,0,0,0,0,0,580,-580,0,0,0,305,0,0,0,0,33644,305,0,15,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,580,0,0,0,0,305,0,0,0,-33339,0,0,0,0,0,0,0,0,0,0,305,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,KAWAMURA CULTURAL FOUNDATION INC,KISO & TANAKA,675 3RD AVE STE 3008,NEW YORK,NY,10017-5704,0.0,3.0,2.0,199504.0,1.0,3.0,914.0,119.0,0.0,1.0,13.0,0.0,1.0,3,,,,A12,20.0,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.849856,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A1220,A
9248,133721844,2005,200512,200623.0,29491140115096.0,,N,Y,0.0,1.0,2005,3.0,4.0,1.0,3,40.0,0,0,6748,-1,0,0,0,7738,6747,11377,-4630,7738,6748,0,207355,0,146664,0,146664,0,268872,4043,11848,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,6748,0,3639,0,0,0,0,0,0,0,0,207355,0,0,0,300,0,0,0,0,233,67,240574,11781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-233,0,10003.0,MICHAEL HAUSMAN FILMHAUS FOUNDATION INC,MICHAEL HAUSMAN,736 BROADWAY,NEW YORK,NY,10003-9519,0.0,3.0,1.0,199311.0,1.0,4.0,40.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A31,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.7673180000000001,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A31,A
9330,133747036,2005,200511,200617.0,29491098017036.0,,N,Y,0.0,1.0,2004,2.0,8.0,6.0,3,62.0,1423073,7134,199033,42948,0,29860,0,14500,1702048,712855,989193,314152,330579,0,16831064,2245527,3081538,0,5327065,0,17219057,0,269057,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,339920,236027,698355,9341,299652,9341,385592,57610,0,0,0,16831064,6612,0,0,11000,0,0,0,0,4388,6612,5463091,0,1,0,0,0,1,314152,276617,305459,191402,1087630,17264059,16313342,15656687,15441361,64675449,12907919,12588074,12314035,11886210,49696238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4388,0,10128.0,CLASSICAL AMERICAN HOMES PRESERVATION TRUST,CSAM,69 E 93RD ST,NEW YORK,NY,10128-1331,0.0,3.0,1.0,199409.0,1.0,3.0,62.0,0.0,0.0,1.0,13.0,0.0,1.0,11,,,,A82,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.282114,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A82,A
9334,133747492,2005,200506,200630.0,29491162140166.0,A20J,N,Y,0.0,1.0,2004,3.0,3.0,4.0,3,994.0,129857,146,0,0,0,0,0,0,130003,139930,-9927,139930,146,146,60025,0,0,0,0,70706,60025,0,2262,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,146,146,139930,0,139930,0,0,50025,0,0,0,-10681,3,0,0,0,0,0,0,0,0,3,45921,2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10022.0,INTERNATIONAL CENTER OF DESIGN ART TO GOD TO THE WORLD AND TO MAN INC,WOLF POPPER LLP,845 THIRD AVE 12TH FLR,NEW YORK,NY,10022-6601,0.0,3.0,1.0,199505.0,1.0,4.0,994.0,119.0,63.0,1.0,13.0,0.0,1.0,6,,,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.9733350000000001,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A20,A
9335,133747516,2005,200512,200622.0,29491133075006.0,,N,Y,0.0,1.0,2005,3.0,1.0,1.0,3,994.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3500,0,0,0,0,0,3500,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10031.0,OMNIFICENT INK PRODUCTIONS INC,,626 RIVERSIDE DR APT 10J,NEW YORK,NY,10031-7214,0.0,3.0,1.0,199410.0,1.0,4.0,994.0,88.0,0.0,1.0,13.0,0.0,1.0,12,,,,A60,,C,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.0762407,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A60,A
9336,133747781,2005,200511,200646.0,29491301023016.0,,N,Y,0.0,1.0,2004,2.0,6.0,4.0,3,994.0,0,1473,25939,18707,0,0,13000,0,46119,167809,-121690,151885,46119,27412,1274569,0,916637,0,916637,306,1167229,0,53628,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,46119,27412,167809,0,151885,0,0,37652,0,0,0,1274263,922,0,0,1462,0,0,0,0,540,922,1088892,0,27412,26882,23827,68668,146789,151885,239688,291284,451982,1134839,0,0,0,0,0,0,0,0,0,0,35752,43594,47405,51567,178318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-540,0,10012.0,INSTITUTE FOR COOPERATION OF ART AND RESEARCH INC,CITRIN COOPERMAN,77 BLEECKER ST C2W14,NEW YORK,NY,10012-1556,0.0,3.0,1.0,199405.0,1.0,3.0,994.0,199.0,0.0,1.0,13.0,0.0,1.0,11,,,,A25,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.46119799999999994,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A25,A
