,EIN,styear,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,NTEE1,NTEE4,nteecc,RandNum,zipnew,ZIP5,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
64402,133716314,1993,19455,0,0,0,2239,0,0,0,1287460,1287460,1306920,1241370,65546,62250,0,0,228705,0,163159,0,0,0,0,0,0,0,0,0,0,0,0,0,1285220,0,0,,1306920,A65B,,CIRCLE IN THE SQUARE THEATRE SCHOOL INC,,1633 BROADWAY,NEW YORK,NY,10019-6708,0.0,3.0,3.0,1000.0,199310.0,1.0,,1.0,11.0,0.0,10.0,6.0,,30.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,4.0,4.0,4.0,1,1.0,1,6.0,1,36061,5602.0,11.0,A,A65,A,A65B,A65,0.6223770000000001,10019.0,10019.0,5600.0,36061.0,,AR,1994,A6E,199406,NY,10019.0,NEW YORK,A6E,,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A
64407,133838879,1995,18573,0,0,0,0,0,0,0,44105,44105,62678,46251,16427,0,0,0,16427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38105,0,6000,,62678,A65Z,,THRESHOLD DANCE PROJECTS INC,% BUGLISI FOREMAN DANCE,104 FRANKLIN ST,NEW YORK,NY,10013-2910,0.0,3.0,3.0,1000.0,199605.0,1.0,,1.0,13.0,199912.0,20.0,6.0,,994.0,88.0,90.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A65,A,A65Z,A65,0.9014200000000001,10013.0,10013.0,5600.0,36061.0,,AR,1996,A62,199606,NY,10013.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
64409,61313662,1995,97868,0,468868,395811,41486,0,0,0,510354,114543,608222,244628,1698450,0,0,1733410,1704770,2741,6318,1189060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,212411,A26Z,,THE ELIZABETH FOUNDATION FOR THE ARTS,% JANE STEPHENSON,PO BOX 2670,NEW YORK,NY,10036-0000,0.0,3.0,3.0,1000.0,199211.0,1.0,,1.0,13.0,0.0,10.0,12.0,,91.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,3.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A26,A,A26Z,A26,0.435849,10036.0,10036.0,5600.0,36061.0,,AR,1995,A90,199512,NY,10036.0,NEW YORK,A90,,,,A,AR,AR,PC,O,AR,A,IN,,A90,A
64412,132918236,1995,102162,0,0,0,3605,0,0,0,49741,49741,151903,131432,62933,8084,0,54548,83720,12086,20787,0,0,0,0,0,0,0,0,0,0,0,0,0,46136,0,0,,151903,A33Z,,SEGUE FOUNDATION INC,% STROOCK & STROOCK & LAVAN,303 E 8TH ST,NEW YORK,NY,10009-5248,0.0,3.0,3.0,1000.0,197803.0,1.0,,1.0,13.0,198212.0,10.0,12.0,,120.0,92.0,994.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A33,A,A33Z,A33,0.356275,10009.0,10009.0,5600.0,36061.0,,AR,1995,A33,199512,NY,10009.0,NEW YORK,A33,,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
64414,133723672,1995,21960,0,0,0,0,0,0,0,52894,52894,74854,80415,84,0,0,5645,684,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,52890,0,4,,74854,A24Z,,KOREAN TRADITIONAL PERFORMING ARTS ASSOCIATION INC,% JERRY WARTSKI,142 W 49TH ST,NEW YORK,NY,10019-6802,0.0,3.0,3.0,1000.0,199311.0,1.0,,1.0,13.0,199712.0,10.0,12.0,,994.0,88.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A24,A,A24Z,A24,0.31257399999999996,10019.0,10019.0,5600.0,36061.0,,AR,1995,A24,199512,NY,10019.0,NEW YORK,A24,,,,A,AR,AR,PC,O,AR,A,IN,,A24,A
64416,133801186,1994,21950,0,0,0,32,0,0,0,6795,6795,28745,27601,1144,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6763,0,0,,28745,A62Z,,ELEO POMARE DANCE COMPANY INC,% ELEO POMARE,325 W 16TH ST,NEW YORK,NY,10011-5936,0.0,3.0,3.0,2000.0,199503.0,1.0,,1.0,11.0,199908.0,10.0,8.0,,994.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A62,A,A62Z,A62,0.732429,10011.0,10011.0,5600.0,36061.0,,AR,1995,A62,199508,NY,10011.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
64418,133345308,1995,24902,0,0,0,93,857,0,0,145165,145165,170067,173029,-36210,4800,0,10499,23636,43697,59846,0,0,0,0,0,0,0,0,0,0,0,0,0,145072,0,0,,170067,A68P,A6EP,AMHERST EARLY MUSIC INC,,65 W 95TH ST 1A,NEW YORK,NY,10025-6796,0.0,3.0,3.0,1000.0,198611.0,1.0,,1.0,13.0,199101.0,10.0,1.0,,149.0,995.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,0.0,1,6.0,0,36061,5602.0,16.0,A,A68,A,A68P,A68,0.102986,10025.0,10025.0,5600.0,36061.0,,AR,1996,A19,199601,NY,10025.0,NEW YORK,A6E,,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A
64421,510152693,1995,47982,0,0,0,3724,0,0,0,207500,207500,255482,212031,126274,0,0,82823,126274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203776,0,0,,255482,A68Z,,CHAMBER MUSIC CONFERENCE &,% H EDELSTEIN,33 GREENWICH AVE 7A,NEW YORK,NY,10014-2786,0.0,3.0,3.0,1000.0,197512.0,1.0,,1.0,13.0,0.0,10.0,12.0,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A68,A,A68Z,A68,0.420066,10014.0,10014.0,5600.0,36061.0,,AR,1995,A68,199512,NY,10014.0,NEW YORK,A68,,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
64422,237086978,1994,22500,0,0,0,6311,0,0,0,10439,10439,32939,146475,777772,54845,0,952740,847475,61432,69703,0,0,0,0,0,0,0,0,0,0,0,0,0,4098,0,0,,32939,A63Z,,DOWNTOWN BALLET CO INC BALLET OF PUERTO RICO,,301 W 45TH ST 6F,NEW YORK,NY,10036-3827,0.0,3.0,3.0,2000.0,197012.0,1.0,,1.0,13.0,0.0,10.0,5.0,BALLET DE PUERTO RICO,149.0,561.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,1.0,2.0,1.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A63,A,A63Z,A63,0.00570984,10036.0,10036.0,5600.0,36061.0,,AR,1995,A63,199505,NY,10036.0,NEW YORK,A63,,,,A,AR,AR,PC,O,AR,A,IN,,A63,A
64423,237015809,1994,24127,36133,0,0,296,0,0,0,45997,45997,106257,128012,48136,0,0,75216,53379,5325,5243,0,0,0,0,0,0,0,0,0,0,0,0,0,45701,0,0,,106257,A68A,,NATIONAL ASSOCIATION OF NEGRO MUSICIANS INC,% FRED THOMAS,250 W 47TH ST APT 17,NEW YORK,NY,10036-1414,2148.0,3.0,9.0,1200.0,197102.0,1.0,,5.0,13.0,0.0,10.0,6.0,,59.0,119.0,40.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A68,A,A68A,A68,0.768352,10036.0,10036.0,5600.0,36061.0,,AR,1995,A68,199506,NY,10036.0,NEW YORK,A01,68,,,A,AR,AR,PC,O,AR,A,IN,,A0168,A
64434,131656667,1994,1686240,0,331077,0,436183,542312,0,0,14043100,14043100,15729400,15684600,17509800,0,0,19225600,19139300,1760550,1629500,0,0,0,0,0,0,0,0,0,0,0,0,0,12580900,0,694925,S,15729400,A6EZ,A68P,MANHATTAN SCHOOL OF MUSIC,,120 CLAREMONT AVE,NEW YORK,NY,10027-4631,0.0,3.0,3.0,2000.0,194711.0,1.0,,1.0,13.0,0.0,10.0,6.0,,46.0,119.0,30.0,B9710,,,IN,O,AR,A,PC,6.0,6.0,6.0,6.0,1,1.0,1,6.0,1,36061,5602.0,11.0,A,A6E,A,A6EZ,A6E,0.825835,10027.0,10027.0,5600.0,36061.0,,AR,1995,A25,199506,NY,10027.0,NEW YORK,A25,,,,A,AR,AR,PC,O,AR,A,IN,,A25,A
64443,131394732,1995,57210,0,0,0,0,0,0,0,0,0,57210,43293,-70696,0,0,5427,3533,90040,74229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,57210,A65Z,,THE WORKING THEATRE CO INC,,PO BOX 892,NEW YORK,NY,10002-0910,0.0,3.0,3.0,2000.0,198801.0,1.0,,1.0,13.0,0.0,10.0,6.0,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,0.0,1,6.0,1,36061,5602.0,15.0,A,A65,A,A65Z,A65,0.278542,10002.0,10002.0,5600.0,36061.0,,AR,1996,A65,199606,NY,10002.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
64444,133669247,1994,385000,0,0,0,0,0,0,0,0,0,385000,389993,1003,0,0,1128500,738503,1122500,737500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,385000,A68I,,ALLIANCE FOR NEW AMERICAN MUSICALS INC,% VIVIAN BEAUMONT THEATER INC,150 W 65TH ST,NEW YORK,NY,10023-6975,0.0,3.0,3.0,1000.0,199209.0,1.0,,1.0,13.0,0.0,10.0,6.0,,602.0,927.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,17.0,A,A68,A,A68I,A68,0.8632280000000001,10023.0,10023.0,5600.0,36061.0,,AR,1995,A68,199506,NY,10023.0,NEW YORK,A11,65,,,A,AR,AR,PC,S,ZA,,IN,,A1165,A
64447,131854253,1995,398532,0,0,0,27209,36738,0,0,349886,349886,748418,732522,93909,63140,0,182635,226736,104622,132827,0,0,0,0,0,0,0,0,0,0,0,0,0,322677,0,0,,748418,A68C,,CONCERT ARTISTS GUILD INC,,850 SEVENTH AVENUE,NEW YORK,NY,10019-5230,0.0,3.0,3.0,1200.0,195909.0,1.0,,1.0,13.0,0.0,10.0,6.0,,119.0,927.0,40.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A68,A,A68C,A68,0.622893,10019.0,10019.0,5600.0,36061.0,,AR,1996,A68,199606,NY,10019.0,NEW YORK,A68,,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
64448,133369451,1994,391775,0,30189,27727,26307,69301,0,0,148551,120824,540326,599060,374113,50000,0,583477,512534,95870,138421,0,0,0,0,0,0,0,0,0,0,0,0,27033,63896,0,1126,,485566,A65Z,,THE WOMENS PROJECT & PRODUCTIONS,,55 WEST END AVE,NEW YORK,NY,10023-7842,0.0,3.0,3.0,1000.0,198610.0,1.0,,1.0,13.0,0.0,10.0,6.0,,88.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,3.0,3.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A65,A,A65Z,A65,0.6758029999999999,10023.0,10023.0,5600.0,36061.0,,AR,1995,A65,199506,NY,10023.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
64450,237343121,1994,360628,9875,0,0,294,6661,0,0,84628,84628,455131,536127,-218444,0,0,83095,48865,220543,267309,218444,0,0,0,0,0,0,0,0,0,0,0,0,83322,0,1012,,455131,A6AZ,,CITY GRAND OPERA SOCIETY INC,,154 W 57TH ST,NEW YORK,NY,10019-3321,0.0,3.0,3.0,2000.0,197401.0,1.0,,1.0,13.0,0.0,10.0,6.0,,59.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,3.0,2.0,1,0.0,1,6.0,1,36061,5602.0,15.0,A,A6A,A,A6AZ,A6A,0.524281,10019.0,10019.0,5600.0,36061.0,,AR,1995,A6A,199506,NY,10019.0,NEW YORK,A6A,,,,A,AR,AR,PC,O,AR,A,IN,,A6A,A
64452,133504074,1993,24397,0,0,0,713,0,0,0,12065,12065,36462,35034,24060,0,0,22633,24060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11351,0,0,,36462,A99Z,,CICADA FILMMAKERS GROUP INC,,27 BEDFORD ST,NEW YORK,NY,10014-4733,0.0,3.0,3.0,1.0,198904.0,1.0,,1.0,1.0,0.0,20.0,12.0,,119.0,0.0,0.0,ALM97,1992.0,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A99,A,A99Z,A99,0.8791100000000001,10014.0,10014.0,5600.0,36061.0,,AR,1993,A31,199312,NY,10014.0,NEW YORK,A31,,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
64454,135658159,1994,22819,55956,95000,93137,59660,0,0,0,218571,125434,297346,64525,930022,0,0,870284,930022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79946,0,-22105,1601,,124263,A45Z,,AMERICAN WATERCOLOR SOCIETY INC,,47 FIFTH AVE,NEW YORK,NY,10003-4322,0.0,3.0,3.0,2000.0,196001.0,1.0,,1.0,13.0,0.0,10.0,9.0,,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,2.0,1.0,2.0,1,1.0,1,4.0,1,36061,5602.0,15.0,A,A45,A,A45Z,A45,0.984554,10003.0,10003.0,5600.0,36061.0,,AR,1995,A40,199509,NY,10003.0,NEW YORK,A40,,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
64457,135145420,1995,23832,35950,51567,17722,116177,0,0,0,167744,150022,227526,165735,1547370,0,0,1537210,1599040,33906,51667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,209804,A83Z,,HOLLAND SOCIETY OF NEW YORK,,122 E 58 ST,NEW YORK,NY,10022-1909,0.0,3.0,3.0,1230.0,194909.0,1.0,,1.0,13.0,0.0,10.0,12.0,,61.0,908.0,319.0,B9710,,,IN,O,AR,A,PC,4.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A83,A,A83Z,A83,0.323777,10022.0,10022.0,5600.0,36061.0,,AR,1995,A83,199512,NY,10022.0,NEW YORK,A82,,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
64459,237183563,1994,1571610,0,2811340,2348570,310862,283401,0,0,3339400,990830,4911010,1558900,7225660,125481,0,9086590,9073410,2448220,1847750,0,0,0,0,0,0,0,0,0,0,0,0,416253,0,-199052,0,,2146190,A69I,Q99Z,AMERICAN FRIENDS OF THE ISRAEL PHILHARMONIC ORCHESTRA INC,,122 E 42ND ST STE 4507,NEW YORK,NY,10168-0002,0.0,3.0,3.0,1200.0,197208.0,1.0,,1.0,13.0,0.0,10.0,6.0,,149.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,5.0,4.0,4.0,4.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A69,A,A69I,A69,0.204999,10168.0,10168.0,5600.0,36061.0,,AR,1995,A11,199506,NY,10168.0,NEW YORK,A11,60,,,A,AR,AR,PC,S,ZA,,IN,,A1160,A
64464,133402196,1994,1608310,0,0,0,7462,0,0,0,16116,16116,1624430,1627900,54,33461,0,133919,188900,130391,188846,0,0,0,0,0,0,0,0,0,0,0,0,0,8654,0,0,,1624430,A31Z,G81Z,AIDSFILMS INC,,555 FIFTH AVE 8TH FL,NEW YORK,NY,10017-2416,0.0,3.0,3.0,2000.0,198712.0,1.0,,1.0,13.0,199112.0,10.0,12.0,,122.0,994.0,0.0,B9606,1996.0,,IN,O,AR,A,PC,2.0,4.0,4.0,4.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A31,A,A31Z,A31,0.126249,10017.0,10017.0,5600.0,36061.0,,AR,1994,A31,199412,NY,10017.0,NEW YORK,A31,,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
64468,132571900,1994,1646790,0,113955,114167,54593,307563,0,0,486128,371961,2132920,2170690,4163350,107230,23572,4501800,4599160,53425,435810,0,0,0,0,0,0,0,0,0,0,0,0,133081,8670,178069,-2240,S,1885670,A82J,,WORLD MONUMENTS FUND INC,,949 PARK AVE,NEW YORK,NY,10028-0307,0.0,3.0,3.0,2000.0,196505.0,1.0,,1.0,13.0,0.0,10.0,6.0,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A82,A,A82J,A82,0.448754,10028.0,10028.0,5600.0,36061.0,,AR,1995,A80,199506,NY,10028.0,NEW YORK,A80,,,,A,AR,AR,PC,S,ZB,,IN,,A80,A
64471,237022729,1994,367293,0,0,0,6019,0,0,0,385667,385667,752960,836585,210507,0,0,509247,377467,204722,166960,0,0,0,0,0,0,0,0,0,0,0,0,10393,339826,18738,10691,,742567,A65Z,A30Z,WOOSTER GROUP INC,,PO BOX 654,NEW YORK,NY,10013-0654,0.0,3.0,3.0,1200.0,196905.0,1.0,,1.0,13.0,0.0,10.0,6.0,,119.0,59.0,40.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A65,A,A65Z,A65,0.141453,10013.0,10013.0,5600.0,36061.0,,AR,1995,A65,199506,NY,10013.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
64477,133813143,1995,48000,0,0,0,0,0,0,0,13965,13965,61965,64727,-14469,0,0,0,23397,0,37866,-14469,0,0,0,0,0,0,0,0,0,0,0,11707,0,2258,0,,50258,A65Z,,DRAMA DEPT INCORPORATED,% ALTMAN GREENFIELD & SELVAGGI,450 W 42ND ST 2C,NEW YORK,NY,10036-6814,0.0,3.0,3.0,1000.0,199509.0,1.0,,1.0,13.0,199912.0,10.0,12.0,,994.0,88.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,0.0,1,6.0,0,36061,5602.0,15.0,A,A65,A,A65Z,A65,0.169692,10036.0,10036.0,5600.0,36061.0,,AR,1995,A65,199512,NY,10036.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
64484,112706055,1995,348216,0,0,0,3823,24621,0,0,62447,62447,410663,416772,648,46904,0,70341,236585,55038,235937,0,0,0,0,0,0,0,0,0,0,0,0,8546,45969,2353,1756,,402117,A6FZ,A31Z,DANCING IN THE STREET INC,,131 VARICK ST 903,NEW YORK,NY,10013-1410,0.0,3.0,3.0,2000.0,198604.0,1.0,,1.0,13.0,0.0,10.0,12.0,,90.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A6F,A,A6FZ,A6F,0.5468,10013.0,10013.0,5600.0,36061.0,,AR,1995,A60,199512,NY,10013.0,NEW YORK,A60,,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
64488,132597744,1994,359875,0,0,0,2125,0,0,0,208362,208362,568237,582041,-50461,5000,0,132898,128614,169555,179075,0,0,0,0,0,0,0,0,0,0,0,0,0,103925,0,0,,568237,A65Z,,PUERTO RICAN TRAVELING THEATER COMPANY INC,,141 W 94TH ST,NEW YORK,NY,10025-7016,0.0,3.0,3.0,1200.0,196903.0,1.0,,1.0,13.0,0.0,10.0,9.0,,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,1,0.0,1,4.0,1,36061,5602.0,15.0,A,A65,A,A65Z,A65,0.0456895,10025.0,10025.0,5600.0,36061.0,,AR,1995,A65,199509,NY,10025.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
64490,132746599,1994,360156,67245,0,0,302,28978,0,0,102131,102131,529532,471592,-48206,0,0,147762,107503,191862,155709,0,0,0,0,0,0,0,0,0,0,0,0,62046,38100,0,1683,,467486,A26Z,,ARTS & BUSINESS COUNCIL INC,,121 WEST 27TH STREET SUIT,NEW YORK,NY,10001-6207,0.0,3.0,3.0,2000.0,197309.0,1.0,,1.0,13.0,0.0,10.0,6.0,,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,2.0,2.0,1,0.0,1,6.0,1,36061,5602.0,15.0,A,A26,A,A26Z,A26,0.30483699999999997,10001.0,10001.0,5600.0,36061.0,,AR,1995,A90,199506,NY,10001.0,NEW YORK,A90,,,,A,AR,AR,PC,O,AR,A,IN,,A90,A
64496,112538804,1994,105370,15800,0,0,768,5934,0,0,6604,6604,127774,106488,1701,31042,0,12126,24144,31843,22443,1701,0,0,0,0,0,0,0,0,0,0,0,0,1220,0,2133,,127774,A30B,,MEDIA ALLIANCE INC,WNET,356 W 58TH ST,NEW YORK,NY,10019-1804,0.0,3.0,3.0,2000.0,198207.0,1.0,,1.0,13.0,0.0,10.0,6.0,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,4.0,1,36061,5602.0,15.0,A,A30,A,A30B,A30,0.877409,10019.0,10019.0,5600.0,36061.0,,AR,1995,A30,199506,NY,10019.0,NEW YORK,A30,,,,A,AR,AR,PC,O,AR,A,IN,,A30,A
64499,133516839,1994,10981,0,0,0,268,0,368,1125,34520,34152,45501,39538,17232,0,0,12011,17232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,28652,3330,403,,44759,A65Z,,AMERICAN GLOBE THEATRE LTD,,145 W 46TH ST 3RD FLOOR,NEW YORK,NY,10036-8502,0.0,3.0,3.0,1000.0,199001.0,1.0,,5.0,13.0,0.0,10.0,9.0,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A65,A,A65Z,A65,0.7812859999999999,10036.0,10036.0,5600.0,36061.0,,AR,1995,A65,199509,NY,10036.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
64504,510185930,1994,96522,0,0,0,147,7287,0,0,201042,201042,297564,299864,-17119,0,0,13710,26989,28529,44108,0,0,0,0,0,0,0,0,0,0,0,0,0,197593,0,3302,,297564,A68Z,,EARLY MUSIC FOUNDATION INC,,217 W 71ST ST,NEW YORK,NY,10023-3754,0.0,3.0,3.0,2000.0,197604.0,1.0,,1.0,13.0,0.0,10.0,6.0,,90.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,0.0,1,6.0,1,36061,5602.0,16.0,A,A68,A,A68Z,A68,0.408615,10023.0,10023.0,5600.0,36061.0,,AR,1995,A61,199506,NY,10023.0,NEW YORK,A68,,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
64510,133590825,1994,103226,42995,0,0,3805,25095,0,0,30551,30551,176772,182650,45063,0,0,137771,116503,80171,71440,0,0,0,0,0,0,0,0,0,0,0,0,6659,0,18810,1277,,170113,A82J,,HISTORIC HOUSE TRUST OF NEW YORK CITY INC,,THE ARSENAL CENTRAL PARK,NEW YORK,NY,10021-0000,0.0,3.0,3.0,1000.0,199104.0,1.0,,1.0,13.0,0.0,10.0,6.0,,119.0,62.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A82,A,A82J,A82,0.774752,10021.0,10021.0,5600.0,36061.0,,AR,1995,A82,199506,NY,10021.0,NEW YORK,A82,,,,A,AR,AR,PC,S,ZB,,IN,,A82,A
64516,133058019,1993,11638,0,0,0,0,0,0,0,353652,353652,365290,376608,18911,0,0,79433,85080,49204,66169,0,0,0,0,0,0,0,0,0,0,0,0,0,347152,0,6500,,365290,A99Z,,HARLEM WEEK INC,% UPTOWN CHAMBER OF COMMERCE,1 W 125TH ST STE 206,NEW YORK,NY,10027-4524,0.0,3.0,3.0,1000.0,198104.0,1.0,,1.0,13.0,0.0,10.0,12.0,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A99,A,A99Z,A99,0.6976600000000001,10027.0,10027.0,5600.0,36061.0,,AR,1993,A99,199312,NY,10027.0,NEW YORK,S40,,,,A,AR,AR,PC,O,AR,A,IN,,A99,A
64523,133397823,1995,10500,0,0,0,35,0,0,0,102867,102867,113367,124454,-1282,0,0,26819,20497,17014,21779,-1282,0,0,0,0,0,0,0,0,0,0,0,0,102832,0,0,,113367,A68Z,,JAZZ FORUM ARTS INCORPORATED,% MARK MORGANELLI,120 E 56TH ST 1150,NEW YORK,NY,10022-3607,0.0,3.0,3.0,1000.0,198707.0,1.0,,1.0,13.0,0.0,10.0,12.0,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,0.0,1,6.0,0,36061,5602.0,15.0,A,A68,A,A68Z,A68,0.743258,10022.0,10022.0,5600.0,36061.0,,AR,1995,A68,199512,NY,10022.0,NEW YORK,A68,,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
64525,133280750,1995,12123,1100,0,0,0,0,0,0,67950,67950,81173,17346,26850,0,0,21428,37933,600,11083,0,0,0,0,0,0,0,0,0,0,0,0,57805,0,10145,0,,23368,A60J,B22J,BOTTLE & CORK CLUB OF NEW YORK INC,,PO BOX 52 COLONIAL PARK S,NEW YORK,NY,10039-0052,0.0,3.0,3.0,1000.0,199011.0,1.0,,1.0,13.0,0.0,10.0,12.0,,600.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A60,A,A60J,A60,0.037150199999999994,10039.0,10039.0,5600.0,36061.0,,AR,1995,A60,199512,NY,10039.0,NEW YORK,A12,,,,A,AR,AR,PC,S,ZB,,IN,,A12,A
