,EIN,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,P6UNRELB,styear,ACTIVCD1,FILER,CODE990,POPCODE,REASON,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,P1TOTREV,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
11948,131892640,0,59503,0,0,420,0,0,0,420,420,59923,62438,5731,0,0,13258,5731,5012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1992,200,990,1,, .,CULTURED PEARL ASSOC AMERICA,NEW YORK,NY,10036-2819,10036.0,36061,A01,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.45593,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,59923,59923,199212,1992,NY,10036.0,NEW YORK,S01,C,12,200.0,919.0,0.0,71 W 47TH ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,5912.0,,PC,O,AR,A,IN,,S01,S,813319.0
12018,131951979,1767,546803,0,0,17162,0,0,0,1559622,1559622,2108192,2003829,728837,16200,0,794064,949723,169590,220886,0,0,0,0,0,0,0,0,0,0,0,0,0,1525907,0,11745,6,Y,1992,205,990,1,, .,NAT ACAD TELEVISION ARTS & SCIENCES,NEW YORK,NY,10019-2211,10019.0,36061,A03,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.18295999999999998,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199308,2108192,2108192,199308,1993,NY,10019.0,NEW YORK,A0332,A,8,205.0,0.0,0.0,111 W 57TH ST,6.0,0.0,2000.0,,2.0,13.0,0.0,10.0,3005.0,5.0,7610.0,,PC,O,AR,A,IN,,A0332,A,813920.0
12071,131996451,0,283417,0,0,11184,0,0,0,11184,11184,294601,313579,215323,125000,0,268301,248407,34000,33084,18978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1993,920,990,1,, .,MEDIA RATING CNCL,NEW YORK,NY,10019-3211,10019.0,36061,A01,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.8647600000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,294601,294601,199312,1993,NY,10019.0,NEW YORK,A30,B,12,920.0,905.0,0.0,200 W 57TH ST STE 204,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6512.0,,PC,O,AR,A,IN,,A30,A,510000.0
12124,132562532,0,157899,0,0,677,0,0,0,174838,174838,332737,318173,35426,0,0,23760,38958,2898,3532,0,0,0,0,0,0,0,0,0,0,0,0,0,174161,0,0,6,N,1993,205,990,1,, .,AMER SOC JOURNALISTS & AUTHORS,NEW YORK,NY,10036-5503,10036.0,36061,A01,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.61116,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199406,332737,332737,199406,1994,NY,10036.0,NEW YORK,A70,A,6,205.0,120.0,279.0,1501 BROADWAY,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6801.0,,PC,O,AR,A,IN,,A70,A,710000.0
12141,132576830,0,0,76887,0,1599892,0,0,0,1676779,1676779,1676779,554790,22049670,0,0,21212845,22276144,285164,226474,22049670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,N,1992,267,990,1,, .,GRAPHIC ARTS INTL UNION LOC 119B NY PRNTRS LEAG SPCL DSPLCMT BNFT FND,NEW YORK,NY,10003-3305,10003.0,36061,A99,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.44441,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199306,1676779,1676779,199306,1993,NY,10003.0,NEW YORK,A40,C,6,267.0,0.0,0.0,27 UNION SQ RM 204,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,6803.0,PCL DSPLCMT BNFT FND,PC,O,AR,A,IN,,A1240,A,813219.0
12212,132631223,0,312,0,0,592,0,0,0,27251,27251,27563,21949,14090,0,0,17737,14133,448,42,0,0,0,0,0,0,0,0,0,0,0,0,8812,0,17847,0,6,N,1992,205,990,1,, .,ARCHITECTS CNCL NEW YORK CITY,NEW YORK,NY,10001-6708,10001.0,36061,A03,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.8242700000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,18751,18751,199212,1992,NY,10001.0,NEW YORK,A03,B,12,205.0,0.0,0.0,275 SEVENTH AVE,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7402.0,,PC,O,AR,A,IN,,A03,A,813920.0
12251,132666239,0,270724,0,0,1211,0,0,0,170013,170013,440737,281177,252739,99250,0,200416,312941,7073,60202,0,0,0,0,0,0,0,0,0,0,0,0,100164,0,68638,0,6,N,1993,200,990,1,, .,NEW YORK MARKET RADIO BROADCASTERS ASSOC,NEW YORK,NY,10017-5404,10017.0,36061,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.2165,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,340573,340573,199312,1993,NY,10017.0,NEW YORK,A34,A,12,200.0,120.0,0.0,51 E 42ND ST 416,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7101.0,,PC,O,AR,A,IN,,A34,A,513110.0
12320,132760431,0,184531,0,0,284,0,0,0,284,284,184815,171520,15679,42826,0,2384,15679,0,0,15679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1993,200,990,1,, .,MEDIA COALITION,NEW YORK,NY,10038-2594,10038.0,36061,A01,A,10038.0,5602.0,5600.0,36061.0,,O,O,0.01678,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,184815,184815,199312,1993,NY,10038.0,NEW YORK,A30,B,12,200.0,0.0,0.0,1221 AVE OF AMERICAS 24TH FLOOR,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7407.0,,PC,O,AR,A,IN,,A30,A,510000.0
12348,132806164,0,164953,0,0,513,0,8880,-1982,8029,-851,172982,180772,-84091,0,0,12280,10818,79701,94909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,6,Y,1992,200,990,1,, .,ASSOC INDEPENDENT VIDEO & FILMMAKERS,NEW YORK,NY,10013-1015,10013.0,36061,A03,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.44009,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199306,164102,164102,199306,1993,NY,10013.0,NEW YORK,A0331,A,6,200.0,123.0,119.0,625 BROADWA,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7505.0,C,PC,O,AR,A,IN,,A0331,A,813920.0
12375,132842726,51211,21507,0,0,0,0,0,0,177876,177876,250594,233173,2265,0,0,9987,12972,25143,10707,0,0,0,0,0,0,0,0,0,0,0,0,0,176316,0,1560,5,N,1993,91,990,1,, .,CTR BOOK ARTS 1974,NEW YORK,NY,10012-2617,10012.0,36061,A40,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.9298299999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199312,250594,250594,199312,1993,NY,10012.0,NEW YORK,A70,A,12,91.0,126.0,995.0,626 BROADWAY,3.0,0.0,1000.0,,1.0,13.0,16.0,10.0,0.0,1.0,7511.0,,PC,O,AR,A,IN,,A70,A,710000.0
12385,132856736,9957,17805686,49725000,49725000,4903980,0,0,0,55380970,5655970,73196613,27783320,10526329,973415,0,18010764,13580643,3172728,3054314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751990,5,N,1993,263,990,1,, .,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NEW YORK,NY,10019-5254,10019.0,36061,A40,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.35893,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,23471613,23471613,199312,1993,NY,10019.0,NEW YORK,A40,A,12,263.0,261.0,279.0,15 UNION SQUARE,6.0,0.0,3000.0,,2.0,13.0,0.0,10.0,3084.0,2.0,7802.0,ACTWU,PC,O,AR,A,IN,,A40,A,710000.0
12386,132857251,56374,0,0,0,648,0,0,0,648,648,57022,41111,60345,0,0,44434,60345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1993,200,990,1,, .,DECORATIVE FABRICS ASSOC,NEW YORK,NY,10013-1522,10013.0,36061,A01,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.79567,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,57022,57022,199312,1993,NY,10013.0,NEW YORK,A40,A,12,200.0,0.0,0.0,31 11 THOMSON AVE,3.0,0.0,2000.0,% LEE JOFA INC,2.0,11.0,0.0,10.0,0.0,1.0,7708.0,,PC,O,AR,A,IN,,A40,A,710000.0
12387,132857274,0,177706,0,0,3582,0,0,0,121459,121459,299165,201920,132580,0,0,35335,132580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117877,0,0,6,N,1993,200,990,1,, .,BOOK INDUSTRY STUDY GROUP,NEW YORK,NY,10010-7003,10010.0,36061,A05,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.90155,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199406,299165,299165,199406,1994,NY,10010.0,NEW YORK,A0533,A,6,200.0,209.0,0.0,160 FIFTH AVE 640,3.0,0.0,2000.0,% PASKUS GORDON & HYMAN,2.0,13.0,0.0,10.0,0.0,1.0,7609.0,,PC,O,AR,A,IN,,A0533,A,541720.0
12388,132857308,0,108435,0,0,2890,0,0,0,41824,41824,150259,152530,70453,0,0,119320,129004,46596,58551,0,0,0,0,0,0,0,0,0,0,0,0,0,38934,0,0,4,N,1992,123,990,1,, .,WOMENS FORUM,NEW YORK,NY,10017-6224,10017.0,36061,A70,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.12075999999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199310,150259,150259,199310,1993,NY,10017.0,NEW YORK,R24,C,10,123.0,559.0,0.0,9 E 41ST ST,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7602.0,,PC,O,AR,A,IN,,R24,R,813311.0
12390,132861474,0,0,125000,123554,48762,0,0,0,218725,95171,218725,157151,803188,0,0,1891779,905469,128274,102281,803188,0,0,0,0,0,0,0,0,0,0,0,0,43808,0,1155,9,N,1992,264,990,1,, .,LOCAL 15 ASSOC FILM CRAFTSMEN WELFARE FND,NEW YORK,NY,10019-3202,10019.0,36061,A31,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.13348,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,95171,95171,199212,1992,NY,10019.0,NEW YORK,A31,A,12,264.0,265.0,279.0,250 W 57TH ST,3.0,0.0,1000.0,% KING ADMINISTRATORS,2.0,13.0,0.0,20.0,0.0,2.0,7702.0,,PC,O,AR,A,IN,,A31,A,512110.0
12403,132873008,0,0,501632,503281,202998,0,0,0,704630,201349,704630,66255,2862178,0,0,2640753,2875233,9815,13055,2862178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,N,1992,267,990,1,, .,PRINTERS LEAGUE GRAPHIC ARTS INTNTL UNION LOC 43B SPEC DISPL BNFT FND,NEW YORK,NY,10003-3388,10003.0,36061,A99,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.7682100000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199301,201349,201349,199301,1993,NY,10003.0,NEW YORK,A0333,A,1,267.0,0.0,0.0,27 UNION SQ RM 407,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,7608.0,SPEC DISPL BNFT FUND,PC,O,AR,A,IN,,A0333,A,813920.0
12407,132875809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1991,200,ZER,1,, .,ASSOC ARTIST RUN GALLERIES WESTBRO,NEW YORK,NY,10012-3277,10012.0,36061,A99,A,,5602.0,5600.0,,,O,O,0.033710000000000004,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199112,0,0,199112,1991,NY,,NEW YORK,A40,C,12,200.0,0.0,0.0,164 MERCER STREET,3.0,,2000.0,,,,0.0,,,,7901.0,ADWAY GALLERY,PC,O,AR,A,IN,,A1140,A,813219.0
12426,132883424,41510,0,0,0,61,0,0,0,17700,17700,59210,59373,1576,0,0,1739,77576,0,76000,0,0,0,0,0,0,0,0,0,0,0,0,0,17639,0,0,4,N,1991,0,990,1,, .,MERRY ENTERPRISES THEATRE,NEW YORK,NY,10036-7406,10036.0,36061,A65,A,,5602.0,5600.0,,,O,O,0.68275,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,,199207,59210,59210,199207,1992,NY,,NEW YORK,A65,A,7,0.0,0.0,0.0,25 W 43RD ST 318,3.0,0.0,1000.0,GLATZER,0.0,13.0,0.0,10.0,0.0,5.0,0.0,,PC,O,AR,A,IN,,A65,A,711110.0
12492,132918640,0,59025,0,0,199,0,0,0,199,199,59224,58122,24767,0,0,23665,24767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1993,205,990,1,, .,WOMENS MEDIA GROUP,NEW YORK,NY,10017-6102,10017.0,36061,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.28686999999999996,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,59224,59224,199312,1993,NY,10017.0,NEW YORK,A30,B,12,205.0,0.0,0.0,501 5TH AVE 901,3.0,0.0,2000.0,% SHUBERT SILVER & ROSEN,2.0,13.0,0.0,10.0,0.0,1.0,9308.0,,PC,O,AR,A,IN,,A30,A,510000.0
12513,132931071,0,64685,0,0,0,0,25200,1709,26907,1707,91592,71214,6028,0,0,10850,6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N,1993,91,990,1,, .,SOC ANIMAL ARTISTS,NEW YORK,NY,10003-4303,10003.0,36061,A20,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.89355,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,66392,66392,199312,1993,NY,10003.0,NEW YORK,A0340,A,12,91.0,126.0,0.0,47 FIFTH AVE,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8306.0,,PC,O,AR,A,IN,,A0340,A,813920.0
12515,132932563,30,1297,0,0,12166,0,0,0,47408,47408,48735,23090,71764,0,0,69209,71764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23090,0,12152,0,4,N,1993,119,990,1,, .,METRO SOC KARDAMYLIANS,BROOKLYN,NY,11209-3601,11209.0,36047,A99,A,11209.0,5602.0,5600.0,36047.0,,O,O,0.37361,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36047.0,199312,25645,25645,199312,1993,NY,11209.0,BROOKLYN,A99,C,12,119.0,123.0,0.0,7919 THIRD AVE,3.0,0.0,1000.0,,2.0,11.0,0.0,10.0,0.0,1.0,7805.0,LIVANOS,PC,O,AR,A,IN,,A99,A,710000.0
12592,132971627,0,0,0,0,2262,0,0,0,692853,692853,692853,694497,74497,100002,0,76141,74497,0,0,74497,0,0,0,0,0,0,0,0,0,0,0,0,690591,0,0,4,N,1992,91,990,1,, .,AMER ARTS & CRAFTS ALLIANCE,NEW YORK,NY,10168-1999,10168.0,36061,A20,A,10168.0,5602.0,5600.0,36061.0,,O,O,0.991,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199212,692853,692853,199212,1992,NY,10168.0,NEW YORK,A0140,A,12,91.0,0.0,0.0,PO BOX 241,3.0,0.0,3000.0,% ALAN FELL,2.0,13.0,0.0,10.0,0.0,1.0,7907.0,,PC,O,AR,A,IN,,A0140,A,813319.0
12647,132994218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,1992,0,ZER,1,, .,SOC SONS JOSEPH IN LIQUIDATION,NEW YORK,NY,10038,10038.0,36061,A80,A,10038.0,5602.0,5600.0,36061.0,,U,O,0.6100899999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199212,0,0,199212,1992,NY,10038.0,NEW YORK,A80,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A80,A,712120.0
12703,133021168,15750,0,0,0,0,0,0,0,48372,48372,64122,37650,8631,0,0,15769,8631,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,32559,0,15813,0,4,Y,1993,64,990,1,, .,COMITE DEL DESFILE DE LA HISPANIDAD,NEW YORK,NY,10010-0000,10010.0,36061,A84,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.43208,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199402,31563,31563,199402,1994,NY,10010.0,NEW YORK,A84,C,2,64.0,90.0,92.0,174 176 5TH AVE SUITE 401,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8005.0,,PC,O,AR,A,IN,,A84,A,712120.0
12743,133036753,18940,0,0,0,415,5914,0,0,66710,66710,85650,86537,15431,0,800,21299,17960,4981,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,66295,0,0,4,N,1993,0,990,1,, .,BOND STREET THEATRE COALITION,NEW YORK,NY,10012-2308,10012.0,36061,A65,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.26699,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199312,85650,85650,199312,1993,NY,10012.0,NEW YORK,A65,A,12,0.0,0.0,0.0,2 BOND ST,3.0,0.0,3000.0,,0.0,13.0,0.0,10.0,0.0,5.0,0.0,,PC,O,AR,A,IN,,A65,A,711110.0
12803,133058765,0,2787640,0,0,28587,0,0,0,1692524,1692524,4480164,4450371,873367,953901,0,1359908,1419911,516334,546544,0,0,0,0,0,0,0,0,0,0,0,0,0,1580680,0,83257,6,N,1993,200,990,1,, .,CABLE TELEVISION ADVERTISING BUREAU,NEW YORK,NY,10022-0000,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.18286,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,4480164,4480164,199312,1993,NY,10022.0,NEW YORK,A0332,A,12,200.0,0.0,0.0,757 THIRD AVE 5TH FLR,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8202.0,,PC,O,AR,A,IN,,A0332,A,813920.0
12872,133087478,62392,0,0,0,0,0,0,0,0,0,62392,62845,-140,0,0,313,-140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,1993,90,990,1,, .,SAFARI EAST CULTURAL PRESENTATIONS,NEW YORK,NY,10016-7923,10016.0,36061,A68,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.77112,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199408,62392,62392,199408,1994,NY,10016.0,NEW YORK,A68,A,8,90.0,0.0,0.0,141 W 28TH ST 302,3.0,0.0,1000.0,,1.0,13.0,15.0,10.0,0.0,1.0,8110.0,,PC,O,AR,A,IN,,A68,A,711130.0
12892,133094056,0,7500,0,0,486,0,0,0,58761,58761,66261,72811,23146,0,0,29696,23146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58275,0,0,6,N,1993,123,990,1,, .,PACIFIC INTELLECTUAL PROPERTY ASSOC,NEW YORK,NY,10163-3477,10163.0,36061,A70,A,10163.0,5602.0,5600.0,36061.0,,O,O,0.65115,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199403,66261,66261,199403,1994,NY,10163.0,NEW YORK,S03,C,3,123.0,0.0,0.0,PO BOX 3477 GRAND CENTRAL STA,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,5.0,8201.0,,PC,O,AR,A,IN,,S03,S,813920.0
12903,133098455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1992,92,ZER,1,, .,CNCL WRITERS ORGANIZATIONS,NEW YORK,NY,10023-5638,10023.0,36061,A01,A,10023.0,5602.0,5600.0,36061.0,,O,O,0.13672,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199303,0,0,199303,1993,NY,10023.0,NEW YORK,A70,A,3,92.0,120.0,0.0,160 W END AVE SUITE 12 H,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,8307.0,,PC,O,AR,A,IN,,A70,A,710000.0
12927,133109557,351475,0,110731,102326,14001,125492,0,0,154254,51928,505729,417304,310467,43488,86245,447576,358065,105861,47598,0,0,0,0,0,0,0,0,0,0,0,0,0,28684,0,838,4,N,1993,123,990,1,, .,DEMOCRATIC SOCIALISTS AMERICA,NEW YORK,NY,10014-4606,10014.0,36061,A70,A,10014.0,5602.0,5600.0,36061.0,,O,O,0.14532,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,403403,403403,199312,1993,NY,10014.0,NEW YORK,A70,C,12,123.0,521.0,0.0,180 VARICK ST,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8807.0,,PC,O,AR,A,IN,,V24,V,541720.0
12931,133112767,0,5702,49188,51404,47411,0,0,0,97207,45803,102909,50468,53533,0,0,56955,61965,4457,8431,53533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,4,N,1993,119,990,1,, .,INTL CNCL TRADITIONAL MUSIC,NEW YORK,NY,10027-0000,10027.0,36061,A68,A,10027.0,5602.0,5600.0,36061.0,,O,O,0.6611600000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,51505,51505,199312,1993,NY,10027.0,NEW YORK,A68,A,12,119.0,93.0,0.0,DEPT OF MUSIC COLUMBIA UNIVERSITY,3.0,0.0,1000.0,% DEPT OF MUSIC COLUMBIA UNIVERSITY,2.0,13.0,0.0,10.0,0.0,5.0,8602.0,,PC,O,AR,A,IN,,A68,A,711130.0
12957,133119551,0,492000,0,0,2959,0,0,0,2959,2959,494959,451444,189319,153310,0,155576,190012,2000,693,189319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1993,200,990,1,, .,RADIO NETWORK ASSOC,NEW YORK,NY,10017-5613,10017.0,36061,A34,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.7071,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,494959,494959,199312,1993,NY,10017.0,NEW YORK,A34,A,12,200.0,121.0,0.0,100 E 42ND ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8309.0,,PC,O,AR,A,IN,,A34,A,513110.0
12968,133124063,0,1232082,0,0,8261,0,0,0,1422168,1422168,2654250,2152469,901781,79309,0,921109,1518701,521109,616920,0,0,0,0,0,0,0,0,0,0,0,0,0,1084148,0,329759,6,Y,1993,120,990,1,, .,AMER PAYROLL INST,NEW YORK,NY,10016-5337,10016.0,36061,A33,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.36595,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,2654250,2654250,199312,1993,NY,10016.0,NEW YORK,S41,A,12,120.0,205.0,209.0,30 E 33RD ST,3.0,0.0,1000.0,,1.0,13.0,0.0,10.0,0.0,1.0,8407.0,STITUTE INC,PC,O,AR,A,IN,,S41,S,813910.0
12989,133131629,0,41029,0,0,3,0,0,0,123869,123869,164898,167906,10025,59896,0,27118,22215,14085,12190,0,0,0,0,0,0,0,0,0,0,0,0,0,106215,0,17651,6,Y,1993,229,990,1,, .,ADVERTISING PHOTOGRAPHER AMERICA,NEW YORK,NY,10011-3707,10011.0,36061,A01,A,10011.0,5602.0,5600.0,36061.0,,O,O,0.65975,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199405,164898,164898,199405,1994,NY,10011.0,NEW YORK,A40,A,5,229.0,0.0,0.0,27 W 20TH ST RM 601,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8410.0,,PC,O,AR,A,IN,,A40,A,710000.0
13008,133137480,0,222961,0,0,11898,0,0,0,377869,377869,600830,519415,382380,63708,0,552750,651993,251785,269613,0,0,0,0,0,0,0,0,0,0,0,0,0,365971,0,0,6,N,1993,200,990,1,, .,KNITTED TEXTILE ASSOC,NEW YORK,NY,10016-8804,10016.0,36061,A01,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.6359899999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,600830,600830,199312,1993,NY,10016.0,NEW YORK,A40,A,12,200.0,229.0,0.0,386 PARK AVE S,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8301.0,,PC,O,AR,A,IN,,A40,A,710000.0
13041,133160506,0,0,0,0,17,0,0,0,515889,515889,515889,515889,0,0,0,97594,104148,97594,104148,0,0,0,0,0,0,0,0,0,0,0,0,0,515872,0,0,9,N,1992,279,990,1,, .,SHER WOVEN COMPANY EMPLOYEES BENEFIT TRUST,NEW YORK,NY,10018-6203,10018.0,36061,A40,A,,5602.0,5600.0,,,O,O,0.43205,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199212,515889,515889,199212,1992,NY,,NEW YORK,A40,A,12,279.0,0.0,0.0,62 W 38TH ST,3.0,,1000.0,,,,0.0,,,,8308.0,,PC,O,AR,A,IN,,A40,A,710000.0
13093,133190575,0,49560,0,0,194,0,0,0,2458,2458,52018,66033,14458,0,0,28949,14934,476,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264,6,N,1992,205,990,1,, .,AMER SOC MEDIA PHOTOGRAPHERS,NEW YORK,NY,10003-4767,10003.0,36061,A01,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.02712,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,52018,52018,199212,1992,NY,10003.0,NEW YORK,A40,A,12,205.0,0.0,0.0,853 BROADWAY STE 803,9.0,0.0,2000.0,,2.0,13.0,0.0,10.0,9167.0,5.0,8803.0,NEW YORK ASMP,PC,O,AR,A,IN,,A40,A,710000.0
