,CODE990,SUBSECCD,EIN,TAXPER,DLN,NTEE,ACTIV,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,REASON,Q78A,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,STYEAR,FISYR,verify,TOTREV,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,FIPS,MSA_NECH,PMSA,NteeDraft,ConfidenceDraft,NteeOldA,Confidence,NteeCC4d,FipsOldA,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,DocCd
9317,1,6,132509231,200309,29490052139004,,200,25746,768899,0,0,37450,0,0,0,444196,444196,1238841,1056944,1876617,92067,0,1976807,1997382,279630,120765,0,0,0,0,0,0,0,0,0,0,0,0,0,306749,0,99997,0,N,14740,22710,0,0,0,0,0,0,0,0,0,1238841,181897,-2457,346362,40536,0,0,0,0,0,1697177,0,0,0,0,0,0,0,0,0,0,0,10036.0,AUTHORS GUILD INC,,29TH FLOOR,NEW YORK,NY,10036-0000,0.0,3.0,1.0,199603.0,2.0,0.0,1.0,13.0,0.0,10.0,9,,200.0,0.0,0.0,2002,2003,,1238841,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.5916899999999999,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10036.0,NEW YORK,1325092312003.0,A0370,A,core2003co_ver1,PC,O,AR,A,IN,,A0370,A,813920.0,90
9344,1,6,132562532,200406,29490339106044,,205,0,213363,0,0,873,0,0,0,211856,211856,425219,445838,211555,54000,0,232424,212482,250,927,0,0,0,0,0,0,0,0,0,0,0,0,0,210983,0,0,0,N,0,873,0,0,0,0,0,0,0,0,0,425219,-20619,0,0,0,0,0,0,0,0,232174,0,0,0,0,0,0,0,0,0,0,0,10036.0,AMERICAN SOCIETY OF JOURNALISTS & AUTHORS INC,,1501 BROADWAY STE 302,NEW YORK,NY,10036-5505,0.0,3.0,2.0,196801.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,205.0,120.0,279.0,2003,2004,,425219,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.82452,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10036.0,NEW YORK,1325625322004.0,A70,A,core2003co_ver1,PC,O,AR,A,IN,,A70,A,710000.0,90
9426,1,6,132666239,200312,29490220162284,,200,0,156501,0,0,8682,0,0,0,89282,89282,245783,148512,171854,0,0,182233,243367,57623,71513,0,0,0,0,0,0,0,0,0,0,0,0,50027,0,30573,0,0,N,0,250,0,0,8432,0,0,0,0,80600,0,195756,47244,0,0,0,0,0,0,0,0,124610,0,0,0,0,0,0,0,0,0,0,0,10016.0,NEW YORK MARKET RADIO BROADCASTERS ASSOCIATION INC,,261 MADISON AVE 23RD FLR,NEW YORK,NY,10016-2303,0.0,3.0,2.0,197101.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,120.0,0.0,2003,2003,,195756,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.54385,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10016.0,NEW YORK,1326662392003.0,A34,A,core2003co_ver1,PC,O,AR,A,IN,,A34,A,513110.0,90
9465,1,6,132760431,200312,29490136294024,,200,0,260284,67363,72292,4075,0,0,0,96108,23816,356392,312438,133694,72884,0,144362,144623,2095,10929,136059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,225,3850,24670,24670,0,-4929,0,0,0,0,0,284100,-28338,19765,25924,8159,0,0,0,0,121120,142267,0,0,0,0,0,0,0,0,0,0,0,10038.0,MEDIA COALITION INC,,139 FULTON ST 302,NEW YORK,NY,10038-2594,0.0,3.0,2.0,197407.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,2003,2003,,284100,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.73255,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10038.0,NEW YORK,1327604312003.0,A30,B,core2003co_ver1,PC,O,AR,A,IN,,A30,A,510000.0,90
9482,1,6,132806164,200306,29490052276144,A31C,200,0,174453,0,0,0,0,0,0,18064,18064,192517,195367,3372,11600,0,8959,7645,2737,4273,0,0,0,0,0,0,0,0,0,0,0,0,0,11651,0,6413,0,N,0,0,0,0,0,0,0,0,0,0,0,192517,-2850,0,36346,3543,0,0,0,0,0,6222,0,0,0,0,0,0,0,0,0,0,0,10013.0,ASSOCIATION OF INDEPENDENT VIDEO AND FILMMAKERS INC,,304 HUDSON ST 6TH FLR,NEW YORK,NY,10013-1015,0.0,3.0,2.0,197505.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,200.0,123.0,119.0,2002,2003,,192517,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.57023,A,36061.0,5602.0,5600.0,A03,A,A03,A,,36061.0,NY,10013.0,NEW YORK,1328061642003.0,A0331,A,core2003co_ver1,PC,O,AR,A,IN,,A0331,A,813920.0,90
9504,1,6,132857251,200312,29409150036014,,200,0,92222,0,0,208,0,0,0,208,208,92430,98135,198919,0,0,204624,198919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,208,0,0,0,0,0,0,92430,-5705,0,0,0,0,0,0,0,0,204624,0,0,0,0,0,0,0,0,0,0,0,10010.0,DECORATIVE FABRICS ASSOCIATION INC,NORMAN INC,41 W 25TH ST STE FL 10,NEW YORK,NY,10010-2044,0.0,3.0,2.0,197708.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,2003,2003,,92430,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.69209,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10010.0,NEW YORK,1328572512003.0,A40,A,core2003co_ver1,PC,O,AR,A,IN,,A40,A,710000.0,9
9505,1,6,132857274,200406,29490304066124,A33E,200,0,455780,0,0,0,0,0,0,86671,86671,542451,396288,217406,154363,0,71243,231640,0,14234,0,0,0,0,0,0,0,0,0,0,0,0,0,86671,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,542451,146163,0,0,0,0,0,0,0,0,71243,0,0,0,0,0,0,0,0,0,0,0,10010.0,BOOK INDUSTRY STUDY GROUP INC,,19 W 21ST ST,NEW YORK,NY,10010-6805,0.0,3.0,2.0,197609.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,200.0,209.0,0.0,2003,2004,,542451,A05,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.06475,A,36061.0,5602.0,5600.0,A05,A,A05,A,,36061.0,NY,10010.0,NEW YORK,1328572742004.0,A0533,A,core2003co_ver1,PC,O,AR,A,IN,,A0533,A,541720.0,90
9506,1,4,132857308,200310,29490087061244,,123,0,181790,0,0,15710,0,0,0,43616,43616,225406,211421,184005,88000,0,178960,281040,8940,97035,0,0,0,0,0,0,0,0,0,0,0,0,0,27906,0,0,0,N,0,15710,0,0,0,0,0,0,0,0,0,225406,13985,0,29736,10223,0,0,0,0,0,170020,0,0,0,0,0,0,0,0,0,0,0,10016.0,WOMENS FORUM INC,,6 E 39TH ST,NEW YORK,NY,10016-0112,0.0,3.0,3.0,197602.0,2.0,0.0,1.0,13.0,0.0,10.0,10,,123.0,559.0,0.0,2002,2003,,225406,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.24748,,36061.0,5602.0,5600.0,A70,C,Z99,C,,36061.0,NY,10016.0,NEW YORK,1328573082003.0,R24,C,core2003co_ver1,PC,O,AR,A,IN,,R24,R,813311.0,90
9564,1,6,132918640,200312,29409164149244,,205,0,69085,0,0,459,0,0,0,459,459,69544,62501,38910,0,0,31867,38910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,459,0,0,0,0,0,0,69544,7043,0,0,0,0,0,0,0,0,31867,0,0,0,0,0,0,0,0,0,0,0,10017.0,WOMENS MEDIA GROUP INC,SHUBERT SILVER & ROSEN,501 5TH AVE STE 901,NEW YORK,NY,10017-6102,0.0,3.0,2.0,199308.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,205.0,0.0,0.0,2003,2003,,69544,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.06816,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10017.0,NEW YORK,1329186402003.0,A30,B,core2003co_ver1,PC,O,AR,A,IN,,A30,A,510000.0,9
9580,1,4,132932563,200312,29409178101374,,119,0,1645,0,0,25803,0,0,0,50313,50313,51958,32059,94803,0,0,95742,94803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20838,0,3672,0,0,N,0,0,0,0,25803,0,0,0,0,24510,0,31120,-939,0,0,0,0,0,0,0,0,95742,0,0,0,0,0,0,0,0,0,0,0,11209.0,METROPOLITAN SOCIETY OF KARDAMYLIANS INC C O MARC LIVANOS,,7917 THIRD AVE,BROOKLYN,NY,11209-3601,0.0,3.0,1.0,197805.0,2.0,0.0,1.0,11.0,0.0,10.0,12,,119.0,123.0,0.0,2003,2003,,31120,A99,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.14832,,36047.0,5602.0,5600.0,A99,C,Z99,C,,36047.0,NY,11209.0,BROOKLYN,1329325632003.0,A99,C,core2003co_ver1,PC,O,AR,A,IN,,A99,A,710000.0,9
9659,1,4,133021168,200402,29490206111184,,64,59000,0,0,0,0,13000,0,0,65149,65149,124149,79188,13206,0,13000,19852,13206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51607,0,13542,0,0,N,0,0,0,0,0,0,0,0,0,65149,0,72542,-6646,0,0,0,0,0,0,0,0,19852,0,0,0,0,0,0,0,0,0,0,0,10010.0,COMITE DEL DESFILE DE LA HISPANIDAD INC,,174 176 5TH AVE STE 401,NEW YORK,NY,10010-0000,0.0,3.0,3.0,198005.0,2.0,0.0,1.0,13.0,0.0,10.0,2,,64.0,90.0,92.0,2003,2004,,72542,A84,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.90905,,36061.0,5602.0,5600.0,A84,C,Z99,C,,36061.0,NY,10010.0,NEW YORK,1330211682004.0,A84,C,core2003co_ver1,PC,O,AR,A,IN,,A84,A,712120.0,90
9697,1,6,133058765,200312,29490283036164,,200,0,3765490,0,0,22668,0,0,0,1929794,1929794,5695284,5622783,2581044,567032,0,3474747,3286908,966204,705864,0,0,0,0,0,0,0,0,0,0,0,0,0,1843403,0,63723,0,N,22668,0,0,0,0,0,0,0,0,0,0,5695284,72501,0,1876907,152726,0,0,0,0,0,2508543,0,0,0,0,0,0,0,0,0,0,0,10022.0,CABLE TELEVISION ADVERTISING BUREAU INC,,830 THIRD AVE 2ND FLR,NEW YORK,NY,10022-0000,0.0,3.0,1.0,198202.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,2003,2003,,5695284,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.77471,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10022.0,NEW YORK,1330587652003.0,A0332,A,core2003co_ver1,PC,O,AR,A,IN,,A0332,A,813920.0,90
9754,1,4,133109557,200312,29490339107264,,123,122561,96912,35316,34911,1999,37195,0,0,80308,45397,299781,293803,143842,32900,35918,207005,182774,29840,38932,0,0,0,0,0,0,0,0,0,0,0,0,7555,2400,8748,24290,0,Y,0,1999,0,0,0,405,0,0,0,16303,0,257315,-36488,3165,51520,10973,0,0,0,0,0,177165,0,0,0,0,0,0,0,0,0,0,0,10038.0,DEMOCRATIC SOCIALISTS OF AMERICA INC,,198 BROADWAY STE 700,NEW YORK,NY,10038-2545,0.0,3.0,3.0,198807.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,123.0,521.0,0.0,2003,2003,,257315,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.8127800000000001,,36061.0,5602.0,5600.0,A70,C,Z99,C,,36061.0,NY,10038.0,NEW YORK,1331095572003.0,A70,C,core2003co_ver1,PC,O,AR,A,IN,,V24,V,541720.0,90
9771,1,6,133131629,200405,29490304195224,,229,0,66270,0,0,161,0,0,0,75877,75877,142147,152215,34775,0,0,46607,38544,1764,3769,0,0,0,0,0,0,0,0,0,0,0,0,0,75716,0,0,0,N,161,0,0,0,0,0,0,0,0,0,0,142147,-10068,0,10963,0,0,0,0,0,0,44843,0,0,0,0,0,0,0,0,0,0,0,10011.0,ADVERTISING PHOTOGRAPHER OF AMERICA INC,,27 W 20TH ST 601,NEW YORK,NY,10011-3707,0.0,3.0,1.0,198410.0,2.0,0.0,1.0,13.0,0.0,10.0,5,,229.0,0.0,0.0,2003,2004,,142147,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.17149,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10011.0,NEW YORK,1331316292004.0,A40,A,core2003co_ver1,PC,O,AR,A,IN,,A40,A,710000.0,90
9857,1,6,133212090,200312,29490143031124,,200,2136963,0,0,0,12839,0,0,0,24237,24237,2161200,2305296,1979469,238265,0,2240787,2232659,117222,253190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11398,0,N,1118,11721,0,0,0,0,0,0,0,0,0,2161200,-144096,0,117949,16963,0,0,0,0,0,2123565,0,0,0,0,0,0,0,0,0,0,0,10022.0,TELEVISON MUSIC LICENSE COMMITTEE,,5TH FLOOR,NEW YORK,NY,10022-0000,0.0,3.0,1.0,198408.0,2.0,0.0,5.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,2003,2003,,2161200,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.6824,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10022.0,NEW YORK,1332120902003.0,A0368,A,core2003co_ver1,PC,O,AR,A,IN,,A0368,A,813920.0,90
9998,1,6,133454164,200312,29490185213034,,0,0,0,0,0,39,0,0,0,40920,40920,40920,24434,37314,0,0,20828,37314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40881,0,0,9,N,0,0,0,0,39,0,0,0,0,0,0,40920,16486,0,0,0,0,0,0,0,0,20828,0,109948,314,0,0,0,110262,109948,0,0,0,10185.0,ELECTRONIC MEDIA MARKETING ASSOCIATION,,PO BOX 3708,NEW YORK,NY,10185-3708,0.0,3.0,,,,0.0,,,,,12,,,,,2003,2003,,40920,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.53935,B,36061.0,5602.0,5600.0,A30,B,A30,B,,36061.0,NY,10185.0,NEW YORK,1334541642003.0,A30,B,core2003co_ver1,PC,O,AR,A,IN,,A30,A,510000.0,90
10091,1,6,133568008,200312,29409318016104,,119,0,35100,0,0,560,0,0,0,25260,25260,60360,62978,51334,0,0,60170,51334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6218,18750,-268,0,0,Y,0,0,0,0,560,0,0,0,0,5950,0,54142,-8836,0,0,0,0,0,0,0,0,60170,0,0,0,0,0,0,0,0,0,0,0,10021.0,PRIVATE ART DEALERS ASSOCIATION INC,KANTROWITZ & GOLDHAMER PC,PO BOX 872,NEW YORK,NY,10021-0002,0.0,3.0,1.0,199108.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,119.0,229.0,0.0,2003,2003,,54142,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.91856,,36061.0,5602.0,5600.0,A01,B,Z99,B,,36061.0,NY,10021.0,NEW YORK,1335680082003.0,A03,A,core2003co_ver1,PC,O,AR,A,IN,,A03,A,813920.0,9
10191,1,6,133667013,200406,29409290189084,,120,0,26163,0,0,48,0,0,0,11151,11151,37314,23102,13177,0,0,12781,17567,2088,4390,0,0,0,0,0,0,0,0,0,0,0,0,11728,0,-625,0,0,N,0,0,0,0,48,0,0,0,0,11103,0,25586,2484,0,0,0,0,0,0,0,0,10693,0,0,0,0,0,0,0,0,0,0,0,10010.0,AMERICAN BOOK PRODUCERS ASSOCIATION INC,SIDESHOW MEDIA,160 5TH AVE,NEW YORK,NY,10010-7003,0.0,3.0,1.0,199207.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,120.0,200.0,0.0,2003,2004,,25586,A33,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.98341,,36061.0,5602.0,5600.0,A33,C,Z99,C,,36061.0,NY,10010.0,NEW YORK,1336670132004.0,A33,C,core2003co_ver1,PC,O,AR,A,IN,,A33,A,511100.0,9
10233,1,6,133718893,200312,29490136329024,,200,0,44765,27577,26095,689,0,0,0,36357,10262,81122,68765,4764,0,0,18502,4764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8091,0,0,0,N,0,689,0,0,0,1482,0,0,0,0,0,55027,-13738,0,0,0,0,0,0,0,0,18502,0,0,0,0,0,0,0,0,0,0,0,10023.0,ASSOCIATION OF AUTHORS REPRESENTATI VES,CURTIS ASSOCIATES INC,PO BOX 237201,NEW YORK,NY,10023-0033,0.0,3.0,1.0,199407.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,92.0,0.0,2003,2003,,55027,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.7880199999999999,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10023.0,NEW YORK,1337188932003.0,A70,A,core2003co_ver1,PC,O,AR,A,IN,,A70,A,710000.0,90
10243,1,6,133733011,200312,29490108165054,,123,0,80973,0,0,145,0,0,0,14009,14009,94982,99559,25363,0,0,29940,25363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13864,0,0,0,N,145,0,0,0,0,0,0,0,0,0,0,94982,-4577,0,0,0,0,0,0,0,0,29940,0,0,0,0,0,0,0,0,0,0,0,10005.0,CONTINGENCY PLANNING EXCHANGE INC,,11 HANOVER SQ STE 501,NEW YORK,NY,10005-2868,0.0,3.0,2.0,199710.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,123.0,0.0,0.0,2003,2003,,94982,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.46233,,36061.0,5602.0,5600.0,A70,C,Z99,C,,36061.0,NY,10005.0,NEW YORK,1337330112003.0,S02,B,core2003co_ver1,PC,O,AR,A,IN,,S02,S,541618.0,90
10269,1,6,133757359,200312,29490318058104,,200,0,0,0,0,0,0,3445,2930,392095,388650,392095,114610,60401,0,0,105294,60401,0,0,60401,0,0,0,0,0,0,0,0,0,0,0,318933,0,66787,0,0,N,0,0,0,0,0,0,0,0,0,385720,6375,69717,-44893,0,0,0,0,0,0,0,105294,105294,0,0,0,0,0,0,0,0,0,0,0,10016.0,RADIO CREATIVE FUND INC,,261 MADISON AVE 23RD FLR,NEW YORK,NY,10016-2303,0.0,3.0,2.0,199605.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,2003,2003,,69717,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.56038,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10016.0,NEW YORK,1337573592003.0,A34,A,core2003co_ver1,PC,O,AR,A,IN,,A34,A,513110.0,90
10298,1,6,133783521,200312,29490333041254,,200,0,213257,0,0,0,0,0,0,681292,601249,894549,655027,0,244312,0,333946,0,439836,0,0,0,0,0,0,0,0,0,0,0,0,0,103831,85393,144960,332108,0,N,0,0,0,0,0,0,15000,80043,-65043,248791,0,710675,55648,50242,139029,30305,0,0,235000,0,-105890,-105890,0,0,0,0,0,0,0,0,0,0,0,10004.0,NEW YORK NEW MEDIA ASSOCIATION INC,KAREN PAGE,55 BROAD ST,NEW YORK,NY,10004-2501,0.0,3.0,1.0,199605.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,2003,2003,,710675,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.15250999999999998,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10004.0,NEW YORK,1337835212003.0,A30,B,core2003co_ver1,PC,O,AR,A,IN,,A30,A,510000.0,90
10432,1,7,133918457,200312,29490318162244,N50,0,0,70254,0,0,0,0,0,0,54421,54421,124675,122002,8574,12750,0,5901,8574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54421,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,124675,2673,0,0,0,0,0,0,0,0,5901,0,0,0,0,0,0,0,0,0,0,0,10014.0,NEW YORK ADVERTISING & COMMUNICATIONS NETWORK,OUT PROFESSIONALS,332 BLEECKER ST PMB 16,NEW YORK,NY,10014-2980,0.0,3.0,1.0,200009.0,2.0,0.0,1.0,13.0,0.0,10.0,12,NYACN,0.0,0.0,0.0,2003,2003,,124675,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.61749,C,36061.0,5602.0,5600.0,N60,A,A30,C,,36061.0,NY,10014.0,NEW YORK,1339184572003.0,A30,A,core2003co_ver1,PC,O,AR,A,IN,,N50,N,713990.0,90
10497,1,6,134003017,200312,29490318095084,A33,0,153206,0,0,0,0,0,0,0,0,0,153206,132460,21356,45000,0,3101,21840,2491,484,21356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,153206,20746,0,28475,7456,0,0,0,0,610,610,0,0,0,0,0,0,0,0,0,0,0,10028.0,GERMAN BOOK OFFICE-NEW YORK INC,,1014 FIFTH AVE 4TH FLR,NEW YORK,NY,10028-0104,0.0,3.0,2.0,199910.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,0.0,0.0,0.0,2003,2003,,153206,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.09415,C,36061.0,5602.0,5600.0,A33,C,A33,C,,36061.0,NY,10028.0,NEW YORK,1340030172003.0,A33,B,core2003co_ver1,PC,O,AR,A,IN,,A33,A,511100.0,90
10705,1,6,134218359,200312,29490332280084,S41,0,0,112575,0,0,0,0,0,0,0,0,112575,46520,86666,0,0,20611,86722,0,56,86666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,112575,66055,0,24275,2230,0,0,0,0,20611,20611,0,0,0,0,0,0,0,0,0,0,0,10028.0,ASSOCIATION OF ART MUSEUM CURATORS,THE METROPOLITAN MUSEUM OF ART,45 E 85TH ST,NEW YORK,NY,10028-0957,0.0,3.0,2.0,200301.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,0.0,0.0,0.0,2003,2003,,112575,A50,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.04011,C,36061.0,5602.0,5600.0,A50,B,A50,B,,36061.0,NY,10028.0,NEW YORK,1342183592003.0,A50,B,core2003co_ver1,PC,O,AR,A,IN,,A50,A,712110.0,90
10864,1,6,135546742,200312,29490332203164,,92,0,233529,0,0,4154,0,0,0,215762,215762,449291,321374,369578,0,0,239613,387710,523,18132,0,0,0,0,0,0,0,0,0,0,0,0,0,115758,95850,0,0,N,4154,0,0,0,0,0,0,0,0,95850,0,449291,127917,2571,69048,12606,0,0,0,0,0,239090,0,0,0,0,0,0,0,0,0,0,0,10017.0,MYSTERY WRITERS OF AMERICA INC,,17 E 47TH ST,NEW YORK,NY,10017-1920,0.0,3.0,3.0,0.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,92.0,120.0,123.0,2003,2003,,449291,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.2914,,36061.0,5602.0,5600.0,A01,B,Z99,C,,36061.0,NY,10017.0,NEW YORK,1355467422003.0,A0370,A,core2003co_ver1,PC,O,AR,A,IN,,A0370,A,813920.0,90
10925,1,6,135582856,200306,29490052190054,,920,81036,509003,0,0,6696,0,0,0,967933,967933,1557972,1547239,211911,136510,0,638671,573514,301206,361603,0,0,0,0,0,0,0,0,0,0,0,0,191226,621236,119944,28831,0,Y,6696,0,0,0,0,0,0,0,0,311170,0,1366746,-180493,54939,475542,48360,0,0,25081,19581,0,337465,0,0,0,0,0,0,0,0,0,0,0,10001.0,ASSOCIATION OF GRAPHIC COMMUNICATIO NS INC,,330 SEVENTH AVE 9TH FLR,NEW YORK,NY,10001-5010,0.0,3.0,2.0,193903.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,920.0,59.0,566.0,2002,2003,,1366746,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.8515299999999999,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10001.0,NEW YORK,1355828562003.0,A0330,A,core2003co_ver1,PC,O,AR,A,IN,,A0330,A,813920.0,90
10962,1,6,135614237,200312,29490234234014,,65,1555,19520,0,0,358,0,0,0,8763,8763,29838,31035,29735,0,0,28551,27065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,0,175,0,N,0,358,0,0,0,0,0,0,0,0,0,29838,-1197,2381,0,0,0,0,0,0,0,28551,0,0,0,0,0,0,0,0,0,0,0,10003.0,AMERICAN ARTIST PROFESSIONAL LEAGUE INC,SALMAGUNDI CLUB,47 FIFTH AVE,NEW YORK,NY,10003-4322,0.0,1.0,2.0,195503.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,65.0,207.0,119.0,2003,2003,,29838,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.16460999999999998,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10003.0,NEW YORK,1356142372003.0,N80,A,core2003co_ver1,PC,O,AR,A,IN,,N80,N,711211.0,90
11002,1,6,135651681,200312,29409185095264,,120,0,38055,0,0,0,0,0,0,3830,3830,41885,43727,25666,0,0,27508,25666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3830,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,41885,-1842,0,0,0,0,0,0,0,0,27508,0,0,0,0,0,0,0,0,0,0,0,10017.0,COMICS MAGAZINE ASSOCIATION OF AMERICA INC,,355 LEXINGTON AVE 17TH FL,NEW YORK,NY,10017-6672,0.0,1.0,2.0,195909.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,120.0,328.0,279.0,2003,2003,,41885,A33,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.34548,,36061.0,5602.0,5600.0,A33,C,Z99,C,,36061.0,NY,10017.0,NEW YORK,1356516812003.0,A01,C,core2003co_ver1,PC,O,AR,A,IN,,A01,A,813319.0,9
