,EIN,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,TAXPER,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,FY_97,FISYR,BOND_BOY,BOND_EOY,CONT4,DUES4,GRREC4,GRTNONTX,GVTSRV4,INCPURP4,INVENTG,INVINC4,LOBNOTAX,LOBOTH,MRTG_BOY,MRTG_EOY,NETA_BOY,NETINC,NETRENT,NTEECC,NTEECC3D,OTHCHGS,OTHINC4,OTHINVST,OTHSAL,PAYTAX,RENTINC,RETE_BOY,SALEOTHE,SALEOTHG,SALEOTHN,SALESECN,SAVINT,SECINC,SPEVTG,TAXREV4,TOTREV2,ZIP5,LIBEOY97,LIB97,V_BOYAL,V_FB,V_REVEXP,V_EOYAL,NTEE4CD,NTEEDEC,NTEEMID,NTEE1,NTEECODE,V_FREXP,V_CONT,V_GREC,NTEECC4D,PMSA,NTEEIRS,REASON,RandNum,zipnew,nteeOld,MAJGRPB,NTEESRC,ntmaj10,fipsold,v_errorCd,NTmaj12,NCCSKEY2,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
19522,133054412,1997,0,0,8559650,4972820,11629200,0,0,0,20188900,15216100,20188900,15877500,392062016,0,0,370144992,392116992,6326,55552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15216100,A11,,LILA ACHESON WALLACE FUND FOR THE METROPOLITAN MUSEUM OF ART,% TREASURER,2 PARK AVE 23RD FLR,NEW YORK,NY,10016-9301,0.0,3,3.0,1000.0,198101.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,602.0,0.0,0.0,B9710,,,IN,S,ZA,A,PC,6.0,,,,0,,0,,0,36061.0,5602.0,17.0,A,A11,,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370139008,-661434,0,A11,,22584400,0,0,0,0,0,0,0,0,0,3586830,70622,11558600,0,0,15216100,10016.0,0,0,1,1,9,1,,,,A,,1,1,1,5,5600.0,A51I,10,0.47297,10016.0,A11,A,1.0,AR,36061.0,,AR,1330544121998,A11,NY,10016.0,NEW YORK,A11,51,,,,,,,392062016.0,3a,1998.0,0.0,1b,2098.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,1b,2098.0,0.0,1b,2098.0,,,,0.0,1c,2097.0,AR,PC,S,ZA,A,IN,,0.0,1b,2098.0,1974.0,1b,2098.0,391768334.0,1b,2098.0,0.0,1b,2098.0,A1151,A
19527,133055972,1998,9516,48815,0,0,1650,0,7650,1219,24142,16492,82473,64008,63206,0,0,52391,63206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6678,6943,2,,74823,A68,A33Z,RICHARD WAGNER SOCIETY OF NEW YORK INC,,PO BOX 949,NEW YORK,NY,10023-0949,0.0,3,3.0,2000.0,198103.0,1.0,,1.0,13.0,198208.0,199903,10.0,3,,90.0,995.0,119.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A68,,1999,0,0,30799,169468,128342,0,0,203999,8869,3732,0,0,0,0,52391,10815,0,A68,,0,332341,0,0,0,0,0,0,0,0,0,1650,0,6943,0,74823,10023.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A68Z,9,0.753031,10023.0,A68,A,1.0,AR,36061.0,,AR,1330559721999,A68,NY,10023.0,NEW YORK,A68,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,9516.0,3a,1999.0,0.0,3a,1999.0,AR,PC,O,AR,A,IN,,40404.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,200.0,3a,1999.0,A68,A
19530,133056043,1997,30187,0,0,0,0,0,0,0,3885,3885,34072,30054,2341,0,0,126,2277,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3801,0,84,,34072,A26,,MAD ALEX ARTS FOUNDATION INC,,198 BROADWAY ROOM 903,NEW YORK,NY,10038-2515,0.0,3,3.0,2000.0,198205.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,998.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A26,,1998,0,0,50998,0,15432,0,0,50998,0,0,0,0,0,0,-1310,4018,0,A26,,-367,66430,0,0,0,0,0,0,0,0,0,0,0,0,0,34072,10038.0,0,0,9,3,1,1,,,,A,,1,1,1,A,5600.0,,7,0.19074100000000002,10038.0,A26,A,1.0,AR,36061.0,,AR,1330560431998,A26,NY,10038.0,NEW YORK,A26,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3b,1999.0,828.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3a,1998.0,0.0,3a,1998.0,80.0,3b,1999.0,AR,PC,O,AR,A,IN,,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,1346.0,3b,1999.0,A26,A
19533,133058009,1997,3730,0,0,0,1483,0,0,0,394614,394614,398344,293287,282227,9900,0,374773,351222,75512,68995,0,0,0,0,0,0,0,0,0,0,0,0,120736,246454,20362,5579,,277608,A62,P33Z,ONCE UPON A TIME INC,% MARK AUBEL,87 61 111TH ST,RICHMOND HILL,NY,11418-2314,0.0,3,3.0,1000.0,198102.0,1.0,,1.0,11.0,0.0,199803,10.0,3,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36081.0,5602.0,16.0,A,A62,,1998,0,0,74665,0,610113,0,0,92702,0,1329,0,0,72447,67800,299261,-15679,0,A62,,-1355,702815,0,23206,2910,0,0,0,0,0,0,1483,0,141098,0,277608,11418.0,0,0,2,1,9,1,,,,A,,1,1,1,,5600.0,A62Z,9,0.927472,11418.0,A62,A,1.0,AR,36081.0,,AR,1330580091998,A62,NY,11418.0,RICHMOND HILL,A62,,2722.0,3a,1998.0,0.0,3a,1998.0,282227.0,3a,1998.0,297619.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,23507.0,3a,1998.0,1008.0,3a,1998.0,292457.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,400.0,3a,1998.0,0.0,3a,1998.0,23401.0,3a,1998.0,A62,A
19534,133058019,1996,6782,0,0,0,0,0,0,0,526923,526923,533705,500867,75964,0,0,90595,90299,47469,14335,0,0,0,0,0,0,0,0,0,0,0,0,0,526923,0,0,,533705,A99,,HARLEM WEEK INC,% UPTOWN CHAMBER OF COMMERCE,219 W 135TH ST,NEW YORK,NY,10030-2801,0.0,3,3.0,1000.0,198104.0,1.0,,1.0,13.0,0.0,199612,10.0,12,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,3.0,3.0,3.0,0,,0,,0,36061.0,5602.0,15.0,A,A99,,1996,0,0,1476160,0,0,0,0,1492650,0,152,0,0,0,0,43126,32838,0,A99,,0,1492650,0,18785,163,0,0,0,0,0,0,0,0,0,0,533705,10030.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.270903,10027.0,A99,A,1.0,AR,36061.0,,AR,1330580191996,A99,NY,10030.0,NEW YORK,S40,,0.0,4,2006.0,0.0,4,2006.0,,,,24808.0,4,2006.0,111874.0,6,2003.0,0.0,6,2003.0,0.0,4,2006.0,0.0,4,2006.0,6782.0,4,2006.0,24889.0,4,2006.0,AR,PC,O,AR,A,IN,,0.0,6,2003.0,20209.0,6,2003.0,0.0,6,2003.0,4991.0,6,2003.0,A99,A
19536,133058453,1998,0,0,0,0,1119,0,0,0,289166,289166,289166,0,357172,0,0,847845,835511,472829,478339,0,0,0,0,0,0,0,0,0,0,0,307010,0,0,0,0,,-17844,L20,,MORRIS HEIGHTS RESTORATION H D F CORP,% JOSHUA S VOGEL,1270 AVE OF AMERICAS,NEW YORK,NY,10020-0000,0.0,3,3.0,1.0,199903.0,1.0,,1.0,13.0,200212.0,199812,10.0,12,,0.0,0.0,0.0,bm991,,,IN,O,AR,A,PC,3.0,2.0,0.0,0.0,0,,0,,0,36061.0,5602.0,16.0,L,L20,,1998,0,0,0,0,0,0,0,1022010,0,1022010,0,0,320244,316407,375016,-17844,-18963,A80,,0,1022010,0,0,0,288047,0,0,0,0,0,1119,0,0,0,-17844,10020.0,0,0,.,1,9,1,,,,A,,1,1,1,,5600.0,L20,9,0.0477717,10020.0,L20,A,1.0,AR,36061.0,,AR,1330584531998,A80,NY,10020.0,NEW YORK,L21,,,,,,,,357172.0,3a,1998.0,697109.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,4,2006.0,,,,730739.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,24900.0,3a,1998.0,0.0,3a,1998.0,25400.0,3a,1998.0,L21,L
19538,133059081,1997,1226970,0,0,0,8129,154985,0,0,536592,536592,1763570,1486260,730246,122500,0,783227,1417230,286433,686982,0,0,0,0,0,0,0,0,0,0,0,0,43851,468488,0,7811,,1719710,A65,,THEATRE FOR A NEW AUDIENCE INC,,154 CHRISTOPHER ST STE 3D,NEW YORK,NY,10014-2839,0.0,3,3.0,2000.0,198112.0,1.0,,1.0,13.0,0.0,199808,10.0,8,,90.0,995.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,16.0,A,A65,,1998,0,0,3415280,0,1791370,0,0,3484640,0,43080,0,0,0,0,496794,233452,8313,A65,,0,5276010,0,518216,95606,8313,0,0,0,0,0,8129,0,43851,0,1719710,10014.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,,9,0.46953999999999996,10014.0,A65,A,1.0,AR,36061.0,,AR,1330590811998,A65,NY,10014.0,NEW YORK,A65,,205012.0,3a,1998.0,0.0,3a,1998.0,72105.0,3a,1998.0,95102.0,3a,1998.0,658141.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,1021958.0,3a,1998.0,56402.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,2800.0,3a,1998.0,104002.0,3a,1998.0,88002.0,3a,1998.0,A65,A
19541,133060074,1997,639650,0,0,0,6679,175863,0,0,21902,21902,661552,526434,437273,96512,0,372113,459132,69958,21859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15223,,661552,A30,B90Z,CENTER FOR COMMUNICATION INC,,271 MADISON AVE 7TH FL,NEW YORK,NY,10016-1001,0.0,3,3.0,2000.0,198106.0,1.0,,1.0,13.0,198212.0,199712,10.0,12,,123.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36061.0,5602.0,16.0,A,A30,,1997,0,0,2147630,0,0,0,0,2174650,0,19566,0,0,0,0,302155,135118,0,A30,,0,2174650,0,165163,15832,0,0,0,0,0,0,6103,576,0,0,661552,10016.0,0,0,9,1,1,1,,,,A,,1,1,1,,5600.0,A30Z,7,0.11662,10016.0,A30,A,1.0,AR,36061.0,,AR,1330600741997,A30,NY,10016.0,NEW YORK,A30,,0.0,3b,1998.0,0.0,3b,1998.0,437273.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,6293.0,3b,1998.0,0.0,3b,1998.0,639650.0,3b,1998.0,0.0,3b,1998.0,AR,PC,O,AR,A,IN,,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,A30,A
19545,133060594,1997,0,0,0,0,0,0,0,0,1855030,1855030,1855030,1890540,161738,154969,0,229892,165939,32642,4201,0,0,0,0,0,0,0,0,0,0,0,0,0,1850370,0,4660,,1855030,A99,,SCHOOL OF VISUAL ARTS PRESS LTD,,209 E 23RD ST,NEW YORK,NY,10010-3901,0.0,3,3.0,1000.0,198104.0,1.0,,1.0,13.0,0.0,199803,10.0,3,,120.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,15.0,A,A99,,1998,0,0,0,0,4540680,0,0,0,0,0,0,0,0,0,197250,-35512,0,A99,,0,4540680,0,269315,22485,0,0,0,0,0,0,0,0,0,0,1855030,10010.0,0,0,1,1,9,1,,,,A,,1,1,1,,5600.0,,9,0.672363,10010.0,A99,A,1.0,AR,36061.0,,AR,1330605941998,A33,NY,10010.0,NEW YORK,A33,,,,,,,,140533.0,3a,1998.0,0.0,3a,1998.0,21105.0,3a,1998.0,0.0,3a,1998.0,60114.0,3a,1998.0,0.0,3a,1998.0,,,,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,68716.0,3a,1998.0,A33,A
19553,133062103,1998,78032,0,10000,9996,5758,0,2360,4543,28019,15663,106051,40996,172511,0,0,136524,172511,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,5358,0,0,0,,88337,A80,,SAC SUTTON AREA COMMUNITY INC,,60 SUTTON PL S,NEW YORK,NY,10022-4168,0.0,3,3.0,1200.0,198304.0,1.0,,1.0,13.0,0.0,199812,10.0,12,,602.0,123.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,1.0,1.0,0,,0,,0,36061.0,5602.0,10.0,A,A80,,1998,0,0,135769,0,27363,0,0,151451,6903,15682,0,0,0,0,124524,47341,0,A80,,646,178814,0,0,0,0,0,0,0,0,4,2658,3100,5358,0,88337,10022.0,0,0,9,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.30691999999999997,10022.0,A80,A,1.0,AR,36061.0,,AR,1330621031998,A80,NY,10022.0,NEW YORK,A80,,0.0,3a,1998.0,0.0,3a,1998.0,71405.0,3a,1998.0,0.0,3a,1998.0,21001.0,3a,1998.0,80005.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,78032.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,50703.0,3a,1998.0,9101.0,3a,1998.0,A80,A
19556,133062419,1998,8158500,48471,23931,25509,55330,594741,0,0,6174250,6053590,14381200,8134180,15486200,792008,12348,14354700,18167900,3704570,2681660,0,0,0,0,0,0,0,0,0,0,0,824052,546328,4022860,0,524954,,12890200,A50,,INTREPID MUSEUM FOUNDATION INC,% MR ZACHARY FISHER,46TH ST AND 12TH AVE,NEW YORK,NY,10036-0000,0.0,3,3.0,2100.0,197909.0,1.0,,1.0,13.0,0.0,199904,10.0,4,,995.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,,,5.0,,0,,0,,0,36061.0,5602.0,16.0,A,A50,,1999,0,0,12194500,900,12992400,0,0,13393000,0,1145440,0,0,0,0,10650100,4756000,176792,A50,,80092,26385400,0,2995760,387361,1000840,0,95152,0,-95152,-1578,55330,0,546328,0,12890200,10036.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,,9,0.229334,10036.0,A50,A,1.0,AR,36061.0,,AR,1330624191999,A50,NY,10036.0,NEW YORK,A50,,6227084.0,1e,200.0,0.0,1e,200.0,14746900.0,3a,1999.0,11552331.0,1e,200.0,739200.0,3a,1999.0,0.0,3a,1999.0,0.0,1e,200.0,0.0,1e,200.0,1931416.0,1e,200.0,9127650.0,1e,200.0,AR,PC,O,AR,A,IN,,1357617.0,1e,200.0,0.0,1e,200.0,768395.0,1e,200.0,0.0,1e,200.0,A50,A
19560,133064113,1998,28500,0,0,0,0,0,0,0,9803,9803,38303,43705,-5402,0,0,0,-5402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9803,0,0,,38303,A6A,,HARMONIA OPERA COMPANY INC,% HOTEL ANSONIA,2109 BROADWAY HOTEL ANSONIA STE 4 1,NEW YORK,NY,10023-0000,0.0,3,3.0,1200.0,198103.0,1.0,,1.0,13.0,0.0,199905,10.0,5,,90.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,0.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A6A,,1999,0,0,98360,0,38470,0,0,98360,0,0,0,0,0,0,0,-5402,0,A6A,,0,136830,0,0,0,0,0,0,0,0,0,0,0,0,0,38303,10023.0,0,0,9,9,9,9,,,,A,,1,1,1,,5600.0,A6AZ,9,0.977045,10023.0,A6A,A,1.0,AR,36061.0,,AR,1330641131999,A6A,NY,10023.0,NEW YORK,A6A,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,0.0,3a,1999.0,28500.0,3a,1999.0,0.0,4,2007.0,AR,PC,O,AR,A,IN,,,,,,,,,,,,,,A6A,A
19561,133064327,1997,85949,8228,0,0,1031,9669,0,0,54713,54713,148890,132721,25122,0,0,24896,47374,15943,22252,0,0,0,0,0,0,0,0,0,0,0,0,0,37005,0,16677,,148890,A69,,GATEWAY SYMPHONY OF STATEN ISLAND INC,CARL LUDDERS,11 CAMPUS RD,STATEN ISLAND,NY,10301-4479,0.0,3,3.0,1000.0,198203.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,90.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36085.0,5602.0,15.0,A,A69,,1998,0,0,273714,36849,77138,0,0,318974,0,865,0,0,0,0,8953,16169,0,A69,,0,396112,0,72369,3676,0,0,0,0,0,0,1031,0,0,0,148890,10301.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A69Z,7,0.705635,10301.0,A69,A,1.0,AR,36085.0,,AR,1330643271998,A69,NY,10301.0,STATEN ISLAND,A69,,32318.0,3a,1998.0,0.0,3a,1998.0,10709.0,3a,1998.0,0.0,3a,1998.0,9308.0,3a,1998.0,5004.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,53631.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,A69,A
19572,133068205,1997,260300,0,0,0,0,0,0,0,0,0,260300,403279,2139,109500,0,154618,2139,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,260300,A31,A76Z,ISAAC IN AMERICA FOUNDATION,,208 W 30TH ST STE 1204,NEW YORK,NY,10001-4907,0.0,3,3.0,1000.0,198105.0,1.0,,1.0,13.0,0.0,199811,20.0,11,,122.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A31,,1998,0,0,1230450,0,0,0,0,1230450,0,0,0,0,0,0,145118,-142979,0,A31,,0,1230450,0,0,0,0,0,0,0,0,0,0,0,0,0,260300,10001.0,0,0,1,1,9,1,,,,A,,1,1,1,,5600.0,A31Z,7,0.09286080000000001,10001.0,A31,A,1.0,AR,36061.0,,AR,1330682051998,A31,NY,10001.0,NEW YORK,A31,,0.0,3a,1998.0,0.0,3a,1998.0,2139.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,260300.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,2139.0,3a,1998.0,A31,A
19608,133077443,1997,440468,0,0,0,1598,21092,0,0,83431,83431,523899,474142,164821,89500,0,139181,187521,24117,22700,0,0,0,0,0,0,0,0,0,0,0,0,0,17120,0,2066,,523899,A65,,STARET THE DIRECTORS COMPANY INC,,311 W 43RD ST STE 307,NEW YORK,NY,10036-6413,0.0,3,3.0,1000.0,198107.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,90.0,88.0,603.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,2.0,3.0,0,,0,,0,36061.0,5602.0,16.0,A,A65,,1998,0,0,290407,0,1606130,0,0,300390,0,4372,0,0,0,0,115064,49757,62647,A65,,0,1906520,0,120960,13445,62647,0,0,0,0,0,1598,0,0,0,523899,10036.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A65Z,9,0.574054,10036.0,A65,A,1.0,AR,36061.0,,AR,1330774431998,A65,NY,10036.0,NEW YORK,A65,,0.0,1b,2098.0,0.0,1b,2098.0,121615.0,3a,1998.0,25216.0,1b,2098.0,43105.0,3a,1998.0,0.0,3a,1998.0,0.0,1b,2098.0,0.0,1b,2098.0,440468.0,1b,2098.0,8338.0,1d,2099.0,AR,PC,O,AR,A,IN,,0.0,1b,2098.0,10456.0,1b,2098.0,0.0,1b,2098.0,29652.0,1b,2098.0,A65,A
19619,133081486,1997,203578,0,0,0,3511,10490,0,0,51723,51723,255301,232779,81635,13733,1463,60624,166095,1511,84460,81635,0,0,0,0,0,0,0,0,0,0,0,0,48212,0,0,,255301,A6A,,AMERICAN OPERA PROJECTS INC,,463 BROOME ST,NEW YORK,NY,10013-2654,0.0,3,3.0,1000.0,198108.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,90.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A6A,,1998,0,0,331795,0,67610,0,0,331961,0,166,0,0,0,0,59113,22522,0,A6A,,0,399571,0,5386,1463,0,59113,0,0,0,0,0,3511,0,0,255301,10013.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,,9,0.49515,10013.0,A6A,A,1.0,AR,36061.0,,AR,1330814861998,A6A,NY,10013.0,NEW YORK,A6A,,6402.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,2001.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,197176.0,3a,1998.0,2701.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,25915.0,3a,1998.0,A6A,A
19620,133081500,1997,1499350,0,0,0,32705,232285,0,0,294086,294086,1793440,1511970,248757,76579,0,452248,567006,223574,318249,0,0,0,0,0,0,0,0,0,0,0,0,261381,0,0,0,,1532060,A33,Q70Z,COMMITTEE TO PROTECT JOURNALISTS INC,,330 SEVENTH AVE 12TH FLR,NEW YORK,NY,10001-5010,0.0,3,3.0,1000.0,198202.0,1.0,,1.0,13.0,198312.0,199803,10.0,3,,125.0,430.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,16.0,A,A33,,1998,0,0,3390320,0,0,0,0,3446960,0,56643,0,0,0,0,228674,20083,0,A33,,0,3446960,18322,602893,50194,0,0,0,0,0,0,8055,6328,261381,0,1532060,10001.0,0,0,9,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.09060950000000001,10001.0,A33,A,1.0,AR,36061.0,,AR,1330815001998,R20,NY,10001.0,NEW YORK,R20,,0.0,1d,2099.0,0.0,1d,2099.0,247757.0,3a,1998.0,13789.0,1d,2099.0,1000.0,3a,1998.0,0.0,3a,1998.0,0.0,1d,2099.0,0.0,1d,2099.0,1499350.0,1d,2099.0,10998.0,1d,2099.0,AR,PC,O,AR,A,IN,,0.0,1d,2099.0,5750.0,1d,2099.0,0.0,1d,2099.0,0.0,1d,2099.0,R20,R
19623,133081560,1998,0,0,5421000,3991340,5276200,0,0,0,10697200,6705860,10697200,7791960,144959008,0,0,138051008,144968000,8541,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6705860,A11,,DEWITT WALLACE FUND FOR COLONIAL WILLIAMSBURG,% TREASURER,2 PARK AVE 23RD FLR,NEW YORK,NY,10016-9301,0.0,3,3.0,2000.0,198108.0,1.0,,1.0,13.0,198312.0,199812,10.0,12,,62.0,0.0,0.0,B9710,,,IN,S,ZA,A,PC,6.0,,5.0,5.0,0,,0,,0,36061.0,5602.0,17.0,A,A11,,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138043008,-1086100,0,A11,,8001970,0,0,0,0,0,0,0,0,0,1429670,27979,5248220,0,0,6705860,10016.0,0,0,1,1,9,1,,,,A,,1,1,1,8,5600.0,A54I,10,0.9280379999999999,10016.0,A11,A,1.0,AR,36061.0,,AR,1330815601998,A11,NY,10016.0,NEW YORK,A11,,,,,,,,144959008.0,3a,1998.0,0.0,1d,2098.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,1d,2098.0,0.0,1d,2098.0,,,,0.0,1b,2097.0,AR,PC,S,ZA,A,IN,,0.0,1d,2098.0,0.0,1d,2098.0,144924500.0,1d,2098.0,0.0,1d,2098.0,A11,A
