,EIN,DocCD,TAXPER,CYCLE,DLN,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,EOY,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,ARED,FRCD,ACCPER,SEC_NAME,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA,VERIFY
9126,133396112,91,201012,201119.0,93491124008241,,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,119.0,5500,1,0,0,0,0,0,0,5501,6458,-957,6458,1,0,499,0,0,0,0,1,499,0,38,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,0,6458,0,6458,0,0,0,0,0,499,0,499,0,0,0,0,0,0,0,0,0,0,775,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133396112201012,1333961122010,rtf10pf,10,0,0,10003.0,INSTITUTE FOR ICE AGE STUDIES INC,,25 WAVERLY PL,NEW YORK,NY,10003-6701,0.0,3.0,1.0,198704.0,1.0,4.0,119.0,149.0,0.0,1.0,0.0,1.0,12,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.7812600000000001,C,A99,A,36061.0,5602.0,5600.0,
9129,133398045,91,201012,201124.0,29491142080181,,N,Y,0.0,1.0,2010,3.0,7.0,6.0,3,602.0,0,3448,256093,263907,0,0,0,539583,523448,598717,-75269,539583,523448,0,6518571,0,5824241,0,5824241,0,7990351,0,350893,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,523448,0,59134,0,0,0,0,0,0,0,7990351,0,6518571,5234,0,0,12779,0,0,0,0,7545,5234,7124724,345659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133398045201012,1333980452010,rtf10pf,10,-7545,0,10036.0,THE VIOLA FUND,ALAN S HONIG CPA,1501 BROADWAY STE 1313,NEW YORK,NY,10036-5505,0.0,3.0,1.0,198705.0,1.0,4.0,602.0,0.0,0.0,1.0,0.0,1.0,12,LEIGH ABBY AND MITCH TRUSTEES,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.65708,A,A68,A,36061.0,5602.0,5600.0,
9147,133406046,91,201012,201134.0,29491211050161,A40,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,0.0,0,0,0,0,0,70,0,0,70,0,70,0,0,70,2356,0,0,0,0,0,2356,0,114,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,70,0,0,0,0,0,2356,0,0,2356,0,2356,0,0,0,0,0,0,0,0,0,0,2321,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133406046201012,1334060462010,rtf10pf,10,0,0,10003.0,FRANCIS J GREENBURGER FOUNDATION INC,TEI,55 FIFTH AVE,NEW YORK,NY,10003-4301,0.0,3.0,1.0,200106.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8043,B,A40,A,36061.0,5602.0,5600.0,
9160,133410749,91,201004,201114.0,29491078034121,,N,Y,0.0,1.0,2009,3.0,9.0,9.0,3,119.0,0,76108,862411,7445162,0,3196791,895280,9430625,11580472,19241157,-7660685,17614644,72346,0,224924480,18769495,27132983,8545766,54448244,18236742,316547132,3154809,15002799,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,0,5152859,0,9810532,5080513,5157906,5080513,0,550,0,142362223,316547132,0,206687738,723,0,0,300000,0,0,0,0,100000,723,304625352,15002076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133410749201004,1334107492010,rtf10pf,10,-299277,199277,10012.0,THE ANDY WARHOL FOUNDATION FOR THE VISUAL ARTS INC,KATHLEEN C MAURER,65 BLEECKER ST FL 7,NEW YORK,NY,10012-2420,0.0,3.0,1.0,198801.0,1.0,4.0,119.0,91.0,0.0,1.0,0.0,1.0,4,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.65035,A,A40,A,36061.0,5602.0,5600.0,
9183,133429334,91,201104,201147.0,29491309020151,,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,90.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,100,0,0,0,0,0,100,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,100,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,133429334201104,1334293342011,rtf10pf,11,0,0,10028.0,BALLET WHO INCORPORATED,,344 E 85TH ST APT 1B,NEW YORK,NY,10028-4516,0.0,3.0,1.0,198801.0,1.0,4.0,90.0,0.0,0.0,1.0,0.0,1.0,4,,A63,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9387,A,A63,A,36061.0,5602.0,5600.0,
9232,133442712,91,201012,201148.0,29491316006131,,N,Y,0.0,1.0,2010,3.0,2.0,1.0,3,122.0,0,0,0,0,0,1937,0,0,1937,484,1453,0,1453,0,19198,0,0,0,0,0,19198,884,913,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1937,0,484,484,0,484,0,19198,0,0,19198,0,19198,29,0,0,0,0,50,0,0,21,29,18530,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133442712201012,1334427122010,rtf10pf,10,-21,0,10017.0,OUTSIDE IN JULY INC,BRAUN BUS MGMT INC,6 E 45TH ST 1401,NEW YORK,NY,10017-2401,0.0,3.0,1.0,198810.0,1.0,4.0,122.0,0.0,0.0,1.0,0.0,1.0,12,GARRISON,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.62961,B,A31,A,36061.0,5602.0,5600.0,
9234,133442953,91,201012,201147.0,93491319000111,,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,121.0,0,0,0,0,0,0,0,0,1,1461,-1460,0,0,0,2424,0,0,0,0,9278,98,37,37,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,0,0,1461,0,0,0,0,40,0,0,98,0,-6854,0,0,0,0,0,0,0,0,0,0,771,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133442953201012,1334429532010,rtf10pf,10,0,0,10024.0,VIDEO INFORMATION NETWORK,,257 WEST 86TH STREET NO APT 5A,NEW YORK,NY,10024-3105,0.0,3.0,1.0,198802.0,1.0,4.0,121.0,0.0,0.0,1.0,0.0,1.0,12,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.14094,B,A31,A,36061.0,5602.0,5600.0,
9244,133447662,91,201012,201146.0,93491311001171,,N,Y,0.0,1.0,2010,3.0,3.0,3.0,3,90.0,75192,5,0,0,0,0,0,24479,75197,24479,50718,24479,5,5,52392,0,0,0,0,1,52392,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,5,5,0,0,0,0,0,52392,0,0,52392,0,52392,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,24479,11196,22300,15481,73456,52392,1671,1671,1370,57104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133447662201012,1334476622010,rtf10pf,10,0,0,10036.0,COUNCIL FOR LIVING MUSIC INC,LOCAL 802 AF OF MUSICIANS LOCAL,322 WEST 48TH STREET,NEW YORK,NY,10036-1308,0.0,3.0,1.0,198808.0,1.0,4.0,90.0,119.0,0.0,1.0,0.0,1.0,12,802,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.09744,A,A68,A,36061.0,5602.0,5600.0,
9304,133486646,91,201012,201123.0,29491141146111,,N,Y,0.0,1.0,2010,3.0,4.0,4.0,3,123.0,100000,0,1818,2270,0,0,0,67300,104088,69457,34631,69175,3767,0,112902,0,0,0,0,0,112748,0,3826,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,4049,0,2157,282,1875,282,0,0,0,12084,112748,0,112902,38,0,0,367,0,0,0,0,329,38,77676,3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133486646201012,1334866462010,rtf10pf,10,-329,0,10022.0,RONALD A WILFORD FOUNDATION FOR CONDUCTORS INC,EISNER & LUBIN LLP,444 MADISON AVE FL 11,NEW YORK,NY,10022-6903,0.0,3.0,1.0,198906.0,1.0,4.0,123.0,0.0,0.0,1.0,0.0,1.0,12,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.60675,B,A60,A,36061.0,5602.0,5600.0,
9370,133525999,91,201012,201118.0,29491099047201,,N,Y,0.0,1.0,2010,3.0,5.0,1.0,3,200.0,0,56,1762,0,0,0,0,14532,1818,17551,-15733,14532,1518,1818,693505,0,246388,0,246388,3047,592975,14674,14704,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1818,1818,3019,300,0,300,0,0,0,301900,592975,0,690458,30,0,0,0,0,0,0,0,0,30,298559,14674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133525999201012,1335259992010,rtf10pf,10,30,0,10022.0,RALPH C MARCOVE INTERNATL UNDRSTDG THROUGH ARTS & CRAFTS FNDTN INC,C MARCOVE,303 E 57TH ST APT 42A,NEW YORK,NY,10022-2693,0.0,3.0,1.0,198304.0,1.0,4.0,200.0,0.0,0.0,1.0,0.0,1.0,12,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.57863,A,A40,A,36061.0,5602.0,5600.0,
9407,133536258,91,201107,201143.0,29491281009211,,N,Y,0.0,1.0,2010,3.0,2.0,4.0,3,120.0,100050,0,0,0,0,16051,0,73300,116101,131473,-15372,115369,0,0,11740,0,0,0,0,0,11740,0,830,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,16051,58173,0,42069,0,16051,8589,0,0,11740,0,11740,0,0,0,0,0,0,0,0,0,0,16858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,133536258201107,1335362582011,rtf10pf,11,0,0,10019.0,2WICE ARTS FOUNDATION INC,PATRICIA TARR,130 W 56TH ST,NEW YORK,NY,10019-3866,0.0,3.0,1.0,199005.0,1.0,4.0,120.0,0.0,0.0,1.0,0.0,1.0,7,,A126,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.026269999999999998,B,A1261,A,36061.0,5602.0,5600.0,
9484,133573140,91,201012,201116.0,29491092008101,,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,561.0,650,1,0,0,0,0,0,550,651,658,-7,550,0,0,650,0,0,0,0,0,650,0,29,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,0,108,1,0,1,0,25,0,0,650,0,650,0,0,0,0,0,0,0,0,0,0,587,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133573140201012,1335731402010,rtf10pf,10,0,0,10016.0,JACK GALEF ARTS FOUNDATION INC,GOLOMB SINDEL AND DIBLE,16 E 34 ST STE 1600,NEW YORK,NY,10016-4328,0.0,3.0,2.0,199205.0,1.0,4.0,561.0,914.0,119.0,1.0,0.0,1.0,12,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.24281999999999998,B,A12,A,36061.0,5602.0,5600.0,
9485,133573737,91,201012,201147.0,29491309044181,A23Z,N,Y,0.0,1.0,2010,3.0,4.0,5.0,3,92.0,665258,281,0,0,0,142798,43703,0,808337,676803,131534,676387,0,0,129927,0,0,0,0,25000,129927,0,3027,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,281,0,676803,901,676387,901,0,0,0,0,129927,25000,104927,0,0,0,0,0,0,0,0,0,0,61462,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133573737201012,1335737372010,rtf10pf,10,0,0,10003.0,FINNISH CULTURAL INSTITUTE IN NEW YORK,,799 BROADWAY STE 520,NEW YORK,NY,10003-6811,0.0,3.0,1.0,199011.0,1.0,4.0,92.0,0.0,0.0,1.0,0.0,1.0,12,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.17851,A,A23,A,36061.0,5602.0,5600.0,
9518,133590722,91,201012,201149.0,29491323038041,A20Z,N,Y,0.0,1.0,2010,3.0,4.0,3.0,3,119.0,17675,0,8708,465,0,0,0,33860,26848,38860,-12012,33860,4173,0,415201,0,0,0,0,0,433402,0,20744,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,9173,0,5000,5000,0,5000,0,185641,0,215237,433402,0,415201,83,0,0,157,0,0,0,0,74,83,421207,20661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133590722201012,1335907222010,rtf10pf,10,-74,0,10001.0,BERNSTEIN FAMILY FOUNDATION,,121 W 27TH ST STE 1104,NEW YORK,NY,10001-6207,0.0,3.0,1.0,199105.0,1.0,4.0,119.0,149.0,59.0,1.0,0.0,1.0,12,,A126,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.956,A,A1261,A,36061.0,5602.0,5600.0,
9526,133593706,91,201012,201141.0,29491260036071,,N,Y,0.0,1.0,2010,3.0,4.0,1.0,3,602.0,1675,18,0,0,0,0,0,10100,1693,12692,-10999,10100,0,0,133911,0,0,0,0,0,133911,0,7089,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,18,18,2592,2592,0,2592,2592,92,0,0,133911,0,133911,0,0,0,0,0,0,0,0,0,0,143943,7089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133593706201012,1335937062010,rtf10pf,10,0,0,10017.0,BARBARA AND HOWARD WISE ENDOWMENT FOR THE ARTS INC,,6 E 45TH ST,NEW YORK,NY,10017-2401,0.0,3.0,2.0,199202.0,1.0,4.0,602.0,561.0,0.0,1.0,0.0,1.0,12,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.8495799999999999,B,A12,A,36061.0,5602.0,5600.0,
9581,133620909,91,201006,201110.0,29491050007041,,N,Y,0.0,1.0,2009,3.0,8.0,6.0,3,602.0,0,0,570745,118498,0,1995136,61095,1926767,2684379,2615688,68691,2519957,2588648,0,18013809,2786624,8816360,5769418,17372402,0,18013809,0,887687,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,0,2684379,0,688921,95731,593190,95731,0,0,0,0,18013809,0,18013809,25886,0,0,77305,0,0,0,0,51419,25886,18024105,861801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133620909201006,1336209092010,rtf10pf,10,-51419,0,10001.0,AARON COPLAND FUND FOR MUSIC INC,JAMES KENDRICK ESQ,254 W 31ST ST FL 15,NEW YORK,NY,10001-2813,0.0,3.0,2.0,199108.0,1.0,4.0,602.0,119.0,0.0,1.0,0.0,1.0,6,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.99231,A,A68,A,36061.0,5602.0,5600.0,
9587,133626727,91,201012,201135.0,29491232037041,,N,Y,0.0,1.0,2010,2.0,6.0,5.0,3,123.0,0,0,75830,4788,0,0,18750,195000,80618,258858,-178240,222682,44442,0,2858686,325000,135920,0,460920,786,3606595,0,160202,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,0,0,80618,0,63858,36176,27682,36176,0,318762,0,0,3606595,0,2857900,444,0,0,2000,0,0,0,0,1556,444,3252836,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133626727201012,1336267272010,rtf10pf,10,-1556,0,10017.0,JOHN CONLEY FOUNDATION FOR ETHICS AND PHILOSOPHY IN MEDICINE INC,JAMES MCGARRY,317 MADISON AVE RM 1511,NEW YORK,NY,10017-5219,0.0,3.0,1.0,199112.0,1.0,3.0,123.0,162.0,0.0,1.0,0.0,1.0,12,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8889,A,A70,A,36061.0,5602.0,5600.0,
9588,133626986,91,201106,201145.0,29491295004141,,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,998.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,133626986201106,1336269862011,rtf10pf,11,0,0,10036.0,FRIENDS OF LOUISIANA MUSEUM OF MODERN ART IN DENMARK INC,GHS PHILANTHROPY MGT,6 W 48TH ST,NEW YORK,NY,10036-1802,0.0,3.0,1.0,199201.0,1.0,4.0,998.0,0.0,0.0,1.0,0.0,1.0,6,,A115,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.17003,A,A1151,A,36061.0,5602.0,5600.0,
9645,133641609,91,201012,201134.0,29491211052121,,N,Y,0.0,1.0,2010,3.0,3.0,1.0,3,321.0,0,211,0,0,0,0,0,0,211,275,-64,0,211,0,67474,0,0,0,0,0,67474,0,587,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,211,211,275,0,0,0,275,11882,0,0,67474,0,67474,4,0,0,0,0,4,0,0,0,4,11914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133641609201012,1336416092010,rtf10pf,10,0,0,10003.0,ALEXANDER JEROME WILLOWS GREENBURGER MEMORIAL FIELDS INC,TEI,55 FIFTH AVE,NEW YORK,NY,10003-4301,0.0,3.0,1.0,199302.0,1.0,4.0,321.0,349.0,0.0,1.0,0.0,1.0,12,,A80,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.27881999999999996,C,A80,A,36061.0,5602.0,5600.0,
9685,133672458,91,201012,201152.0,29491344005051,Z99Z,N,Y,0.0,1.0,2010,3.0,3.0,3.0,3,122.0,1150,88,0,0,0,48825,0,0,50063,37431,12632,0,88,11482,31135,0,0,0,0,1235,31135,0,1242,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,88,48913,37431,0,0,0,37431,0,0,0,31135,0,29900,2,0,0,0,0,0,0,0,0,2,25220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133672458201012,1336724582010,rtf10pf,10,2,0,11217.0,COMMUNICATION FOR CHANGE,,423 ATLANTIC AVE APT 3L,BROOKLYN,NY,11217-1743,0.0,3.0,1.0,199810.0,1.0,4.0,122.0,0.0,0.0,1.0,0.0,1.0,12,,A30,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.7006600000000001,A,A30,A,36047.0,5602.0,5600.0,
9692,133674360,91,201012,201113.0,29491064026001,A20,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,90.0,0,5,0,0,0,857,0,0,862,0,862,0,862,0,1,0,0,0,0,0,1,1780,1797,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,862,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,36493,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133674360201012,1336743602010,rtf10pf,10,17,0,10013.0,CIVITELLA RANIERI FOUNDATION,JD MILLER & CO LLP,28 HUBERT ST,NEW YORK,NY,10013-2041,0.0,3.0,1.0,199302.0,1.0,4.0,90.0,62.0,93.0,2.0,0.0,1.0,12,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.63569,B,A20,A,36061.0,5602.0,5600.0,
9704,133680271,91,201107,201151.0,29491337025121,,N,Y,0.0,1.0,2010,3.0,1.0,3.0,3,60.0,65000,30,0,0,0,0,40000,0,65030,60046,4984,60046,30,0,7936,0,0,0,0,64,7936,0,1211,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,30,0,60046,0,60046,0,0,0,0,0,7936,0,7872,0,0,0,0,0,0,0,0,0,0,24596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,133680271201107,1336802712011,rtf10pf,11,0,0,10010.0,MUSEUM VIEWS LTD,LILA A SHERMAN,2 PETER COOPER RD,NEW YORK,NY,10010-6723,0.0,3.0,1.0,199301.0,1.0,4.0,60.0,0.0,0.0,1.0,0.0,1.0,7,MUSEUM VIEWS,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.73273,A,A50,A,36061.0,5602.0,5600.0,
9722,133685701,91,201012,201133.0,93491220004011,A60Z,N,Y,0.0,1.0,2010,3.0,3.0,4.0,3,90.0,0,0,0,0,0,137211,0,50,137211,157040,-19829,19106,0,0,31809,0,0,0,0,204401,31809,0,345,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,137211,156990,0,19056,0,137211,12519,0,0,31809,0,-172592,0,0,0,0,0,0,0,0,0,0,7011,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133685701201012,1336857012010,rtf10pf,10,0,0,10024.0,LIVING ARTS INC,PETER KLEIN,131 RIVERSIDE DR APT 3A,NEW YORK,NY,10024-3740,0.0,3.0,1.0,199305.0,1.0,4.0,90.0,0.0,0.0,1.0,0.0,1.0,12,,A26,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.25171,B,A26,A,36061.0,5602.0,5600.0,
9730,133690162,91,201008,201123.0,29491008031031,A70Z,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,119.0,0,0,0,-788,0,0,0,1762,-788,2241,-3029,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133690162201008,1336901622010,rtf10pf,10,0,0,10011.0,SEPHARDIC HOUSE INC,,15 W 16TH ST,NEW YORK,NY,10011-6301,0.0,3.0,1.0,199304.0,1.0,4.0,119.0,0.0,0.0,1.0,0.0,0.0,8,,A80,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.62979,A,A80,A,36061.0,5602.0,5600.0,
9731,133690790,91,201010,201110.0,29491050020201,,N,Y,0.0,1.0,2009,3.0,6.0,4.0,3,29.0,0,91,127404,34448,0,3040,45000,250000,164983,338987,-174004,335581,75996,0,4140332,839456,2938670,10994,3789120,0,4556880,0,197343,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,164983,0,88987,88987,85581,88987,0,0,0,0,4556880,0,4140332,760,0,0,1627,0,0,0,0,867,760,4006966,199583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133690790201010,1336907902010,rtf10pf,10,-867,0,10075.0,PRESERVATION FUND,JULIUS PAIGE,501 E 79TH ST APT 10G,NEW YORK,NY,10075-0715,0.0,3.0,1.0,199308.0,1.0,4.0,29.0,560.0,602.0,1.0,0.0,1.0,10,,A82,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.56343,B,A82,A,36061.0,5602.0,5600.0,
