,EIN,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,FY_97,NTEE1,NTEE4,nteecc,RandNum,zipnew,ZIP5,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
65418,136130010,1995,34430,0,2798750,2482380,156051,0,0,0,3660290,1177910,3694720,603678,3818360,28240,0,3271670,3824860,6500,6500,0,0,0,0,0,0,0,0,0,0,0,0,145622,0,559863,0,,1066720,A31I,,FOUNDATION OF THE MOTION PICTURE PIONEERS INC,,244 W 49TH ST,NEW YORK,NY,10019-7400,0.0,3,3.0,1000.0,195206.0,1.0,,1.0,13.0,0.0,10.0,4,,561.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4,4,3,4,1,1,1,3,1,36061,5602.0,16.0,A,A31,1996,A,A31I,A31,0.011732799999999998,10019.0,10019.0,5600.0,36061.0,,AR,1996,A31,199604,NY,10019.0,NEW YORK,A11,31,,,A,AR,AR,PC,S,ZA,,IN,,A1131,A
65419,136136259,1995,14027900,0,60568500,59909900,3355570,2807650,0,0,64724500,4814650,78752400,10439100,48543500,0,277294,77790896,84150496,50944900,35607100,0,0,0,0,0,0,0,0,0,0,0,0,794900,0,0,5546,S,18047600,A61Z,,CARNEGIE HALL SOCIETY INC,,881 SEVENTH AVE,NEW YORK,NY,10019-3210,0.0,3,3.0,1200.0,196204.0,1.0,,1.0,13.0,0.0,10.0,6,,119.0,59.0,927.0,B9710,,,IN,O,AR,A,PC,6,6,6,6,1,1,0,1,0,36061,5602.0,16.0,A,A61,1996,A,A61Z,A61,0.306179,10019.0,10019.0,5600.0,36061.0,,AR,1996,A03,199606,NY,10019.0,NEW YORK,A03,60,,,A,AR,AR,PC,O,AR,A,IN,,A0360,A
65421,136133332,1996,16353,32573,0,0,4710,0,0,0,4710,4710,53636,57782,136671,0,0,144669,136671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3852,0,-3852,0,,49784,A76Z,A82Z,KEATS-SHELLEY ASSOCIATION OF AMERICA INC,,5TH AVE A AND 42ND ST RM,NEW YORK,NY,10018-0000,0.0,3,3.0,1230.0,195010.0,1.0,,1.0,13.0,0.0,10.0,3,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2,1,1,1,1,1,1,6,1,36061,5602.0,16.0,A,A76,1997,A,A76Z,A76,0.5599569999999999,10018.0,10018.0,5600.0,36061.0,,AR,1997,A76,199703,NY,10018.0,NEW YORK,A70,,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
65422,136138603,1996,231740,0,0,0,100160,34057,0,294,153115,153115,384855,314566,1074940,0,0,1148590,1220190,132271,145250,0,0,0,0,0,0,0,0,0,0,0,0,0,43165,0,9496,,384855,A6EZ,A68Z,BEHRE PIANO ASSOCIATES INC ADAMANT MUSIC SCHOOL,,34 E 30TH ST,NEW YORK,NY,10016-7307,0.0,3,3.0,2000.0,195910.0,1.0,,1.0,13.0,0.0,10.0,3,,30.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4,2,2,2,1,1,1,3,1,36061,5602.0,11.0,A,A6E,1997,A,A6EZ,A6E,0.312686,10016.0,10016.0,5600.0,36061.0,,AR,1997,A6E,199703,NY,10016.0,NEW YORK,A6E,,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A
65423,136130225,1996,62966,53677,0,0,15,0,0,0,18254,18254,134897,138982,12370,0,0,16455,12370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18239,0,0,,134897,A33Z,A20L,DRAWING SOCIETY INC,,15 PENN PLZ BOX 66 415 7T,NEW YORK,NY,10001-0000,0.0,3,3.0,1000.0,196103.0,1.0,,1.0,13.0,0.0,10.0,12,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,6,1,36061,5602.0,15.0,A,A33,1996,A,A33Z,A33,0.883561,10001.0,10001.0,5600.0,36061.0,,AR,1996,A33,199612,NY,10001.0,NEW YORK,A33,,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
65427,135562288,1996,1535540,132277,707643,451673,130111,302377,446654,243019,1716820,818492,3384630,1959150,5680050,175000,0,6181080,6429640,790912,749596,0,0,0,0,0,0,19543,0,19543,0,0,0,212101,64381,-179976,62105,,2274210,A41Z,,MUNICIPAL ART SOCIETY OF NEW YORK,,457 MADISON AVE,NEW YORK,NY,10022-6830,0.0,3,3.0,1200.0,193302.0,1.0,,1.0,13.0,0.0,10.0,3,,62.0,402.0,59.0,B9710,,,IN,O,AR,A,PC,5,4,4,4,1,1,1,6,1,36061,5602.0,16.0,A,A41,1997,A,A41Z,A41,0.260786,10022.0,10022.0,5600.0,36061.0,,AR,1997,A41,199703,NY,10022.0,NEW YORK,A40,,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
65437,135562233,1996,29581000,205610,17002000,16310000,708213,2619970,7713140,-285837,31079700,7056540,60866300,35098200,71155600,295000,40000,131019000,136660000,61728000,65504200,0,0,0,0,0,0,0,0,0,0,0,0,261134,5854450,-173384,0,,36582000,A99Z,,SOLOMON R GUGGENHEIM FOUNDATION,TINA TRAVIS,1071 FIFTH AVE,NEW YORK,NY,10128-0112,0.0,3,3.0,1000.0,193803.0,1.0,,1.0,13.0,0.0,10.0,12,,119.0,60.0,0.0,B9710,,,IN,O,AR,A,PC,6,6,6,6,1,1,1,6,1,36061,5602.0,15.0,A,A99,1996,A,A99Z,A99,0.0546677,10128.0,10128.0,5600.0,36061.0,,AR,1996,A51,199612,NY,10128.0,NEW YORK,A51,,,,A,AR,AR,PC,O,AR,A,IN,,A51,A
65441,136162576,1996,29043,0,0,0,157,0,0,0,2112,2112,31155,40868,627,0,0,10340,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955,,31155,A68Z,,WASHINGTON SQUARE ASSOCIATION MUSIC FUND,,11 WORTH ST,NEW YORK,NY,10013-2922,0.0,3,3.0,1200.0,195911.0,1.0,,5.0,13.0,0.0,10.0,12,,318.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A68,1996,A,A68Z,A68,0.749483,10013.0,10013.0,5600.0,36061.0,,AR,1996,A68,199612,NY,10013.0,NEW YORK,A68,,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
65445,136162659,1995,44688500,7923650,480118016,449316000,12610500,2524630,2567130,3163150,512528000,60645000,565139968,76526800,376382016,1931960,13808,384571008,462036000,80559200,85654800,0,0,0,0,0,0,205502,0,205502,0,0,4268040,719503,9527790,-376276,591927,S,108270000,A56Z,,AMERICAN MUSEUM OF NATURAL HISTORY,,CENTRAL PARK W AT 79TH ST,NEW YORK,NY,10024-0000,0.0,3,3.0,2000.0,194306.0,1.0,,1.0,13.0,0.0,10.0,6,,60.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,6,6,6,6,1,1,0,0,0,36061,5602.0,15.0,A,A56,1996,A,A56Z,A56,0.644651,10024.0,10024.0,5600.0,36061.0,,AR,1996,A56,199606,NY,10024.0,NEW YORK,A56,,,,A,AR,AR,PC,O,AR,A,IN,,A56,A
65448,136162648,1995,0,0,8603470,7915920,253109,0,0,0,8864640,948721,8864640,353150,7264580,0,0,6669010,7264580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8058,,948721,A6EI,,INSTITUTE OF MUSICAL ART,% JULLIARD SCHOOL,60 LINCOLN CTR PLZ,NEW YORK,NY,10023-6214,0.0,3,3.0,2000.0,192710.0,1.0,,1.0,13.0,0.0,10.0,6,JULLIARD SCHOOL,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,5,5,2,3,1,1,1,6,1,36061,5602.0,16.0,A,A6E,1996,A,A6EI,A6E,0.561712,10023.0,10023.0,5600.0,36061.0,,AR,1996,A6E,199606,NY,10023.0,NEW YORK,A11,,,,A,AR,AR,PC,S,ZA,,IN,,A11,A
65449,136161632,1995,493400,22898,242670,151667,33162,0,0,0,332114,180447,848412,335783,982949,0,0,706018,1005640,18227,22694,0,0,0,0,0,0,0,0,0,0,0,0,65803,14163,-24111,425,,630942,A68Z,A68J,LIEDERKRANZ FOUNDATION INC,,6 E 87TH ST,NEW YORK,NY,10128-0505,0.0,3,3.0,1000.0,195311.0,1.0,,1.0,13.0,0.0,10.0,6,,119.0,59.0,40.0,B9710,,,IN,O,AR,A,PC,4,3,2,3,1,1,1,6,1,36061,5602.0,16.0,A,A68,1996,A,A68Z,A68,0.407139,10128.0,10128.0,5600.0,36061.0,,AR,1996,A68,199606,NY,10128.0,NEW YORK,A68,,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
65452,133700657,1996,13500,0,0,0,63,1050,0,0,92357,92357,105857,104740,8979,4065,0,7862,8979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92294,0,0,,105857,A99Z,,SIXTEEN AS ONE MUSIC INC,% DOUGLAS PURVIANCE,1317 THIRD AVENUE NO 100,NEW YORK,NY,10021-2995,0.0,3,3.0,1000.0,199305.0,1.0,,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,6,1,36061,5602.0,16.0,A,A99,1996,A,A99Z,A99,0.605251,10021.0,10021.0,5600.0,36061.0,,AR,1996,A99,199612,NY,10021.0,NEW YORK,A68,,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
65453,133700857,1995,90191,0,0,0,0,0,0,0,102256,102256,192447,197026,-3170,0,1299,8559,-3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7150,0,3850,91256,,185297,A62Z,,HARMONIA DANCE INC,,98 RIVERSIDE DR,NEW YORK,NY,10024-5323,0.0,3,3.0,1000.0,199306.0,1.0,,1.0,13.0,0.0,1.0,6,PASCAL RIOULT DANCE THEATRE,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PF,0,2,2,2,0,0,1,6,0,36061,5602.0,4.0,A,A62,1996,A,A62Z,A62,0.432094,10024.0,10024.0,5600.0,36061.0,,AR,1996,A62,199606,NY,10024.0,NEW YORK,A62,,,,A,AR,AR,PF,O,AR,A,IN,,A62,A
65454,133703606,1996,2900,0,0,0,0,0,0,0,63127,63127,66027,67818,-47,12000,0,2776,14667,1032,14714,0,0,0,0,0,0,0,0,0,0,0,0,0,62806,0,321,,66027,A30Z,,CHINESE CULTURAL PROGRAMS INC,% WEN J SHIEH,6 E BROADWAY,NEW YORK,NY,10038-1014,0.0,3,3.0,1000.0,199304.0,1.0,,1.0,13.0,0.0,10.0,12,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,0,0,1,6,0,36061,5602.0,16.0,A,A30,1996,A,A30Z,A30,0.344719,10038.0,10038.0,5600.0,36061.0,,AR,1996,A30,199612,NY,10038.0,NEW YORK,A30,,,,A,AR,AR,PC,O,AR,A,IN,,A30,A
65458,133698896,1996,0,0,0,0,0,0,0,0,272423,272423,272423,272796,-10300,0,0,9241,6717,19168,17017,11967,0,0,0,0,0,0,0,0,0,0,0,0,272423,0,0,,272423,A6CZ,,KIT MC CLURE BIG BAND INC,,240 WEST 98TH STREET 6E,NEW YORK,NY,10025-5507,0.0,3,3.0,1000.0,199303.0,1.0,,1.0,13.0,0.0,10.0,12,,90.0,200.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,0,1,6,1,36061,5602.0,16.0,A,A6C,1996,A,A6CZ,A6C,0.843095,10025.0,10025.0,5600.0,36061.0,,AR,1996,A6C,199612,NY,10025.0,NEW YORK,A6C,,,,A,AR,AR,PC,O,AR,A,IN,,A6C,A
65459,133700405,1994,23533,0,0,0,0,0,0,0,22906,22906,46439,46177,-798,0,0,590,-545,1650,253,0,0,0,0,0,0,0,0,0,0,0,0,0,22906,0,0,,46439,A99Z,,NEW PERSPECTIVES THEATRE COMPANY INC,,750 8TH AVE STE 601,NEW YORK,NY,10036-7005,0.0,3,3.0,1000.0,199305.0,1.0,,1.0,13.0,0.0,10.0,5,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,0,1,1,1,1,0,1,6,1,36061,5602.0,15.0,A,A99,1995,A,A99Z,A99,0.525303,10036.0,10036.0,5600.0,36061.0,,AR,1995,A99,199505,NY,10036.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
65461,133699906,1996,34911,0,0,0,284,0,338,52,27927,27589,62838,65328,9983,0,0,12811,9983,0,0,9983,0,0,0,0,0,0,0,0,0,0,0,0,25034,2219,0,,62500,A68Z,,SHANDALEE MUSIC FESTIVAL,% DANIEL D STROUP,36 EAST 74TH STREET,NEW YORK,NY,10021-2735,0.0,3,3.0,1000.0,199401.0,1.0,,1.0,13.0,0.0,10.0,2,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A68,1997,A,A68Z,A68,0.910227,10021.0,10021.0,5600.0,36061.0,,AR,1997,A68,199702,NY,10021.0,NEW YORK,A68,,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
65464,133702133,1996,326839,0,0,0,1793,3165,0,0,1793,1793,328632,311400,144654,0,0,139077,169409,11655,24755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,328632,A30Z,,FRIENDS OF RADIO MARIA INC,,352 W 44TH ST,NEW YORK,NY,10036-5419,0.0,3,3.0,1000.0,199407.0,1.0,,1.0,13.0,0.0,10.0,12,RADIO MARIA,7.0,29.0,121.0,B9710,,,IN,O,AR,A,PC,2,2,2,2,1,1,1,6,1,36061,5602.0,15.0,A,A30,1996,A,A30Z,A30,0.05461080000000001,10036.0,10036.0,5600.0,36061.0,,AR,1996,A30,199612,NY,10036.0,NEW YORK,A30,,,,A,AR,AR,PC,O,AR,A,IN,,A30,A
65466,133625426,1996,1896420,0,5105410,5108670,505985,0,0,0,5613160,504497,7509580,2056670,12061100,139885,0,11836500,12679600,120744,618566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,,2400920,A32Z,,MANHATTAN COMMUNITY ACCESS CORPORATION,,110 E 23RD ST 10TH FLR,NEW YORK,NY,10010-4517,0.0,3,3.0,1000.0,199307.0,1.0,,1.0,13.0,0.0,10.0,12,MANHATTAN NEIGHBORHOOD NETWORK,121.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,6,5,4,4,1,1,1,6,1,36061,5602.0,15.0,A,A32,1996,A,A32Z,A32,0.7025060000000001,10010.0,10010.0,5600.0,36061.0,,AR,1996,A32,199612,NY,10010.0,NEW YORK,A32,,,,A,AR,AR,PC,O,AR,A,IN,,A32,A
65467,133622559,1994,128544,0,0,0,374,14991,0,0,374,374,128918,139891,15573,36000,0,29598,17073,3052,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,128918,A82Z,,LANDMARKS HARLEM INC,,127 W 127TH ST STE 428,NEW YORK,NY,10027-0000,0.0,3,3.0,1000.0,199202.0,1.0,,1.0,13.0,199512.0,10.0,12,,994.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,6,1,36061,5602.0,15.0,A,A82,1994,A,A82Z,A82,0.792726,10027.0,10027.0,5600.0,36061.0,,AR,1994,A82,199412,NY,10027.0,NEW YORK,A80,,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
65468,133625723,1994,36522,0,0,0,0,0,0,0,2333,2333,38855,31444,-2580,0,0,1186,2697,5040,5277,0,0,0,0,0,0,0,0,0,0,0,0,860,0,1473,0,,37995,A65Z,,CHAIN LIGHTNING THEATRE INC,,51 SPRING ST 12,NEW YORK,NY,10012-5729,0.0,3,3.0,1000.0,199208.0,1.0,,1.0,13.0,0.0,1.0,12,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PF,1,1,1,1,0,0,0,1,0,36061,5602.0,4.0,A,A65,1994,A,A65Z,A65,0.8561139999999999,10012.0,10012.0,5600.0,36061.0,,AR,1994,A65,199412,NY,10012.0,NEW YORK,A65,,,,A,AR,AR,PF,O,AR,A,IN,,A65,A
65470,133623815,1995,22000,0,0,0,113,0,0,0,67878,67878,89878,97049,48550,0,0,66224,56099,10503,7549,0,0,0,0,0,0,0,0,0,0,0,0,0,67765,0,0,,89878,A62Z,,GINA GIBNEY DANCE INC,% GINA GIBNEY,890 BROADWAY STUDIO 5 2,NEW YORK,NY,10003-0000,0.0,3,3.0,1000.0,199202.0,1.0,,1.0,13.0,0.0,10.0,6,,200.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A62,1996,A,A62Z,A62,0.9436190000000001,10003.0,10003.0,5600.0,36061.0,,AR,1996,A62,199606,NY,10003.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
65471,133624437,1996,29404,0,0,0,2535,0,0,0,119791,119791,149195,89390,59652,0,0,75978,61024,0,1372,0,0,0,0,0,0,0,0,0,0,0,0,78564,0,38692,0,,70631,A50Z,,SIR JOHN SOANES MUSEUM FOUNDATION,,25 W 52ND ST,NEW YORK,NY,10019-6101,0.0,3,3.0,1000.0,199110.0,1.0,,1.0,11.0,0.0,10.0,12,,60.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,1,1,1,1,0,1,0,36061,5602.0,15.0,A,A50,1996,A,A50Z,A50,0.0109159,10019.0,10019.0,5600.0,36061.0,,AR,1996,A11,199612,NY,10019.0,NEW YORK,A54,,,,A,AR,AR,PC,O,AR,A,IN,,A54,A
65473,133623337,1996,37753,0,0,0,0,0,0,0,49765,49765,87518,94473,-6780,0,0,0,-6780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49765,0,0,,87518,A65Z,,THEATRE STUDIO INC,,750 EIGHTH AVENUE SUITE 2,NEW YORK,NY,10036-7005,0.0,3,3.0,1000.0,199109.0,1.0,,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,0,1,1,1,0,0,1,6,0,36061,5602.0,15.0,A,A65,1996,A,A65Z,A65,0.08587180000000001,10036.0,10036.0,5600.0,36061.0,,AR,1996,A65,199612,NY,10036.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
65477,133624180,1995,51555,0,0,0,0,0,0,0,29513,29513,81068,88018,1229,0,0,8179,4287,0,3058,0,0,0,0,0,0,0,0,0,0,0,0,0,29513,0,0,,81068,A65Z,,WILLOW CABIN THEATRE COMPANY INC,CIRCLE IN THE SQUARE THEATER SCHL,226 W 47TH ST 2ND FLR,NEW YORK,NY,10036-1411,0.0,3,3.0,2000.0,199409.0,1.0,,1.0,13.0,0.0,10.0,5,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A65,1996,A,A65Z,A65,0.360268,10036.0,10036.0,5600.0,36061.0,,AR,1996,A65,199605,NY,10036.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
65506,136216919,1995,800701,0,0,0,86124,215321,0,0,17180700,17180700,17981400,17820200,2122550,216930,0,3781070,4275580,1798830,2153030,0,0,0,0,0,0,0,0,0,0,0,0,20864,16639300,0,434400,,17960500,A65Z,,THEATRE DEVELOPMENT FUND INC,,1501 BROADWAY,NEW YORK,NY,10036-5503,0.0,3,3.0,1200.0,196703.0,1.0,,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,4,6,6,6,1,1,1,6,1,36061,5602.0,16.0,A,A65,1996,A,A65Z,A65,0.367838,10036.0,10036.0,5600.0,36061.0,,AR,1996,A12,199606,NY,10036.0,NEW YORK,A12,60,,,A,AR,AR,PC,O,AR,A,IN,,A1260,A
65507,136216301,1995,110800,0,0,0,27,0,0,0,37880,37880,148680,150313,12379,0,0,15964,17925,1952,5546,0,0,0,0,0,0,0,0,0,0,0,0,0,37853,0,0,,148680,A65Z,,OTHER THEATER INC,% PERFORMING ARTSERVICES INC,260 W BROADWAY,NEW YORK,NY,10013-2259,0.0,3,3.0,2000.0,196706.0,1.0,,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,6,1,36061,5602.0,16.0,A,A65,1996,A,A65Z,A65,0.749058,10013.0,10013.0,5600.0,36061.0,,AR,1996,A65,199606,NY,10013.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
65509,136217087,1994,16807,0,0,0,0,7800,0,0,62348,62348,79155,69854,20835,0,0,11569,20909,35,74,0,0,0,0,0,0,0,0,0,0,0,0,0,62348,0,0,,79155,A6BZ,,ZAMIR CHORAL FOUNDATION INC,% PLANETARIUM STA,PO BOX 109 PLANETARIUM ST,NEW YORK,NY,10024-0109,0.0,3,3.0,1000.0,196704.0,1.0,,1.0,13.0,0.0,10.0,8,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,16.0,A,A6B,1995,A,A6BZ,A6B,0.961714,10024.0,10024.0,5600.0,36061.0,,AR,1995,A6B,199508,NY,10024.0,NEW YORK,A6B,,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A
65525,136219997,1995,672018,0,0,0,6045,35482,0,0,6045,6045,678063,625888,242166,65000,0,159061,291774,7070,49608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,678063,A68Z,B28Z,MUSIC OUTREACH-LEARNING THROUGH MUSIC INC,,677 W END AVE 1B,NEW YORK,NY,10025-7361,0.0,3,3.0,2000.0,196709.0,1.0,,1.0,13.0,0.0,10.0,6,PO BOX 2013,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,2,3,3,3,1,1,0,1,0,36061,5602.0,16.0,A,A68,1996,A,A68Z,A68,0.620212,10025.0,10025.0,5600.0,36061.0,,AR,1996,A6E,199606,NY,10025.0,NEW YORK,A6E,,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A
65526,136227423,1995,227910,3271,0,0,0,5159,0,0,113831,113831,345012,361930,1422880,0,0,1886730,1815770,446931,392889,1439800,0,0,0,0,0,0,0,0,0,0,0,0,80401,0,0,,345012,B77Z,A31Z,ANTHOLOGY FILM ARCHIVES,,32 SECOND AVE,NEW YORK,NY,10003-8631,0.0,3,3.0,2000.0,196709.0,1.0,,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,,IN,O,ED,B,PC,4,2,2,2,1,1,1,4,1,36061,5602.0,16.0,B,B77,1996,B,B77Z,B77,0.0504744,10003.0,10003.0,5600.0,36061.0,,ED,1996,B77,199606,NY,10003.0,NEW YORK,A50,,,,B,ED,ED,PC,O,ED,B,IN,,A50,A
65531,133706567,1996,29800,0,0,0,0,0,0,0,839,839,30639,30070,-3404,0,0,318,887,4291,4291,0,0,0,0,0,0,0,0,0,0,0,0,0,839,0,0,,30639,A30Z,,CARPE CANEM INC LTD,% SUSAN HASKINS,426 BROOME ST 5F,NEW YORK,NY,10013-3259,0.0,3,3.0,2000.0,199311.0,1.0,,1.0,13.0,199712.0,10.0,12,INSIDE BROADWAY,994.0,121.0,123.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,0,1,6,1,36061,5602.0,15.0,A,A30,1996,A,A30Z,A30,0.834678,10013.0,10013.0,5600.0,36061.0,,AR,1996,A30,199612,NY,10013.0,NEW YORK,A30,,,,A,AR,AR,PC,O,AR,A,IN,,A30,A
65535,133707375,1995,0,0,0,0,0,0,0,0,73374,73374,73374,20686,12296,0,0,15036,12296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55428,0,15049,2897,,17946,A6AZ,,MANHATTAN LYRIC OPERA INC,,42 E 71ST ST,NEW YORK,NY,10021-4936,0.0,3,0.0,1000.0,0.0,1.0,,1.0,13.0,0.0,10.0,8,OPERA MANHATTAN,0.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A6A,1996,A,A6AZ,A6A,0.56402,10021.0,10021.0,5600.0,36061.0,,AR,1996,A6A,199608,NY,10021.0,NEW YORK,A11,,,,A,AR,AR,PC,O,AR,A,IN,,A11,A
65545,133629588,1995,37803,0,0,0,0,0,0,0,12769,12769,50572,48040,1745,0,0,5000,1745,5787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12769,0,0,,50572,A6CZ,,REJOICENSEMBLE INC,,575 RIVERSIDE DR 51,NEW YORK,NY,10031-8545,0.0,3,3.0,2000.0,199302.0,1.0,,1.0,13.0,0.0,10.0,6,,89.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A6C,1996,A,A6CZ,A6C,0.888639,10031.0,10031.0,5600.0,36061.0,,AR,1996,A6C,199606,NY,10031.0,NEW YORK,A6C,,,,A,AR,AR,PC,O,AR,A,IN,,A6C,A
65546,133629477,1995,31762,0,0,0,0,0,0,0,12900,12900,44662,47876,9692,0,0,12907,9692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12900,0,0,,44662,A65Z,,SEASONED CITIZENS THEATRE CO INC,% STEVEN J SPIEGEL,40 W 68TH ST RM 210,NEW YORK,NY,10023-6005,0.0,3,3.0,1000.0,199202.0,1.0,,1.0,13.0,0.0,10.0,8,,8.0,575.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A65,1996,A,A65Z,A65,0.110773,10023.0,10023.0,5600.0,36061.0,,AR,1996,A65,199608,NY,10023.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
65551,133628466,1996,27258,0,0,0,51,0,0,0,27187,27187,54445,49130,2142,0,0,2116,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5289,5498,16349,0,,49156,A62Z,,NEO LABOS INC,,332 BLEECKER ST G9,NEW YORK,NY,10014-2980,0.0,3,3.0,1000.0,199111.0,1.0,,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A62,1996,A,A62Z,A62,0.600658,10014.0,10014.0,5600.0,36061.0,,AR,1996,A62,199612,NY,10014.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
