,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,epostcard,SOURCE,KeyID,VERIFY,GovGtEstimate,GovGtCode,GovGtYr,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,EmployEstimate,EmployCode,EmployYr
158350,133036349,SADLERS WELLS ASSOCIATION INC,,222 PARK AVE S APT 10A,NEW YORK,NY,10003-1507,10003.0,KRISTIN ELIASBERG,A62M,3,16.0,198008.0,1.0,12.0,602.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,242892,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,242898,242898,242898.0,0.0,0.0,0.0,0.0,236996,5902,,30061.0,35963,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30061.0,35963,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,1041866.0,0.0,0.0,0.0,443.0,1042309.0,1,core2011pc,201112.0,2011.0,93.0,268202.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,268223.0,251190.0,17033.0,0.0,0.0,0.0,0.0,93,133036349_201212_990,IN,,133036349201212,1330363492012,A1960,A,36061.0,5602.0,5600.0,A196,A,PC,O,AR,A,A,1,AR,AR,AR,0.31577,A,813219.0,-74.003035,40.731957,0,rtf2013_990_VER,242693,,0,c4,2006,242892,c4,2006,0,c4,2006,0,a,2012
158413,30611682,THE CENTER FOR COLLABORATIVE COMMUNICATION INC,,340 DECATUR ST,BROOKLYN,NY,11233-1803,11233.0,DIAN KILLIAN,P50,3,16.0,200806.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,4909,445018,640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1815,452382,452382,452382.0,123600.0,0.0,18314.0,0.0,454502,-2120,,49104.0,46124,0.0,0.0,0.0,0.0,0.0,3620.0,2760,0.0,0.0,45484.0,43364,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,40923.0,1186112.0,0.0,0.0,3153.0,1230188.0,1,core2011pc,201112.0,2011.0,93.0,3553.0,160033.0,0.0,735.0,0.0,0.0,0.0,0.0,0.0,5406.0,169727.0,258112.0,-88385.0,68935.0,59817.0,12281.0,0.0,93,030611682_201212_990,IN,,30611682201212,306116822012,A30,A,36047.0,5602.0,5600.0,A30,A,PC,O,AR,A,A,1,AR,AR,AR,0.8774299999999999,A,510000.0,-73.929536766,40.681422134,0,rtf2013_990_VER,242776,,538,ag,0,4323,ag,0,48,ag,0,15,ag,0
158549,200642440,CALPULLI MEXICAN DANCE COMPANY,,8009 35TH AVE APT E12,JACKSON HTS,NY,11372-4947,11372.0,TUAN CASTANO,A62,3,15.0,200411.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,71131,80753,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,151884,151884,151884.0,11265.0,69764.0,0.0,0.0,144744,7140,,66062.0,91189,0.0,0.0,0.0,0.0,0.0,0.0,17987,0.0,0.0,66062.0,73202,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,327487.0,705621.0,0.0,0.0,172.0,1033280.0,1,core2011pc,201112.0,2011.0,93.0,103728.0,54251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157979.0,125396.0,32583.0,11097.0,55215.0,0.0,0.0,93,200642440_201212_990,IN,,200642440201212,2006424402012,A62,A,36081.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.29836999999999997,A,711120.0,-73.886033,40.7517797,0,rtf2013_990_VER,242945,,14463,ar,0,55675,ar,0,993,ar,0,12,ar,0
158662,450573269,MAGNUM CULTURAL FOUNDATION,,547 W 27TH ST FL 4,NEW YORK,NY,10001-0000,10001.0,ASHER & ASSOCIATES PC,A40,3,15.0,200711.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,746255,0,859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,747114,747114,747114.0,0.0,0.0,48425.0,0.0,612495,134619,,760806.0,873825,0.0,0.0,0.0,0.0,0.0,43391.0,21791,0.0,0.0,717415.0,852034,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,2304762.0,0.0,0.0,0.0,859.0,2351504.0,1,core2011pc,201112.0,2011.0,93.0,715992.0,0.0,0.0,3374.0,0.0,0.0,0.0,0.0,0.0,1750.0,721116.0,646187.0,74929.0,0.0,23987.0,2374.0,0.0,93,450573269_201212_990,IN,,450573269201212,4505732692012,A1220,A,36061.0,5602.0,5600.0,A122,A,PC,S,ZB,A,A,1,AR,AR,AR,0.56619,B,813219.0,-73.993481953,40.745050935,0,rtf2013_990_VER,243091,,93910,ag,0,650864,ag,0,1481,ag,0,0,a,2012
158938,320081843,FOUNDATION FOR ITALIAN ART AND CULTURE,ACP INC,460 PARK AVENUE 11TH FLOOR,NEW YORK,NY,10022-1906,10022.0,,B99,3,15.0,200403.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,189698,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,189733,189733,189733.0,0.0,0.0,0.0,0.0,161467,28266,,320650.0,341568,0.0,0.0,0.0,0.0,0.0,16719.0,7000,0.0,0.0,303931.0,334568,N,0,0,0.0,0.0,7,1137668.0,0.0,0.0,882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201112.0,2011.0,93.0,235000.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,235029.0,119444.0,115585.0,0.0,0.0,0.0,0.0,93,320081843_201212_990,IN,,320081843201212,3200818432012,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.07012,A,710000.0,-73.9679,40.7582,0,rtf2013_990_VER,243481,,0,c4,2005,189698,c4,2005,0,c4,2005,0,a,2012
159444,271795539,HARBOR LIGHTS THEATER COMPANY INC,HARBOR LIGHTS,38 WESTERVELT AVE,STATEN ISLAND,NY,10301-1432,10301.0,DARREN M LEE,A60,3,15.0,201010.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,95730,166076,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,261806,261806,261806.0,0.0,0.0,0.0,0.0,256986,4820,,10402.0,52830,,0.0,,0.0,0.0,26478.0,64086,,0.0,-16076.0,-11256,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,135647.0,0.0,0.0,0.0,0.0,135647.0,1,rtf12pc_excl,201112.0,2011.0,92.0,39917.0,104455.0,0.0,0.0,,,0.0,0.0,0.0,0.0,144372.0,159791.0,-15419.0,,,,,93,271795539_201212_990,IN,,271795539201212,2717955392012,A65,A,36085.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.20213,A,711110.0,-74.086905,40.64658,0,rtf2013_990_VER,244138,,19465,ar,0,74928,ar,0,1337,ar,0,0,a,2012
159514,133039726,ISADORA DUNCAN FOUNDATION FOR CONTEMPORARY DANCE INC,,141 W 26TH ST APT 3,NEW YORK,NY,10001-6800,10001.0,,,3,16.0,198010.0,1.0,12.0,995.0,90.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,52109,57911,12127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355032.0,0.0,345482.0,0.0,9550.0,0,9550.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2725,134422,134422,479904.0,0.0,30382.0,879.0,0.0,139202,-4780,,455626.0,452808,,0.0,,0.0,0.0,8365.0,4036,,0.0,447261.0,448772,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,366714.0,344469.0,0.0,0.0,70636.0,781819.0,1,core2011pc,201112.0,2011.0,92.0,26035.0,73473.0,0.0,16538.0,,,4574.0,0.0,5345.0,0.0,125965.0,131525.0,-5560.0,,,,,93,133039726_201212_990,IN,,133039726201212,1330397262012,A62,A,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.7994399999999999,B,711120.0,-73.992728286,40.745589861,0,rtf2013_990_VER,244232,,6487,c4,2006,45622,c4,2006,0,c4,2006,5,ar,0
159623,133104688,NEW YORK CITY HISTORIC PROPERTIES FUND INC,,1 WHITEHALL ST FL 21,NEW YORK,NY,10004-2127,10004.0,,,3,15.0,198304.0,1.0,12.0,921.0,379.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,210167,188502,11705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490000.0,0.0,490000.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,11325,421699,421699,911699.0,0.0,0.0,0.0,0.0,459527,-37828,,8901089.0,8880507,0.0,0.0,800000.0,800000.0,0.0,869148.0,877888,0.0,0.0,8031941.0,8002619,N,0,0,0.0,0.0,7,1054544.0,0.0,0.0,186271.0,882590.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201112.0,2011.0,93.0,226234.0,189258.0,0.0,17411.0,0.0,0.0,0.0,0.0,0.0,0.0,432903.0,423499.0,9404.0,0.0,0.0,0.0,0.0,93,133104688_201212_990,IN,,133104688201212,1331046882012,A80,A,36061.0,5602.0,5600.0,A80,A,PC,O,AR,A,A,1,AR,AR,AR,0.16808,A,712120.0,-74.01318,40.70452903,0,rtf2013_990_VER,244375,,101688,c4,2006,108479,c4,2006,0,c4,2006,0,a,2012
159813,222963854,KUNQU SOCIETY INC,,19936 24TH AVE,WHITESTONE,NY,11357-4126,11357.0,,A200,3,15.0,199102.0,1.0,6.0,88.0,90.0,123.0,3.0,2.0,1.0,1.0,10.0,0.0,201306,2013,2012,2012,3.0,90828,23480,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1077,0,1077,0,115552,115552,115552.0,10633.0,35448.0,943.0,0.0,126290,-10738,,97429.0,88681,0.0,0.0,0.0,0.0,0.0,0.0,1990,0.0,0.0,97429.0,86691,N,0,0,0.0,0.0,7,322340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201206.0,2012.0,93.0,130080.0,12740.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.0,0.0,144390.0,77924.0,66466.0,1000.0,44691.0,949.0,0.0,93,222963854_201306_990,IN,,222963854201306,2229638542013,A24,A,36081.0,5602.0,5600.0,A24,A,PC,O,AR,A,A,1,AR,AR,AR,0.6818,A,,-73.791816,40.774858,0,rtf2013_990_VER,244616,,4983,ar,0,83870,ar,0,1975,ar,0,6,ag,0
160030,450583417,MUSIC FORWARD,,1275 PROSPECT AVENUE 1,BROOKLYN,NY,11218-1355,11218.0,ERIC JACOBSEN,A6C,3,15.0,200903.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,359018,568206,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,93192.0,25423.0,67769.0,0.0,0.0,0.0,93192,25423,67769,0,0,0,0,995023,995023,1020446.0,0.0,96041.0,7783.0,0.0,950769,44254,,83924.0,108455,0.0,0.0,0.0,0.0,0.0,19367.0,8644,0.0,0.0,64557.0,99811,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,802960.0,1468412.0,0.0,0.0,0.0,2271372.0,1,core2011pc,201112.0,2011.0,93.0,197875.0,199871.0,0.0,18.0,0.0,0.0,0.0,24299.0,0.0,0.0,422063.0,356875.0,65188.0,0.0,46175.0,4228.0,0.0,93,450583417_201212_990,IN,,450583417201212,4505834172012,A68,A,36047.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.5313899999999999,A,711130.0,-73.993295172,40.682846088000005,0,rtf2013_990_VER,244897,,45180,ag,0,313126,ag,0,712,ag,0,8,ag,0
160468,112508369,COLONIAL FARMHOUSE RESTORATION SOCIETY OF BELLEROSE INC,,7350 LITTLE NECK PKWY,FLORAL PARK,NY,11004-1129,11004.0,,,3,15.0,197911.0,1.0,6.0,60.0,119.0,249.0,3.0,1.0,1.0,1.0,10.0,0.0,201306,2013,2012,2012,3.0,402509,2027992,952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,507305,77861,429444,0,2860897,2860897,2938758.0,0.0,1285497.0,125918.0,0.0,2787186,73711,,1601174.0,1665892,0.0,0.0,0.0,0.0,0.0,49870.0,51737,0.0,0.0,1551304.0,1614155,Y,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,1979249.0,11631214.0,0.0,0.0,13305.0,13623768.0,1,core2011pc,201206.0,2012.0,93.0,380388.0,2020731.0,0.0,2006.0,0.0,0.0,0.0,0.0,402539.0,0.0,2805664.0,2764142.0,41522.0,0.0,1275868.0,129369.0,0.0,93,112508369_201306_990,IN,,112508369201306,1125083692013,A82,A,36081.0,5602.0,5600.0,A82,A,PC,O,AR,A,A,1,AR,AR,AR,0.33607,A,,-73.718775,40.747215000000004,0,rtf2013_990_VER,245472,,0,o4,2006,402509,o4,2006,0,o4,2006,61,av,0
160514,131978163,FOUNDATION FOR CONTEMPORARY ARTS INC,,820 GREENWICH STREET,NEW YORK,NY,10014-5137,10014.0,,A60J,3,15.0,199912.0,1.0,12.0,602.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,1603049,0,512375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205861.0,219630.0,1188148.0,219630.0,17713.0,0,17713.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,956,2134093,2134093,3541871.0,174219.0,101554.0,15407.0,0.0,1225361,908732,,14051316.0,16549287,0.0,0.0,0.0,0.0,0.0,406915.0,884830,0.0,0.0,13644401.0,15664457,N,0,0,0.0,0.0,7,7995696.0,0.0,0.0,1602398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201112.0,2011.0,93.0,3159969.0,0.0,0.0,318350.0,0.0,3531.0,0.0,0.0,0.0,19917.0,3501767.0,1211411.0,2290356.0,164301.0,121879.0,17710.0,0.0,93,131978163_201212_990,IN,,131978163201212,1319781632012,A1260,A,36061.0,5602.0,5600.0,A126,A,PC,S,ZB,A,A,1,AR,AR,AR,0.6551600000000001,A,813219.0,-74.006345971,40.738853773,0,rtf2013_990_VER,245542,,0,c4,2005,1603049,c4,2005,0,c4,2005,8,ar,0
160662,136169167,RUSSIAN NOBILITY ASSOCIATION IN AMERICA INCORPORATED,,283 LEXINGTON AVE,NEW YORK,NY,10016-3540,10016.0,,N50Z,3,16.0,195311.0,1.0,12.0,927.0,160.0,62.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,64243,24209,11843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336176.0,0.0,366274.0,132632.0,-30098.0,-132632,-162730.0,147883.0,115090.0,32793.0,0.0,0.0,0.0,147883,115090,32793,0,0,0,0,-29642,-29642,584354.0,0.0,0.0,0.0,0.0,150331,-179973,,1133729.0,941365,0.0,0.0,0.0,0.0,0.0,12391.0,0,0.0,0.0,1121338.0,941365,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,277592.0,693208.0,0.0,0.0,98921.0,1090721.0,1,core2011pc,201112.0,2011.0,93.0,60190.0,-533.0,0.0,21961.0,3000.0,50805.0,-226338.0,5950.0,0.0,0.0,-84965.0,113258.0,-198223.0,0.0,0.0,0.0,0.0,93,136169167_201212_990,IN,,136169167201212,1361691672012,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.5604,A,710000.0,-73.964808933,40.756232567,0,rtf2013_990_VER,245746,,0,c4,2005,64243,c4,2005,0,c4,2005,0,a,2012
160803,133585408,MUSEUM OF ARTS AND DESIGN,,40 W 53RD ST,NEW YORK,NY,10019-1800,10019.0,ROBERT SALEMO,A510,3,15.0,199202.0,1.0,12.0,60.0,119.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,8024411,1446545,384505,0.0,0.0,805366.0,0.0,805366.0,0.0,0.0,0.0,805366.0,0.0,805366.0,6468812.0,0.0,6788336.0,0.0,-319524.0,0,-319524.0,317037.0,317037.0,0.0,0.0,0.0,0.0,317037,317037,0,2970763,1435762,1535001,22727,11899031,11899031,20440166.0,926328.0,2913714.0,306306.0,135896.0,14106326,-2207295,,100052871.0,96421744,0.0,0.0,9903898.0,7826323.0,0.0,10770519.0,8568705,0.0,0.0,89282352.0,87853039,N,0,0,0.0,0.0,7,67032505.0,0.0,0.0,4489384.0,15939971.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201112.0,2011.0,93.0,9908635.0,1073733.0,0.0,448457.0,738157.0,61381.0,0.0,0.0,1651166.0,11411.0,13892940.0,13444206.0,448734.0,479867.0,3340088.0,321329.0,60251.0,93,133585408_201212_990,IN,,133585408201212,1335854082012,A51,A,36061.0,5602.0,5600.0,A51,A,PC,O,AR,A,A,1,AR,AR,AR,0.8207899999999999,A,712110.0,-73.97731,40.761098,0,rtf2013_990_VER,245937,,347099,s1,2011,7677312,s1,2011,0,s1,2011,101,s1,2011
160872,133459846,LET MY CHILDREN HEAR MUSIC INC,CHARLES MINGUS INSTITUTE,484 W 43RD ST APT 43S,NEW YORK,NY,10036-6327,10036.0,THE CHARLES MINGUS INSTITUTE,,3,15.0,198806.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,20.0,0.0,201212,2012,2012,2012,3.0,20000,20067,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40067,40067,40067.0,0.0,0.0,0.0,0.0,32212,7855,,31780.0,39635,0.0,0.0,0.0,0.0,0.0,0.0,0,31780.0,0.0,0.0,39635,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,64429.0,67954.0,0.0,0.0,605.0,132988.0,1,rtf2013_990,201112.0,2011.0,93.0,0.0,60580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60580.0,67543.0,-6963.0,0.0,0.0,0.0,0.0,93,133459846_201212_990,IN,,133459846201212,1334598462012,A6E,A,36061.0,5602.0,5600.0,A6E,A,PC,O,AR,A,A,1,AR,AR,AR,0.69095,A,611610.0,-73.99474659999998,40.760197844000004,0,rtf2013_990_VER,246026,,4067,ar,0,15654,ar,0,279,ar,0,0,a,2012
160991,320087978,GOLANDSKY INSTITUTE,,220 W 93RD ST APT 10A,NEW YORK,NY,10025-7425,10025.0,EDNA GOLANDSKY,A60,3,16.0,200402.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,131992,181336,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14070,2648,11422,437,325187,325187,327835.0,23489.0,11170.0,1419.0,0.0,242517,82670,,89391.0,172353,0.0,0.0,0.0,0.0,0.0,8222.0,8514,0.0,0.0,81169.0,163839,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,313229.0,891182.0,0.0,0.0,462.0,1268365.0,1,core2011pc,201112.0,2011.0,93.0,66334.0,160883.0,0.0,0.0,0.0,0.0,0.0,0.0,7669.0,50.0,234936.0,190642.0,44294.0,15338.0,0.0,1173.0,0.0,93,320087978_201212_990,IN,,320087978201212,3200879782012,A6E,A,36061.0,5602.0,5600.0,A6E,A,PC,O,AR,A,A,1,AR,AR,AR,0.72926,B,611610.0,-73.972475033,40.792338361999995,0,rtf2013_990_VER,246175,,0,c4,2006,131992,c4,2006,0,c4,2006,5,ar,0
161177,133857105,ITHAKA HARBORS INC,,151 EAST 61ST STREET 5TH FL,NEW YORK,NY,10065-8112,10065.0,CHRIS VANACORE,V30,3,16.0,199601.0,1.0,12.0,995.0,119.0,149.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,2543714,63434221,4626599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,845579,71450113,71450113,71450113.0,2803407.0,20086516.0,1496730.0,0.0,72909006,-1458893,,108776883.0,129777446,0.0,0.0,0.0,10000000.0,0.0,40912505.0,56144758,67864378.0,0.0,0.0,73632688,Y,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,5839301.0,262205813.0,0.0,0.0,16810398.0,290100028.0,1,rtf2013_990,201112.0,2011.0,93.0,988956.0,57927553.0,0.0,4025345.0,0.0,73137.0,0.0,0.0,0.0,1184358.0,64199349.0,64132851.0,66498.0,2825700.0,17316082.0,1361756.0,0.0,93,133857105_201212_990,IN,,133857105201212,1338571052012,A33,A,36061.0,5602.0,5600.0,A33,A,PC,O,AR,A,A,1,AR,AR,AR,0.59078,A,511100.0,-73.967191165,40.763526664000004,0,rtf2013_990_VER,246402,,127327,s1,2011,2416387,s1,2011,0,s1,2011,227,s1,2011
161400,133643611,MUSE FILM AND TELEVISION,,1 EAST 53RD STREET,NEW YORK,NY,10022-4200,10022.0,PROGRAM OF ART ON FILM,A99Z,3,15.0,199208.0,1.0,12.0,119.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,97383,0,5451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,131757.0,36335.0,95422.0,0.0,0.0,0.0,131757,36335,95422,0,0,0,90779,289035,289035,325370.0,69602.0,0.0,16568.0,0.0,216509,72526,,257372.0,324560,0.0,0.0,0.0,0.0,0.0,176157.0,170819,0.0,0.0,81215.0,153741,N,0,0,0.0,0.0,7,1339442.0,0.0,0.0,11708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201112.0,2011.0,93.0,257548.0,0.0,0.0,26.0,0.0,0.0,0.0,106233.0,0.0,8617.0,372424.0,383909.0,-11485.0,66000.0,0.0,15837.0,0.0,93,133643611_201212_990,IN,,133643611201212,1336436112012,A31,A,36061.0,5602.0,5600.0,A31,A,PC,O,AR,A,A,1,AR,AR,AR,0.33563000000000004,A,512110.0,-73.9759929,40.760557500000004,0,rtf2013_990_VER,246719,,0,c4,2005,97383,c4,2005,0,c4,2005,8,ag,0
161629,161615583,CINEMA TROPICAL INC,,611 BROADWAY STE 386,NEW YORK,NY,10012-2608,10012.0,CARLOS GUTIERREZ,A31,3,16.0,200310.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201306,2013,2012,2012,3.0,58529,55646,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1000.0,7242.0,-6242.0,0.0,0.0,0.0,1000,7242,-6242,0,0,0,0,107933,107933,115175.0,38500.0,6496.0,3095.0,0.0,102193,5740,,7716.0,19690,0.0,0.0,0.0,0.0,0.0,1612.0,7846,6104.0,11844.0,6104.0,11844,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,202927.0,302397.0,0.0,0.0,0.0,505324.0,1,core2011pc,201206.0,2012.0,93.0,55236.0,53506.0,0.0,0.0,0.0,0.0,0.0,-3543.0,0.0,0.0,105199.0,101259.0,3940.0,36100.0,6050.0,3044.0,0.0,93,161615583_201306_990,IN,,161615583201306,1616155832013,A31,A,36061.0,5602.0,5600.0,A31,A,PC,O,AR,A,A,1,AR,AR,AR,0.72122,A,512110.0,-73.9968311,40.725597799999996,0,rtf2013_990_VER,247045,,37732,c4,2007,20797,c4,2007,0,c4,2007,5,ag,0
