,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P6INVTAX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,randnum,nteeConf,LEVEL1,LEVEL2,LEVEL3,LEVEL4,stateOld1,zip5Old1,cityOld1,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
7547,133573737,200012,2000,200141.0,29491265009151.0,A23Z,N,Y,0.0,1.0,2000,3.0,2.0,4.0,3,92,193879,85,0,0,0,0,0,26400,0,193964,190217,3747,185569,0,0,0,11883,0,0,0,0,7000,11883,0,585,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,190217,0,185569,0,0,0,0,0,11883,0,4883,0,0,0,0,0,0,0,0,0,0,11873,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10003.0,FINNISH FOUNDATION FOR VISUAL ARTS INC,% CHRISTY & VIENER,799 BROADWAY RM 527,NEW YORK,NY,10003-6811,0.0,3.0,1.0,199011.0,1.0,4.0,92.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A23,A,A,IN,,1,AR,AR,AR,0.276553,N,PF,O,AR,A,NY,10003.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A23,A
7582,133591085,200012,2000,200128.0,29491167114011.0,A42Z,N,Y,0.0,1.0,2000,3.0,5.0,0.0,3,91,0,11268,0,0,-803347,0,3850,0,0,-788229,97069,-885298,59469,0,0,0,564597,0,0,0,0,36000,564597,0,8373,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,15118,15118,97069,97069,59469,97069,97069,0,335000,0,564597,0,528597,0,0,0,0,0,0,0,0,0,0,170000,8373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016.0,LISETTE MODEL FOUNDATION INC,% BLUM GERSEN AND WOOD ESQ,270 MADISON AVE,NEW YORK,NY,10016-0601,0.0,3.0,1.0,199604.0,1.0,4.0,91.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A40,A,A,IN,,1,AR,AR,AR,0.293414,N,PF,O,AR,A,NY,10016.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A40,A
7593,133593900,200012,2000,200131.0,29491132125241.0,A99Z,N,Y,0.0,20.0,2000,3.0,1.0,1.0,3,123,0,204,0,0,0,0,0,0,10678,204,10848,-10644,10515,204,2,0,1,0,0,0,0,0,1,0,425,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,8638,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10112.0,SOVIET BUSINESS AND COMMERCIAL LAW EDUCATION FOUNDATION INC,% EUGENE R SULLICAN ESQ CHADBOURNE,30 ROCKEFELLER PLAZA,NEW YORK,NY,10112-0002,0.0,3.0,1.0,199102.0,1.0,4.0,123.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.825149,N,PF,O,AR,A,NY,10112.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,B11,B
7622,133602467,199912,1999,200104.0,29491006094171.0,B99,N,N,0.0,1.0,1999,3.0,4.0,2.0,3,0,20000,0,0,0,0,0,2600,0,0,22600,6147,16453,0,0,0,0,106514,0,0,0,0,1209850,106514,5225,5225,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,6147,0,0,0,0,913,0,81000,106514,0,-1103336,0,0,0,0,0,0,0,0,0,0,106097,5225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10003.0,NEW YORK KUNSTHALLE INC,E KERLIN,210 E 5TH ST,NEW YORK,NY,10003-8501,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.8382879999999999,C,PF,O,AR,A,NY,10003.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A1951,A
7668,133626986,200106,2001,200150.0,29491328006041.0,,N,Y,0.0,1.0,2000,3.0,3.0,0.0,3,998,0,0,0,0,0,0,0,0,12000,0,12376,-12376,12000,0,0,0,43830,0,0,0,0,0,43830,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,376,0,0,0,0,2155,0,0,43830,0,43830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10020.0,FRIENDS OF LOUISIANA MUSEUM OF MODERN ART IN DENMARK INC,% ROSE & BOXER,620 FIFTH AVE STE 314,NEW YORK,NY,10020-2402,0.0,3.0,1.0,199201.0,1.0,4.0,998.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,36061.0,5602.0,5600.0,A11,A,A,IN,,1,AR,AR,AR,0.5798439999999999,N,PF,S,ZA,A,NY,10020.0,NEW YORK,core2000pf_ver1,PF,S,ZA,A,IN,,A1151,A
7737,133646023,200012,2000,200140.0,29491258019151.0,A77P,N,Y,0.0,1.0,2000,3.0,3.0,4.0,3,200,486303,631,0,0,0,0,0,0,483388,486934,543532,-56598,543532,0,0,0,27979,0,0,0,0,0,27979,1691,1691,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,60144,0,60144,0,0,27979,0,0,27979,0,27979,0,0,0,0,0,0,0,0,0,0,34338,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11218.0,FRIENDS OF OHEL MOSHE INSTITUTE INC,% CHAVA GINSBURG,394 E 5TH ST,BROOKLYN,NY,11218-4005,0.0,3.0,1.0,199411.0,1.0,4.0,200.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,36047.0,5602.0,5600.0,A19,A,A,IN,,1,AR,AR,AR,0.222034,N,PF,O,AR,A,NY,11218.0,BROOKLYN,core2000pf_ver1,PF,S,AR,A,IN,,A19,A
7788,133674360,199912,1999,200103.0,29491365083100.0,,N,Y,0.0,1.0,1999,3.0,8.0,6.0,3,90,0,0,417719,0,0,0,1708450,87642,0,2126169,1105664,1020505,903340,381820,7636,417764,18814792,0,13809578,0,13809578,0,18814792,903340,832226,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,0,0,460698,417764,1105664,78878,903340,78878,0,0,0,0,18814792,0,18814792,7636,0,0,10575,0,75000,0,0,-77939,77939,16897994,824590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016.0,CIVITELLA RANIERI FOUNDATION,% GERALD E RUPP TTEE,10 E 40TH ST STE 3807,NEW YORK,NY,10016-0301,0.0,3.0,1.0,199302.0,1.0,4.0,90.0,62.0,93.0,2.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A20,A,A,IN,,1,AR,AR,AR,0.259779,C,PF,O,AR,A,NY,10016.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A20,A
7819,133685295,200012,2000,200142.0,29491265104011.0,A40Z,N,Y,0.0,1.0,2000,3.0,1.0,1.0,3,91,6543,0,0,0,0,0,0,0,0,6543,5991,552,0,0,0,0,627,0,0,0,0,0,627,0,17,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,5991,0,0,0,0,627,0,0,627,0,627,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10163.0,CENTER FOR ART AND EARTH INC,% BARBARA R PETERSEN,PO BOX 4402,NEW YORK,NY,10163-4402,0.0,3.0,1.0,199506.0,1.0,4.0,91.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A20,A,A,IN,,1,AR,AR,AR,0.74774,N,PF,O,AR,A,NY,10163.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A20,A
7821,133685701,200012,2000,200137.0,29491237025201.0,A60Z,N,Y,0.0,1.0,2000,3.0,4.0,5.0,3,90,0,0,0,0,0,191751,0,66000,0,191751,199845,-8094,0,0,0,191751,162863,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,312602,0,191751,199845,0,0,0,0,127819,0,0,0,0,162863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,LIVING ARTS INC,% PETER KLEIN,250 W 57TH ST,NEW YORK,NY,10019-3741,0.0,3.0,1.0,199305.0,1.0,4.0,90.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A26,A,A,IN,,1,AR,AR,AR,0.844385,N,PF,O,AR,A,NY,10019.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A26,A
7840,133693565,200006,2000,200130.0,29491174041191.0,,N,Y,0.0,1.0,1999,3.0,4.0,6.0,3,994,606655,1600,2302,769457,0,-643237,0,0,0,736777,115598,621179,79453,769167,7692,0,401566,0,0,0,0,47476,531228,0,25475,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,646393,773359,-639335,115598,4192,79453,4192,31953,154826,0,169899,531228,0,354090,7692,0,0,0,0,0,0,0,7692,0,517258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10013.0,CROWING ROOSTER ARTS INC,,180 W BROADWAY RM 302,NEW YORK,NY,10013-2906,0.0,3.0,1.0,199306.0,1.0,4.0,994.0,122.0,0.0,1.0,13.0,199706.0,1.0,6,,36061.0,5602.0,5600.0,A20,A,A,IN,,1,AR,AR,AR,0.682357,N,PF,O,AR,A,NY,10013.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A20,A
7899,133719303,200003,2000,200103.0,29491006009141.0,A75Z,N,Y,0.0,1.0,1999,2.0,1.0,0.0,3,914,1000,0,0,0,-1052,0,0,0,0,-52,2051,-2103,0,0,0,0,723,0,0,0,0,27836,723,0,55,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,2051,0,0,0,0,188,0,0,723,0,-27113,0,0,0,0,0,0,0,0,0,0,1122,0,1,0,0,0,1,0,30083,28305,28179,86567,1,0,0,0,1,0,0,0,0,0,37,134,210,210,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,KAWAMURA CULTURAL FOUNDATION INC,% KISO & TANAKA,675 3RD AVE STE 3008,NEW YORK,NY,10017-5704,0.0,3.0,2.0,199504.0,1.0,3.0,914.0,119.0,0.0,1.0,13.0,0.0,1.0,3,,36061.0,5602.0,5600.0,A70,A,A,IN,,1,AR,AR,AR,0.9661629999999999,N,PF,O,AR,A,NY,10017.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A1220,A
7988,133747492,200006,2000,200118.0,29491062046031.0,A20J,N,Y,0.0,1.0,1999,3.0,1.0,1.0,3,994,0,40,0,0,0,0,0,0,0,40,17776,-17736,0,40,1,40,2461,0,0,0,0,69835,2461,0,258,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,40,40,17776,0,0,0,0,2461,0,0,2461,0,-67374,1,0,0,0,0,0,0,0,1,0,5234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,INTERNATIONAL CENTER OF DESIGN ART TO GOD TO THE WORLD AND TO MAN INC,% WOLF POPPER LLP,845 3RD AVE,NEW YORK,NY,10022-6601,0.0,3.0,1.0,199505.0,1.0,4.0,994.0,119.0,63.0,1.0,13.0,0.0,1.0,6,,36061.0,5602.0,5600.0,A12,A,A,IN,,1,AR,AR,AR,0.119057,N,PF,S,ZB,A,NY,10022.0,NEW YORK,core2000pf_ver1,PF,S,ZB,A,IN,,A20,A
8087,133781874,200012,2000,200146.0,29491300006201.0,A51Z,N,Y,0.0,1.0,2000,3.0,4.0,2.0,3,60,1000,384,12321,0,-1185,0,0,0,0,12520,41425,-28905,40225,11505,115,0,167983,0,0,0,0,0,173060,0,9034,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,12705,0,41425,1200,40225,1200,0,4042,0,147757,173059,0,167983,115,0,0,250,0,0,0,0,-135,135,183425,8919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005.0,COBY FOUNDATION LTD,MILBANK TWEED HADLEY & MCCLOY,1 CHASE MANHATTAN PLZ,NEW YORK,NY,10005-1401,0.0,3.0,1.0,199503.0,1.0,4.0,60.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A51,A,A,IN,,1,AR,AR,AR,0.316629,N,PF,O,AR,A,NY,10005.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A51,A
8093,133783618,200012,2000,200138.0,29491244038011.0,A65Z,N,Y,0.0,1.0,2000,3.0,1.0,1.0,3,994,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10036.0,WORLD CITY PICTURES INC,,520 W 43RD ST 5L,NEW YORK,NY,10036-4345,0.0,3.0,1.0,199601.0,1.0,4.0,994.0,92.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A65,A,A,IN,,1,AR,AR,AR,0.486178,N,PF,O,AR,A,NY,10036.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A65,A
8119,133794021,200012,2000,200131.0,29491132189071.0,A60Z,N,Y,0.0,1.0,2000,3.0,1.0,1.0,3,602,0,330,0,0,0,0,0,0,0,330,0,330,0,330,7,330,4029,0,0,0,0,0,4029,0,193,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,330,330,0,0,0,0,0,0,0,0,4029,0,4029,7,0,0,0,0,0,0,0,7,0,3910,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10314.0,GOTTLIEB-SCHWARTZ FAMILY FOUNDATION INC,% WEISS & COMPANY,724 COLLFIELD AVE,STATEN ISLAND,NY,10314-4253,0.0,3.0,1.0,199505.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36085.0,5602.0,5600.0,A60,A,A,IN,,1,AR,AR,AR,0.40921599999999997,N,PF,O,AR,A,NY,10314.0,STATEN ISLAND,core2000pf_ver1,PF,S,AR,A,IN,,A60,A
8124,133795322,200007,2000,200105.0,29491006119181.0,A40Z,N,Y,0.0,1.0,1999,3.0,1.0,0.0,3,994,0,0,0,0,0,0,0,0,0,0,8270,-8270,8270,0,0,0,1,0,0,0,0,0,8270,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,8270,0,8270,0,0,0,0,0,8270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10003.0,INTERNATIONAL SOCIETY FOR CONSCIOUSNESS AND THE ARTS,% NINA REZNICK,28 E 10TH ST APT 12L,NEW YORK,NY,10003-6214,0.0,3.0,1.0,199509.0,1.0,4.0,994.0,123.0,0.0,1.0,11.0,0.0,1.0,7,,36061.0,5602.0,5600.0,A40,A,A,IN,,1,AR,AR,AR,0.889882,N,PF,O,AR,A,NY,10003.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A03,A
8126,133795843,200009,2000,200118.0,29491062037211.0,A51Z,N,Y,0.0,1.0,1999,2.0,4.0,3.0,3,559,41000,13972,0,0,0,0,39101,0,0,94073,2345,91728,1300,53073,531,53073,442182,0,0,0,0,0,659969,0,23222,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,53073,53073,2345,0,1300,0,0,34889,0,204042,659969,0,442182,531,0,0,0,0,0,0,0,531,0,471520,0,23222,21364,21319,20560,86465,62050,53256,31850,29425,176581,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15481,14243,14213,13707,57644,0,0,0,0,0,0,0,0,0,0,10118.0,DEANE & SUSAN PENN ART FOUNDATION INC,% WOLLIN,350 FIFTH AVE STE 2822,NEW YORK,NY,10118-2899,0.0,3.0,1.0,199507.0,1.0,3.0,559.0,0.0,0.0,1.0,13.0,0.0,1.0,9,,36061.0,5602.0,5600.0,A51,A,A,IN,,1,AR,AR,AR,0.0950655,N,PF,O,AR,A,NY,10118.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A12,A
8131,133797072,200012,2000,200121.0,29491125025131.0,A70Z,N,Y,0.0,1.0,2000,3.0,2.0,2.0,3,124,14500,91,0,0,0,0,0,0,0,14591,15581,-990,15205,11,0,91,22738,0,20954,0,20954,0,3034,0,380,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,91,91,15581,80,15205,80,0,0,0,0,3034,0,22738,0,0,0,0,0,0,0,0,0,0,7717,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10035.0,KAUFMANN-MARX FOUNDATION FOR TRANSATLANTIC CHRISTIAN-JEWISH DIA,% CARIN DRECHSLER-MARX,77 E 12TH ST STE 20 E,NEW YORK,NY,10035-0000,0.0,3.0,1.0,199503.0,1.0,4.0,124.0,123.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A70,A,A,IN,,1,AR,AR,AR,0.05488099999999999,N,PF,O,AR,A,NY,10035.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,X20,X
8197,133801734,200006,2000,200115.0,29491027002011.0,A99Z,N,Y,0.0,1.0,1999,3.0,4.0,2.0,3,119,0,10519,0,0,0,0,375,0,0,10894,885,10009,885,10519,210,10519,346387,0,0,0,0,0,338295,11045,14564,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,10519,10519,885,0,885,0,0,641,0,99255,338295,0,346387,210,0,0,0,0,0,0,0,210,0,295716,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10024.0,HARRY M STEVENS FAMILY FOUNDATION INC,% WILLIAM M HUNT,186 RIVERSIDE DR APT 16D,NEW YORK,NY,10024-1007,0.0,3.0,1.0,199601.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.143586,N,PF,O,AR,A,NY,10024.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A99,A
8199,133802490,200012,2000,200143.0,29491237011071.0,A76Z,N,Y,0.0,1.0,2000,2.0,4.0,4.0,3,93,478632,976,0,0,0,0,14595,9935,246002,494203,585086,-90883,246002,976,20,0,227644,0,0,0,0,8407,133665,0,2531,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,976,15571,339084,0,0,0,26444,69302,0,0,133665,0,219237,20,0,0,1,0,0,0,0,19,0,51400,0,1,1034,0,0,1034,246002,363797,140003,178817,928619,230996,317667,292515,243450,1084628,0,129825,15000,10000,154825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,FOUNDATION FOR HELLENIC CULTURE INC,% GREGORY A SIORIS,7 W 57TH ST,NEW YORK,NY,10019-3402,0.0,3.0,1.0,199504.0,1.0,3.0,93.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A70,A,A,IN,,1,AR,AR,AR,0.314527,N,PF,O,AR,A,NY,10019.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A12,A
8215,133809561,200012,2000,200151.0,29491328114011.0,A50Z,N,Y,0.0,1.0,2000,3.0,5.0,5.0,3,90,685973,1347,29903,30,0,0,10,0,0,717263,57790,659473,48110,31140,623,31110,713100,0,48037,0,48037,0,712948,0,27682,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,31290,31260,57790,150,48110,150,150,0,0,0,712948,0,713100,623,0,0,0,0,675,0,0,-52,52,562069,27059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10025.0,ARTUR BALSAM FOUNDATION FOR CHAMBER MUSIC,% MOSHE MIRSKY,825 W END AVE 2C,NEW YORK,NY,10025-5349,0.0,3.0,1.0,199505.0,1.0,4.0,90.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A50,A,A,IN,,1,AR,AR,AR,0.343568,N,PF,O,AR,A,NY,10025.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A6C,A
8219,133811670,200012,2000,200141.0,29491202071211.0,A76Z,N,Y,0.0,1.0,2000,3.0,1.0,1.0,3,995,4785,0,0,0,0,0,0,0,0,4785,0,4785,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016.0,HAPPY ORGANIZATION,% DAN PEYTON,240 E 35TH ST 11A,NEW YORK,NY,10016-4220,0.0,3.0,1.0,199510.0,1.0,16.0,995.0,92.0,0.0,5.0,13.0,199912.0,20.0,12,,36061.0,5602.0,5600.0,A70,A,A,IN,,1,AR,AR,AR,0.305477,N,PC,O,AR,A,NY,10016.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A70,A
8233,133832587,200006,2000,200116.0,29491090031091.0,A56I,N,Y,0.0,1.0,1999,2.0,4.0,4.0,3,60,366867,342,1032,0,0,0,22801,10000,0,391042,350488,40554,333083,1374,27,17419,127946,0,0,0,0,2082,127946,0,4204,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1374,24175,350488,0,333083,0,6756,7554,0,0,127946,0,125864,27,0,0,6,0,21,0,0,0,0,85367,0,4204,0,0,1468,5672,333083,264688,262679,906377,1766827,1,0,0,0,1,0,0,0,0,0,2803,3484,2019,979,9285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10020.0,INSTITUTE FOR AEGEAN PREHISTORY STUDY CENTER FOR EAST CRETE,% MILLBURN CORPORATION,1270 6TH AVE,NEW YORK,NY,10020-1700,0.0,3.0,1.0,199508.0,1.0,3.0,60.0,199.0,119.0,1.0,13.0,0.0,1.0,6,,36061.0,5602.0,5600.0,A11,A,A,IN,,1,AR,AR,AR,0.44938100000000003,N,PF,S,ZA,A,NY,10020.0,NEW YORK,core2000pf_ver1,PF,S,ZA,A,IN,,A70,A
