,OLDNTEE,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VOK,VBS,VINCTYPE,VINCEXP,VFB,TOTREV,RASCD,RINCCD,RREVCD,REXPCD,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2TASFMV
13246,A63Z,132773475,1649624,0,0,0,15976,51848,0,0,1070708,1070708,2720332,2781273,3277189,34231,0,4065621,4524152,715989,1246963,0,0,0,0,0,0,0,0,0,0,0,0,11502,796714,0,18534,,,BALLET TECH FOUNDATION INC,,890 BROADWAY,NEW YORK,NY,10003-1211,0.0,3.0,3.0,1000.0,197402.0,1.0,14.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1,1,4.0,1,1.0,2708830,4.0,4.0,4.0,4.0,36061,,A63Z,A63,,PC,O,AR,A,IN,,1990,A,A63Z,0.48284099999999996,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1991,A63,199106,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A63,A,
13250,A40Z,132778597,1869,10381,0,0,2476,0,0,0,30666,30666,42916,40235,53295,0,0,53410,54919,0,1624,0,0,0,0,0,0,0,0,0,0,0,0,2796,21415,3979,0,,A71Z,UKIYO E SOCIETY OF AMERICA,,PO BOX 665 FDR STA,NEW YORK,NY,10150-0665,0.0,3.0,3.0,2000.0,197503.0,1.0,16.0,1.0,13.0,0.0,20.0,6,,91.0,123.0,0.0,B9710,,1,1,6.0,1,1.0,40120,1.0,1.0,1.0,1.0,36061,,A40Z,A40,,PC,O,AR,A,IN,,1991,A,A40Z,0.672359,10150.0,10150.0,5602.0,5600.0,36061.0,,AR,1992,A24,199206,NY,10150.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A24,A,
13273,A61Z,132792668,273271,0,0,0,92153,0,0,0,1639783,1639783,1913054,1693940,1487128,0,0,1569510,2507236,301496,1020108,0,0,0,0,0,0,0,0,0,0,0,0,0,1547630,0,0,,,USDAN CENTER FOR THE CREATIVE AND PERFORMING ARTS,,420 E 79TH ST,NEW YORK,NY,10021-1472,0.0,3.0,3.0,2000.0,197411.0,1.0,11.0,1.0,13.0,0.0,10.0,3,,46.0,30.0,0.0,B9710,,1,1,6.0,1,1.0,1913054,4.0,4.0,4.0,4.0,36061,,A61Z,A61,,PC,O,AR,A,IN,,1991,A,A61Z,0.0179783,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1992,A6E,199203,NY,10021.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A,
13275,A33Z,132794121,129075,0,0,0,0,8872,0,0,82915,82915,211990,207038,-75149,0,0,1818,11790,81919,86939,0,0,0,0,0,0,0,0,0,0,0,0,0,82915,0,0,,,LILITH PUBLICATIONS INC,,250 W 57TH ST SUITE 2432,NEW YORK,NY,10107-0172,0.0,3.0,3.0,7200.0,197504.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,602.0,0.0,0.0,B9710,,1,1,6.0,1,0.0,211990,1.0,2.0,2.0,2.0,36061,,A33Z,A33,,PC,O,AR,A,IN,,1991,A,A33Z,0.7857270000000001,10107.0,10107.0,5602.0,5600.0,36061.0,,AR,1991,A33,199112,NY,10107.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A,
13280,A60Z,132799828,155096,0,0,0,0,3975,0,0,84637,84637,239733,278464,-118468,0,0,26583,22350,106320,140818,0,0,0,0,0,0,0,0,0,0,0,0,0,84637,0,0,,,MULLER WORKS FOUNDATION,% JENNIFER MULLER,131 W 24TH ST,NEW YORK,NY,10011-1942,0.0,3.0,3.0,2000.0,197501.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,149.0,0.0,B9710,,1,1,6.0,1,0.0,239733,1.0,2.0,2.0,2.0,36061,,A60Z,A60,,PC,O,AR,A,IN,,1990,A,A60Z,0.82581,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1991,A62,199106,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A,
13283,A82Z,132800646,257587,0,43748,41448,28700,0,0,0,116645,75197,374232,137063,503359,39970,0,370422,554726,54306,51367,0,0,0,0,0,0,0,0,0,0,0,0,8317,19040,16840,0,,,MORRIS JUMEL MANSION INC,,65 JUMEL TER,NEW YORK,NY,10032-5360,0.0,3.0,3.0,2000.0,197309.0,1.0,16.0,1.0,13.0,0.0,10.0,5,NEW YORK FOUNDED BY DAUGHTERS,64.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,324467,3.0,2.0,2.0,2.0,36061,,A82Z,A82,,PC,O,AR,A,IN,,1991,A,A82Z,0.355844,10032.0,10032.0,5602.0,5600.0,36061.0,,AR,1992,A82,199205,NY,10032.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A54,A,
13286,A60Z,132805131,2659586,0,0,0,46470,310087,0,0,3406109,3406109,6065695,5067748,2790302,226032,0,5536188,5438214,3655914,2647912,0,0,0,0,0,0,0,0,0,0,0,0,87919,2856295,0,5050,,,PLAYWRIGHTS HORIZONS INC,,416 W 42ND ST,NEW YORK,NY,10036-6809,0.0,3.0,3.0,2000.0,198903.0,1.0,16.0,1.0,13.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,1,1,4.0,1,1.0,5977776,5.0,5.0,5.0,5.0,36061,,A60Z,A60,,PC,O,AR,A,IN,,1990,A,A60Z,0.170654,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1991,A65,199108,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
13288,A68Z,132805575,511341,0,0,0,254,67405,0,0,254,254,511595,474885,108363,0,0,83706,128912,12053,20549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,WORLD HUNGER YEAR INC,,505 EIGHTH AVE,NEW YORK,NY,10018-6505,0.0,3.0,3.0,1200.0,197506.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,350.0,379.0,0.0,B9710,,1,1,6.0,1,1.0,511595,2.0,3.0,3.0,2.0,36061,,A68Z,A68,,PC,O,AR,A,IN,,1991,A,A68Z,0.670848,10018.0,10018.0,5602.0,5600.0,36061.0,,AR,1991,Z98,199112,NY,10018.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A68,A,
13290,A59Z,132805582,15491211,118997,4665685,4482855,704228,322621,58542,28911,6588230,2046833,22198438,7877711,40053819,539574,0,72962060,70794434,42426408,30740615,0,0,0,0,0,0,0,0,0,0,0,0,261163,91364,778337,0,S,,MUSEUM OF TELEVISION AND RADIO,,25 W 52ND ST,NEW YORK,NY,10019-6101,0.0,3.0,3.0,2000.0,197506.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,60.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,17395878,6.0,6.0,6.0,5.0,36061,,A50Z,A50,,PC,O,AR,A,IN,,1991,A,A50Z,0.21023000000000003,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1991,A50,199112,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A50,A,
13302,A63Z,132813806,0,0,0,0,0,15,0,0,343164,343164,343164,296419,1850,40000,0,10779,5164,55674,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,343164,0,0,,,LES BALLETS TROCKADERO DE MONTE CARLO INC,% MR EUGENE MCDOUGLE,PO BOX 46 CATHEDRAL STA,NEW YORK,NY,10025-0046,0.0,3.0,3.0,2000.0,197606.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,343164,1.0,2.0,2.0,2.0,36061,,A63Z,A63,,PC,O,AR,A,IN,,1990,A,A63Z,0.905208,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1991,A63,199106,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A63,A,
13304,A65Z,132814763,216207,0,0,0,248,11607,0,0,66620,66620,282827,287787,13066,66000,0,21026,22230,3000,9164,0,0,0,0,0,0,0,0,0,0,0,0,0,62702,0,0,,,NEW FEDERAL THEATER INC,,292 HENRY ST,NEW YORK,NY,10002-4816,0.0,3.0,3.0,1200.0,197601.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,88.0,90.0,149.0,B9710,,1,1,4.0,1,1.0,282827,1.0,2.0,2.0,2.0,36061,,A65Z,A65,,PC,O,AR,A,IN,,1990,A,A65Z,0.0173307,10002.0,10002.0,5602.0,5600.0,36061.0,,AR,1991,A65,199106,NY,10002.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
13315,A60Z,132829756,726876,0,0,0,5160,79682,0,0,227878,227878,954754,864013,196687,0,0,1697452,1623521,1557074,1426834,0,0,0,0,0,0,0,0,0,0,0,0,34432,181920,-3792,10158,,,HALEAKALA INC,%DBA THE KITCHEN,512 W 19TH ST,NEW YORK,NY,10011-2807,0.0,3.0,3.0,2300.0,197505.0,1.0,15.0,1.0,13.0,0.0,10.0,6,THE KITCHEN,90.0,91.0,119.0,B9710,,1,1,6.0,1,1.0,920322,4.0,3.0,3.0,3.0,36061,,A60Z,A60,,PC,O,AR,A,IN,,1991,A,A60Z,0.588461,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1992,A61,199206,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A61,A,
13327,A51Z,132835847,528381,0,0,0,2481,0,0,0,43101,43101,571482,566313,67344,0,0,119897,110274,57722,42930,0,0,0,0,0,0,0,0,0,0,0,0,0,40620,0,0,,,CREATIVE TIME INC,,307 7TH AVE,NEW YORK,NY,10001-6007,0.0,3.0,3.0,2000.0,197611.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,571482,2.0,3.0,3.0,3.0,36061,,A51Z,A51,,PC,O,AR,A,IN,,1990,A,A51Z,0.618487,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1991,A20,199106,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A20,A,
13333,A69Z,132838450,742747,0,0,0,36891,7500,0,0,206657,206657,949404,780918,746838,10000,7500,892557,1039687,255645,292849,0,0,0,0,0,0,0,0,0,0,0,0,58560,148356,-37150,0,,A6DZ,AMERICAN COMPOSERS ORCHESTRA INC,,1775 BROADWAY 525,NEW YORK,NY,10019-1903,0.0,3.0,3.0,2000.0,197603.0,1.0,15.0,5.0,13.0,0.0,10.0,6,,90.0,119.0,0.0,B9710,,1,1,6.0,1,1.0,890844,4.0,3.0,3.0,3.0,36061,,A69Z,A69,,PC,O,AR,A,IN,,1991,A,A69Z,0.163617,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1992,A69,199206,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A69,A,
13335,A60Z,132839023,72760,0,0,0,333,0,0,0,21404,21404,94164,92898,-15868,16039,0,1085,2901,18219,18769,0,0,0,0,0,0,0,0,0,0,0,0,0,21071,0,0,,,NEW MUSIC CONSORT INC,,545 W 111TH ST,NEW YORK,NY,10025-1982,0.0,3.0,3.0,2000.0,197712.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1,1,6.0,1,0.0,94164,1.0,1.0,1.0,1.0,36061,,A60Z,A60,,PC,O,AR,A,IN,,1991,A,A60Z,0.8704940000000001,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1992,A68,199206,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A68,A,
13336,A30Z,132839977,64900,0,0,0,1492,0,0,0,1492,1492,66392,83987,24767,0,0,43258,25331,3022,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,PUBLIC MEDIA INCORPORATED,,330 W 42ND ST 2410,NEW YORK,NY,10036-6902,0.0,3.0,3.0,2000.0,199212.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,121.0,122.0,123.0,B9710,,0,1,1.0,0,1.0,66392,1.0,1.0,1.0,1.0,36061,,A30Z,A30,,PC,O,AR,A,IN,,1991,A,A30Z,0.33566399999999996,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1992,A30,199206,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A30,A,
13338,A23Z,132841149,189976,0,0,0,2429,16625,0,0,21050,21050,211026,191743,16875,42692,0,54095,51710,24435,34835,0,0,0,0,0,0,0,0,0,0,0,0,0,18621,0,0,,,ASIAN AMERICAN ARTS CENTER INC,,26 BOWERY,NEW YORK,NY,10013-5159,0.0,3.0,3.0,1200.0,197605.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,0,1,1.0,0,1.0,211026,1.0,2.0,2.0,2.0,36061,,A23Z,A23,,PC,O,AR,A,IN,,1990,A,A23Z,0.327205,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1991,A23,199108,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A23,A,
13345,A65Z,132844064,12000,0,0,0,0,0,0,0,16775,16775,28775,33457,1308,0,0,5990,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16775,0,0,,,TRG REPERTORY COMPANY INC,,347 W 57TH ST 43D E,NEW YORK,NY,10019-3173,0.0,3.0,3.0,2000.0,197605.0,1.0,15.0,1.0,13.0,0.0,20.0,7,,88.0,90.0,0.0,B9710,,1,1,6.0,1,1.0,28775,1.0,1.0,1.0,1.0,36061,,A65Z,A65,,PC,O,AR,A,IN,,1990,A,A65Z,0.44600200000000007,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1991,A65,199107,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
13355,A20Z,132848033,3299447,62020,85490,95425,8421,332341,10685,9165,761374,655264,4122841,3285797,14925868,1456006,0,14674303,15290726,502469,364858,0,0,0,0,0,0,0,0,0,0,0,0,0,367598,0,31269,S,,SNUG HARBOR CULTURAL CENTER INC,,1000 RICHMOND TER,STATEN ISLAND,NY,10301-1114,0.0,3.0,3.0,2000.0,197606.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,915.0,119.0,0.0,B9710,,1,1,4.0,1,1.0,4016731,6.0,4.0,4.0,4.0,36085,,A20Z,A20,,PC,O,AR,A,IN,,1990,A,A20Z,0.304338,10301.0,10301.0,5602.0,5600.0,36085.0,,AR,1991,A61,199106,NY,10301.0,STATEN ISLAND,,,A,AR,AR,PC,O,AR,A,IN,,A20,A,
13357,A65Z,132849047,68682,0,0,0,0,0,0,0,18405,18405,87087,87152,-529,0,0,2456,2391,2920,2920,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,QUAIGH THEATRE INC,% LIEBERSON,205 W 89TH ST,NEW YORK,NY,10024-1828,0.0,3.0,3.0,1000.0,197508.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,995.0,90.0,119.0,B9606,1996.0,0,0,4.0,1,0.0,87087,1.0,1.0,1.0,1.0,36061,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.29094899999999996,10024.0,10024.0,5602.0,5600.0,36061.0,,AR,1990,A65,199006,NY,10024.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
13362,A23Z,132852105,29397,0,0,0,0,0,0,0,25381,25381,54778,57277,8981,0,0,13591,17427,2111,8446,0,0,0,0,0,0,0,0,0,0,0,0,0,25381,0,0,,,HATCH BILLOPS COLLECTION INC,,491 BROADWAY,NEW YORK,NY,10012-4412,0.0,3.0,3.0,2100.0,197703.0,1.0,15.0,1.0,13.0,0.0,10.0,7,,61.0,119.0,0.0,B9710,,1,1,6.0,1,1.0,54778,1.0,1.0,1.0,1.0,36061,,A23Z,A23,,PC,O,AR,A,IN,,1991,A,A23Z,0.418415,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1992,A23,199207,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A23,A,
13375,A99Z,132861168,285142,12030,0,0,353,0,0,0,197416,197416,494588,439716,-196503,42654,0,89365,77042,340740,273545,0,0,0,0,0,0,0,0,0,0,0,0,0,191613,0,0,,,MUSEUM OF HOLOGRAPHY,,11 MERCER ST,NEW YORK,NY,10013-2523,,3.0,,,,,,,,,,12,,,,,ALM97,1992.0,1,1,4.0,1,0.0,494588,1.0,2.0,2.0,2.0,36061,,A99Z,A99,,PC,O,AR,A,IN,,1990,A,A99Z,0.28529299999999996,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1990,A99,199012,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A50,A,
13378,A67Z,132861846,610051,0,0,0,6580,50373,0,0,43547,43547,653598,494432,603740,18797,0,886414,906483,423152,302743,0,0,0,0,0,0,0,0,0,0,0,0,18688,13376,0,4903,,,MUSIC THEATRE GROUP INC,% LYN AUSTIN,30 W 26TH ST STE 1001,NEW YORK,NY,10010-2011,0.0,3.0,3.0,2000.0,196504.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,634910,3.0,3.0,3.0,2.0,36061,,A67Z,A67,,PC,O,AR,A,IN,,1990,A,A67Z,0.688116,10010.0,10010.0,5602.0,5600.0,36061.0,,AR,1991,A65,199106,NY,10010.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
13380,A6AZ,132862043,34358,0,0,0,78,17760,0,0,101724,101724,136082,103259,-78335,12500,0,8010,29870,119168,108205,0,0,0,0,0,0,0,0,0,0,0,0,0,93187,0,0,,A6AP,NEW YORK GILBERT SULLIVAN PLAYERS INC,,302 W 91ST ST,NEW YORK,NY,10024-1011,0.0,3.0,3.0,1000.0,197711.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,88.0,0.0,0.0,B9710,,1,1,4.0,1,0.0,136082,1.0,2.0,2.0,2.0,36061,,A6AZ,A6A,,PC,O,AR,A,IN,,1990,A,A6AZ,0.0874858,10024.0,10024.0,5602.0,5600.0,36061.0,,AR,1991,A6A,199106,NY,10024.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
13391,A65Z,132867442,1596236,0,0,0,14054,131008,0,0,1820440,1820440,3416676,3115799,-103006,229461,0,1785179,1682695,1649747,1785701,0,0,0,0,0,0,0,0,0,0,0,538291,1024,1174873,0,95208,,,CITY CENTER 55TH ST THEATER FDN INC,% SQUADRON ELLENOFF PLESENT LEHRER,130 W 56TH ST,NEW YORK,NY,10019-3818,0.0,3.0,3.0,1000.0,197612.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,603.0,0.0,0.0,B9710,,1,1,4.0,1,0.0,2877361,4.0,4.0,4.0,4.0,36061,,A65Z,A65,,PC,O,AR,A,IN,,1990,A,A65Z,0.00282065,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1991,A61,199106,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A61,A,
13392,A68Z,132867785,9014,0,0,0,0,0,0,0,49230,49230,58244,63882,3505,5000,0,9143,3505,0,0,3505,0,0,0,0,0,0,0,0,0,0,0,0,49230,0,0,,,HIGHLIGHTS IN JAZZ,,7 PETER COOPER ROAD,NEW YORK,NY,10010-6601,0.0,3.0,3.0,1200.0,197611.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,58244,1.0,1.0,1.0,1.0,36061,,A68Z,A68,,PC,O,AR,A,IN,,1991,A,A68Z,0.998756,10010.0,10010.0,5602.0,5600.0,36061.0,,AR,1992,A68,199206,NY,10010.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A68,A,
13397,A99Z,132869113,204236,0,0,0,2654,30324,0,0,188566,188566,392802,367466,-95092,105000,0,106031,69170,211635,164262,0,0,0,0,0,0,0,0,0,0,0,0,14824,164059,7029,0,,,HOUSE FOUNDATION FOR THE ARTS,,131 VARICK ST,NEW YORK,NY,10013-1410,0.0,3.0,3.0,1200.0,197205.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1,1,6.0,1,0.0,377978,1.0,2.0,2.0,2.0,36061,,A99Z,A99,,PC,O,AR,A,IN,,1990,A,A99Z,0.349155,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1991,A02,199106,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A02,A,
13400,A60Z,132871091,294230,0,0,0,0,7550,0,0,17974,17974,312204,350425,-12618,45000,0,66777,109272,43687,121890,0,0,0,0,0,0,0,0,0,0,0,0,0,17974,0,0,,,ASSOCIATION OF HISPANIC ARTS INC,ELSA ROBLES,173 E 116TH ST 2ND FLR,NEW YORK,NY,10029-1352,0.0,3.0,3.0,1200.0,197911.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,0,0,6.0,1,0.0,312204,2.0,2.0,2.0,2.0,36061,,A60Z,A60,,PC,O,AR,A,IN,,1990,A,A60Z,0.813873,10029.0,10029.0,5602.0,5600.0,36061.0,,AR,1991,A23,199106,NY,10029.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A23,A,
13401,A61Z,132871700,291848,10385,0,0,168,0,0,0,53291,53291,355524,386128,1279,90500,0,75602,66639,43719,65360,0,0,0,0,0,0,0,0,0,0,0,0,0,51210,0,0,,,ALTERNATIVE CENTER FOR INTERNATIONAL ARTS INC,,594 BROADWAY 402,NEW YORK,NY,10012-3234,0.0,3.0,3.0,2000.0,197702.0,1.0,15.0,1.0,13.0,0.0,10.0,4,,90.0,91.0,0.0,B9710,,1,1,6.0,1,1.0,355524,1.0,2.0,2.0,2.0,36061,,A61Z,A61,,PC,O,AR,A,IN,,1991,A,A61Z,0.94958,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1992,A50,199204,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A50,A,
13406,A65Z,132873402,35082,0,0,0,0,0,0,0,5895,5895,40977,41684,-8893,0,0,-3016,-4060,5170,4833,0,0,0,0,0,0,0,0,0,0,0,0,0,5895,0,0,,,LATIN-AMERICAN THEATRE ENSEMBLE,,PO BOX 18 RADIO CITY STA,NEW YORK,NY,10101-0018,0.0,3.0,3.0,1000.0,197612.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,88.0,90.0,119.0,B9710,,0,0,6.0,1,0.0,40977,0.0,1.0,1.0,1.0,36061,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.638837,10101.0,10101.0,5602.0,5600.0,36061.0,,AR,1992,A65,199206,NY,10101.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
13412,A23Z,132874841,90759,0,0,0,1832,0,0,0,39613,39613,130372,125974,28281,33125,0,24908,28281,1125,0,28281,0,0,0,0,0,0,0,0,0,0,0,0,37781,0,0,,A68Z,UKRAINIAN CHORUS DUMKA OF AMERICA INC,,144 SECOND AVE,NEW YORK,NY,10003-8305,0.0,3.0,3.0,2100.0,197611.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,89.0,90.0,0.0,B9710,,1,1,6.0,1,1.0,130372,1.0,2.0,2.0,2.0,36061,,A23Z,A23,,PC,O,AR,A,IN,,1991,A,A23Z,0.744074,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1992,A6B,199206,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A,
13414,A6FZ,132874863,64790,0,0,0,1264,3790,0,0,239409,239409,304199,277306,33896,55376,0,13352,72141,6349,38245,0,0,0,0,0,0,0,0,0,0,0,0,0,238145,0,0,,A6FP,FIJI THEATER COMPANY INC,% PING CHONG,47 GREAT JONES STREET,NEW YORK,NY,10012-1114,0.0,3.0,1.0,1200.0,197611.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,300.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,304199,1.0,2.0,2.0,2.0,36061,,A6FZ,A6F,,PC,O,AR,A,IN,,1990,A,A6FZ,0.327895,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1991,A65,199106,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
13428,A51Z,132879678,27689,11938,0,0,62,0,0,0,9937,9937,49564,42081,7510,0,0,6196,7772,6170,262,0,0,0,0,0,0,0,0,0,0,0,0,0,9875,0,0,,,ORGANIZATION OF INDEPENDENT ARTISTS INC,,19 HUDSON ST,NEW YORK,NY,10013-3822,0.0,3.0,3.0,1200.0,197705.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,602.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,49564,1.0,1.0,1.0,1.0,36061,,A51Z,A51,,PC,O,AR,A,IN,,1990,A,A51Z,0.8683790000000001,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1991,A40,199108,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A40,A,
13429,P82Z,132879766,396408,5244,0,0,1260,0,0,0,109877,109877,511529,465117,-93295,0,0,76308,83234,170644,176529,0,0,0,0,0,0,0,0,0,0,0,0,45371,1343,52779,9124,,,FRANKLIN FURNANCE ARCHIVE INC,HECHT AND CO PC,112 FRANKLIN ST,NEW YORK,NY,10013-2910,0.0,3.0,3.0,2000.0,197701.0,1.0,15.0,1.0,13.0,0.0,10.0,7,,62.0,90.0,0.0,B9710,,1,1,6.0,1,0.0,466158,1.0,3.0,2.0,2.0,36061,,P82Z,P82,,PC,O,HS,P,IN,,1990,P,P82Z,0.5472020000000001,10013.0,10013.0,5602.0,5600.0,36061.0,,HU,1991,P82,199107,NY,10013.0,NEW YORK,,,P,HU,HU,PC,O,HS,P,IN,,A50,A,
