,CODE990,SUBSECCD,POPCD,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,SOIYR,RECCODE,ASS_CODE,INC_CODE,ACTIV,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,REASON,Q78A,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,STYEAR,NteeOldA,Confidence,NteeCC4d,FipsOldA,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
8588,1,6,1,132509231,200009,2000,200137,29490237212071,,N,Y,0,1,1999,1,6,6,200,60188,783559,0,0,52063,0,0,0,285497,285497,1129244,866071,1335979,87706,0,1117715,1586501,44909,250522,0,0,0,0,0,0,0,0,0,0,0,0,0,186333,0,47101,0,N,52063,0,0,0,0,0,0,0,0,0,0,1129244,263173,0,319781,37309,0,0,0,0,0,1072806,0,0,0,0,0,0,0,0,0,0,0,10036.0,AUTHORS GUILD INC,,330 W 42ND ST,NEW YORK,NY,10036-6902,0.0,3.0,1.0,199603.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,10.0,9,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.09473999999999999,,1999,Z99,C,,36061.0,NY,10036.0,NEW YORK,1325092312000,A0370,A,PC,O,AR,A,IN,,A0370,A,813920.0
8618,1,6,1,132562532,200106,2001,200152,29490342052161,,N,Y,0,1,2000,1,4,4,205,0,196129,0,0,5582,0,0,0,209144,209144,405273,408906,108577,0,0,113837,108777,1527,200,0,0,0,0,0,0,0,0,0,0,0,0,0,203562,0,0,0,N,5582,0,0,0,0,0,0,0,0,0,0,405273,-3633,-100,0,0,0,0,0,0,0,112310,0,0,0,0,0,0,0,0,0,0,0,10036.0,AMERICAN SOCIETY OF JOURNALISTS & AUTHORS INC,,1501 BROADWAY STE 302,NEW YORK,NY,10036-5501,0.0,3.0,2.0,196801.0,2.0,0.0,205.0,120.0,279.0,1.0,13.0,0.0,10.0,6,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.7489399999999999,,2000,Z99,C,,36061.0,NY,10036.0,NEW YORK,1325625322001,A70,A,PC,O,AR,A,IN,,A70,A,710000.0
8690,1,6,1,132666239,200012,2000,200152,29490342127351,,N,Y,0,1,2000,1,4,4,200,0,308899,0,0,-8777,0,0,0,170303,170303,479202,419644,262878,140055,0,504303,406948,141087,144070,0,0,0,0,0,0,0,0,0,0,0,0,156143,0,22937,0,0,N,3314,6443,0,0,-18534,0,0,0,0,179080,0,323059,-96585,-3753,94869,13752,0,0,0,0,0,363216,0,0,0,0,0,0,0,0,0,0,0,10017.0,NEW YORK MARKET RADIO BROADCASTERS ASSOCIATION INC,,51 E 42ND ST,NEW YORK,NY,10017-5404,0.0,3.0,2.0,197101.0,2.0,0.0,200.0,120.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.60537,,2000,Z99,C,,36061.0,NY,10017.0,NEW YORK,1326662392000,A34,A,PC,O,AR,A,IN,,A34,A,513110.0
8735,1,6,1,132760431,200012,2000,200124,29490139170011,,N,Y,0,1,2000,1,4,4,200,0,331138,0,0,8027,0,0,0,34223,34223,365361,380934,201633,60327,0,224562,201633,0,0,132637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26196,0,N,3651,4376,0,0,0,0,0,0,0,0,0,365361,-15573,-7356,40942,8167,0,0,0,0,132025,224562,0,0,0,0,0,0,0,0,0,0,0,10038.0,MEDIA COALITION INC,,139 FULTON ST 302,NEW YORK,NY,10038-2594,0.0,3.0,2.0,197407.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.81672,,2000,Z99,C,,36061.0,NY,10038.0,NEW YORK,1327604312000,A30,B,PC,O,AR,A,IN,,A30,A,510000.0
8751,1,6,1,132806164,200006,2000,200114,29490076071451,A31C,N,Y,0,1,1999,1,1,4,200,7000,152882,0,0,0,0,0,0,32678,32678,192560,109492,-40741,7500,0,246,4384,124055,45125,0,0,0,0,0,0,0,0,0,0,0,0,0,22953,0,9725,0,Y,0,0,0,0,0,0,0,0,0,0,0,192560,83068,0,26268,2361,0,0,0,0,0,-123809,0,0,0,0,0,0,0,0,0,0,0,10013.0,ASSOCIATION OF INDEPENDENT VIDEO AND FILMMAKERS INC,,304 HUDSON ST 6TH FLR,NEW YORK,NY,10013-1015,0.0,3.0,2.0,197505.0,2.0,0.0,200.0,123.0,119.0,1.0,13.0,0.0,10.0,6,,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9455100000000001,N,1999,A03,A,,36061.0,NY,10013.0,NEW YORK,1328061642000,A0331,A,PC,O,AR,A,IN,,A0331,A,813920.0
8777,1,6,1,132857274,200106,2001,200146,29490300076281,A33E,N,Y,0,1,2000,1,4,4,200,0,234674,0,0,6735,0,0,0,102745,102745,337419,413849,109597,0,0,186027,109597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95949,0,61,0,N,6735,0,0,0,0,0,0,0,0,0,0,337419,-76430,0,0,0,0,0,0,0,0,186027,0,0,0,0,0,0,0,0,0,0,0,10010.0,BOOK INDUSTRY STUDY GROUP INC,,160 FIFTH AVE STE 625,NEW YORK,NY,10010-7003,0.0,3.0,2.0,197609.0,2.0,0.0,200.0,209.0,0.0,1.0,13.0,0.0,10.0,6,,36061.0,5602.0,5600.0,A05,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.70106,N,2000,A05,A,,36061.0,NY,10010.0,NEW YORK,1328572742001,A0533,A,PC,O,AR,A,IN,,A0533,A,541720.0
8778,1,4,1,132857308,200010,2000,200116,29490090141461,,N,Y,0,1,1999,1,4,4,123,0,132045,0,0,12931,0,0,0,50441,50441,182486,238323,165443,75000,0,291899,218248,70619,52805,0,0,0,0,0,0,0,0,0,0,0,0,0,37510,0,0,0,N,12931,0,0,0,0,0,0,0,0,0,0,182486,-55837,0,22596,6925,0,0,0,0,0,221280,0,0,0,0,0,0,0,0,0,0,0,10016.0,WOMENS FORUM INC,,6 E 39TH ST FL 6,NEW YORK,NY,10016-0112,0.0,3.0,3.0,197602.0,2.0,0.0,123.0,559.0,0.0,1.0,13.0,0.0,10.0,10,,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.7893899999999999,,1999,Z99,C,,36061.0,NY,10016.0,NEW YORK,1328573082000,R24,C,PC,O,AR,A,IN,,R24,R,813311.0
8834,1,6,1,132918640,200012,2000,200117,29409097135101,,N,Y,0,1,2000,1,2,3,205,0,65075,0,0,283,0,0,0,283,283,65358,74194,19609,0,0,28445,19609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,283,0,0,0,0,0,0,65358,-8836,0,0,0,0,0,0,0,0,28445,0,0,0,0,0,0,0,0,0,0,0,10017.0,WOMENS MEDIA GROUP INC,% SHUBERT SILVER & ROSEN,501 5TH AVE STE 901,NEW YORK,NY,10017-6102,0.0,3.0,2.0,199308.0,2.0,0.0,205.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.34911,,2000,Z99,C,,36061.0,NY,10017.0,NEW YORK,1329186402000,A30,B,PC,O,AR,A,IN,,A30,A,510000.0
8847,1,4,1,132931071,200012,2000,200123,29409111126301,,N,Y,0,1,2000,1,4,3,91,0,45739,0,0,12113,0,0,0,36481,36481,82220,49212,131311,0,0,143459,131311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19500,0,4868,0,0,N,0,0,0,0,12113,0,0,0,0,24368,0,62720,13508,-25656,0,0,0,0,0,0,0,143459,0,0,0,0,0,0,0,0,0,0,0,10003.0,SOCIETY OF ANIMAL ARTISTS INC,,47 FIFTH AVE,NEW YORK,NY,10003-4303,0.0,3.0,1.0,198306.0,2.0,0.0,91.0,126.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A20,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.84026,C,2000,A20,C,,36061.0,NY,10003.0,NEW YORK,1329310712000,A0340,A,PC,O,AR,A,IN,,A0340,A,813920.0
8848,1,4,1,132932563,200012,2000,200127,29409167037421,,N,Y,0,1,2000,1,3,3,119,3275,2775,0,0,10389,0,0,0,48276,48276,54326,44349,81461,0,0,106303,81461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34819,0,3068,0,0,N,0,0,0,0,10389,0,0,0,0,37887,0,19507,-24842,0,0,0,0,0,0,0,0,106303,0,0,0,0,0,0,0,0,0,0,0,11209.0,METROPOLITAN SOCIETY OF KARDAMYLIANS INC C O MARC LIVANOS,,7917 THIRD AVE,BROOKLYN,NY,11209-3601,0.0,3.0,1.0,197805.0,2.0,0.0,119.0,123.0,0.0,1.0,11.0,0.0,10.0,12,,36047.0,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.81338,,2000,Z99,C,,36047.0,NY,11209.0,BROOKLYN,1329325632000,A99,C,PC,O,AR,A,IN,,A99,A,710000.0
8929,1,4,1,133021168,200102,2001,200135,29490223228051,,N,Y,0,1,2000,1,3,4,64,78750,0,0,0,0,16000,0,0,77571,77571,156321,81625,28602,0,16000,7357,28602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53451,0,24120,0,0,Y,0,0,0,0,0,0,0,0,0,77572,0,102870,21244,0,0,0,0,0,0,0,0,7357,0,0,0,0,0,0,0,0,0,0,0,10010.0,COMITE DEL DESFILE DE LA HISPANIDAD INC,,174 176 5TH AVE STE 401,NEW YORK,NY,10010-0000,0.0,3.0,3.0,198005.0,2.0,0.0,64.0,90.0,92.0,1.0,13.0,0.0,10.0,2,,36061.0,5602.0,5600.0,A84,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.26156,,2000,Z99,C,,36061.0,NY,10010.0,NEW YORK,1330211682001,A84,C,PC,O,AR,A,IN,,A84,A,712120.0
8952,1,0,1,133047540,200006,2000,200111,29490006364021,,N,Y,0,1,1999,1,1,3,90,7500,0,0,0,0,3158,0,0,24059,24059,31559,31585,1090,0,0,1116,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20059,0,4000,9,N,0,0,0,0,0,0,0,0,0,0,0,31559,-26,0,1640,0,0,0,0,0,0,1116,29787,0,75865,0,0,0,120587,44722,0,0,0,10036.0,DANCE FOUNTAIN INC,% YAEKO SASAKI,484 W 43RD ST 45E,NEW YORK,NY,10036-6327,0.0,3.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,5.0,13.0,0.0,20.0,6,,36061.0,5602.0,5600.0,A62,A,U,O,AR,A,A,IN,,1,AR,AR,AR,0.59201,C,1999,A62,C,,36061.0,NY,10036.0,NEW YORK,1330475402000,A62,A,PC,O,AR,A,IN,,A62,A,711120.0
8967,1,6,1,133058765,200012,2000,200120,29490118022471,,N,Y,0,1,2000,1,6,7,200,0,3549970,0,0,211547,0,0,0,2622164,2622164,6172134,6004602,2292178,420000,0,3887809,3627440,1814999,1335262,0,0,0,0,0,0,0,0,0,0,0,0,0,2064921,0,345696,0,N,211547,0,0,0,0,0,0,0,0,0,0,6172134,167532,51836,1964085,148047,0,0,0,0,0,2072810,0,0,0,0,0,0,0,0,0,0,0,10022.0,CABLE TELEVISION ADVERTISING BUREAU INC,,830 THIRD AVE 2ND FLR,NEW YORK,NY,10022-0000,0.0,3.0,1.0,198202.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.2118,,2000,Z99,C,,36061.0,NY,10022.0,NEW YORK,1330587652000,A0332,A,PC,O,AR,A,IN,,A0332,A,813920.0
9013,1,6,1,133100472,199812,1998,200115,82409163002239,,N,Y,0,1,1998,1,1,3,0,0,32156,0,0,222,0,0,0,18590,18590,50746,57459,5978,0,0,12692,5978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18367,0,0,0,N,0,0,0,0,222,0,0,0,0,0,0,50746,-6713,0,0,0,0,0,0,0,0,12692,0,0,0,0,0,0,0,0,0,0,0,10024.0,NATIONAL ASSOCIATION OF PERFORMING ARTS MANAGERS & AGENTS,,459 COLUMBUS AVE 133,NEW YORK,NY,10024-5129,0.0,3.0,1.0,200103.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.85695,,1998,Z99,C,,36061.0,NY,10024.0,NEW YORK,1331004721998,A03,A,PC,O,AR,A,IN,,A03,A,813920.0
9022,1,4,1,133112767,200012,2000,200132,29409195080251,Z99Z,N,Y,0,1,2000,1,3,3,119,0,56504,0,0,5876,0,0,0,18583,18583,75087,77905,67907,0,0,74369,67907,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12706,9,N,0,0,0,0,5876,0,0,0,0,0,0,75087,-2818,-3193,0,0,0,0,0,0,0,73919,0,222959,0,16212,0,0,267329,267329,0,0,0,10027.0,INTERNATIONAL COUNCIL FOR TRADITIONAL MUSIC,% DEPT OF MUSIC COLUMBIA UNIVERSITY,DEPT OF MUSIC COLUMBIA UNIVERSITY,NEW YORK,NY,10027-0000,0.0,3.0,1.0,198602.0,2.0,0.0,119.0,93.0,0.0,5.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.5485300000000001,C,2000,A68,C,,36061.0,NY,10027.0,NEW YORK,1331127672000,A68,A,PC,O,AR,A,IN,,A68,A,711130.0
9043,1,6,1,133131629,200005,2000,200106,29490020186271,,N,Y,0,1,1999,1,2,4,229,0,27696,0,0,0,0,0,0,87505,87505,115201,145677,-19383,0,0,17568,17581,6475,36964,0,0,0,0,0,0,0,0,0,0,0,0,0,87505,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,115201,-30476,0,38915,3628,0,0,0,0,0,11093,0,0,0,0,0,0,0,0,0,0,0,10011.0,ADVERTISING PHOTOGRAPHER OF AMERICA INC,,27 W 20TH ST 601,NEW YORK,NY,10011-3707,0.0,3.0,1.0,198410.0,2.0,0.0,229.0,0.0,0.0,1.0,13.0,0.0,10.0,5,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.4823,,1999,Z99,C,,36061.0,NY,10011.0,NEW YORK,1331316292000,A40,A,PC,O,AR,A,IN,,A40,A,710000.0
9052,1,6,1,133137480,200012,2000,200126,29490160067241,,N,Y,0,1,2000,1,5,5,200,0,156100,0,0,29079,0,0,0,366504,366504,522604,334166,517983,62750,0,614369,629054,103799,111071,0,0,0,0,0,0,0,0,0,0,0,0,181025,148502,7898,0,0,Y,29079,0,0,0,0,0,0,0,0,188923,0,341579,7413,0,87013,11712,0,0,0,0,0,510570,0,0,0,0,0,0,0,0,0,0,0,10016.0,KNITTED TEXTILE ASSOCIATION,,386 PARK AVE S,NEW YORK,NY,10016-8804,0.0,3.0,2.0,198301.0,2.0,0.0,200.0,229.0,0.0,5.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.9034399999999999,,2000,Z99,C,,36061.0,NY,10016.0,NEW YORK,1331374802000,A40,A,PC,O,AR,A,IN,,A40,A,710000.0
9122,1,6,1,133212090,200012,2000,200144,29490286074191,,N,Y,0,1,2000,1,6,6,200,1165455,0,0,0,220112,0,0,0,220112,220112,1385567,1236051,3646564,290000,0,3523571,3805039,26523,158475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,220112,0,0,0,0,0,0,0,0,0,0,1385567,149516,0,132259,57083,0,0,0,0,0,3497048,0,0,0,0,0,0,0,0,0,0,0,10022.0,TELEVISON MUSIC LICENSE COMMITTEE,,9 E 53RD ST FL 5,NEW YORK,NY,10022-4220,0.0,3.0,1.0,198408.0,2.0,0.0,200.0,0.0,0.0,5.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.06455,,2000,Z99,C,,36061.0,NY,10022.0,NEW YORK,1332120902000,A0368,A,PC,O,AR,A,IN,,A0368,A,813920.0
9131,1,5,1,133216947,200012,2000,200121,29409125016261,,N,Y,0,1,2000,1,4,3,30,67000,0,0,0,4787,0,0,0,9202,9202,76202,56506,112537,0,0,92842,112537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4415,0,0,7,N,0,0,0,0,4787,0,0,0,0,0,0,76202,19695,0,0,0,0,0,0,0,0,92842,59221,0,15088,18901,0,0,93210,78122,0,0,0,10108.0,ASSOCIATION FOR THE ADVANCEMENT OF CREATIVE MUSICIANS NYC CHAPTER INC,,PO BOX 187,NEW YORK,NY,10108-0187,0.0,3.0,1.0,198507.0,1.0,15.0,30.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.37479,C,2000,A60,C,,36061.0,NY,10108.0,NEW YORK,1332169472000,A0168,A,PC,O,AR,A,IN,,A0168,A,813319.0
9351,1,6,1,133568008,200012,2000,200152,29409342197021,,N,Y,0,1,2000,1,3,3,119,0,46552,0,0,1536,0,0,0,35816,35816,82368,35289,40996,0,0,230,40996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6313,28180,-213,0,0,Y,0,0,0,0,1536,0,0,0,0,6100,0,76055,40766,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,10021.0,PRIVATE ART DEALERS ASSOCIATION INC,% KANTROWITZ & GOLDHAMER PC,PO BOX 872,NEW YORK,NY,10021-0002,0.0,3.0,1.0,199108.0,2.0,0.0,119.0,229.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.5413,,2000,Z99,B,,36061.0,NY,10021.0,NEW YORK,1335680082000,A03,A,PC,O,AR,A,IN,,A03,A,813920.0
9427,1,6,1,133642496,200012,2000,200146,29490300180051,,N,Y,0,1,2000,1,2,3,205,0,34500,0,0,184,0,0,0,184,184,34684,41482,20549,0,0,27347,20549,0,0,20549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,184,0,0,0,0,0,0,0,0,0,0,34684,-6798,0,0,0,0,0,0,0,27347,27347,0,0,0,0,0,0,0,0,0,0,0,10022.0,TEXTILE PRODUCERS AND SUPPLIERS ASSOCIATION INC,% RICHARD S TAFFET,437 MADISON AVE,NEW YORK,NY,10022-7001,0.0,3.0,1.0,199207.0,2.0,0.0,205.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.10714000000000001,,2000,Z99,C,,36061.0,NY,10022.0,NEW YORK,1336424962000,A40,A,PC,O,AR,A,IN,,A40,A,710000.0
9448,1,6,1,133667013,200106,2001,200151,29490335049231,,N,Y,0,1,2000,1,2,3,120,0,27220,0,0,244,0,0,0,10648,10648,37868,27844,20184,0,0,25703,22030,554,1846,0,0,0,0,0,0,0,0,0,0,0,0,14989,0,-4585,0,0,N,0,244,0,0,0,0,0,0,0,10404,0,22879,-4965,0,0,0,0,0,0,0,0,25149,0,0,0,0,0,0,0,0,0,0,0,10012.0,AMERICAN BOOK PRODUCERS ASSOCIATION INC,SIDESHOW MEDIA,588 BROADWAY,NEW YORK,NY,10012-5404,0.0,3.0,1.0,199207.0,2.0,0.0,120.0,200.0,0.0,1.0,13.0,0.0,10.0,6,,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.18804,,2000,Z99,C,,36061.0,NY,10012.0,NEW YORK,1336670132001,A33,C,PC,O,AR,A,IN,,A33,A,511100.0
9500,1,6,1,133718893,200012,2000,200140,29490258095021,,N,Y,0,1,2000,1,3,3,200,0,47922,0,0,2410,0,0,0,9723,9723,57645,53028,51394,0,0,42669,51394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6983,0,0,0,N,410,2000,0,0,0,0,0,0,0,0,0,57645,4617,4108,0,0,0,0,0,0,0,42669,0,0,0,0,0,0,0,0,0,0,0,10023.0,ASSOCIATION OF AUTHORS REPRESENTATI VES,% CURTIS ASSOCIATES INC,235 W END AVE,NEW YORK,NY,10023-3631,0.0,3.0,1.0,199407.0,2.0,0.0,200.0,92.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.5445300000000001,,2000,Z99,C,,36061.0,NY,10023.0,NEW YORK,1337188932000,A70,A,PC,O,AR,A,IN,,A70,A,710000.0
9511,1,6,1,133733011,200012,2000,200119,29490111094281,,N,Y,0,1,2000,1,2,3,123,0,29350,0,0,373,0,0,0,14646,14646,43996,54423,19096,0,0,29523,19096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14273,0,0,0,N,373,0,0,0,0,0,0,0,0,0,0,43996,-10427,0,0,0,0,0,0,0,0,29523,0,0,0,0,0,0,0,0,0,0,0,10176.0,CONTINGENCY PLANNING EXCHANGE INC,,551 5TH AVE STE 3025,NEW YORK,NY,10176-3099,0.0,3.0,2.0,199710.0,2.0,0.0,123.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.24361,,2000,Z99,C,,36061.0,NY,10176.0,NEW YORK,1337330112000,S02,B,PC,O,AR,A,IN,,S02,S,541618.0
9571,1,6,1,133783521,199912,1999,200110,29490034100061,,N,Y,0,1,1999,1,5,6,200,0,620543,0,0,2539,0,0,0,2170690,2170690,2791233,1629714,755610,119865,0,247989,755610,0,0,755610,0,0,0,0,5000,0,0,0,0,0,0,655661,837246,512262,162982,0,Y,2539,0,0,0,0,0,0,0,0,1167923,0,2135572,505858,1763,417976,35125,0,0,0,0,247989,247989,0,0,0,0,0,0,0,0,0,0,0,10004.0,NEW YORK NEW MEDIA ASSOCIATION INC,% KAREN PAGE,55 BROAD ST,NEW YORK,NY,10004-2501,0.0,3.0,1.0,199605.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.03768,,1999,Z99,C,,36061.0,NY,10004.0,NEW YORK,1337835211999,A30,B,PC,O,AR,A,IN,,A30,A,510000.0
9680,1,3,1,133879654,200012,2000,200130,29490181115051,,N,Y,0,40,2000,1,2,6,0,0,0,0,0,0,0,0,0,1086370,1086370,1086370,1071204,20549,0,0,7302,20549,1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076620,0,0,7,N,0,0,9750,9750,0,0,0,0,0,0,0,1086370,15166,0,195921,59156,0,0,0,0,0,5383,183171,0,1219605,4250,0,0,1407026,187421,0,0,0,10001.0,GENERATIONAL ARTS LIMITED,STEFAN M GERARD,133 W 25TH ST 6TH FLR,NEW YORK,NY,10001-7206,0.0,3.0,1.0,200209.0,1.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,12,GEN ART,36061.0,5602.0,5600.0,A90,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.80408,C,2000,A26,B,,,,,,1338796542000,A90,B,PC,O,AR,A,OUT,S,A90,A,813219.0
9769,1,6,1,133962849,200007,2000,200133,29490195139251,,N,Y,0,1,1999,1,3,3,205,0,45500,0,0,1100,3895,0,0,8300,8300,53800,53041,35178,12000,0,34419,35178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,9,N,1100,0,0,0,0,0,0,0,0,0,0,53800,759,0,0,0,0,0,0,0,0,34419,0,96052,0,0,0,0,141694,141694,0,0,0,10016.0,JEANSWEAR COMMUNICATIONS INC,% NORMAN KARR,475 PARK AVENUE SOUTH 9TH FLOOR,NEW YORK,NY,10016-6901,0.0,3.0,1.0,199805.0,2.0,0.0,205.0,0.0,0.0,1.0,13.0,0.0,10.0,7,,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.1425,C,1999,A30,C,,36061.0,NY,10016.0,NEW YORK,1339628492000,A30,A,PC,O,AR,A,IN,,A30,A,510000.0
9824,1,6,1,134003017,200012,2000,200128,29490167244031,A33,N,Y,0,1,2000,1,2,4,0,119365,0,0,0,0,0,0,0,18376,18376,137741,135346,9955,53328,0,22820,13322,5056,3367,9955,0,0,0,0,0,0,0,0,0,0,0,10204,0,8172,0,0,N,0,0,0,0,0,0,0,0,0,18376,0,127537,-7809,0,24673,7641,0,0,0,0,17764,17764,0,0,0,0,0,0,0,0,0,0,0,10028.0,GERMAN BOOK OFFICE-NEW YORK INC,,1014 FIFTH AVE 4TH FLR,NEW YORK,NY,10028-0104,0.0,3.0,2.0,199910.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,20.0,12,,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8003,C,2000,A33,C,,36061.0,NY,10028.0,NEW YORK,1340030172000,A33,B,PC,O,AR,A,IN,,A33,A,511100.0
