,EIN,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ASS_CODE,BLOCK,CENSUSTRACT,CITY,CLASSCD,CONTACT,DEDUCTCD,EOSTATUS,FIPS,FISYR,FNDNCD,FRCD,INC_CODE,LATITUDE,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LONGITUDE,MAJGRPB,MANUALLY_FIXED,MSA_NECH,NAICS,NAME,NCCSKEY,NCCSKEY2,NTEE1,NTEECC,NTEECONF,NTEEFINAL,NTEEFINAL1,NTEEIRS,NTEESRC,NTMAJ10,NTMAJ12,NTMAJ5,ORGCD,OUTNCCS,OUTREAS,P10MIR,P10TASST,P11DISTR,P13UNDST,P14A4942,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14B4942,P14C4942,P14D4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14T4942,P14TASVL,P14TENDW,P14TGINV,P14TNADJ,P14TPSUP,P14TQDIS,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P1ADMEXP,P1CHAEXP,P1CONTPD,P1DIVID,P1EXCREV,P1GINVPF,P1GOODS,P1GRENTS,P1INTREV,P1INVEXP,P1INVRV,P1NADINC,P1NADJRV,P1NETINV,P1NGASTS,P1OFCOMP,P1OTHINC,P1TADJEX,P1TCONT,P1TEXMEX,P1TINVEX,P1TOTEXP,P1TOTREV,P2CASHBV,P2CRPBND,P2CRPSTK,P2EYASST,P2EYOTIN,P2GVTINV,P2MORTG,P2MTGNTS,P2TASFMV,P2TINVSC,P2TLIABL,P2TOTAST,P3EYTFND,P6DOMORG,P6ESTTX,P6EXMPF,P6TEXCTX,P6TX4940,P6TX511,P6TXCRDT,P6TXINV,P6TXPNLT,P6TXRFD,P6TXSUBA,P6TXWERR,P6TXWTH,P7BUSINT,P7DISBOR,P7DISPAY,P7DISSAL,P7DISSER,P7DISTRA,P7ELECT,P7INDGRT,P7JEOINV,P7LIQUID,P7ORGGRT,P7OTHPUR,P7PAYGVT,P7POFCLM,P7POLIT,P7PROPAG,P7UNDINC,PMSA,RANDNUM,RECCODE,RULEDATE,SEC_NAME,SOURCE,STATE,STYEAR,SUBSECCD,TAXPER,TFLD,VALIDATION_STATE,ZIP,ZIP5
3203,133852316,12,602.0,0.0,0.0,320 W END AVE APT 6B,3.0,4.0,,36061016300.0,NEW YORK,10.0,FRANCIS J HA,1.0,1,36061.0,2015,4.0,1.0,1.0,40.7818,PF,S,AR,A,-73.9831,A,,5602.0,710000.0,SARAFIAN FOUNDATION HARVEY FRANCIS J JR TTEE,133852316201512,1338523162015,A,A26,,A26,A,A26I,IRS,AR,AR,AR,2.0,IN,,7508.0,152450.0,7505.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5500,165,-11511,0,0.0,0,0,0.0,165.0,165.0,165.0,165.0,-6176,0.0,0,0.0,0,5500.0,0.0,5500,-6011,0.0,0,88512,145575.0,0.0,0,0.0,0.0,145575,88512,1.0,136377,136377.0,N,17,N,3,3.0,0.0,14.0,0,0,14,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.3553786733862827,N,199602.0,HARVEY FRANCIS J JR TTEE,16eofinextract990pf.dat,NY,2015,3,201512,-14,0.0,10023-8115,10023.0
3254,133885307,9,91.0,0.0,0.0,33-20 48TH AVENUE - 2ND FL,3.0,8.0,360810001001011.0,36081000100.0,LONG ISLAND CITY,10.0,HECHT AND CO,1.0,1,36081.0,2015,3.0,1.0,8.0,40.742753,PF,O,AR,A,-73.958735,A,,5602.0,712110.0,NANCY GRAVES FOUNDATION INC,133885307201509,1338853072015,A,A51,,A51,A,A51Z,IRS,AR,AR,AR,1.0,IN,,15366.0,312007.0,0.0,0.0,8275871,9047821,9238947,9396270,9628549,8150771,8206421,8225421,10244,13478,18611,20594,0,0,0,0,1,0,26223,30889,0,0,0,0,253700,266221,275985,256720,32858484,37311587,62927,0,57112,0,1052626,0,0,0,0,0,299620,253700.0,10000,6009,-175490,0,0.0,0,0,9013.0,68672.0,0.0,19467.0,59659.0,62663,83462.0,13458,23646.0,52000,263700.0,9013.0,309620,134130,0.0,0,29097,9047821.0,0.0,104655,0.0,0.0,9047821,133752,13321.0,9022275,9008954.0,Y,2587,N,597,597.0,0.0,1990.0,0,0,1990,0.0,0,0,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.5121730088969046,Y,199704.0,,16eofinextract990pf.dat,NY,2014,3,201509,-1990,0.0,11101-2438,11101.0
3260,133889608,12,994.0,205.0,0.0,179 ORCHARD ST APT 4,3.0,4.0,360610030011002.0,36061003001.0,NEW YORK,10.0,JONATHAN SAR,1.0,1,36061.0,2015,4.0,1.0,3.0,40.7215,PF,S,AR,A,-73.9886,A,,5602.0,512110.0,WEB CINEMA GROUP,133889608201512,1338896082015,A,A31,,A31,A,S41I,BEST,AR,AR,AR,1.0,IN,,24590.0,499298.0,0.0,0.0,510038,510038,509298,519172,473629,509298,519172,473629,0,0,0,0,0,0,0,0,0,0,24448,21970,0,0,0,0,0,0,0,0,2012137,2012137,0,0,46418,0,0,0,0,0,0,0,0,0.0,0,0,-20000,-20000,91655.0,0,0,0.0,0.0,0.0,-20000.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,-20000,489298.0,0,0,489298.0,0.0,0,0.0,0.0,489298,0,1.0,489298,489298.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.7144131925296163,N,199610.0,,16eofinextract990pf.dat,NY,2015,3,201512,0,0.0,10002-1482,10002.0
3265,133897205,12,994.0,91.0,0.0,505 PARK AVE FL 8,3.0,1.0,360610114011003.0,36061011401.0,NEW YORK,12.0,D LEIBMAN ES,1.0,1,36061.0,2015,3.0,1.0,1.0,40.7631,PF,O,AR,A,-73.9698,A,,5602.0,712110.0,TEN TEN FOUNDATION INC,133897205201512,1338972052015,A,A50,,A50,A,A50Z,IRS,AR,AR,AR,1.0,IN,,3.0,53.0,0.0,0.0,0,1,0,0,0,0,0,0,2,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,145,140,140,10130,0,1,8,0,1,0,10555,0,0,0,0,0,145,145.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,145,145.0,0.0,145,145,53.0,0,0,53.0,0.0,0,0.0,0.0,53,0,0.0,53,53.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.025546121977215508,Y,199808.0,,16eofinextract990pf.dat,NY,2015,3,201512,0,0.0,10022-1106,10022.0
3300,133915359,12,602.0,0.0,0.0,1430 BROADWAY,3.0,1.0,,36061011300.0,NEW YORK,10.0,BERNATH & RO,1.0,1,36061.0,2015,4.0,1.0,4.0,40.7543,PF,S,AR,A,-73.9869,A,,5602.0,711130.0,VIOLA FOUNDATION,133915359201512,1339153592015,A,A68,,A68,A,T20J,BEST,AR,AR,AR,2.0,IN,,4265.0,86594.0,4265.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,75.0,371888,0,-6986,0,0.0,0,179,202.0,179.0,179.0,179.0,0.0,0,0.0,0,0.0,365000,371963.0,202.0,372165,365179,88103.0,0,0,88103.0,0.0,0,0.0,0.0,88103,0,1.0,88103,88103.0,Y,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.15583854504233585,N,199701.0,,16eofinextract990pf.dat,NY,2015,3,201512,0,0.0,10018-3308,10018.0
3345,133921831,12,602.0,0.0,0.0,335 MADISON AVE STE 1500,3.0,8.0,360610094001012.0,36061009400.0,NEW YORK,10.0,ERIC KAPLAN,1.0,1,36061.0,2015,4.0,1.0,5.0,40.7537,PF,S,AR,A,-73.9786,A,,5602.0,710000.0,BARBARA M ZALAZNICK FOUNDATION,133921831201512,1339218312015,A,A99,,A99,A,A99Z,IRS,AR,AR,AR,2.0,IN,,1241955.0,25217363.0,1232100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72828,0.0,1664980,514832,-967799,0,0.0,0,54780,62050.0,554814.0,0.0,0.0,492764.0,-76228,0.0,-23375,0.0,300000,1664980.0,62050.0,1737808,770009,19533.0,0,11245036,23712791.0,5390933.0,0,0.0,0.0,23712791,11245036,0.0,18917430,18917430.0,N,77400,N,9855,9855.0,0.0,67545.0,0,0,67545,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.8487658156460888,N,199704.0,,16eofinextract990pf.dat,NY,2015,3,201512,-67545,0.0,10017-4611,10017.0
3384,133929462,12,91.0,0.0,0.0,1 LEXINGTON AVE APT 2A,3.0,6.0,,,NEW YORK,10.0,ROBERT H HOR,1.0,1,36061.0,2015,3.0,1.0,5.0,40.7382,PF,O,AR,A,-73.9857,A,,5602.0,710000.0,THE FRIEDMAN KIEN AND TOYONAGA FOUNDATION INC,133929462201512,1339294622015,A,A40,,A40,A,A40Z,IRS,AR,AR,AR,1.0,IN,,219085.0,4448428.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,36518,0.0,114490,60573,145765,0,0.0,0,43999,36518.0,296773.0,0.0,0.0,260255.0,190065,0.0,2136,0.0,0,114490.0,36518.0,151008,296773,838.0,0,2899688,4303657.0,0.0,0,0.0,0.0,4303657,2899688,0.0,3621866,3621866.0,N,373,N,5205,5205.0,0.0,0.0,0,13,0,0.0,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.08578836087975494,Y,199612.0,,16eofinextract990pf.dat,NY,2015,3,201512,4845,0.0,10010-5539,10010.0
3386,133930172,12,602.0,0.0,0.0,902 BROADWAY FL 15,3.0,3.0,360610052001000.0,36061005200.0,NEW YORK,10.0,LAURA BAUDO,1.0,1,36061.0,2015,4.0,1.0,3.0,40.739177000000005,PF,S,AR,A,-73.98976400000001,A,,5602.0,710000.0,TOMORROW FOUNDATION,133930172201512,1339301722015,A,A99,,A99,A,A99Z,IRS,AR,AR,AR,1.0,IN,,4873.0,98940.0,4873.0,4873.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,751900,0,13137,0,0.0,0,37,0.0,37.0,0.0,0.0,37.0,0,0.0,0,0.0,765000,751900.0,0.0,751900,765037,57011.0,0,0,57011.0,0.0,0,0.0,0.0,57011,0,0.0,57011,57011.0,Y,23579,N,0,0.0,0.0,23579.0,0,0,23579,0.0,0,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.5049796426976589,N,199704.0,,16eofinextract990pf.dat,NY,2015,3,201512,-23579,0.0,10010-6031,10010.0
3416,133935786,12,119.0,0.0,0.0,80 RIVERSIDE DR,3.0,1.0,360610167002000.0,36061016700.0,NEW YORK,12.0,DON LEWIS,1.0,1,36061.0,2015,4.0,1.0,1.0,40.7856,PF,S,AR,A,-73.982,A,,5602.0,711130.0,CLASSICAL MUSIC FOUNDATION OF NEW YORK,133935786201512,1339357862015,A,A68,,A68,A,T22Z,BEST,AR,AR,AR,1.0,IN,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,0.0,0,0,1.0,0.0,0,0.0,0.0,0,0,0.0,1,0.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.38658773859701934,N,199807.0,,16eofinextract990pf.dat,NY,2015,3,201512,0,0.0,10024-5725,10024.0
3418,133935995,12,602.0,0.0,0.0,16 E 79TH ST STE 31,3.0,8.0,360610142004000.0,36061014200.0,NEW YORK,10.0,SS FOUNDATIO,1.0,1,36061.0,2015,4.0,1.0,8.0,40.7768,PF,S,AR,A,-73.9632,A,,5602.0,710000.0,LILY AUCHINCLOSS FOUNDATION INC,133935995201512,1339359952015,A,A40,,A40,A,A40J,IRS,AR,AR,AR,1.0,IN,,2771176.0,56267532.0,2721598.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787173,406515.0,2405400,936234,-387953,0,0.0,0,0,325658.0,2804560.0,0.0,0.0,2478902.0,1868156,0.0,230,0.0,0,2811915.0,325658.0,3192573,2804620,2013955.0,2731588,32851878,55740911.0,3023965.0,5809614,0.0,0.0,55740911,41393080,1.0,46438580,46438580.0,N,73130,N,49578,49578.0,0.0,23552.0,0,0,23552,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.8840798238602433,N,199706.0,,16eofinextract990pf.dat,NY,2015,3,201512,-23552,0.0,10075-0150,10075.0
3432,133938484,6,119.0,0.0,0.0,2 PARK AVE FL 19,3.0,4.0,,,NEW YORK,10.0,DANIEL RETTE,1.0,1,36061.0,2015,4.0,1.0,4.0,40.7427,PF,S,AR,A,-73.9845,A,,5602.0,710000.0,BETTY RETTER FOUNDATION,133938484201506,1339384842015,A,A99,,A99,A,A99I,IRS,AR,AR,AR,2.0,IN,,21924.0,445162.0,21495.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8420,0.0,90000,6548,-68569,0,0.0,0,0,8420.0,29851.0,0.0,0.0,21431.0,23303,0.0,0,0.0,0,90000.0,8420.0,98420,29851,17837.0,0,297031,415402.0,0.0,0,0.0,0.0,415402,297031,2601.0,314868,312267.0,N,0,N,429,429.0,0.0,71.0,500,0,71,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.9518490526352088,N,199707.0,,16eofinextract990pf.dat,NY,2014,3,201506,-71,0.0,10016-9301,10016.0
3504,133949433,3,602.0,0.0,0.0,C/O ANCHIN BLOCK ANCHIN LLP,3.0,8.0,,,NEW YORK,10.0,ANCHIN BLOCK,1.0,1,36061.0,2016,4.0,1.0,8.0,40.7207,PF,S,AR,A,-73.9813,A,,5602.0,710000.0,POTTERS WHEEL FOUNDATION INC,133949433201603,1339494332016,A,A40,,A40,A,T20Z,BEST,AR,AR,AR,1.0,IN,,315485.0,6405795.0,313304.0,312283.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152013,60034.0,250000,63447,-98701,0,0.0,0,11514,85174.0,303312.0,0.0,0.0,218138.0,228351,60000.0,0,0.0,0,310034.0,85174.0,402013,303312,0.0,50000,3215880,6105274.0,0.0,0,0.0,0.0,6105274,3265880,1.0,5079228,5079228.0,Y,0,N,2181,2181.0,0.0,0.0,0,49,0,0.0,0,0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.9059527953815272,N,199812.0,,16eofinextract990pf.dat,NY,2015,3,201603,2230,0.0,10018-0000,10018.0
3517,133957107,12,994.0,602.0,119.0,C/O ANCHIN - 1375 BROADWAY,3.0,4.0,,36061010900.0,NEW YORK,10.0,ANCHIN BLOCK,1.0,1,36061.0,2015,4.0,1.0,1.0,40.7507,PF,S,AR,A,-73.9878,A,,5602.0,711130.0,NEW HERITAGE MUSIC FOUNDATION INC,133957107201512,1339571072015,A,A68,,A68,A,A68,BEST,AR,AR,AR,1.0,IN,,8664.0,175918.0,8664.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2489,1728.0,0,0,-2402,0,0.0,0,87,761.0,87.0,0.0,0.0,0.0,0,0.0,0,0.0,0,1728.0,761.0,2489,87,0.0,0,0,174717.0,0.0,0,0.0,0.0,174717,0,1.0,174717,174717.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.22531858282220185,N,199806.0,,16eofinextract990pf.dat,NY,2015,3,201512,0,0.0,10018-0000,10018.0
3526,133959455,12,994.0,92.0,0.0,PO BOX 150418,3.0,1.0,360470149001000.0,36047014900.0,BROOKLYN,20.0,ROBERT VISCU,1.0,1,36047.0,2015,4.0,1.0,1.0,40.6643,PF,S,AR,A,-73.9841,A,,5602.0,710000.0,ITALIAN AMERICAN WRITERS ASSOCIATION,133959455201512,1339594552015,A,A70,,A70,A,A70,BEST,AR,AR,AR,1.0,IN,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0.0,100,0,1887,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2360,100.0,0.0,473,2360,2999.0,0,0,1.0,0.0,0,0.0,0.0,0,0,0.0,2999,2999.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.3715483802845608,N,201211.0,,16eofinextract990pf.dat,NY,2015,3,201512,0,0.0,11215-0418,11215.0
3531,133963325,6,994.0,120.0,123.0,11949 UNION TPKE APT 3B,3.0,3.0,360810637001008.0,36081063900.0,FOREST HILLS,10.0,HUDSON,1.0,1,36081.0,2016,4.0,1.0,3.0,40.7065,PF,S,AR,A,-73.85600000000001,A,,5602.0,511100.0,INSTITUTE FOR THE STUDY OF LONG TERM ECONOMIC TRENDS,133963325201606,1339633252016,A,A33,,A33,A,A33E,IRS,AR,AR,AR,1.0,IN,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544,2994.0,0,0,54801,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,58345,550.0,0,2994.0,0.0,3544,58345,69379.0,0,0,69379.0,0.0,0,0.0,0.0,69379,0,0.0,69379,69379.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.09439106815827836,N,199712.0,,16eofinextract990pf.dat,NY,2015,3,201606,0,0.0,11375-6109,11375.0
3546,133968595,12,0.0,0.0,0.0,529 FIFTH AVENUE,3.0,5.0,360610094001010.0,36061009400.0,NEW YORK,20.0,STARR & CO,1.0,1,36061.0,2015,3.0,1.0,4.0,40.7548,PF,O,AR,A,-73.9799,A,,5602.0,512110.0,SCORSESE FAMILY FOUNDATION SCORSESE MARTIN TTEE,133968595201512,1339685952015,A,A31,,A31,A,A31,IRS,AR,AR,AR,1.0,IN,,734.0,14907.0,0.0,0.0,0,1,0,0,0,0,0,0,489,390,263,1259,0,0,0,0,1,0,0,20,0,0,0,0,201483,198962,183772,220336,0,1,2401,0,20,0,804553,0,0,0,0,0,176483,176483.0,25000,0,3517,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,110000.0,0,0.0,205000,201483.0,0.0,201483,205000,0.0,0,0,704576.0,0.0,0,0.0,0.0,704576,0,1.0,704576,704576.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.36425757222468025,Y,199906.0,SCORSESE MARTIN TTEE,16eofinextract990pf.dat,NY,2015,3,201512,0,0.0,10017-4608,10017.0
3557,133972275,12,994.0,119.0,0.0,44 E 32ND ST FL 12,3.0,1.0,360610074002002.0,36061007400.0,NEW YORK,20.0,RAYMOND M PE,1.0,1,36061.0,2015,4.0,1.0,1.0,40.746241,PF,S,AR,A,-73.983627,A,,5602.0,710000.0,ART2FACTS,133972275201512,1339722752015,A,A40,,A40,A,A400,NEW,AR,AR,AR,1.0,IN,,28.0,567.0,28.0,28.0,0,0,0,0,0,0,0,0,19,27,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,592,0.0,0,0,-592,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,592,1,0.0,0,0,402.0,0.0,0,0.0,0.0,402,0,7255.0,402,-6853.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.27756243950019177,N,199812.0,,16eofinextract990pf.dat,NY,2015,3,201512,0,0.0,10016-5517,10016.0
3570,133976359,6,90.0,0.0,0.0,450 SEVENTH AVENUE,3.0,4.0,360610109001005.0,36061010900.0,NEW YORK,20.0,APFEL LEVY Z,1.0,1,36061.0,2016,4.0,1.0,1.0,40.7516,PF,S,ZB,A,-73.9904,A,,5602.0,813219.0,DAVID MERRICK ARTS FOUNDATION INC,133976359201606,1339763592016,A,A126,,A1261,A,A20,BEST,AR,AR,AR,1.0,IN,,7588.0,154074.0,7511.0,6781.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50.0,5400,0,-1623,0,0.0,0,114,0.0,3827.0,0.0,0.0,3827.0,0,0.0,3713,0.0,0,5450.0,0.0,5450,3827,11963.0,0,0,151004.0,0.0,0,0.0,0.0,151004,0,1.0,151004,151003.0,N,0,N,77,77.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.2568841933607903,N,199804.0,,16eofinextract990pf.dat,NY,2015,3,201606,77,0.0,10123-0101,10123.0
3620,133981562,11,60.0,0.0,0.0,201 WEST 86TH ST,3.0,3.0,360610171001000.0,36061017100.0,NEW YORK,12.0,MORSE ZELNIC,1.0,1,36061.0,2015,3.0,1.0,2.0,40.7877,PF,O,AR,A,-73.975,A,,5602.0,712110.0,MICA FOUNDATION,133981562201511,1339815622015,A,A51,,A51,A,A51Z,IRS,AR,AR,AR,1.0,IN,,1561.0,31700.0,0.0,0.0,0,1,51376,54876,52176,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,387,813,960,4767,0,158428,0,0,81,0,6927,0,0,0,0,0,779,387.0,0,79,159,0,0.0,0,2,392.0,81.0,81.0,81.0,0.0,-2343,0.0,0,0.0,3200,387.0,392.0,779,938,2591.0,0,26543,27241.0,0.0,0,0.0,0.0,27241,26543,1.0,29134,29134.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.7798677068222423,Y,199811.0,,16eofinextract990pf.dat,NY,2014,3,201511,0,0.0,10024-3328,10024.0
3622,133981873,12,994.0,120.0,0.0,137 WEST 14TH STREET 3RD FL,3.0,3.0,360610081004000.0,36061008100.0,NEW YORK,10.0,ROSEN & FEDE,1.0,1,36061.0,2015,4.0,3.0,3.0,40.738143,PF,S,AR,A,-73.998101,A,,5602.0,511100.0,EVERGREEN REVIEW INC,133981873201512,1339818732015,A,A33,,A33,A,A33,BEST,AR,AR,AR,1.0,IN,,1646.0,33414.0,0.0,0.0,0,0,0,0,0,0,0,0,1097,1277,1229,1303,0,0,0,0,0,0,0,0,0,0,0,0,12249,20522,27860,8329,0,0,4906,0,0,0,68960,0,0,0,0,0,18249,12249.0,0,0,4722,0,0.0,0,0,0.0,0.0,3586.0,3586.0,0.0,0,0.0,3586,0.0,19385,12249.0,0.0,18249,22971,598.0,0,0,35447.0,0.0,0,0.0,0.0,35447,0,35229.0,35447,218.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.5867306169796654,N,199808.0,,16eofinextract990pf.dat,NY,2015,3,201512,0,0.0,10011-7308,10011.0
3666,133995881,6,0.0,0.0,0.0,CO HECHT CO PC 350 5TH AVE-FL68,3.0,6.0,360610112021003.0,36061011202.0,NEW YORK,10.0,HECHT AND CO,1.0,1,36061.0,2015,4.0,1.0,6.0,40.762966,PF,S,AR,A,-73.973968,A,,5602.0,711110.0,LUCILLE LORTEL THEATRE FOUNDATION INC,133995881201506,1339958812015,A,A65,,A65,A,A20,BEST,AR,AR,AR,1.0,IN,,8263.0,167784.0,8263.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742891,344812.0,0,0,45188,0,0.0,290979,0,0.0,0.0,0.0,398079.0,0.0,0,103256.0,107100,398079.0,390000,344812.0,0.0,742891,788079,0.0,0,0,2886298.0,0.0,0,0.0,0.0,2886298,0,29115.0,2886298,2857183.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.8542796478253419,N,199907.0,,16eofinextract990pf.dat,NY,2014,3,201506,0,0.0,10118-6710,10118.0
3829,134043424,12,0.0,0.0,0.0,450 W 17TH ST APT 604,3.0,3.0,360610083003000.0,36061008300.0,NEW YORK,10.0,,1.0,1,36061.0,2015,4.0,1.0,4.0,40.7434,PF,S,AR,A,-74.0051,A,,5602.0,711110.0,VILLAR HAUSER THEATRE DEVELOPMENT FUND INC,134043424201512,1340434242015,A,A65,,A65,A,A65,BEST,AR,AR,AR,1.0,IN,,5602.0,113742.0,5602.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352507,336507.0,29309,0,44556,0,0.0,0,3,0.0,3.0,73516.0,73516.0,3.0,0,16000.0,73513,0.0,352856,365816.0,0.0,381816,426372,39069.0,0,0,64115.0,0.0,0,0.0,0.0,64115,0,42877.0,64115,21238.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5600.0,0.4985918243747304,N,200011.0,,16eofinextract990pf.dat,NY,2015,3,201512,0,0.0,10011-5818,10011.0
