,FILER,CODE990,EIN,styear,ACTIVCD1,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,POPCD,REASON,P6UNRELB,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
13434,990.0,1,132631223,1991,205,0,552,0,0,1102,0,0,0,25889,25889,26441,23677,17288,0,0,21600,17737,663,448,0,0,0,0,0,0,0,0,0,0,0,0,6412,0,18374,0,6,1,0,N,ARCHITECTS CNCL NEW YORK CITY,NEW YORK,NY,10001-6708,10001.0,36061,A03,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.96414,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,20029,199112,1991,NY,10001.0,NEW YORK,A03,B,12,205.0,0.0,0.0,275 SEVENTH AVE,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7402.0,,PC,O,AR,A,IN,,A03,A,813920.0
13474,990.0,1,132666239,1991,200,0,336205,0,0,1444,0,0,0,178273,178273,514478,425605,81717,0,0,110307,115557,21840,33840,0,0,0,0,0,0,0,0,0,0,0,0,95623,0,81206,0,6,1,0,N,NEW YORK MARKET RADIO BROADCASTERS ASSOC,NEW YORK,NY,10017-5404,10017.0,36061,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.02222,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,418855,199112,1991,NY,10017.0,NEW YORK,A34,A,12,200.0,120.0,0.0,51 E 42ND ST 416,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7101.0,,PC,O,AR,A,IN,,A34,A,513110.0
13538,990.0,1,132760431,1991,200,0,413315,0,0,1458,0,0,0,1458,1458,414773,429809,32883,67708,0,47919,32883,0,0,32883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,MEDIA COALITION,NEW YORK,NY,10038-2594,10038.0,36061,A01,A,10038.0,5602.0,5600.0,36061.0,,O,O,0.18561,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,414773,199112,1991,NY,10038.0,NEW YORK,A30,B,12,200.0,0.0,0.0,1221 AVE OF AMERICAS 24TH FLOOR,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7407.0,,PC,O,AR,A,IN,,A30,A,510000.0
13563,990.0,1,132806164,1990,200,3917,188318,0,0,0,0,0,0,8929,8929,201164,224109,-30047,0,0,9026,11616,16128,41663,0,0,0,0,0,0,0,0,0,0,0,0,0,7700,0,1229,6,1,0,N,ASSOC INDEPENDENT VIDEO & FILMMAKERS,NEW YORK,NY,10013-1015,10013.0,36061,A03,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.84457,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199106,201164,199106,1991,NY,10013.0,NEW YORK,A0331,A,6,200.0,123.0,119.0,625 BROADWA,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7505.0,C,PC,O,AR,A,IN,,A0331,A,813920.0
13589,990.0,1,132842726,1990,91,122591,26201,0,0,5670,20497,0,0,216409,216409,365201,370639,-27959,0,0,15399,7032,37920,34991,0,0,0,0,0,0,0,0,0,0,0,0,0,210739,0,0,5,1,0,N,CTR BOOK ARTS 1974,NEW YORK,NY,10012-2617,10012.0,36061,A40,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.22083000000000003,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199012,365201,199012,1990,NY,10012.0,NEW YORK,A70,A,12,91.0,126.0,995.0,626 BROADWAY,3.0,0.0,1000.0,,1.0,13.0,16.0,10.0,0.0,1.0,7511.0,,PC,O,AR,A,IN,,A70,A,710000.0
13603,990.0,1,132856736,1991,263,0,18038239,21820000,21820000,4319642,0,0,0,27367484,5547484,45405723,26411566,8196312,918962,0,12832081,11122091,1809926,2925779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227842,5,1,0,N,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NEW YORK,NY,10019-5254,10019.0,36061,A40,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.07342,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,23585723,199112,1991,NY,10019.0,NEW YORK,A40,A,12,263.0,261.0,279.0,15 UNION SQUARE,6.0,0.0,3000.0,,2.0,13.0,0.0,10.0,3084.0,2.0,7802.0,ACTWU,PC,O,AR,A,IN,,A40,A,710000.0
13604,990.0,1,132857251,1991,200,0,29385,0,0,1365,0,0,0,1365,1365,30750,23464,53614,0,0,46328,53614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,DECORATIVE FABRICS ASSOC,NEW YORK,NY,10013-1522,10013.0,36061,A01,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.7790600000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,30750,199112,1991,NY,10013.0,NEW YORK,A40,A,12,200.0,0.0,0.0,31 11 THOMSON AVE,3.0,0.0,2000.0,% LEE JOFA INC,2.0,11.0,0.0,10.0,0.0,1.0,7708.0,,PC,O,AR,A,IN,,A40,A,710000.0
13605,990.0,1,132857274,1990,200,0,139263,0,0,2709,0,9761,15758,87713,77952,226976,149034,44622,0,0,122566,160187,146125,115565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,BOOK INDUSTRY STUDY GROUP,NEW YORK,NY,10010-7003,10010.0,36061,A05,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.67505,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199106,217215,199106,1991,NY,10010.0,NEW YORK,A0533,A,6,200.0,209.0,0.0,160 FIFTH AVE 640,3.0,0.0,2000.0,% PASKUS GORDON & HYMAN,2.0,13.0,0.0,10.0,0.0,1.0,7609.0,,PC,O,AR,A,IN,,A0533,A,541720.0
13606,990.0,1,132857308,1990,123,0,94650,0,0,6145,0,0,0,12695,12695,107345,108164,72839,0,0,83421,119175,9763,46336,0,0,0,0,0,0,0,0,0,0,0,0,0,6550,0,0,4,1,0,N,WOMENS FORUM,NEW YORK,NY,10017-6224,10017.0,36061,A70,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.03805,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199110,107345,199110,1991,NY,10017.0,NEW YORK,R24,C,10,123.0,559.0,0.0,9 E 41ST ST,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7602.0,,PC,O,AR,A,IN,,R24,R,813311.0
13608,990.0,1,132861474,1991,264,0,0,75000,74127,84991,0,0,0,334859,260732,334859,511319,1763505,0,0,3603884,1891779,1302438,128274,1763505,0,0,0,0,0,0,0,0,0,0,0,0,174868,0,0,9,1,0,N,LOCAL 15 ASSOC FILM CRAFTSMEN WELFARE FND,NEW YORK,NY,10019-3202,10019.0,36061,A31,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.71143,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,260732,199112,1991,NY,10019.0,NEW YORK,A31,A,12,264.0,265.0,279.0,250 W 57TH ST,3.0,0.0,1000.0,% KING ADMINISTRATORS,2.0,13.0,0.0,20.0,0.0,2.0,7702.0,,PC,O,AR,A,IN,,A31,A,512110.0
13620,990.0,1,132873008,1991,267,0,0,1011988,1007075,195175,0,0,0,1207163,200088,1207163,92317,2630938,0,0,2485154,2640753,23827,9815,2630938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,N,PRINTERS LEAGUE GRAPHIC ARTS INTNTL UNION LOC 43B SPEC DISPL BNFT FND,NEW YORK,NY,10003-3388,10003.0,36061,A99,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.38773,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199201,200088,199201,1992,NY,10003.0,NEW YORK,A0333,A,1,267.0,0.0,0.0,27 UNION SQ RM 407,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,7608.0,SPEC DISPL BNFT FUND,PC,O,AR,A,IN,,A0333,A,813920.0
13710,990.0,1,132918640,1990,0,0,44617,0,0,461,0,0,0,461,461,45078,54764,8978,0,0,18664,8978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,9,N,WOMENS MEDIA GROUP,NEW YORK,NY,10017-6102,10017.0,36061,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.8829600000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,45078,199012,1990,NY,10017.0,NEW YORK,A30,B,12,205.0,0.0,0.0,501 5TH AVE 901,3.0,0.0,2000.0,% SHUBERT SILVER & ROSEN,2.0,13.0,0.0,10.0,0.0,1.0,9308.0,,PC,O,AR,A,IN,,A30,A,510000.0
13734,990.0,1,132931071,1991,91,0,38513,0,0,70,0,0,13443,13513,13513,52026,51365,-109,0,0,-770,-109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,N,SOC ANIMAL ARTISTS,NEW YORK,NY,10003-4303,10003.0,36061,A20,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.44151999999999997,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,52026,199112,1991,NY,10003.0,NEW YORK,A0340,A,12,91.0,126.0,0.0,47 FIFTH AVE,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8306.0,,PC,O,AR,A,IN,,A0340,A,813920.0
13737,990.0,1,132932563,1991,319,366,805,0,0,14423,0,0,0,48272,48272,49443,25592,75941,0,0,74057,75941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21967,0,11882,0,7,1,0,N,METRO SOC KARDAMYLIANS,BROOKLYN,NY,11209-3601,11209.0,36047,A99,A,11209.0,5602.0,5600.0,36047.0,,O,O,0.38384,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36047.0,199112,27476,199112,1991,NY,11209.0,BROOKLYN,A99,C,12,119.0,123.0,0.0,7919 THIRD AVE,3.0,0.0,1000.0,,2.0,11.0,0.0,10.0,0.0,1.0,7805.0,LIVANOS,PC,O,AR,A,IN,,A99,A,710000.0
13802,,1,132964947,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,INTL WOMENS WRITING GUILD,NEW YORK,NY,10028-0082,10028.0,36061,A70,A,10028.0,5602.0,5600.0,36061.0,,PC,O,0.9281799999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,198912,0,198912,1989,NY,10028.0,NEW YORK,A70,A,12,92.0,0.0,0.0,BOX 810 GRACIE STA,3.0,0.0,1000.0,,1.0,13.0,16.0,10.0,0.0,1.0,9405.0,,PC,O,AR,A,IN,,A70,A,710000.0
13815,990.0,1,132971627,1990,91,0,0,0,0,2137,0,0,0,666832,666832,666832,667145,90463,72500,0,95413,97878,4637,7415,90463,0,0,0,0,0,0,0,0,0,0,0,0,664695,0,0,4,1,0,N,AMER ARTS & CRAFTS ALLIANCE,NEW YORK,NY,10168-1999,10168.0,36061,A20,A,10168.0,5602.0,5600.0,36061.0,,O,O,0.49733999999999995,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199012,666832,199012,1990,NY,10168.0,NEW YORK,A0140,A,12,91.0,0.0,0.0,PO BOX 241,3.0,0.0,3000.0,% ALAN FELL,2.0,13.0,0.0,10.0,0.0,1.0,7907.0,,PC,O,AR,A,IN,,A0140,A,813319.0
13854,990.0,1,132990527,1990,205,0,17760,0,0,681,0,0,0,8129,8129,25889,22162,14640,0,0,21949,14640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11036,0,-3588,0,6,1,0,N,MUSIC PUBLISHERS ASSOC UNITED STATES,NEW YORK,NY,10017-4014,10017.0,36061,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.61177,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199105,14853,199105,1991,NY,10017.0,NEW YORK,A68,A,5,205.0,0.0,0.0,205 E 42ND ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7910.0,INC,PC,O,AR,A,IN,,A68,A,711130.0
13912,990.0,1,133021168,1991,64,34000,0,0,0,0,0,0,0,36609,36609,70609,56316,8340,0,0,21846,8340,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,21299,0,15310,0,4,1,0,Y,COMITE DEL DESFILE DE LA HISPANIDAD,NEW YORK,NY,10010-0000,10010.0,36061,A84,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.47968999999999995,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199202,49310,199202,1992,NY,10010.0,NEW YORK,A84,C,2,64.0,90.0,92.0,174 176 5TH AVE SUITE 401,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8005.0,,PC,O,AR,A,IN,,A84,A,712120.0
13948,990.0,1,133036753,1991,0,22582,0,0,0,2109,7158,0,0,71634,71634,94216,111171,27679,0,2227,44634,30835,0,3156,0,0,0,0,0,0,0,0,0,0,0,0,0,69525,0,0,4,1,7,N,BOND STREET THEATRE COALITION,NEW YORK,NY,10012-2308,10012.0,36061,A65,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.57376,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199112,94216,199112,1991,NY,10012.0,NEW YORK,A65,A,12,0.0,0.0,0.0,2 BOND ST,3.0,0.0,3000.0,,0.0,13.0,0.0,10.0,0.0,5.0,0.0,,PC,O,AR,A,IN,,A65,A,711110.0
13974,,1,133047540,1990,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,DANCE FOUNTAIN INC,NEW YORK,NY,10036-6327,10036.0,36061,A62,A,10036.0,5602.0,5600.0,36061.0,,U,O,0.40506,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,0,199012,1990,NY,10036.0,NEW YORK,A62,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A62,A,711120.0
14011,990.0,1,133058765,1991,200,0,2387773,0,0,48231,0,0,0,1562323,1562323,3950096,4029878,733919,864190,0,1211578,1098376,397877,364457,0,0,0,0,0,0,0,0,0,0,0,0,0,1460645,0,53447,6,1,0,N,CABLE TELEVISION ADVERTISING BUREAU,NEW YORK,NY,10022-0000,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.8376299999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,3950096,199112,1991,NY,10022.0,NEW YORK,A0332,A,12,200.0,0.0,0.0,757 THIRD AVE 5TH FLR,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8202.0,,PC,O,AR,A,IN,,A0332,A,813920.0
14080,990.0,1,133087478,1991,90,74382,0,0,0,0,0,0,0,0,0,74382,67699,1368,0,0,0,1368,5315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,N,SAFARI EAST CULTURAL PRESENTATIONS,NEW YORK,NY,10016-7923,10016.0,36061,A68,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.6955899999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199208,74382,199208,1992,NY,10016.0,NEW YORK,A68,A,8,90.0,0.0,0.0,141 W 28TH ST 302,3.0,0.0,1000.0,,1.0,13.0,15.0,10.0,0.0,1.0,8110.0,,PC,O,AR,A,IN,,A68,A,711130.0
14096,990.0,1,133093349,1991,91,11890,63021,0,0,174,0,0,0,22330,22330,97241,92777,22181,0,0,19657,24468,1940,2287,0,0,0,0,0,0,0,0,0,0,0,0,0,22156,0,0,4,1,0,N,SOHO 20 ARTISTS,NEW YORK,NY,10012-3921,10012.0,36061,A40,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.8964700000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,97241,199112,1991,NY,10012.0,NEW YORK,A40,B,12,91.0,0.0,0.0,469 BROOME ST,3.0,0.0,3000.0,,1.0,13.0,15.0,10.0,0.0,1.0,8905.0,,PC,O,AR,A,IN,,A99,A,710000.0
14101,990.0,1,133094056,1991,123,0,7900,0,0,3346,0,0,0,100208,100208,108108,105555,30076,0,0,27523,30076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96862,0,0,6,1,0,N,PACIFIC INTELLECTUAL PROPERTY ASSOC,NEW YORK,NY,10163-3477,10163.0,36061,A70,A,10163.0,5602.0,5600.0,36061.0,,O,O,0.74525,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199203,108108,199203,1992,NY,10163.0,NEW YORK,S03,C,3,123.0,0.0,0.0,PO BOX 3477 GRAND CENTRAL STA,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,5.0,8201.0,,PC,O,AR,A,IN,,S03,S,813920.0
14144,990.0,1,133109557,1990,123,66563,121506,0,0,18399,31452,0,0,131231,131231,319300,195253,385066,23255,0,339556,432710,27212,47644,0,0,0,0,0,0,0,0,0,0,0,0,61617,26021,0,0,4,1,0,N,DEMOCRATIC SOCIALISTS AMERICA,NEW YORK,NY,10014-4606,10014.0,36061,A70,A,10014.0,5602.0,5600.0,36061.0,,O,O,0.54332,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,257683,199012,1990,NY,10014.0,NEW YORK,A70,C,12,123.0,521.0,0.0,180 VARICK ST,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8807.0,,PC,O,AR,A,IN,,V24,V,541720.0
14149,990.0,1,133112767,1991,119,0,38553,0,0,4306,0,0,0,7849,7849,46402,46440,49899,0,0,54955,62564,5018,12665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3542,4,1,9,N,INTL CNCL TRADITIONAL MUSIC,NEW YORK,NY,10027-0000,10027.0,36061,A68,A,10027.0,5602.0,5600.0,36061.0,,O,O,0.78289,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,46402,199112,1991,NY,10027.0,NEW YORK,A68,A,12,119.0,93.0,0.0,DEPT OF MUSIC COLUMBIA UNIVERSITY,3.0,0.0,1000.0,% DEPT OF MUSIC COLUMBIA UNIVERSITY,2.0,13.0,0.0,10.0,0.0,5.0,8602.0,,PC,O,AR,A,IN,,A68,A,711130.0
14175,990.0,1,133119551,1991,200,0,480000,0,0,10422,0,0,0,10422,10422,490422,369278,330463,118750,0,215939,334135,4124,3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,RADIO NETWORK ASSOC,NEW YORK,NY,10017-5613,10017.0,36061,A34,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.8475799999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,490422,199112,1991,NY,10017.0,NEW YORK,A34,A,12,200.0,121.0,0.0,100 E 42ND ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8309.0,,PC,O,AR,A,IN,,A34,A,513110.0
14186,990.0,1,133124063,1991,120,0,1092133,0,0,12247,0,0,0,851251,851251,1943384,1743384,200000,0,0,778278,792709,778278,592709,0,0,0,0,0,0,0,0,0,0,0,0,0,839004,0,0,6,1,0,N,AMER PAYROLL INST,NEW YORK,NY,10016-5337,10016.0,36061,A33,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.53774,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,1943384,199112,1991,NY,10016.0,NEW YORK,S41,A,12,120.0,205.0,209.0,30 E 33RD ST,3.0,0.0,1000.0,,1.0,13.0,0.0,10.0,0.0,1.0,8407.0,STITUTE INC,PC,O,AR,A,IN,,S41,S,813910.0
14207,990.0,1,133131629,1990,229,0,73389,0,0,1344,0,0,0,137184,137184,210573,201327,57183,52959,0,51464,63658,3527,6475,0,0,0,0,0,0,0,0,0,0,0,0,0,118563,0,0,6,1,9,N,ADVERTISING PHOTOGRAPHER AMERICA,NEW YORK,NY,10011-3707,10011.0,36061,A01,A,10011.0,5602.0,5600.0,36061.0,,O,O,0.40551,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199105,210573,199105,1991,NY,10011.0,NEW YORK,A40,A,5,229.0,0.0,0.0,27 W 20TH ST RM 601,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8410.0,,PC,O,AR,A,IN,,A40,A,710000.0
14229,990.0,1,133137480,1991,200,0,172349,0,0,15002,0,0,0,248255,248255,420604,401902,227450,56160,0,343507,358473,134759,131023,0,0,0,0,0,0,0,0,0,0,0,0,0,233253,0,0,6,1,0,N,KNITTED TEXTILE ASSOC,NEW YORK,NY,10016-8804,10016.0,36061,A01,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.8674799999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,420604,199112,1991,NY,10016.0,NEW YORK,A40,A,12,200.0,229.0,0.0,386 PARK AVE S,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8301.0,,PC,O,AR,A,IN,,A40,A,710000.0
14269,990.0,1,133160506,1990,279,0,0,0,0,0,0,0,0,229447,229447,229447,229447,0,0,0,117021,67782,117021,67782,0,0,0,0,0,0,0,0,0,0,0,0,0,229447,0,0,9,1,0,N,SHER WOVEN COMPANY EMPLOYEES BENEFIT TRUST,NEW YORK,NY,10018-6203,10018.0,36061,A40,A,,5602.0,5600.0,,,O,O,0.54728,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,229447,199012,1990,NY,,NEW YORK,A40,A,12,279.0,0.0,0.0,62 W 38TH ST,3.0,,1000.0,,,,0.0,,,,8308.0,,PC,O,AR,A,IN,,A40,A,710000.0
14342,990.0,1,133190575,1990,205,0,52119,0,0,1060,0,0,0,2409,2409,54528,67819,18511,0,0,32304,20027,502,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,AMER SOC MEDIA PHOTOGRAPHERS,NEW YORK,NY,10003-4767,10003.0,36061,A01,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.8066300000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,54528,199012,1990,NY,10003.0,NEW YORK,A40,A,12,205.0,0.0,0.0,853 BROADWAY STE 803,9.0,0.0,2000.0,,2.0,13.0,0.0,10.0,9167.0,5.0,8803.0,NEW YORK ASMP,PC,O,AR,A,IN,,A40,A,710000.0
14394,990.0,1,133206933,1991,200,0,17705,0,0,0,0,0,0,17398,17398,35103,29048,24267,0,0,18212,24267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17398,6,1,0,N,AMER FEDERATION VIOLIN & BOW MAKERS,STATEN ISLAND,NY,10301-1512,10301.0,36085,A01,A,10301.0,5602.0,5600.0,36085.0,,O,O,0.3203,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36085.0,199112,35103,199112,1991,NY,10301.0,STATEN ISLAND,A68,A,12,200.0,205.0,229.0,288 RICHMOND TER,3.0,0.0,1000.0,% JACQUES FRANCAIS,2.0,13.0,0.0,10.0,0.0,1.0,8712.0,,PC,O,AR,A,IN,,A68,A,711130.0
14403,990.0,1,133212090,1991,200,1517432,0,0,0,11606,0,0,0,14007,14007,1531439,1696463,-1975310,170000,0,169727,179307,1980013,2154617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,6,1,0,N,TELEVISON MUSIC LICENSE COMM,NEW YORK,NY,10022-5403,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.26961999999999997,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,1531439,199112,1991,NY,10022.0,NEW YORK,A0368,A,12,200.0,0.0,0.0,515 MADISON AVE STE 912,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8408.0,ITTEE,PC,O,AR,A,IN,,A0368,A,813920.0
14413,,1,133214820,1991,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,N,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NEW YORK,NY,10011-6849,10011.0,36061,A40,A,,5602.0,5600.0,,,O,O,0.79532,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199112,0,199112,1991,NY,,NEW YORK,A40,A,12,263.0,261.0,279.0,31 W 15TH ST,9.0,,3000.0,,,,0.0,,,,7802.0,,PC,O,AR,A,IN,,A40,A,710000.0
14421,,1,133216947,1990,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,N,ASSOC ADV CREATIVE MUSICIANS NYC CHAPTER,NEW YORK,NY,10108-0187,10108.0,36061,A60,A,10108.0,5602.0,5600.0,36061.0,,O,O,0.28731,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,0,199012,1990,NY,10108.0,NEW YORK,A0168,A,12,30.0,0.0,0.0,PO BOX 187 TIMES SQ STA,3.0,0.0,1000.0,,1.0,13.0,15.0,10.0,0.0,1.0,8507.0,ANS NYC CHAPTER INC,PC,O,AR,A,IN,,A0168,A,813319.0
14561,990.0,1,133300462,1991,205,42665,0,0,0,1878,0,0,0,28207,28207,70872,44130,94078,0,0,106440,115037,22653,20959,0,0,0,0,0,0,0,0,0,0,0,0,16450,0,7272,2607,6,1,7,N,NEW YORK ARTISTS EQUITY ASSOC,NEW YORK,NY,10013-2213,10013.0,36061,A03,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.24656,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199112,54422,199112,1991,NY,10013.0,NEW YORK,A0340,A,12,200.0,0.0,0.0,498 BROOME ST,3.0,0.0,2000.0,,1.0,13.0,15.0,10.0,0.0,1.0,9201.0,,PC,O,AR,A,IN,,A0340,A,813920.0
