,CODE990,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,EIN,FisYr,STYEAR,ASCD,INCCD,ACTIV1,p1tcont,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,NAME,CITY,STATE,ZIP,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,RuleDate,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,GEN,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2TASFMV,P2CASHBV,P2MORTG
4398,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133002233,1989,1988,5,4,60,0,0,75283,7803,0,0,0,0,3870,83086,68086,15000,6316,83086,1662,83086,453329,0,2600,475546,0,13462,STEDAWILL ART FND,NEW YORK,NY,10123-0599,Z,Z99,0.524309,36061.0,10123.0,10123.0,5602.0,5600.0,36061.0,4.0,,197911.0,198906,198906,NY,10123.0,NEW YORK,PF,O,UN,Z,IN,,6,0.0,0.0,450 7TH AVE RM 500,3.0,0.0,1000.0,L WOLLIN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
4414,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133009550,1989,1989,2,1,90,3000,546,0,0,0,0,0,0,3500,3546,4666,-1120,4666,546,11,546,5949,0,0,5949,0,321,INTL MEDIA STUDIES FND,NEW YORK,NY,10168-0002,Z,Z99,0.897918,36061.0,10168.0,10168.0,5602.0,5600.0,36061.0,3.0,,8002.0,198912,198912,NY,10168.0,NEW YORK,PF,O,UN,Z,IN,,12,119.0,0.0,122 E 42ND ST 3206,3.0,0.0,2000.0,% WILLIAM B OBOYLE,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,,
4459,3,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,133031485,1989,1988,5,4,119,30000,0,1447,0,0,0,0,0,0,31447,55004,-23557,47804,1447,29,0,117273,0,86537,117273,0,5694,BARISHNIKOV DANCE FND,NEW YORK,NY,10019-3800,Z,Z99,0.317434,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,197911.0,198901,198901,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,1,0.0,0.0,35 E 12TH ST 5C,3.0,0.0,1000.0,% PADELL NADELL FINE & WEINBERGER,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A62,A,,,
4488,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133042386,1989,1989,4,1,119,1000,2695,0,0,0,0,0,0,0,3695,130,3565,0,2640,53,0,34393,0,0,34393,0,1606,FND NAT PERFORMING ARTS CTR INDIAINC,NEW YORK,NY,10178-0002,Z,Z99,0.8679969999999999,36061.0,10178.0,10178.0,5602.0,5600.0,36061.0,4.0,,198011.0,198912,198912,NY,10178.0,NEW YORK,PF,O,UN,Z,IN,,12,93.0,0.0,101 PARK AVE 28TH FLOOR,3.0,0.0,1000.0,% TATA INCORPORATED,1.0,13.0,1.0,0.0,1.0,NTRE OF INDIAINC,Z,UN,UN,OT,3.0,,,,,,,A1260,A,,,
4494,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133047538,1988,1988,4,4,402,58455,3540,0,0,0,0,0,0,0,85092,82144,2948,82144,3540,71,0,44243,0,2000,44243,0,2106,SEPHARDIC HERITAGE FND,NEW YORK,NY,10120-0101,Z,Z99,0.177541,36061.0,10120.0,10120.0,5602.0,5600.0,36061.0,4.0,,198012.0,198812,198812,NY,10120.0,NEW YORK,PF,O,UN,Z,IN,,12,994.0,400.0,112 W 34TH ST,3.0,198212.0,1000.0,% SAM CATTON,1.0,1.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A82,A,,,
4523,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133052495,1989,1989,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,6,0,211,0,10,HENRI & EUGENIA DOLL FND PERFORMING ARTS,NEW YORK,NY,10036-5803,Z,Z99,0.294935,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10036.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A60,A,,,
4571,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133072403,1990,1989,1,0,90,0,0,0,0,0,0,0,0,0,0,538,-538,538,0,0,0,216,0,1417,216,538,0,PLAYWRIGHTS FORUM,NEW YORK,NY,10023-5958,Z,Z99,0.231334,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,8208.0,199002,199002,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,2,909.0,0.0,1585 BROADWAY RM 2358,3.0,0.0,2000.0,% TRAUM,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,,
4576,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133074367,1989,1989,2,0,124,0,0,0,0,0,0,0,0,0,0,760,-760,0,0,0,0,5781,0,650,5781,0,0,OPERA PIA INTL,NEW YORK,NY,10014-1916,Z,Z99,0.7330369999999999,36061.0,10014.0,10014.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10014.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A6A,A,,,
4585,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133080138,1989,1989,4,1,994,0,3586,0,0,0,0,0,0,28000,3586,28621,-25035,28000,2965,30,0,35245,0,0,35245,0,2315,ARIANA FND ARTS,NEW YORK,NY,10013-3512,Z,Z99,0.614744,36061.0,10013.0,10013.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10013.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A1261,A,,,
4595,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133082489,1990,1989,7,5,90,100000,61950,21430,0,0,0,0,0,59700,183380,60434,122946,59830,82776,828,82646,1098711,779225,476,1098711,6695,51083,TONY RANDALL THEATRICAL FND,NEW YORK,NY,10122-0008,Z,Z99,0.830105,36061.0,10122.0,10122.0,5602.0,5600.0,36061.0,4.0,,198210.0,199006,199006,NY,10122.0,NEW YORK,PF,O,UN,Z,IN,,6,995.0,0.0,225 W 34TH ST,3.0,198306.0,2000.0,% A GOLDFINE CPA,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,,
4605,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133085960,1989,1988,2,3,90,7067,0,0,4335,0,0,0,0,0,11402,14347,-2945,0,4335,87,0,7066,0,0,7066,0,421,FRIENDS YOUNG MUSICIANS,NEW YORK,NY,10022-5493,Z,Z99,0.24875500000000003,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,198109.0,198911,198911,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,11,0.0,0.0,515 MADISON AVE 15TH FLOOR,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1168,A,,,
4620,3,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,133093638,1989,1989,7,7,91,583483,44119,134089,0,0,0,-3625,0,135900,758066,181867,576199,161719,245435,4909,130240,2742849,2172139,0,28608852,0,122009,MILTON & SALLY AVERY ARTS FND,NEW YORK,NY,10022-7572,Z,Z99,0.9922219999999999,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,198311.0,198912,198912,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,123.0,561.0,805 THIRD AVE 21ST FLR,3.0,0.0,1000.0,% FINLEY KUMBLE ET AL,1.0,13.0,1.0,0.0,1.0,FELDMAN RADIN & CO PC,Z,UN,UN,OT,3.0,,,,,,,A1261,A,,,
4647,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133098470,1988,1988,1,1,0,1486,1,0,0,0,0,298,0,0,1786,1285,501,1285,0,0,0,500,0,0,500,0,0,MEDIA FOR THE OTHER ARTS INC,NEW YORK,NY,10013-1660,Z,Z99,0.41516099999999995,36061.0,,10013.0,5602.0,5600.0,,4.0,,198210.0,198812,198812,,,,PF,O,UN,Z,IN,,12,0.0,0.0,48 GRAND ST,3.0,0.0,2.0,,1.0,1.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,,
4696,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133109432,1988,1988,4,1,561,0,3630,0,0,0,0,0,0,130,3630,249,3381,249,3630,73,3630,55371,0,0,55371,0,2637,SOUND VALUES SHARING,NEW YORK,NY,10031-2450,Z,Z99,0.607665,36061.0,10031.0,10031.0,5602.0,5600.0,36061.0,,,,198812,198812,NY,10031.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A68,A,,,
4720,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,133124565,1989,1989,5,4,119,70000,0,0,0,0,0,0,0,68041,70000,70000,0,68041,0,0,0,466390,0,0,466390,0,0,AMER FRIENDS CANADIAN CTR ARCHITECTURE,NEW YORK,NY,10017-3903,Z,Z99,0.5429069999999999,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,198206.0,198912,198912,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,425 LEXINGTON AVE,3.0,0.0,2000.0,DAVIES WARD PHILLIPS&VINEBERG LLP,1.0,13.0,1.0,0.0,1.0,ECTURE INC,Z,UN,UN,OT,3.0,,,,,,,A1140,A,,,
4731,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133127149,1990,1989,1,4,119,46227,0,0,0,0,0,0,0,0,46227,45590,637,45524,0,0,0,1960,0,5000,1960,0,0,MUSICAL THEATRE PROJECT,NEW YORK,NY,10122-0039,Z,Z99,0.0493653,36061.0,10122.0,10122.0,5602.0,5600.0,36061.0,4.0,,198310.0,199006,199006,NY,10122.0,NEW YORK,PF,O,UN,Z,IN,,6,0.0,0.0,225 W 34TH ST RM 1200,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,,
4806,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133156694,1987,1987,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724,0,0,1724,0,0,OPERA FND WESTCHESTER,NEW YORK,NY,10024-5150,Z,Z99,0.401145,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,,,,198712,198712,NY,10024.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A6A,A,,,
4812,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133157569,1987,1987,1,1,91,370,0,0,0,0,0,0,0,0,370,175,195,0,0,0,195,210,0,0,210,0,0,FRIENDS FINANCIAL HISTORY FND,NEW YORK,NY,10004-1604,Z,Z99,0.613554,36061.0,10004.0,10004.0,5602.0,5600.0,36061.0,,,,198712,198712,NY,10004.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A1180,A,,,
4833,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133163535,1987,1987,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW YORK CITY CHILDRENS MUS,NEW YORK,NY,10022-2503,Z,Z99,0.177818,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,,,,198712,198712,NY,10022.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A50,A,,,
4853,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133171936,1990,1989,7,5,90,36667,70090,15543,0,0,0,10297,0,1221,132597,44888,87709,36589,85633,1713,88399,1491192,143556,0,1638698,0,72037,HERRICK THEATRE FND,NEW YORK,NY,10021-7055,Z,Z99,0.9879680000000001,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,3.0,,198310.0,199005,199005,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,5,994.0,0.0,SEVEN PENN PLZ STE 1600,3.0,198405.0,2000.0,% ROSENBERG NEUWIRTH & KUCHNER,1.0,13.0,1.0,0.0,1.0,LUCKY VENTURE CO,Z,UN,UN,OT,3.0,,,,,,,A65,A,,,
4870,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133180628,1989,1989,1,1,90,2000,0,0,0,0,0,0,0,0,2000,2032,-32,2032,0,0,0,2055,0,0,2055,0,0,GEORGE BALANCHINE FND,NEW YORK,NY,10023-0000,Z,Z99,0.48009799999999997,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,15.0,,198404.0,198912,198912,NY,10023.0,NEW YORK,PC,O,UN,Z,IN,,12,0.0,0.0,NYS THEATRE LINCOLN CENTER,3.0,0.0,1000.0,% MS BARBARA HORGAN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,,
4877,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133182985,1989,1989,1,1,998,0,7,0,0,0,0,0,0,0,7,30,-23,30,0,0,0,456,0,0,456,0,23,FRIENDS CHINESE DERMATOLOGY,NEW YORK,NY,10016-6402,Z,Z99,0.0736954,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10016.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A1123,A,,,
4906,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133190322,1988,1988,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STARSHIP SOC NEW MUSIC,NEW YORK,NY,10019-4416,Z,Z99,0.46599399999999996,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,,,,198812,198812,NY,10019.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A68,A,,,
4933,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133200329,1990,1989,8,7,602,7507991,2286,1129069,0,0,0,0,0,659196,8639346,849394,7789952,659196,8634243,172685,1126252,18177866,12088432,0,18347280,0,656897,LIZ CLAIBORNE & ART ORTENBERG FND,NEW YORK,NY,10006-3201,Z,Z99,0.166449,36061.0,10006.0,10006.0,5602.0,5600.0,36061.0,4.0,,198508.0,199001,199001,NY,10006.0,NEW YORK,PF,O,UN,Z,IN,,1,0.0,0.0,29 BROADWAY RM 2900,3.0,0.0,1000.0,% NATHAN BERKMAN & CO,1.0,13.0,1.0,0.0,2.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
4936,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133201819,1990,1989,5,4,119,36417,193,28259,0,0,0,20710,500,27140,85581,40170,45411,39417,27952,559,0,454479,0,289489,446847,0,6893,PERSIAN HERITAGE FND,NEW YORK,NY,10027-6821,Z,Z99,0.5881149999999999,36061.0,10027.0,10027.0,5602.0,5600.0,36061.0,4.0,,198406.0,199006,199006,NY,10027.0,NEW YORK,PF,O,UN,Z,IN,,6,602.0,0.0,450 RIVERSIDE DRIVE,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
4967,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133210017,1989,1988,1,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691,0,0,1691,0,0,PROGRAMMING PLANNING & PLACEMENT ALTERNATIVES,BRONX,NY,10469-4905,Z,Z99,0.0461655,36005.0,10469.0,10469.0,5602.0,5600.0,36005.0,4.0,,198501.0,198906,198906,NY,10469.0,BRONX,PF,O,UN,Z,IN,,6,0.0,0.0,999 PELHAM PKY,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,C,Z,UN,UN,OT,3.0,,,,,,,A61,A,,,
4978,3,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,133213491,1989,1989,4,2,914,0,5288,0,0,0,0,0,0,0,5288,583,4705,55,5288,106,0,78097,0,0,78097,3612,3718,JOHN F WHARTON THEATRE AWARD,NEW YORK,NY,10019-6076,Z,Z99,0.6064390000000001,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10019.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A65,A,,,
4992,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133220595,1989,1989,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LITERARY ARTS PRESS,NEW YORK,NY,10003-1741,Z,Z99,0.102836,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10003.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A33,A,,,
4997,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133222005,1988,1988,2,3,91,20000,336,0,0,0,0,0,0,13951,20336,14661,5675,14661,336,3,336,5675,0,0,5675,0,258,OLD MASTERS EXHIBITION SOC NEW YORK,NEW YORK,NY,10028-8020,Z,Z99,0.0402041,36061.0,10028.0,10028.0,5602.0,5600.0,36061.0,4.0,,8412.0,198812,198812,NY,10028.0,NEW YORK,PF,O,UN,Z,IN,,12,93.0,0.0,85 E END AVE,3.0,,2000.0,% NATIONAL ACADEMY OF DESIGN,,,,,,,Z,UN,UN,OT,3.0,,,,,,,A54,A,,,
4998,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133223771,1988,1988,2,2,90,9200,0,0,0,0,0,0,0,0,9200,10380,-1180,10380,0,0,0,5875,0,16180,0,0,0,ACTORS ENCLAVE,NEW YORK,NY,10011-1303,Z,Z99,0.0727872,36061.0,10011.0,10011.0,5602.0,5600.0,36061.0,,,,198812,198812,NY,10011.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A65,A,,,
5005,3,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,133227895,1989,1989,2,1,90,0,881,0,0,0,0,595,900,0,1476,3487,-2011,2300,881,9,289,7601,0,219,7601,0,51,NEW YORK CONSORTIUM NEW MUSIC,NEW YORK,NY,10025-6787,Z,Z99,0.375916,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,15.0,,198404.0,198912,198912,NY,10025.0,NEW YORK,PC,O,UN,Z,IN,,12,0.0,0.0,95 W 95TH 34G,3.0,0.0,2100.0,,1.0,13.0,20.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,,
5012,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,133229407,1989,1989,5,5,123,390780,13051,0,0,0,0,29605,0,102797,433436,362820,70616,353828,6923,138,0,248776,0,28998,248776,0,9738,AMER FND RESISTANCE INTL,NEW YORK,NY,10022-6018,A,A33,0.19700499999999999,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,15.0,,8504.0,198912,198912,NY,10022.0,NEW YORK,PC,O,AR,A,IN,,12,0.0,0.0,101 E 52ND ST 12TH FLR,3.0,0.0,1000.0,,1.0,13.0,20.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A33,A,,,
5024,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133236892,1989,1988,0,3,93,18000,0,0,0,0,0,0,0,0,18000,0,18000,0,0,0,0,0,0,0,0,0,0,HARA MUS FND,NEW YORK,NY,10004-2616,Z,Z99,0.925694,36061.0,10004.0,10004.0,5602.0,5600.0,36061.0,4.0,,198509.0,198906,198906,NY,10004.0,NEW YORK,PF,O,UN,Z,IN,,6,0.0,0.0,122 E 42ND ST 800,3.0,0.0,1000.0,% KO-YUNG TUNG OMELVENY & MYERS,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
5034,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133243285,1990,1989,6,3,0,635,13562,9269,0,0,0,0,0,845,23466,47213,-23747,35269,22831,228,22831,626902,463238,54,0,0,12393,BLACK RIVER ENVIRONMENTAL IMPROV ASSOC,NEW YORL,NY,10153-0001,T,T99,0.826202,36061.0,10153.0,10153.0,5602.0,5600.0,36061.0,17.0,,198503.0,199004,199004,NY,10153.0,NEW YORL,PC,S,ZF,T,IN,,4,0.0,0.0,RR 3 BOX 50A 50,3.0,0.0,1000.0,% ACCOUNTING SERVICES OF BOONVILLE,1.0,16.0,1.0,0.0,1.0,INC,T,PU,PU,OT,3.0,,,,,,,A23,A,,,
5086,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133253712,1990,1989,1,1,995,0,156,0,0,0,0,0,0,0,156,0,156,0,156,0,0,2420,0,0,2420,0,0,RADIO DRAMA NETWORK,NEW YORK,NY,10024-3006,Z,Z99,0.944559,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,4.0,,198503.0,199006,199006,NY,10024.0,NEW YORK,PF,O,UN,Z,IN,,6,90.0,0.0,285 CENTRAL PARK WEST,3.0,198906.0,1000.0,% HIMAN BROWN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A34,A,,,
5094,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,133255361,1989,1988,1,4,90,77495,0,0,0,0,0,17009,30088,0,94504,88429,6075,0,0,0,0,4372,2681,0,3556,0,0,LIVING THEATRE,NEW YORK,NY,10025-5467,Z,Z99,0.0782154,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,2.0,,198504.0,198906,198906,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,6,0.0,0.0,800 W END AVE STE 5A,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,,
5137,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133271577,1989,1989,7,6,561,540794,0,138530,134381,0,0,0,6300,412350,813705,523733,289972,488532,239285,4786,0,2128693,2042059,404,2128693,0,98953,ART MATTERS,NEW YORK,NY,10113-1815,Z,Z99,0.10462,36061.0,10113.0,10113.0,5602.0,5600.0,36061.0,4.0,,198510.0,198912,198912,NY,10113.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,131 W 24TH ST,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,,
5142,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133276439,1988,1988,0,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALTOS DE CHAVON INTER ARTS FND,NEW YORK,NY,10011-8802,Z,Z99,0.873291,36061.0,10011.0,10011.0,5602.0,5600.0,36061.0,,,,198812,198812,NY,10011.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A1261,A,,,
5174,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,133305823,1990,1989,7,5,602,0,292,83023,26910,0,0,0,15111,70463,110225,57919,52306,70463,125336,2507,0,1290705,1282228,0,1364458,0,67349,DOROTHY B MELVILLE TR MUSEUMS AT STONY BROOK,NEW YORK,NY,10008-0829,Z,Z99,0.26850599999999997,36061.0,10008.0,10008.0,5602.0,5600.0,36061.0,4.0,,198703.0,199004,199004,NY,10008.0,NEW YORK,PF,O,UN,Z,IN,,4,0.0,0.0,PO BOX 829 CHURCH ST STA,3.0,0.0,1000.0,% BANKERS TR CO,1.0,13.0,1.0,0.0,2.0,OK,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
5179,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133307841,1989,1989,4,1,602,0,3149,0,0,0,0,0,0,2400,3149,6170,-3021,6122,3141,31,0,45568,0,0,45568,0,2443,MONA BISMARCK ART 5TH PARAGRAPH B CHARITABLE TR UW,NEW YORK,NY,10112-0000,Z,Z99,0.41370200000000007,36061.0,10112.0,10112.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10112.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A12,A,,,
5188,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133314180,1989,1988,3,4,998,0,0,0,0,0,0,34976,0,0,34976,29489,5487,0,12,0,5499,13733,0,0,13733,0,0,ASSOC BLACK WOMEN IN HIGHER EDUC,NEW YORK,NY,10025-7822,Z,Z99,0.418196,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,8708.0,198906,198906,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,6,0.0,0.0,2910 BROADWAY CMR BOX 6,3.0,0.0,1000.0,% DR PATRICIA M CAREY,1.0,13.0,1.0,0.0,1.0,INC,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
5216,3,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,133317928,1990,1989,8,7,91,8102113,0,0,0,0,0,0,27000,203912,8102113,2233498,5868615,2233498,0,0,0,43138410,464308,9803444,43138410,0,3795,IAN WOODNER FAMILY COLLECTION,NEW YORK,NY,10151-0099,Z,Z99,0.37954699999999997,36061.0,10151.0,10151.0,5602.0,5600.0,36061.0,3.0,,198605.0,199006,199006,NY,10151.0,NEW YORK,PF,O,UN,Z,IN,,6,119.0,0.0,745 FIFTH AVE,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,,
