,FIPS,MSA,PMSA,SRC1_UPD,CMSA,FIPSTATE,ZIP5,EIN,NTEECC,NTEE1,confiden,NteeCC4d,OutReas,Level2,Level4,MajGrpB,NtMaj10,NtMaj5,NtMaj12,Level1,Level3,NteeSrc,OutNCCS,RandNum,NTEEOLDA,TAXPER,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,VERIFY,TOTREV,SUBSECCD,REASON,RASCD,RREVCD,RINCCD,REXPCD,FISYR,STYEAR,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,MSA_NECH,V_FREXP,V_CONT,V_GREC,TOTLOB,V_BOYAL,V_EOYAL,V_FB,V_REVEXP,NTEE_CAT,LEVEL5,POP_NDX,NTEEDRAF,FIPSOLDA,SRC2_UPD,STATECHK,nteeConf,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
32636,36061,5602.0,5600.0,,70.0,NY,10024.0,133972331,A80,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A84,,626500,0,0,0,1304,95405,0,0,8207,8207,634707,949008,149509,146154,0,882854,221787,419044,72278,0,0,0,0,0,0,0,0,0,0,0,0,0,6903,0,0,1304,0,0,0,0,0,0,0,0,0,0,634707,-314301,0,45105,41827,0,0,0,0,0,463810,1268500,0,13631,17837,0,0,1299968,1286337,0,0,0,,634707,3,7,2.0,3,3.0,3.0,1999,1998,NEW YORK CITY 1898-1998 CENTENNIAL CELEBRATION INC,% RICHARD D KAPLAN,170 CENTRAL PARK WEST,NEW YORK,NY,10024-5102,0.0,3.0,2.0,199807.0,1.0,15.0,994.0,64.0,0.0,1.0,13.0,200112.0,10.0,12,,5602.0,1,1,1,0,1.0,1,1,9,1,3,8,A80,36061.0,,1,C,A80,,0.0,3a,1999.0,0.0,3a,1999.0,149509.0,3a,1999.0,13705.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,626500.0,3a,1999.0,16001.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,1100.0,3a,1999.0,0.0,3a,1999.0,47319.0,3a,1999.0,A80,A
32637,36061,5602.0,5600.0,,70.0,NY,10024.0,133973817,A11,A,A,,,S,A,A,AR,AR,AR,PC,ZA,1,IN,1,A80,199809.0,44900,5591,0,0,737,0,0,0,737,737,51228,15765,1092708,0,0,941485,1106341,0,13633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,0,0,0,0,0,0,0,0,0,0,51228,35463,115760,0,0,0,0,0,0,0,941485,937750,0,0,3735,0,0,941485,941485,0,0,0,,51228,3,7,4.0,1,1.0,1.0,1999,1998,FRIENDS OF CHINA HERITAGE FUND LIMITED,% DIANE T WOO,440 W END AVE,NEW YORK,NY,10024-5358,0.0,3.0,1.0,199807.0,1.0,15.0,994.0,119.0,0.0,1.0,13.0,200209.0,10.0,9,,5602.0,1,1,1,0,1.0,1,2,1,1,3,8,A11,36061.0,,1,C,A11,80,0.0,3a,1999.0,0.0,3a,1999.0,630005.0,3a,1999.0,0.0,3a,1999.0,462603.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,44900.0,3a,1999.0,0.0,3a,1999.0,PC,S,ZA,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,347713.0,3a,1999.0,295911.0,3a,1999.0,A1180,A
32639,36061,5602.0,5600.0,,70.0,NY,10024.0,133999060,A26,A,C,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A26,199902.0,38071,0,0,0,19,0,0,0,23281,23281,61352,58788,2066,0,0,20,3334,518,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,23262,0,0,0,0,0,0,19,0,0,0,0,0,0,61352,2564,0,0,0,0,0,0,0,0,-498,0,0,0,0,0,0,0,0,0,0,0,,61352,3,9,1.0,1,1.0,1.0,2000,1999,NEW YORK DANCE & ARTS INNOVATIONS INC,% MARIAN M ZAK,127 W 78TH ST,NEW YORK,NY,10024-6750,0.0,3.0,1.0,199907.0,1.0,16.0,0.0,0.0,0.0,1.0,11.0,200302.0,20.0,2,,5602.0,1,1,1,0,,1,1,1,1,2,8,,36061.0,,1,C,A62,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3b,2001.0,PC,O,AR,A,IN,,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3b,2001.0,3334.0,3b,2001.0,A62,A
32640,36061,5602.0,5600.0,,70.0,NY,10024.0,134034400,A6B,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A6B,,11210,0,0,0,0,0,0,0,29072,29072,40282,45126,-4844,0,0,0,-4844,0,4844,0,0,0,0,0,0,0,0,0,0,0,0,0,29072,0,0,0,0,0,0,0,0,0,0,0,0,0,40282,-4844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40282,3,7,0.0,1,1.0,1.0,1999,1998,MUSICALS TONIGHT INC,% MEL MILLER,150 W 79TH ST APT 9A,NEW YORK,NY,10024-6437,0.0,3.0,1.0,199902.0,1.0,16.0,0.0,0.0,0.0,1.0,11.0,200212.0,10.0,9,,5602.0,1,1,1,0,,9,9,9,1,1,8,,36061.0,,1,C,A65,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3b,2000.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3b,2000.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,A65,A
32644,36061,5602.0,5600.0,,70.0,NY,10024.0,136162659,A56,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A56,199806.0,83226993,7039336,846289904,785987571,15157414,3316435,2992516,2751577,882234103,93254016,972500432,105692409,569483433,0,0,772734895,838691599,240656339,269208166,0,0,0,0,0,0,517741,0,517741,0,0,0,1131471,14178073,-759580,492728,205625,14951789,0,0,0,60302333,0,0,0,371891,5744093,182388874,76696465,-39291588,41513104,3000526,0,0,151730000,151000000,0,532078556,179948935,31255245,78738426,100897654,0,43402441,434242701,355504275,105174668,1000000,250000,,182388874,3,7,6.0,6,6.0,6.0,1999,1998,AMERICAN MUSEUM OF NATURAL HISTORY,,79TH ST AND CENTRAL PARK W,NEW YORK,NY,10024-0000,0.0,3.0,2.0,194306.0,1.0,15.0,60.0,59.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,517741,1.0,1,1,1,1,4,8,A56,36061.0,,1,A,A56,,46948475.0,1b,2099.0,0.0,1b,2099.0,336331219.0,3a,1999.0,0.0,1b,2099.0,121121007.0,3a,1999.0,112031106.0,3a,1999.0,315849661.0,1b,2099.0,0.0,1b,2099.0,36278518.0,1b,2099.0,0.0,1c,2098.0,PC,O,AR,A,IN,,0.0,1b,2099.0,0.0,1b,2099.0,466837896.0,1b,2099.0,385921.0,1b,2099.0,A56,A
32649,36061,5602.0,5600.0,,70.0,NY,10024.0,136217087,A6B,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A6B,199808.0,147053,13518,0,0,0,0,0,0,57678,57678,218249,67682,26903,0,0,20501,26903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144165,0,-86487,0,0,0,0,0,0,0,0,0,0,57678,0,74084,6402,0,21894,2609,0,0,0,0,0,20501,308258,25683,413620,0,0,0,747561,333941,0,0,0,,74084,3,9,1.0,1,2.0,1.0,1999,1998,ZAMIR CHORAL FOUNDATION INC,% PLANETARIUM STA,PO BOX 109,NEW YORK,NY,10024-0109,0.0,3.0,1.0,196704.0,1.0,16.0,119.0,0.0,0.0,1.0,13.0,0.0,10.0,8,,5602.0,1,9,1,0,9.0,1,1,1,1,1,8,,36061.0,,1,A,A6B,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,1900.0,3a,1999.0,0.0,3a,1999.0,147053.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,24903.0,3a,1999.0,A6B,A
32651,36061,5602.0,5600.0,,70.0,NY,10024.0,136260564,A62,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A62,199806.0,23196,0,0,0,0,0,0,0,11316,11316,34512,77499,-4901,0,0,152412,24453,114326,105526,0,0,0,0,0,0,0,0,0,0,0,0,0,7371,0,3083,0,0,0,0,0,0,862,0,862,0,0,34512,-42987,0,0,0,0,0,0,0,0,38086,0,0,0,0,0,0,0,0,0,0,0,,34512,3,0,1.0,1,1.0,1.0,1998,1997,ERICK HAWKINS DANCE FOUNDATION INC,,PO BOX 1117,NEW YORK,NY,10024-0000,0.0,3.0,1.0,196803.0,1.0,15.0,119.0,59.0,40.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,9.0,9,9,9,1,1,8,,36061.0,,1,A,A62,,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,106189.0,3b,1999.0,PC,O,AR,A,IN,,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,A62,A
32655,36061,5602.0,5600.0,,70.0,NY,10024.0,237124213,A6C,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A6C,199904.0,805,15865,0,0,1331,0,592,244,13226,12634,29896,31193,40791,0,0,43068,40791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11058,0,0,0,0,0,0,1331,0,0,0,0,0,837,29304,-1888,-389,0,0,0,0,0,0,0,43068,8266,60215,34528,5226,0,0,108236,73708,0,0,0,,29304,3,9,1.0,1,1.0,1.0,2000,1999,NEW YORK FLUTE CLUB INC,% DR ARDITH Y BONDI,215 W 90TH ST 3 D,NEW YORK,NY,10024-1223,0.0,3.0,2.0,197109.0,1.0,16.0,59.0,119.0,0.0,1.0,13.0,0.0,10.0,4,,5602.0,1,1,1,0,1.0,1,1,9,1,1,8,,36061.0,,1,B,A6C,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,40791.0,3a,2000.0,A6C,A
32657,36061,5602.0,5600.0,,70.0,NY,10024.0,237185843,A6C,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A6C,199808.0,45282,0,0,0,0,0,0,0,17595,17595,62877,61156,2879,0,0,7062,4918,5904,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,17595,0,0,0,0,0,0,0,0,0,0,0,0,0,62877,1721,0,0,0,0,0,0,0,0,1158,75719,0,70510,131,0,0,146360,75850,0,0,0,,62877,3,7,1.0,1,1.0,1.0,1999,1998,DACAPO CHAMBER PLAYERS INC,,215 W 90TH ST,NEW YORK,NY,10024-1221,0.0,3.0,1.0,197208.0,1.0,15.0,89.0,119.0,0.0,1.0,13.0,0.0,10.0,8,,5602.0,1,1,1,0,1.0,1,1,1,1,1,8,,36061.0,,1,B,A6C,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,2930.0,3a,1999.0,0.0,3a,1999.0,1988.0,3a,1999.0,A6C,A
32660,36061,5602.0,5600.0,,70.0,NY,10024.0,237311035,A65,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A65,199712.0,1508,0,0,0,7,0,0,0,44607,44607,46115,45496,93,0,0,94,860,620,765,0,0,0,0,0,0,0,0,0,0,0,0,0,44600,0,0,0,0,0,0,7,0,0,0,0,0,0,46115,619,0,0,0,0,0,0,0,0,-526,1048,0,72069,49,0,0,73166,1097,0,0,0,,46115,3,9,1.0,1,1.0,1.0,1997,1997,WESTSIDE COMMUNITY REPERTORY THEATER INC,,252 W 81ST ST,NEW YORK,NY,10024-5728,0.0,3.0,3.0,197309.0,1.0,15.0,90.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,9.0,1,1,1,1,1,8,,36061.0,,1,B,A65,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A65,A
32661,36061,5602.0,5600.0,,70.0,NY,10024.0,237389149,A62,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A62,199806.0,30650,0,0,0,95,765,0,0,3390,3390,34040,26294,13672,0,0,5926,13672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3295,0,0,95,0,0,0,0,0,0,0,0,0,0,34040,7746,0,0,0,0,0,0,0,0,5926,75940,0,9850,130,0,0,85920,76070,0,0,0,,34040,3,9,1.0,1,1.0,1.0,1999,1998,ROXANNE DANCE FOUNDATION INC,% WENDY PERRON,441 W END AVE,NEW YORK,NY,10024-5328,0.0,3.0,2.0,198002.0,1.0,15.0,90.0,119.0,149.0,1.0,13.0,0.0,20.0,6,,5602.0,1,1,1,0,,1,1,1,1,1,8,,36061.0,,1,A,A62,,29047.0,3a,1999.0,0.0,3a,1999.0,13672.0,3a,1999.0,3921.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,1603.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,7439.0,3a,1999.0,A62,A
32662,36061,5602.0,5600.0,,70.0,NY,10024.0,237453274,A70,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A70,199804.0,27570,0,0,0,0,0,65287,-25888,39399,-25888,66969,0,3401,0,0,2169,3851,450,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39399,1682,1682,0,0,0,0,0,0,0,0,1719,115863,0,139353,0,0,0,255216,115863,0,0,0,,1682,3,9,1.0,1,1.0,0.0,1999,1998,POETRY IN REVIEW FOUND INC,% REINER,205 W 89TH ST 8 F,NEW YORK,NY,10024-1835,0.0,3.0,2.0,197510.0,1.0,16.0,92.0,120.0,0.0,1.0,13.0,0.0,10.0,4,,5602.0,1,9,1,0,9.0,1,1,1,1,2,8,,36061.0,,1,A,A33,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,4,2006.0,0.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,1520.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,A33,A
32665,36061,5602.0,5600.0,,70.0,NY,10024.0,510185928,A60,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A60,199607.0,2000,0,0,0,293,0,0,0,45170,45170,47170,51792,7057,0,0,11679,7057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44877,0,0,0,0,0,0,293,0,0,0,0,0,0,47170,-4622,0,0,0,0,0,0,0,0,11679,18500,0,145850,1292,0,0,167520,21670,0,0,0,,47170,3,9,1.0,1,1.0,1.0,1997,1996,CSQ SOCIETY FOR CHAMBER MUSIC INC,,450 W END AVE,NEW YORK,NY,10024-5307,0.0,3.0,1000.0,197604.0,1.0,15.0,90.0,119.0,602.0,1.0,13.0,0.0,10.0,7,,5602.0,1,1,1,0,9.0,1,1,9,1,1,8,,36061.0,,1,B,A60,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A60,A
32666,36061,5602.0,5600.0,,70.0,NY,10024.0,510186032,A6C,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A6C,199806.0,80075,0,0,0,323,20843,90742,3045,366974,276232,447049,395078,84710,0,0,232994,241439,109386,156729,84710,0,0,0,0,0,0,0,0,0,0,0,0,270473,0,2391,323,0,0,0,0,0,0,0,0,0,93787,356307,-38771,-127,167469,15530,0,0,0,0,123608,123608,277126,0,917255,7387,0,0,1201768,284513,0,0,0,,356307,3,9,2.0,2,2.0,2.0,1999,1998,WESTERN WIND VOCAL ENSEMBLE INC,% W ZUKO,263 W 86TH ST,NEW YORK,NY,10024-3103,0.0,3.0,1.0,197604.0,1.0,16.0,89.0,0.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,9,1,1,8,,36061.0,,1,A,A6C,,66262.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,3801.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,13813.0,3a,1999.0,5702.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,43607.0,3a,1999.0,A6C,A
32668,36061,5602.0,5600.0,,70.0,NY,10024.0,521003891,A31,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A31,199806.0,141404,0,0,0,431,0,0,0,28398,28398,169802,114675,72502,0,0,17375,72502,0,0,72502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27967,431,0,0,0,0,0,0,0,0,0,0,169802,55127,0,0,0,0,0,0,0,17375,17375,307156,0,0,1186,0,0,388079,388079,0,0,0,,169802,3,7,1.0,2,2.0,2.0,1997,1996,INTERNATIONAL CINEMA INC,% MELANIE MAHOLICK,200 W 90TH ST SUITE 6H,NEW YORK,NY,10024-1238,0.0,3.0,2.0,197507.0,1.0,15.0,122.0,994.0,0.0,1.0,13.0,0.0,20.0,6,,5602.0,1,1,1,0,9.0,1,1,1,1,2,8,,36061.0,,1,A,A31,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A31,A
32669,36061,5602.0,5600.0,,70.0,NY,10024.0,593014602,A6E,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A6E,199712.0,8385,0,0,0,0,0,0,0,91405,91405,99790,119622,-110232,0,0,600,40,91000,110192,0,0,0,0,0,0,0,0,0,0,0,0,0,91365,0,40,0,0,0,0,0,0,0,0,0,0,0,99790,-19832,0,0,0,0,0,0,0,0,-90400,0,0,0,0,0,0,0,0,0,0,0,,99790,3,2,1.0,1,1.0,2.0,1998,1998,INTERNATIONAL INSTITUTE OF VOCAL ARTS INC,% BOB HUMPHRIES,365 W END AVE,NEW YORK,NY,10024-6511,0.0,3.0,2.0,199103.0,1.0,11.0,30.0,90.0,0.0,1.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,1.0,9,9,9,1,1,8,A6E,36061.0,,1,A,A6E,,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,4,2006.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,4,2006.0,0.0,3a,1998.0,0.0,3b,1999.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,4.0,6,2003.0,A6E,A
32672,36061,5602.0,5600.0,,70.0,NY,10025.0,112967342,A62,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A62,199712.0,50935,0,0,0,0,0,0,0,4000,4000,54935,46987,-2297,0,0,45,7993,10290,10290,-2297,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,54935,7948,0,0,0,0,0,0,0,-10245,-10245,37450,0,96678,0,0,0,134128,37450,0,0,0,,54935,3,7,1.0,1,1.0,1.0,1998,1998,WHITE WAVE RISING-YOUNG SOON KIM DANCE COMPANY INC,% G VOORHEES,320 RIVERSIDE DR 5F,NEW YORK,NY,10025-4115,0.0,3.0,1.0,199511.0,1.0,15.0,994.0,90.0,0.0,1.0,13.0,199812.0,20.0,12,,5602.0,1,1,1,0,9.0,9,9,1,1,1,8,,36061.0,,1,C,A62,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,50935.0,3a,1998.0,0.0,3b,1999.0,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,7993.0,3a,1998.0,A62,A
32679,36061,5602.0,5600.0,,70.0,NY,10025.0,131674472,A31,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A31,199712.0,46501,0,0,0,34,0,0,0,34,34,46535,45500,1035,0,0,0,1035,0,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,46535,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46535,3,9,1.0,1,1.0,1.0,1996,1996,METROPOLE FILM BOARD INC,,131 W 94TH ST,NEW YORK,NY,10025-7016,0.0,3.0,2.0,195402.0,1.0,16.0,59.0,0.0,0.0,1.0,13.0,0.0,20.0,12,,5602.0,1,1,1,0,9.0,1,1,1,1,2,8,,36061.0,,1,B,A31,,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,46501.0,4,2005.0,0.0,4,2005.0,PC,O,AR,A,IN,,,,,,,,,,,,,,A31,A
32682,36061,5602.0,5600.0,,70.0,NY,10025.0,131975005,A33,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A33,199812.0,0,0,0,0,6233,1189,0,0,750937,750937,750937,645924,553667,3600,0,427271,567667,6000,14000,0,0,0,0,0,0,0,0,0,0,0,0,5156,742230,-3964,1282,1423,4810,0,0,0,0,0,0,0,1192,0,745781,99857,32539,241228,21295,0,0,0,0,0,421271,0,0,1915280,14378,0,0,1929658,14378,0,0,0,,745781,3,9,3.0,3,3.0,3.0,1999,1999,SPECTATOR PUBLISHING COMPANY INC,,2875 BROADWAY,NEW YORK,NY,10025-7846,0.0,3.0,2.0,196604.0,1.0,16.0,120.0,59.0,0.0,1.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,1.0,1,1,1,1,2,8,,36061.0,,1,A,A33,,0.0,3b,2000.0,0.0,3b,2000.0,427552.0,3a,1999.0,53006.0,3a,1999.0,126015.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3b,2000.0,42307.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,204024.0,3a,1999.0,0.0,3a,1999.0,A33,A
32685,36061,5602.0,5600.0,,70.0,NY,10025.0,132562192,A6E,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A6E,199806.0,345420,0,0,0,8267,62373,0,0,653659,653659,999079,860399,749364,190553,0,862591,910864,159824,161500,749364,0,0,0,0,0,0,0,0,0,0,92083,0,515264,12996,0,8267,0,117132,25049,0,0,0,0,0,12996,0,906996,46597,0,312377,46086,0,0,150669,146047,702767,702767,0,0,0,0,0,0,0,0,0,0,0,,906996,3,2,3.0,3,3.0,3.0,1999,1998,BLOOMINGTON SCHOOL OF MUSIC INC,,323 W 108TH ST,NEW YORK,NY,10025-2743,0.0,3.0,1.0,196606.0,1.0,11.0,59.0,0.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,1,1,1,8,A6E,36061.0,,1,A,A6E,,49503.0,3a,1999.0,177010.0,3a,1999.0,0.0,3a,1999.0,210615.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,118907.0,3a,1999.0,204322.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,387627.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,A6E,A
32688,36061,5602.0,5600.0,,70.0,NY,10025.0,132590315,A68,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,N52,199712.0,105326,0,0,0,146,0,0,0,44216,44216,149542,141195,-17010,0,0,1189,2796,26546,19806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44070,0,146,0,0,0,0,0,0,0,0,44070,0,149542,8347,0,82875,2815,0,0,0,0,0,-25357,308617,0,185036,0,0,0,510503,325467,0,0,0,,149542,3,7,1.0,2,2.0,2.0,1998,1998,BAR HARBOR FESTIVAL CORPORATION,,741 W END AVE STE 4 B,NEW YORK,NY,10025-6222,0.0,3.0,1.0,196712.0,1.0,15.0,119.0,59.0,0.0,1.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,1.0,9,9,1,5,23,8,A68,36061.0,,1,B,A68,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,105326.0,3a,1998.0,0.0,3a,1998.0,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,1553.0,3a,1998.0,A68,A
