,EIN,TAXPER,ARC,ASS_CODE,EOSTATUS,INC_CODE,LRC,POPCD,RECCODE,RESERVED,SOIYR,CYCLE,NTEEIRS,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,NAICS,DocCd
10506,113281373,200712,N,3,1,4,Y,1,1,0,2007,200903,,2007,0,0,0,0,1499,0,0,0,151265,151265,151265,132480,32910,0,0,77507,79187,63382,46277,32910,0,0,0,0,0,0,0,0,149766,0,0,,151265,151265,0,0,0,0,0,0,0,18785,0,0,0,0,0,0,0,14125,0,0,0,0,0,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14125,229,1,29490003102019,2007,N,10020-1903,10020.0,113281373200712,1132813732007,12.0,229.0,0.0,0.0,10 ROCKEFELLER PLZ STE 900,3.0,0.0,NEW YORK,1.0,TREASURER,2.0,1.0,0.0,10.0,0.0,IRISH AMERICAN BUILDING SOCIETY INC,1.0,199706,,NY,rtf08co,1.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.5745899999999999,C,A23,A,710000.0,90
10552,113383944,200812,N,3,1,3,Y,1,1,0,2008,200927,,2008,94228,0,0,0,188,0,0,0,0,0,94416,84364,39459,0,0,31459,39459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,94416,94416,0,0,0,0,0,0,0,10052,0,0,0,0,0,0,0,31459,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,29493171068179,2008,N,11354-1343,11354.0,113383944200812,1133839442008,12.0,205.0,0.0,0.0,27 04 PARSONS BLVD,3.0,0.0,FLUSHING,1.0,KEVIN LEE MD,2.0,1.0,0.0,10.0,0.0,KOREAN MEDICAL PRACITIONER ASSOC OF GREATER NEW YORK INC,1.0,199710,,NY,rtf08co,1.0,1.0,1.0,1.0,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.44214,A,A23,A,710000.0,93
10603,113477797,200812,N,5,1,4,Y,1,1,0,2008,200940,N31,2008,8995,0,0,0,65700,0,0,0,0,0,115656,144469,142429,0,0,833138,804325,661896,661896,0,0,0,0,0,0,0,0,0,0,40411,550,,115656,115656,0,0,0,0,0,40411,0,-28813,0,0,0,0,0,0,0,171242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,279,1,29492185371459,2008,N,11105-2402,11105.0,113477797200812,1134777972008,12.0,0.0,0.0,0.0,2227 33RD ST,3.0,0.0,ASTORIA,3.0,GREGORIS KAVALOS,2.0,1.0,0.0,0.0,0.0,SYLLOGOS KRETON MINOS INC,1.0,199908,SYLLOGOS KRETON MINOS INC,NY,rtf08co,3.0,2.0,2.0,2.0,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.38072,A,A23,A,710000.0,92
10897,116024777,200812,N,2,1,3,Y,1,1,0,2008,200926,,2008,0,1400,0,0,107,0,0,0,0,0,25087,6845,15000,0,0,28518,15000,0,0,0,0,0,0,0,0,0,0,31760,0,-8180,0,,-6673,-6673,0,0,0,0,0,23580,0,-13518,0,0,0,0,0,0,0,28518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,29492157253189,2008,N,11417-0185,11417.0,116024777200812,1160247772008,12.0,263.0,264.0,267.0,PO BOX 185,3.0,0.0,JAMAICA,3.0,,2.0,1.0,0.0,10.0,0.0,NEW YORK TURF WRITERS ASSOCIATION INC OZONE PARK,1.0,196311,,NY,rtf08co,1.0,0.0,1.0,1.0,36081.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.01139,A,A70,A,710000.0,92
10936,116036702,200904,N,4,1,4,Y,1,1,0,2008,200940,,2008,0,0,0,0,628,0,55837,19209,0,0,150345,98577,219516,0,0,348041,333422,124456,113906,126789,0,0,0,0,0,0,0,0,59061,0,15610,,94508,94508,0,0,0,0,0,0,75046,-4069,0,0,0,0,0,0,0,223585,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,142858,904,1,29493262129079,2009,N,11693-1105,11693.0,116036702200904,1160367022009,4.0,904.0,602.0,328.0,1622 CHURCH RD,3.0,0.0,BROAD CHANNEL,1.0,,2.0,1.0,0.0,10.0,0.0,NORTH CHANNEL YACHT CLUB INC,1.0,195712,,NY,rtf08co,2.0,1.0,2.0,1.0,36081.0,5602.0,5600.0,A32,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8303299999999999,A,A32,A,513120.0,93
10985,116042353,200809,N,3,1,4,Y,1,1,0,2007,200905,,2007,0,115164,0,0,332,0,0,0,607,607,115771,111077,37616,3514,0,53961,59956,21039,22031,0,0,0,0,0,0,0,0,0,0,0,275,,115771,115771,0,0,0,0,0,0,0,4694,0,0,423,0,0,0,0,32922,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,29490011095159,2008,N,11238-6052,11238.0,116042353200809,1160423532008,9.0,263.0,59.0,264.0,200 EASTERN PKWY,9.0,0.0,BROOKLYN,3.0,WILSON SOUFFRANT,2.0,1.0,0.0,10.0,1381.0,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,5.0,195708,1502 NY LOC NYC BROOKLYN MUSEUM EMP,NY,rtf08co,1.0,2.0,2.0,2.0,36047.0,5602.0,5600.0,A50,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.51427,A,A50,A,712110.0,90
11033,116102176,200812,N,3,1,4,Y,1,1,0,2008,200924,,2008,0,0,0,0,0,0,0,0,0,0,214627,216080,70050,90467,0,71502,70050,0,0,70050,0,0,0,0,0,0,0,0,0,0,214627,,214627,214627,0,0,0,0,0,0,0,-1453,0,10200,22175,0,0,0,0,71502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,29493143014279,2008,N,11418-2334,11418.0,116102176200812,1161021762008,12.0,263.0,264.0,279.0,10916 JAMAICA AVE,9.0,0.0,RICHMOND HILL,3.0,G T KLOPFER,2.0,1.0,0.0,10.0,685.0,NATIONAL ASSOCIATION OF LETTER CARRIERS,5.0,194409,0562 JAMAICA NEW YORK,NY,rtf08co,1.0,2.0,2.0,2.0,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.64883,A,A23,A,710000.0,93
11111,130417765,200712,N,6,1,7,Y,1,1,0,2007,200835,,2007,0,3487857,0,0,128310,0,0,0,3343091,3343091,6830948,6578858,1214280,1083473,0,3597909,4265650,2635719,3051370,0,0,0,0,0,0,0,0,0,2993313,0,221468,,6830948,6830948,0,0,0,0,0,0,0,252090,0,2123972,197028,0,0,0,0,962190,0,0,0,0,128310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,919,1,29490215247148,2007,Y,10016-8013,10016.0,130417765200712,1304177652007,12.0,919.0,0.0,0.0,432 PARK AVE S FL 6,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,ADVERTISING RESEARCH FOUNDATION INC,1.0,194303,,NY,CORE07co,4.0,5.0,5.0,5.0,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.16775,A,A03,A,813920.0,90
11123,130431735,200803,N,5,1,5,Y,1,1,0,2007,200914,,2007,0,497230,0,0,963,0,0,0,126213,126213,623443,513508,283049,16600,0,765619,951438,668962,668389,0,0,0,0,0,0,0,0,0,0,0,125250,,623443,623443,0,0,0,0,0,0,0,109935,76457,193510,16859,0,0,0,0,96657,0,0,0,0,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,29490080047149,2008,N,10001-3904,10001.0,130431735200803,1304317352008,3.0,263.0,0.0,0.0,363 7TH AVE FL 17,2.0,0.0,NEW YORK,3.0,,2.0,1.0,0.0,10.0,0.0,AMERICAN GUILD OF VARIETY ARTISTS,5.0,195711,,NY,rtf08co,3.0,3.0,3.0,3.0,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.41763,C,A99,A,710000.0,90
11141,130453215,200812,N,5,1,4,Y,1,1,0,2008,200950,,2008,0,0,283055,310958,18391,0,0,0,0,0,402309,166432,188969,0,0,700153,626627,271222,437658,188969,0,0,0,0,0,0,0,0,100863,0,0,,91351,91351,0,-27903,0,0,0,0,0,-75081,0,0,0,0,0,0,0,428931,0,0,0,0,0,18391,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,59,1,29493206167059,2008,N,10017-5436,10017.0,130453215200812,1304532152008,12.0,59.0,205.0,279.0,50 E 42ND ST RM 506,9.0,0.0,NEW YORK,2.0,ARNOLD MERRITT,2.0,13.0,0.0,10.0,2493.0,PAINTING & DECORATING CONTRACTORS OF AMERICA,5.0,197401,NEW YORK CITY,NY,rtf08co,3.0,1.0,2.0,2.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.14495999999999998,A,A40,A,710000.0,93
11163,130623590,200612,N,9,1,8,Y,1,1,0,2006,200806,A33,2006,0,0,25270434,23341128,1938450,0,0,0,29501600,6160472,29501600,8532304,78054504,989833,0,75658442,79676047,1289712,1621543,0,0,0,0,0,0,0,0,0,2145887,0,91829,,6160472,6160472,55000,1929306,0,0,0,0,0,-2371832,6057606,2057960,260234,0,0,0,0,74368730,0,0,0,0,204964,1733247,55000,239,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,29490019341138,2006,Y,10016-5336,10016.0,130623590200612,1306235902006,12.0,0.0,0.0,0.0,45 EAST 33RD STREET 3RD FL,3.0,0.0,NEW YORK,1.0,SAMUEL NORICH,2.0,13.0,0.0,10.0,0.0,FORWARD ASSOC INC,1.0,200108,RADIO BROADCASTING & PUBLISHING DIV,NY,CORE07co,,5.0,,5.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.47413,A,A33,A,511100.0,90
11176,130689125,200812,N,4,1,4,Y,1,1,0,2008,200930,,2008,0,210101,0,0,1809,0,0,0,0,0,211910,250223,-156879,0,0,169500,118876,288066,275755,0,0,0,0,0,0,0,0,0,0,0,0,,211910,211910,0,0,0,0,0,0,0,-38313,0,0,0,0,0,0,0,-118566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,29492199061039,2008,N,10016-8804,10016.0,130689125200812,1306891252008,12.0,263.0,279.0,0.0,386 PARK AVE S,3.0,0.0,NEW YORK,3.0,,2.0,1.0,0.0,10.0,0.0,EXHIBITION EMPLOYEES - 829 GENERAL FUND,5.0,195804,,NY,rtf08co,2.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A114,A,O,S,ZA,A,A,IN,,1,AR,AR,AR,0.5252899999999999,B,A1140,A,813219.0,92
11199,130876693,200812,N,3,1,3,Y,1,1,0,2008,200930,,2008,0,1965,0,0,0,0,0,0,0,0,33165,8710,61548,0,0,66287,61548,657,0,0,0,0,0,0,0,0,0,28537,0,2663,0,,4628,4628,0,0,0,0,0,31200,0,-4082,0,0,0,0,0,0,0,65630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,264,1,29492199057039,2008,N,10001-6708,10001.0,130876693200812,1308766932008,12.0,264.0,0.0,0.0,275 7TH AVE 18TH FLR,3.0,0.0,NEW YORK,3.0,,2.0,1.0,0.0,10.0,0.0,UNITED ITALIAN AMERICAN LABOR COUNCIL INC,1.0,195005,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.53266,A,A23,A,710000.0,92
11208,130951470,200808,N,6,1,7,Y,1,1,0,2007,200934,,2007,0,4741819,0,0,83345,0,0,0,4463440,4463440,9205259,11548253,424152,340105,0,16752031,3490371,13907938,3066219,0,0,0,0,0,0,0,0,0,4380095,0,0,,9205259,9205259,0,0,0,0,0,0,0,-2342994,-76947,2592629,209278,0,0,0,0,2844093,0,0,0,0,83345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,119,1,29490213044069,2008,Y,10036-1413,10036.0,130951470200808,1309514702008,8.0,119.0,205.0,279.0,226 W 47TH ST,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,THE BROADWAY LEAGUE INC,1.0,194210,,NY,rtf08co,4.0,5.0,5.0,,36061.0,5602.0,5600.0,A036,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.56425,A,A0365,A,813920.0,90
11211,130971750,200706,N,3,1,4,N,1,1,0,2006,200804,A6AZ,2006,92000,2880,0,0,0,0,0,0,40952,40952,135832,126139,35163,0,0,27777,35163,2307,0,0,0,0,0,0,0,0,0,0,40702,0,250,,135832,135832,0,0,0,0,0,0,0,9693,0,77426,7078,0,0,0,0,25470,0,0,0,0,0,0,0,0,0,0,0,0,1226026,0,0,0,0,1226026,1226026,7,9,0,0,319,1,29490005258298,2007,N,10128-0505,10128.0,130971750200706,1309717502007,6.0,319.0,0.0,0.0,6 E 87TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,LIEDERKRANZ OF THE CITY OF NEW YORK,1.0,193907,,NY,CORE07co,1.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A6A,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9403299999999999,A,A6A,A,711130.0,90
11242,131087160,200712,N,8,1,8,Y,1,1,0,2007,200837,,2007,460000,10658900,2037800,1866500,337100,0,0,0,7573500,5707000,18692400,15793100,7629100,2741200,0,9778200,11416900,2842800,3787900,0,0,0,0,0,0,0,0,407700,4816800,-142500,116600,,16418200,16418200,0,171300,0,0,0,265200,0,625100,68600,0,295600,0,0,0,0,6935400,0,0,0,0,337100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,29490236027038,2007,N,10019-5873,10019.0,131087160200712,1310871602007,12.0,200.0,0.0,0.0,810 SEVENTH AVE 24TH FLOOR,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,MAGAZINE PUBLISHERS OF AMERICA INC,1.0,194209,,NY,CORE07co,,,,,36061.0,5602.0,5600.0,A033,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.4582,A,A0333,A,813920.0,90
11252,131101367,200811,N,3,1,4,Y,1,1,0,2007,200923,W03,2007,0,40640,0,0,5,0,0,0,141132,141132,181772,188680,30741,0,0,37649,32774,0,2033,30741,0,0,0,0,0,0,0,0,120577,0,20550,,181772,181772,0,0,0,0,0,0,0,-6908,0,48089,3764,0,0,0,0,37649,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,37649,200,1,29490136017179,2008,Y,10007-4107,10007.0,131101367200811,1311013672008,11.0,200.0,205.0,0.0,299 BROADWAY STE 206,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,NEW YORK SOCIETY OF ARCHITECTS,1.0,194208,,NY,rtf08co,1.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.0658,B,A03,A,813920.0,90
11296,131394480,200812,N,6,1,7,Y,1,1,0,2008,200934,,2008,0,0,0,0,35030,0,0,0,0,0,7216406,6467609,502499,719862,0,3564936,3317081,3811234,2814582,502499,0,0,0,0,0,0,0,0,7181376,0,0,,7216406,7216406,0,0,0,0,0,0,0,748797,0,318188,62720,0,0,0,0,-246298,0,0,0,0,0,35030,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,29493213000099,2008,N,10016-1012,10016.0,131394480200812,1313944802008,12.0,205.0,0.0,0.0,271 MADISON AVE STE 1504,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,TRAFFIC AUDIT BUREAU FOR MEDIA MEASUREMENT INC,1.0,195501,,NY,rtf08co,4.0,5.0,5.0,5.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.56657,B,A30,A,510000.0,93
11308,131426099,200904,N,4,1,3,Y,1,1,0,2008,200944,,2008,0,0,0,0,481,0,0,0,0,0,97096,39817,155945,0,0,189385,155945,0,0,155945,0,0,0,0,0,0,0,77768,760,18087,0,,19328,19328,0,0,0,0,0,95855,0,-20489,0,0,0,0,0,0,0,189385,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,189385,999,1,29493290022029,2009,N,10470-1901,10470.0,131426099200904,1314260992009,4.0,999.0,0.0,0.0,7 E 235TH ST,3.0,0.0,BRONX,1.0,MICHAEL FOGARTY,2.0,1.0,0.0,10.0,0.0,UNITED IRISH COUNTIES ASSOCIATION OF NEW YORK INC,5.0,195604,,NY,rtf08co,2.0,1.0,1.0,1.0,36005.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.16074000000000002,A,A23,A,710000.0,93
11328,131505524,200712,N,7,1,6,Y,1,1,0,2007,200905,,2007,0,1115552,567826,566752,176656,0,0,0,3111109,2544357,4226661,3140295,7348804,150000,0,7898643,8122827,659684,774023,0,0,0,0,0,0,0,0,438630,0,974043,953954,,3221279,3221279,0,1074,0,0,0,1412673,0,80984,28861,909202,96711,0,0,423597,271490,7238959,0,0,0,0,43443,133213,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,81490003044199,2007,Y,10012-1401,10012.0,131505524200712,1315055242007,12.0,205.0,40.0,279.0,536 LAGUARDIA PL,3.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,AMERICAN INSTITUTE OF ARCHITECTS,1.0,194208,N Y CHAPTER,NY,rtf08co,5.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.21525999999999998,B,A40,A,710000.0,90
11337,131520977,200909,N,3,1,3,Y,1,1,0,2008,200950,,2008,0,0,0,0,0,0,0,0,0,0,75138,80902,79036,0,0,84800,79036,0,0,0,0,0,0,0,0,0,0,0,75138,0,0,,75138,75138,0,0,0,0,0,0,0,-5764,0,0,0,0,0,0,0,84800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,119,1,93493337000009,2009,N,10075-0111,10075.0,131520977200909,1315209772009,9.0,119.0,0.0,0.0,1040 MADISON AVE,3.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,ART & ANTIQUE DEALERS LEAGUE OF AMERICA INC,1.0,197601,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A038,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.44983,A,A0380,A,813920.0,93
11359,131572247,200807,N,6,1,6,Y,1,1,0,2007,200910,A6AI,2007,0,405691,257000,253471,43101,0,169540,879136,1348777,925766,1754468,1263855,1053738,0,0,1745834,1800643,758988,746905,0,0,0,0,0,0,0,0,0,0,0,0,,1331457,1331457,0,3529,0,0,0,0,1048676,67602,-710,472699,54948,0,0,0,0,986846,0,0,0,0,31588,11513,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,119,1,29490045045159,2008,Y,10023-6922,10023.0,131572247200807,1315722472008,7.0,119.0,319.0,0.0,30 LINCOLN CENTER,3.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,METROPOLITAN OPERA CLUB INC,1.0,194608,,NY,rtf08co,4.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A11,A,O,S,ZA,A,A,IN,,1,AR,AR,AR,0.10653,A,A11,A,813219.0,90
11369,131589984,200806,N,4,1,4,Y,1,1,0,2007,200949,,2007,9000,0,0,0,0,0,0,0,99684,99684,108684,116902,7015,0,0,126619,121451,111386,114436,7015,0,0,0,0,0,0,0,0,97797,0,1887,,108684,108684,0,0,0,0,0,0,0,-8218,0,30859,89,0,0,0,0,15233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15233,161,1,29490206111199,2008,N,10020-0000,10020.0,131589984200806,1315899842008,6.0,161.0,180.0,919.0,1230 AVE OF THE AMERICAS 7THFL,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,WOOLMARK AMERICAS INC,1.0,195006,THE WOOLMARK COMPANY,NY,rtf08co,2.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.59159,C,A60,A,711100.0,90
11423,131677485,200803,N,9,1,9,Y,1,1,0,2007,200907,,2007,563200000,0,0,0,149100000,0,0,0,8809000000,8772900000,9372200000,9131500000,3016400000,11705489,0,5147900000,5845100000,2403000000,2828700000,3016400000,0,0,0,0,0,0,0,0,8329800000,0,299700000,,9336100000,9336100000,0,0,30400000,36100000,-5700000,0,0,204600000,66900000,2239794511,0,0,0,111500000,341600000,2744900000,0,0,0,0,27600000,0,0,121500000,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2744900000,121,1,93490042001029,2008,Y,10001-2603,10001.0,131677485200803,1316774852008,3.0,121.0,122.0,149.0,450 WEST 33RD STREET,3.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,BRITISH BROADCASTING CORP,1.0,199202,,NY,rtf08co,6.0,6.0,6.0,6.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.28876,A,A30,A,510000.0,90
11582,131777183,200712,N,7,1,7,Y,1,1,0,2007,200853,,2007,0,5395848,0,0,131901,0,0,0,2565176,2565176,7961024,8021135,3279185,766788,0,4060084,7808013,829560,4528828,0,0,0,0,0,0,0,0,0,2338671,0,44204,,7961024,7961024,50400,0,0,0,0,0,0,-60111,108772,2308464,141281,0,0,0,0,3230524,0,0,0,0,131901,0,50400,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,919,1,29490348093098,2007,N,10022-3108,10022.0,131777183200712,1317771832007,12.0,919.0,200.0,59.0,3 EAST 54TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,TELEVISION BUREAU OF ADVERTISING INC,1.0,195602,,NY,CORE07co,5.0,5.0,5.0,5.0,36061.0,5602.0,5600.0,A013,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.77946,B,A0132,A,813319.0,90
11585,131783842,200812,N,5,1,6,Y,1,1,0,2008,200947,A33C,2008,0,0,0,0,10231,0,0,0,0,0,1124984,444509,739475,83500,0,829189,741239,879,1764,739475,0,0,0,0,0,0,0,744685,285356,84712,0,,380299,380299,0,0,0,0,0,829397,0,-64210,0,32782,8172,0,0,0,0,828310,0,0,0,0,0,10231,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,828310,200,1,93493320020249,2008,N,10036-6603,10036.0,131783842200812,1317838422008,12.0,200.0,0.0,0.0,20 W 44TH ST 5TH FLR,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,ANTIQUARIAN BOOKSELLERS ASSOC OF AMERICA INC SHOP 2 CONCOURSE,1.0,195109,,NY,rtf08co,3.0,2.0,4.0,2.0,36061.0,5602.0,5600.0,A033,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.1166,A,A0333,A,813920.0,93
11631,131855535,200806,N,4,1,5,Y,1,1,0,2007,200853,,2007,0,611238,0,0,94,0,0,156695,156789,156789,768027,679023,-9836,110000,0,304518,344953,403358,354789,-9836,0,0,0,0,0,0,0,0,0,0,0,,768027,768027,0,0,0,0,0,0,156695,89004,0,133342,23356,0,0,0,0,-98840,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,-98840,205,1,29490348029048,2008,N,10018-7480,10018.0,131855535200806,1318555352008,6.0,205.0,0.0,0.0,12 W 37TH ST STE 2ND,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,CHILDRENS BOOK COUNCIL INC,1.0,195009,,NY,CORE07co,2.0,3.0,3.0,3.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.7569,C,A33,A,511100.0,90
11710,131951979,200808,N,6,1,7,Y,1,1,0,2007,200935,A32Z,2007,0,36402,2868768,2889689,82440,0,0,0,8320289,5430600,8356691,7698812,970277,660700,0,4222031,3008723,1041918,2038446,0,0,0,0,0,0,0,0,0,5348285,0,20796,,5467002,5467002,0,-20921,0,0,0,0,0,-2231810,21974,1285217,122752,0,0,0,0,3180113,0,0,0,0,82440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,29490220041099,2008,N,10019-2211,10019.0,131951979200808,1319519792008,8.0,205.0,0.0,0.0,111 W 57TH ST STE 600,6.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,3005.0,NATIONAL ACADEMY OF TELEVISION ARTS AND SCIENCES,5.0,197610,,NY,rtf08co,4.0,5.0,5.0,5.0,36061.0,5602.0,5600.0,A033,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9341,A,A0332,A,813920.0,90
11718,131956457,200812,N,4,1,4,Y,1,1,0,2008,200929,,2008,0,0,0,0,6221,0,0,0,0,0,419921,369848,235346,5460,0,248955,367866,63682,132520,0,0,0,0,0,0,0,0,0,413700,0,0,,419921,419921,0,0,0,0,0,0,0,50073,0,12446,1798,0,0,0,0,185273,0,0,0,0,0,6221,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,29493185106119,2008,N,10028-0113,10028.0,131956457200812,1319564572008,12.0,263.0,59.0,264.0,1000 5TH AVE,9.0,0.0,NEW YORK,3.0,OZZIE A FORNEY,2.0,1.0,0.0,10.0,1381.0,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,5.0,196004,1503 NY LOC NYC METRO MUSEUM OF ART,NY,rtf08co,2.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A50,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.07311000000000001,A,A50,A,712110.0,93
