,CODE990,SUBSECCD,POPCD,EIN,TAXPER,FisYr,CYCLE,DOCLOCNO,NTEE,ARC,LRC,RESERVED,EOSTATUS,SOIYR,RECCODE,ASS_CODE,INC_CODE,ACTIV,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,REASON,P6UNRELB,P7INTXAT,P7DIVRIN,P7ESTRIN,P1RENTN,P7INVRIN,P1SECURN,P1OTHG,P1OTHC,P1OTHN,P1SPEVC,P1INVNTG,P1TOTREV,P1NETINC,P1CHGAS,P2TWAGES,P2TPYTAX,P4B_BOND,P4E_BOND,P4B_MORT,P4E_MORT,P4E_RET1,p4b_net,A4A_CNT,A4A_MEMT,A4A_BUST,A4A_IVST,A4A_TAXT,A4A_GVTT,A4A_OTHT,A4A_TOTT,A6OEXPB,A6NTLBB,A6NGLBB,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFFILCD,CLASSCD,RULEDATE,DEDCTCD,PRFNDNCD,ACTIVCD1,ACTIVCD2,ACTIVCD3,ORGCD,DISTRICT,ADVRULDT,TAXPD,ASSETCD,INCOMECD,FILREQCD,ACCPERMO,ASSETS,INCOME,NEGINC,SECNAME,ZIP5,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,zipnew,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,STYEAR,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,ARED,DEDUCTCD,FNDNCD,FRCD,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
9774,1,4,1,131677485,199703,1997,199753,29490347145267,,N,Y,,1,1996,1,6,6,121,286700,0,0,0,20900,0,0,0,3917000,3917000,4203700,4060500,2152000,3709,0,2904200,3421500,1024100,1269500,2152000,0,0,0,0,0,0,0,0,0,0,0,0,3839700,0,43900,0,N,0,20900,12500,12500,0,0,0,0,0,0,0,4203700,143200,128700,1116500,0,0,0,29500,36700,1880100,1880100,0,0,0,0,0,0,0,0,0,0,0,BRITISH BROADCASTING CORP,,1995 BROADWAY STE 505,NEW YORK,NY,10023-5882,0.0,3.0,1.0,199202.0,2.0,0.0,121.0,122.0,149.0,1.0,13.0,0.0,199803.0,6.0,6.0,0.0,3.0,3613699,4536800,,,10023.0,36061.0,5602.0,5600.0,A30,A,10023.0,36061.0,,O,O,0.18944,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1996,NY,10023.0,NEW YORK,1316774851997,A30,A,3,121.0,122.0,149.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A30,A,510000.0
9939,1,4,1,131769475,199612,1996,199736,29490130130137,,N,N,,1,1996,1,4,3,319,0,3556,0,0,8972,0,0,0,81337,81337,84893,22353,246493,0,0,226725,249503,0,3060,0,0,0,0,0,0,0,0,0,0,0,0,42771,0,29594,0,0,N,8972,0,0,0,0,0,0,0,0,72365,0,42122,19769,0,0,0,0,0,0,0,0,226725,0,0,0,0,0,0,0,0,0,0,0,THEATRICAL MUTUAL ASSOCIATION NEW YORK LODGE-1,,326 W 48TH ST,NYC,NY,10036-1314,0.0,3.0,3.0,195504.0,2.0,0.0,319.0,0.0,0.0,1.0,13.0,0.0,199712.0,0.0,0.0,0.0,12.0,0,0,,,10036.0,36061.0,5602.0,5600.0,A65,A,10036.0,36061.0,,O,O,0.4,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1996,NY,10036.0,NYC,1317694751996,A65,B,12,319.0,0.0,0.0,3.0,0.0,2.0,0.0,20.0,,PC,O,AR,A,IN,,A65,A,711110.0
9950,1,6,1,131777183,199712,1997,199849,29490325028388,,N,Y,,1,1997,1,6,7,919,0,4575538,867347,809121,192073,0,0,0,1648516,839395,6224054,4765005,3944451,374596,0,3823194,4822797,575897,878346,0,0,0,0,0,0,0,0,0,0,0,0,0,183117,0,405979,0,N,0,192073,0,0,0,58226,0,0,0,0,0,5414933,649928,47226,2142377,0,0,0,0,0,0,3247297,0,0,0,0,0,0,0,0,0,0,0,TELEVISION BUREAU OF ADVERTISING INC,,850 THIRD AVENUE,NEW YORK,NY,10022-6222,0.0,3.0,1.0,195602.0,2.0,0.0,919.0,200.0,59.0,1.0,13.0,0.0,199712.0,6.0,7.0,0.0,12.0,4822797,6224054,,,10022.0,36061.0,5602.0,5600.0,A01,A,10022.0,36061.0,,O,O,0.7511399999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,1997,NY,10022.0,NEW YORK,1317771831997,A0132,B,12,919.0,200.0,59.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A0132,A,813319.0
9953,1,6,1,131783842,199712,1997,199838,29490248115208,A33C,N,Y,,1,1997,1,5,5,200,0,189103,0,0,32697,0,0,0,561751,561751,750854,360300,869249,0,0,534669,870165,1246,916,869249,0,0,0,0,0,0,0,0,0,0,0,54728,0,462326,12000,0,N,11057,0,0,0,21640,0,0,0,0,517054,0,696126,335826,0,46500,3780,0,0,0,0,533423,533423,0,0,0,0,0,0,0,0,0,0,0,ANTIQUARIAN BOOKSELLERS ASSOC OF AMERICA INC SHOP 2 CONCOURSE,,20 W 44TH ST 4TH FLR,NEW YORK,NY,10036-6604,0.0,3.0,2.0,195109.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,199712.0,5.0,5.0,0.0,12.0,870165,750854,,,10036.0,36061.0,5602.0,5600.0,A03,A,10036.0,36061.0,,O,O,0.8743700000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1997,NY,10036.0,NEW YORK,1317838421997,A0333,A,12,200.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A0333,A,813920.0
9970,1,4,1,131813049,199712,1997,199852,29490346117058,,N,Y,,1,1997,1,3,3,123,20088,0,0,0,658,5040,0,0,30544,30544,50632,65240,21333,8161,0,44879,33698,8938,12365,0,0,0,0,0,0,0,0,0,0,0,0,0,29886,0,0,0,N,658,0,0,0,0,0,0,0,0,0,0,50632,-14608,0,25543,0,0,0,0,0,0,35941,0,0,0,0,0,0,0,0,0,0,0,AMERICAN COMMITTEE ON AFRICA INC,AFRICA ACTION,50 BROAD ST STE 711,NEW YORK,NY,10004-2307,0.0,3.0,3.0,197911.0,2.0,0.0,123.0,124.0,480.0,1.0,13.0,0.0,199712.0,3.0,3.0,0.0,12.0,33698,50632,,,10004.0,36061.0,5602.0,5600.0,A70,A,10004.0,36061.0,,O,O,0.73105,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10004.0,NEW YORK,1318130491997,A70,C,12,123.0,124.0,480.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A70,A,710000.0
9988,1,3,1,131834089,199612,1996,199750,29490333085017,A62Z,N,Y,,41,1996,1,4,5,0,319108,0,0,0,205,63045,0,0,440188,440188,759296,853233,-1348555,62077,0,173106,139477,1427724,1488032,0,0,0,0,0,0,0,0,0,0,0,0,0,433858,0,6125,9,N,205,0,0,0,0,0,0,0,0,0,0,759296,-93937,0,362630,48851,0,0,1044167,1044167,0,-1254618,530075,0,2188557,2083,0,0,2768389,579832,0,0,0,MARTHA GRAHAM SCHOOL OF CONTEMPORARY DANCE INC,,316 E 63RD ST LOWER LEVEL,NEW YORK,NY,10065-7762,0.0,,1.0,195901.0,,,,,,1.0,1.0,,,,,,,0,0,,,10065.0,36061.0,,,A62,A,,,,PC,O,0.38498000000000004,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,,1996,,,,1318340891996,A62,A,12,0.0,0.0,0.0,3.0,0.0,1.0,15.0,10.0,,PC,O,AR,A,OUT,S,A62,A,711120.0
9996,1,9,1,131841248,199708,1997,199819,29490108105318,,N,Y,,1,1996,1,7,6,265,0,0,1874019,1872974,286406,0,0,0,4829034,2956060,4829034,2914941,2758588,0,0,5571203,5594276,3147860,2835688,0,0,0,0,0,0,0,0,0,0,0,0,0,2600365,0,68244,0,N,0,286406,0,0,0,1045,0,0,0,0,0,2956060,41119,294126,0,0,0,0,0,0,0,2423343,0,0,0,0,0,0,0,0,0,0,0,INTERNATIONAL PHOTOGRAPHERS-644 WELFARE FUND,,80 EIGHTH AVE,NEW YORK,NY,10011-5126,0.0,3.0,1.0,195811.0,2.0,0.0,265.0,0.0,0.0,5.0,13.0,0.0,199708.0,7.0,6.0,0.0,8.0,5594276,4829034,,,10011.0,36061.0,5602.0,5600.0,A40,A,10011.0,36061.0,,O,O,0.89213,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1996,NY,10011.0,NEW YORK,1318412481997,A40,A,8,265.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A40,A,710000.0
10046,1,6,1,131892640,199712,1997,199831,29409199009258,,N,Y,,1,1997,1,2,3,200,0,35563,0,0,157,0,0,0,157,157,35720,27840,11829,0,0,3949,11829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,157,0,0,0,0,0,0,35720,7880,0,0,0,0,0,0,0,0,3949,0,0,0,0,0,0,0,0,0,0,0,CULTURED PEARL ASSOCIATION OF AMERICA INC,,71 W 47TH ST,NEW YORK,NY,10036-2819,0.0,3.0,2.0,195912.0,2.0,0.0,200.0,919.0,0.0,1.0,13.0,0.0,199712.0,2.0,3.0,0.0,12.0,11829,35720,,,10036.0,36061.0,5602.0,5600.0,A01,A,10036.0,36061.0,,O,O,0.69635,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10036.0,NEW YORK,1318926401997,S01,C,12,200.0,919.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,S01,S,813319.0
10108,1,6,1,131951979,199708,1997,199831,29490199038268,A32Z,N,Y,,1,1996,1,7,7,205,0,260848,0,0,281778,0,0,0,5299797,5299797,5560645,4978793,5768975,379069,0,5828379,6733230,664612,964255,0,0,0,0,0,0,0,0,0,0,0,0,0,5007389,0,10630,0,Y,0,281778,0,0,0,0,0,0,0,0,0,5560645,581852,23356,647905,66983,0,0,0,0,0,5163767,0,0,0,0,0,0,0,0,0,0,0,NATIONAL ACADEMY OF TELEVISION ARTS AND SCIENCES,,111 W 57TH ST,NEW YORK,NY,10019-2211,3005.0,6.0,2.0,197610.0,2.0,0.0,205.0,0.0,0.0,5.0,13.0,0.0,199708.0,7.0,7.0,0.0,8.0,0,0,,,10019.0,36061.0,5602.0,5600.0,A03,A,10019.0,36061.0,,O,O,0.53606,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1996,NY,10019.0,NEW YORK,1319519791997,A0332,A,8,205.0,0.0,0.0,6.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A0332,A,813920.0
10156,1,6,1,131996451,199712,1997,199823,29490143102138,,N,Y,,1,1997,1,5,5,920,0,486385,0,0,27760,0,0,0,27760,27760,514145,457481,451392,180000,0,567807,654092,174050,202700,451392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,27760,0,0,0,0,0,0,0,0,0,0,514145,56664,971,29000,9324,0,0,0,0,393757,393757,0,0,0,0,0,0,0,0,0,0,0,MEDIA RATING COUNCIL INC,,200 W 57TH ST STE 204,NEW YORK,NY,10019-3211,0.0,3.0,2.0,196512.0,2.0,0.0,920.0,905.0,0.0,1.0,13.0,0.0,199712.0,5.0,5.0,0.0,12.0,654092,514145,,,10019.0,36061.0,5602.0,5600.0,A01,A,10019.0,36061.0,,O,O,0.97625,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10019.0,NEW YORK,1319964511997,A30,B,12,920.0,905.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A30,A,510000.0
10168,1,4,1,132509176,199712,1997,199827,29409164169118,A50I,N,Y,,1,1997,1,2,3,90,63308,0,0,0,86,0,0,0,35489,35489,98797,89509,24255,0,0,17873,24796,501,541,0,0,0,0,0,0,0,0,0,0,0,0,2405,16311,16687,0,9,N,0,0,0,0,86,0,0,0,0,19092,0,96392,6883,0,0,0,0,0,0,0,0,17372,258668,0,162462,317,0,0,421447,258985,0,0,0,PHOENIX GALLERY INC,,568 BROADWAY STE 607,NEW YORK,NY,10012-3225,0.0,3.0,1.0,199612.0,1.0,0.0,90.0,91.0,0.0,1.0,13.0,0.0,199712.0,2.0,3.0,0.0,12.0,24796,98797,,,10012.0,36061.0,5602.0,5600.0,A40,A,10012.0,36061.0,,O,O,0.17178,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1997,NY,10012.0,NEW YORK,1325091761997,A40,A,12,90.0,91.0,0.0,3.0,0.0,1.0,0.0,10.0,,PC,O,AR,A,IN,,A40,A,710000.0
10169,1,6,1,132509231,199709,1997,199825,29490150178228,,N,Y,,1,1996,1,4,6,200,91775,688153,0,0,10419,0,0,0,434078,434078,1214006,748063,297071,63379,0,263792,373073,430837,76002,0,0,0,0,0,0,0,0,0,0,0,0,0,404538,0,8975,0,N,10419,0,10146,10146,0,0,0,0,0,0,0,1214006,465943,-1827,273585,33833,0,0,0,0,0,-167045,0,0,0,0,0,0,0,0,0,0,0,AUTHORS GUILD INC,,330 W 42ND ST,NEW YORK,NY,10036-6902,0.0,3.0,1.0,199603.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,199709.0,4.0,6.0,0.0,9.0,373073,1214006,,,10036.0,36061.0,5602.0,5600.0,A01,A,10036.0,36061.0,,O,O,0.34565999999999997,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1996,NY,10036.0,NEW YORK,1325092311997,A0370,A,9,200.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A0370,A,813920.0
10205,1,6,1,132562532,199806,1998,199849,29490325045198,,N,Y,,1,1997,1,4,4,205,0,173123,0,0,5206,0,0,0,241077,241077,414200,405092,116139,0,0,109266,119385,3710,3246,0,0,0,0,0,0,0,0,0,0,0,0,0,235871,0,0,0,N,5206,0,0,0,0,0,0,0,0,0,0,414200,9108,1475,0,0,0,0,0,0,0,105556,0,0,0,0,0,0,0,0,0,0,0,AMERICAN SOCIETY OF JOURNALISTS & AUTHORS INC,,1501 BROADWAY,NEW YORK,NY,10036-5503,0.0,3.0,2.0,196801.0,2.0,0.0,205.0,120.0,279.0,1.0,13.0,0.0,199806.0,4.0,4.0,0.0,6.0,119385,414200,,,10036.0,36061.0,5602.0,5600.0,A01,A,10036.0,36061.0,,O,O,0.94532,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10036.0,NEW YORK,1325625321998,A70,A,6,205.0,120.0,279.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A70,A,710000.0
10220,1,17,1,132576830,199706,1997,199821,29490122383128,,N,Y,,1,1996,1,8,9,267,0,0,97560118,95937196,1465768,0,0,0,99025886,3088690,99025886,443930,28973506,0,0,26008938,29211660,220731,238154,28973506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,28360,1437408,0,0,0,1622922,0,0,0,0,0,3088690,2644760,540539,0,0,0,0,0,0,25788207,25788207,0,0,0,0,0,0,0,0,0,0,0,GRAPHIC ARTS INTL UNION LOC 119B NY -PRNTRS LEAG SPCL DSPLCMT BNFT FND,,27 UNION SQ RM 204,NEW YORK,NY,10003-3305,0.0,3.0,1.0,196803.0,2.0,0.0,267.0,0.0,0.0,2.0,13.0,0.0,199706.0,8.0,9.0,0.0,6.0,29211660,99025886,,,10003.0,36061.0,5602.0,5600.0,A99,A,10003.0,36061.0,,O,O,0.3192,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1996,NY,10003.0,NEW YORK,1325768301997,A40,C,6,267.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A1240,A,813219.0
10311,1,6,1,132666239,199712,1997,199843,29490276019358,,N,Y,,1,1997,1,5,4,200,0,267083,0,0,8844,0,0,0,193985,193985,461068,334835,396436,126346,0,513446,512409,95419,115973,0,0,0,0,0,0,0,0,0,0,0,0,147824,0,37317,0,0,N,2511,6333,0,0,0,0,0,0,0,185141,0,313244,-21591,0,67659,14253,0,0,0,0,0,418027,0,0,0,0,0,0,0,0,0,0,0,NEW YORK MARKET RADIO BROADCASTERS ASSOCIATION INC,,51 E 42ND ST,NEW YORK,NY,10017-5404,0.0,3.0,2.0,197101.0,2.0,0.0,200.0,120.0,0.0,1.0,13.0,0.0,199712.0,5.0,4.0,0.0,12.0,512409,461068,,,10017.0,36061.0,5602.0,5600.0,A01,A,10017.0,36061.0,,O,O,0.99164,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10017.0,NEW YORK,1326662391997,A34,A,12,200.0,120.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A34,A,513110.0
10369,1,6,1,132760431,199712,1997,199823,29490143069138,,N,Y,,1,1997,1,4,4,200,0,342720,0,0,8316,0,0,0,10331,10331,353051,349116,101021,90634,0,98212,101021,1126,0,-3089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,N,1516,6800,0,0,0,0,0,0,0,0,0,353051,3935,0,35286,10858,0,0,0,0,-7024,97086,0,0,0,0,0,0,0,0,0,0,0,MEDIA COALITION INC,,139 FULTON ST 302,NEW YORK,NY,10038-2594,0.0,3.0,2.0,197407.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,199712.0,4.0,4.0,0.0,12.0,101021,353051,,,10038.0,36061.0,5602.0,5600.0,A01,A,10038.0,36061.0,,O,O,0.0574,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10038.0,NEW YORK,1327604311997,A30,B,12,200.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A30,A,510000.0
10392,1,6,1,132806164,199706,1997,199814,29490080239288,A31C,N,Y,,1,1996,1,2,4,200,0,191416,0,0,0,0,0,0,7372,7372,198788,238336,-115023,0,0,10892,10172,86367,125195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7372,0,Y,0,0,0,0,0,0,0,0,0,0,0,198788,-39548,0,0,0,0,0,0,0,0,-75475,0,0,0,0,0,0,0,0,0,0,0,ASSOCIATION OF INDEPENDENT VIDEO AND FILMMAKERS INC,,304 HUDSON ST 6TH FLR,NEW YORK,NY,10013-1015,0.0,3.0,2.0,197505.0,2.0,0.0,200.0,123.0,119.0,1.0,13.0,0.0,199706.0,2.0,4.0,0.0,6.0,0,0,,,10013.0,36061.0,5602.0,5600.0,A03,A,10013.0,36061.0,,O,O,0.75264,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1996,NY,10013.0,NEW YORK,1328061641997,A0331,A,6,200.0,123.0,119.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A0331,A,813920.0
10417,1,5,1,132842726,199612,1996,199740,29490256123067,,N,Y,,1,1996,1,1,4,91,29308,36135,0,0,0,0,0,0,191051,191051,256494,257147,-20911,25385,0,4916,4835,25174,25746,-653,0,0,0,0,0,0,0,0,0,0,0,0,164382,0,26669,9,N,0,0,0,0,0,0,0,0,0,0,0,256494,-653,0,32161,7327,0,0,0,0,0,-20258,203613,92785,678328,0,0,0,990222,311894,0,0,0,CENTER FOR BOOK ARTS INCORPORATED 1974,,626 BROADWAY,NEW YORK,NY,10012-2617,0.0,3.0,1.0,197511.0,1.0,16.0,91.0,126.0,995.0,1.0,13.0,0.0,199712.0,1.0,4.0,0.0,12.0,5797,235776,,,10012.0,36061.0,5602.0,5600.0,A40,A,10012.0,36061.0,,O,O,0.12402,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1996,NY,10012.0,NEW YORK,1328427261996,A70,A,12,91.0,126.0,995.0,3.0,0.0,1.0,16.0,10.0,,PC,O,AR,A,IN,,A70,A,710000.0
10424,1,5,1,132856736,199512,1995,199703,19490349005106,,N,N,,1,1995,1,0,8,263,0,8519990,9983077,9970026,1926643,0,0,0,12711337,2741311,21231327,13412706,0,542199,0,14760005,0,4406818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801617,0,N,185505,1741138,0,0,0,13051,0,0,0,0,0,11261301,-2151405,-8201782,4004159,388558,0,0,0,0,0,10353187,0,0,0,0,0,0,0,0,0,0,0,AMALGAMATED CLOTHING AND TEXTILE WORKERS UNION,,1710 BROADWAY,NEW YORK,NY,10019-5254,3084.0,6.0,3.0,197802.0,2.0,0.0,263.0,261.0,279.0,2.0,13.0,0.0,199612.0,0.0,0.0,0.0,12.0,0,0,,ACTWU,10019.0,36061.0,5602.0,5600.0,A40,A,10019.0,36061.0,,O,O,0.60482,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1995,NY,10019.0,NEW YORK,1328567361995,A40,A,12,263.0,261.0,279.0,6.0,0.0,2.0,0.0,20.0,ACTWU,PC,O,AR,A,IN,,A40,A,710000.0
10425,1,6,1,132857251,199612,1996,199736,29409193076307,,N,Y,,1,1996,1,3,3,200,29142,0,0,0,1097,0,0,0,1097,1097,30239,23260,60183,0,0,53204,60183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,1097,0,0,0,0,0,0,30239,6979,0,0,0,0,0,0,0,0,53204,0,0,0,0,0,0,0,0,0,0,0,DECORATIVE FABRICS ASSOCIATION INC,% LEE JOFA INC,233 SPRING ST,NEW YORK,NY,10013-1522,0.0,3.0,2.0,197708.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,199612.0,3.0,3.0,0.0,12.0,60183,30239,,,10013.0,36061.0,5602.0,5600.0,A01,A,10013.0,36061.0,,O,O,0.81975,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1996,NY,10013.0,NEW YORK,1328572511996,A40,A,12,200.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A40,A,710000.0
10426,1,6,1,132857274,199706,1997,199753,29490347154217,A33E,N,Y,,1,1996,1,4,4,200,1050,147718,0,0,7697,0,0,0,156785,156785,305553,291810,169931,0,0,157085,169931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,147765,-897,1323,0,Y,7697,0,0,0,0,0,0,0,0,0,0,304656,12846,0,0,0,0,0,0,0,0,157085,0,0,0,0,0,0,0,0,0,0,0,BOOK INDUSTRY STUDY GROUP INC,% PASKUS GORDON & HYMAN,160 FIFTH AVE STE 625,NEW YORK,NY,10010-7003,0.0,3.0,2.0,197609.0,2.0,0.0,200.0,209.0,0.0,1.0,13.0,0.0,199806.0,4.0,4.0,0.0,6.0,192732,322016,,,10010.0,36061.0,5602.0,5600.0,A05,A,10010.0,36061.0,,O,O,0.28428000000000003,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1996,NY,10010.0,NEW YORK,1328572741997,A0533,A,6,200.0,209.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A0533,A,541720.0
10427,1,4,1,132857308,199710,1997,199811,29490059140148,,N,Y,,1,1996,1,4,4,123,0,124591,0,0,11759,0,0,0,44045,44045,168636,165428,184749,65750,0,242268,269592,60727,84843,0,0,0,0,0,0,0,0,0,0,0,0,0,20026,12150,110,0,N,11759,0,0,0,0,0,0,0,0,12150,0,168636,3208,0,14835,7439,0,0,0,0,0,181541,0,0,0,0,0,0,0,0,0,0,0,WOMENS FORUM INC,,6 E 39TH ST FL 6,NEW YORK,NY,10016-0112,0.0,3.0,3.0,197602.0,2.0,0.0,123.0,559.0,0.0,1.0,13.0,0.0,199810.0,4.0,4.0,0.0,10.0,281886,183141,,,10016.0,36061.0,5602.0,5600.0,A70,A,10016.0,36061.0,,O,O,0.96214,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1996,NY,10016.0,NEW YORK,1328573081997,R24,C,10,123.0,559.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,R24,R,813311.0
10429,1,9,1,132861474,199612,1996,199803,29490354114117,,N,Y,,1,1996,1,5,3,264,0,0,0,0,19052,0,0,0,44895,44895,44895,93207,534183,0,0,604570,554784,206000,20601,534183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25843,0,N,18203,849,0,0,0,0,0,0,0,0,0,44895,-48312,183925,0,0,0,0,0,0,398570,398570,0,0,0,0,0,0,0,0,0,0,0,LOCAL 15 ASSN OF FILM CRAFTSMEN WELFARE FUND,% KING ADMINISTRATORS,375 W BROADWAY SECOND FLR,NEW YORK,NY,10012-4324,0.0,3.0,1.0,197702.0,2.0,0.0,264.0,265.0,279.0,2.0,13.0,0.0,199612.0,5.0,3.0,0.0,12.0,554784,44895,,,10012.0,36061.0,5602.0,5600.0,A31,A,10012.0,36061.0,,O,O,0.90289,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1996,NY,10012.0,NEW YORK,1328614741996,A31,A,12,264.0,265.0,279.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A31,A,512110.0
10438,1,17,1,132873008,199801,1998,199852,29490346152148,,N,Y,,20,1997,1,1,7,267,0,0,6874085,6863221,150774,0,0,0,7024859,161638,7024859,2192731,0,0,0,3314638,0,19510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,150774,0,0,0,10864,0,0,0,0,0,161638,-2031093,-1264035,0,0,0,0,0,0,3295128,3295128,0,0,0,0,0,0,0,0,0,0,0,PRINTERS LEAGUE GRAPHIC ARTS INTNTL UNION LOC 43B SPEC DISPL BNFT FUND,,27 UNION SQ RM 407,NEW YORK,NY,10003-3388,0.0,,1000.0,197608.0,,,,,,2.0,13.0,,,,,,,0,0,,,10003.0,36061.0,5602.0,5600.0,A99,A,,,,O,O,0.3087,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,1997,,,,1328730081998,A0333,A,1,267.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,OUT,S,A0333,A,813920.0
