,CODE990,SUBSECCD,POPCD,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,SOIYR,RECCODE,ASS_CODE,INC_CODE,ACTIV,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,REASON,Q78A,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,STYEAR,NteeOldA,Confidence,NteeCC4d,FipsOldA,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
9255,1,6,1,131959701,200112,2001,200216,29409082041192,,N,Y,0,1,2001,1,4,3,59,958,38210,0,0,6793,0,0,0,10430,10430,49598,39719,195769,0,0,193472,195769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3933,0,-863,567,0,N,0,0,0,0,6793,0,0,0,0,3070,0,45665,5946,-3649,0,0,0,0,0,0,0,193472,0,0,0,0,0,0,0,0,0,0,0,10032.0,INTERNATIONAL LINGUISTIC ASSOCIATION,% COOPER FINANCIAL GROUP INC,613 W 155TH ST,NEW YORK,NY,10032-7501,0.0,3.0,1.0,195004.0,1.0,0.0,59.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.37174,N,2001,A70,B,,36061.0,NY,10032.0,NEW YORK,1319597012001,A70,A,PC,O,AR,A,IN,,A70,A,710000.0
9285,1,6,1,131996451,200112,2001,200237,29490236260092,,N,Y,0,1,2001,1,6,5,920,0,615034,0,0,43051,0,0,0,43051,43051,658085,657576,578652,250000,0,1001884,1074552,434375,495900,578652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,43051,0,0,0,0,0,0,0,0,0,0,658085,509,10634,42000,12054,0,0,0,0,567509,567509,0,0,0,0,0,0,0,0,0,0,0,10019.0,MEDIA RATING COUNCIL INC,,200 W 57TH ST STE 204,NEW YORK,NY,10019-3211,0.0,3.0,2.0,196512.0,2.0,0.0,920.0,905.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.94315,,2001,Z99,C,,36061.0,NY,10019.0,NEW YORK,1319964512001,A30,B,PC,O,AR,A,IN,,A30,A,510000.0
9298,1,6,1,132509231,200109,2001,200225,29490152083152,,N,Y,0,1,2000,1,6,6,200,37016,773688,5016,4890,44348,0,0,0,476189,471299,1286893,1033363,1583117,87706,0,1586501,1821111,250522,237994,0,0,0,0,0,0,0,0,0,0,0,0,0,409762,0,17063,0,N,44348,0,0,0,0,126,0,0,0,0,0,1282003,248640,-1502,348289,40037,0,0,0,0,0,1335979,0,0,0,0,0,0,0,0,0,0,0,10036.0,AUTHORS GUILD INC,,330 W 42ND ST,NEW YORK,NY,10036-6902,0.0,3.0,1.0,199603.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,10.0,9,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.71444,,2000,Z99,C,,36061.0,NY,10036.0,NEW YORK,1325092312001,A0370,A,PC,O,AR,A,IN,,A0370,A,813920.0
9327,1,6,1,132562532,200206,2002,200242,29490278023162,,N,Y,0,1,2001,1,4,4,205,0,199810,0,0,3058,0,0,0,267281,267281,467091,402042,173125,50000,0,108777,173125,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264223,0,0,0,N,3058,0,0,0,0,0,0,0,0,0,0,467091,65049,-501,0,0,0,0,0,0,0,108577,0,0,0,0,0,0,0,0,0,0,0,10036.0,AMERICAN SOCIETY OF JOURNALISTS & AUTHORS INC,,1501 BROADWAY STE 302,NEW YORK,NY,10036-5501,0.0,3.0,2.0,196801.0,2.0,0.0,205.0,120.0,279.0,1.0,13.0,0.0,10.0,6,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.57567,,2001,Z99,C,,36061.0,NY,10036.0,NEW YORK,1325625322002,A70,A,PC,O,AR,A,IN,,A70,A,710000.0
9413,1,6,1,132666239,200112,2001,200248,29490320127252,,N,Y,0,1,2001,1,4,4,200,0,279739,0,0,-9076,0,0,0,31915,31915,311654,420068,96261,154150,0,406948,164214,144070,67953,0,0,0,0,0,0,0,0,0,0,0,0,58203,0,-17212,0,0,N,1239,1967,0,0,-12282,0,0,0,0,40991,0,253451,-166617,0,98139,14516,0,0,0,0,0,262878,0,0,0,0,0,0,0,0,0,0,0,10017.0,NEW YORK MARKET RADIO BROADCASTERS ASSOCIATION INC,,51 E 42ND ST,NEW YORK,NY,10017-5404,0.0,3.0,2.0,197101.0,2.0,0.0,200.0,120.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.73535,,2001,Z99,C,,36061.0,NY,10017.0,NEW YORK,1326662392001,A34,A,PC,O,AR,A,IN,,A34,A,513110.0
9468,1,6,1,132806164,200206,2002,200250,29490327251172,A31C,N,Y,0,1,2001,1,1,4,200,0,166342,0,0,0,0,0,0,18832,18832,185174,178411,6222,10000,0,5714,8959,6255,2737,0,0,0,0,0,0,0,0,0,0,0,0,0,12214,0,6618,0,N,0,0,0,0,0,0,0,0,0,0,0,185174,6763,0,28720,2868,0,0,0,0,0,-541,0,0,0,0,0,0,0,0,0,0,0,10013.0,ASSOCIATION OF INDEPENDENT VIDEO AND FILMMAKERS INC,,304 HUDSON ST 6TH FLR,NEW YORK,NY,10013-1015,0.0,3.0,2.0,197505.0,2.0,0.0,200.0,123.0,119.0,1.0,13.0,0.0,10.0,6,,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.04097,N,2001,A03,A,,36061.0,NY,10013.0,NEW YORK,1328061642002,A0331,A,PC,O,AR,A,IN,,A0331,A,813920.0
9492,1,6,1,132857274,200206,2002,200247,29490306243082,A33E,N,Y,0,1,2001,1,2,4,200,0,231967,0,0,1204,0,0,0,78743,78743,310710,408510,11797,0,0,109597,11797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77539,0,0,0,N,1204,0,0,0,0,0,0,0,0,0,0,310710,-97800,0,0,0,0,0,0,0,0,109597,0,0,0,0,0,0,0,0,0,0,0,10010.0,BOOK INDUSTRY STUDY GROUP INC,,160 FIFTH AVE STE 625,NEW YORK,NY,10010-7003,0.0,3.0,2.0,197609.0,2.0,0.0,200.0,209.0,0.0,1.0,13.0,0.0,10.0,6,,36061.0,5602.0,5600.0,A05,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.09683,N,2001,A05,A,,36061.0,NY,10010.0,NEW YORK,1328572742002,A0533,A,PC,O,AR,A,IN,,A0533,A,541720.0
9493,1,4,1,132857308,200110,2001,200242,29490278009172,,N,Y,0,1,2000,1,4,4,123,0,131840,0,0,11319,0,0,0,48090,48090,179930,162136,183237,61250,0,218248,190627,52805,7390,0,0,0,0,0,0,0,0,0,0,0,0,0,36771,0,0,0,N,0,11319,0,0,0,0,0,0,0,0,0,179930,17794,0,14816,5216,0,0,0,0,0,165443,0,0,0,0,0,0,0,0,0,0,0,10016.0,WOMENS FORUM INC,,6 E 39TH ST FL 6,NEW YORK,NY,10016-0112,0.0,3.0,3.0,197602.0,2.0,0.0,123.0,559.0,0.0,1.0,13.0,0.0,10.0,10,,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.39204,,2000,Z99,C,,36061.0,NY,10016.0,NEW YORK,1328573082001,R24,C,PC,O,AR,A,IN,,R24,R,813311.0
9555,1,6,1,132918640,200112,2001,200214,29409068077022,,N,Y,0,1,2001,1,2,3,205,0,68756,0,0,521,0,0,0,521,521,69277,64629,24257,0,0,19609,24257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,521,0,0,0,0,0,0,69277,4648,0,0,0,0,0,0,0,0,19609,0,0,0,0,0,0,0,0,0,0,0,10017.0,WOMENS MEDIA GROUP INC,% SHUBERT SILVER & ROSEN,501 5TH AVE STE 901,NEW YORK,NY,10017-6102,0.0,3.0,2.0,199308.0,2.0,0.0,205.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.09361,,2001,Z99,C,,36061.0,NY,10017.0,NEW YORK,1329186402001,A30,B,PC,O,AR,A,IN,,A30,A,510000.0
9568,1,4,1,132931071,200112,2001,200223,29409124016032,,N,Y,0,1,2001,1,4,3,91,0,40145,0,0,0,0,0,0,23719,23719,63864,83093,132548,0,0,131311,132548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23719,0,N,0,0,0,0,0,0,0,0,0,0,0,63864,-19229,20466,0,0,0,0,0,0,0,131311,0,0,0,0,0,0,0,0,0,0,0,10003.0,SOCIETY OF ANIMAL ARTISTS INC,,47 FIFTH AVE,NEW YORK,NY,10003-4303,0.0,3.0,1.0,198306.0,2.0,0.0,91.0,126.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A20,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9565899999999999,C,2001,A20,C,,36061.0,NY,10003.0,NEW YORK,1329310712001,A0340,A,PC,O,AR,A,IN,,A0340,A,813920.0
9569,1,4,1,132932563,200112,2001,200227,29409152134232,,N,Y,0,1,2001,1,3,3,119,32065,1973,0,0,25617,0,0,0,53886,53886,87924,55119,88860,0,0,81461,88860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25406,0,2863,0,0,N,0,0,0,0,25617,0,0,0,0,28269,0,62518,7399,0,0,0,0,0,0,0,0,81461,0,0,0,0,0,0,0,0,0,0,0,11209.0,METROPOLITAN SOCIETY OF KARDAMYLIANS INC C O MARC LIVANOS,,7917 THIRD AVE,BROOKLYN,NY,11209-3601,0.0,3.0,1.0,197805.0,2.0,0.0,119.0,123.0,0.0,1.0,11.0,0.0,10.0,12,,36047.0,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.1037,,2001,Z99,C,,36047.0,NY,11209.0,BROOKLYN,1329325632001,A99,C,PC,O,AR,A,IN,,A99,A,710000.0
9653,1,4,1,133021168,200202,2002,200238,29490201319202,,N,Y,0,1,2001,1,3,4,64,69028,0,0,0,0,9500,0,0,52709,52709,121737,81102,29246,2103,9500,28602,31546,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,39991,0,12717,0,0,Y,0,0,0,0,0,0,0,0,0,52709,0,81746,643,0,0,0,0,0,0,0,0,28602,0,0,0,0,0,0,0,0,0,0,0,10010.0,COMITE DEL DESFILE DE LA HISPANIDAD INC,,174 176 5TH AVE STE 401,NEW YORK,NY,10010-0000,0.0,3.0,3.0,198005.0,2.0,0.0,64.0,90.0,92.0,1.0,13.0,0.0,10.0,2,,36061.0,5602.0,5600.0,A84,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.49766000000000005,,2001,Z99,C,,36061.0,NY,10010.0,NEW YORK,1330211682002,A84,C,PC,O,AR,A,IN,,A84,A,712120.0
9677,1,0,1,133047540,200106,2001,200203,29409005112042,,N,Y,0,1,2000,1,1,3,90,700,0,0,0,0,0,0,0,26606,26606,27306,27968,428,0,0,1090,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26306,0,300,9,N,0,0,0,0,0,0,0,0,0,0,0,27306,-662,0,0,0,0,0,0,0,0,1090,31237,0,78956,0,0,0,128328,49372,0,0,0,10036.0,DANCE FOUNTAIN INC,% YAEKO SASAKI,484 W 43RD ST 45E,NEW YORK,NY,10036-6327,0.0,3.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,5.0,13.0,0.0,20.0,6,,36061.0,5602.0,5600.0,A62,A,U,O,AR,A,A,IN,,1,AR,AR,AR,0.66397,C,2000,A62,C,,36061.0,NY,10036.0,NEW YORK,1330475402001,A62,A,PC,O,AR,A,IN,,A62,A,711120.0
9694,1,6,1,133058765,200112,2001,200250,29490327005282,,N,Y,0,1,2001,1,6,7,200,0,3616434,0,0,140383,0,0,0,2480486,2480486,6096920,5931273,2457825,420000,0,3627440,3588886,1335262,1131061,0,0,0,0,0,0,0,0,0,0,0,0,0,2036309,0,303794,0,N,140383,0,0,0,0,0,0,0,0,0,0,6096920,165647,0,1979834,149673,0,0,0,0,0,2292178,0,0,0,0,0,0,0,0,0,0,0,10022.0,CABLE TELEVISION ADVERTISING BUREAU INC,,830 THIRD AVE 2ND FLR,NEW YORK,NY,10022-0000,0.0,3.0,1.0,198202.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.6490199999999999,,2001,Z99,C,,36061.0,NY,10022.0,NEW YORK,1330587652001,A0332,A,PC,O,AR,A,IN,,A0332,A,813920.0
9749,1,4,1,133109557,200112,2001,200250,29490327092262,,N,Y,0,1,2001,1,4,4,123,172713,121185,0,0,3467,60777,0,0,35208,35208,329106,350705,187345,36784,65972,272890,210396,69706,23051,187345,0,0,0,0,0,0,0,0,0,0,0,0,2325,0,29416,0,N,0,3467,0,0,0,0,0,0,0,0,0,329106,-21599,5760,55310,9852,0,0,0,0,203184,203184,0,0,0,0,0,0,0,0,0,0,0,10014.0,DEMOCRATIC SOCIALISTS OF AMERICA INC,,180 VARICK ST 12TH FLOOR,NEW YORK,NY,10014-4606,0.0,3.0,3.0,198807.0,2.0,0.0,123.0,521.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.71335,,2001,Z99,C,,36061.0,NY,10014.0,NEW YORK,1331095572001,A70,C,PC,O,AR,A,IN,,V24,V,541720.0
9750,1,4,1,133112767,200112,2001,200248,29490313175292,Z99Z,N,Y,0,1,2001,1,3,4,119,0,45820,64744,66902,2887,0,0,0,91847,24945,137667,48104,80568,0,0,67907,80568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,4216,0,N,0,2887,0,0,0,-2158,0,0,0,20000,0,60765,12661,0,12250,1187,0,0,0,0,0,67907,0,0,0,0,0,0,0,0,0,0,0,10027.0,INTERNATIONAL COUNCIL FOR TRADITIONAL MUSIC,% DEPT OF MUSIC COLUMBIA UNIVERSITY,DEPT OF MUSIC COLUMBIA UNIVERSITY,NEW YORK,NY,10027-0000,0.0,3.0,1.0,198602.0,2.0,0.0,119.0,93.0,0.0,5.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.5401600000000001,C,2001,A68,C,,36061.0,NY,10027.0,NEW YORK,1331127672001,A68,A,PC,O,AR,A,IN,,A68,A,711130.0
9764,1,6,1,133124063,200112,2001,200250,29490327226072,,N,Y,0,2,2001,1,7,7,120,0,3206263,0,0,308476,0,0,0,4567982,4567982,7774245,6310773,8344340,350045,0,10294236,9921199,4579622,1576859,0,0,0,0,0,27824,0,0,0,0,0,0,0,1561549,0,2633306,0,Y,308476,0,64651,64651,0,0,0,0,0,0,0,7774245,1463472,1166254,1434782,153159,0,0,0,0,0,5714614,0,0,0,0,0,0,0,0,0,0,0,10016.0,AMERICAN PAYROLL INSTITUTE INC,,30 E 33RD ST 5TH FLR,NEW YORK,NY,10016-5337,0.0,3.0,1.0,198407.0,1.0,0.0,120.0,205.0,209.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.38686,,2001,Z99,C,,36061.0,NY,10016.0,NEW YORK,1331240632001,S41,A,PC,O,AR,A,IN,,S41,S,813910.0
9773,1,6,1,133131629,200105,2001,200225,29490131177252,,N,Y,0,1,2000,1,2,4,229,0,42591,0,0,78,0,0,0,94898,94898,137489,132775,-14669,41079,0,17581,12397,36964,27066,0,0,0,0,0,0,0,0,0,0,0,0,0,94820,0,0,0,N,78,0,0,0,0,0,0,0,0,0,0,137489,4714,0,0,4487,0,0,0,0,0,-19383,0,0,0,0,0,0,0,0,0,0,0,10011.0,ADVERTISING PHOTOGRAPHER OF AMERICA INC,,27 W 20TH ST 601,NEW YORK,NY,10011-3707,0.0,3.0,1.0,198410.0,2.0,0.0,229.0,0.0,0.0,1.0,13.0,0.0,10.0,5,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.62641,,2000,Z99,C,,36061.0,NY,10011.0,NEW YORK,1331316292001,A40,A,PC,O,AR,A,IN,,A40,A,710000.0
9785,1,6,1,133137480,200112,2001,200228,29490160225282,,N,Y,0,1,2001,1,5,4,200,0,120750,0,0,25577,0,0,0,343201,343201,463951,309424,491040,60750,0,629054,540865,111071,49825,0,0,0,0,0,0,0,0,0,0,0,0,181470,162559,-26405,0,0,Y,25577,0,0,0,0,0,0,0,0,155065,0,282481,-26943,0,91567,11880,0,0,0,0,0,517983,0,0,0,0,0,0,0,0,0,0,0,10016.0,KNITTED TEXTILE ASSOCIATION,,386 PARK AVE S,NEW YORK,NY,10016-8804,0.0,3.0,2.0,198301.0,2.0,0.0,200.0,229.0,0.0,5.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.57122,,2001,Z99,C,,36061.0,NY,10016.0,NEW YORK,1331374802001,A40,A,PC,O,AR,A,IN,,A40,A,710000.0
9850,1,6,1,133206933,200112,2001,200232,29409201209002,,N,Y,0,1,2001,1,3,3,200,0,58525,0,0,412,0,0,0,1612,1612,60137,40526,35515,0,0,15904,35515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,9,Y,0,0,0,0,412,0,0,0,0,0,0,60137,19611,0,0,0,0,0,0,0,0,15904,0,168700,4725,1953,0,0,175378,170653,0,0,0,10301.0,AMERICAN FEDERATION OF VIOLIN AND BOW MAKERS INC,% JACQUES FRANCAIS,288 RICHMOND TER,STATEN ISLAND,NY,10301-1512,0.0,3.0,1.0,198712.0,2.0,0.0,200.0,205.0,229.0,1.0,13.0,0.0,10.0,12,,36085.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.44669,C,2001,Z99,C,,36085.0,NY,10301.0,STATEN ISLAND,1332069332001,A68,A,PC,O,AR,A,IN,,A68,A,711130.0
9857,1,6,1,133212090,200112,2001,200226,29490152266182,,N,Y,0,1,2001,1,6,6,200,1059250,0,0,0,135246,0,0,0,135246,135246,1194496,2027171,2813889,267500,0,3805039,3373143,158475,559254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,135246,0,0,0,0,0,0,0,0,0,0,1194496,-832675,0,123891,68943,0,0,0,0,0,3646564,0,0,0,0,0,0,0,0,0,0,0,10022.0,TELEVISON MUSIC LICENSE COMMITTEE,,9 E 53RD ST FL 5,NEW YORK,NY,10022-4220,0.0,3.0,1.0,198408.0,2.0,0.0,200.0,0.0,0.0,5.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.16847,,2001,Z99,C,,36061.0,NY,10022.0,NEW YORK,1332120902001,A0368,A,PC,O,AR,A,IN,,A0368,A,813920.0
9867,1,5,1,133216947,200112,2001,200233,29490208273222,,N,Y,0,1,2001,1,4,3,30,66900,0,1751,3000,10735,0,0,0,17798,14798,84698,56980,137669,6000,0,112538,137669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5312,0,0,7,N,10735,0,0,0,0,-1249,0,0,0,0,0,81698,24718,413,0,0,0,0,0,0,0,112538,70878,0,17923,23149,0,0,111950,94027,0,0,0,10108.0,ASSOCIATION FOR THE ADVANCEMENT OF CREATIVE MUSICIANS NYC CHAPTER INC,,PO BOX 187,NEW YORK,NY,10108-0187,0.0,3.0,1.0,198507.0,1.0,15.0,30.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.42978999999999995,C,2001,A60,C,,36061.0,NY,10108.0,NEW YORK,1332169472001,A0168,A,PC,O,AR,A,IN,,A0168,A,813319.0
9944,1,3,1,133355886,200106,2001,200233,29409159000342,,N,Y,0,41,2000,1,1,3,0,52700,0,0,0,0,0,0,0,25965,25965,78665,77999,1514,0,0,848,5324,0,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,25942,0,23,7,N,0,0,0,0,0,0,0,0,0,0,0,78665,666,0,0,0,0,0,0,0,0,848,0,0,0,0,0,0,0,0,0,0,0,10023.0,POLSKI INSTYTUT TEATRALNY W AMERYCE POLISH THEATER INSTITUTE IN THE US,,16 WEST 64TH STREET,NEW YORK,NY,10023-7151,0.0,3.0,2.0,198712.0,1.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,6,,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,IN,,Q,AR,AR,AR,0.20256,,2000,Z99,C,,,,,,1333558862001,A65,A,PC,O,AR,A,OUT,S,A65,A,711110.0
10119,1,6,1,133568008,200112,2001,200251,29409334086162,,N,Y,0,1,2001,1,3,3,119,0,29700,0,0,1350,0,0,0,10100,10100,39800,22575,53475,0,0,40996,53475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4746,3800,204,0,0,Y,0,0,0,0,1350,0,0,0,0,4950,0,35054,12479,0,0,0,0,0,0,0,0,40996,0,0,0,0,0,0,0,0,0,0,0,10021.0,PRIVATE ART DEALERS ASSOCIATION INC,% KANTROWITZ & GOLDHAMER PC,PO BOX 872,NEW YORK,NY,10021-0002,0.0,3.0,1.0,199108.0,2.0,0.0,119.0,229.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.73339,,2001,Z99,B,,36061.0,NY,10021.0,NEW YORK,1335680082001,A03,A,PC,O,AR,A,IN,,A03,A,813920.0
10231,1,6,1,133667013,200206,2002,200245,29490292124262,,N,Y,0,1,2001,1,2,3,120,0,25000,0,0,166,0,0,0,8397,8397,33397,24781,16859,0,0,22030,18715,1846,1856,0,0,0,0,0,0,0,0,0,0,0,0,11941,0,-3710,0,0,N,0,166,0,0,0,0,0,0,0,8231,0,21456,-3325,0,0,0,0,0,0,0,0,20184,0,0,0,0,0,0,0,0,0,0,0,10012.0,AMERICAN BOOK PRODUCERS ASSOCIATION INC,SIDESHOW MEDIA,588 BROADWAY,NEW YORK,NY,10012-5404,0.0,3.0,1.0,199207.0,2.0,0.0,120.0,200.0,0.0,1.0,13.0,0.0,10.0,6,,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.46497,,2001,Z99,C,,36061.0,NY,10012.0,NEW YORK,1336670132002,A33,C,PC,O,AR,A,IN,,A33,A,511100.0
10291,1,6,1,133718893,200112,2001,200226,29490152266392,,N,Y,0,1,2001,1,2,3,200,0,52589,0,0,3190,0,0,0,14215,14215,66804,96626,21572,0,0,51394,21572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11025,0,0,0,N,0,3190,0,0,0,0,0,0,0,0,0,66804,-29822,0,0,0,0,0,0,0,0,51394,0,0,0,0,0,0,0,0,0,0,0,10023.0,ASSOCIATION OF AUTHORS REPRESENTATI VES,% CURTIS ASSOCIATES INC,235 W END AVE,NEW YORK,NY,10023-3631,0.0,3.0,1.0,199407.0,2.0,0.0,200.0,92.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.54864,,2001,Z99,C,,36061.0,NY,10023.0,NEW YORK,1337188932001,A70,A,PC,O,AR,A,IN,,A70,A,710000.0
10304,1,6,1,133733011,200112,2001,200248,29490320012282,,N,Y,0,1,2001,1,3,3,123,0,76300,0,0,72,0,0,0,12797,12797,89097,81428,26765,0,568,19096,26765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12725,0,0,0,N,0,72,0,0,0,0,0,0,0,0,0,89097,7669,0,0,0,0,0,0,0,0,19096,0,0,0,0,0,0,0,0,0,0,0,10176.0,CONTINGENCY PLANNING EXCHANGE INC,,551 5TH AVE STE 3025,NEW YORK,NY,10176-3099,0.0,3.0,2.0,199710.0,2.0,0.0,123.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.75321,,2001,Z99,C,,36061.0,NY,10176.0,NEW YORK,1337330112001,S02,B,PC,O,AR,A,IN,,S02,S,541618.0
10363,1,6,1,133783521,200112,2001,200250,29490327362252,,N,Y,0,1,2001,1,4,6,200,0,487135,0,0,7089,0,0,0,2208043,2208043,2695178,2743233,40436,225611,0,1071396,422608,218426,382172,40436,0,0,0,0,1000,0,0,0,0,0,0,814720,1031154,317000,38080,0,Y,7089,0,0,0,0,0,0,0,0,1131720,0,1880458,-862775,50241,993955,92323,0,0,0,0,852970,852970,0,0,0,0,0,0,0,0,0,0,0,10004.0,NEW YORK NEW MEDIA ASSOCIATION INC,% KAREN PAGE,55 BROAD ST,NEW YORK,NY,10004-2501,0.0,3.0,1.0,199605.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.29113,,2001,Z99,C,,36061.0,NY,10004.0,NEW YORK,1337835212001,A30,B,PC,O,AR,A,IN,,A30,A,510000.0
