,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,DLN,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,censusTract,block,epostcard,SOURCE,KeyID,VERIFY,NetLandEstimate,NetLandCode,NetLandYr,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,GovGtEstimate,GovGtCode,GovGtYr,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,NumEmpEstimate,NumEmpCode,NumEmpYr,ProffeesEstimate,ProffeesCode,ProffeesYr,OccuEstimate,OccuCode,OccuYr,InterEstimate,InterCode,InterYr,GrantEstimate,GrantCode,GrantYr,DepRecEstimate,DepRecCode,DepRecYr,CommEstimate,CommCode,CommYr,AssIndEstimate,AssIndCode,AssIndYr,compothestimate,compothcode,compothyr,EmpBenEstimate,EmpBenCode,EmpBenYr,SupplyEstimate,SupplyCode,SupplyYr,PensionEstimate,PensionCode,PensionYr,benmemestimate,benmemCode,benmemYr,othexpestimate,othexpCode,othexpYr,PayAfflEstimate,PayAfflCode,PayAfflYr
164286,113217233,SENIOR THEATER ACTING REPERTORY,STAR,209-11 28TH ST,BAYSIDE,NY,11360-0000,11360.0,STANLEY GUTTMAN,A65,3,15.0,201405.0,5.0,12.0,995.0,88.0,0.0,3.0,1000.0,1.0,1.0,2.0,0.0,201312,2013,2013,2013,3.0,600,1050,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,1650,1650,1650,,,,,1202,448,0.0,0.0,1984,,,,,,0.0,0,,,0.0,1984,N,0,0,,,7,6609,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,92,113217233_201312_990EZ,IN,,113217233201312,1132172332013,93492311011604.0,A65,A,36081.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.26388,A,711110.0,,,,,0,rtf13_990EZ_VER,216617,0,796,ar,0.0,0,ar,0.0,0,ar,0,267,ar,0,254,ar,0,0,ez,2013,600,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,1202,ez,2013,0,ez,2013
164310,200404386,WHERE TO TURN INC,,150L GREAVES LANE 312,STATEN ISLAND,NY,10308-2171,10308.0,DENNIS MCKEON,M20,3,15.0,200502.0,1.0,12.0,0.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,82788,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,82788,82788,82788,,,,,116591,-33803,0.0,42891.0,12611,,,,,,21473.0,24996,,,21418.0,-12385,N,0,0,,,7,422741,0,0,0,0,0,0,0,0,0,0,1,core2012pc,201212.0,2012.0,92.0,84496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84496.0,62029.0,22467.0,,,,,92,200404386_201312_990EZ,IN,,200404386201312,2004043862013,93492311012574.0,A65,A,36085.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.68261,A,711110.0,,,,,0,rtf13_990EZ_VER,216649,0,5060,ar,0.0,0,ar,0.0,0,ar,0,1699,ar,0,1616,ar,0,0,c4,2005,82788,c4,2005,0,c4,2005,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,116591,ez,2013,0,ez,2013
164316,510650214,ERICA ESSNER PERFORMANCE INC,,26 BERKELEY PL,BROOKLYN,NY,11217-3511,11217.0,,,3,15.0,200806.0,1.0,6.0,0.0,0.0,0.0,3.0,1000.0,1.0,1.0,2.0,0.0,201406,2014,2013,2013,3.0,30242,4000,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,34242,34242,34242,,,,,41061,-6819,0.0,0.0,58,,,,,,0.0,0,,,0.0,58,N,0,0,,,9,0,0,0,0,0,30242,4000,0,0,0,34242,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,92,510650214_201406_990EZ,IN,,510650214201406,5106502142014,93492311012664.0,A60,A,36047.0,5602.0,5600.0,A60,A,PC,O,AR,A,A,1,AR,AR,AR,0.02638,C,711100.0,,,,,0,rtf13_990EZ_VER,216658,0,23,ar,0.0,0,ar,0.0,0,ar,0,8,ar,0,7,ar,0,0,ez,2014,30242,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,41061,ez,2014,0,ez,2014
164386,112831694,IRT THEATER INC,,154 CHRISTOPHER ST STE 3B,NEW YORK,NY,10014-2840,10014.0,,,3,16.0,198612.0,1.0,6.0,90.0,0.0,0.0,3.0,2000.0,1.0,1.0,2.0,0.0,201406,2014,2013,2013,3.0,19811,43481,1,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,63293,63293,63293,,,,,59516,3777,0.0,59607.0,74804,,,,,,0.0,11420,,,59607.0,63384,N,0,0,,,9,0,0,0,0,0,67160,196187,0,0,4,263904,1,core2012pc,201306.0,2013.0,92.0,6612.0,33833.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40448.0,38702.0,1746.0,,,,,92,112831694_201406_990EZ,IN,,112831694201406,1128316942014,93492312004084.0,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.73597,A,711110.0,,,,,0,rtf13_990EZ_VER,216745,0,30013,ar,0.0,0,ar,0.0,0,ar,0,10076,ar,0,9583,ar,0,0,c4,2006,19811,c4,2006,0,c4,2006,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,59516,ez,2014,0,ez,2014
164492,461196120,SCULPTURE PUBLICATION PROJECT INC,,300 CENTRAL PARK W APT 19D,NEW YORK,NY,10024-1595,10024.0,HESTER DIAMOND,A30,3,15.0,201403.0,1.0,12.0,0.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,0,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0.0,1.0,1,,,,,,0.0,0,,,0.0,0,N,0,0,,,7,9886,0,0,0,0,0,0,0,0,0,0,1,rtf2014_990EZ,201212.0,2012.0,92.0,9886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9886.0,9886.0,0.0,,,,,92,461196120_201312_990EZ,IN,,461196120201312,4611961202013,93492314000344.0,A33,A,36061.0,5602.0,5600.0,A33,A,PC,O,AR,A,A,1,AR,AR,AR,0.15586,A,511100.0,,,,,0,rtf13_990EZ_VER,216871,0,0,ag,0.0,0,ag,0.0,0,ag,0,0,ag,0,0,ag,0,0,a,2013,0,a,2013,0,a,2013,0,ez,2013,0,a,2013,0,a,2013,0,a,2013,0,a,2013,0,a,2013,0,a,2013,0,a,2013,0,a,2013,0,a,2013,0,a,2013,0,a,2013,0,a,2013,0,a,2013,0,a,2013
164532,132984558,PANDORA EDUCATIONAL FILM CENTER INC,,258 SOUTH FIRST STREET,BROOKLYN,NY,11211-4779,11211.0,,,3,15.0,199806.0,1.0,6.0,122.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201406,2014,2013,2013,3.0,135522,0,8558,,,,,,,,,,,,,24017,,22000,,2017,2017.0,0.0,,,0.0,,,0,0,0,0,0,0,149,146246,146246,170263,,,,,104434,41812,-3359.0,127699.0,166152,,,,,,1750.0,1750,,,125949.0,164402,N,0,0,,,7,469522,0,0,36401,0,0,0,0,0,0,0,1,core2012pc,201306.0,2013.0,92.0,68895.0,0.0,0.0,8159.0,0.0,0.0,6848.0,0.0,0.0,118.0,84020.0,102017.0,-17997.0,,,,,92,132984558_201406_990EZ,IN,,132984558201406,1329845582014,93492314001354.0,A31,A,36047.0,5602.0,5600.0,A31,A,PC,O,AR,A,A,1,AR,AR,AR,0.36717,A,512110.0,,,,,0,rtf13_990EZ_VER,216918,0,63822,ag,0.0,2319,ag,0.0,98,ag,0,24385,ag,0,13847,ag,0,0,ez,2014,135522,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,104434,ez,2014,0,ez,2014
164569,208431374,DREAMING DRAWING DESIGNINCORPORATED,,14 EAST 38 THE STREET ROOM 11 TH,NEW YORK,NY,10016-0000,10016.0,JAY SINCOFF,A400,3,15.0,200802.0,1.0,12.0,0.0,0.0,0.0,3.0,2000.0,1.0,1.0,2.0,0.0,201312,2013,2013,2013,3.0,0,37227,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,37227,37227,37227,,,,,37818,-591,0.0,1555.0,964,,,,,,0.0,0,,,1555.0,964,N,0,0,,,7,12000,0,0,0,0,0,0,0,0,0,0,1,core2012pc,201212.0,2012.0,92.0,0.0,30700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30700.0,31716.0,-1016.0,,,,,92,208431374_201312_990EZ,IN,,208431374201312,2084313742013,93492314002354.0,A40,A,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,A,1,AR,AR,AR,0.69193,A,710000.0,,,,,0,rtf13_990EZ_VER,216966,0,370,ag,0.0,13,ag,0.0,1,ag,0,141,ag,0,80,ag,0,0,a,2013,0,a,2013,0,a,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,37818,ez,2013,0,ez,2013
164713,421538753,ARBITER OF CULTURAL TRADITIONS INC,,15320 33RD AVE,FLUSHING,NY,11354-3312,11354.0,ALLAN EVANS,A25,3,15.0,200209.0,1.0,12.0,0.0,0.0,0.0,3.0,2000.0,1.0,1.0,2.0,0.0,201312,2013,2013,2013,3.0,17231,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,18923,15297,3626,0,20857,20857,36154,,,,,22610,-1753,0.0,26910.0,25157,,,,,,0.0,0,,,26910.0,25157,N,0,0,,,9,0,0,0,0,0,42405,120218,0,0,0,162623,1,core2012pc,201212.0,2012.0,92.0,3661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8058.0,0.0,11719.0,15070.0,-3351.0,,,,,92,421538753_201312_990EZ,IN,,421538753201312,4215387532013,93492314007394.0,A68,A,36081.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.94835,A,711130.0,,,,,0,rtf13_990EZ_VER,217157,0,10094,ar,0.0,0,ar,0.0,0,ar,0,3389,ar,0,3223,ar,0,0,ez,2013,17231,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,22610,ez,2013,0,ez,2013
164886,113522723,INTERACTIVE DRAMA FOR EDUCATION AND AWARENESS IN THE SCHOOLS INC,I D E A S INC,98 4TH ST STE 305,BROOKLYN,NY,11231-4886,11231.0,LISA B DENNETT,B90,3,15.0,200005.0,1.0,6.0,0.0,0.0,0.0,3.0,2000.0,1.0,1.0,1.0,0.0,201406,2014,2013,2013,3.0,56485,62314,16,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,118815,118815,118815,,,,,151660,-32845,0.0,71967.0,40677,,,,,,28418.0,29973,,,43549.0,10704,N,0,0,,,7,318126,0,0,184,194512,0,0,0,0,0,0,1,core2012pc,201306.0,2013.0,92.0,55217.0,132198.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,187437.0,202008.0,-14571.0,,,,,92,113522723_201406_990EZ,IN,,113522723201406,1135227232014,93492314010064.0,A0160,A,36047.0,5602.0,5600.0,A016,A,PC,O,AR,A,A,1,AR,AR,AR,0.77004,A,813319.0,,,,,0,rtf13_990EZ_VER,217406,0,2074,j4,,0,j4,,0,j4,2009,0,j4,2009,36930,j4,2009,27847,j4,2009,28638,j4,2009,0,j4,2009,0,ez,2014,1835,j4,2009,10050,j4,2009,0,j4,2009,0,j4,2009,0,j4,2009,6849,j4,2009,0,j4,2009,6849,j4,2009,1210,j4,2009,0,j4,2009,0,j4,2009,0,j4,2009,130897,j4,2009,819,j4,2009
165295,311647704,NEW YORK PRESERVATION ARCHIVE PROJECT INC,,174 E 80TH ST,NEW YORK,NY,10075-0439,10075.0,ANTHONY C WOOD,A80,3,15.0,199907.0,1.0,12.0,0.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,72018,0,295,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,72313,72313,72313,,,,,88550,-16237,0.0,217120.0,200883,,,,,,111.0,111,,,217009.0,200772,N,0,0,,,7,438886,0,0,1425,0,0,0,0,0,0,0,1,core2012pc,201212.0,2012.0,92.0,128533.0,0.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,128830.0,64350.0,64480.0,,,,,92,311647704_201312_990EZ,IN,,311647704201312,3116477042013,93492315001374.0,A54,A,36061.0,5602.0,5600.0,A54,A,PC,O,AR,A,A,1,AR,AR,AR,0.26553000000000004,B,712110.0,,,,,0,rtf13_990EZ_VER,217942,0,91223,ar,0.0,0,ar,0.0,0,ar,0,21926,ar,0,10707,ar,0,0,ez,2013,72018,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,88550,ez,2013,0,ez,2013
165530,943438070,APPLES AND ORANGES INC,,230 W 56TH ST STE 55E,NEW YORK,NY,10019-4306,10019.0,TIMOTHY KASHANI,A65,3,15.0,201405.0,1.0,12.0,0.0,0.0,0.0,3.0,1000.0,1.0,1.0,2.0,0.0,201312,2013,2013,2013,3.0,111811,30032,67,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,141910,141910,141910,,,,,152236,-10326,0.0,20755.0,10429,,,,,,0.0,0,,,20755.0,10429,N,0,0,,,7,123012,0,0,67,101701,0,0,0,0,0,0,1,rtf2014_990EZ,201212.0,2012.0,92.0,11500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11500.0,27290.0,-15790.0,,,,,92,943438070_201312_990EZ,IN,,943438070201312,9434380702013,93492315008234.0,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.8453200000000001,B,711110.0,,,,,0,rtf13_990EZ_VER,218272,0,4184,ar,0.0,0,ar,0.0,0,ar,0,1405,ar,0,1336,ar,0,0,ez,2013,111811,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,152236,ez,2013,0,ez,2013
165610,462674562,MOATZA INC,,1 PENN PLZ STE 2527,NEW YORK,NY,10119-2532,10119.0,SHIBOLETH LLP,A23,3,15.0,201401.0,1.0,12.0,0.0,0.0,0.0,3.0,1200.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,47041,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,47041,47041,47041,,,,,25867,21174,0.0,0.0,21174,,,,,,0.0,0,,,0.0,21174,N,0,0,,,7,47041,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,92,462674562_201312_990EZ,IN,,462674562201312,4626745622013,93492315009804.0,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.70591,B,710000.0,,,,,0,rtf13_990EZ_VER,218379,0,10939,ar,0.0,0,ar,0.0,0,ar,0,741,ar,0,3179,ar,0,0,ez,2013,47041,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,25867,ez,2013,0,ez,2013
165689,133040912,CAPOEIRA FOUNDATION INC,DANCE BRAZIL,246 W 38TH ST RM 4,NEW YORK,NY,10018-9090,10018.0,,,3,15.0,198305.0,1.0,6.0,90.0,149.0,0.0,3.0,2000.0,1.0,1.0,1.0,0.0,201406,2014,2013,2013,3.0,65670,128564,16,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,194250,194250,194250,,,,,289522,-95272,0.0,111702.0,20780,0.0,,0.0,,,59811.0,64161,51891.0,,0.0,-43381,N,0,0,,,7,510994,0,0,32,1361101,0,0,0,0,0,0,1,rtf2014_990,201306.0,2013.0,93.0,110903.0,386592.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,497508.0,419191.0,78317.0,57015.0,0.0,13425.0,3788.0,92,133040912_201406_990EZ,IN,,133040912201406,1330409122014,93492315010874.0,A62,A,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.20159000000000002,A,711120.0,,,,,0,rtf13_990EZ_VER,218483,0,662,j4,,0,j4,,3972,j4,2009,0,j4,2009,15374,j4,2009,1493,j4,2009,64177,j4,2009,0,j4,2009,0,ez,2014,20804,j4,2009,2462,j4,2009,2405,j4,2009,0,j4,2009,223,j4,2009,40442,j4,2009,0,j4,2009,40442,j4,2009,0,j4,2009,3973,j4,2009,0,j4,2009,0,j4,2009,219213,j4,2009,0,j4,2009
165817,202304712,INFINITU FOUNDATION,,C/O ERTEGUN 121 E 81ST STREET,NEW YORK,NY,10028-0000,10028.0,IOANA ERTEGUN,A23,3,16.0,200505.0,1.0,12.0,0.0,0.0,0.0,3.0,1200.0,1.0,1.0,2.0,0.0,201312,2013,2013,2013,3.0,750,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,750,750,750,,,,,983,-233,0.0,8787.0,8554,,,,,,0.0,0,,,8787.0,8554,N,0,0,,,9,0,0,0,0,0,5085,0,0,0,0,5085,1,core2012pc,201212.0,2012.0,92.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1233.0,-233.0,,,,,92,202304712_201312_990EZ,IN,,202304712201312,2023047122013,93492315012544.0,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.69599,B,710000.0,,,,,0,rtf13_990EZ_VER,218644,0,4419,ar,0.0,0,ar,0.0,0,ar,0,299,ar,0,1284,ar,0,0,ez,2013,750,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,983,ez,2013,0,ez,2013
165887,753056357,CULTURENOW INC,,511 W 25TH ST STE 707,NEW YORK,NY,10001-5584,10001.0,,A50,3,15.0,200210.0,1.0,12.0,0.0,0.0,0.0,3.0,2000.0,1.0,1.0,2.0,0.0,201312,2013,2013,2013,3.0,66670,0,0,,,,,,,,,,,,,0,,0,,0,0.0,8875.0,,,0.0,,,8875,2702,6173,0,0,0,0,72843,72843,75545,,,,,66815,6028,0.0,5281.0,6583,,,,,,17942.0,13216,,,-12661.0,-6633,N,0,0,,,7,224484,0,0,0,0,0,0,0,0,0,0,1,core2012pc,201212.0,2012.0,92.0,48906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48906.0,52381.0,-3475.0,,,,,92,753056357_201312_990EZ,IN,,753056357201312,7530563572013,93492315013554.0,A0140,A,36061.0,5602.0,5600.0,A014,A,PC,O,AR,A,A,1,AR,AR,AR,0.28983000000000003,A,813319.0,,,,,0,rtf13_990EZ_VER,218742,0,2529,ag,0.0,92,ag,0.0,4,ag,0,966,ag,0,549,ag,0,0,ez,2013,66670,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,66815,ez,2013,0,ez,2013
165975,133019799,NEW LIFE DANCE INC,,325 W 38TH ST RM 808,NEW YORK,NY,10018-9619,10018.0,TAYLOR & LORD ASSOC LTD,,3,16.0,198008.0,1.0,6.0,995.0,90.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201406,2014,2013,2013,3.0,24173,12600,820,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,37593,37593,37593,,,,,57061,-19468,752.0,72001.0,51604,,,,,,3269.0,1588,,,68732.0,50016,N,0,0,,,9,0,0,0,0,0,140712,80237,0,0,4519,225468,1,core2012pc,201306.0,2013.0,92.0,46745.0,31353.0,0.0,1143.0,0.0,0.0,0.0,0.0,0.0,0.0,79241.0,47986.0,31255.0,,,,,92,133019799_201406_990EZ,IN,,133019799201406,1330197992014,93492315015094.0,A62,A,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.75884,A,711120.0,,,,,0,rtf13_990EZ_VER,218860,0,20705,ar,0.0,0,ar,0.0,0,ar,0,6951,ar,0,6611,ar,0,0,ez,2014,24173,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,57061,ez,2014,0,ez,2014
166187,20666545,ANNA DEAVERE SMITH WORKS INC,,20 COOPER SQ,NEW YORK,NY,10003-7112,10003.0,TISCH SCHOOL OF THE ARTS,A20,3,15.0,200411.0,1.0,12.0,0.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,3560,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,3560,3560,3560,,,,,400095,-396535,0.0,0.0,30039,,,,,,0.0,3250,,,0.0,26789,N,0,0,,,7,606789,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,92,020666545_201312_990EZ,IN,,20666545201312,206665452013,93492316006354.0,A20,A,36061.0,5602.0,5600.0,A20,A,PC,O,AR,A,A,1,AR,AR,AR,0.0502,B,710000.0,,,,,0,rtf13_990EZ_VER,219134,0,0,p4,2011.0,0,p4,2011.0,0,p4,2011,9348,p4,2011,17415,p4,2011,0,ez,2013,3560,ez,2013,0,ez,2013,0,ez,2013,53419,p4,2011,0,p4,2011,0,p4,2011,0,p4,2011,0,p4,2011,26164,p4,2011,7268,p4,2011,26164,p4,2011,0,p4,2011,11629,p4,2011,0,p4,2011,0,p4,2011,301615,p4,2011,0,p4,2011
166637,132744083,FANFARE THEATRE ENSEMBLE INC,,100 E 4TH ST,NEW YORK,NY,10003-9001,10003.0,,A650,3,16.0,197504.0,1.0,12.0,90.0,0.0,0.0,3.0,2000.0,1.0,1.0,2.0,0.0,201312,2013,2013,2013,3.0,37000,22445,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,59445,59445,59445,,,,,53026,6419,0.0,24471.0,24890,,,,,,86227.0,80227,,,-61756.0,-55337,N,0,0,,,9,0,0,0,0,0,98000,106398,0,0,0,209628,1,core2012pc,201212.0,2012.0,92.0,18000.0,22940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40940.0,38396.0,2544.0,,,,,92,132744083_201312_990EZ,IN,,132744083201312,1327440832013,93492316016924.0,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.16526,A,711110.0,,,,,0,rtf13_990EZ_VER,219710,0,9986,ar,0.0,0,ar,0.0,0,ar,0,3353,ar,0,3189,ar,0,0,c4,2005,37000,c4,2005,0,c4,2005,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,53026,ez,2013,0,ez,2013
