,fincheckv,VerifyBy,STYEAR,EIN,NAME,STATE,NTEE1,NTEECC,ADDRESS,CITY,ZIP5,ZIP,FIPS,MSA_NECH,PMSA,TAXPER,FisYr,OUTNCCS,OUTREAS,SUBSECCD,NTMAJ5,NTMAJ10,NTMAJ12,NTEESRC,MAJGRPB,ACTIV,ACTIV1,ACTIV2,ACTIV3,P1INTREV,P1DIVID,P1NGASTS,P1TCONT,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P1GRENTS,P6DOMORG,P7POLIT,P1INVRV,P7LIQUID,P1NADJRV,P7POFCLM,P1ADMEXP,P7DISSAL,P7DISBOR,P1INVEXP,P7DISSER,P1CHAEXP,P7DISPAY,P1TINVEX,P7DISTRA,P1TADJEX,P7PAYGVT,P2CASHBV,P7UNDINC,P2MORTG,P7BUSINT,P2EYOTIN,P7JEOINV,P2EYASST,P7PROPAG,P2MTGNTS,P7ELECT,P3EYTFND,P7INDGRT,P6TX4940,P7ORGGRT,P6TX511,P7OTHPUR,P6TXSUBA,P6ESTTX,P6TEXCTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,NTEE,RULEDATE,FNDNCD,FRCD,AFCD,ARED,CONTACT,SEC_NAME,GEN,DISTRICT,LEVEL1,LEVEL2,LEVEL3,LEVEL4,CLASSCD,DEDUCTCD,ORGCD,P1GOODS,DLN,ARC,RandNum,ACCPER,TFLD,P6TXRFD,CALC4940,V1P6TX49,verify,V1P1TOTR,verfail,V1P1TOTE,V1P1EXCR,V1P1NETI,V1P1NADI,V1P3EYTF,V1P6TEXC,V1P14NAD,V1P14TNA,V1P14TQD,V1P14TAS,V1P14T49,V1P14TEN,V1P14TTS,V1P14TPS,V1P14TGI,V1P10MIR,VGOFCOMP,VGADMEXP,VGCONTPD,VGINVEXP,VGCHAEXP,VGTINVEX,VGTADJEX,VGTEXMEX,VGCASHBV,VGGVTINV,VGCRPSTK,VGCRPBND,VGMORTG,VGEYOTIN,VGMTGNTS,VGTASFMV,VGTOTAST,VGTASST,VIDIVID,VINGASTS,VIOTHINC,VITCONT,VIINTREV,VIGRENTS,VIGINVPF,VMREVEXP,VMASSETS,VMPOFCLM,nteeConf,stateOld1,zip5Old1,cityOld1,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
8643,,,2002,133553683,OPERA DE PARIS FOUNDATION INC,NY,A,A99,787 SEVENTH AVE,NEW YORK,10019.0,10019-6018,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,90,90.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,N,0,N,N,0,Y,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A99Z,199004.0,4.0,1.0,3.0,0.0,% WILLKIE FARR & GALLAGHER,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.307325,12,0,0,0,1.0,,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,1,U,U,U,U,U,U,U,U,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10019.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A6A,A
8647,,,2001,133556699,CHAIM GROSS MUSEUM,NY,A,A50,526 LAGUARDIA PL,NEW YORK,10012.0,10012-1401,36061.0,5602.0,5600.0,200112,2001,IN,,3,AR,AR,AR,1,A,60,60.0,0.0,0.0,22,0,0,62707,0,0,0,0,62729,58545,4184,0,22,22,4262,0,0,0,0,0,4262,0,0,N,0,N,N,22,N,22,N,58545,N,N,0,N,0,N,0,N,0,N,4262,Y,0,N,0,N,4262,N,0,N,4262,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,199008.0,4.0,1.0,3.0,0.0,ADFEL LEVY ZLOTNICK & CO,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.441771,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10012.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A50,A
8689,,,2002,133573737,FINNISH FOUNDATION FOR VISUAL ARTS INC,NY,A,A23,799 BROADWAY RM 527,NEW YORK,10003.0,10003-6811,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,92,92.0,0.0,0.0,262,0,0,224859,0,0,37513,0,225121,210782,14339,209100,0,0,11749,0,0,0,0,2773,11749,0,1110,N,0,N,N,262,N,0,N,210782,N,N,262,N,209100,N,262,N,0,N,0,N,0,N,0,N,11749,N,0,N,8976,N,0,N,0,N,0,0,0,0,0,0,0,0,22529,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A23Z,199011.0,4.0,1.0,3.0,0.0,CHRISTY & VIENER,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.011407200000000001,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,1,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10003.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A23,A
8690,,,2002,133573803,FILM FOUNDATION INC,NY,A,A31,445 PARK AVE 7TH FLR,NEW YORK,10022.0,10022-2606,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,119,119.0,0.0,0.0,2984,0,0,433450,0,373,0,853599,436807,927234,-490427,927234,2984,2984,194,0,0,0,0,0,582,0,16603,N,0,N,N,2984,N,2984,N,73635,N,N,0,N,73635,N,0,N,0,N,194,N,0,N,0,N,582,N,0,N,194,N,60,N,0,N,0,0,60,0,60,0,0,0,337116,16543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,199008.0,4.0,1.0,3.0,0.0,STARR & COMPANY,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.679375,12,0,0,60,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,U,U,U,U,U,U,U,U,3,0.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10022.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A31,A
8727,,,2002,133591085,LISETTE MODEL FOUNDATION INC,NY,A,A40,270 MADISON AVE,NEW YORK,10016.0,10016-0601,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,91,91.0,0.0,0.0,0,4503,0,0,0,900,0,5000,5403,12067,-6664,0,0,0,549568,0,0,0,0,26000,549568,0,0,N,0,N,N,5403,N,5403,N,7067,N,N,7067,N,0,N,7067,N,7067,N,0,N,235000,N,0,N,549568,N,0,N,523568,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A42Z,199604.0,4.0,1.0,3.0,0.0,BLUM GERSEN AND WOOD ESQ,,0.0,11.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.967777,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,1,0.0,2.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10016.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A40,A
8882,,,2002,133646023,FRIENDS OF OHEL MOSHE INSTITUTE INC,NY,A,A19,120 W 31ST ST,NEW YORK,10001.0,10001-3407,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,200,200.0,0.0,0.0,1196,0,0,738409,0,0,0,571667,739605,631881,107724,631881,0,0,117259,0,0,0,0,0,117259,0,8897,N,0,N,N,1196,N,1196,N,60214,N,N,1196,N,60214,N,1196,N,1196,N,117259,N,0,N,0,N,117259,N,0,N,117259,N,0,N,0,N,0,0,0,0,0,0,0,0,180656,8897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O50,199411.0,15.0,10.0,3.0,0.0,ELI MENDLOWITZ,,0.0,13.0,PC,O,AR,A,1.0,1.0,1.0,0,2,-5,0.502185,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,1,0.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10001.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A19,A
8932,,,2002,133674360,CIVITELLA RANIERI FOUNDATION,NY,A,A20,350 5TH AVE STE 5019,NEW YORK,10118.0,10118-5019,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,90,90.0,62.0,93.0,57,237478,-2529532,6663,0,0,119059,0,-2285334,982068,-3267402,778455,134310,134310,2249502,0,0,0,0,0,2249502,0,542589,N,0,Y,N,237535,Y,237535,N,982068,N,N,103225,N,778455,Y,103225,N,103225,N,0,N,0,N,0,N,2249502,N,0,N,2249502,Y,1343,N,0,N,0,7393,1343,0,0,0,0,0,11017045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A20,199302.0,4.0,1.0,3.0,0.0,JD MILLER & CO LLP,,0.0,13.0,PF,O,AR,A,1.0,1.0,2.0,0,2,-5,0.729016,12,-6050,6050,1343,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,U,U,U,U,U,U,U,U,7,2.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,C,NY,10118.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A20,A
8963,,,2002,133685701,LIVING ARTS INC,NY,A,A26,250 W 57TH ST,NEW YORK,10019.0,10019-3741,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,90,90.0,0.0,0.0,0,0,0,0,-34623,0,0,0,-34623,935,-35558,0,0,0,190642,0,0,0,0,0,1,0,0,N,0,N,N,0,N,-34623,N,935,N,N,0,N,0,N,0,N,935,N,1203,N,0,N,0,N,0,N,0,N,190642,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A60Z,199305.0,4.0,1.0,3.0,0.0,PETER KLEIN,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,49623,2,-5,0.204065,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,1,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,N,NY,10019.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A26,A
8984,,,2002,133693565,CROWING ROOSTER ARTS INC,NY,A,A20,180 W BROADWAY RM 302,NEW YORK,10013.0,10013-2906,36061.0,5602.0,5600.0,200306,2003,IN,,3,AR,AR,AR,1,A,994,994.0,122.0,0.0,636,3910,536115,805998,-644549,0,61479,0,702110,172841,529269,73844,535988,0,283692,0,0,0,0,94965,300682,0,14676,N,0,Y,N,540661,N,-640003,N,172841,N,Y,4673,N,73844,N,4673,N,87860,N,89022,N,0,N,149381,N,300682,N,0,N,188727,N,5360,N,0,N,0,1384,5360,0,0,0,127,0,297989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,199306.0,4.0,1.0,3.0,199706.0,,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,651341,2,-5,0.357202,6,4103,0,5360,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,7,2.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,0.0,2.0,4.0,4.0,4.0,N,NY,10013.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A20,A
9044,GS,JDD,2002,133719303,KAWAMURA CULTURAL FOUNDATION INC,NY,A,A70,675 3RD AVE STE 3008,NEW YORK,10017.0,10017-5704,36061.0,5602.0,5600.0,200303,2003,IN,,3,AR,AR,AR,1,A,914,914.0,119.0,0.0,0,0,0,0,0,0,0,0,0,788,-788,0,0,0,305,0,0,0,0,31387,305,0,15,N,0,N,N,0,N,0,Y,788,N,N,0,N,0,N,0,N,0,N,305,N,0,N,0,N,305,N,0,N,-31082,N,0,N,0,N,0,0,0,0,0,0,0,0,305,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,15,9,37,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A75Z,199504.0,3.0,1.0,3.0,0.0,KISO & TANAKA,,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,2,-5,0.564496,3,0,0,0,1.0,M,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1,1,1,1,1,1,1,U,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10017.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A1220,A
9137,,,2001,133747492,INTERNATIONAL CENTER OF DESIGN ART TO GOD TO THE WORLD AND TO MAN INC,NY,A,A12,845 THIRD AVE 12TH FLR,NEW YORK,10022.0,10022-6601,36061.0,5602.0,5600.0,200206,2002,IN,,3,AR,AR,AR,1,A,994,994.0,119.0,63.0,13,0,0,0,0,0,0,0,13,0,13,0,13,13,3323,0,0,0,0,70706,3323,0,142,N,0,N,N,13,N,13,N,0,N,N,0,N,0,N,0,N,0,N,3323,N,0,N,0,N,3323,N,0,N,-67383,N,0,N,0,N,0,0,0,0,0,0,0,0,2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A20J,199505.0,4.0,1.0,3.0,0.0,WOLF POPPER LLP,,0.0,13.0,PF,S,ZB,A,1.0,1.0,1.0,0,2,-5,0.241204,6,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2,U,U,U,U,U,U,U,U,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,4.0,N,NY,10022.0,NEW YORK,core2002pf_ver1,PF,S,ZB,A,IN,,A20,A
9139,,,2001,133747781,INSTITUTE FOR COOPERATION OF ART AND RESEARCH INC,NY,A,A25,77 BLEECKER ST APT C214,NEW YORK,10012.0,10012-1556,36061.0,5602.0,5600.0,200211,2002,IN,,3,AR,AR,AR,1,A,994,994.0,199.0,0.0,8970,23972,-28830,55492,0,10670,2600,0,70274,462046,-391772,451982,32887,68668,1801184,0,1669016,0,1669016,75682,1391359,0,77350,N,0,Y,N,32942,N,68668,Y,462046,N,N,55,N,451982,Y,55,N,0,N,3897,N,0,N,0,N,1391359,N,0,N,1725502,N,329,N,0,N,0,3596,329,0,0,0,0,3267,1570566,0,68668,72118,77386,39310,257482,451982,386850,149767,35469,1024068,1,0,0,0,1,0,0,0,0,0,51567,74788,42517,26271,195143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,199405.0,3.0,1.0,3.0,0.0,PLOTNITSKY,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.660509,11,-3267,0,329,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,U,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10012.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A25,A
9213,,,2001,133772926,V I A ART INC,NY,A,A51,15 W 24TH ST 7TH FLR,NEW YORK,10010.0,10010-3214,36061.0,5602.0,5600.0,200112,2001,IN,,3,AR,AR,AR,1,A,994,994.0,91.0,0.0,64,0,0,13564,0,0,0,0,13564,13537,27,13537,64,64,2828,0,0,0,0,0,2828,185,186,N,0,N,N,64,N,64,N,13537,N,N,0,N,13537,N,0,N,0,N,0,N,0,N,0,N,2828,N,0,N,2828,N,1,N,0,N,0,0,1,0,200,0,0,0,3778,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A51Z,199505.0,4.0,1.0,3.0,199712.0,FRANK E BUNTS,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.775319,12,-199,199,1,1.0,,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,U,U,U,U,U,U,U,U,2,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10010.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A51,A
9240,,,2002,133781874,COBY FOUNDATION LTD,NY,A,A51,1 CHASE MANHATTAN PLZ,NEW YORK,10005.0,10005-1401,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,60,60.0,0.0,0.0,1315,9419,3731,663570,0,0,46255,51000,678035,149522,528513,104078,0,0,729284,0,0,97691,97691,0,738664,0,24242,N,0,Y,N,14465,N,0,N,98522,N,N,45444,N,53078,Y,45444,N,0,N,24566,N,0,N,0,N,738664,N,0,N,729284,N,0,N,0,N,0,211,0,0,0,0,0,211,492214,24242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A51Z,199503.0,4.0,1.0,3.0,0.0,MILBANK TWEED HADLEY & MCCLOY,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.879575,12,-211,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,1,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10005.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A51,A
9274,,,2002,133794021,GOTTLIEB-SCHWARTZ FAMILY FOUNDATION INC,NY,A,A60,724 COLLFIELD AVE,STATEN ISLAND,10314.0,10314-4253,36085.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,602,602.0,0.0,0.0,46,0,0,70000,0,0,0,69500,70046,69515,531,69500,31,46,1084,0,0,0,0,0,1084,0,83,N,0,Y,N,46,N,46,N,15,N,N,15,N,0,N,15,N,0,N,0,N,0,N,0,N,1084,N,0,N,1084,N,0,N,0,N,0,0,0,0,0,0,0,0,1690,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A60Z,199505.0,4.0,1.0,3.0,0.0,WEISS & COMPANY,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.00696479,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,U,U,U,U,U,U,U,U,1,0.0,2.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10314.0,STATEN ISLAND,core2002pf_ver1,PF,S,AR,A,IN,,A60,A
9280,,,2001,133795843,DEANE & SUSAN PENN ART FOUNDATION INC,NY,A,A51,350 FIFTH AVE STE 2822,NEW YORK,10118.0,10118-2899,36061.0,5602.0,5600.0,200209,2002,IN,,3,AR,AR,AR,1,A,559,559.0,0.0,0.0,840,17256,25918,17718,0,40324,0,23000,102056,27152,74904,23000,84338,58420,570287,0,32228,0,32228,0,711730,0,18899,N,0,N,N,84338,N,58420,Y,4152,N,N,0,N,0,N,0,N,0,N,7446,N,0,N,289999,N,472679,N,0,N,570287,N,1687,N,0,N,0,0,1687,0,0,0,0,0,383735,0,18899,0,0,0,18899,0,0,0,0,0,18899,0,0,0,18899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A51Z,199507.0,3.0,1.0,3.0,0.0,L WOLLIN,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.5786180000000001,9,1687,0,1687,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,U,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10118.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A12,A
9286,,,2002,133797072,KAUFMANN-MARX FOUNDATION FOR TRANSATLANTIC CHRISTIAN-JEWISH DIA,NY,A,A70,77 E 12TH ST 20E,NEW YORK,10003.0,10003-5009,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,124,124.0,123.0,0.0,0,0,0,903,0,0,0,0,903,1161,-258,0,0,0,21145,0,20954,0,20954,0,201,0,16,N,0,N,N,0,N,0,N,1161,N,N,0,N,0,N,0,N,1161,N,0,N,0,N,0,N,201,N,0,N,21145,N,0,N,0,N,0,0,0,0,0,0,0,0,329,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A70Z,199503.0,4.0,1.0,3.0,0.0,GEORGE KAUFMANN,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.834858,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,1,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10003.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,X20,X
9305,,,2002,133798585,POMEGRANATE FOUNDATION TR,NY,A,A99,1155 PARK AVE STE 11N W,NEW YORK,10128.0,10128-1209,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,602,602.0,0.0,0.0,0,15118,21291,0,0,0,0,34000,36409,34524,1885,34000,33851,14594,617909,11250,569211,20755,601216,153,617909,0,35227,N,0,N,N,34375,N,15118,N,524,N,N,524,N,0,N,524,N,524,N,15142,N,0,N,0,N,617909,N,0,N,617756,N,339,N,0,N,0,840,339,0,0,0,0,501,715265,34888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A99Z,199505.0,4.0,1.0,3.0,0.0,KATHLEEN PERATIS,,0.0,13.0,PF,O,AR,A,1.0,1.0,2.0,0,2,-5,0.9035219999999999,12,-501,0,677,7.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,U,U,U,U,U,U,U,U,3,0.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10128.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,T22,T
