,FILER,CODE990,EIN,styear,ASSETCD,INCOMECD,ACTIVCD1,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,POPCODE,P6UNRELB,REASON,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,P1TOTREV,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
14225,990.0,1,131777183,1995,6,6,919,0,4396709,0,0,115693,0,0,0,513353,513353,4910062,3932201,2882880,350008,0,2365632,3389301,460613,506421,0,0,0,0,0,0,0,0,0,0,0,0,0,133417,0,264243,6,1,N,0,TELEVISION BUREAU ADVERTISING,NEW YORK,NY,10022-6222,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.5434,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199512,4910062,4910062,199512,1995,NY,10022.0,NEW YORK,A0132,B,12,919.0,200.0,59.0,850 THIRD AVENUE,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,5602.0,,PC,O,AR,A,IN,,A0132,A,813319.0
14228,990.0,1,131783842,1995,5,5,200,0,190518,0,0,17845,0,0,0,576782,576782,767300,462219,781011,0,0,552466,781131,887,120,803624,0,0,0,0,0,0,0,0,0,0,0,75649,0,483288,0,6,1,N,9,ANTIQUARIAN BOOKSELLERS ASSOC AMERICA SHOP 2 CONCOURSE,NEW YORK,NY,10020-1605,10020.0,36061.0,A03,A,10020.0,5602.0,5600.0,36061.0,,O,O,0.33966999999999997,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199512,691651,691651,199512,1995,NY,10020.0,NEW YORK,A0333,A,12,200.0,0.0,0.0,50 ROCKERFELLER PLAZA,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,5109.0,,PC,O,AR,A,IN,,A0333,A,813920.0
14247,990.0,1,131813049,1995,3,3,123,31482,0,0,0,743,4153,0,0,25182,25182,56664,40440,48182,7618,0,40191,56314,8233,8132,0,0,0,0,0,0,0,0,0,0,0,0,0,23991,0,448,4,1,N,0,AMER COMM AFRICA,NEW YORK,NY,10038-4010,10038.0,36061.0,A70,A,10038.0,5602.0,5600.0,36061.0,,O,O,0.51207,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,56664,56664,199512,1995,NY,10038.0,NEW YORK,A70,C,12,123.0,124.0,480.0,17 JOHN STREET 12TH FLOOR,3.0,0.0,3000.0,AFRICA ACTION,2.0,13.0,0.0,10.0,0.0,1.0,7911.0,,PC,O,AR,A,IN,,A70,A,710000.0
14277,990.0,1,131841248,1994,6,6,265,0,0,797263,810541,222114,0,0,0,3961648,3151107,3961648,2846703,3277429,0,0,3597279,4894234,624254,1616805,0,0,0,0,0,0,0,0,0,0,0,0,0,2853105,0,89166,9,1,N,0,INTL PHOTOGRAPHERS 644 WELFARE FND,NEW YORK,NY,10011-5126,10011.0,36061.0,A40,A,10011.0,5602.0,5600.0,36061.0,,O,O,0.27628,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199508,3151107,3151107,199508,1995,NY,10011.0,NEW YORK,A40,A,8,265.0,0.0,0.0,80 EIGHTH AVE 14TH FLR,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,5.0,5811.0,,PC,O,AR,A,IN,,A40,A,710000.0
14334,,1,131892640,1995,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,N,0,CULTURED PEARL ASSOC AMERICA,NEW YORK,NY,10036-2819,10036.0,36061.0,A01,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.17107,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,0,0,199512,1995,NY,10036.0,NEW YORK,S01,C,12,200.0,919.0,0.0,71 W 47TH ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,5912.0,,PC,O,AR,A,IN,,S01,S,813319.0
14404,990.0,1,131951979,1994,7,6,205,0,243628,0,0,217186,0,0,0,4587811,4587811,4831439,3854393,4644225,305835,0,4050202,5114102,383023,469877,0,0,0,0,0,0,0,0,0,0,0,0,0,4357453,0,13172,6,1,Y,0,NAT ACAD TELEVISION ARTS & SCIENCES,NEW YORK,NY,10019-2211,10019.0,36061.0,A03,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.68957,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199508,4831439,4831439,199508,1995,NY,10019.0,NEW YORK,A0332,A,8,205.0,0.0,0.0,142 W 57TH ST,6.0,0.0,2000.0,,2.0,13.0,0.0,10.0,3005.0,5.0,7610.0,,PC,O,AR,A,IN,,A0332,A,813920.0
14460,990.0,1,131996451,1995,4,4,920,0,377083,0,0,19453,0,0,0,19453,19453,396536,328205,335605,144240,0,399610,369512,140508,33907,335605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,N,0,MEDIA RATING CNCL,NEW YORK,NY,10019-3211,10019.0,36061.0,A01,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.10232999999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,396536,396536,199512,1995,NY,10019.0,NEW YORK,A30,B,12,920.0,905.0,0.0,200 W 57TH ST STE 204,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6512.0,,PC,O,AR,A,IN,,A30,A,510000.0
14476,990.0,1,132509231,1994,4,5,200,39035,668569,0,0,2759,0,0,0,145654,145654,853258,875235,-94189,148444,0,204376,279407,276588,373596,0,0,0,0,0,0,0,0,0,0,0,0,0,118117,0,14778,6,1,N,0,AUTHORS GUILD,NEW YORK,NY,10036-6902,10036.0,36061.0,A01,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.85915,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199509,853258,853258,199509,1995,NY,10036.0,NEW YORK,A0370,A,9,200.0,0.0,0.0,330 W 42ND ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9603.0,,PC,O,AR,A,IN,,A0370,A,813920.0
14517,990.0,1,132562532,1995,3,4,205,0,169912,0,0,3783,0,0,0,206719,206719,376631,380051,64567,0,0,71263,68500,3276,3933,0,0,0,0,0,0,0,0,0,0,0,0,0,202936,0,0,6,1,N,0,AMER SOC JOURNALISTS & AUTHORS,NEW YORK,NY,10036-5503,10036.0,36061.0,A01,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.51345,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199606,376631,376631,199606,1996,NY,10036.0,NEW YORK,A70,A,6,205.0,120.0,279.0,1501 BROADWAY,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6801.0,,PC,O,AR,A,IN,,A70,A,710000.0
14534,990.0,1,132576830,1994,8,8,267,0,0,17840523,17706973,1383303,0,0,0,19223826,1516853,19223826,341890,24037152,0,0,22071164,24240994,250178,203842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,N,0,GRAPHIC ARTS INTL UNION LOC 119B NY PRNTRS LEAG SPCL DSPLCMT BNFT FND,NEW YORK,NY,10003-3305,10003.0,36061.0,A99,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.69124,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199506,1516853,1516853,199506,1995,NY,10003.0,NEW YORK,A40,C,6,267.0,0.0,0.0,27 UNION SQ RM 204,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,6803.0,,PC,O,AR,A,IN,,A1240,A,813219.0
14641,990.0,1,132666239,1995,4,4,200,0,297533,0,0,8251,0,0,0,184275,184275,481808,323651,341329,122686,0,364030,437844,66199,96515,0,0,0,0,0,0,0,0,0,0,0,0,114659,0,61365,0,6,1,N,0,NEW YORK MARKET RADIO BROADCASTERS ASSOC,NEW YORK,NY,10017-5404,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.186,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,367149,367149,199512,1995,NY,10017.0,NEW YORK,A34,A,12,200.0,120.0,0.0,51 E 42ND ST 416,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7101.0,,PC,O,AR,A,IN,,A34,A,513110.0
14713,990.0,1,132760431,1995,4,4,200,0,309312,0,0,6435,0,0,0,7963,7963,317275,319562,104110,82674,0,106397,104110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528,6,1,N,0,MEDIA COALITION,NEW YORK,NY,10038-2594,10038.0,36061.0,A01,A,10038.0,5602.0,5600.0,36061.0,,O,O,0.81102,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,317275,317275,199512,1995,NY,10038.0,NEW YORK,A30,B,12,200.0,0.0,0.0,139 FULTON ST 302,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7407.0,,PC,O,AR,A,IN,,A30,A,510000.0
14739,990.0,1,132806164,1994,1,4,200,0,208107,0,0,0,0,0,0,9245,9245,217352,205225,-74176,45088,0,6419,3795,92722,77971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9245,6,1,Y,9,ASSOC INDEPENDENT VIDEO & FILMMAKERS,NEW YORK,NY,10013-1015,10013.0,36061.0,A03,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.17677,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199506,217352,217352,199506,1995,NY,10013.0,NEW YORK,A0331,A,6,200.0,123.0,119.0,304 HUDSON ST 6TH FLR,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7505.0,,PC,O,AR,A,IN,,A0331,A,813920.0
14751,,1,132828049,1993,0,0,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,N,0,RADIO TELEVISION & RECORDING ARTS PENSION PLAN BUILDING,NEW YORK,NY,10036-7207,10036.0,36061.0,A99,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.81606,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,0,0,199312,1993,NY,10036.0,NEW YORK,A32,A,12,912.0,0.0,0.0,230 W 41ST ST,3.0,0.0,1000.0,,2.0,13.0,0.0,20.0,0.0,1.0,7601.0,,PC,O,AR,A,IN,,A32,A,513120.0
14768,990.0,1,132842726,1994,2,4,91,53430,24615,0,0,0,0,0,0,194342,194342,272387,269784,4868,29592,0,12972,19540,10707,14672,0,0,0,0,0,0,0,0,0,0,0,0,0,188183,0,6159,5,1,N,9,CTR BOOK ARTS 1974,NEW YORK,NY,10012-2617,10012.0,36061.0,A40,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.94206,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199412,272387,272387,199412,1994,NY,10012.0,NEW YORK,A70,A,12,91.0,126.0,995.0,626 BROADWAY,3.0,0.0,1000.0,,1.0,13.0,16.0,10.0,0.0,1.0,7511.0,,PC,O,AR,A,IN,,A70,A,710000.0
14779,990.0,1,132856736,1994,8,8,263,67160,16983242,15817916,12601684,4215447,0,0,0,21575450,8973766,38625852,27197311,10353186,1020133,0,13580643,14760005,3054314,4406818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542087,5,1,N,0,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NEW YORK,NY,10019-5254,10019.0,36061.0,A40,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.26797,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,26024168,26024168,199412,1994,NY,10019.0,NEW YORK,A40,A,12,263.0,261.0,279.0,15 UNION SQUARE,6.0,0.0,3000.0,,2.0,13.0,0.0,10.0,3084.0,2.0,7802.0,ACTWU,PC,O,AR,A,IN,,A40,A,710000.0
14780,990.0,1,132857251,1995,3,3,200,33170,0,0,0,1403,0,0,0,2903,2903,36073,27249,53204,0,0,44380,53204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,N,0,DECORATIVE FABRICS ASSOC,NEW YORK,NY,10013-1522,10013.0,36061.0,A01,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.21625,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,36073,36073,199512,1995,NY,10013.0,NEW YORK,A40,A,12,200.0,0.0,0.0,31 11 THOMSON AVE,3.0,0.0,2000.0,% LEE JOFA INC,2.0,11.0,0.0,10.0,0.0,1.0,7708.0,,PC,O,AR,A,IN,,A40,A,710000.0
14781,990.0,1,132857274,1995,4,4,200,15500,157787,0,0,5666,0,0,0,176660,176660,349947,252195,157085,0,0,76494,157085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17161,170023,-17161,971,6,1,N,0,BOOK INDUSTRY STUDY GROUP,NEW YORK,NY,10010-7003,10010.0,36061.0,A05,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.27735,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199606,332786,332786,199606,1996,NY,10010.0,NEW YORK,A0533,A,6,200.0,209.0,0.0,160 FIFTH AVE 640,3.0,0.0,2000.0,% PASKUS GORDON & HYMAN,2.0,13.0,0.0,10.0,0.0,1.0,7609.0,,PC,O,AR,A,IN,,A0533,A,541720.0
14782,990.0,1,132857308,1994,4,4,123,0,124771,0,0,9440,0,0,0,56360,56360,181131,132320,168528,76813,0,153450,221000,33733,52472,0,0,0,0,0,0,0,0,0,0,0,0,0,46920,0,0,4,1,N,0,WOMENS FORUM,NEW YORK,NY,10017-6224,10017.0,36061.0,A70,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.7379899999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199510,181131,181131,199510,1995,NY,10017.0,NEW YORK,R24,C,10,123.0,559.0,0.0,9 E 41ST ST,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7602.0,,PC,O,AR,A,IN,,R24,R,813311.0
14785,990.0,1,132861474,1995,5,3,264,0,0,0,0,25286,0,0,0,25286,25286,25286,253102,398570,0,0,665219,604570,45843,206000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,N,0,LOCAL 15 ASSOC FILM CRAFTSMEN WELFARE FND,NEW YORK,NY,10019-3202,10019.0,36061.0,A31,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.8045,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,25286,25286,199512,1995,NY,10019.0,NEW YORK,A31,A,12,264.0,265.0,279.0,250 W 57TH ST,3.0,0.0,1000.0,% KING ADMINISTRATORS,2.0,13.0,0.0,20.0,0.0,2.0,7702.0,,PC,O,AR,A,IN,,A31,A,512110.0
14800,990.0,1,132873008,1994,6,6,267,0,0,2612509,2623822,200754,0,0,0,2813263,189441,2813263,34976,2975931,0,0,2903127,2990790,8274,14859,2975931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,N,0,PRINTERS LEAGUE GRAPHIC ARTS INTNTL UNION LOC 43B SPEC DISPL BNFT FND,NEW YORK,NY,10003-3388,10003.0,36061.0,A99,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.27243,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199501,189441,189441,199501,1995,NY,10003.0,NEW YORK,A0333,A,1,267.0,0.0,0.0,27 UNION SQ RM 407,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,7608.0,,PC,O,AR,A,IN,,A0333,A,813920.0
14882,990.0,1,132918640,1995,3,3,205,0,55420,0,0,206,0,0,0,206,206,55626,59327,27267,0,0,30968,27267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,N,9,WOMENS MEDIA GROUP,NEW YORK,NY,10017-6102,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.16630999999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,55626,55626,199512,1995,NY,10017.0,NEW YORK,A30,B,12,205.0,0.0,0.0,501 5TH AVE 901,3.0,0.0,2000.0,% SHUBERT SILVER & ROSEN,2.0,13.0,0.0,10.0,0.0,1.0,9308.0,,PC,O,AR,A,IN,,A30,A,510000.0
14903,990.0,1,132931071,1995,1,3,91,30,41222,0,0,0,0,0,6655,6655,6655,47907,57720,-9922,0,0,-109,1199,0,11121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,N,0,SOC ANIMAL ARTISTS,NEW YORK,NY,10003-4303,10003.0,36061.0,A20,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.00486,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,47907,47907,199512,1995,NY,10003.0,NEW YORK,A0340,A,12,91.0,126.0,0.0,47 FIFTH AVE,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8306.0,,PC,O,AR,A,IN,,A0340,A,813920.0
14905,990.0,1,132932563,1995,3,3,119,200,2955,0,0,11868,0,0,0,48360,48360,51515,20507,99729,0,0,68721,99729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36492,0,4,1,N,0,METRO SOC KARDAMYLIANS,BROOKLYN,NY,11209-3601,11209.0,36047.0,A99,A,11209.0,5602.0,5600.0,36047.0,,O,O,0.77091,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36047.0,199512,51515,51515,199512,1995,NY,11209.0,BROOKLYN,A99,C,12,119.0,123.0,0.0,7919 THIRD AVE,3.0,0.0,1000.0,,2.0,11.0,0.0,10.0,0.0,1.0,7805.0,,PC,O,AR,A,IN,,A99,A,710000.0
14973,990.0,1,132971627,1994,3,5,91,0,0,0,0,23,0,0,0,864926,864926,864926,885943,36415,74078,0,57432,36415,0,0,36415,0,0,0,0,0,0,0,0,0,0,0,0,864903,0,0,4,1,N,0,AMER ARTS & CRAFTS ALLIANCE,NEW YORK,NY,10168-1999,10168.0,36061.0,A20,A,10168.0,5602.0,5600.0,36061.0,,O,O,0.5495800000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199412,864926,864926,199412,1994,NY,10168.0,NEW YORK,A0140,A,12,91.0,0.0,0.0,122 E 42ND ST 1905,3.0,0.0,3000.0,% ALAN FELL,2.0,13.0,0.0,10.0,0.0,1.0,7907.0,,PC,O,AR,A,IN,,A0140,A,813319.0
15017,,1,132990527,1994,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,N,0,MUSIC PUBLISHERS ASSOC UNITED STATES,NEW YORK,NY,10017-4014,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.8622299999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199505,0,0,199505,1995,NY,10017.0,NEW YORK,A68,A,5,205.0,0.0,0.0,205 E 42ND ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7910.0,,PC,O,AR,A,IN,,A68,A,711130.0
15076,990.0,1,133021168,1994,1,3,64,21980,0,0,0,0,0,0,0,36699,36699,58679,32852,8940,0,0,10641,8940,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,26127,0,10572,0,4,1,Y,0,COMITE DEL DESFILE DE LA HISPANIDAD,NEW YORK,NY,10010-0000,10010.0,36061.0,A84,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.1547,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199502,32552,32552,199502,1995,NY,10010.0,NEW YORK,A84,C,2,64.0,90.0,92.0,174 176 5TH AVE 401,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8005.0,,PC,O,AR,A,IN,,A84,A,712120.0
15107,990.0,1,133036753,1994,1,3,0,16343,0,0,0,128,5424,0,0,76214,76214,92557,107481,1394,0,800,21299,5664,4981,4270,0,0,0,0,0,0,0,0,0,0,0,0,0,76086,0,0,4,1,N,7,BOND STREET THEATRE COALITION,NEW YORK,NY,10012-2308,10012.0,36061.0,A65,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.72675,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199412,92557,92557,199412,1994,NY,10012.0,NEW YORK,A65,A,12,0.0,0.0,0.0,2 BOND ST,3.0,0.0,3000.0,,0.0,13.0,0.0,10.0,0.0,5.0,0.0,,PC,O,AR,A,IN,,A65,A,711110.0
15126,,1,133047540,1994,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,DANCE FOUNTAIN INC,NEW YORK,NY,10036-6327,10036.0,36061.0,A62,A,10036.0,5602.0,5600.0,36061.0,,U,O,0.80261,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10036.0,NEW YORK,A62,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A62,A,711120.0
15163,990.0,1,133058453,1994,5,4,0,0,0,0,0,964,0,0,0,237039,237039,237039,0,495751,0,0,969147,943256,443216,447505,0,0,0,0,0,0,0,0,0,0,0,267219,0,0,0,0,3,1,N,9,MORRIS HEIGHTS RESTORATION H D F,NEW YORK,NY,10020-0000,10020.0,36061.0,A80,A,10020.0,5602.0,5600.0,36061.0,,PC,O,0.68374,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,-30180,-30180,199412,1994,NY,10020.0,NEW YORK,L21,A,12,0.0,0.0,0.0,1270 AVENUE OF THE AMERICAS,3.0,0.0,1.0,JOSHUA S VOGEL,1.0,1.0,16.0,10.0,0.0,1.0,200309.0,,PC,O,AR,A,IN,,L21,L,624229.0
15164,990.0,1,133058765,1995,6,7,200,0,3146055,0,0,91286,0,0,0,2580838,2580838,5726893,5164648,1669370,1185415,0,1687493,2143685,580366,474315,0,0,0,0,0,0,0,0,0,0,0,0,0,2230845,0,15207,6,1,N,0,CABLE TELEVISION ADVERTISING BUREAU,NEW YORK,NY,10022-0000,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.19232,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,5726893,5726893,199512,1995,NY,10022.0,NEW YORK,A0332,A,12,200.0,0.0,0.0,757 THIRD AVE 5TH FLR,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8202.0,,PC,O,AR,A,IN,,A0332,A,813920.0
15222,990.0,1,133087478,1994,0,3,90,68725,0,0,0,0,0,0,0,0,0,68725,70175,-1590,0,0,0,0,140,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,N,7,SAFARI EAST CULTURAL PRESENTATIONS,NEW YORK,NY,10016-7923,10016.0,36061.0,A68,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.00095,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199508,68725,68725,199508,1995,NY,10016.0,NEW YORK,A68,A,8,90.0,0.0,0.0,31 E 28TH ST,3.0,0.0,1000.0,,1.0,13.0,15.0,10.0,0.0,1.0,8110.0,,PC,O,AR,A,IN,,A68,A,711130.0
15237,990.0,1,133094056,1995,3,4,123,0,8625,0,0,914,0,0,0,99714,99714,108339,93881,40661,0,0,26208,40666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98800,0,0,6,1,N,0,PACIFIC INTELLECTUAL PROPERTY ASSOC,NEW YORK,NY,10163-3477,10163.0,36061.0,A70,A,10163.0,5602.0,5600.0,36061.0,,O,O,0.00265,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199603,108339,108339,199603,1996,NY,10163.0,NEW YORK,S03,C,3,123.0,0.0,0.0,PO BOX 3477 GRAND CENTRAL STA,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,5.0,8201.0,,PC,O,AR,A,IN,,S03,S,813920.0
15255,990.0,1,133100472,1994,2,3,0,145,25865,0,0,262,0,0,0,9208,9208,35218,33246,18879,0,0,16908,18879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8946,0,0,0,1,N,0,NATIONAL ASSOCIATION OF PERFORMING ARTS MANAGERS & AGENTS,NEW YORK,NY,10024-5129,10024.0,36061.0,A01,A,10024.0,5602.0,5600.0,36061.0,,U,O,0.78059,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,35218,35218,199412,1994,NY,10024.0,NEW YORK,A03,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A03,A,813920.0
15272,990.0,1,133109557,1994,4,5,123,373814,0,95959,98346,12518,109151,0,0,135659,37313,509473,459791,252780,34797,0,358065,337228,47598,84448,0,0,0,0,0,0,0,0,0,0,0,0,0,25693,0,1489,4,1,N,0,DEMOCRATIC SOCIALISTS AMERICA,NEW YORK,NY,10014-4606,10014.0,36061.0,A70,A,10014.0,5602.0,5600.0,36061.0,,O,O,0.27462,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,411127,411127,199412,1994,NY,10014.0,NEW YORK,A70,C,12,123.0,521.0,0.0,180 VARICK ST,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8807.0,,PC,O,AR,A,IN,,V24,V,541720.0
15276,990.0,1,133112767,1995,3,3,119,3596,41698,0,0,4601,0,0,0,7611,7611,52905,44088,70742,0,0,63702,70742,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3009,4,1,N,9,INTL CNCL TRADITIONAL MUSIC,NEW YORK,NY,10027-0000,10027.0,36061.0,A68,A,10027.0,5602.0,5600.0,36061.0,,O,O,0.19315,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,52905,52905,199512,1995,NY,10027.0,NEW YORK,A68,A,12,119.0,93.0,0.0,DEPT OF MUSIC COLUMBIA UNIVERSITY,3.0,0.0,1000.0,% DEPT OF MUSIC COLUMBIA UNIVERSIT,2.0,13.0,0.0,10.0,0.0,5.0,8602.0,,PC,O,AR,A,IN,,A68,A,711130.0
