,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,epostcard,SOURCE,KeyID,VERIFY
31133,264547952,ACTORS EQUITY CHICAGO HOLDING CORP,,165 W 46TH ST,NEW YORK,NY,10036-2501,10036.0,OFFICE OF THE COMPTROLLER,S47,2,0.0,201008.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,20.0,0.0,201103,2011,2010,2010,2.0,0,0,0,0.0,0.0,11718.0,0.0,11718.0,0.0,0.0,0.0,11718.0,0.0,11718.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,11718,11718,11718,0.0,0.0,0.0,0.0,155482,-143764,,,6251236,,0.0,,0.0,0.0,,0,,0.0,,6251236,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,93,264547952_201103_990O,IN,,264547952201103,2645479522011,A1965,A,36061.0,5602.0,5600.0,A196,A,O,O,AR,A,A,1,AR,AR,AR,0.50341,A,813219.0,-73.98419998,40.75825978,0,NCCS_Form990_2012_Extract_Final,38430,
31138,133398825,ACTORS EQUITY HOLDING CORPORATION,,165 WEST 46TH STREET,NEW YORK,NY,10036-2501,10036.0,,,2,0.0,198712.0,1.0,3.0,912.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201103,2011,2010,2010,2.0,0,0,18,0.0,0.0,840000.0,0.0,840000.0,0.0,0.0,0.0,840000.0,0.0,840000.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,840018,840018,840018,0.0,0.0,0.0,0.0,6000,834018,-834002.0,2006103.0,2006119,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2006103.0,2006119,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201003.0,2010.0,93.0,0.0,0.0,0.0,271.0,840000.0,0.0,0.0,0.0,0.0,0.0,840271.0,6000.0,834271.0,0.0,0.0,0.0,0.0,93,133398825_201103_990O,IN,,133398825201103,1333988252011,A1965,A,36061.0,5602.0,5600.0,A196,A,O,O,AR,A,A,1,AR,AR,AR,0.94294,A,813219.0,-73.98419998,40.758259775999996,0,NCCS_Form990_2012_Extract_Final,38435,
32487,136356709,MOSAIC AND TERRAZZO VACATION FUND,,4534 COURT SQ,LONG IS CITY,NY,11101-4301,11101.0,,,9,0.0,197112.0,2.0,6.0,269.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201106,2011,2010,2010,9.0,0,140325,5019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,145344,145344,145344,0.0,0.0,0.0,0.0,303411,-158067,-19181.0,228763.0,53564,0.0,0.0,0.0,0.0,0.0,18679.0,20728,0.0,0.0,210084.0,32836,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201006.0,2010.0,93.0,0.0,565269.0,0.0,3514.0,0.0,0.0,0.0,0.0,0.0,0.0,568783.0,379079.0,189704.0,0.0,0.0,0.0,0.0,93,136356709_201106_990O,IN,,136356709201106,1363567092011,A40,A,36081.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.18722,A,710000.0,-73.94327,40.74553,0,NCCS_Form990_2012_Extract_Final,39843,
32575,273662577,FRONTIER COMMUNICATIONS CWA MID-ATLANTIC RETIREE TRUST,,C/O JPMORGAN CHASE BANK NA,NEW YORK,NY,10005-0000,10005.0,ANASTASIA YUELYS,Y43,9,0.0,201111.0,2.0,12.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,20.0,0.0,201112,2011,2011,2011,9.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,3,3,0.0,0.0,0.0,0.0,3750,-3747,,,26254,,0.0,,0.0,0.0,,0,,0.0,,26254,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,93,273662577_201112_990O,IN,,273662577201112,2736625772011,A30,A,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.64791,A,510000.0,-74.00504000000001,40.7026216,0,NCCS_Form990_2012_Extract_Final,39932,
32581,133364852,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,,JPMORGAN CHASE BANK NA 1 CHASE,NEW YORK,NY,10005-0000,10005.0,ANASTASIA YUELYS,,9,0.0,198802.0,1.0,12.0,279.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201112,2011,2011,2011,9.0,0,537195,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3874948.0,0,3874948.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,537531,537531,4412479,12500.0,0.0,0.0,0.0,482906,54625,0.0,3063938.0,3118563,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3063938.0,3118563,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,0.0,496698.0,0.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,499098.0,405220.0,93878.0,10000.0,0.0,0.0,0.0,93,133364852_201112_990O,IN,,133364852201112,1333648522011,A40,A,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.5564899999999999,C,710000.0,-73.919656,40.642148,0,NCCS_Form990_2012_Extract_Final,39939,
32609,273662653,FRONTIER COMMUNICATIONS IBEW WEST RETIREE TRUST,,C/O JPMORGAN CHASE BANK NA 1 CH,NEW YORK,NY,10005-0000,10005.0,ANASTASIA YUELYS,Y43,9,0.0,201202.0,2.0,12.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,20.0,0.0,201112,2011,2011,2011,9.0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5,5,5,0.0,0.0,0.0,0.0,7373,-7368,,,42633,,0.0,,0.0,0.0,,0,,0.0,,42633,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,93,273662653_201112_990O,IN,,273662653201112,2736626532011,A30,A,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.19075,A,510000.0,-74.00504000000001,40.7026216,0,NCCS_Form990_2012_Extract_Final,39969,
32688,116102176,NATIONAL ASSOCIATION OF LETTER CARRIERS,0562 JAMAICA NEW YORK,10916 JAMAICA AVE,RICHMOND HILL,NY,11418-2334,11418.0,GT KLOPFER,,5,0.0,194409.0,5.0,12.0,263.0,264.0,279.0,9.0,3.0,2.0,1.0,10.0,685.0,201112,2011,2011,2011,5.0,198599,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,198599,198599,198599,103707.0,10010.0,23498.0,0.0,201039,-2440,0.0,69266.0,66826,0.0,0.0,0.0,0.0,0.0,0.0,0,69266.0,66826.0,69266.0,66826,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,209919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209919.0,216146.0,-6227.0,85614.0,10125.0,22778.0,0.0,93,116102176_201112_990O,IN,,116102176201112,1161021762011,A23,A,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.79424,A,710000.0,-73.83861808399999,40.69529137,0,NCCS_Form990_2012_Extract_Final,40048,
32947,262752840,CHAO CHIU ASSOCIATION INC,,207 CANAL ST FL 3,NEW YORK,NY,10013-4125,10013.0,,A20,4,0.0,200806.0,1.0,12.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,20.0,0.0,201112,2011,2011,2011,4.0,45280,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45280,45280,45280,0.0,0.0,0.0,0.0,38317,6963,0.0,70144.0,77107,0.0,0.0,0.0,0.0,0.0,0.0,0,70144.0,77107.0,70144.0,77107,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,51320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51320.0,51502.0,-182.0,0.0,0.0,0.0,0.0,93,262752840_201112_990O,IN,,262752840201112,2627528402011,A20,A,36061.0,5602.0,5600.0,A20,A,O,O,AR,A,A,1,AR,AR,AR,0.41688000000000003,B,710000.0,-73.99874755,40.717687065,0,NCCS_Form990_2012_Extract_Final,40313,
33294,203834646,LATINO ASSOCIATION OF TAX PREPARERS INC,,2038 DAVIDSON AVE,BRONX,NY,10453-4652,10453.0,LUIS PARRA,B03,6,0.0,200607.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,20.0,0.0,201112,2011,2011,2011,6.0,38211,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,38211,38211,38211,0.0,0.0,0.0,0.0,33453,4758,-1550.0,6510.0,11861,0.0,0.0,0.0,0.0,0.0,2633.0,4776,3877.0,7085.0,3877.0,7085,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf2012_990,201012.0,2010.0,93.0,23510.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,23515.0,24042.0,-527.0,0.0,0.0,0.0,0.0,93,203834646_201112_990O,IN,,203834646201112,2038346462011,A23,A,36005.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.64022,A,710000.0,-73.9082489,40.8540036,0,NCCS_Form990_2012_Extract_Final,40667,
35289,222701258,BOOKBINDERS GUILD OF NEW YORK INC,,156 WEST 56 TH STREET NO 1804,NEW YORK,NY,10019-0000,10019.0,FRUCHTER ROSEN & COMPANY P C,,6,0.0,198610.0,5.0,12.0,200.0,229.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201112,2011,2011,2011,6.0,8690,134232,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,142993,142993,142993,0.0,0.0,0.0,0.0,158342,-15349,0.0,101095.0,85746,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,101095.0,85746,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,29750.0,137637.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,167605.0,191052.0,-23447.0,0.0,0.0,0.0,0.0,93,222701258_201112_990O,IN,,222701258201112,2227012582011,A20,A,36061.0,5602.0,5600.0,A20,A,O,O,AR,A,A,1,AR,AR,AR,0.14783,C,710000.0,-73.979444714,40.764389096,0,NCCS_Form990_2012_Extract_Final,42689,
36425,133341914,GRUPPO ESPONENTI ITALIANI INC,,60 E 42ND ST STE 2214,NEW YORK,NY,10165-6232,10165.0,,,6,0.0,199304.0,1.0,12.0,200.0,123.0,0.0,3.0,2.0,2.0,1.0,10.0,0.0,201112,2011,2011,2011,6.0,0,194760,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,194760,194760,194760,0.0,0.0,0.0,0.0,146449,48311,0.0,66005.0,114316,0.0,0.0,0.0,0.0,0.0,3000.0,3000,0.0,0.0,63005.0,111316,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,0.0,139220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139220.0,120879.0,18341.0,0.0,0.0,0.0,0.0,93,133341914_201112_990O,IN,,133341914201112,1333419142011,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.32001,C,710000.0,-73.938437,40.654436,0,NCCS_Form990_2012_Extract_Final,43839,
36443,132857274,BOOK INDUSTRY STUDY GROUP INC,,145 W 45TH ST RM 601,NEW YORK,NY,10036-0000,10036.0,,A33E,6,0.0,197609.0,1.0,6.0,200.0,209.0,0.0,3.0,2.0,2.0,1.0,10.0,0.0,201106,2011,2010,2010,6.0,0,876444,9925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,11830,898199,898199,898199,258048.0,203311.0,22891.0,0.0,1094395,-196196,0.0,611819.0,415623,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,611819.0,415623,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201006.0,2010.0,93.0,0.0,773656.0,0.0,17709.0,0.0,0.0,0.0,0.0,0.0,85901.0,877266.0,916728.0,-39462.0,189194.0,197203.0,45874.0,0.0,93,132857274_201106_990O,IN,,132857274201106,1328572742011,A0533,A,36061.0,5602.0,5600.0,A053,A,O,O,AR,A,A,1,AR,AR,AR,0.20781999999999998,A,541720.0,-73.97679208,40.75093932,0,NCCS_Form990_2012_Extract_Final,43857,
37503,133851772,AMICI DI NARO CLUB S CALOGERO INC,,15711 22ND AVE,WHITESTONE,NY,11357-3910,11357.0,S IACONA,A23,4,0.0,201201.0,1.0,12.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,20.0,0.0,201112,2011,2011,2011,4.0,5839,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5839,5839,5839,0.0,0.0,0.0,0.0,8248,-2409,,,21073,,0.0,,0.0,0.0,,0,,21073.0,,21073,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,93,133851772_201112_990O,IN,,133851772201112,1338517722011,A23,A,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.46923000000000004,B,710000.0,-73.805168688,40.777486076,0,NCCS_Form990_2012_Extract_Final,44945,
37753,136103339,THE LEE TOWE MEMORIAL ASSOCIATION INC,,21 PELL ST,NEW YORK,NY,10013-5148,10013.0,,,4,0.0,199202.0,1.0,12.0,408.0,429.0,0.0,3.0,3.0,2.0,1.0,20.0,0.0,201112,2011,2011,2011,4.0,120,0,24869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,24989,24989,24989,0.0,0.0,0.0,0.0,8036,16953,,,697706,,0.0,,0.0,0.0,,0,,0.0,,697706,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,93,136103339_201112_990O,IN,,136103339201112,1361033392011,A80,A,36061.0,5602.0,5600.0,A80,A,O,O,AR,A,A,1,AR,AR,AR,0.78604,B,712120.0,-73.99809217800001,40.715326754,0,NCCS_Form990_2012_Extract_Final,45199,
38609,132760431,MEDIA COALITION INC,,SUITE 407,NEW YORK,NY,10038-0000,10038.0,,,6,0.0,197407.0,1.0,12.0,200.0,0.0,0.0,3.0,2.0,2.0,1.0,10.0,0.0,201112,2011,2011,2011,6.0,0,350034,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,30889,381288,381288,381288,90194.0,40000.0,12042.0,0.0,293353,87935,0.0,100065.0,188000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,100065.0,188000,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,0.0,278380.0,0.0,729.0,0.0,0.0,0.0,0.0,0.0,22460.0,301569.0,282622.0,18947.0,88395.0,29649.0,9681.0,0.0,93,132760431_201112_990O,IN,,132760431201112,1327604312011,A30,A,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.15455,B,510000.0,-74.00210190000001,40.709621899999995,0,NCCS_Form990_2012_Extract_Final,46064,
38672,133353621,SU KAI CHIN ASSOCIATION INC,,62 BAYARD STREET,NEW YORK,NY,10013-4938,10013.0,,A23,4,0.0,200902.0,1.0,4.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,20.0,0.0,201204,2012,2011,2011,4.0,6000,0,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,6366,6366,6366,0.0,0.0,0.0,0.0,10390,-4024,,,256476,,0.0,,0.0,0.0,,0,,0.0,,256476,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,93,133353621_201204_990O,IN,,133353621201204,1333536212012,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.06552999999999999,B,710000.0,-73.99798220000001,40.715557200000006,0,NCCS_Form990_2012_Extract_Final,46127,
38764,133211019,INDIAN DIAMOND & COLORSTONE ASSOC INC,,56 W 45TH ST STE 705,NEW YORK,NY,10036-4215,10036.0,,,6,0.0,198507.0,1.0,12.0,200.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201112,2011,2011,2011,6.0,0,406801,1209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,408010,408010,408010,0.0,44000.0,4221.0,0.0,401105,6905,0.0,310320.0,309416,0.0,0.0,0.0,0.0,0.0,46234.0,38425,0.0,0.0,264086.0,270991,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,0.0,291337.0,0.0,2209.0,0.0,0.0,0.0,0.0,0.0,0.0,293546.0,274320.0,19226.0,0.0,31325.0,2870.0,0.0,93,133211019_201112_990O,IN,,133211019201112,1332110192011,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.31806999999999996,A,710000.0,-73.981452412,40.7563099,0,NCCS_Form990_2012_Extract_Final,46220,
38994,133183002,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,,150 W 28TH ST STE 801,NEW YORK,NY,10001-6181,10001.0,,,6,0.0,198401.0,1.0,12.0,229.0,0.0,0.0,3.0,2.0,2.0,1.0,10.0,0.0,201112,2011,2011,2011,6.0,1000,767909,1805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1025,771739,771739,771739,132000.0,55000.0,13789.0,0.0,619967,151772,0.0,596887.0,748659,0.0,0.0,0.0,0.0,0.0,0.0,0,596887.0,748659.0,596887.0,748659,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,1000.0,608917.0,0.0,1092.0,0.0,0.0,0.0,0.0,0.0,418.0,611427.0,527451.0,83976.0,87485.0,52000.0,11512.0,0.0,93,133183002_201112_990O,IN,,133183002201112,1331830022011,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.4818,A,710000.0,-73.992111,40.746951,0,NCCS_Form990_2012_Extract_Final,46451,
39819,135621505,NEW YORK PRESSROOM UNIONS-PRINTERS LEAGUE WELFARE TRUST FUND,,231 W 29TH ST RM 405,NEW YORK,NY,10001-5515,10001.0,,,9,0.0,195504.0,2.0,9.0,264.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,0.0,201109,2011,2010,2010,9.0,0,1054769,1674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,47040,1103483,1103483,1103483,2364.0,84914.0,6425.0,0.0,1121254,-17771,0.0,761588.0,717181,0.0,0.0,0.0,0.0,0.0,53416.0,26780,708172.0,690401.0,708172.0,690401,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201009.0,2010.0,93.0,0.0,1243721.0,0.0,1078.0,0.0,0.0,0.0,0.0,0.0,57026.0,1301825.0,1853412.0,-551587.0,30169.0,85121.0,8609.0,0.0,93,135621505_201109_990O,IN,,135621505201109,1356215052011,A33,A,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,1,AR,AR,AR,0.10855,A,511100.0,-73.993919247,40.748463801,0,NCCS_Form990_2012_Extract_Final,47281,
40180,237166317,PROFESSIONAL PHOTOGRAPHERS OF GREATER NY INC,,C/O P BERNSTEIN 121 ST JOHNS PL,BROOKLYN,NY,11217-0000,11217.0,PAUL BERNSTEIN,,6,0.0,198004.0,1.0,2.0,205.0,229.0,0.0,3.0,1.0,2.0,1.0,20.0,0.0,201202,2012,2011,2011,6.0,6250,14357,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,20639,20639,20639,0.0,0.0,0.0,0.0,20390,249,0.0,29612.0,29832,0.0,0.0,0.0,0.0,0.0,100.0,71,0.0,0.0,29512.0,29761,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201102.0,2011.0,93.0,7822.0,19152.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,27006.0,25486.0,1520.0,0.0,0.0,0.0,0.0,93,237166317_201202_990O,IN,,237166317201202,2371663172012,A40,A,36047.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.6673899999999999,A,710000.0,-73.975075,40.6767495,0,NCCS_Form990_2012_Extract_Final,47645,
41451,237411166,LIBERIAN SHIPOWNERS COUNCIL LTD,,99 PARK AVE RM 1830,NEW YORK,NY,10016-1613,10016.0,,,6,0.0,197612.0,1.0,12.0,200.0,914.0,480.0,3.0,2.0,2.0,1.0,10.0,0.0,201112,2011,2011,2011,6.0,0,325675,1719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,327394,327394,327394,150000.0,0.0,9811.0,0.0,312943,14451,0.0,384491.0,413891,0.0,0.0,0.0,0.0,0.0,7317.0,22266,-57404.0,391625.0,377174.0,391625,N,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf10co,201012.0,2010.0,93.0,0.0,357353.0,0.0,1964.0,0.0,0.0,0.0,0.0,0.0,0.0,359317.0,301881.0,57436.0,0.0,125150.0,10021.0,0.0,93,237411166_201112_990O,IN,,237411166201112,2374111662011,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.42908,A,710000.0,-73.97877199999999,40.751052,0,NCCS_Form990_2012_Extract_Final,48926,
