,EIN,TAXPER,CYCLE,DLN,NTEEIRS,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,verfail,vMagS,vMagP,NTEECC,NteeCC4d,NTEEconf,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,ntmaj10,ntmaj12,ntmaj5,RandNum,FIPS,MSA_NECH,PMSA,NteeOldB,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,DocCd
10572,116102176,200612,200725.0,29490146021177,,2006,0,202471,0,0,0,0,0,0,0,0,202471,194509,62346,133572,0,55801,63763,1417,3417,61346,0,0,0,0,0,0,0,0,0,0,0,,202471,202471,0,0,0,0,0,0,0,7962,0,10200,18081,0,0,0,0,54384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,53384,263,1,2006,N,11418-2334,11418.0,116102176200612.0,1161021762006.0,12,263.0,264.0,279.0,10916 JAMAICA AVE,9.0,0.0,RICHMOND HILL,3.0,GAETANO J TESORIERO,2.0,11.0,0.0,10.0,685.0,NATIONAL ASSOCIATION OF LETTER CARRIERS,5.0,194409.0,0562 JAMAICA NEW YORK,NY,rtf06co,1.0,2.0,2.0,2.0,,,,A23,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.6118600000000001,36081.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,90
10647,130417765,200612,200752.0,29490329063107,,2006,0,3047208,0,0,102197,0,0,0,2482520,2469964,5529728,5352751,962190,925762,0,2483776,3597909,1686007,2635719,0,0,0,0,0,0,0,0,0,2254832,0,125491,,5517172,5517172,0,0,0,12556,-12556,0,0,164421,0,1790676,154632,0,0,0,0,797769,0,0,0,0,102197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,919,1,2006,N,10016-8013,10016.0,130417765200612.0,1304177652006.0,12,919.0,0.0,0.0,432 PARK AVE S FL 6,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,ADVERTISING RESEARCH FOUNDATION INC,1.0,194303.0,,NY,rtf06co,4.0,5.0,5.0,5.0,,,,A03,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.7470600000000001,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A03,A,813920.0,90
10659,130431735,200603,200711.0,29490048057057,,2005,0,516128,0,0,1225,0,0,0,113059,113059,629187,551963,21268,15600,0,561194,690235,617150,668967,0,0,0,0,0,0,0,0,0,0,0,111834,,629187,629187,0,0,0,0,0,0,0,77224,0,195641,18135,0,0,0,0,-55956,0,0,0,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,2006,N,10001-3904,10001.0,130431735200603.0,1304317352006.0,3,263.0,0.0,0.0,363 7TH AVE FL 17,2.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,AMERICAN GUILD OF VARIETY ARTISTS,5.0,195711.0,,NY,rtf06co,3.0,3.0,3.0,3.0,,,,A40,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.61729,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A99,A,710000.0,90
10668,130452378,200704,200742.0,29490265254277,,2006,0,682465,0,0,11824,0,0,0,11824,11824,694289,590213,732305,0,0,629033,732305,804,0,732305,0,0,0,0,0,0,0,0,0,0,0,M,694289,694289,0,0,0,0,0,0,0,104076,0,17500,1536,0,0,0,0,628229,0,0,0,0,0,11824,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,628229,263,1,2007,N,10036-2501,10036.0,130452378200704.0,1304523782007.0,4,263.0,264.0,0.0,165 W 46ST,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,ASSOCIATED ACTORS AND ARTISTES OF AMERICA,5.0,193809.0,,NY,rtf06co,3.0,3.0,3.0,0.0,,,,A65,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.71602,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,J40,J,813930.0,90
10677,130453215,200512,200716.0,29490343218246,,2005,0,114888,57063,48529,11475,0,0,0,123373,74844,238261,132071,435107,0,0,477804,616310,100358,181203,439107,0,0,0,0,0,0,0,0,0,0,54835,,189732,189732,0,8534,0,0,0,0,0,57661,0,0,0,0,0,0,0,377446,0,0,0,0,701,9927,0,847,0,0,0,0,0,0,0,0,0,0,0,6,0,0,377446,59,1,2005,N,10017-5405,10017.0,130453215200512.0,1304532152005.0,12,59.0,205.0,279.0,50 E 42ND ST,9.0,0.0,NEW YORK,2.0,ARNOLD MERRITT,2.0,13.0,0.0,10.0,2493.0,PAINTING & DECORATING CONTRACTORS OF AMERICA,5.0,197401.0,NEW YORK CITY,NY,rtf06co,3.0,2.0,2.0,2.0,,,,A40,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.52008,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A40,A,710000.0,90
10680,130460219,200605,200731.0,29490189350037,,2005,0,865560,0,0,25289,0,0,0,25289,25289,890849,827795,911372,244004,0,915721,987609,67403,76237,0,0,0,0,0,0,0,0,0,0,0,0,,890849,890849,0,0,0,0,0,0,0,63054,0,148179,42640,0,0,0,0,848318,0,0,0,0,25289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,261,1,2006,N,10036-3409,10036.0,130460219200605.0,1304602192006.0,5,261.0,0.0,0.0,545 WEST 45TH STREET FLOOR 2,9.0,0.0,NEW YORK,3.0,UNION LOCAL 306,2.0,13.0,0.0,10.0,386.0,INTERNATIONAL ALLIANCE THEATRICAL,5.0,198403.0,306 LOCAL,NY,rtf06co,3.0,3.0,3.0,3.0,,,,A65,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.46806000000000003,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,J40,J,813930.0,90
10700,130623590,200512,,29490350183236,,2005,0,0,25705782,25313514,1823835,2210159,0,0,29492222,4178708,29492222,7765640,74368730,256325,0,77482191,75658442,1771934,1289712,0,0,0,0,0,0,0,0,0,1846941,0,60664,,4178708,4178708,55000,392268,0,0,0,0,0,-3586932,2245405,2561389,256040,0,0,4090,0,75710257,0,0,0,0,111468,1712367,55000,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2005,Y,10016-5336,10016.0,,,12,0.0,0.0,0.0,45 E 33RD ST,3.0,0.0,NEW YORK,1.0,SAMUEL NORICH,2.0,13.0,0.0,10.0,0.0,FORWARD ASSOC INC,1.0,200108.0,RADIO BROADCASTING & PUBLISHING DIV,NY,CORE05co,,,,,,,,A33,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.32185,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A33,A,511100.0,90
10737,130876693,200612,200729.0,29490181314277,,2006,0,3780,0,0,0,0,0,0,29994,29994,33774,12995,65181,0,0,75144,70304,5804,5123,0,0,0,0,0,0,0,0,24938,0,5056,0,,8836,8836,0,0,0,0,0,29994,0,-4159,0,625,125,0,0,0,0,69340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,264,1,2006,N,10011-6849,10011.0,130876693200612.0,1308766932006.0,12,264.0,0.0,0.0,31 W 15TH ST,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,UNITED ITALIAN AMERICAN LABOR COUNCIL INC,1.0,195005.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A23,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.9752799999999999,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,90
10746,130951470,200608,200735.0,29490217022037,,2005,0,4000142,0,0,74969,0,0,0,4204515,4204515,8204657,7484508,2608700,497791,0,3796113,8983985,1907562,6375285,0,0,0,0,0,0,0,0,0,4145544,0,-15998,,8204657,8204657,0,0,0,0,0,0,0,720149,0,2311876,205366,0,0,0,0,1888551,0,0,0,0,74969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,119,1,2006,N,10036-1413,10036.0,130951470200608.0,1309514702006.0,8,119.0,205.0,279.0,226 W 47TH ST,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,LEAGUE OF AMERICAN THEATRES AND PRODUCERS INC,1.0,194210.0,,NY,rtf06co,5.0,5.0,5.0,5.0,,,,A03,65.0,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.29533000000000004,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A0365,A,813920.0,90
10749,130971750,200606,,29490337004086,,2005,173500,2630,0,0,0,0,0,0,77231,77231,253361,244382,25470,0,0,24824,27777,8333,2307,0,0,0,0,0,0,0,0,0,74891,0,2340,,253361,253361,0,0,0,0,0,0,0,8979,0,155017,16118,0,0,0,0,16491,0,0,0,0,0,0,0,0,0,0,0,0,1263903,0,39,0,0,1263942,1263942,7,9,0,0,319,1,2006,N,10128-0505,10128.0,,,6,319.0,0.0,0.0,6 E 87TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,LIEDERKRANZ OF THE CITY OF NEW YORK,1.0,193907.0,,NY,CORE05co,,,,,,,,A6A,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.08953,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A6A,A,711130.0,90
10766,131068185,200612,200719.0,29409104055007,,2006,0,47644,0,0,0,0,0,0,0,0,47644,37507,24736,0,0,14599,24736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47644,47644,0,0,0,0,0,0,0,10137,0,0,0,0,0,0,0,14599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,2006,N,10013-2103,10013.0,131068185200612.0,1310681852006.0,12,263.0,264.0,279.0,145 HUDSON ST,9.0,0.0,NEW YORK,3.0,WILLIAM ANDREWS,2.0,13.0,0.0,10.0,386.0,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE,1.0,194104.0,702 LOCAL,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A65,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.64971,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,J40,J,813930.0,9
10781,131087160,200612,200751.0,29490265119127,,2006,975000,10739600,829700,746100,271100,0,0,0,6261400,5515300,17976000,16449400,6935400,2561800,0,10759600,9778200,4370900,2842800,0,0,0,0,0,0,0,0,447000,4674900,-150200,188900,,16782900,16782900,0,83600,0,0,0,296800,0,333500,213200,0,294600,0,0,0,0,6388700,0,0,0,0,271100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,2006,N,10019-5873,10019.0,131087160200612.0,1310871602006.0,12,200.0,0.0,0.0,810 7TH AVE FL 24,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,MAGAZINE PUBLISHERS OF AMERICA INC,1.0,194209.0,,NY,rtf06co,5.0,,,,,,,A03,33.0,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.6278199999999999,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A0333,A,813920.0,90
10791,131101367,200611,200734.0,29490209378247,W03,2005,0,40765,16000,16184,1186,0,0,0,130403,114219,171168,191535,20896,0,0,61161,20896,3714,0,20896,0,0,0,0,0,0,0,0,112912,0,305,,154984,154984,0,-184,0,0,0,0,0,-36551,0,41634,6106,0,0,0,0,57447,0,0,0,0,162,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,57447,200,1,2006,N,10007-1901,10007.0,131101367200611.0,1311013672006.0,11,200.0,205.0,0.0,299 BROADWAY 226,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,NEW YORK SOCIETY OF ARCHITECTS,1.0,194208.0,,NY,rtf06co,1.0,2.0,2.0,2.0,,,,A03,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.63055,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A03,A,813920.0,90
10831,131374145,200512,200707.0,29490013267007,,2005,0,20500,0,0,0,0,0,0,12410,12410,32910,45633,86554,0,0,99277,86554,0,0,0,0,0,0,0,0,0,0,0,0,0,12410,,32910,32910,0,0,0,0,0,0,0,-12723,0,4900,0,0,0,0,0,99277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,2005,N,10018-0000,10018.0,131374145200512.0,1313741452005.0,12,200.0,279.0,0.0,980 AVE OF AMERICAS 3RD FLR,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,TEXTILE DISTRIBUTORS ASSOCIATION INC,1.0,194409.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A40,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.62613,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A40,A,710000.0,90
10836,131385942,200612,200728.0,29490175191097,,2006,0,155313,0,0,0,0,0,0,0,0,155313,136222,64027,63092,0,47019,66281,2083,2254,0,0,0,0,0,0,0,0,0,0,0,0,,155313,155313,0,0,0,0,0,0,0,19091,0,8675,5017,0,0,0,0,44936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,2006,N,10036-7102,10036.0,131385942200612.0,1313859422006.0,12,263.0,264.0,279.0,707 8TH AVE,9.0,0.0,NEW YORK,3.0,EPHRAN PASCALL,2.0,13.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,196402.0,1422,NY,rtf06co,1.0,2.0,2.0,2.0,,,,A40,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.43793000000000004,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,S99,S,813410.0,90
10839,131394480,200612,200727.0,29490168266077,,2006,0,1546941,0,0,12960,0,0,0,1177468,1177468,2724409,2620460,512499,501286,0,958594,914843,550044,402344,512499,0,0,0,0,0,0,0,0,1163645,0,863,,2724409,2724409,0,0,0,0,0,0,0,103949,0,259176,43909,0,0,0,0,408550,0,0,0,0,12960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,408550,205,1,2006,N,10170-2599,10170.0,131394480200612.0,1313944802006.0,12,205.0,0.0,0.0,420 LEXINGTON AVE RM 2520,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,TRAFFIC AUDIT BUREAU FOR MEDIA MEASUREMENT INC,1.0,195501.0,,NY,rtf06co,3.0,4.0,4.0,4.0,,,,A30,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.14818,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A30,A,510000.0,90
10843,131395875,200612,200722.0,29490125094157,,2006,0,1028656,0,0,89896,0,0,0,89896,89896,1118552,1001043,2185626,268614,0,2091317,2207739,23200,22113,2185626,0,0,0,0,0,0,0,0,0,0,0,,1118552,1118552,0,0,0,0,0,0,0,117509,0,159255,31411,0,0,0,0,2068117,0,0,0,0,89896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2068117,263,1,2006,N,10018-3308,10018.0,131395875200612.0,1313958752006.0,12,263.0,264.0,279.0,1430 BROADWAY 8TH FLOOR,9.0,0.0,NEW YORK,3.0,GENE MCELWAIN,2.0,13.0,0.0,10.0,386.0,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMP & MVG PIC MACH OP-US&CAN,5.0,194104.0,751 IATSE,NY,rtf06co,4.0,4.0,4.0,4.0,,,,A65,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.7659600000000001,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,J40,J,813930.0,90
10853,131426730,200512,200715.0,29490006252037,,2005,0,3509352,0,0,17890,0,0,0,96339,96339,3605691,3332940,1455676,558822,0,1315587,1553974,132662,98298,1455676,1500,0,0,0,0,0,0,0,0,0,78449,,3605691,3605691,0,0,0,0,0,0,0,272751,0,744030,89863,0,0,42518,0,1182925,0,0,0,0,17890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1182925,263,1,2005,N,10018-5504,10018.0,131426730200512.0,1314267302005.0,12,263.0,264.0,279.0,29 W 38TH ST FL 15,9.0,0.0,NEW YORK,3.0,CECILIA ANN FRIEDERICHS,2.0,13.0,0.0,10.0,444.0,INTERNATIONAL ALLIANCE OF THEATRICA L STAGE EMPLOYEES LOCAL USA 829,5.0,196004.0,0829,NY,rtf06co,4.0,4.0,4.0,4.0,,,,A65,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.56882,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,J40,J,813930.0,90
10871,131505524,200512,200704.0,29490013215237,,2005,0,839413,217340,224050,98016,0,0,0,2712257,2488207,3551670,2473366,6903956,233245,0,8678770,9060543,2375486,2156587,0,0,0,0,0,0,0,0,262129,0,633246,1501526,,3065491,3065491,0,-6710,0,0,0,895375,0,592125,8547,525520,74400,0,0,1691667,1341666,6303284,0,0,0,0,24102,68780,0,5134,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,2005,Y,10012-1401,10012.0,131505524200512.0,1315055242005.0,12,205.0,40.0,279.0,536 LAGUARDIA PL,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,AMERICAN INSTITUTE OF ARCHITECTS,1.0,194208.0,N Y CHAPTER,NY,rtf06co,5.0,4.0,4.0,4.0,,,,A40,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.87641,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A40,A,710000.0,90
10880,131520977,200609,200712.0,29490055187217,,2005,0,88900,0,0,0,0,0,0,0,0,88900,88902,82272,17000,0,82274,82272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,88900,88900,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,82274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,119,1,2006,N,10021-0111,10021.0,131520977200609.0,1315209772006.0,9,119.0,0.0,0.0,1040 MADISON AVE,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,ART & ANTIQUE DEALERS LEAGUE OF AMERICA INC,1.0,197601.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A03,80.0,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.55653,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A0380,A,813920.0,90
10904,131572247,200607,200705.0,29490013396297,A6AI,2005,0,411075,0,0,25337,0,145325,907011,1077673,932348,1488748,1268078,853016,0,0,1532695,1623185,755024,770169,0,0,0,0,0,0,0,0,0,0,0,0,,1343423,1343423,0,0,0,0,0,0,1052336,75345,0,451349,59704,0,0,0,0,777671,0,0,0,0,25337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,119,1,2006,Y,10023-0000,10023.0,131572247200607.0,1315722472006.0,7,119.0,319.0,0.0,INC LINCOLN CTR,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,METROPOLITAN OPERA CLUB INC,1.0,194608.0,,NY,rtf06co,4.0,4.0,4.0,4.0,,,,A11,,A,A,O,S,ZA,A,A,IN,,AR,AR,AR,0.76771,36061.0,5602.0,5600.0,,PC,S,ZA,A,IN,,A11,A,813219.0,90
10914,131589984,200506,,29490204244026,,2004,130496,0,0,0,860,0,0,0,132389,132389,262885,220155,24342,106608,0,139722,160185,158110,135843,24342,0,0,0,0,0,0,0,0,131529,0,0,,262885,262885,0,0,0,0,0,0,0,42730,0,0,7888,0,0,0,0,-18388,0,0,0,0,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,-18388,161,1,2005,N,10020-1513,10020.0,,,6,161.0,180.0,919.0,1230 AVE OF THE AMERICAS 7THFL,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,WOOLMARK AMERICAS INC,1.0,195006.0,THE WOOLMARK COMPANY,NY,CORE05co,,,,,,,,A60,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.33088,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A60,A,711100.0,90
10968,131677485,200603,200709.0,93490051002067,,2005,427104000,0,0,0,79848000,0,0,0,7257023000,7176461000,7684127000,7596955000,2082600000,6991000,0,4133200000,4236600000,3142300000,2154000000,2082600000,0,0,0,0,0,0,0,0,6727027000,0,117360000,M,7603565000,7603565000,0,0,332788000,80562000,252226000,0,0,6610000,1085090000,1989913000,0,0,0,352500000,196300000,990900000,0,0,0,0,24115000,0,0,55733000,0,0,0,0,0,0,0,0,0,0,0,4,0,0,990900000,121,1,2006,Y,10017-2803,10017.0,131677485200603.0,1316774852006.0,3,121.0,122.0,149.0,747 THIRD AVENUE 7TH FLOOR,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,BRITISH BROADCASTING CORP,1.0,199202.0,,NY,rtf06co,6.0,6.0,6.0,6.0,,,,A30,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.28042,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A30,A,510000.0,90
11112,131769475,200512,,29490098170166,,2005,0,2150,0,0,4593,0,0,0,48318,48318,50468,32450,192201,0,0,219137,193301,0,0,0,0,0,0,0,0,0,0,44954,0,-1229,0,,5514,5514,0,0,0,0,0,43725,0,-26936,0,0,0,0,0,0,0,219137,2150,0,0,0,4593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,319,1,2005,N,10036-1314,10036.0,,,12,319.0,0.0,0.0,326 W 48TH ST,3.0,0.0,NYC,2.0,,2.0,13.0,0.0,20.0,0.0,THEATRICAL MUTUAL ASSOCIATION NEW YORK LODGE-1,1.0,199606.0,,NY,CORE05co,,,,,,,,A65,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.24641999999999997,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A65,A,711110.0,90
11121,131777183,200612,200744.0,29490286100077,,2006,0,5362093,0,0,86652,0,0,0,653181,653181,6015274,6156530,3230524,719171,0,4152830,4060084,865179,829560,0,0,0,0,0,0,0,0,0,460240,0,55889,,6015274,6015274,50400,0,0,0,0,0,0,-141256,84129,2272045,139243,0,0,0,0,3287651,0,0,0,0,86652,0,50400,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,919,1,2006,N,10022-3108,10022.0,131777183200612.0,1317771832006.0,12,919.0,200.0,59.0,3 EAST 54TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,TELEVISION BUREAU OF ADVERTISING INC,1.0,195602.0,,NY,rtf06co,4.0,5.0,5.0,5.0,,,,A01,32.0,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.65791,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A0132,A,813319.0,90
11124,131783842,200512,,29490343077186,,2005,0,255725,0,0,4062,0,0,0,679821,679821,935546,493355,701776,116601,0,661467,713335,4163,11559,701776,0,0,0,0,0,0,0,414791,0,260968,0,,520755,520755,0,0,0,0,0,675759,0,27400,17072,6260,10042,0,0,0,0,657304,0,0,0,0,4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,657304,200,1,2005,N,10036-6604,10036.0,,,12,200.0,0.0,0.0,20 W 44TH ST 4TH FLR,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,ANTIQUARIAN BOOKSELLERS ASSOC OF AMERICA INC SHOP 2 CONCOURSE,1.0,195109.0,,NY,CORE05co,,,,,,,,A03,33.0,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.9292299999999999,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A0333,A,813920.0,90
11171,131855535,200606,,29490336106296,,2005,0,671988,0,0,3049,0,168515,104055,275619,107104,947607,1033769,37879,380233,0,640065,413194,347509,375315,0,0,0,0,0,0,0,0,0,0,0,0,,779092,779092,0,0,0,0,0,0,272570,-254677,0,191760,30732,0,0,0,0,292556,0,0,0,0,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,2006,N,10018-7480,10018.0,,,6,205.0,0.0,0.0,12 W 37TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,CHILDRENS BOOK COUNCIL INC,1.0,195009.0,,NY,CORE05co,,,,,,,,A33,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.26026,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A33,A,511100.0,90
11253,131951979,200608,200734.0,29490216341137,A32Z,2005,0,35469,2450,2450,124810,0,0,0,6497415,6494965,6532884,5717319,4337744,677047,0,5128370,5456312,1588929,1118568,0,0,0,0,0,0,0,0,0,6358159,0,11996,,6530434,6530434,0,0,0,0,0,0,0,813115,-14812,1308225,124691,0,0,0,0,3539441,0,0,0,0,124810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,2006,N,10019-2211,10019.0,131951979200608.0,1319519792006.0,8,205.0,0.0,0.0,111 W 57TH ST STE 600,6.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,3005.0,NATIONAL ACADEMY OF TELEVISION ARTS AND SCIENCES,5.0,197610.0,,NY,rtf06co,5.0,5.0,5.0,5.0,,,,A03,32.0,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.8763700000000001,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A0332,A,813920.0,90
