,CODE990,SUBSECCD,POPCD,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,SOIYR,RECCODE,ASS_CODE,INC_CODE,ACTIV,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,REASON,Q78A,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,TOTREV,V1SECURN,V1OTHN,V1SPEVN,V1INVNTN,V1TOTREV,V1NETINC,V1NASEOY,VBS_EOY,VBS_BOY,VASSTLIA,VLIABEOY,VLIABBOY,VGCONT,VGPROGREV,VGDUES,VGINVINC,VGRENTEXP,VGNETRENT,VGSECUR,VGSALESEXP,VGSALESECN,VGSALEOTHG,VGSALEOTHE,VGSALEOTHN,VGSPEVTG,VGDIREXP,VGFUNDINC,VGINVENTG,VGGOODS,VGGRPROF,VGOTHINC,VGTOTREV2,VGSOLICIT,VGEXPS,VGNETINC,VGOTHCHGS,VGFUNDBAL,VGCOMPENS,VGOTHSAL,VGPAYTAX,VGFUNDFEES,VGASS_BOY,VGBOND_BOY,VGMRTG_BOY,VGLIAB_BOY,VGRETE_BOY,VGNETA_BOY,VGASS_EOY,VGBOND_EOY,VGMRTG_EOY,VGLIAB_EOY,VGRETEARN,CNAB,ASSTSALE,CGR2NET,CTOTREVM,CTOTREVB,CNAO,CNAM,CRERATIO,IERATIO,vIncExp,VBS,VOK,STYEAR,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeOldA,Confidence,NteeCC4d,FipsOldA,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,DocCd
9341,1,6,1.0,131996451,200212,2002,200342.0,29490263198153,,N,Y,0.0,1.0,2002.0,1.0,5.0,5.0,920,0,690000,246431,250000,42799,0,0,0,289230,39230,979230,715002,592454,284912,0,1074552,688305,495900,95851,592454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,42799,0,0,0,0,-3569,0,0,0,0,0,729230,14228,-426,52672,13687,0,0,0,0,578652,578652,0,0,0,0,0,0,0,0,0,0,0,10017.0,MEDIA RATING COUNCIL INC,,370 LEXINGTON AVE STE 902,NEW YORK,NY,10017-6503,0.0,3.0,2.0,196512.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,920.0,905.0,0.0,729230,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,13802,-3569,250000,729230,728804,14228,14228,0,1,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.78635,,Z99,C,,36061.0,NY,10017.0,NEW YORK,1319964512002,A30,B,core2002co_ver1,PC,O,AR,A,IN,,A30,A,510000.0,90
9353,1,6,1.0,132509231,200209,2002,200325.0,29490144129323,,N,Y,0.0,1.0,2001.0,1.0,6.0,6.0,200,62219,781222,0,0,27758,0,0,0,232636,232636,1076077,978161,1697177,88200,0,1821111,1976807,237994,279630,0,0,0,0,0,0,0,0,0,0,0,0,0,164228,0,40650,0,N,20166,0,0,0,7592,0,0,0,0,0,0,1076077,97916,16144,354263,40047,0,0,0,0,0,1583117,0,0,0,0,0,0,0,0,0,0,0,10016.0,AUTHORS GUILD INC,,31 E 28TH ST 10TH FLR,NEW YORK,NY,10016-7923,0.0,3.0,1.0,199603.0,2.0,0.0,1.0,13.0,0.0,10.0,9,,200.0,0.0,0.0,1076077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,114060,0,0,1076077,1092221,97916,97916,1,1,1,0,0,2001,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.07404,,Z99,C,,36061.0,NY,10016.0,NEW YORK,1325092312002,A0370,A,core2002co_ver1,PC,O,AR,A,IN,,A0370,A,813920.0,90
9380,1,6,1.0,132562532,200306,2003,200350.0,29490319176343,,N,Y,0.0,1.0,2002.0,1.0,4.0,4.0,205,0,206019,0,0,1662,0,0,0,292695,292695,498714,441051,232424,52000,0,173125,232424,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,291033,0,0,0,N,0,1662,0,0,0,0,0,0,0,0,0,498714,57663,1636,0,0,0,0,0,0,0,173125,0,0,0,0,0,0,0,0,0,0,0,10036.0,AMERICAN SOCIETY OF JOURNALISTS & AUTHORS INC,,1501 BROADWAY STE 302,NEW YORK,NY,10036-5505,0.0,3.0,2.0,196801.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,205.0,120.0,279.0,498714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1.0,3,7,1,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,59049,0,0,498714,500100,57663,57663,1,1,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.53205,,Z99,C,,36061.0,NY,10036.0,NEW YORK,1325625322003,A70,A,core2002co_ver1,PC,O,AR,A,IN,,A70,A,710000.0,90
9464,1,6,1.0,132666239,200212,2002,200327.0,29490144295483,,N,Y,0.0,1.0,2002.0,1.0,4.0,4.0,200,0,204721,0,0,-10439,0,0,0,46661,46661,251382,181175,124610,40192,0,164214,182233,67953,57623,0,0,0,0,0,0,0,0,0,0,0,0,49714,0,7386,0,0,N,23,67,0,0,-10529,0,0,0,0,57100,0,201668,20493,7856,0,2922,0,0,0,0,0,96261,0,0,0,0,0,0,0,0,0,0,0,10016.0,NEW YORK MARKET RADIO BROADCASTERS ASSOCIATION INC,,261 MADISON AVE 23RD FLR,NEW YORK,NY,10016-2303,0.0,3.0,2.0,197101.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,120.0,0.0,201668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,28349,0,49714,201668,209524,20493,20493,1,1,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.7519899999999999,,Z99,C,,36061.0,NY,10016.0,NEW YORK,1326662392002,A34,A,core2002co_ver1,PC,O,AR,A,IN,,A34,A,513110.0,90
9504,1,6,1.0,132760431,200212,2002,200329.0,29490179160033,,N,Y,0.0,1.0,2002.0,1.0,4.0,4.0,200,50665,239392,27537,38532,3832,0,0,0,58303,19771,348360,336881,142267,69827,0,182875,144362,0,2095,121120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,2577,1255,26934,26934,0,-10995,0,0,0,0,0,309828,-27053,-13555,24677,7644,0,0,0,0,135622,182875,0,0,0,0,0,0,0,0,0,0,0,10038.0,MEDIA COALITION INC,,139 FULTON ST 302,NEW YORK,NY,10038-2594,0.0,3.0,2.0,197407.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,309828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,1,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,-40608,-10995,38532,309828,296273,-27053,-27053,1,0,1,1,1,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.22300999999999999,,Z99,C,,36061.0,NY,10038.0,NEW YORK,1327604312002,A30,B,core2002co_ver1,PC,O,AR,A,IN,,A30,A,510000.0,90
9545,1,6,1.0,132857274,200306,2003,200348.0,29490312129053,A33E,N,Y,0.0,1.0,2002.0,1.0,3.0,4.0,200,0,301186,0,0,0,0,0,0,171516,171516,472702,413256,71243,0,0,11797,71243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171516,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,472702,59446,0,0,0,0,0,0,0,0,11797,0,0,0,0,0,0,0,0,0,0,0,10010.0,BOOK INDUSTRY STUDY GROUP INC,,19 W 21ST ST STE 905,NEW YORK,NY,10010-6848,0.0,3.0,2.0,197609.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,200.0,209.0,0.0,472702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,59446,0,0,472702,472702,59446,59446,1,1,1,0,0,2002,36061.0,5602.0,5600.0,A05,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.19493,N,A05,A,,36061.0,NY,10010.0,NEW YORK,1328572742003,A0533,A,core2002co_ver1,PC,O,AR,A,IN,,A0533,A,541720.0,90
9546,1,4,1.0,132857308,200210,2002,200314.0,29490074272423,,N,Y,0.0,1.0,2001.0,1.0,4.0,4.0,123,0,156715,0,0,4420,0,0,0,39140,39140,195855,207229,170020,85000,0,189675,178960,8281,8940,0,0,0,0,0,0,0,0,0,0,0,0,0,34720,0,0,0,N,0,0,0,0,4420,0,0,0,0,0,0,195855,-11374,0,36228,9573,0,0,0,0,0,181394,0,0,0,0,0,0,0,0,0,0,0,10016.0,WOMENS FORUM INC,,6 E 39TH ST,NEW YORK,NY,10016-0112,0.0,3.0,3.0,197602.0,2.0,0.0,1.0,13.0,0.0,10.0,10,,123.0,559.0,0.0,195855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,-11374,0,0,195855,195855,-11374,-11374,1,0,1,0,0,2001,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.56355,,Z99,C,,36061.0,NY,10016.0,NEW YORK,1328573082002,R24,C,core2002co_ver1,PC,O,AR,A,IN,,R24,R,813311.0,90
9610,1,6,1.0,132918640,200212,2002,200311.0,29409053007393,,N,Y,0.0,1.0,2002.0,1.0,3.0,3.0,205,0,68925,0,0,35,0,0,0,35,35,68960,61350,31867,0,0,24257,31867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,35,0,0,0,0,0,0,68960,7610,0,0,0,0,0,0,0,0,24257,0,0,0,0,0,0,0,0,0,0,0,10017.0,WOMENS MEDIA GROUP INC,SHUBERT SILVER & ROSEN,501 5TH AVE STE 901,NEW YORK,NY,10017-6102,0.0,3.0,2.0,199308.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,205.0,0.0,0.0,68960,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,7610,0,0,68960,68960,7610,7610,1,1,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.71496,,Z99,C,,36061.0,NY,10017.0,NEW YORK,1329186402002,A30,B,core2002co_ver1,PC,O,AR,A,IN,,A30,A,510000.0,9
9624,1,4,1.0,132932563,200212,2002,200326.0,29409144215143,,N,Y,0.0,1.0,2002.0,1.0,3.0,3.0,119,2390,3695,0,0,18187,0,0,0,43066,43066,49151,18871,95742,0,0,88860,95742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23398,0,1481,0,0,N,0,0,0,0,18187,0,0,0,0,24879,0,25753,6882,0,0,0,0,0,0,0,0,88860,0,0,0,0,0,0,0,0,0,0,0,11209.0,METROPOLITAN SOCIETY OF KARDAMYLIANS INC C O MARC LIVANOS,,7917 THIRD AVE,BROOKLYN,NY,11209-3601,0.0,3.0,1.0,197805.0,2.0,0.0,1.0,11.0,0.0,10.0,12,,119.0,123.0,0.0,25753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6882,0,23398,25753,25753,6882,6882,1,1,1,0,0,2002,36047.0,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.76241,,Z99,C,,36047.0,NY,11209.0,BROOKLYN,1329325632002,A99,C,core2002co_ver1,PC,O,AR,A,IN,,A99,A,710000.0,9
9716,1,4,1.0,133021168,200302,2003,200334.0,29490207156023,,N,Y,0.0,1.0,2002.0,1.0,2.0,4.0,64,42940,0,0,0,0,12750,0,0,61307,61307,104247,68375,22853,609,12750,29246,31901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42265,0,19042,0,0,N,0,0,0,0,0,0,0,0,0,61307,0,61982,-6393,0,0,0,0,0,0,0,0,29246,0,0,0,0,0,0,0,0,0,0,0,10010.0,COMITE DEL DESFILE DE LA HISPANIDAD INC,,174 176 5TH AVE STE 401,NEW YORK,NY,10010-0000,0.0,3.0,3.0,198005.0,2.0,0.0,1.0,13.0,0.0,10.0,2,,64.0,90.0,92.0,61982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,1.0,7,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2655,0,42265,61982,71030,-6393,-6393,0,0,1,0,0,2002,36061.0,5602.0,5600.0,A84,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.99597,,Z99,C,,36061.0,NY,10010.0,NEW YORK,1330211682003,A84,C,core2002co_ver1,PC,O,AR,A,IN,,A84,A,712120.0,90
9752,1,6,1.0,133058765,200212,2002,200322.0,29490123234123,,N,Y,0.0,1.0,2002.0,1.0,6.0,7.0,200,0,3701439,0,0,59372,0,0,0,1882216,1882216,5583655,5532937,2508543,444000,0,3588886,3474747,1131061,966204,0,0,0,0,0,0,0,0,0,0,0,0,0,1655748,0,167096,0,N,59372,0,0,0,0,0,0,0,0,0,0,5583655,50718,0,1968849,139192,0,0,0,0,0,2457825,0,0,0,0,0,0,0,0,0,0,0,10022.0,CABLE TELEVISION ADVERTISING BUREAU INC,,830 THIRD AVE 2ND FLR,NEW YORK,NY,10022-0000,0.0,3.0,1.0,198202.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,5583655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,b,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,50718,0,0,5583655,5583655,50718,50718,1,1,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.39513000000000004,,Z99,C,,36061.0,NY,10022.0,NEW YORK,1330587652002,A0332,A,core2002co_ver1,PC,O,AR,A,IN,,A0332,A,813920.0,90
9806,1,4,1.0,133109557,200212,2002,200350.0,29490319178383,,N,Y,0.0,1.0,2002.0,1.0,4.0,4.0,123,144939,94933,0,0,4542,42450,0,234,54597,54597,294469,295346,177165,39598,16098,210396,207005,23051,29840,177165,0,0,0,0,0,0,0,0,0,0,0,8396,1650,9466,30309,0,N,0,4542,0,0,0,0,0,0,0,17862,234,286073,-9273,-907,46634,10929,0,0,0,0,187345,187345,0,0,0,0,0,0,0,0,0,0,0,10014.0,DEMOCRATIC SOCIALISTS OF AMERICA INC,,180 VARICK ST 12TH FLOOR,NEW YORK,NY,10014-4606,0.0,3.0,3.0,198807.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,123.0,521.0,0.0,286073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,-10180,0,8396,286073,285166,-9273,-9273,1,0,1,0,0,2002,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.5737399999999999,,Z99,C,,36061.0,NY,10014.0,NEW YORK,1331095572002,A70,C,core2002co_ver1,PC,O,AR,A,IN,,V24,V,541720.0,90
9829,1,6,1.0,133131629,200305,2003,200345.0,29490291155333,,N,Y,0.0,1.0,2002.0,1.0,3.0,4.0,229,0,68512,0,0,115,0,0,0,76927,76927,145439,106782,44843,15469,0,11160,46607,5000,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,76812,0,0,0,N,115,0,0,0,0,0,0,0,0,0,0,145439,38657,0,0,1255,0,0,0,0,0,6186,0,0,0,0,0,0,0,0,0,0,0,10011.0,ADVERTISING PHOTOGRAPHER OF AMERICA INC,,27 W 20TH ST 601,NEW YORK,NY,10011-3707,0.0,3.0,1.0,198410.0,2.0,0.0,1.0,13.0,0.0,10.0,5,,229.0,0.0,0.0,145439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,3,7,7,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,38683,0,0,145439,145465,38657,38657,1,1,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.22482,,Z99,C,,36061.0,NY,10011.0,NEW YORK,1331316292003,A40,A,core2002co_ver1,PC,O,AR,A,IN,,A40,A,710000.0,90
9838,1,6,1.0,133137480,200212,2002,200332.0,29490200053053,,N,Y,0.0,1.0,2002.0,1.0,4.0,4.0,200,0,72900,0,0,20677,0,0,0,165514,165514,238414,292437,336340,38500,0,540865,356423,49825,20083,0,0,0,0,0,0,0,0,0,0,0,0,100677,59719,-15559,0,0,Y,20677,0,0,0,0,0,0,0,0,85118,0,137737,-154700,0,99272,10780,0,0,0,0,0,491040,0,0,0,0,0,0,0,0,0,0,0,10016.0,KNITTED TEXTILE ASSOCIATION,NATIONAL TEXTILE ASSOCIATION,386 PARK AVE S,NEW YORK,NY,10016-8804,0.0,3.0,2.0,198301.0,2.0,0.0,5.0,13.0,0.0,10.0,12,,200.0,229.0,0.0,137737,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,-154700,0,100677,137737,137737,-154700,-154700,1,0,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.24397,,Z99,C,,36061.0,NY,10016.0,NEW YORK,1331374802002,A40,A,core2002co_ver1,PC,O,AR,A,IN,,A40,A,710000.0,90
9901,1,6,1.0,133206933,200212,2002,200327.0,29409165014213,,N,Y,0.0,1.0,2002.0,1.0,3.0,3.0,200,0,37250,0,0,145,0,0,0,145,145,37395,46910,26000,0,0,35515,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Y,0,0,0,0,145,0,0,0,0,0,0,37395,-9515,0,0,0,0,0,0,0,0,35515,0,74125,4125,1840,0,0,180090,175965,0,0,0,10301.0,AMERICAN FEDERATION OF VIOLIN AND BOW MAKERS INC,JACQUES FRANCAIS,288 RICHMOND TER,STATEN ISLAND,NY,10301-1512,0.0,3.0,1.0,198712.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,205.0,229.0,37395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,-9515,0,0,37395,37395,-9515,-9515,1,0,1,0,0,2002,36085.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.50344,C,Z99,C,,36085.0,NY,10301.0,STATEN ISLAND,1332069332002,A68,A,core2002co_ver1,PC,O,AR,A,IN,,A68,A,711130.0,9
9910,1,6,1.0,133212090,200212,2002,200334.0,29490214025053,,N,Y,0.0,1.0,2002.0,1.0,6.0,6.0,200,1264235,0,0,0,35422,0,0,0,39356,39356,1303591,1992697,2123565,180847,0,3373143,2240787,559254,117222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3934,0,N,35422,0,0,0,0,0,0,0,0,0,0,1303591,-689106,-1218,113924,31965,0,0,0,0,0,2813889,0,0,0,0,0,0,0,0,0,0,0,10022.0,TELEVISON MUSIC LICENSE COMMITTEE,,9 E 53RD ST 5TH FL,NEW YORK,NY,10022-4221,0.0,3.0,1.0,198408.0,2.0,0.0,5.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,1303591,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,-690324,0,0,1303591,1302373,-689106,-689106,1,0,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.6663600000000001,,Z99,C,,36061.0,NY,10022.0,NEW YORK,1332120902002,A0368,A,core2002co_ver1,PC,O,AR,A,IN,,A0368,A,813920.0,90
10067,1,6,1.0,133454164,200212,2002,200348.0,29490312114023,,N,Y,0.0,36.0,2002.0,1.0,2.0,3.0,0,0,0,0,0,58,0,0,0,39323,39323,39323,37205,20828,0,0,18710,20828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39265,0,0,9,N,0,0,0,0,58,0,0,0,0,0,0,39323,2118,0,989,0,0,0,0,0,0,18710,0,87514,358,0,0,0,87872,87514,0,0,0,10185.0,ELECTRONIC MEDIA MARKETING ASSOCIATION,,PO BOX 3708,NEW YORK,NY,10185-3708,0.0,3.0,,,,0.0,,,,,12,,,,,39323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2118,0,0,39323,39323,2118,2118,1,1,1,0,0,2002,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8467600000000001,N,A30,B,,36061.0,NY,10185.0,NEW YORK,1334541642002,A30,B,core2002co_ver1,PC,O,AR,A,IN,,A30,A,510000.0,90
