,EIN,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ASS_CODE,BLOCK,CENSUSTRACT,CITY,CLASSCD,CONTACT,DEDUCTCD,EOSTATUS,FIPS,FISYR,FNDNCD,FRCD,INC_CODE,LATITUDE,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LONGITUDE,MAJGRPB,MANUALLY_FIXED,MSA_NECH,NAICS,NAME,NCCSKEY,NCCSKEY2,NTEE1,NTEECC,NTEECONF,NTEEFINAL,NTEEFINAL1,NTEEIRS,NTEESRC,NTMAJ10,NTMAJ12,NTMAJ5,ORGCD,OUTNCCS,OUTREAS,P10MIR,P10TASST,P11DISTR,P13UNDST,P14A4942,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14B4942,P14C4942,P14D4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14T4942,P14TASVL,P14TENDW,P14TGINV,P14TNADJ,P14TPSUP,P14TQDIS,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P1ADMEXP,P1CHAEXP,P1CONTPD,P1DIVID,P1EXCREV,P1GINVPF,P1GOODS,P1GRENTS,P1INTREV,P1INVEXP,P1INVRV,P1NADINC,P1NADJRV,P1NETINV,P1NGASTS,P1OFCOMP,P1OTHINC,P1TADJEX,P1TCONT,P1TEXMEX,P1TINVEX,P1TOTEXP,P1TOTREV,P2CASHBV,P2CRPBND,P2CRPSTK,P2EYASST,P2EYOTIN,P2GVTINV,P2MORTG,P2MTGNTS,P2TASFMV,P2TINVSC,P2TLIABL,P2TOTAST,P3EYTFND,P6DOMORG,P6ESTTX,P6EXMPF,P6TEXCTX,P6TX4940,P6TX511,P6TXCRDT,P6TXINV,P6TXPNLT,P6TXRFD,P6TXSUBA,P6TXWERR,P6TXWTH,P7BUSINT,P7DISBOR,P7DISPAY,P7DISSAL,P7DISSER,P7DISTRA,P7ELECT,P7INDGRT,P7JEOINV,P7LIQUID,P7ORGGRT,P7OTHPUR,P7PAYGVT,P7POFCLM,P7POLIT,P7PROPAG,P7UNDINC,PMSA,RANDNUM,RECCODE,RULEDATE,SEC_NAME,SOURCE,STATE,STYEAR,SUBSECCD,TAXPER,TFLD,VALIDATION_STATE,ZIP,ZIP5
3231,133794021,12,602.0,0.0,0.0,724 COLLFIELD AVE,3.0,4.0,360850189021008.0,36085018902.0,STATEN ISLAND,10.0,WEISS & COMPANY,1.0,1,36085.0,2014,4.0,1.0,4.0,40.6049,PF,S,AR,A,-74.1441,A,,5602.0,711100.0,GOTTLIEB SCHWARTZ FAMILY FOUNDATION INC,133794021201412,1337940212014,A,A60,,A60,A,A60Z,IRS,AR,AR,AR,1.0,IN,,4229.0,85859.0,4202.0,4202.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0.0,164840,2894,-983,0,0.0,0,0,150.0,2894.0,0.0,0.0,2744.0,0,0.0,0,0.0,161113,164840.0,150.0,164990,164007,0.0,15000,0,96557.0,37503.0,0,0.0,0.0,96557,15000,0.0,84019,84019.0,Y,0,N,27,27.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.7300891973390491,N,199505.0,,15eofinextract990pf.dat,NY,2014,3,201412,27,0.0,10314-4253,10314.0
3291,133801734,6,119.0,0.0,0.0,186 RIVERSIDE DR 1E,3.0,4.0,360610179003001.0,36061017900.0,NEW YORK,10.0,WILLIAM M HUNT,1.0,1,36061.0,2014,4.0,1.0,1.0,40.792536,PF,S,AR,A,-73.977292,A,,5602.0,710000.0,HARRY M STEVENS FAMILY FOUNDATION INC,133801734201406,1338017342014,A,A99,,A99,A,A99Z,IRS,AR,AR,AR,1.0,IN,,12574.0,255319.0,12574.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0.0,16500,0,-16828,0,0.0,0,183,511.0,183.0,183.0,183.0,0.0,0,0.0,0,0.0,0,16500.0,511.0,17011,183,165.0,0,0,254315.0,0.0,0,0.0,0.0,254315,0,1.0,259315,259315.0,Y,537,N,0,0.0,0.0,537.0,0,0,537,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.6479609507427077,N,199601.0,,15eofinextract990pf.dat,NY,2013,3,201406,-537,0.0,10024-1007,10024.0
3303,133808182,12,561.0,90.0,602.0,200 MADISON AVENUE 5TH FLOOR,3.0,4.0,,,NEW YORK,10.0,MICHAEL SCHINDLER,1.0,1,36061.0,2014,4.0,1.0,4.0,40.7484,PF,S,AR,A,-73.9825,A,,5602.0,711130.0,SUSAN W ROSE FUND FOR MUSIC INC,133808182201412,1338081822014,A,A68,,A68,A,B82J,BEST,AR,AR,AR,1.0,IN,,116.0,2363.0,116.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22455,0,2545,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,25000,22455.0,0.0,22455,25000,2878.0,0,0,2878.0,0.0,0,0.0,0.0,2878,0,1.0,2878,2878.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,5600.0,0.40268075592645797,N,199509.0,,15eofinextract990pf.dat,NY,2014,3,201412,0,0.0,10016-3912,10016.0
3312,133830526,12,602.0,0.0,0.0,C/O SCHWABACHER/WINDELS/156 W 56 ST,3.0,5.0,,,NEW YORK,10.0,JOAN MARTER,1.0,1,36061.0,2014,4.0,1.0,2.0,40.7623,PF,S,AR,A,-73.9745,A,,5602.0,710000.0,DOROTHY DEHNER FOUNDATION FOR THE VISUAL ARTS,133830526201412,1338305262014,A,A40,,A40,A,T20Z,BEST,AR,AR,AR,1.0,IN,,30304.0,615312.0,30304.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36244,35193.0,8000,0,-37079,0,0.0,0,65,1051.0,65.0,0.0,0.0,0.0,4100,0.0,3000,0.0,0,43193.0,1051.0,44244,7165,4994.0,0,0,596772.0,0.0,0,0.0,0.0,596772,0,1.0,596772,596772.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.16566858376197402,N,199506.0,,15eofinextract990pf.dat,NY,2014,3,201412,0,0.0,10016-3411,10019.0
3315,133832587,6,60.0,199.0,119.0,1270 6TH AVE,3.0,5.0,360610104001005.0,36061010400.0,NEW YORK,12.0,MILLBURN CORPORATION,1.0,1,36061.0,2014,3.0,1.0,6.0,40.7602,PF,O,AR,A,-73.9802,A,,5602.0,710000.0,INSTITUTE FOR AEGEAN PREHISTORY STUDY CENTER FOR EAST CRETE,133832587201406,1338325872014,A,A70,,A70,A,A56I,NEW,AR,AR,AR,1.0,IN,,13001.0,263973.0,0.0,0.0,0,1,0,0,0,0,0,0,8667,6528,5103,7710,0,0,0,0,13001,0,0,0,0,0,0,0,759820,10566,9327,24738,0,1,28008,0,13001,0,804451,0,0,0,0,0,1493258,1446101.0,0,0,53884,0,0.0,0,0,0.0,0.0,15819.0,18416.0,0.0,0,0.0,18416,2597.0,1528726,1446101.0,0.0,1493258,1547142,127666.0,0,0,619194.0,0.0,0,0.0,0.0,619194,0,0.0,619194,619194.0,N,96,N,0,0.0,0.0,96.0,0,0,96,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.7583005971361078,Y,199508.0,,15eofinextract990pf.dat,NY,2013,3,201406,-96,0.0,10020-1700,10020.0
3324,133838457,12,91.0,0.0,0.0,1 EAST 53RD ST,3.0,9.0,,,NEW YORK,10.0,,1.0,1,36061.0,2014,3.0,1.0,9.0,40.760418,PF,O,AR,A,-73.975831,A,,5602.0,710000.0,THE PIERRE AND TANA MATISSE FOUNDATION,133838457201412,1338384572014,A,A40,,A40,A,Z99,NEW,AR,AR,AR,1.0,IN,,4121235.0,83679897.0,3829080.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2278982,1386980.0,2523197,1506441,10366625,0,0.0,0,92,561078.0,15168804.0,0.0,0.0,14607726.0,13349660,390000.0,312611,0.0,0,3910177.0,561078.0,4802179,15168804,197558.0,4916665,50648291,231297017.0,21307051.0,0,0.0,0.0,231297017,55564956,1.0,183269302,183269302.0,N,264597,N,292155,292155.0,0.0,70442.0,98000,0,70442,0.0,0,0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.014662608441198266,Y,199512.0,,15eofinextract990pf.dat,NY,2014,3,201412,-70442,0.0,10022-4200,10022.0
3335,133852316,12,602.0,0.0,0.0,320 W END AVE APT 6B,3.0,4.0,,36061016300.0,NEW YORK,10.0,FRANCIS J HARVEY JR,1.0,1,36061.0,2014,4.0,1.0,1.0,40.7818,PF,S,AR,A,-73.9831,A,,5602.0,710000.0,SARAFIAN FOUNDATION HARVEY FRANCIS J JR TTEE,133852316201412,1338523162014,A,A26,,A26,A,A26I,IRS,AR,AR,AR,2.0,IN,,3950.0,80199.0,3950.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12000,46,-11954,0,0.0,0,0,0.0,46.0,46.0,46.0,46.0,0,0.0,0,0.0,0,12000.0,0.0,12000,46,0.0,0,94838,162408.0,0.0,0,0.0,0.0,162408,94838,1.0,147888,147888.0,Y,17,N,0,0.0,0.0,17.0,0,0,17,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.5126182859083492,N,199602.0,HARVEY FRANCIS J JR TTEE,15eofinextract990pf.dat,NY,2014,3,201412,-17,0.0,10023-8115,10023.0
3391,133885307,9,91.0,0.0,0.0,33-20 48TH AVENUE - 2ND FL,3.0,8.0,360810001001011.0,36081000100.0,LONG ISLAND CITY,10.0,HECHT AND COMPANY PC,1.0,1,36081.0,2014,3.0,1.0,8.0,40.742753,PF,O,AR,A,-73.958735,A,,5602.0,712110.0,NANCY GRAVES FOUNDATION INC,133885307201409,1338853072014,A,A51,,A51,A,A51Z,IRS,AR,AR,AR,1.0,IN,,20217.0,410489.0,0.0,0.0,8150771,9238947,9396270,9628549,9696561,8206421,8225421,8272146,13478,18611,20594,24677,0,0,0,0,1,26223,30889,10510,0,0,0,0,266221,275985,256720,268322,32854759,37960327,77360,0,67622,0,1067248,0,0,0,0,0,316006,266221.0,0,7916,-150840,0,0.0,0,0,12506.0,98842.0,0.0,21511.0,86336.0,90926,92500.0,14324,27245.0,52000,266221.0,12506.0,316006,165166,0.0,0,43593,9238947.0,0.0,194180,0.0,0.0,9238947,237773,11260.0,9195704,9184444.0,Y,3450,N,863,863.0,0.0,2587.0,0,0,2587,0.0,0,0,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.8476440931351659,Y,199704.0,,15eofinextract990pf.dat,NY,2013,3,201409,-2587,0.0,11101-2438,11101.0
3395,133888511,3,119.0,0.0,0.0,245 EAST 58TH STREET,3.0,2.0,360610108006001.0,36061010800.0,NEW YORK,20.0,TOYOKATSO HABATA,1.0,1,36061.0,2015,4.0,1.0,5.0,40.7606,PF,S,ZB,A,-73.9662,A,,5602.0,813219.0,INTERNATIONAL FOUNDATION FOR ARTS AND CULTURE INC,133888511201503,1338885112015,A,A122,,A1220,A,A20Z,BEST,AR,AR,AR,1.0,IN,,4151.0,84281.0,4151.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17913,17913.0,665000,0,-52913,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,630000,682913.0,0.0,682913,630000,17142.0,0,0,17142.0,0.0,0,0.0,0.0,17142,0,3000.0,17142,14142.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.02237381493737867,N,199610.0,,15eofinextract990pf.dat,NY,2014,3,201503,0,0.0,10022-1338,10022.0
3396,133889608,12,994.0,205.0,0.0,179 ORCHARD ST APT 4,3.0,4.0,360610030011002.0,36061003001.0,NEW YORK,10.0,JONATHAN SARNO,1.0,1,36061.0,2014,4.0,1.0,3.0,40.7215,PF,S,AR,A,-73.9886,A,,5602.0,512110.0,WEB CINEMA GROUP,133889608201412,1338896082014,A,A31,,A31,A,S41I,BEST,AR,AR,AR,1.0,IN,,25326.0,514235.0,0.0,0.0,509298,509298,519172,473629,418536,519172,473629,418536,0,0,0,0,0,0,0,0,0,24448,21970,15595,0,0,0,0,0,0,0,0,1920635,1920635,0,0,62013,0,0,0,0,0,0,0,0,0.0,0,0,-9874,-9874,38448.0,0,0,0.0,0.0,0.0,-9874.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,-9874,509298.0,0,0,509298.0,0.0,0,0.0,0.0,509298,0,1.0,509298,509298.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.4507955950515388,N,199610.0,,15eofinextract990pf.dat,NY,2014,3,201412,0,0.0,10002-1482,10002.0
3401,133897205,12,994.0,91.0,0.0,505 PARK AVE FL 8,3.0,1.0,360610114011003.0,36061011401.0,NEW YORK,12.0,D LEIBMAN ESQ,1.0,1,36061.0,2014,3.0,1.0,1.0,40.7631,PF,O,AR,A,-73.9698,A,,5602.0,712110.0,TEN TEN FOUNDATION INC,133897205201412,1338972052014,A,A50,,A50,A,A50Z,IRS,AR,AR,AR,1.0,IN,,3.0,53.0,0.0,0.0,0,1,0,0,0,0,0,0,2,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,140,140,10130,20000,0,1,8,0,1,0,30410,0,0,0,0,0,140,140.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,140,140.0,0.0,140,140,53.0,0,0,53.0,0.0,0,0.0,0.0,53,0,0.0,53,53.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.6180878257038336,Y,199808.0,,15eofinextract990pf.dat,NY,2014,3,201412,0,0.0,10022-1106,10022.0
3436,133915359,12,602.0,0.0,0.0,1430 BROADWAY,3.0,1.0,,36061011300.0,NEW YORK,10.0,BERNATH & ROSENBERG P C,1.0,1,36061.0,2014,4.0,1.0,4.0,40.7543,PF,S,AR,A,-73.9869,A,,5602.0,711130.0,VIOLA FOUNDATION,133915359201412,1339153592014,A,A68,,A68,A,T20J,BEST,AR,AR,AR,2.0,IN,,4683.0,95084.0,4683.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,325.0,300075,0,-25711,0,0.0,0,126,437.0,126.0,126.0,126.0,0.0,0,0.0,0,0.0,275000,300400.0,437.0,300837,275126,95084.0,0,0,95089.0,0.0,0,0.0,0.0,95089,0,1.0,95089,95089.0,Y,0,N,0,0.0,0.0,0.0,0,0,5,0.0,5,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.8927812527904896,N,199701.0,,15eofinextract990pf.dat,NY,2014,3,201412,-5,0.0,10018-3308,10018.0
3481,133921831,12,602.0,0.0,0.0,335 MADISON AVE STE 1500,3.0,8.0,360610094001012.0,36061009400.0,NEW YORK,10.0,ERIC KAPLAN,1.0,1,36061.0,2014,4.0,1.0,5.0,40.7537,PF,S,AR,A,-73.9786,A,,5602.0,710000.0,BARBARA M ZALAZNICK FOUNDATION,133921831201412,1339218312014,A,A99,,A99,A,A99Z,IRS,AR,AR,AR,2.0,IN,,829076.0,16834037.0,819161.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54920,1208.0,582800,130921,9648562,0,0.0,0,68129,51054.0,546798.0,175034.0,175034.0,495744.0,347748,0.0,-24016,0.0,9763500,584008.0,51054.0,637720,10286282,19533.0,0,12317566,26944752.0,5419995.0,0,0.0,0.0,26944752,12317566,0.0,19906130,19906130.0,N,87315,N,9915,9915.0,0.0,77400.0,0,0,77400,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.3450165697903702,N,199704.0,,15eofinextract990pf.dat,NY,2014,3,201412,-77400,0.0,10017-4611,10017.0
3521,133929462,12,91.0,0.0,0.0,1 LEXINGTON AVE APT 2A,3.0,6.0,,,NEW YORK,10.0,ROBERT H HOROWITZ,1.0,1,36061.0,2014,3.0,1.0,5.0,40.7382,PF,O,AR,A,-73.9857,A,,5602.0,710000.0,THE FRIEDMAN KIEN AND TOYONAGA FOUNDATION INC,133929462201412,1339294622014,A,A40,,A40,A,A40Z,IRS,AR,AR,AR,1.0,IN,,225419.0,4577031.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3300,0.0,218900,46018,-168233,0,0.0,0,1038,300.0,51512.0,0.0,0.0,51212.0,6911,0.0,0,0.0,0,218900.0,300.0,222200,53967,289.0,0,2628296,5454326.0,606516.0,0,0.0,0.0,5454326,2628296,0.0,3476101,3476101.0,N,1397,N,1024,1024.0,0.0,373.0,0,0,373,0.0,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.25404210137531025,Y,199612.0,,15eofinextract990pf.dat,NY,2014,3,201412,-373,0.0,10010-5539,10010.0
3523,133930172,12,602.0,0.0,0.0,902 BROADWAY FL 15,3.0,3.0,360610052001000.0,36061005200.0,NEW YORK,10.0,LAURA BAUDO SILLERMAN,1.0,1,36061.0,2014,4.0,1.0,3.0,40.739177000000005,PF,S,AR,A,-73.98976400000001,A,,5602.0,710000.0,TOMORROW FOUNDATION,133930172201412,1339301722014,A,A99,,A99,A,A99Z,IRS,AR,AR,AR,1.0,IN,,5432.0,110287.0,5432.0,5432.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5562,-5562.0,1745415,0,-89832,0,0.0,0,7,0.0,0.0,0.0,0.0,7.0,0,0.0,0,0.0,1650000,-5562.0,0.0,1739839,1650007,110246.0,0,6000,116246.0,0.0,0,0.0,0.0,116246,6000,75000.0,116246,41246.0,Y,23579,N,0,0.0,0.0,23579.0,0,0,23579,0.0,0,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.5964273748625276,N,199704.0,,15eofinextract990pf.dat,NY,2014,3,201412,-23579,0.0,10010-6031,10010.0
3557,133935786,12,119.0,0.0,0.0,80 RIVERSIDE DR,3.0,1.0,360610167002000.0,36061016700.0,NEW YORK,12.0,DON LEWIS,1.0,1,36061.0,2014,4.0,1.0,1.0,40.7856,PF,S,AR,A,-73.982,A,,5602.0,711130.0,CLASSICAL MUSIC FOUNDATION OF NEW YORK,133935786201412,1339357862014,A,A68,,A68,A,T22Z,BEST,AR,AR,AR,1.0,IN,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,0.0,0,0,1.0,0.0,0,0.0,0.0,0,0,0.0,1,0.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.8052875907116921,N,199807.0,,15eofinextract990pf.dat,NY,2014,3,201412,0,0.0,10024-5725,10024.0
3560,133935995,12,602.0,0.0,0.0,16 E 79TH ST STE 31,3.0,8.0,360610142004000.0,36061014200.0,NEW YORK,10.0,SS FOUNDATION INC,1.0,1,36061.0,2014,4.0,1.0,5.0,40.7768,PF,S,AR,A,-73.9632,A,,5602.0,710000.0,LILY AUCHINCLOSS FOUNDATION INC,133935995201412,1339359952014,A,A40,,A40,A,A40J,IRS,AR,AR,AR,1.0,IN,,2751209.0,55862107.0,2641222.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875593,431438.0,1851500,870450,3116440,0,0.0,0,0,344155.0,5843505.0,0.0,0.0,5499350.0,4973060,0.0,23,0.0,0,2282938.0,344155.0,2727093,5843533,3074644.0,3053084,31875015,59350947.0,3216004.0,5524480,0.0,0.0,59350947,40452579,0.0,46750807,46750807.0,N,128117,N,109987,109987.0,0.0,53130.0,35000,0,53130,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.6471707253594752,N,199706.0,,15eofinextract990pf.dat,NY,2014,3,201412,-53130,0.0,10075-0150,10075.0
3573,133938484,6,119.0,0.0,0.0,2 PARK AVE FL 19,3.0,4.0,,,NEW YORK,10.0,DANIEL RETTER,1.0,1,36061.0,2014,4.0,1.0,4.0,40.7427,PF,S,AR,A,-73.9845,A,,5602.0,710000.0,BETTY RETTER FOUNDATION,133938484201406,1339384842014,A,A99,,A99,A,A99I,IRS,AR,AR,AR,2.0,IN,,25483.0,517420.0,24991.0,24991.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9014,0.0,0,7386,24591,0,0.0,0,0,9014.0,33605.0,0.0,0.0,24591.0,26219,0.0,0,0.0,0,0.0,9014.0,9014,33605,23734.0,0,357102,554694.0,0.0,0,0.0,0.0,554694,357102,0.0,380836,380836.0,N,0,N,492,492.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.31632235675042103,N,199707.0,,15eofinextract990pf.dat,NY,2013,3,201406,492,0.0,10016-9301,10016.0
3647,133949433,3,602.0,0.0,0.0,C/O ANCHIN BLOCK ANCHIN LLP,3.0,7.0,,,NEW YORK,10.0,ANCHIN BLOCK & ANCHIN LLP,1.0,1,36061.0,2015,4.0,1.0,6.0,40.7207,PF,S,AR,A,-73.9813,A,,5602.0,710000.0,POTTERS WHEEL FOUNDATION INC,133949433201503,1339494332015,A,A40,,A40,A,T20Z,BEST,AR,AR,AR,1.0,IN,,326131.0,6621943.0,319476.0,309013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154390,59529.0,240296,81556,24537,0,0.0,0,2734,86466.0,419223.0,0.0,0.0,332757.0,334933,60000.0,0,0.0,0,299825.0,86466.0,394686,419223,0.0,109327,3222966,6558109.0,0.0,0,0.0,0.0,6558109,3332293,1.0,5177929,5177929.0,N,0,N,6655,6655.0,0.0,0.0,0,150,0,0.0,0,0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.4896870280972528,N,199812.0,,15eofinextract990pf.dat,NY,2014,3,201503,6805,0.0,10018-0000,10018.0
3662,133957107,12,994.0,602.0,119.0,C/O ANCHIN - 1375 BROADWAY,3.0,4.0,,36061010900.0,NEW YORK,10.0,ANCHIN BLOCK & ANCHIN LLP,1.0,1,36061.0,2014,4.0,1.0,1.0,40.7507,PF,S,AR,A,-73.9878,A,,5602.0,711130.0,NEW HERITAGE MUSIC FOUNDATION INC,133957107201412,1339571072014,A,A68,,A68,A,A68,BEST,AR,AR,AR,1.0,IN,,9001.0,182759.0,9001.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2172,1712.0,9200,0,-11279,0,0.0,0,93,460.0,93.0,0.0,0.0,0.0,0,0.0,0,0.0,0,10912.0,460.0,11372,93,0.0,0,0,177119.0,0.0,0,0.0,0.0,177119,0,1.0,177119,177119.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.3484435955576217,N,199806.0,,15eofinextract990pf.dat,NY,2014,3,201412,0,0.0,10018-0000,10018.0
3670,133959455,12,994.0,92.0,0.0,PO BOX 150418,3.0,1.0,360470149001000.0,36047014900.0,BROOKLYN,20.0,ROBERT VISCUSI,1.0,1,36047.0,2014,4.0,1.0,1.0,40.6643,PF,S,AR,A,-73.9841,A,,5602.0,710000.0,ITALIAN AMERICAN WRITERS ASSOCIATION,133959455201412,1339594552014,A,A70,,A70,A,A70,BEST,AR,AR,AR,1.0,IN,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,0.0,1156,0,-913,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1156,0.0,0.0,2069,1156,0.0,0,0,1.0,0.0,0,0.0,0.0,0,0,0.0,220,220.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.1464171571189431,N,201211.0,,15eofinextract990pf.dat,NY,2014,3,201412,0,0.0,11215-0418,11215.0
3676,133963325,6,994.0,120.0,123.0,11949 UNION TPKE APT 3B,3.0,3.0,360810637001008.0,36081063900.0,FOREST HILLS,10.0,HUDSON,1.0,1,36081.0,2015,4.0,1.0,3.0,40.7065,PF,S,AR,A,-73.85600000000001,A,,5602.0,511100.0,INSTITUTE FOR THE STUDY OF LONG TERM ECONOMIC TRENDS,133963325201506,1339633252015,A,A33,,A33,A,A33E,IRS,AR,AR,AR,1.0,IN,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22944,21966.0,0,0,57,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,23001,978.0,0,21966.0,0.0,22944,23001,14578.0,0,0,14578.0,0.0,0,0.0,0.0,14578,0,0.0,14578,14578.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.289623908202443,N,199712.0,,15eofinextract990pf.dat,NY,2014,3,201506,0,0.0,11375-6109,11375.0
